key,file_name,bytes_size,subcategory,sortingCategory,restricted,visible,updated,version
psi-data/PSI-32/Raw Data/2019_217_190805_V23_3647876317_DKC_prep_10msTOF_4p855_tSlosh_1_L1.zip,2019_217_190805_V23_3647876317_DKC_prep_10msTOF_4p855_tSlosh_1_L1.zip,12061620,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_217_190805_V23_3647876317_DKC_prep_10msTOF_4p855_tSlosh_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_143_190422_V04_3638805629_0p4-n1p0_tSlosh2_tSlosh_1_L1.zip,2019_143_190422_V04_3638805629_0p4-n1p0_tSlosh2_tSlosh_1_L1.zip,194143380,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_143_190422_V04_3638805629_0p4-n1p0_tSlosh2_tSlosh_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_143_tabs_to_pngs.csv,2019_143_tabs_to_pngs.csv,82880,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_143_190422_V04_3638805629_0p4-n1p0_tSlosh2_tSlosh_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_143_190522_V12_3641410871_190329base_light_34CG_tImage_tImage_1_L1.zip,2019_143_190522_V12_3641410871_190329base_light_34CG_tImage_tImage_1_L1.zip,247332024,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_143_190522_V12_3641410871_190329base_light_34CG_tImage_tImage_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_143_190522_V12_3641410871_190329base_light_34CG_tImage_tImage_2_L1.zip,2019_143_190522_V12_3641410871_190329base_light_34CG_tImage_tImage_2_L1.zip,13337505,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_143_190522_V12_3641410871_190329base_light_34CG_tImage_tImage_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_143_190522_V12_3641410871_190329base_light_64CG_tImage_tImage_1_L1.zip,2019_143_190522_V12_3641410871_190329base_light_64CG_tImage_tImage_1_L1.zip,184892093,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_143_190522_V12_3641410871_190329base_light_64CG_tImage_tImage_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_143_190522_V12_3641412488_190329base_dark_34CG_tImage_tImage_1_L1.zip,2019_143_190522_V12_3641412488_190329base_dark_34CG_tImage_tImage_1_L1.zip,94434711,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_143_190522_V12_3641412488_190329base_dark_34CG_tImage_tImage_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_252_190810_V24_3648252660_STA_0p2_Holding_scan1_Lens_1p8_31msTHold_TOF_1_L1.zip,2019_252_190810_V24_3648252660_STA_0p2_Holding_scan1_Lens_1p8_31msTHold_TOF_1_L1.zip,96119449,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_252_190810_V24_3648252660_STA_0p2_Holding_scan1_Lens_1p8_31msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_252_tabs_to_pngs.csv,2019_252_tabs_to_pngs.csv,64571,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_252_190810_V24_3648252660_STA_0p2_Holding_scan1_Lens_1p8_31msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_252_190810_V24_3648252677_STA_0p2_Holding_scan1_Lens_1p8_32msTHold_TOF_1_L1.zip,2019_252_190810_V24_3648252677_STA_0p2_Holding_scan1_Lens_1p8_32msTHold_TOF_1_L1.zip,84257239,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_252_190810_V24_3648252677_STA_0p2_Holding_scan1_Lens_1p8_32msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_252_190810_V24_3648252691_STA_0p2_Holding_scan1_Lens_1p8_33msTHold_TOF_1_L1.zip,2019_252_190810_V24_3648252691_STA_0p2_Holding_scan1_Lens_1p8_33msTHold_TOF_1_L1.zip,96242233,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_252_190810_V24_3648252691_STA_0p2_Holding_scan1_Lens_1p8_33msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_252_190810_V24_3648252706_STA_0p2_Holding_scan1_Lens_1p8_34msTHold_TOF_1_L1.zip,2019_252_190810_V24_3648252706_STA_0p2_Holding_scan1_Lens_1p8_34msTHold_TOF_1_L1.zip,84109298,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_252_190810_V24_3648252706_STA_0p2_Holding_scan1_Lens_1p8_34msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_252_190810_V24_3648252726_STA_0p2_Holding_scan1_Lens_1p8_35msTHold_TOF_1_L1.zip,2019_252_190810_V24_3648252726_STA_0p2_Holding_scan1_Lens_1p8_35msTHold_TOF_1_L1.zip,72081446,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_252_190810_V24_3648252726_STA_0p2_Holding_scan1_Lens_1p8_35msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_252_190810_V24_3648252742_STA_0p2_Holding_scan1_Lens_1p8_36msTHold_TOF_1_L1.zip,2019_252_190810_V24_3648252742_STA_0p2_Holding_scan1_Lens_1p8_36msTHold_TOF_1_L1.zip,12028771,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_252_190810_V24_3648252742_STA_0p2_Holding_scan1_Lens_1p8_36msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_190810_V24_3648252742_STA_0p2_Holding_scan1_Lens_1p8_36msTHold_TOF_1_L1.zip,2019_253_190810_V24_3648252742_STA_0p2_Holding_scan1_Lens_1p8_36msTHold_TOF_1_L1.zip,83737198,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190810_V24_3648252742_STA_0p2_Holding_scan1_Lens_1p8_36msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_tabs_to_pngs.csv,2019_253_tabs_to_pngs.csv,107709,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190810_V24_3648252742_STA_0p2_Holding_scan1_Lens_1p8_36msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_190810_V24_3648252759_STA_0p2_Holding_scan1_Lens_1p8_37msTHold_TOF_1_L1.zip,2019_253_190810_V24_3648252759_STA_0p2_Holding_scan1_Lens_1p8_37msTHold_TOF_1_L1.zip,71950014,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190810_V24_3648252759_STA_0p2_Holding_scan1_Lens_1p8_37msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_190810_V24_3648252779_STA_0p2_Holding_scan1_Lens_1p8_38msTHold_TOF_1_L1.zip,2019_253_190810_V24_3648252779_STA_0p2_Holding_scan1_Lens_1p8_38msTHold_TOF_1_L1.zip,59875224,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190810_V24_3648252779_STA_0p2_Holding_scan1_Lens_1p8_38msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_190810_V24_3648252793_STA_0p2_Holding_scan1_Lens_1p8_39msTHold_TOF_1_L1.zip,2019_253_190810_V24_3648252793_STA_0p2_Holding_scan1_Lens_1p8_39msTHold_TOF_1_L1.zip,119680565,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190810_V24_3648252793_STA_0p2_Holding_scan1_Lens_1p8_39msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_190810_V24_3648252809_STA_0p2_Holding_scan1_Lens_1p8_40msTHold_TOF_1_L1.zip,2019_253_190810_V24_3648252809_STA_0p2_Holding_scan1_Lens_1p8_40msTHold_TOF_1_L1.zip,71921849,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190810_V24_3648252809_STA_0p2_Holding_scan1_Lens_1p8_40msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_190810_V24_3648252824_STA_0p2_Holding_scan1_Lens_1p8_41msTHold_TOF_1_L1.zip,2019_253_190810_V24_3648252824_STA_0p2_Holding_scan1_Lens_1p8_41msTHold_TOF_1_L1.zip,72035213,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190810_V24_3648252824_STA_0p2_Holding_scan1_Lens_1p8_41msTHold_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_253_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,2019_253_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,228930480,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_253_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,239789814,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_tabs_to_pngs.csv,2019_254_tabs_to_pngs.csv,95054,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1.zip,2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1.zip,239151550,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_3_L1.zip,2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_3_L1.zip,249941971,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_3_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_4_L1.zip,2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_4_L1.zip,239389085,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_4_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_5_L1.zip,2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_5_L1.zip,239588696,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_5_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_6_L1.zip,2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_6_L1.zip,240548596,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_6_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_7_L1.zip,2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_7_L1.zip,47974747,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_254_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_7_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_255_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,2019_255_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,71954108,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_255_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_255_tabs_to_pngs.csv,2019_255_tabs_to_pngs.csv,66756,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_255_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,240656227,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_259_tabs_to_pngs.csv,2019_259_tabs_to_pngs.csv,70435,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1.zip,2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1.zip,240251001,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_3_L1.zip,2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_3_L1.zip,60056714,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_259_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_3_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_1_L1.zip,2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_1_L1.zip,241255965,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_2_L1.zip,2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_2_L1.zip,239215621,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_3_L1.zip,2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_3_L1.zip,216391079,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_259_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_3_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_260_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,2019_260_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,96864124,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_260_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_260_tabs_to_pngs.csv,2019_260_tabs_to_pngs.csv,85988,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_260_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_260_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_1_L1.zip,2019_260_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_1_L1.zip,143393703,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_260_190914_V24_3651272791_STA_2p4_hold_24_DKC_15_1p6msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_267_190924_V24_3652191074_DKC_20_1p8msLens_BiasField_2ms_TOF_1_L1.zip,2019_267_190924_V24_3652191074_DKC_20_1p8msLens_BiasField_2ms_TOF_1_L1.zip,239042683,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_267_190924_V24_3652191074_DKC_20_1p8msLens_BiasField_2ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_267_tabs_to_pngs.csv,2019_267_tabs_to_pngs.csv,51579,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_267_190924_V24_3652191074_DKC_20_1p8msLens_BiasField_2ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_267_190924_V24_3652191074_DKC_20_1p8msLens_BiasField_2ms_TOF_2_L1.zip,2019_267_190924_V24_3652191074_DKC_20_1p8msLens_BiasField_2ms_TOF_2_L1.zip,11919730,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_267_190924_V24_3652191074_DKC_20_1p8msLens_BiasField_2ms_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_267_190924_V24_3652191794_DKC_20_1p8msLens_BiasField_4ms_TOF_1_L1.zip,2019_267_190924_V24_3652191794_DKC_20_1p8msLens_BiasField_4ms_TOF_1_L1.zip,238441632,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_267_190924_V24_3652191794_DKC_20_1p8msLens_BiasField_4ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_267_190924_V24_3652191794_DKC_20_1p8msLens_BiasField_4ms_TOF_2_L1.zip,2019_267_190924_V24_3652191794_DKC_20_1p8msLens_BiasField_4ms_TOF_2_L1.zip,155079107,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_267_190924_V24_3652191794_DKC_20_1p8msLens_BiasField_4ms_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_267_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_1_L1.zip,2019_267_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_1_L1.zip,95197282,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_267_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_268_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_1_L1.zip,2019_268_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_1_L1.zip,238233530,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_268_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_268_tabs_to_pngs.csv,2019_268_tabs_to_pngs.csv,99091,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_268_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_268_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_2_L1.zip,2019_268_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_2_L1.zip,23856449,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_268_190924_V24_3652191837_DKC_20_1p8msLens_BiasField_6ms_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_268_190924_V24_3652191884_DKC_20_1p8msLens_BiasField_10ms_TOF_1_L1.zip,2019_268_190924_V24_3652191884_DKC_20_1p8msLens_BiasField_10ms_TOF_1_L1.zip,249440152,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_268_190924_V24_3652191884_DKC_20_1p8msLens_BiasField_10ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_268_190924_V24_3652191884_DKC_20_1p8msLens_BiasField_10ms_TOF_2_L1.zip,2019_268_190924_V24_3652191884_DKC_20_1p8msLens_BiasField_10ms_TOF_2_L1.zip,119147964,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_268_190924_V24_3652191884_DKC_20_1p8msLens_BiasField_10ms_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_268_190924_V24_3652191979_DKC_20_1p8msLens_BiasField_0ms_TOF_1_L1.zip,2019_268_190924_V24_3652191979_DKC_20_1p8msLens_BiasField_0ms_TOF_1_L1.zip,238283520,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_268_190924_V24_3652191979_DKC_20_1p8msLens_BiasField_0ms_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_268_190924_V24_3652191979_DKC_20_1p8msLens_BiasField_0ms_TOF_2_L1.zip,2019_268_190924_V24_3652191979_DKC_20_1p8msLens_BiasField_0ms_TOF_2_L1.zip,107176808,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_268_190924_V24_3652191979_DKC_20_1p8msLens_BiasField_0ms_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_269_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,2019_269_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,157024186,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_269_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_269_tabs_to_pngs.csv,2019_269_tabs_to_pngs.csv,107930,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_269_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_270_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,2019_270_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1.zip,240620819,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_270_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_270_tabs_to_pngs.csv,2019_270_tabs_to_pngs.csv,90014,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_270_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_270_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1.zip,2019_270_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1.zip,192303088,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_270_190910_V24_3650994213_STA_2p4_hold_24_DKC_20_1p8msLens_TOF_2_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
psi-data/PSI-32/Raw Data/2019_270_190927_V24_3652462534_Bigelow_STA_2p4_hold_24_free_exp_TOF_1_L1.zip,2019_270_190927_V24_3652462534_Bigelow_STA_2p4_hold_24_free_exp_TOF_1_L1.zip,240546411,Legacy/CAL - Consortium for Ultracold Atoms in Space/2019_270_190927_V24_3652462534_Bigelow_STA_2p4_hold_24_free_exp_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:21 GMT",1
