key,file_name,bytes_size,subcategory,sortingCategory,restricted,visible,updated,version
psi-data/PSI-32/Raw Data/2020_294_tabs_to_pngs.csv,2020_294_tabs_to_pngs.csv,158142,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_294_201020_V33_3686076505_kickA_Bragg_v4_AIRFD_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_294_20294-V33--R_kickA_Bragg_v5_AIRFD_1_L1.zip,2020_294_20294-V33--R_kickA_Bragg_v5_AIRFD_1_L1.zip,237638893,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_294_20294-V33--R_kickA_Bragg_v5_AIRFD_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_294_20294-V33--R_kickA_Bragg_v5_AIRFD_2_L1.zip,2020_294_20294-V33--R_kickA_Bragg_v5_AIRFD_2_L1.zip,37533678,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_294_20294-V33--R_kickA_Bragg_v5_AIRFD_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_301_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1.zip,2020_301_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1.zip,73613290,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_301_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_301_tabs_to_pngs.csv,2020_301_tabs_to_pngs.csv,71116,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_301_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1.zip,2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1.zip,167063157,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_302_tabs_to_pngs.csv,2020_302_tabs_to_pngs.csv,79632,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v2_TOF_1_L1.zip,2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v2_TOF_1_L1.zip,239127759,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v2_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v2_TOF_2_L1.zip,2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v2_TOF_2_L1.zip,107492852,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v2_TOF_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v3_TOF_1_L1.zip,2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v3_TOF_1_L1.zip,246071078,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v3_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v4_TOF_1_L1.zip,2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v4_TOF_1_L1.zip,247908986,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_302_20297-V32--R_ZZH_MA_Zp_WFC_kickF48_TOF_v4_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_307_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v2_1_TOF_1_L1.zip,2020_307_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v2_1_TOF_1_L1.zip,148583634,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_307_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v2_1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_307_tabs_to_pngs.csv,2020_307_tabs_to_pngs.csv,96075,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_307_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v2_1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_307_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v3_1_TOF_1_L1.zip,2020_307_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v3_1_TOF_1_L1.zip,45189753,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_307_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v3_1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_307_20300-V33--R_kickA_Bragg_15ms_v4_tAIP1_1_L1.zip,2020_307_20300-V33--R_kickA_Bragg_15ms_v4_tAIP1_1_L1.zip,48933630,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_307_20300-V33--R_kickA_Bragg_15ms_v4_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_308_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1.zip,2020_308_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1.zip,61405485,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_308_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_308_tabs_to_pngs.csv,2020_308_tabs_to_pngs.csv,65338,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_308_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_308_20300-V33--R_kickA_Bragg_15ms_v4_tAIP1_1_L1.zip,2020_308_20300-V33--R_kickA_Bragg_15ms_v4_tAIP1_1_L1.zip,220969049,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_308_20300-V33--R_kickA_Bragg_15ms_v4_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_308_20300-V33--R_kickA_Bragg_25ms_v3_tAIP1_1_L1.zip,2020_308_20300-V33--R_kickA_Bragg_25ms_v3_tAIP1_1_L1.zip,157825006,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_308_20300-V33--R_kickA_Bragg_25ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_1_L1.zip,2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_1_L1.zip,240585784,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_314_tabs_to_pngs.csv,2020_314_tabs_to_pngs.csv,57622,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_2_L1.zip,2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_2_L1.zip,242575393,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_3_L1.zip,2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_3_L1.zip,24132629,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_314_20300-V33--R_kickA_Bragg_19ms_v3_tAIP1_3_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_317_20310-V32--R_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1.zip,2020_317_20310-V32--R_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1.zip,240721891,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_317_20310-V32--R_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_317_tabs_to_pngs.csv,2020_317_tabs_to_pngs.csv,37309,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_317_20310-V32--R_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_317_20310-V32--R_kickF48_WFC_ARP30_TOF_v5_TOF_1_L1.zip,2020_317_20310-V32--R_kickF48_WFC_ARP30_TOF_v5_TOF_1_L1.zip,195305814,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_317_20310-V32--R_kickF48_WFC_ARP30_TOF_v5_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_1_L1.zip,2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_1_L1.zip,240584123,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_318_tabs_to_pngs.csv,2020_318_tabs_to_pngs.csv,57974,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_2_L1.zip,2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_2_L1.zip,247451336,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_3_L1.zip,2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_3_L1.zip,159641080,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_318_20318-V33--R_kickA_Bragg_19ms_AIRFD_v1_AIRFD_3_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_312_20310-V32--R_kickF48_WFC_ARP30_TOF_v3_TOF_1_L1.zip,2020_312_20310-V32--R_kickF48_WFC_ARP30_TOF_v3_TOF_1_L1.zip,211745774,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_312_20310-V32--R_kickF48_WFC_ARP30_TOF_v3_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_312_tabs_to_pngs.csv,2020_312_tabs_to_pngs.csv,47916,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_312_20310-V32--R_kickF48_WFC_ARP30_TOF_v3_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_316_201105_V32_3687382787_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1.zip,2020_316_201105_V32_3687382787_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1.zip,150689443,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_316_201105_V32_3687382787_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_316_tabs_to_pngs.csv,2020_316_tabs_to_pngs.csv,19699,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_316_201105_V32_3687382787_kickF48_WFC_ARP30_TOF_v4_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_319_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1.zip,2020_319_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1.zip,173398416,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_319_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_319_tabs_to_pngs.csv,2020_319_tabs_to_pngs.csv,28079,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_319_201026_V33_3686586027_kickA_Bragg_25ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v2_AIRFD_1_L1.zip,2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v2_AIRFD_1_L1.zip,81474348,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v2_AIRFD_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v3_AIRFD_1_L1.zip,2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v3_AIRFD_1_L1.zip,247779303,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v3_AIRFD_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v3_AIRFD_2_L1.zip,2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v3_AIRFD_2_L1.zip,148595168,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_319_20318-V33--R_kickA_Bragg_25ms_AIRFD_v3_AIRFD_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_328_20324-V33--R_kickA_Bragg_15ms_v2_tAIP1_1_L1.zip,2020_328_20324-V33--R_kickA_Bragg_15ms_v2_tAIP1_1_L1.zip,239400419,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_328_20324-V33--R_kickA_Bragg_15ms_v2_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_328_tabs_to_pngs.csv,2020_328_tabs_to_pngs.csv,49719,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_328_20324-V33--R_kickA_Bragg_15ms_v2_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_328_20324-V33--R_kickA_Bragg_15ms_v2_tAIP1_2_L1.zip,2020_328_20324-V33--R_kickA_Bragg_15ms_v2_tAIP1_2_L1.zip,220234988,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_328_20324-V33--R_kickA_Bragg_15ms_v2_tAIP1_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_337_20322-V32--R_kickF48_slosh_WFC_v2_tHold_1_L1.zip,2020_337_20322-V32--R_kickF48_slosh_WFC_v2_tHold_1_L1.zip,247635441,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_337_20322-V32--R_kickF48_slosh_WFC_v2_tHold_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_337_tabs_to_pngs.csv,2020_337_tabs_to_pngs.csv,60808,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_337_20322-V32--R_kickF48_slosh_WFC_v2_tHold_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_337_20322-V32--R_kickF48_slosh_WFC_v2_tHold_2_L1.zip,2020_337_20322-V32--R_kickF48_slosh_WFC_v2_tHold_2_L1.zip,89709395,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_337_20322-V32--R_kickF48_slosh_WFC_v2_tHold_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_337_20322-V32--R_kickF48_slosh_WFC_v3_tHold_1_L1.zip,2020_337_20322-V32--R_kickF48_slosh_WFC_v3_tHold_1_L1.zip,248926435,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_337_20322-V32--R_kickF48_slosh_WFC_v3_tHold_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_337_20322-V32--R_kickF48_slosh_WFC_v3_tHold_2_L1.zip,2020_337_20322-V32--R_kickF48_slosh_WFC_v3_tHold_2_L1.zip,123469175,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_337_20322-V32--R_kickF48_slosh_WFC_v3_tHold_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_1_L1.zip,2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_1_L1.zip,246863704,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_343_tabs_to_pngs.csv,2020_343_tabs_to_pngs.csv,25059,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_2_L1.zip,2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_2_L1.zip,248467686,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_3_L1.zip,2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_3_L1.zip,3984,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_343_20342-V33--R_kickA_3PAI_3ms_v1_Phase_3_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_1_L1.zip,2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_1_L1.zip,245805377,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_344_tabs_to_pngs.csv,2020_344_tabs_to_pngs.csv,70022,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_2_L1.zip,2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_2_L1.zip,249121587,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_3_L1.zip,2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_3_L1.zip,248989240,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_3_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_4_L1.zip,2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_4_L1.zip,9697,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_344_20344-V33--R_kickA_3PAI_5ms_v1_Phase_4_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_290_20286-V32--R_ZZH_MA_Zp_HRC_kickF50_TOF_1_L1.zip,2020_290_20286-V32--R_ZZH_MA_Zp_HRC_kickF50_TOF_1_L1.zip,179833433,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_290_20286-V32--R_ZZH_MA_Zp_HRC_kickF50_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_290_20286-V32--R_ZZH_MA_Zp_HRC_kickF52_TOF_1_L1.zip,2020_290_20286-V32--R_ZZH_MA_Zp_HRC_kickF52_TOF_1_L1.zip,173524708,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_290_20286-V32--R_ZZH_MA_Zp_HRC_kickF52_TOF_1_L1,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_303_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v1_1_TOF_1_L1.zip,2020_303_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v1_1_TOF_1_L1.zip,150876672,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_303_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v1_1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_303_tabs_to_pngs.csv,2020_303_tabs_to_pngs.csv,65954,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_303_20296-V34--R_ZZH_MA_Zp_HRC_kickF48_v1_1_TOF_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_1_L1.zip,2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_1_L1.zip,242942601,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_304_tabs_to_pngs.csv,2020_304_tabs_to_pngs.csv,67807,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_2_L1.zip,2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_2_L1.zip,244480153,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_2_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_3_L1.zip,2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_3_L1.zip,12253576,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_304_20300-V33--R_kickA_Bragg_15ms_v3_tAIP1_3_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_309_201104_V32_3687365897_kickF48_WFC_ARP30_TOF_v1_RFARP_1_L1.zip,2020_309_201104_V32_3687365897_kickF48_WFC_ARP30_TOF_v1_RFARP_1_L1.zip,163408605,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_309_201104_V32_3687365897_kickF48_WFC_ARP30_TOF_v1_RFARP_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
psi-data/PSI-32/Raw Data/2020_309_tabs_to_pngs.csv,2020_309_tabs_to_pngs.csv,66525,Legacy/CAL - Consortium for Ultracold Atoms in Space/2020_309_201104_V32_3687365897_kickF48_WFC_ARP30_TOF_v1_RFARP_1_L1_ARCHIVE,Raw Data,False,True,"Thu, 19 Sep 2024 10:58:22 GMT",1
