galaxy,weighting,level_Msun_pc2,theta_deg,R_kpc,filled
J0008-34,r05_t00,0.01,0.0,1.9862,1
J0008-34,r05_t00,0.01,5.0,2.0178,1
J0008-34,r05_t00,0.01,10.0,2.0215,1
J0008-34,r05_t00,0.01,15.0,1.8927,1
J0008-34,r05_t00,0.01,20.0,1.7838,1
J0008-34,r05_t00,0.01,25.0,2.0783,1
J0008-34,r05_t00,0.01,30.0,2.0604,1
J0008-34,r05_t00,0.01,35.0,1.7738,1
J0008-34,r05_t00,0.01,40.0,1.8952,1
J0008-34,r05_t00,0.01,45.0,2.0502,1
J0008-34,r05_t00,0.01,50.0,2.1049,1
J0008-34,r05_t00,0.01,55.0,2.0725,1
J0008-34,r05_t00,0.01,60.0,2.1458,1
J0008-34,r05_t00,0.01,65.0,2.1177,1
J0008-34,r05_t00,0.01,70.0,2.2494,1
J0008-34,r05_t00,0.01,75.0,2.2894,1
J0008-34,r05_t00,0.01,80.0,2.3465,1
J0008-34,r05_t00,0.01,85.0,2.4369,1
J0008-34,r05_t00,0.01,90.0,2.2408,1
J0008-34,r05_t00,0.01,95.0,2.1215,1
J0008-34,r05_t00,0.01,100.0,2.0606,1
J0008-34,r05_t00,0.01,105.0,2.1906,1
J0008-34,r05_t00,0.01,110.0,2.0805,1
J0008-34,r05_t00,0.01,115.0,2.1664,1
J0008-34,r05_t00,0.01,120.0,2.1275,1
J0008-34,r05_t00,0.01,125.0,2.0011,1
J0008-34,r05_t00,0.01,130.0,1.9662,1
J0008-34,r05_t00,0.01,135.0,1.9171,1
J0008-34,r05_t00,0.01,140.0,1.8298,1
J0008-34,r05_t00,0.01,145.0,2.1601,1
J0008-34,r05_t00,0.01,150.0,2.1576,1
J0008-34,r05_t00,0.01,155.0,1.5591,1
J0008-34,r05_t00,0.01,160.0,1.5392,1
J0008-34,r05_t00,0.01,165.0,1.5856,1
J0008-34,r05_t00,0.01,170.0,1.6253,1
J0008-34,r05_t00,0.01,175.0,1.6714,1
J0008-34,r05_t00,0.01,180.0,1.6173,1
J0008-34,r05_t00,0.01,185.0,1.6368,1
J0008-34,r05_t00,0.01,190.0,1.8764,1
J0008-34,r05_t00,0.01,195.0,1.8039,1
J0008-34,r05_t00,0.01,200.0,1.9756,1
J0008-34,r05_t00,0.01,205.0,2.0052,1
J0008-34,r05_t00,0.01,210.0,2.0528,1
J0008-34,r05_t00,0.01,215.0,2.0722,1
J0008-34,r05_t00,0.01,220.0,2.1685,1
J0008-34,r05_t00,0.01,225.0,2.2065,1
J0008-34,r05_t00,0.01,230.0,2.0942,1
J0008-34,r05_t00,0.01,235.0,1.8277,1
J0008-34,r05_t00,0.01,240.0,1.9905,1
J0008-34,r05_t00,0.01,245.0,2.0339,1
J0008-34,r05_t00,0.01,250.0,1.8321,1
J0008-34,r05_t00,0.01,255.0,1.9391,1
J0008-34,r05_t00,0.01,260.0,1.9114,1
J0008-34,r05_t00,0.01,265.0,1.9034,1
J0008-34,r05_t00,0.01,270.0,2.0731,1
J0008-34,r05_t00,0.01,275.0,2.1092,1
J0008-34,r05_t00,0.01,280.0,1.9665,1
J0008-34,r05_t00,0.01,285.0,1.9684,1
J0008-34,r05_t00,0.01,290.0,1.9211,1
J0008-34,r05_t00,0.01,295.0,1.9357,1
J0008-34,r05_t00,0.01,300.0,1.9717,1
J0008-34,r05_t00,0.01,305.0,1.7686,1
J0008-34,r05_t00,0.01,310.0,1.8215,1
J0008-34,r05_t00,0.01,315.0,1.8332,1
J0008-34,r05_t00,0.01,320.0,1.8148,1
J0008-34,r05_t00,0.01,325.0,1.9019,1
J0008-34,r05_t00,0.01,330.0,1.9004,1
J0008-34,r05_t00,0.01,335.0,1.9075,1
J0008-34,r05_t00,0.01,340.0,1.8239,1
J0008-34,r05_t00,0.01,345.0,1.7665,1
J0008-34,r05_t00,0.01,350.0,1.7562,1
J0008-34,r05_t00,0.01,355.0,2.0594,1
J0008-34,r05_t00,0.03,0.0,1.9862,1
J0008-34,r05_t00,0.03,5.0,2.0178,1
J0008-34,r05_t00,0.03,10.0,1.9846,1
J0008-34,r05_t00,0.03,15.0,1.8927,1
J0008-34,r05_t00,0.03,20.0,1.7838,1
J0008-34,r05_t00,0.03,25.0,1.8261,1
J0008-34,r05_t00,0.03,30.0,1.7688,1
J0008-34,r05_t00,0.03,35.0,1.7738,1
J0008-34,r05_t00,0.03,40.0,1.8952,1
J0008-34,r05_t00,0.03,45.0,1.9983,1
J0008-34,r05_t00,0.03,50.0,2.1049,1
J0008-34,r05_t00,0.03,55.0,2.0725,1
J0008-34,r05_t00,0.03,60.0,2.1363,1
J0008-34,r05_t00,0.03,65.0,2.101,1
J0008-34,r05_t00,0.03,70.0,2.2494,1
J0008-34,r05_t00,0.03,75.0,2.2894,1
J0008-34,r05_t00,0.03,80.0,2.3179,1
J0008-34,r05_t00,0.03,85.0,2.4369,1
J0008-34,r05_t00,0.03,90.0,2.2408,1
J0008-34,r05_t00,0.03,95.0,2.1215,1
J0008-34,r05_t00,0.03,100.0,2.0206,1
J0008-34,r05_t00,0.03,105.0,2.1906,1
J0008-34,r05_t00,0.03,110.0,2.0576,1
J0008-34,r05_t00,0.03,115.0,2.1362,1
J0008-34,r05_t00,0.03,120.0,2.1275,1
J0008-34,r05_t00,0.03,125.0,2.0011,1
J0008-34,r05_t00,0.03,130.0,1.9662,1
J0008-34,r05_t00,0.03,135.0,1.9171,1
J0008-34,r05_t00,0.03,140.0,1.8298,1
J0008-34,r05_t00,0.03,145.0,2.1601,1
J0008-34,r05_t00,0.03,150.0,2.1069,1
J0008-34,r05_t00,0.03,155.0,1.5591,1
J0008-34,r05_t00,0.03,160.0,1.5392,1
J0008-34,r05_t00,0.03,165.0,1.5856,1
J0008-34,r05_t00,0.03,170.0,1.6253,1
J0008-34,r05_t00,0.03,175.0,1.6476,1
J0008-34,r05_t00,0.03,180.0,1.6173,1
J0008-34,r05_t00,0.03,185.0,1.6368,1
J0008-34,r05_t00,0.03,190.0,1.7126,1
J0008-34,r05_t00,0.03,195.0,1.8039,1
J0008-34,r05_t00,0.03,200.0,1.9317,1
J0008-34,r05_t00,0.03,205.0,2.0052,1
J0008-34,r05_t00,0.03,210.0,1.9875,1
J0008-34,r05_t00,0.03,215.0,2.0722,1
J0008-34,r05_t00,0.03,220.0,2.116,1
J0008-34,r05_t00,0.03,225.0,2.1568,1
J0008-34,r05_t00,0.03,230.0,1.9848,1
J0008-34,r05_t00,0.03,235.0,1.8277,1
J0008-34,r05_t00,0.03,240.0,1.9905,1
J0008-34,r05_t00,0.03,245.0,2.0182,1
J0008-34,r05_t00,0.03,250.0,1.8321,1
J0008-34,r05_t00,0.03,255.0,1.9391,1
J0008-34,r05_t00,0.03,260.0,1.9114,1
J0008-34,r05_t00,0.03,265.0,1.8544,1
J0008-34,r05_t00,0.03,270.0,2.0731,1
J0008-34,r05_t00,0.03,275.0,2.1092,1
J0008-34,r05_t00,0.03,280.0,1.9263,1
J0008-34,r05_t00,0.03,285.0,1.8916,1
J0008-34,r05_t00,0.03,290.0,1.9089,1
J0008-34,r05_t00,0.03,295.0,1.9048,1
J0008-34,r05_t00,0.03,300.0,1.9669,1
J0008-34,r05_t00,0.03,305.0,1.7686,1
J0008-34,r05_t00,0.03,310.0,1.7702,1
J0008-34,r05_t00,0.03,315.0,1.7933,1
J0008-34,r05_t00,0.03,320.0,1.8148,1
J0008-34,r05_t00,0.03,325.0,1.9019,1
J0008-34,r05_t00,0.03,330.0,1.9004,1
J0008-34,r05_t00,0.03,335.0,1.9075,1
J0008-34,r05_t00,0.03,340.0,1.7756,1
J0008-34,r05_t00,0.03,345.0,1.7665,1
J0008-34,r05_t00,0.03,350.0,1.7562,1
J0008-34,r05_t00,0.03,355.0,2.0594,1
J0008-34,r05_t00,0.1,0.0,1.9185,1
J0008-34,r05_t00,0.1,5.0,1.9498,1
J0008-34,r05_t00,0.1,10.0,1.9531,1
J0008-34,r05_t00,0.1,15.0,1.8243,1
J0008-34,r05_t00,0.1,20.0,1.736,1
J0008-34,r05_t00,0.1,25.0,1.7808,1
J0008-34,r05_t00,0.1,30.0,1.7372,1
J0008-34,r05_t00,0.1,35.0,1.7738,1
J0008-34,r05_t00,0.1,40.0,1.6911,1
J0008-34,r05_t00,0.1,45.0,1.996,1
J0008-34,r05_t00,0.1,50.0,1.9954,1
J0008-34,r05_t00,0.1,55.0,2.0101,1
J0008-34,r05_t00,0.1,60.0,2.0903,1
J0008-34,r05_t00,0.1,65.0,2.0303,1
J0008-34,r05_t00,0.1,70.0,2.0666,1
J0008-34,r05_t00,0.1,75.0,2.1592,1
J0008-34,r05_t00,0.1,80.0,2.2901,1
J0008-34,r05_t00,0.1,85.0,2.2453,1
J0008-34,r05_t00,0.1,90.0,2.1926,1
J0008-34,r05_t00,0.1,95.0,2.0759,1
J0008-34,r05_t00,0.1,100.0,1.978,1
J0008-34,r05_t00,0.1,105.0,1.9911,1
J0008-34,r05_t00,0.1,110.0,1.9783,1
J0008-34,r05_t00,0.1,115.0,2.0587,1
J0008-34,r05_t00,0.1,120.0,2.0788,1
J0008-34,r05_t00,0.1,125.0,1.9276,1
J0008-34,r05_t00,0.1,130.0,1.932,1
J0008-34,r05_t00,0.1,135.0,1.8142,1
J0008-34,r05_t00,0.1,140.0,1.7696,1
J0008-34,r05_t00,0.1,145.0,1.7061,1
J0008-34,r05_t00,0.1,150.0,1.6505,1
J0008-34,r05_t00,0.1,155.0,1.504,1
J0008-34,r05_t00,0.1,160.0,1.4322,1
J0008-34,r05_t00,0.1,165.0,1.5229,1
J0008-34,r05_t00,0.1,170.0,1.5825,1
J0008-34,r05_t00,0.1,175.0,1.6057,1
J0008-34,r05_t00,0.1,180.0,1.6173,1
J0008-34,r05_t00,0.1,185.0,1.6029,1
J0008-34,r05_t00,0.1,190.0,1.6442,1
J0008-34,r05_t00,0.1,195.0,1.6945,1
J0008-34,r05_t00,0.1,200.0,1.9084,1
J0008-34,r05_t00,0.1,205.0,1.9316,1
J0008-34,r05_t00,0.1,210.0,1.9225,1
J0008-34,r05_t00,0.1,215.0,2.0205,1
J0008-34,r05_t00,0.1,220.0,2.0563,1
J0008-34,r05_t00,0.1,225.0,2.0455,1
J0008-34,r05_t00,0.1,230.0,1.9314,1
J0008-34,r05_t00,0.1,235.0,1.7725,1
J0008-34,r05_t00,0.1,240.0,1.646,1
J0008-34,r05_t00,0.1,245.0,2.0037,1
J0008-34,r05_t00,0.1,250.0,1.7776,1
J0008-34,r05_t00,0.1,255.0,1.8862,1
J0008-34,r05_t00,0.1,260.0,1.7036,1
J0008-34,r05_t00,0.1,265.0,1.8544,1
J0008-34,r05_t00,0.1,270.0,1.9448,1
J0008-34,r05_t00,0.1,275.0,1.9814,1
J0008-34,r05_t00,0.1,280.0,1.8842,1
J0008-34,r05_t00,0.1,285.0,1.8546,1
J0008-34,r05_t00,0.1,290.0,1.8635,1
J0008-34,r05_t00,0.1,295.0,1.8751,1
J0008-34,r05_t00,0.1,300.0,1.8465,1
J0008-34,r05_t00,0.1,305.0,1.6451,1
J0008-34,r05_t00,0.1,310.0,1.7189,1
J0008-34,r05_t00,0.1,315.0,1.7552,1
J0008-34,r05_t00,0.1,320.0,1.7633,1
J0008-34,r05_t00,0.1,325.0,1.8489,1
J0008-34,r05_t00,0.1,330.0,1.8501,1
J0008-34,r05_t00,0.1,335.0,1.71,1
J0008-34,r05_t00,0.1,340.0,1.6694,1
J0008-34,r05_t00,0.1,345.0,1.7052,1
J0008-34,r05_t00,0.1,350.0,1.6928,1
J0008-34,r05_t00,0.1,355.0,1.698,1
J0008-34,r05_t00,0.3,0.0,1.4852,1
J0008-34,r05_t00,0.3,5.0,1.8792,1
J0008-34,r05_t00,0.3,10.0,1.337,1
J0008-34,r05_t00,0.3,15.0,1.4142,1
J0008-34,r05_t00,0.3,20.0,1.5132,1
J0008-34,r05_t00,0.3,25.0,1.535,1
J0008-34,r05_t00,0.3,30.0,1.5104,1
J0008-34,r05_t00,0.3,35.0,1.4967,1
J0008-34,r05_t00,0.3,40.0,1.4593,1
J0008-34,r05_t00,0.3,45.0,1.5595,1
J0008-34,r05_t00,0.3,50.0,1.6181,1
J0008-34,r05_t00,0.3,55.0,1.6846,1
J0008-34,r05_t00,0.3,60.0,1.8917,1
J0008-34,r05_t00,0.3,65.0,1.9201,1
J0008-34,r05_t00,0.3,70.0,1.8635,1
J0008-34,r05_t00,0.3,75.0,2.0576,1
J0008-34,r05_t00,0.3,80.0,2.0021,1
J0008-34,r05_t00,0.3,85.0,2.0781,1
J0008-34,r05_t00,0.3,90.0,1.8518,1
J0008-34,r05_t00,0.3,95.0,1.6567,1
J0008-34,r05_t00,0.3,100.0,1.7319,1
J0008-34,r05_t00,0.3,105.0,1.7848,1
J0008-34,r05_t00,0.3,110.0,1.9319,1
J0008-34,r05_t00,0.3,115.0,1.9462,1
J0008-34,r05_t00,0.3,120.0,1.8565,1
J0008-34,r05_t00,0.3,125.0,1.7544,1
J0008-34,r05_t00,0.3,130.0,1.795,1
J0008-34,r05_t00,0.3,135.0,1.7113,1
J0008-34,r05_t00,0.3,140.0,1.5203,1
J0008-34,r05_t00,0.3,145.0,1.3988,1
J0008-34,r05_t00,0.3,150.0,1.4001,1
J0008-34,r05_t00,0.3,155.0,1.3502,1
J0008-34,r05_t00,0.3,160.0,1.2779,1
J0008-34,r05_t00,0.3,165.0,1.353,1
J0008-34,r05_t00,0.3,170.0,1.4101,1
J0008-34,r05_t00,0.3,175.0,1.4329,1
J0008-34,r05_t00,0.3,180.0,1.3774,1
J0008-34,r05_t00,0.3,185.0,1.5346,1
J0008-34,r05_t00,0.3,190.0,1.5757,1
J0008-34,r05_t00,0.3,195.0,1.5583,1
J0008-34,r05_t00,0.3,200.0,1.5953,1
J0008-34,r05_t00,0.3,205.0,1.7527,1
J0008-34,r05_t00,0.3,210.0,1.6798,1
J0008-34,r05_t00,0.3,215.0,1.7534,1
J0008-34,r05_t00,0.3,220.0,1.6819,1
J0008-34,r05_t00,0.3,225.0,1.7699,1
J0008-34,r05_t00,0.3,230.0,1.552,1
J0008-34,r05_t00,0.3,235.0,1.5702,1
J0008-34,r05_t00,0.3,240.0,1.5352,1
J0008-34,r05_t00,0.3,245.0,1.5781,1
J0008-34,r05_t00,0.3,250.0,1.5955,1
J0008-34,r05_t00,0.3,255.0,1.6027,1
J0008-34,r05_t00,0.3,260.0,1.5983,1
J0008-34,r05_t00,0.3,265.0,1.7245,1
J0008-34,r05_t00,0.3,270.0,1.7919,1
J0008-34,r05_t00,0.3,275.0,1.6523,1
J0008-34,r05_t00,0.3,280.0,1.4731,1
J0008-34,r05_t00,0.3,285.0,1.5604,1
J0008-34,r05_t00,0.3,290.0,1.7832,1
J0008-34,r05_t00,0.3,295.0,1.7161,1
J0008-34,r05_t00,0.3,300.0,1.5209,1
J0008-34,r05_t00,0.3,305.0,1.4719,1
J0008-34,r05_t00,0.3,310.0,1.4807,1
J0008-34,r05_t00,0.3,315.0,1.4467,1
J0008-34,r05_t00,0.3,320.0,1.4106,1
J0008-34,r05_t00,0.3,325.0,1.3935,1
J0008-34,r05_t00,0.3,330.0,1.4435,1
J0008-34,r05_t00,0.3,335.0,1.2545,1
J0008-34,r05_t00,0.3,340.0,1.4775,1
J0008-34,r05_t00,0.3,345.0,1.3519,1
J0008-34,r05_t00,0.3,350.0,1.5179,1
J0008-34,r05_t00,0.3,355.0,1.5408,1
J0008-34,r05_t00,1.0,0.0,1.0724,1
J0008-34,r05_t00,1.0,5.0,1.0946,1
J0008-34,r05_t00,1.0,10.0,1.0265,1
J0008-34,r05_t00,1.0,15.0,1.0728,1
J0008-34,r05_t00,1.0,20.0,1.0887,1
J0008-34,r05_t00,1.0,25.0,1.0904,1
J0008-34,r05_t00,1.0,30.0,1.0076,1
J0008-34,r05_t00,1.0,35.0,0.993,1
J0008-34,r05_t00,1.0,40.0,0.9195,1
J0008-34,r05_t00,1.0,45.0,0.9068,1
J0008-34,r05_t00,1.0,50.0,0.9057,1
J0008-34,r05_t00,1.0,55.0,0.9718,1
J0008-34,r05_t00,1.0,60.0,0.9814,1
J0008-34,r05_t00,1.0,65.0,1.1347,1
J0008-34,r05_t00,1.0,70.0,1.1735,1
J0008-34,r05_t00,1.0,75.0,1.2198,1
J0008-34,r05_t00,1.0,80.0,1.2218,1
J0008-34,r05_t00,1.0,85.0,1.2513,1
J0008-34,r05_t00,1.0,90.0,1.1846,1
J0008-34,r05_t00,1.0,95.0,1.2006,1
J0008-34,r05_t00,1.0,100.0,1.3621,1
J0008-34,r05_t00,1.0,105.0,1.328,1
J0008-34,r05_t00,1.0,110.0,1.3494,1
J0008-34,r05_t00,1.0,115.0,1.3651,1
J0008-34,r05_t00,1.0,120.0,1.4061,1
J0008-34,r05_t00,1.0,125.0,1.431,1
J0008-34,r05_t00,1.0,130.0,1.2666,1
J0008-34,r05_t00,1.0,135.0,1.2341,1
J0008-34,r05_t00,1.0,140.0,1.1592,1
J0008-34,r05_t00,1.0,145.0,1.0438,1
J0008-34,r05_t00,1.0,150.0,0.9912,1
J0008-34,r05_t00,1.0,155.0,0.9487,1
J0008-34,r05_t00,1.0,160.0,0.9575,1
J0008-34,r05_t00,1.0,165.0,0.9227,1
J0008-34,r05_t00,1.0,170.0,0.8504,1
J0008-34,r05_t00,1.0,175.0,0.8315,1
J0008-34,r05_t00,1.0,180.0,0.8205,1
J0008-34,r05_t00,1.0,185.0,0.8521,1
J0008-34,r05_t00,1.0,190.0,0.9544,1
J0008-34,r05_t00,1.0,195.0,0.9994,1
J0008-34,r05_t00,1.0,200.0,0.9916,1
J0008-34,r05_t00,1.0,205.0,1.0172,1
J0008-34,r05_t00,1.0,210.0,1.0648,1
J0008-34,r05_t00,1.0,215.0,1.1879,1
J0008-34,r05_t00,1.0,220.0,1.1793,1
J0008-34,r05_t00,1.0,225.0,1.2767,1
J0008-34,r05_t00,1.0,230.0,1.3319,1
J0008-34,r05_t00,1.0,235.0,1.341,1
J0008-34,r05_t00,1.0,240.0,1.3137,1
J0008-34,r05_t00,1.0,245.0,1.3421,1
J0008-34,r05_t00,1.0,250.0,1.2497,1
J0008-34,r05_t00,1.0,255.0,1.1833,1
J0008-34,r05_t00,1.0,260.0,1.3399,1
J0008-34,r05_t00,1.0,265.0,1.3193,1
J0008-34,r05_t00,1.0,270.0,1.1722,1
J0008-34,r05_t00,1.0,275.0,1.1062,1
J0008-34,r05_t00,1.0,280.0,1.1034,1
J0008-34,r05_t00,1.0,285.0,1.1478,1
J0008-34,r05_t00,1.0,290.0,1.1203,1
J0008-34,r05_t00,1.0,295.0,1.1342,1
J0008-34,r05_t00,1.0,300.0,1.1243,1
J0008-34,r05_t00,1.0,305.0,1.1985,1
J0008-34,r05_t00,1.0,310.0,1.1564,1
J0008-34,r05_t00,1.0,315.0,1.0722,1
J0008-34,r05_t00,1.0,320.0,1.1527,1
J0008-34,r05_t00,1.0,325.0,1.1407,1
J0008-34,r05_t00,1.0,330.0,1.0891,1
J0008-34,r05_t00,1.0,335.0,1.0437,1
J0008-34,r05_t00,1.0,340.0,1.0514,1
J0008-34,r05_t00,1.0,345.0,1.0751,1
J0008-34,r05_t00,1.0,350.0,1.0658,1
J0008-34,r05_t00,1.0,355.0,1.0464,1
J0008-34,r05_t00,3.0,0.0,0.6877,1
J0008-34,r05_t00,3.0,5.0,0.6509,1
J0008-34,r05_t00,3.0,10.0,0.6846,1
J0008-34,r05_t00,3.0,15.0,0.623,1
J0008-34,r05_t00,3.0,20.0,0.6644,1
J0008-34,r05_t00,3.0,25.0,0.6199,1
J0008-34,r05_t00,3.0,30.0,0.6031,1
J0008-34,r05_t00,3.0,35.0,0.5395,1
J0008-34,r05_t00,3.0,40.0,0.5293,1
J0008-34,r05_t00,3.0,45.0,0.6333,0
J0008-34,r05_t00,3.0,50.0,0.6333,0
J0008-34,r05_t00,3.0,55.0,0.6333,0
J0008-34,r05_t00,3.0,60.0,0.6333,0
J0008-34,r05_t00,3.0,65.0,0.6333,0
J0008-34,r05_t00,3.0,70.0,0.6333,0
J0008-34,r05_t00,3.0,75.0,0.6333,0
J0008-34,r05_t00,3.0,80.0,0.6333,0
J0008-34,r05_t00,3.0,85.0,0.6333,0
J0008-34,r05_t00,3.0,90.0,0.6333,0
J0008-34,r05_t00,3.0,95.0,0.0473,1
J0008-34,r05_t00,3.0,100.0,0.6333,0
J0008-34,r05_t00,3.0,105.0,0.6333,0
J0008-34,r05_t00,3.0,110.0,0.6333,0
J0008-34,r05_t00,3.0,115.0,0.0918,1
J0008-34,r05_t00,3.0,120.0,0.6333,0
J0008-34,r05_t00,3.0,125.0,0.1413,1
J0008-34,r05_t00,3.0,130.0,0.3453,1
J0008-34,r05_t00,3.0,135.0,0.5511,1
J0008-34,r05_t00,3.0,140.0,0.6435,1
J0008-34,r05_t00,3.0,145.0,0.6888,1
J0008-34,r05_t00,3.0,150.0,0.7394,1
J0008-34,r05_t00,3.0,155.0,0.7453,1
J0008-34,r05_t00,3.0,160.0,0.6967,1
J0008-34,r05_t00,3.0,165.0,0.6614,1
J0008-34,r05_t00,3.0,170.0,0.635,1
J0008-34,r05_t00,3.0,175.0,0.5926,1
J0008-34,r05_t00,3.0,180.0,0.5804,1
J0008-34,r05_t00,3.0,185.0,0.6127,1
J0008-34,r05_t00,3.0,190.0,0.5798,1
J0008-34,r05_t00,3.0,195.0,0.618,1
J0008-34,r05_t00,3.0,200.0,0.5907,1
J0008-34,r05_t00,3.0,205.0,0.6127,1
J0008-34,r05_t00,3.0,210.0,0.5951,1
J0008-34,r05_t00,3.0,215.0,0.5815,1
J0008-34,r05_t00,3.0,220.0,0.5723,1
J0008-34,r05_t00,3.0,225.0,0.5677,1
J0008-34,r05_t00,3.0,230.0,0.5677,1
J0008-34,r05_t00,3.0,235.0,0.5724,1
J0008-34,r05_t00,3.0,240.0,0.5817,1
J0008-34,r05_t00,3.0,245.0,0.5953,1
J0008-34,r05_t00,3.0,250.0,0.6129,1
J0008-34,r05_t00,3.0,255.0,0.5812,1
J0008-34,r05_t00,3.0,260.0,0.6072,1
J0008-34,r05_t00,3.0,265.0,0.6364,1
J0008-34,r05_t00,3.0,270.0,0.6682,1
J0008-34,r05_t00,3.0,275.0,0.6943,1
J0008-34,r05_t00,3.0,280.0,0.6515,1
J0008-34,r05_t00,3.0,285.0,0.6539,1
J0008-34,r05_t00,3.0,290.0,0.6633,1
J0008-34,r05_t00,3.0,295.0,0.6315,1
J0008-34,r05_t00,3.0,300.0,0.6525,1
J0008-34,r05_t00,3.0,305.0,0.7304,1
J0008-34,r05_t00,3.0,310.0,0.7124,1
J0008-34,r05_t00,3.0,315.0,0.75,1
J0008-34,r05_t00,3.0,320.0,0.7403,1
J0008-34,r05_t00,3.0,325.0,0.7345,1
J0008-34,r05_t00,3.0,330.0,0.733,1
J0008-34,r05_t00,3.0,335.0,0.7356,1
J0008-34,r05_t00,3.0,340.0,0.694,1
J0008-34,r05_t00,3.0,345.0,0.7063,1
J0008-34,r05_t00,3.0,350.0,0.6784,1
J0008-34,r05_t00,3.0,355.0,0.6597,1
J0008-34,r10_t00,0.01,0.0,2.1613,1
J0008-34,r10_t00,0.01,5.0,2.2102,1
J0008-34,r10_t00,0.01,10.0,2.5705,1
J0008-34,r10_t00,0.01,15.0,2.6366,1
J0008-34,r10_t00,0.01,20.0,2.3951,1
J0008-34,r10_t00,0.01,25.0,2.2893,1
J0008-34,r10_t00,0.01,30.0,2.1267,1
J0008-34,r10_t00,0.01,35.0,2.0861,1
J0008-34,r10_t00,0.01,40.0,2.147,1
J0008-34,r10_t00,0.01,45.0,2.5871,1
J0008-34,r10_t00,0.01,50.0,2.5129,1
J0008-34,r10_t00,0.01,55.0,3.2897,1
J0008-34,r10_t00,0.01,60.0,2.7391,1
J0008-34,r10_t00,0.01,65.0,2.47,1
J0008-34,r10_t00,0.01,70.0,2.5354,1
J0008-34,r10_t00,0.01,75.0,2.5647,1
J0008-34,r10_t00,0.01,80.0,2.6194,1
J0008-34,r10_t00,0.01,85.0,2.5068,1
J0008-34,r10_t00,0.01,90.0,2.3259,1
J0008-34,r10_t00,0.01,95.0,2.3745,1
J0008-34,r10_t00,0.01,100.0,2.3715,1
J0008-34,r10_t00,0.01,105.0,2.3966,1
J0008-34,r10_t00,0.01,110.0,2.4427,1
J0008-34,r10_t00,0.01,115.0,2.3924,1
J0008-34,r10_t00,0.01,120.0,2.3823,1
J0008-34,r10_t00,0.01,125.0,2.267,1
J0008-34,r10_t00,0.01,130.0,2.2059,1
J0008-34,r10_t00,0.01,135.0,2.1588,1
J0008-34,r10_t00,0.01,140.0,2.1265,1
J0008-34,r10_t00,0.01,145.0,2.2815,1
J0008-34,r10_t00,0.01,150.0,2.0247,1
J0008-34,r10_t00,0.01,155.0,1.7012,1
J0008-34,r10_t00,0.01,160.0,1.7383,1
J0008-34,r10_t00,0.01,165.0,2.1538,1
J0008-34,r10_t00,0.01,170.0,2.2237,1
J0008-34,r10_t00,0.01,175.0,2.1287,1
J0008-34,r10_t00,0.01,180.0,2.1123,1
J0008-34,r10_t00,0.01,185.0,1.9927,1
J0008-34,r10_t00,0.01,190.0,2.0536,1
J0008-34,r10_t00,0.01,195.0,2.2053,1
J0008-34,r10_t00,0.01,200.0,2.2368,1
J0008-34,r10_t00,0.01,205.0,2.2443,1
J0008-34,r10_t00,0.01,210.0,2.2958,1
J0008-34,r10_t00,0.01,215.0,2.4034,1
J0008-34,r10_t00,0.01,220.0,2.4697,1
J0008-34,r10_t00,0.01,225.0,2.5535,1
J0008-34,r10_t00,0.01,230.0,2.3812,1
J0008-34,r10_t00,0.01,235.0,2.3114,1
J0008-34,r10_t00,0.01,240.0,2.1842,1
J0008-34,r10_t00,0.01,245.0,2.2095,1
J0008-34,r10_t00,0.01,250.0,2.0894,1
J0008-34,r10_t00,0.01,255.0,2.1179,1
J0008-34,r10_t00,0.01,260.0,2.2102,1
J0008-34,r10_t00,0.01,265.0,2.4215,1
J0008-34,r10_t00,0.01,270.0,2.4791,1
J0008-34,r10_t00,0.01,275.0,2.3769,1
J0008-34,r10_t00,0.01,280.0,2.3041,1
J0008-34,r10_t00,0.01,285.0,2.2447,1
J0008-34,r10_t00,0.01,290.0,2.3807,1
J0008-34,r10_t00,0.01,295.0,2.4119,1
J0008-34,r10_t00,0.01,300.0,2.448,1
J0008-34,r10_t00,0.01,305.0,2.3799,1
J0008-34,r10_t00,0.01,310.0,2.3497,1
J0008-34,r10_t00,0.01,315.0,2.1924,1
J0008-34,r10_t00,0.01,320.0,2.163,1
J0008-34,r10_t00,0.01,325.0,2.1489,1
J0008-34,r10_t00,0.01,330.0,2.0664,1
J0008-34,r10_t00,0.01,335.0,2.0042,1
J0008-34,r10_t00,0.01,340.0,2.0422,1
J0008-34,r10_t00,0.01,345.0,2.067,1
J0008-34,r10_t00,0.01,350.0,2.0928,1
J0008-34,r10_t00,0.01,355.0,2.1124,1
J0008-34,r10_t00,0.03,0.0,2.1,1
J0008-34,r10_t00,0.03,5.0,2.2102,1
J0008-34,r10_t00,0.03,10.0,2.5705,1
J0008-34,r10_t00,0.03,15.0,2.5912,1
J0008-34,r10_t00,0.03,20.0,2.3572,1
J0008-34,r10_t00,0.03,25.0,2.2119,1
J0008-34,r10_t00,0.03,30.0,2.0451,1
J0008-34,r10_t00,0.03,35.0,2.0709,1
J0008-34,r10_t00,0.03,40.0,2.147,1
J0008-34,r10_t00,0.03,45.0,2.5871,1
J0008-34,r10_t00,0.03,50.0,2.231,1
J0008-34,r10_t00,0.03,55.0,2.2491,1
J0008-34,r10_t00,0.03,60.0,2.4153,1
J0008-34,r10_t00,0.03,65.0,2.47,1
