galaxy,weighting,level_Msun_pc2,theta_deg,R_kpc,filled
J0135-41,r05_t00,3.0,345.0,1.1407,1
J0135-41,r05_t00,3.0,350.0,1.129,1
J0135-41,r05_t00,3.0,355.0,1.0699,1
J0135-41,r10_t00,0.01,0.0,6.0899,1
J0135-41,r10_t00,0.01,5.0,7.1092,1
J0135-41,r10_t00,0.01,10.0,7.2876,1
J0135-41,r10_t00,0.01,15.0,7.3312,1
J0135-41,r10_t00,0.01,20.0,7.2925,1
J0135-41,r10_t00,0.01,25.0,7.6965,1
J0135-41,r10_t00,0.01,30.0,8.1894,1
J0135-41,r10_t00,0.01,35.0,9.2013,1
J0135-41,r10_t00,0.01,40.0,10.4676,1
J0135-41,r10_t00,0.01,45.0,12.702,1
J0135-41,r10_t00,0.01,50.0,15.1039,1
J0135-41,r10_t00,0.01,55.0,15.4111,1
J0135-41,r10_t00,0.01,60.0,13.9529,1
J0135-41,r10_t00,0.01,65.0,15.3407,1
J0135-41,r10_t00,0.01,70.0,14.8642,1
J0135-41,r10_t00,0.01,75.0,19.2189,1
J0135-41,r10_t00,0.01,80.0,21.4313,1
J0135-41,r10_t00,0.01,85.0,20.6474,1
J0135-41,r10_t00,0.01,90.0,16.6702,1
J0135-41,r10_t00,0.01,95.0,13.8452,1
J0135-41,r10_t00,0.01,100.0,30.3034,1
J0135-41,r10_t00,0.01,105.0,29.8925,1
J0135-41,r10_t00,0.01,110.0,23.0924,1
J0135-41,r10_t00,0.01,115.0,14.144,1
J0135-41,r10_t00,0.01,120.0,11.2671,1
J0135-41,r10_t00,0.01,125.0,10.5723,1
J0135-41,r10_t00,0.01,130.0,11.0396,1
J0135-41,r10_t00,0.01,135.0,10.3609,1
J0135-41,r10_t00,0.01,140.0,9.4375,1
J0135-41,r10_t00,0.01,145.0,9.9316,1
J0135-41,r10_t00,0.01,150.0,9.8194,1
J0135-41,r10_t00,0.01,155.0,9.2793,1
J0135-41,r10_t00,0.01,160.0,8.6643,1
J0135-41,r10_t00,0.01,165.0,8.6245,1
J0135-41,r10_t00,0.01,170.0,8.5724,1
J0135-41,r10_t00,0.01,175.0,8.357,1
J0135-41,r10_t00,0.01,180.0,8.2077,1
J0135-41,r10_t00,0.01,185.0,8.6429,1
J0135-41,r10_t00,0.01,190.0,8.6477,1
J0135-41,r10_t00,0.01,195.0,8.5886,1
J0135-41,r10_t00,0.01,200.0,8.4128,1
J0135-41,r10_t00,0.01,205.0,9.0752,1
J0135-41,r10_t00,0.01,210.0,9.1678,1
J0135-41,r10_t00,0.01,215.0,11.0051,1
J0135-41,r10_t00,0.01,220.0,11.6309,1
J0135-41,r10_t00,0.01,225.0,12.5695,1
J0135-41,r10_t00,0.01,230.0,13.3943,1
J0135-41,r10_t00,0.01,235.0,13.0932,1
J0135-41,r10_t00,0.01,240.0,15.6871,1
J0135-41,r10_t00,0.01,245.0,19.0974,1
J0135-41,r10_t00,0.01,250.0,16.3167,1
J0135-41,r10_t00,0.01,255.0,17.1429,1
J0135-41,r10_t00,0.01,260.0,18.1132,1
J0135-41,r10_t00,0.01,265.0,12.9134,1
J0135-41,r10_t00,0.01,270.0,12.9781,1
J0135-41,r10_t00,0.01,275.0,13.0142,1
J0135-41,r10_t00,0.01,280.0,14.9198,1
J0135-41,r10_t00,0.01,285.0,14.1945,1
J0135-41,r10_t00,0.01,290.0,13.6003,1
J0135-41,r10_t00,0.01,295.0,12.8679,1
J0135-41,r10_t00,0.01,300.0,18.3974,1
J0135-41,r10_t00,0.01,305.0,16.1183,1
J0135-41,r10_t00,0.01,310.0,11.5711,1
J0135-41,r10_t00,0.01,315.0,9.7632,1
J0135-41,r10_t00,0.01,320.0,8.9688,1
J0135-41,r10_t00,0.01,325.0,8.148,1
J0135-41,r10_t00,0.01,330.0,7.5206,1
J0135-41,r10_t00,0.01,335.0,7.519,1
J0135-41,r10_t00,0.01,340.0,7.3849,1
J0135-41,r10_t00,0.01,345.0,7.181,1
J0135-41,r10_t00,0.01,350.0,6.3197,1
J0135-41,r10_t00,0.01,355.0,6.3325,1
J0135-41,r10_t00,0.03,0.0,5.7447,1
J0135-41,r10_t00,0.03,5.0,5.837,1
J0135-41,r10_t00,0.03,10.0,6.3026,1
J0135-41,r10_t00,0.03,15.0,6.5211,1
J0135-41,r10_t00,0.03,20.0,6.6458,1
J0135-41,r10_t00,0.03,25.0,7.004,1
J0135-41,r10_t00,0.03,30.0,7.9622,1
J0135-41,r10_t00,0.03,35.0,8.7561,1
J0135-41,r10_t00,0.03,40.0,10.2527,1
J0135-41,r10_t00,0.03,45.0,10.0967,1
J0135-41,r10_t00,0.03,50.0,14.4375,1
J0135-41,r10_t00,0.03,55.0,14.7151,1
J0135-41,r10_t00,0.03,60.0,13.2889,1
J0135-41,r10_t00,0.03,65.0,12.7256,1
J0135-41,r10_t00,0.03,70.0,13.687,1
J0135-41,r10_t00,0.03,75.0,18.3704,1
J0135-41,r10_t00,0.03,80.0,20.6925,1
J0135-41,r10_t00,0.03,85.0,20.3641,1
J0135-41,r10_t00,0.03,90.0,16.2061,1
J0135-41,r10_t00,0.03,95.0,11.5896,1
J0135-41,r10_t00,0.03,100.0,13.1254,1
J0135-41,r10_t00,0.03,105.0,26.0402,1
J0135-41,r10_t00,0.03,110.0,14.8705,1
J0135-41,r10_t00,0.03,115.0,12.775,1
J0135-41,r10_t00,0.03,120.0,9.2548,1
J0135-41,r10_t00,0.03,125.0,9.9675,1
J0135-41,r10_t00,0.03,130.0,9.6322,1
J0135-41,r10_t00,0.03,135.0,7.8302,1
J0135-41,r10_t00,0.03,140.0,8.7772,1
J0135-41,r10_t00,0.03,145.0,8.6185,1
J0135-41,r10_t00,0.03,150.0,8.6395,1
J0135-41,r10_t00,0.03,155.0,8.3425,1
J0135-41,r10_t00,0.03,160.0,7.658,1
J0135-41,r10_t00,0.03,165.0,8.3765,1
J0135-41,r10_t00,0.03,170.0,7.4481,1
J0135-41,r10_t00,0.03,175.0,7.7785,1
J0135-41,r10_t00,0.03,180.0,7.4158,1
J0135-41,r10_t00,0.03,185.0,8.4929,1
J0135-41,r10_t00,0.03,190.0,8.42,1
J0135-41,r10_t00,0.03,195.0,7.3729,1
J0135-41,r10_t00,0.03,200.0,7.7163,1
J0135-41,r10_t00,0.03,205.0,8.1855,1
J0135-41,r10_t00,0.03,210.0,8.9187,1
J0135-41,r10_t00,0.03,215.0,9.7013,1
J0135-41,r10_t00,0.03,220.0,10.1151,1
J0135-41,r10_t00,0.03,225.0,12.1427,1
J0135-41,r10_t00,0.03,230.0,12.6802,1
J0135-41,r10_t00,0.03,235.0,12.1216,1
J0135-41,r10_t00,0.03,240.0,14.8874,1
J0135-41,r10_t00,0.03,245.0,14.2016,1
J0135-41,r10_t00,0.03,250.0,15.6904,1
J0135-41,r10_t00,0.03,255.0,15.856,1
J0135-41,r10_t00,0.03,260.0,17.1814,1
J0135-41,r10_t00,0.03,265.0,11.5114,1
J0135-41,r10_t00,0.03,270.0,12.4219,1
J0135-41,r10_t00,0.03,275.0,12.5673,1
J0135-41,r10_t00,0.03,280.0,13.5683,1
J0135-41,r10_t00,0.03,285.0,13.696,1
J0135-41,r10_t00,0.03,290.0,12.9785,1
J0135-41,r10_t00,0.03,295.0,12.2467,1
J0135-41,r10_t00,0.03,300.0,17.507,1
J0135-41,r10_t00,0.03,305.0,10.903,1
J0135-41,r10_t00,0.03,310.0,10.9055,1
J0135-41,r10_t00,0.03,315.0,9.3634,1
J0135-41,r10_t00,0.03,320.0,8.7045,1
J0135-41,r10_t00,0.03,325.0,7.7595,1
J0135-41,r10_t00,0.03,330.0,7.1397,1
J0135-41,r10_t00,0.03,335.0,6.6654,1
J0135-41,r10_t00,0.03,340.0,5.917,1
J0135-41,r10_t00,0.03,345.0,6.0291,1
J0135-41,r10_t00,0.03,350.0,6.1144,1
J0135-41,r10_t00,0.03,355.0,5.914,1
J0135-41,r10_t00,0.1,0.0,4.342,1
J0135-41,r10_t00,0.1,5.0,4.4791,1
J0135-41,r10_t00,0.1,10.0,4.5624,1
J0135-41,r10_t00,0.1,15.0,4.7288,1
J0135-41,r10_t00,0.1,20.0,3.9928,1
J0135-41,r10_t00,0.1,25.0,4.1047,1
J0135-41,r10_t00,0.1,30.0,6.6866,1
J0135-41,r10_t00,0.1,35.0,8.3215,1
J0135-41,r10_t00,0.1,40.0,8.313,1
J0135-41,r10_t00,0.1,45.0,6.6084,1
J0135-41,r10_t00,0.1,50.0,7.7997,1
J0135-41,r10_t00,0.1,55.0,8.365,1
J0135-41,r10_t00,0.1,60.0,8.9203,1
J0135-41,r10_t00,0.1,65.0,9.5185,1
J0135-41,r10_t00,0.1,70.0,10.4611,1
J0135-41,r10_t00,0.1,75.0,11.3852,1
J0135-41,r10_t00,0.1,80.0,15.7628,1
J0135-41,r10_t00,0.1,85.0,10.5536,1
J0135-41,r10_t00,0.1,90.0,9.6017,1
J0135-41,r10_t00,0.1,95.0,8.2412,1
J0135-41,r10_t00,0.1,100.0,11.5161,1
J0135-41,r10_t00,0.1,105.0,8.3475,1
J0135-41,r10_t00,0.1,110.0,8.4149,1
J0135-41,r10_t00,0.1,115.0,8.1742,1
J0135-41,r10_t00,0.1,120.0,8.0675,1
J0135-41,r10_t00,0.1,125.0,7.9847,1
J0135-41,r10_t00,0.1,130.0,6.6431,1
J0135-41,r10_t00,0.1,135.0,6.2328,1
J0135-41,r10_t00,0.1,140.0,6.0429,1
J0135-41,r10_t00,0.1,145.0,5.8987,1
J0135-41,r10_t00,0.1,150.0,6.8468,1
J0135-41,r10_t00,0.1,155.0,6.7533,1
J0135-41,r10_t00,0.1,160.0,6.6555,1
J0135-41,r10_t00,0.1,165.0,6.5651,1
J0135-41,r10_t00,0.1,170.0,6.628,1
J0135-41,r10_t00,0.1,175.0,6.5517,1
J0135-41,r10_t00,0.1,180.0,6.6317,1
J0135-41,r10_t00,0.1,185.0,6.835,1
J0135-41,r10_t00,0.1,190.0,6.9107,1
J0135-41,r10_t00,0.1,195.0,6.8526,1
J0135-41,r10_t00,0.1,200.0,7.2962,1
J0135-41,r10_t00,0.1,205.0,7.56,1
J0135-41,r10_t00,0.1,210.0,7.825,1
J0135-41,r10_t00,0.1,215.0,8.1847,1
J0135-41,r10_t00,0.1,220.0,8.5998,1
J0135-41,r10_t00,0.1,225.0,9.2538,1
J0135-41,r10_t00,0.1,230.0,9.8662,1
J0135-41,r10_t00,0.1,235.0,11.3831,1
J0135-41,r10_t00,0.1,240.0,10.6087,1
J0135-41,r10_t00,0.1,245.0,12.0652,1
J0135-41,r10_t00,0.1,250.0,10.2193,1
J0135-41,r10_t00,0.1,255.0,11.4411,1
J0135-41,r10_t00,0.1,260.0,8.8503,1
J0135-41,r10_t00,0.1,265.0,8.0228,1
J0135-41,r10_t00,0.1,270.0,8.9128,1
J0135-41,r10_t00,0.1,275.0,10.2705,1
J0135-41,r10_t00,0.1,280.0,8.5673,1
J0135-41,r10_t00,0.1,285.0,10.1387,1
J0135-41,r10_t00,0.1,290.0,10.994,1
J0135-41,r10_t00,0.1,295.0,10.8777,1
J0135-41,r10_t00,0.1,300.0,9.9589,1
J0135-41,r10_t00,0.1,305.0,9.5188,1
J0135-41,r10_t00,0.1,310.0,9.1149,1
J0135-41,r10_t00,0.1,315.0,8.564,1
J0135-41,r10_t00,0.1,320.0,7.9329,1
J0135-41,r10_t00,0.1,325.0,7.2383,1
J0135-41,r10_t00,0.1,330.0,6.6127,1
J0135-41,r10_t00,0.1,335.0,6.012,1
J0135-41,r10_t00,0.1,340.0,5.6224,1
J0135-41,r10_t00,0.1,345.0,5.6183,1
J0135-41,r10_t00,0.1,350.0,5.6058,1
J0135-41,r10_t00,0.1,355.0,5.5093,1
J0135-41,r10_t00,0.3,0.0,3.5993,1
J0135-41,r10_t00,0.3,5.0,3.344,1
J0135-41,r10_t00,0.3,10.0,3.3481,1
J0135-41,r10_t00,0.3,15.0,3.3958,1
J0135-41,r10_t00,0.3,20.0,3.5283,1
J0135-41,r10_t00,0.3,25.0,3.6433,1
J0135-41,r10_t00,0.3,30.0,3.8159,1
J0135-41,r10_t00,0.3,35.0,3.9753,1
J0135-41,r10_t00,0.3,40.0,4.1844,1
J0135-41,r10_t00,0.3,45.0,4.6369,1
J0135-41,r10_t00,0.3,50.0,5.1348,1
J0135-41,r10_t00,0.3,55.0,5.2572,1
J0135-41,r10_t00,0.3,60.0,6.0894,1
J0135-41,r10_t00,0.3,65.0,7.3371,1
J0135-41,r10_t00,0.3,70.0,8.2939,1
J0135-41,r10_t00,0.3,75.0,8.2177,1
J0135-41,r10_t00,0.3,80.0,7.5436,1
J0135-41,r10_t00,0.3,85.0,7.4377,1
J0135-41,r10_t00,0.3,90.0,6.3979,1
J0135-41,r10_t00,0.3,95.0,5.5591,1
J0135-41,r10_t00,0.3,100.0,5.5921,1
J0135-41,r10_t00,0.3,105.0,5.7097,1
J0135-41,r10_t00,0.3,110.0,6.0462,1
J0135-41,r10_t00,0.3,115.0,6.5684,1
J0135-41,r10_t00,0.3,120.0,6.1063,1
J0135-41,r10_t00,0.3,125.0,5.4504,1
J0135-41,r10_t00,0.3,130.0,5.5216,1
J0135-41,r10_t00,0.3,135.0,5.3405,1
J0135-41,r10_t00,0.3,140.0,5.1194,1
J0135-41,r10_t00,0.3,145.0,4.9786,1
J0135-41,r10_t00,0.3,150.0,4.7355,1
J0135-41,r10_t00,0.3,155.0,4.7191,1
J0135-41,r10_t00,0.3,160.0,4.776,1
J0135-41,r10_t00,0.3,165.0,4.8081,1
J0135-41,r10_t00,0.3,170.0,4.5919,1
J0135-41,r10_t00,0.3,175.0,4.405,1
J0135-41,r10_t00,0.3,180.0,4.444,1
J0135-41,r10_t00,0.3,185.0,4.4225,1
J0135-41,r10_t00,0.3,190.0,4.6637,1
J0135-41,r10_t00,0.3,195.0,4.9421,1
J0135-41,r10_t00,0.3,200.0,5.2518,1
J0135-41,r10_t00,0.3,205.0,5.5506,1
J0135-41,r10_t00,0.3,210.0,5.865,1
J0135-41,r10_t00,0.3,215.0,6.4567,1
J0135-41,r10_t00,0.3,220.0,6.865,1
J0135-41,r10_t00,0.3,225.0,7.3307,1
J0135-41,r10_t00,0.3,230.0,6.7825,1
J0135-41,r10_t00,0.3,235.0,3.7299,1
J0135-41,r10_t00,0.3,240.0,3.8479,1
J0135-41,r10_t00,0.3,245.0,4.0026,1
J0135-41,r10_t00,0.3,250.0,4.7494,1
J0135-41,r10_t00,0.3,255.0,4.8204,1
J0135-41,r10_t00,0.3,260.0,4.8463,1
J0135-41,r10_t00,0.3,265.0,4.6235,1
J0135-41,r10_t00,0.3,270.0,5.4038,1
J0135-41,r10_t00,0.3,275.0,6.7031,1
J0135-41,r10_t00,0.3,280.0,6.6519,1
J0135-41,r10_t00,0.3,285.0,5.8106,1
J0135-41,r10_t00,0.3,290.0,7.2587,1
J0135-41,r10_t00,0.3,295.0,7.1521,1
J0135-41,r10_t00,0.3,300.0,6.7137,1
J0135-41,r10_t00,0.3,305.0,6.1923,1
J0135-41,r10_t00,0.3,310.0,5.8608,1
J0135-41,r10_t00,0.3,315.0,6.6991,1
J0135-41,r10_t00,0.3,320.0,6.4791,1
J0135-41,r10_t00,0.3,325.0,6.0687,1
J0135-41,r10_t00,0.3,330.0,4.9252,1
J0135-41,r10_t00,0.3,335.0,4.5827,1
J0135-41,r10_t00,0.3,340.0,4.2712,1
J0135-41,r10_t00,0.3,345.0,4.1091,1
J0135-41,r10_t00,0.3,350.0,3.9774,1
J0135-41,r10_t00,0.3,355.0,3.6902,1
J0135-41,r10_t00,1.0,0.0,2.3748,1
J0135-41,r10_t00,1.0,5.0,2.2901,1
J0135-41,r10_t00,1.0,10.0,2.1357,1
J0135-41,r10_t00,1.0,15.0,2.2366,1
J0135-41,r10_t00,1.0,20.0,2.1824,1
J0135-41,r10_t00,1.0,25.0,2.3266,1
J0135-41,r10_t00,1.0,30.0,2.293,1
J0135-41,r10_t00,1.0,35.0,2.4733,1
J0135-41,r10_t00,1.0,40.0,2.6717,1
J0135-41,r10_t00,1.0,45.0,2.8995,1
J0135-41,r10_t00,1.0,50.0,3.1611,1
J0135-41,r10_t00,1.0,55.0,3.4455,1
J0135-41,r10_t00,1.0,60.0,3.794,1
J0135-41,r10_t00,1.0,65.0,3.5744,1
J0135-41,r10_t00,1.0,70.0,3.5927,1
J0135-41,r10_t00,1.0,75.0,3.8103,1
J0135-41,r10_t00,1.0,80.0,3.8893,1
J0135-41,r10_t00,1.0,85.0,4.0418,1
J0135-41,r10_t00,1.0,90.0,3.6707,1
J0135-41,r10_t00,1.0,95.0,3.6433,1
J0135-41,r10_t00,1.0,100.0,3.7163,1
J0135-41,r10_t00,1.0,105.0,3.9343,1
J0135-41,r10_t00,1.0,110.0,4.1817,1
J0135-41,r10_t00,1.0,115.0,4.1965,1
J0135-41,r10_t00,1.0,120.0,4.2641,1
J0135-41,r10_t00,1.0,125.0,4.0516,1
J0135-41,r10_t00,1.0,130.0,3.7889,1
J0135-41,r10_t00,1.0,135.0,3.6086,1
J0135-41,r10_t00,1.0,140.0,3.1772,1
J0135-41,r10_t00,1.0,145.0,2.5086,1
J0135-41,r10_t00,1.0,150.0,2.3946,1
J0135-41,r10_t00,1.0,155.0,2.1451,1
J0135-41,r10_t00,1.0,160.0,2.1909,1
J0135-41,r10_t00,1.0,165.0,2.1472,1
J0135-41,r10_t00,1.0,170.0,2.0395,1
J0135-41,r10_t00,1.0,175.0,2.1405,1
J0135-41,r10_t00,1.0,180.0,1.9526,1
J0135-41,r10_t00,1.0,185.0,1.2574,1
J0135-41,r10_t00,1.0,190.0,1.4132,1
J0135-41,r10_t00,1.0,195.0,1.3529,1
J0135-41,r10_t00,1.0,200.0,1.3035,1
J0135-41,r10_t00,1.0,205.0,1.4967,1
J0135-41,r10_t00,1.0,210.0,1.4689,1
J0135-41,r10_t00,1.0,215.0,1.6765,1
J0135-41,r10_t00,1.0,220.0,1.6664,1
J0135-41,r10_t00,1.0,225.0,1.886,1
J0135-41,r10_t00,1.0,230.0,2.1207,1
J0135-41,r10_t00,1.0,235.0,2.3972,1
J0135-41,r10_t00,1.0,240.0,2.4797,1
J0135-41,r10_t00,1.0,245.0,2.8037,1
J0135-41,r10_t00,1.0,250.0,2.9281,1
J0135-41,r10_t00,1.0,255.0,3.148,1
J0135-41,r10_t00,1.0,260.0,3.0299,1
J0135-41,r10_t00,1.0,265.0,3.1176,1
J0135-41,r10_t00,1.0,270.0,3.7012,1
J0135-41,r10_t00,1.0,275.0,4.1307,1
J0135-41,r10_t00,1.0,280.0,4.2417,1
J0135-41,r10_t00,1.0,285.0,4.0521,1
J0135-41,r10_t00,1.0,290.0,3.9018,1
J0135-41,r10_t00,1.0,295.0,3.9243,1
J0135-41,r10_t00,1.0,300.0,3.869,1
J0135-41,r10_t00,1.0,305.0,4.9887,1
J0135-41,r10_t00,1.0,310.0,4.928,1
J0135-41,r10_t00,1.0,315.0,4.8352,1
J0135-41,r10_t00,1.0,320.0,3.7447,1
J0135-41,r10_t00,1.0,325.0,2.6925,1
J0135-41,r10_t00,1.0,330.0,2.4366,1
J0135-41,r10_t00,1.0,335.0,2.4632,1
J0135-41,r10_t00,1.0,340.0,2.3915,1
J0135-41,r10_t00,1.0,345.0,2.352,1
J0135-41,r10_t00,1.0,350.0,2.4464,1
J0135-41,r10_t00,1.0,355.0,2.3464,1
J0135-41,r10_t00,3.0,0.0,0.9327,1
J0135-41,r10_t00,3.0,5.0,1.1553,1
J0135-41,r10_t00,3.0,10.0,1.0822,1
J0135-41,r10_t00,3.0,15.0,1.0215,1
J0135-41,r10_t00,3.0,20.0,1.0866,0
J0135-41,r10_t00,3.0,25.0,0.9753,1
J0135-41,r10_t00,3.0,30.0,0.9457,1
J0135-41,r10_t00,3.0,35.0,0.7204,1
J0135-41,r10_t00,3.0,40.0,0.9344,1
J0135-41,r10_t00,3.0,45.0,0.7212,1
J0135-41,r10_t00,3.0,50.0,0.942,1
J0135-41,r10_t00,3.0,55.0,0.9681,1
J0135-41,r10_t00,3.0,60.0,0.5244,1
J0135-41,r10_t00,3.0,65.0,1.0113,1
J0135-41,r10_t00,3.0,70.0,1.0694,1
J0135-41,r10_t00,3.0,75.0,1.1402,1
J0135-41,r10_t00,3.0,80.0,1.2215,1
J0135-41,r10_t00,3.0,85.0,1.3114,1
J0135-41,r10_t00,3.0,90.0,1.4081,1
J0135-41,r10_t00,3.0,95.0,1.6173,1
J0135-41,r10_t00,3.0,100.0,1.9574,1
J0135-41,r10_t00,3.0,105.0,2.3166,1
J0135-41,r10_t00,3.0,110.0,2.1913,1
J0135-41,r10_t00,3.0,115.0,2.3176,1
J0135-41,r10_t00,3.0,120.0,2.2118,1
J0135-41,r10_t00,3.0,125.0,2.1239,1
J0135-41,r10_t00,3.0,130.0,1.9232,1
J0135-41,r10_t00,3.0,135.0,1.4802,1
J0135-41,r10_t00,3.0,140.0,1.2152,1
J0135-41,r10_t00,3.0,145.0,0.6891,1
J0135-41,r10_t00,3.0,150.0,1.0866,1
J0135-41,r10_t00,3.0,155.0,0.9621,1
J0135-41,r10_t00,3.0,160.0,0.7226,1
J0135-41,r10_t00,3.0,165.0,1.0866,0
J0135-41,r10_t00,3.0,170.0,0.916,1
J0135-41,r10_t00,3.0,175.0,0.8175,1
J0135-41,r10_t00,3.0,180.0,0.2041,1
J0135-41,r10_t00,3.0,185.0,0.7301,1
J0135-41,r10_t00,3.0,190.0,0.4284,1
J0135-41,r10_t00,3.0,195.0,0.6583,1
J0135-41,r10_t00,3.0,200.0,1.0866,0
J0135-41,r10_t00,3.0,205.0,0.8394,1
J0135-41,r10_t00,3.0,210.0,0.8084,1
J0135-41,r10_t00,3.0,215.0,0.5836,1
J0135-41,r10_t00,3.0,220.0,0.7988,1
J0135-41,r10_t00,3.0,225.0,1.0171,1
J0135-41,r10_t00,3.0,230.0,1.0333,1
J0135-41,r10_t00,3.0,235.0,1.0866,0
J0135-41,r10_t00,3.0,240.0,1.2876,1
J0135-41,r10_t00,3.0,245.0,1.3325,1
J0135-41,r10_t00,3.0,250.0,1.3887,1
J0135-41,r10_t00,3.0,255.0,1.5302,1
J0135-41,r10_t00,3.0,260.0,1.6128,1
J0135-41,r10_t00,3.0,265.0,1.4191,1
J0135-41,r10_t00,3.0,270.0,1.6166,1
J0135-41,r10_t00,3.0,275.0,1.8317,1
J0135-41,r10_t00,3.0,280.0,2.0589,1
J0135-41,r10_t00,3.0,285.0,2.2946,1
J0135-41,r10_t00,3.0,290.0,2.1613,1
J0135-41,r10_t00,3.0,295.0,2.0435,1
J0135-41,r10_t00,3.0,300.0,1.8132,1
J0135-41,r10_t00,3.0,305.0,1.6002,1
J0135-41,r10_t00,3.0,310.0,1.0866,0
J0135-41,r10_t00,3.0,315.0,1.4121,1
J0135-41,r10_t00,3.0,320.0,0.4822,1
J0135-41,r10_t00,3.0,325.0,1.2603,1
J0135-41,r10_t00,3.0,330.0,0.8753,1
J0135-41,r10_t00,3.0,335.0,1.1589,1
J0135-41,r10_t00,3.0,340.0,1.0403,1
J0135-41,r10_t00,3.0,345.0,0.9257,1
J0135-41,r10_t00,3.0,350.0,1.1218,1
J0135-41,r10_t00,3.0,355.0,1.0229,1
J0135-41,r10_t90,0.01,0.0,7.3727,1
J0135-41,r10_t90,0.01,5.0,6.8635,1
J0135-41,r10_t90,0.01,10.0,6.4045,1
J0135-41,r10_t90,0.01,15.0,7.8118,1
J0135-41,r10_t90,0.01,20.0,7.4406,1
J0135-41,r10_t90,0.01,25.0,8.5789,1
J0135-41,r10_t90,0.01,30.0,8.3379,1
J0135-41,r10_t90,0.01,35.0,9.465,1
J0135-41,r10_t90,0.01,40.0,9.3943,1
J0135-41,r10_t90,0.01,45.0,10.7615,1
J0135-41,r10_t90,0.01,50.0,13.6093,1
J0135-41,r10_t90,0.01,55.0,15.1295,1
J0135-41,r10_t90,0.01,60.0,15.4944,1
J0135-41,r10_t90,0.01,65.0,14.6257,1
J0135-41,r10_t90,0.01,70.0,16.623,1
J0135-41,r10_t90,0.01,75.0,19.0702,1
J0135-41,r10_t90,0.01,80.0,22.083,1
J0135-41,r10_t90,0.01,85.0,20.8338,1
J0135-41,r10_t90,0.01,90.0,16.6891,1
J0135-41,r10_t90,0.01,95.0,14.9794,1
J0135-41,r10_t90,0.01,100.0,14.5618,1
J0135-41,r10_t90,0.01,105.0,27.4694,1
J0135-41,r10_t90,0.01,110.0,24.3504,1
J0135-41,r10_t90,0.01,115.0,14.8491,1
J0135-41,r10_t90,0.01,120.0,13.4198,1
J0135-41,r10_t90,0.01,125.0,9.3056,1
J0135-41,r10_t90,0.01,130.0,10.8167,1
J0135-41,r10_t90,0.01,135.0,10.4722,1
J0135-41,r10_t90,0.01,140.0,2.8679,1
J0135-41,r10_t90,0.01,145.0,9.5551,1
J0135-41,r10_t90,0.01,150.0,6.5706,1
J0135-41,r10_t90,0.01,155.0,8.8791,1
J0135-41,r10_t90,0.01,160.0,7.4586,1
J0135-41,r10_t90,0.01,165.0,8.5019,1
J0135-41,r10_t90,0.01,170.0,7.854,1
J0135-41,r10_t90,0.01,175.0,8.4635,1
J0135-41,r10_t90,0.01,180.0,7.9133,1
J0135-41,r10_t90,0.01,185.0,7.4004,1
J0135-41,r10_t90,0.01,190.0,8.7685,1
J0135-41,r10_t90,0.01,195.0,7.9494,1
J0135-41,r10_t90,0.01,200.0,9.0668,1
J0135-41,r10_t90,0.01,205.0,8.8048,1
J0135-41,r10_t90,0.01,210.0,10.0428,1
J0135-41,r10_t90,0.01,215.0,9.8874,1
J0135-41,r10_t90,0.01,220.0,11.1312,1
J0135-41,r10_t90,0.01,225.0,12.4881,1
J0135-41,r10_t90,0.01,230.0,12.5373,1
J0135-41,r10_t90,0.01,235.0,14.1669,1
J0135-41,r10_t90,0.01,240.0,15.9515,1
J0135-41,r10_t90,0.01,245.0,16.4731,1
J0135-41,r10_t90,0.01,250.0,17.1145,1
J0135-41,r10_t90,0.01,255.0,17.8628,1
J0135-41,r10_t90,0.01,260.0,18.273,1
J0135-41,r10_t90,0.01,265.0,14.4782,1
J0135-41,r10_t90,0.01,270.0,14.3412,1
J0135-41,r10_t90,0.01,275.0,13.8283,1
J0135-41,r10_t90,0.01,280.0,15.0668,1
J0135-41,r10_t90,0.01,285.0,14.7721,1
J0135-41,r10_t90,0.01,290.0,13.9168,1
J0135-41,r10_t90,0.01,295.0,13.1543,1
J0135-41,r10_t90,0.01,300.0,12.5014,1
J0135-41,r10_t90,0.01,305.0,11.222,1
J0135-41,r10_t90,0.01,310.0,4.75,1
J0135-41,r10_t90,0.01,315.0,10.0741,1
J0135-41,r10_t90,0.01,320.0,9.1076,1
J0135-41,r10_t90,0.01,325.0,8.3538,1
J0135-41,r10_t90,0.01,330.0,8.3853,1
J0135-41,r10_t90,0.01,335.0,7.664,1
J0135-41,r10_t90,0.01,340.0,6.2495,1
J0135-41,r10_t90,0.01,345.0,7.3208,1
J0135-41,r10_t90,0.01,350.0,6.6903,1
J0135-41,r10_t90,0.01,355.0,6.0897,1
J0135-41,r10_t90,0.03,0.0,5.5287,1
J0135-41,r10_t90,0.03,5.0,5.0205,1
J0135-41,r10_t90,0.03,10.0,6.4045,1
J0135-41,r10_t90,0.03,15.0,6.0071,1
J0135-41,r10_t90,0.03,20.0,4.2378,1
J0135-41,r10_t90,0.03,25.0,7.1314,1
J0135-41,r10_t90,0.03,30.0,6.8928,1
J0135-41,r10_t90,0.03,35.0,8.161,1
J0135-41,r10_t90,0.03,40.0,9.3943,1
J0135-41,r10_t90,0.03,45.0,9.385,1
J0135-41,r10_t90,0.03,50.0,10.8268,1
J0135-41,r10_t90,0.03,55.0,12.3396,1
