galaxy,weighting,level_Msun_pc2,theta_deg,R_kpc,filled
J2009-61,r10_t00,0.03,345.0,4.1687,1
J2009-61,r10_t00,0.03,350.0,9.7962,1
J2009-61,r10_t00,0.03,355.0,12.9321,0
J2009-61,r10_t00,0.1,0.0,9.1796,1
J2009-61,r10_t00,0.1,5.0,7.2267,1
J2009-61,r10_t00,0.1,10.0,9.4089,1
J2009-61,r10_t00,0.1,15.0,8.339,1
J2009-61,r10_t00,0.1,20.0,9.9012,1
J2009-61,r10_t00,0.1,25.0,8.906,1
J2009-61,r10_t00,0.1,30.0,10.62,1
J2009-61,r10_t00,0.1,35.0,11.5229,1
J2009-61,r10_t00,0.1,40.0,12.5704,1
J2009-61,r10_t00,0.1,45.0,13.5592,1
J2009-61,r10_t00,0.1,50.0,14.8204,1
J2009-61,r10_t00,0.1,55.0,16.0103,1
J2009-61,r10_t00,0.1,60.0,17.2787,1
J2009-61,r10_t00,0.1,65.0,18.509,1
J2009-61,r10_t00,0.1,70.0,17.9862,1
J2009-61,r10_t00,0.1,75.0,17.6112,1
J2009-61,r10_t00,0.1,80.0,19.0158,1
J2009-61,r10_t00,0.1,85.0,20.5945,1
J2009-61,r10_t00,0.1,90.0,20.8361,1
J2009-61,r10_t00,0.1,95.0,20.8833,1
J2009-61,r10_t00,0.1,100.0,20.0705,1
J2009-61,r10_t00,0.1,105.0,20.1652,1
J2009-61,r10_t00,0.1,110.0,17.4172,1
J2009-61,r10_t00,0.1,115.0,14.8886,1
J2009-61,r10_t00,0.1,120.0,13.6592,1
J2009-61,r10_t00,0.1,125.0,12.5196,1
J2009-61,r10_t00,0.1,130.0,11.4967,1
J2009-61,r10_t00,0.1,135.0,10.1651,1
J2009-61,r10_t00,0.1,140.0,10.6243,1
J2009-61,r10_t00,0.1,145.0,9.6901,1
J2009-61,r10_t00,0.1,150.0,7.8901,1
J2009-61,r10_t00,0.1,155.0,9.2217,1
J2009-61,r10_t00,0.1,160.0,6.2405,1
J2009-61,r10_t00,0.1,165.0,8.7454,1
J2009-61,r10_t00,0.1,170.0,11.8926,0
J2009-61,r10_t00,0.1,175.0,8.8354,1
J2009-61,r10_t00,0.1,180.0,5.4577,1
J2009-61,r10_t00,0.1,185.0,8.9401,1
J2009-61,r10_t00,0.1,190.0,8.1187,1
J2009-61,r10_t00,0.1,195.0,9.329,1
J2009-61,r10_t00,0.1,200.0,8.8128,1
J2009-61,r10_t00,0.1,205.0,9.9688,1
J2009-61,r10_t00,0.1,210.0,9.2614,1
J2009-61,r10_t00,0.1,215.0,10.8152,1
J2009-61,r10_t00,0.1,220.0,11.8238,1
J2009-61,r10_t00,0.1,225.0,12.9569,1
J2009-61,r10_t00,0.1,230.0,14.0279,1
J2009-61,r10_t00,0.1,235.0,16.5881,1
J2009-61,r10_t00,0.1,240.0,17.9013,1
J2009-61,r10_t00,0.1,245.0,20.6002,1
J2009-61,r10_t00,0.1,250.0,21.991,1
J2009-61,r10_t00,0.1,255.0,23.1789,1
J2009-61,r10_t00,0.1,260.0,23.1219,1
J2009-61,r10_t00,0.1,265.0,21.4252,1
J2009-61,r10_t00,0.1,270.0,21.6936,1
J2009-61,r10_t00,0.1,275.0,21.7404,1
J2009-61,r10_t00,0.1,280.0,18.9929,1
J2009-61,r10_t00,0.1,285.0,17.694,1
J2009-61,r10_t00,0.1,290.0,15.2424,1
J2009-61,r10_t00,0.1,295.0,14.0919,1
J2009-61,r10_t00,0.1,300.0,13.0551,1
J2009-61,r10_t00,0.1,305.0,11.7646,1
J2009-61,r10_t00,0.1,310.0,11.9613,1
J2009-61,r10_t00,0.1,315.0,11.2202,1
J2009-61,r10_t00,0.1,320.0,10.205,1
J2009-61,r10_t00,0.1,325.0,10.4476,1
J2009-61,r10_t00,0.1,330.0,9.6217,1
J2009-61,r10_t00,0.1,335.0,7.3755,1
J2009-61,r10_t00,0.1,340.0,9.2886,1
J2009-61,r10_t00,0.1,345.0,4.1687,1
J2009-61,r10_t00,0.1,350.0,8.9511,1
J2009-61,r10_t00,0.1,355.0,11.8926,0
J2009-61,r10_t00,0.3,0.0,8.3414,1
J2009-61,r10_t00,0.3,5.0,7.2267,1
J2009-61,r10_t00,0.3,10.0,8.6051,1
J2009-61,r10_t00,0.3,15.0,8.339,1
J2009-61,r10_t00,0.3,20.0,9.1519,1
J2009-61,r10_t00,0.3,25.0,8.906,1
J2009-61,r10_t00,0.3,30.0,9.9354,1
J2009-61,r10_t00,0.3,35.0,9.4935,1
J2009-61,r10_t00,0.3,40.0,10.9046,1
J2009-61,r10_t00,0.3,45.0,11.8371,1
J2009-61,r10_t00,0.3,50.0,13.0717,1
J2009-61,r10_t00,0.3,55.0,14.2452,1
J2009-61,r10_t00,0.3,60.0,15.1768,1
J2009-61,r10_t00,0.3,65.0,13.3089,1
J2009-61,r10_t00,0.3,70.0,12.9632,1
J2009-61,r10_t00,0.3,75.0,12.7085,1
J2009-61,r10_t00,0.3,80.0,14.1166,1
J2009-61,r10_t00,0.3,85.0,14.135,1
J2009-61,r10_t00,0.3,90.0,14.2931,1
J2009-61,r10_t00,0.3,95.0,14.5173,1
J2009-61,r10_t00,0.3,100.0,14.9132,1
J2009-61,r10_t00,0.3,105.0,15.4283,1
J2009-61,r10_t00,0.3,110.0,15.6652,1
J2009-61,r10_t00,0.3,115.0,14.4458,1
J2009-61,r10_t00,0.3,120.0,13.3256,1
J2009-61,r10_t00,0.3,125.0,12.1473,1
J2009-61,r10_t00,0.3,130.0,11.082,1
J2009-61,r10_t00,0.3,135.0,9.9395,1
J2009-61,r10_t00,0.3,140.0,8.4597,1
J2009-61,r10_t00,0.3,145.0,9.1917,1
J2009-61,r10_t00,0.3,150.0,7.8901,1
J2009-61,r10_t00,0.3,155.0,8.6861,1
J2009-61,r10_t00,0.3,160.0,6.2405,1
J2009-61,r10_t00,0.3,165.0,8.187,1
J2009-61,r10_t00,0.3,170.0,10.9933,0
J2009-61,r10_t00,0.3,175.0,8.2721,1
J2009-61,r10_t00,0.3,180.0,5.4577,1
J2009-61,r10_t00,0.3,185.0,8.3919,1
J2009-61,r10_t00,0.3,190.0,8.1187,1
J2009-61,r10_t00,0.3,195.0,5.962,1
J2009-61,r10_t00,0.3,200.0,8.8128,1
J2009-61,r10_t00,0.3,205.0,9.4947,1
J2009-61,r10_t00,0.3,210.0,9.2614,1
J2009-61,r10_t00,0.3,215.0,10.3864,1
J2009-61,r10_t00,0.3,220.0,11.252,1
J2009-61,r10_t00,0.3,225.0,12.4455,1
J2009-61,r10_t00,0.3,230.0,12.2833,1
J2009-61,r10_t00,0.3,235.0,13.5821,1
J2009-61,r10_t00,0.3,240.0,14.6982,1
J2009-61,r10_t00,0.3,245.0,15.8348,1
J2009-61,r10_t00,0.3,250.0,15.5011,1
J2009-61,r10_t00,0.3,255.0,15.1918,1
J2009-61,r10_t00,0.3,260.0,13.3867,1
J2009-61,r10_t00,0.3,265.0,13.3715,1
J2009-61,r10_t00,0.3,270.0,15.1506,1
J2009-61,r10_t00,0.3,275.0,15.4382,1
J2009-61,r10_t00,0.3,280.0,14.0967,1
J2009-61,r10_t00,0.3,285.0,14.5002,1
J2009-61,r10_t00,0.3,290.0,13.3617,1
J2009-61,r10_t00,0.3,295.0,12.2124,1
J2009-61,r10_t00,0.3,300.0,10.8375,1
J2009-61,r10_t00,0.3,305.0,11.1962,1
J2009-61,r10_t00,0.3,310.0,10.1437,1
J2009-61,r10_t00,0.3,315.0,9.0269,1
J2009-61,r10_t00,0.3,320.0,9.2573,1
J2009-61,r10_t00,0.3,325.0,8.3346,1
J2009-61,r10_t00,0.3,330.0,8.5889,1
J2009-61,r10_t00,0.3,335.0,7.3755,1
J2009-61,r10_t00,0.3,340.0,8.1919,1
J2009-61,r10_t00,0.3,345.0,4.1687,1
J2009-61,r10_t00,0.3,350.0,8.1062,1
J2009-61,r10_t00,0.3,355.0,10.9933,0
J2009-61,r10_t00,1.0,0.0,8.4289,0
J2009-61,r10_t00,1.0,5.0,6.9487,1
J2009-61,r10_t00,1.0,10.0,4.7418,1
J2009-61,r10_t00,1.0,15.0,7.2865,1
J2009-61,r10_t00,1.0,20.0,6.7694,1
J2009-61,r10_t00,1.0,25.0,7.9464,1
J2009-61,r10_t00,1.0,30.0,7.7136,1
J2009-61,r10_t00,1.0,35.0,8.8567,1
J2009-61,r10_t00,1.0,40.0,8.4526,1
J2009-61,r10_t00,1.0,45.0,9.598,1
J2009-61,r10_t00,1.0,50.0,9.2681,1
J2009-61,r10_t00,1.0,55.0,8.818,1
J2009-61,r10_t00,1.0,60.0,8.4289,1
J2009-61,r10_t00,1.0,65.0,8.1098,1
J2009-61,r10_t00,1.0,70.0,7.9401,1
J2009-61,r10_t00,1.0,75.0,9.4231,1
J2009-61,r10_t00,1.0,80.0,9.3051,1
J2009-61,r10_t00,1.0,85.0,9.2779,1
J2009-61,r10_t00,1.0,90.0,9.3641,1
J2009-61,r10_t00,1.0,95.0,9.5249,1
J2009-61,r10_t00,1.0,100.0,9.7567,1
J2009-61,r10_t00,1.0,105.0,10.1676,1
J2009-61,r10_t00,1.0,110.0,10.5446,1
J2009-61,r10_t00,1.0,115.0,11.1278,1
J2009-61,r10_t00,1.0,120.0,11.2865,1
J2009-61,r10_t00,1.0,125.0,10.2952,1
J2009-61,r10_t00,1.0,130.0,9.069,1
J2009-61,r10_t00,1.0,135.0,9.2815,1
J2009-61,r10_t00,1.0,140.0,8.4597,1
J2009-61,r10_t00,1.0,145.0,6.3372,1
J2009-61,r10_t00,1.0,150.0,7.6272,1
J2009-61,r10_t00,1.0,155.0,4.3191,1
J2009-61,r10_t00,1.0,160.0,6.2405,1
J2009-61,r10_t00,1.0,165.0,7.0728,1
J2009-61,r10_t00,1.0,170.0,8.4289,0
J2009-61,r10_t00,1.0,175.0,7.1458,1
J2009-61,r10_t00,1.0,180.0,5.4577,1
J2009-61,r10_t00,1.0,185.0,2.3774,1
J2009-61,r10_t00,1.0,190.0,7.3029,1
J2009-61,r10_t00,1.0,195.0,5.962,1
J2009-61,r10_t00,1.0,200.0,7.5524,1
J2009-61,r10_t00,1.0,205.0,7.3068,1
J2009-61,r10_t00,1.0,210.0,6.3551,1
J2009-61,r10_t00,1.0,215.0,8.1414,1
J2009-61,r10_t00,1.0,220.0,7.5165,1
J2009-61,r10_t00,1.0,225.0,8.4831,1
J2009-61,r10_t00,1.0,230.0,8.3214,1
J2009-61,r10_t00,1.0,235.0,7.8772,1
J2009-61,r10_t00,1.0,240.0,9.1631,1
J2009-61,r10_t00,1.0,245.0,9.0615,1
J2009-61,r10_t00,1.0,250.0,8.8037,1
J2009-61,r10_t00,1.0,255.0,8.6215,1
J2009-61,r10_t00,1.0,260.0,8.5199,1
J2009-61,r10_t00,1.0,265.0,8.5142,1
J2009-61,r10_t00,1.0,270.0,10.2218,1
J2009-61,r10_t00,1.0,275.0,10.3788,1
J2009-61,r10_t00,1.0,280.0,10.6892,1
J2009-61,r10_t00,1.0,285.0,11.1059,1
J2009-61,r10_t00,1.0,290.0,11.3506,1
J2009-61,r10_t00,1.0,295.0,10.176,1
J2009-61,r10_t00,1.0,300.0,10.3338,1
J2009-61,r10_t00,1.0,305.0,9.3465,1
J2009-61,r10_t00,1.0,310.0,7.9249,1
J2009-61,r10_t00,1.0,315.0,8.3546,1
J2009-61,r10_t00,1.0,320.0,7.0943,1
J2009-61,r10_t00,1.0,325.0,7.5833,1
J2009-61,r10_t00,1.0,330.0,5.7685,1
J2009-61,r10_t00,1.0,335.0,7.1049,1
J2009-61,r10_t00,1.0,340.0,2.2141,1
J2009-61,r10_t00,1.0,345.0,4.1687,1
J2009-61,r10_t00,1.0,350.0,6.9799,1
J2009-61,r10_t00,1.0,355.0,8.4289,0
J2009-61,r10_t00,3.0,0.0,4.4543,0
J2009-61,r10_t00,3.0,5.0,5.0152,1
J2009-61,r10_t00,3.0,10.0,4.7418,1
J2009-61,r10_t00,3.0,15.0,3.3953,1
J2009-61,r10_t00,3.0,20.0,2.8739,1
J2009-61,r10_t00,3.0,25.0,2.372,1
J2009-61,r10_t00,3.0,30.0,4.8078,1
J2009-61,r10_t00,3.0,35.0,4.3621,1
J2009-61,r10_t00,3.0,40.0,3.9468,1
J2009-61,r10_t00,3.0,45.0,3.5725,1
J2009-61,r10_t00,3.0,50.0,3.405,1
J2009-61,r10_t00,3.0,55.0,3.2533,1
J2009-61,r10_t00,3.0,60.0,3.007,1
J2009-61,r10_t00,3.0,65.0,4.5914,1
J2009-61,r10_t00,3.0,70.0,4.523,1
J2009-61,r10_t00,3.0,75.0,4.4714,1
J2009-61,r10_t00,3.0,80.0,4.4371,1
J2009-61,r10_t00,3.0,85.0,4.4221,1
J2009-61,r10_t00,3.0,90.0,6.0931,1
J2009-61,r10_t00,3.0,95.0,6.1968,1
J2009-61,r10_t00,3.0,100.0,6.3492,1
J2009-61,r10_t00,3.0,105.0,6.5468,1
J2009-61,r10_t00,3.0,110.0,6.9191,1
J2009-61,r10_t00,3.0,115.0,5.332,1
J2009-61,r10_t00,3.0,120.0,5.6669,1
J2009-61,r10_t00,3.0,125.0,5.8476,1
J2009-61,r10_t00,3.0,130.0,4.2136,1
J2009-61,r10_t00,3.0,135.0,4.6498,1
J2009-61,r10_t00,3.0,140.0,5.349,1
J2009-61,r10_t00,3.0,145.0,6.0856,1
J2009-61,r10_t00,3.0,150.0,3.2496,1
J2009-61,r10_t00,3.0,155.0,4.3191,1
J2009-61,r10_t00,3.0,160.0,5.4124,1
J2009-61,r10_t00,3.0,165.0,4.4543,0
J2009-61,r10_t00,3.0,170.0,4.4543,0
J2009-61,r10_t00,3.0,175.0,4.4543,0
J2009-61,r10_t00,3.0,180.0,3.7731,1
J2009-61,r10_t00,3.0,185.0,2.3774,1
J2009-61,r10_t00,3.0,190.0,1.5524,1
J2009-61,r10_t00,3.0,195.0,4.4543,0
J2009-61,r10_t00,3.0,200.0,1.0217,1
J2009-61,r10_t00,3.0,205.0,3.681,1
J2009-61,r10_t00,3.0,210.0,3.4498,1
J2009-61,r10_t00,3.0,215.0,3.0134,1
J2009-61,r10_t00,3.0,220.0,2.8123,1
J2009-61,r10_t00,3.0,225.0,2.6261,1
J2009-61,r10_t00,3.0,230.0,2.4583,1
J2009-61,r10_t00,3.0,235.0,2.3127,1
J2009-61,r10_t00,3.0,240.0,2.1939,1
J2009-61,r10_t00,3.0,245.0,3.8626,1
J2009-61,r10_t00,3.0,250.0,3.7807,1
J2009-61,r10_t00,3.0,255.0,3.6767,1
J2009-61,r10_t00,3.0,260.0,3.6564,1
J2009-61,r10_t00,3.0,265.0,5.2764,1
J2009-61,r10_t00,3.0,270.0,5.336,1
J2009-61,r10_t00,3.0,275.0,5.3878,1
J2009-61,r10_t00,3.0,280.0,5.5332,1
J2009-61,r10_t00,3.0,285.0,5.7306,1
J2009-61,r10_t00,3.0,290.0,5.975,1
J2009-61,r10_t00,3.0,295.0,6.2607,1
J2009-61,r10_t00,3.0,300.0,6.7553,1
J2009-61,r10_t00,3.0,305.0,7.1219,1
J2009-61,r10_t00,3.0,310.0,5.4972,1
J2009-61,r10_t00,3.0,315.0,6.1549,1
J2009-61,r10_t00,3.0,320.0,6.384,1
J2009-61,r10_t00,3.0,325.0,4.4774,1
J2009-61,r10_t00,3.0,330.0,5.7685,1
J2009-61,r10_t00,3.0,335.0,1.3933,1
J2009-61,r10_t00,3.0,340.0,2.2141,1
J2009-61,r10_t00,3.0,345.0,4.1687,1
J2009-61,r10_t00,3.0,350.0,5.2921,1
J2009-61,r10_t00,3.0,355.0,4.4543,0
J2257-41,r05_t00,0.01,0.0,24.3093,1
J2257-41,r05_t00,0.01,5.0,24.0437,1
J2257-41,r05_t00,0.01,10.0,24.5715,1
J2257-41,r05_t00,0.01,15.0,25.4644,1
J2257-41,r05_t00,0.01,20.0,25.8282,1
J2257-41,r05_t00,0.01,25.0,26.9741,1
J2257-41,r05_t00,0.01,30.0,26.5788,1
J2257-41,r05_t00,0.01,35.0,26.2918,1
J2257-41,r05_t00,0.01,40.0,26.5951,1
J2257-41,r05_t00,0.01,45.0,26.4874,1
J2257-41,r05_t00,0.01,50.0,26.3792,1
J2257-41,r05_t00,0.01,55.0,26.0493,1
J2257-41,r05_t00,0.01,60.0,25.5736,1
J2257-41,r05_t00,0.01,65.0,25.3201,1
J2257-41,r05_t00,0.01,70.0,24.9189,1
