7.83824827127730107e-07,4.36053324869454152e-07,2.88388012892934131e-07,7.36032799571970217e-07,4.56234350750943525e-07,2.62019373834046835e-07,6.81316714479571427e-07,4.35801114895978047e-07,2.77851589735781532e-07,7.82224621781529831e-07,4.35260588268729577e-07,2.88123380559463826e-07,7.34757965675964082e-07,4.55754711942270874e-07,2.61558999014251213e-07,6.81105014237302852e-07,4.35319957631464292e-07,2.77609911745896370e-07
7.82681776342398989e-07,4.30915859844091794e-07,2.69138425399879904e-07,7.99631211417704312e-07,5.09064374127198162e-07,3.05830655104130975e-07,7.98112545752450719e-07,5.08177570883924952e-07,3.30840877521679884e-07,7.81098582129264074e-07,4.30163385905112123e-07,2.68888421051536989e-07,7.98252723961587240e-07,5.08572183879463283e-07,3.05333421773015519e-07,7.97931957830282028e-07,5.07559457235233559e-07,3.30599575648300439e-07
7.77634412765163798e-07,4.09306321154350525e-07,2.42859525845290934e-07,7.20480757283070573e-07,4.50169320836845876e-07,2.60513132715671399e-07,7.53502541469381796e-07,4.78964659825936541e-07,3.07174186952044553e-07,7.75973779896742270e-07,4.08505967970859349e-07,2.42598940062708689e-07,7.19209569405026503e-07,4.49715810997583605e-07,2.60052174335264112e-07,7.53214256143476250e-07,4.78399794972209848e-07,3.06916510253125834e-07
6.92049974762467631e-07,3.73253699205603863e-07,2.23859073042096128e-07,8.33465798912305268e-07,5.34134538244467079e-07,3.22640323949820226e-07,7.18942194628487616e-07,4.66548115313320925e-07,3.03518361735438306e-07,6.90716026464488004e-07,3.72581357944745044e-07,2.23633703239684341e-07,8.32250989375446764e-07,5.33639748885190026e-07,3.22136174929610285e-07,7.18859335337891702e-07,4.66058276063264598e-07,3.03283427024356211e-07
8.54951393430620367e-07,4.82941363442683535e-07,3.19128187386043485e-07,8.39576046539924537e-07,5.44416677117950043e-07,3.37578567653183289e-07,7.55396056310285944e-07,4.91880343696828126e-07,3.20339031679334030e-07,8.53323371974750500e-07,4.82116099151026890e-07,3.18848299257871925e-07,8.38339853224479002e-07,5.43918721867226036e-07,3.37070593992722105e-07,7.55312654300723216e-07,4.91375835375519645e-07,3.20090917561526775e-07
8.43022675238187997e-07,4.42367063919265955e-07,2.58541120382211624e-07,8.41723735270189579e-07,5.17990309979637812e-07,2.97252492217280447e-07,8.04837858346134943e-07,5.09862502523346305e-07,3.25961958100324221e-07,8.41187732584798385e-07,4.41505928979355468e-07,2.58265938157507608e-07,8.40256617202939133e-07,5.17413815459277087e-07,2.96729101940268675e-07,8.04559438978627376e-07,5.09251155186404732e-07,3.25684091499800055e-07
8.08250029846596355e-07,4.22893259808415935e-07,2.46591307966548042e-07,7.91926030808781121e-07,5.13489795741184612e-07,3.18227832151086149e-07,7.78005772099394742e-07,5.09488873027066759e-07,3.38334430239864923e-07,8.06632087240222214e-07,4.22064175266051738e-07,2.46310378959371891e-07,7.90745404025835207e-07,5.13020553911253945e-07,3.17746327844760530e-07,7.77912372136717243e-07,5.08954637502476991e-07,3.38088222711637365e-07
7.46328620474658004e-07,3.69978030534036044e-07,2.08550852445071760e-07,8.19748457139420756e-07,5.10523290182285214e-07,3.02002037325456854e-07,7.38652054212130878e-07,4.57937425099441998e-07,2.88519545430240575e-07,7.44483610742775870e-07,3.69126541365651388e-07,2.08276984734732155e-07,8.17977482521018325e-07,5.09959419206621887e-07,3.01478142569860851e-07,7.38237101388924274e-07,4.57323585598500672e-07,2.88262725740221881e-07
7.74925471540700041e-07,4.09736720682532401e-07,2.45262442962443706e-07,7.62532298672282279e-07,4.82589532366377198e-07,2.85229197210428202e-07,6.81149968458767786e-07,4.26878540444738586e-07,2.66787977994001941e-07,7.73301715500269673e-07,4.08941804981355366e-07,2.44997005082197108e-07,7.61236859502534795e-07,4.82123770963414053e-07,2.84745496695316455e-07,6.80997208727853036e-07,4.26361544588186564e-07,2.66564676506651534e-07
7.50682725933539027e-07,4.10707753626861719e-07,2.59862372106683350e-07,7.79194039013935457e-07,5.00063338997220443e-07,3.04706064885127403e-07,7.09324534031070106e-07,4.53335379225638487e-07,2.91391894864150165e-07,7.49127424934421771e-07,4.09957955652394510e-07,2.59615846873655362e-07,7.77834183697266409e-07,4.99591445353144172e-07,3.04219442468787309e-07,7.09066508398277083e-07,4.52818977192293363e-07,2.91146402181388699e-07
1.00154833625314074e-06,5.85144236218606787e-07,3.99581794776678634e-07,8.72796806364125158e-07,5.68389922739714513e-07,3.52846941576398622e-07,8.05600015110369891e-07,5.34789401601533508e-07,3.53223724715052553e-07,9.99816063830653952e-07,5.84227838617831473e-07,3.99263238094127578e-07,8.71738243806210170e-07,5.67888622142847887e-07,3.52326946241629613e-07,8.05619211105465111e-07,5.34299917392733738e-07,3.52956704045385521e-07
6.50666249153315016e-07,3.22039546628378735e-07,1.73228332603664957e-07,7.53867695267114821e-07,4.64900904587152900e-07,2.65445486224581649e-07,7.16022516748362764e-07,4.52258356939814521e-07,2.87964612306375093e-07,6.49163258621802212e-07,3.21326252649064184e-07,1.72999008363537040e-07,7.52482796347312576e-07,4.64398982045095044e-07,2.64967402935205023e-07,7.15739451911041158e-07,4.51711699576173921e-07,2.87718431733268016e-07
7.00841553795604696e-07,3.71170191390993809e-07,2.21374770421523691e-07,7.50276594419269396e-07,4.68712068015500018e-07,2.74082529752339050e-07,7.07436028295266929e-07,4.50672806471605988e-07,2.84418820613274574e-07,6.99361080626083540e-07,3.70456181804328418e-07,2.21143485805425732e-07,7.48952436861873271e-07,4.68224469142725904e-07,2.73610039228887052e-07,7.07183572532934705e-07,4.50176468872134051e-07,2.84160341035361446e-07
6.74497823500775727e-07,3.52066421108145927e-07,2.11754587797673575e-07,7.26173350637172937e-07,4.52527809362848198e-07,2.66944325204870799e-07,7.03579408879670054e-07,4.46597238212249491e-07,2.80279802130733436e-07,6.72984060216441633e-07,3.51342782739684122e-07,2.11521621531464849e-07,7.24785099440045981e-07,4.52035685374548580e-07,2.66486847393333140e-07,7.03162963370307564e-07,4.46099028611506462e-07,2.79998059620544032e-07
7.66937141465123118e-07,4.20932166273365875e-07,2.71027723334418783e-07,8.11588651903099547e-07,5.11956467068925065e-07,3.04369110586384411e-07,7.42290917760941951e-07,4.60109126913844221e-07,2.88784853063546845e-07,7.65238660300094931e-07,4.20156583560393892e-07,2.70777786069191854e-07,8.09964253483780860e-07,5.11438809613303999e-07,3.03853255050366604e-07,7.41970467156099033e-07,4.59500336520722299e-07,2.88541448896115304e-07
8.04286137797630466e-07,4.25008907419624858e-07,2.46849916875629656e-07,8.46701684760785987e-07,5.42057381615139520e-07,3.26196351422524433e-07,7.69850682742793222e-07,4.99221341787156122e-07,3.21664134263620315e-07,8.02712525864313763e-07,4.24210198926281921e-07,2.46584839629333151e-07,8.45551560144860361e-07,5.41557110761519345e-07,3.25684966778750501e-07,7.69822181622486966e-07,4.98711021716269002e-07,3.21413218128425432e-07
7.37809772595549534e-07,3.69575995918557027e-07,1.98244269295521121e-07,8.09959665429988107e-07,5.06758442333418511e-07,3.01348386811104407e-07,7.67037822848516743e-07,4.75291857478271306e-07,3.02052312310796509e-07,7.36056557144747759e-07,3.68795667752288420e-07,1.98000111630576462e-07,8.08253166881403213e-07,5.06210359658859294e-07,3.00840206635923794e-07,7.66698148567332247e-07,4.74638767586365858e-07,3.01805343430617755e-07
7.15490727747305723e-07,3.88948180062306911e-07,2.42389600477249087e-07,8.02966233545628968e-07,5.08097415008111502e-07,2.98287976338129593e-07,7.63188034232794362e-07,4.96132063113295265e-07,3.21845390762213496e-07,7.14100339101556531e-07,3.88234058114870300e-07,2.42147145540191663e-07,8.01888851889270037e-07,5.07618234598701298e-07,2.97795284663432758e-07,7.63160769885998947e-07,4.95622654071661720e-07,3.21597620221847898e-07
8.48253555945663972e-07,4.59022994073326635e-07,2.81352032940596287e-07,8.12907784614040388e-07,5.13847519129895426e-07,3.05117617486112268e-07,7.82871661699038039e-07,5.11996912662648010e-07,3.37665135717146916e-07,8.46541869273269358e-07,4.58183289426045565e-07,2.81079171567364939e-07,8.11609732409919722e-07,5.13340255288373467e-07,3.04618299913691748e-07,7.82631849247493761e-07,5.11467732210000476e-07,3.37394809391544110e-07
7.12637631307270191e-07,3.42602906489433495e-07,1.77397999171659414e-07,7.96413129500473960e-07,4.89853125502035226e-07,2.82479355172916497e-07,7.54737313094360517e-07,4.71692833436350257e-07,2.99549472173869179e-07,7.10852729765427241e-07,3.41790343084896807e-07,1.77143472289346327e-07,7.94722923192849100e-07,4.89297921537958774e-07,2.81965485783699668e-07,7.54326804230184756e-07,4.71082080870973045e-07,2.99283018966570161e-07
6.84680120766711644e-07,3.58190898411732904e-07,2.15384339729287536e-07,7.13371169077355436e-07,4.47915965572624108e-07,2.65479052473583553e-07,7.17781225586190537e-07,4.52187677669707836e-07,2.86358601834554126e-07,6.83138708437759425e-07,3.57462885684815930e-07,2.15148568156763919e-07,7.11944171348698633e-07,4.47450825757062830e-07,2.65027847534299393e-07,7.17423964762777105e-07,4.51639022517090307e-07,2.86102119596730699e-07
7.44050852754450144e-07,3.91985214565322873e-07,2.32813220151122522e-07,7.80205716768042619e-07,4.76015288547508442e-07,2.68585946642328652e-07,7.72265092639833763e-07,4.89012238586050477e-07,3.08375683027860419e-07,7.42430620613099372e-07,3.91219256416376389e-07,2.32568932297651548e-07,7.78740258845070246e-07,4.75475210566539107e-07,2.68095406252984425e-07,7.71907712356810081e-07,4.88447870565042298e-07,3.08088490084525924e-07
6.95104119041971895e-07,3.38305076279723944e-07,1.71291152684133732e-07,7.89847031863976437e-07,4.93291196399125038e-07,2.88884275428865301e-07,6.94639912207853233e-07,4.37573674349889941e-07,2.73802384364075138e-07,6.93527410811448370e-07,3.37551458166167585e-07,1.71051999690264657e-07,7.88417708970708346e-07,4.92774935431328757e-07,2.88394177591488628e-07,6.94369853821553653e-07,4.37060826198245523e-07,2.73553900767529982e-07
6.56298544153800305e-07,3.24116510883477664e-07,1.82263760579914357e-07,7.27819145224137978e-07,4.56816548982439378e-07,2.70392518499272245e-07,7.31951366500151798e-07,4.63360572307710127e-07,2.92391970553781762e-07,6.54802293362589096e-07,3.23361986482502534e-07,1.82007760749557640e-07,7.26478552467016664e-07,4.56343188047037267e-07,2.69942256187653716e-07,7.31661155419612429e-07,4.62823498633694300e-07,2.92128600106578834e-07
