row_index,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051
11,1.3219133111776102,-0.36152868412247585,-1.9176677380618798,-3.1364359737926293,-3.8880442087911717,-4.126777807581618,-3.926792514844891,-3.4721857626350925,-3.041369875219374,-2.9060327780963178,-3.231964084686439,-4.019625601393102,-5.1307149927110345,-6.394311688443992,-7.6881876123291875,-8.98062472946907,-10.300015675080857,-11.682037008756254,-13.109343291338632,-14.502776083045774,-15.757231695336117,-16.787405254449936,-17.56674277556195,-18.092560760264035,-18.372365387271344,-18.4080315556958,-18.192845134154055,-17.735631187566156,-17.098748329808956,-16.36457127381189,-15.639205850650086,-14.995955915714632,-14.429111024576287,-13.875373326964223,-13.247164140843012,-12.497740030740033,-11.652502749742212,-10.789794948067765,-9.94262283190588,-9.056116540631024,-8.002351074992902,-6.653760139162586,-5.003471621649908,-3.164723493042345,-1.3509292501954917,0.24372645855407882,1.5370140119652262,2.552154500313236,3.4095629079621403,4.23719239033872,5.092832057255549,5.963275833591041
12,2.211803385650285,0.6187628954979516,-0.7679941850236958,-1.7563788629597639,-2.261343664692305,-2.2987981131430217,-1.9904509655230243,-1.5327912207647785,-1.1801307777286638,-1.1548059196163933,-1.5654043819678805,-2.3763444977676613,-3.440318042767956,-4.603003401947149,-5.768397166146997,-6.919539922433813,-8.078672570816934,-9.266836221524642,-10.45656930585875,-11.581871335813474,-12.574540301026417,-13.401097768425075,-14.08156902900518,-14.634129556091523,-15.058568144746033,-15.325889296795708,-15.396078551057116,-15.266819701271572,-15.000994013961872,-14.679595988097105,-14.391873094360903,-14.182766591600398,-14.016155691331164,-13.813831922982871,-13.487603714473721,-13.005684262722326,-12.408507572416966,-11.78402494363155,-11.159776820727387,-10.466897711442186,-9.561015649091473,-8.30763970798634,-6.700012037805266,-4.855524658785953,-2.990390150589917,-1.2956272568886789,0.14663808955094737,1.350805007368848,2.41168989259279,3.4155193668151753,4.384241470592514,5.287978737135006
13,5.562975173933722,4.0580494173198645,2.830621646605607,2.0538730152571247,1.7694654007159158,1.9002048638149915,2.281381274127739,2.712207571357709,2.9740175097305155,2.902390581042795,2.4473823360499978,1.6748135294473059,0.7322203460593641,-0.2503814995883147,-1.2059452266186383,-2.1288464949284673,-3.02941307274142,-3.909983187467674,-4.735270535946114,-5.460329443767449,-6.062561149738968,-6.565381459160136,-7.040072530142282,-7.531956134230285,-8.0412975163527,-8.517702634614636,-8.892515022682801,-9.151233933889927,-9.347922212666504,-9.54893803064354,-9.81281496587485,-10.146589635985293,-10.48189868524949,-10.725987617203486,-10.791235223076967,-10.660039663045524,-10.386325986214075,-10.067125667054768,-9.732035588944171,-9.310123285006938,-8.653158151869945,-7.625824639434825,-6.216210585471799,-4.532775157485361,-2.777691977790937,-1.1254530792351147,0.3484976159855364,1.6491609780386796,2.8382494338626145,3.951688420772797,4.970676118009777,5.84913970278015
14,11.269232314001215,9.842720899154187,8.75145559930931,8.151744447068296,8.048973110034922,8.313835462505779,8.748649275673841,9.155015852706384,9.353316567258673,9.233946527767444,8.796416004036018,8.126288002502974,7.363700015608998,6.613379137282266,5.918888583918516,5.283410162836276,4.714146194796712,4.227530849942582,3.8614612408110816,3.633373197270032,3.517042350045074,3.4339769923065546,3.2620551594330323,2.923172199728981,2.4057452483849033,1.7672573340514646,1.095436174145334,0.4165956470253036,-0.3051114466715603,-1.107857596776995,-2.0063315764681704,-2.9608827227856978,-3.867970156796872,-4.617582376559369,-5.121868877460457,-5.375875408142889,-5.449866108804088,-5.455542666478607,-5.4378507771226055,-5.339231673671691,-5.019092170079148,-4.344189909161088,-3.28909453913721,-1.9394060004605365,-0.46733897681696135,0.9795617810077601,2.3387070087212294,3.6080652251126253,4.817265278460582,5.954510136843254,6.962682494113977,7.780060912270216
15,18.883754630626356,17.540609678702282,16.573247092761278,16.123772068506327,16.17108125518311,16.548964705555647,17.04053997296063,17.455865926974724,17.652404558295217,17.56449522541112,17.22438266648541,16.722752731305917,16.184660723660812,15.693375256884138,15.280728513913488,14.960127699047007,14.760981549119151,14.714164729989989,14.852414372290468,15.161183542903586,15.568425905119568,15.949674077042971,16.138908917323874,16.02324556045636,15.570046135695861,14.829202328952192,13.895899542921256,12.806524706350274,11.549808033578472,10.124513672250657,8.567005132301176,6.967965970763061,5.46869463690399,4.201108666845869,3.2560664815941607,2.6285912719818896,2.2271197869933985,1.9164164321124133,1.6212874576195588,1.37055977038969,1.2880750947574313,1.5043537222565249,2.066621923791587,2.9232444174233763,3.9430704851752694,5.010628081164668,6.080035935874122,7.146844542287511,8.218371019010078,9.24952968738907,10.156568404769274,10.865637712651477
16,27.61257395350384,26.382906705811536,25.553156407817937,25.253057238396934,25.444492948361557,25.94143626543405,26.52196811335756,27.00894919040232,27.29080161601442,27.33024523432678,27.17220372205614,26.89726114839084,26.610107160338885,26.38106160622783,26.24594724532963,26.24128652741277,26.42015515187046,26.818772377200844,27.45451028083744,28.278187280922623,29.17995236309298,30.004373782433788,30.55549788757361,30.690640581480352,30.352181966488786,29.57235666177496,28.443092671325928,27.007255814312032,25.27836706574186,23.292062999729865,21.133725843290108,18.94221992587171,16.896097853641947,15.152075220558487,13.806464579325478,12.847755585987983,12.16020682493496,11.579420183766672,10.990869825583388,10.385427610386188,9.864856073892668,9.556203535228974,9.531468367141429,9.776736981624538,10.205346973640872,10.734051803294108,11.335130243264814,12.00679761238996,12.7476829287246,13.499720899171876,14.170381090709725,14.682267129724067
17,36.46922589111762,35.39932132563959,34.7433463041925,34.620672264537546,34.983430883165994,35.6393697246408,36.3705866580687,37.01224203964196,37.47379242314025,37.72967477795913,37.819396015040326,37.80212712240899,37.76191150029456,37.76870074389035,37.87948116146208,38.1651369315656,38.70144569428027,39.519139863014516,40.60955237081623,41.88677850858414,43.211664706312206,44.413214518817426,45.28209343570467,45.657059457613514,45.45942151818724,44.70191319479454,43.46690669262182,41.79997811580546,39.73419088803382,37.33351584760845,34.720853204619345,32.07185483578823,29.595859006576774,27.47178710634023,25.801680216108764,24.571373814938823,23.64366752479296,22.827157862763784,21.96885069732511,21.021163355992428,20.06179104180572,19.21126505449439,18.56153299502145,18.131765354605307,17.875739077196727,17.739767457575283,17.71482110129992,17.80707601275313,18.020010381790883,18.302326606921383,18.57120726839827,18.75764410710144
18,44.411428595725425,43.544356808413454,43.10199889869574,43.1965499465482,43.77599957240173,44.65074645369606,45.60962527122277,46.49337458541777,47.21810399942285,47.75301402325877,48.118637275066334,48.34887599399784,48.51466284574175,48.7018719770677,49.00454999943,49.53467232674711,50.38636698730829,51.57466121346721,53.05636655014666,54.70802250650547,56.36777412156334,57.86089939514642,58.979518843325934,59.55892164799013,59.51078420563539,58.8353789613285,57.60502068484641,55.8646740540558,53.65786522564861,51.0624280211361,48.220571062332084,45.32666816323837,42.60758741193999,40.254402109944266,38.37114510008354,36.94390709118801,35.8225068280955,34.79892962997434,33.69200724246659,32.42339220434047,31.048355373611173,29.677418512051588,28.413921155326335,27.302236237360916,26.329433441995292,25.468208249137774,24.72681439048756,24.120514842343567,23.663644816969708,23.322629238848975,23.037441506486914,22.760555784072665
19,50.52532167625088,49.88976407637193,49.689226202344486,50.03251472669564,50.86801787643111,52.01355877189897,53.26280199521898,54.451589997124586,55.48686098459194,56.31866202036346,56.94235734014157,57.37104493104559,57.67547658513257,57.971716155659124,58.39963111734258,59.11171470752333,60.21423861571111,61.702004351490984,63.49641596883254,65.43968849140401,67.35171840774643,69.05877573691038,70.36221984620698,71.10702984767028,71.2101143042504,70.67304928959334,69.56373430992164,67.9250602311314,65.8009088384315,63.266597742155795,60.46331831146213,57.584156500751135,54.85683196193506,52.469757274574164,50.52196378506943,48.9997481228352,47.749772642900155,46.56076612432349,45.23770669193016,43.683298429619356,41.93485397672285,40.09100399085659,38.2598994951361,36.50633452831249,34.84677393507201,33.28030891649607,31.83034147110388,30.51684965986516,29.35975678464203,28.34035771737871,27.42374713301649,26.593255344464268
20,54.04080191888315,53.677345946348595,53.75303846630064,54.37279328713697,55.488173742993695,56.92820163818004,58.49100093125608,59.99995690433809,61.341057378525306,62.43701323134087,63.2587084936319,63.808301086049084,64.16999694724046,64.49819072049286,64.97829174478107,65.79630333684258,67.06430912309133,68.75982180843533,70.7764299497934,72.93000087937543,75.02529170106271,76.88772163642648,78.32798696941092,79.20868540739036,79.46549256000168,79.11649823478166,78.23407282652164,76.85946060772517,75.02919794354256,72.80271954610726,70.3031770059475,67.70543278199068,65.22187066348471,63.022365604367366,61.191677540910234,59.711605880455124,58.4316976243764,57.14776154919403,55.66381949869552,53.87600758311228,51.81091274002722,49.557898522344885,47.230118031610544,44.91479203151758,42.65957580675817,40.49283409484599,38.44954913049085,36.54412876404467,34.786192059631674,33.15648605622843,31.63724226563022,30.24628989710388
21,54.42025088304368,54.41219539055899,54.82756013890406,55.75748772582145,57.156332768567495,58.869939536308436,60.707799733320996,62.48310243844952,64.05923315622374,65.33213806951784,66.25507468085104,66.83073920513431,67.16562360646552,67.4506106744229,67.9064286401566,68.74064358564164,70.0667432748254,71.8556324155835,73.98850430522094,76.26756930614192,78.48589486544216,80.46157097579822,82.00803860348321,83.00579002208156,83.41697576660755,83.28807639816631,82.70567948281894,81.71266388920981,80.33528322732553,78.60920121794004,76.62857966567802,74.53925144463759,72.52704163736266,70.7320309207789,69.21670119201596,67.95021410803727,66.7844718779115,65.5255847185962,63.98395887490108,62.05855721662496,59.772476368804064,57.21099234401328,54.49734877383074,51.746872666346064,49.043494107501004,46.44879831173833,44.00615932581218,41.71380746180725,39.55307406815206,37.48505701088689,35.495867842029554,33.63475375538283
22,51.455823743025746,51.92120612593774,52.75973233487548,54.029855725625055,55.684944133257375,57.595773672256286,59.59866811203523,61.51145680376007,63.18663521126021,64.50395709420184,65.41033582655439,65.91798856967804,66.15496034549449,66.33485826442893,66.69376585186717,67.4449809283484,68.7012789686139,70.4434749140774,72.56210502564653,74.86372804596846,77.13668334934306,79.1851433552506,80.81543513211687,81.91851077802778,82.48163638328691,82.58390984335341,82.33309792935034,81.77918833005373,80.94063863668015,79.82786923493637,78.50203956915448,77.07522200870386,75.70170479922916,74.48802794314702,73.47093575005746,72.59974683160422,71.72441901170387,70.65877298947078,69.22096356503246,67.31697468830322,64.96985358972816,62.26409528341355,59.33743354019049,56.33695952493912,53.38679290556743,50.584899503940875,47.98278822941103,45.55840036420534,43.25427530383615,40.9982692126234,38.76677947778583,36.629604226073155
23,45.31567106685273,46.362964729071734,47.69272156275889,49.307809869892594,51.1535806679515,53.13325793312066,55.1292821949057,56.98833658347408,58.57562955353126,59.77408166088068,60.53766869862804,60.89196888234804,60.975251490647054,61.00087230862732,61.195084433287036,61.760437805945685,62.80880933089969,64.3479202334891,66.29990658715138,68.49565182430894,70.72999858517875,72.79153862460674,74.47199658365048,75.66192695989622,76.36462301863799,76.68668904629027,76.75786930465273,76.64023265863648,76.35025489449617,75.87714186066717,75.25133733999678,74.55148366011929,73.90110458016628,73.37711722292096,72.99289264551982,72.67501043080458,72.26751335151346,71.58759504148094,70.45993611128657,68.79839579875923,66.62519753466978,64.02268018434054,61.140452379915274,58.151454585096616,55.21488528888477,52.46202723494329,49.95374881968007,47.652730150899345,45.46614867506136,43.28852956758354,41.07967166665014,38.916056943636136
24,36.65372348000881,38.296350095351215,40.09713861045776,41.98775186727153,43.8990191627899,45.7704616538696,47.54550589426526,49.123936576568894,50.411218166382184,51.31616630509197,51.81236165116371,51.93699618293431,51.81974566722545,51.647087274381136,51.61046104700608,51.887355320379925,52.58905032639859,53.762184199875435,55.378199355441325,57.310861788503246,59.37707481502434,61.3570144223923,63.02780952716353,64.27058726196253,65.09113070532487,65.60949414958367,65.96918077549412,66.24429664348872,66.45396524946261,66.57304135924466,66.60844884165863,66.60989409842045,66.67574643815271,66.86320533004451,67.17087462428407,67.50752512630538,67.71288823040379,67.6063595271849,67.01790298095335,65.86691088556233,64.16857574167196,61.99468944817636,59.493922978773696,56.84795316184241,54.23567156236436,51.81200957911565,49.64896994057452,47.70587006987466,45.86990183802166,44.01471523798875,42.084723166950084,40.15050476802688
25,26.553465136626727,28.63704880696747,30.737258504038323,32.716414288029455,34.49020254055867,36.03401483442565,37.356814959709055,38.425933903157926,39.20765849458968,39.6545981592098,39.76842391575849,39.59276621629391,39.22978924444567,38.81669680322483,38.49080069949264,38.39353387280528,38.63303856103431,39.29634998859683,40.41220722892842,41.910629710509454,43.648643141848424,45.41463195909438,46.98099666588837,48.21666087570679,49.11685091104425,49.79606889685925,50.395777404890396,50.9949771371858,51.61543676647858,52.224425468377774,52.81521015501761,53.41649985925682,54.110904861834456,54.94900867996239,55.92740335331038,56.948259822004445,57.85361191534196,58.4672467706157,58.624233898209695,58.24651371370143,57.335480963728884,55.94195935712716,54.195310514011595,52.261566737840496,50.31529304853126,48.517777812255844,46.94960992526154,45.5772831806901,44.2863510888736,42.94757417253996,41.49765983817866,39.99527621935812
26,16.22864646535004,18.450891570531894,20.547485698678457,22.33301719399671,23.717316252482703,24.709789420268805,25.37870066665411,25.757825014553873,25.87833711863101,25.741218869465797,25.377022638775088,24.83006538881216,24.164716511994243,23.46020243005006,22.792599644437928,22.261802698624308,21.965561572060096,22.01920439535968,22.502844696275076,23.407234579101896,24.64634966957817,26.040654909608065,27.377415698936204,28.51934048008286,29.442791847518265,30.23691767566413,31.020569081063,31.863103300983937,32.7826439487323,33.74351919209363,34.73615695997637,35.779398751158965,36.95245388553269,38.31312848225667,39.869890740997505,41.53213290178951,43.15240469328131,44.56188307990763,45.60050383138278,46.19031622179196,46.31597077726508,46.00149152615472,45.34142993030761,44.46295792445511,43.5098424432891,42.62674431251614,41.89272427199734,41.28313399812282,40.69395645722179,40.008381754559565,39.1657342054763,38.214910814295706
27,6.798020035012797,8.78381049830088,10.513434939423519,11.78994572397363,12.536359716432173,12.79613094962059,12.683095815732628,12.280280901940671,11.667388232572819,10.881516853370385,9.974860470468116,8.990365356752704,7.959637609801462,6.9136094060127675,5.8734790822020955,4.895950644236507,4.054329370486528,3.467081518264081,3.246366137475434,3.438653587394356,4.026482304923434,4.887473664570791,5.848405850215897,6.7797250475989586,7.638881359125378,8.476643876034984,9.372018727639954,10.368711775142742,11.47104489234971,12.640378630032558,13.870431904918973,15.179192493829419,16.6531301718465,18.369220951748105,20.361147537501893,22.5599471229242,24.83581410843317,27.02829101738547,28.979342282377672,30.608231614329924,31.885640888664767,32.81274422748285,33.44582323646932,33.861289536277496,34.152319246660085,34.42390890799638,34.73652863113202,35.06410486143798,35.31229029192815,35.38129858693611,35.219264118621425,34.87141662915158
28,-1.0355094808740262,0.39924190733671594,1.4636587855116545,1.9867005965610929,1.9276177127318306,1.3674277179447358,0.45081801119232523,-0.7155653110336289,-2.033774747335599,-3.4549143890799883,-4.917788908448472,-6.378317773326842,-7.8198535224818215,-9.23637902453055,-10.646309102973134,-12.035332528821641,-13.370713083596854,-14.559513785851777,-15.482673641520364,-16.0501460427281,-16.209298090267737,-16.008739627748696,-15.561664183288997,-14.973278992649341,-14.29642133520781,-13.51980888091964,-12.610698254538534,-11.561082522790684,-10.389574548867472,-9.14217162934466,-7.823127923524282,-6.41243639004324,-4.811681873046382,-2.9174786227741265,-0.6606872068875873,1.9240263886121625,4.729292060444834,7.601129697420504,10.377889746598612,12.972111439420644,15.347450630704486,17.495696937402414,19.446098499916616,21.228384520762035,22.87801465929519,24.44286252742816,25.945146147303007,27.338960521620635,28.527861815514655,29.422524167961,29.979084439820667,30.243536237610016
29,-7.009404985951562,-6.283270744338068,-6.020987164453885,-6.339987016596012,-7.226273317833602,-8.558101724070752,-10.174319713240266,-11.971769277667192,-13.867767995439124,-15.827266421048478,-17.791424564307817,-19.706883215579694,-21.54771904266346,-23.305698703237397,-25.023771399025065,-26.731325564491726,-28.451721062881745,-30.141199390063434,-31.695934638402377,-32.996450094042416,-33.92863504814568,-34.46388941949397,-34.644651173105956,-34.53621034790007,-34.18523564787637,-33.60690714193396,-32.807122951019494,-31.81369292489609,-30.673781744196845,-29.449339680665958,-28.152854014847946,-26.767931900092947,-25.188068454525535,-23.28180849419482,-20.938510133813907,-18.148638592732482,-14.994161945234453,-11.625539860720835,-8.21463443421851,-4.860309305262092,-1.5987158916848898,1.569708712460482,4.667772400726193,7.695727748644828,10.638078911761369,13.479511843563074,16.19027566583256,18.687975387315504,20.859073774391533,22.610950846973026,23.89909852821046,24.767593737828463
30,-11.112742704277252,-11.068036585183592,-11.554073547060625,-12.623170492939664,-14.199618565846436,-16.12265857766232,-18.22780984501759,-20.436176600435033,-22.70507410678914,-25.03015397964805,-27.361409083544288,-29.62751960339,-31.774441559023444,-33.77299816544553,-35.68227367240678,-37.57813298906132,-39.5476015874284,-41.605175105767444,-43.673036684489205,-45.61391101386738,-47.26888585151835,-48.54349323283674,-49.41182932193237,-49.889442329756264,-49.997882971821184,-49.757359424720164,-49.19496628617168,-48.36551400759873,-47.34493353681262,-46.219756441563504,-45.02487308689672,-43.75826808369345,-42.3154223617687,-40.540368301225215,-38.2805401685514,-35.47721105698889,-32.18550138504065,-28.55431164932321,-24.769782944306513,-20.945620691469685,-17.11356311332665,-13.25307925653226,-9.327710428160515,-5.34500909493795,-1.354895549343297,2.571322458469268,6.350450997064684,9.856762669222178,12.949120584166138,15.516991254644694,17.50247941575202,18.938607493436763
31,-13.3553353648918,-13.822395849855326,-14.85103849755967,-16.43267461252219,-18.437412784220328,-20.676010763363507,-22.994078652305774,-25.348228185740197,-27.745054574099527,-30.213235379841706,-32.711269465237706,-35.1445288146935,-37.424790089493115,-39.49844827863973,-41.44160972618624,-43.379695979618134,-45.460608780562666,-47.74929784045935,-50.190403948599624,-52.634284858452475,-54.89580718075155,-56.83640348722207,-58.37652885977229,-59.48163729692487,-60.1339655051126,-60.33748335121601,-60.12009838658702,-59.549523124879954,-58.7255537035993,-57.76388275786218,-56.73322339000208,-55.655656895695586,-54.439457906962616,-52.910573222347296,-50.88003833053182,-48.242049238231914,-45.02638780707187,-41.38128397418893,-37.50735433899379,-33.53366153769923,-29.48687681693832,-25.320318687054197,-20.97119266780919,-16.436483442056982,-11.780114610934305,-7.111114812613323,-2.5538110461992005,1.7290153489304316,5.567230297372873,8.822339332304892,11.410712355143914,13.34191289151562
