experiment_index,phi_Rb87_rad,phi_Rb85_rad,dphi_rad
39,3.0391082714127826,1.6036626882514717,-1.4354455831613073
40,-0.09489972264386992,-1.0698614010003205,-0.974961678356447
41,-0.3092115046631214,-0.7258597790460435,-0.4166482743829185
42,-1.8592969424543035,-1.8694580225037605,-0.010161080049453375
43,1.7591359558823108,1.1546190080542083,-0.604516947828099
44,-1.3439372767472513,-1.5718361157547882,-0.22789883900753338
45,-2.3687121911728717,-2.7673376849841738,-0.39862549381130563
46,-0.8580147315268754,-1.6299552886787403,-0.7719405571518614
47,-0.8400312545991646,-1.170970848050569,-0.3309395934514008
48,-0.13315890504260253,-0.9776521093283712,-0.8444932042857651
49,-2.629638012210318,-2.7871621443014583,-0.1575241320911367
50,0.5053351571976954,-0.602037264501984,-1.1073724216996759
51,1.5555205929856832,0.8054013086562755,-0.7501192843294113
52,0.3373660099721896,-0.544594885818281,-0.881960895790467
53,2.087776263552552,2.3401528945677974,0.25237663101524177
54,1.462232536082201,0.6379001782332985,-0.824332357848899
55,1.0658927703445222,0.7513615818533346,-0.3145311884911841
56,-0.41436344454630714,-2.3096214459513043,-1.8952580014049936
57,-2.4893561960340698,2.698303336035,-1.095525775110513
58,0.8072280200972735,1.446457257786978,0.6392292376897082
59,1.5408427017171995,0.2111485448711683,-1.3296941568460277
60,2.4904204619291512,2.15605208692104,-0.3343683750081077
61,-1.2567409942671155,-2.112862906425182,-0.8561219121580699
62,1.397968277486921,0.62193762218104,-0.7760306553058847
63,-2.8592035324805742,2.1028233304762374,-1.321158444222771
64,-2.93275655899593,3.0844095288867344,-0.2660192192969184
65,0.13035915665422593,0.17022531660458995,0.039866159950367575
66,2.4851054332927767,1.9677965037823704,-0.5173089295104027
67,-3.129746037198796,1.8047872004301873,-1.3486520695505924
68,1.960845647390972,-0.11656823632953817,-2.0774138837205065
69,-1.7872860010345981,-2.817863686711437,-1.0305776856768425
70,0.07340773928128286,-1.3133522868886764,-1.3867600261699629
71,-2.852594587593668,2.5925811197584103,-0.8380095998274975
72,-2.140191692442226,2.3771697387253248,-1.765823876012032
73,-1.5453724121570183,-2.554865185461086,-1.0094927733040713
74,-2.9646669278202715,2.7681649331270073,-0.5503534462323039
75,-1.8991341601613634,-1.9300053522692728,-0.030871192107905898
76,-0.0358126552059268,-0.5939034818777422,-0.5580908266718119
77,-2.0425820373849497,-2.473599879336266,-0.4310178419513129
78,1.492862000165804,0.6103728830899975,-0.8824891170758029
79,-1.1455846527264235,-1.8157312504765422,-0.6701465977501151
80,-2.5491790445091063,-2.335327380478166,0.21385166403094402
81,-0.4234650363697732,-0.3069739823096107,0.11649105406016602
82,-2.2485286137529705,-2.4311372521472983,-0.18260863839432417
83,0.8397467094447855,-0.18290676496522096,-1.0226534744100029
84,1.2498212813124319,1.1254659961615339,-0.12435528515089445
85,-0.09725425231104268,-0.5631387739066689,-0.46588452159562266
86,-2.4072909270388543,-2.712969809917791,-0.30567888287893297
87,-2.510804797048518,-2.3688589112205527,0.14194588582796897
88,-1.3251458066843291,-1.6496975783957701,-0.32455177171143745
89,1.0313478945154095,-0.7683329707300679,-1.7996808652454739
90,-2.5685476007303443,2.983206499385627,-0.7314312070636042
91,0.9546849514307958,-0.17910440516585524,-1.1337893565966475
92,-0.44291552663868217,-2.877723462422612,-2.434807935783933
93,1.1620937923729322,-0.37801425725714566,-1.5401080496300743
94,-1.1706017180562291,-2.85481625632357,-1.6842145382673372
95,0.7917391110369643,0.18814467773643528,-0.6035944333005254
96,-2.4905683291708165,-3.124210448369535,-0.633642119198722
