sample_index,a_z_m_per_s2
177,-0.0003651286269346471
178,0.00019375456793541677
179,-0.0004710782373047217
180,0.00010854095734494774
181,9.561518844355662e-7
182,-0.00017636465368624785
183,0.0002212725406329076
184,-0.0003213302651580873
185,-0.0001715140710592223
186,-0.00011334187707048719
187,0.0002814593168081285
188,0.00022044951057663528
189,0.00040417970423504317
190,-0.0005071228022166371
191,-0.000026081908778395266
192,0.0003134432845497792
193,0.00019990647776789623
194,-0.0005071020291240334
195,0.0002421608638740005
196,0.00004820205676200841
197,-0.00021478875045999936
198,-0.0005892340577920125
199,-0.0003212973652340205
200,0.00016154082721398693
201,-0.0007246809804479799
202,-0.00024255678821991057
203,-0.0002029995961017947
204,0.00006315059590637794
205,-0.00007636021219538196
206,-0.0001597470204070643
207,0.00032926617127134123
208,0.00006488036283984521
209,-0.0001657274457015422
210,0.00029077974564718973
211,0.00020451193688605094
212,-0.00001134487198494816
213,-0.000012757680965797056
214,-7.191490056485442e-6
215,0.0003353047007429971
216,0.0003928288914326608
217,0.00006720508201251622
218,-0.00011822272751742653
219,-0.0001915375371571569
220,0.0002995196530933353
221,0.00008572884323406057
222,0.0000806420332650292
223,-4.6767768137485335e-6
224,0.000503230412997738
225,-0.00011480339730050127
226,-0.00024200820770845557
227,0.00010515598177388507
228,-0.000031774828853468645
229,0.00006086836040949354
230,-0.00006755345043721838
231,0.00030362973860640653
232,0.0002316659275403782
233,0.00023167111636470707
234,-0.0004980169949205964
235,-0.0001063315063155221
236,0.00013474968217994066
237,0.0003390258705658019
238,0.00020614805884207213
239,0.0002573852470087616
240,0.0003884424350658808
241,0.00042354362301344007
242,-0.00024855818914855057
243,0.0002918999985799197
244,0.0001791781861988609
245,0.00008330737370828352
246,-0.00031305843889180236
247,0.0001272017483986141
248,0.0001816889355795427
249,0.00026585712265099406
250,-0.000021342690387021572
251,-0.00017090350353449375
252,-0.00005175031679141204
253,-0.0004530511301577665
254,-0.0002976289436335465
255,-0.00047001375721874173
256,-0.00029005857091334193
257,-0.0006721637847173368
258,-0.000578225088630716
259,-0.00032924901265346887
260,-0.00027226082678558555
261,-0.00022910764102705537
262,-0.00007673445537786819
263,-0.00018187326983801363
264,-0.0004109630844074814
265,-0.000014642899086260994
266,-0.00016059671387434234
267,-0.000060684528771714976
268,0.000059752656221631444
269,-0.00008372115889429272
270,-0.00015585297411947735
271,0.0004026282105460881
272,-0.00003238460489758601
273,0.00025019157954951025
274,-0.0004829020361126123
275,0.0004247809481160564
276,0.0004247861322355267
277,-0.00016099768375419103
278,-0.00009899549985308644
279,0.00003058668393885063
280,-0.00003257713237836933
281,-0.0001604079488047361
282,-0.0004114837653402394
283,-0.00039784358198486887
284,0.00032800260126138604
285,0.00007665778439853532
286,-0.00043925703257341063
287,0.0002523411503455587
288,0.00018044533315545342
289,-0.00004210048414371632
290,-0.00029097630155193997
291,0.000438107880930793
292,0.0001973500633044924
293,0.00021548924556916897
294,-0.0001318765722751671
295,0.0009402686097714942
296,3.417791709163639e-6
297,-0.00009275502646214875
298,0.0002950441552575676
299,0.00019002733686832257
300,-0.00019335148162987327
301,0.00048563969976299045
302,-0.00016669711895307612
303,0.0002506490622219375
304,0.0001835432432880414
305,0.00008872142424524608
306,0.0001922186050935615
307,0.00018043178583299839
308,-0.00033569503353643297
309,0.00010618414698527752
310,-0.0001042676726018599
311,-0.0004044654922978348
312,0.00005162868789736327
313,-0.00011412313201625572
314,0.0000958700479613188
315,0.00024563022783009685
316,-0.00022528259240991088
317,-0.0002479014127586944
318,-0.0002478962332162433
319,-0.0005415616537825473
320,0.000028343125542403848
321,0.0004764863047586206
322,-0.000013722516133887232
323,-0.0002460273371351087
