row_index,c000,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051
20,32.25715394550764,35.75152177779273,39.82265155831726,44.28950380632659,49.018845022237315,53.99401066424605,59.35243816368131,65.32324249358737,72.05942314841343,79.52496922080854,87.49199378231003,95.6213564768675,103.63440203638561,111.38886689167362,118.85831215476719,126.02615992891094,132.76717997674166,138.82789360230527,143.86222107658625,147.5703351094412,149.79505208753153,150.50612496188114,149.76283096579073,147.7264284343571,144.61417577487555,140.67262081420245,136.11857126970824,131.05583233616062,125.51163440158052,119.45051261868582,112.8371267511028,105.67705055971737,98.06085759411485,90.13667146579598,82.10859424041848,74.15815907579872,66.4387017930128,59.07191351289873,52.180573810589635,45.87806858629722,40.24322023201432,35.271087212218845,30.91556151285414,27.099604604019646,23.776545965269634,20.951067851395976,18.614376542304854,16.694595570461104,15.04437411924522,13.468374175725899,11.857286164138714,10.20894803432779
21,31.536011386196947,35.26918250773281,39.545960105820086,44.1649171692668,49.00206839473924,54.07692893462274,59.573747301115645,65.75340754193269,72.78702085818202,80.63799087570669,89.08176364802102,97.78918494849609,106.4936369772671,115.05905241425148,123.4539650950029,131.6480501562071,139.5013442955169,146.73372476346321,152.9521990095907,157.7874118993327,161.0033831024914,162.5134127209351,162.3496677771593,160.67820323691876,157.7368468339498,153.79183590945172,149.0792800533893,143.7233451189354,137.77085160548017,131.1994727175354,123.98930256596009,116.15924659684356,107.81923265235275,99.13938750752664,90.33556143431167,81.59191452013147,73.06864210822471,64.90868110052213,57.26970209005992,50.303947155236415,44.10913934237135,38.67302153754713,33.92464604674308,29.751559226337292,26.070775484342334,22.859239811635632,20.08069473265192,17.636252970430917,15.358786322507456,13.0573398280564,10.660318968008255,8.23718287067095
22,26.543509373053894,30.010817329495012,33.918568834572056,38.069224614176164,42.3639975231132,46.861098035117266,51.78331351350164,57.41326934173776,63.939081975253316,71.33683232763167,79.4118372817153,87.87707194655161,96.50669823279316,105.18793260043662,113.89097887447406,122.57040936843282,131.0686754042888,139.07766634043833,146.16306626281084,151.89437881190133,155.96526341727463,158.23790884852997,158.72125683757258,157.581628462259,155.0722038480062,151.47472613214973,147.04173032065478,141.9195855088226,136.17504991381338,129.79491455535504,122.76301609147822,115.09038884199026,106.88115781678857,98.30119357349884,89.55746489303408,80.82364905579959,72.26017591228117,64.02991421613478,56.32720791006216,49.3418838668307,43.19127169258559,37.85536465453754,33.23607547582901,29.18258571192939,25.574232212647132,22.358055140173576,19.47291687595697,16.801768583673606,14.168570617277055,11.397865140094268,8.458520458179748,5.485172516575517
23,17.007165181896312,19.637976053435295,22.526698477460286,25.509173507869832,28.532285379197788,31.698433155936982,35.26135927893915,39.515027392679826,44.6601163620918,50.69420496338944,57.4717059521264,64.77031960934971,72.42582564035638,80.36268874892221,88.5623990616557,96.97119403285797,105.4191728467008,113.57843165523127,120.9878715292798,127.1769268273456,131.7908636971231,134.65661973356646,135.7690509486231,135.28982727619677,133.47672815720034,130.6150052083808,126.96276588458159,122.68308062263941,117.85882226157332,112.48212170530564,106.53035973087299,99.98732253798266,92.92600526873366,85.4782496302156,77.81699532323432,70.08839561637205,62.44103886874973,55.04914544768644,48.136162145503135,41.9210590266581,36.54021813533848,31.971468725552995,28.09743729321997,24.735219587382062,21.729506871118474,18.99383191296522,16.44048717188008,13.937981589623973,11.309609036842119,8.404951339659249,5.235207335085249,1.9920579305418187
24,3.412197997653152,4.712871470574214,6.009827248219494,7.197470528090776,8.287228111985883,9.431998067610493,10.910774342892864,13.020006245236914,15.967290385258366,19.777916847713414,24.368084106115703,29.593892591512486,35.364469582902075,41.649921284377115,48.45169389142393,55.71854944475672,63.27942319012436,70.80341355703285,77.82472145659904,83.86349285490564,88.54874300277265,91.69687430633417,93.30342307060118,93.52329169329073,92.60578575908153,90.82208816641537,88.41794207184375,85.55940540112692,82.33733740690695,78.74622584731082,74.7512574967966,70.29707624199341,65.40553865370384,60.14676160528802,54.63348560467193,48.964538226686045,43.25988145154588,37.68877142733891,32.48615346453096,27.884052852582613,24.03356211495543,20.91919172262942,18.420430550995547,16.337958487328592,14.490032266049184,12.752750063291614,11.004897424849958,9.097270057104197,6.857134758700511,4.167742940411642,1.0868395931534565,-2.1426029154273465
25,-12.828527613454753,-13.144256154765458,-13.789530342386911,-14.801117464928552,-16.094277141406565,-17.462551444392147,-18.604364278363732,-19.22421775435157,-19.109713654908774,-18.201610677489043,-16.515412074737014,-14.112063364997312,-11.007549663005193,-7.185072432921515,-2.6184766449907784,2.6543137803935224,8.475127582541973,14.531757395036493,20.379732501568697,25.564455155993983,29.7353264535609,32.72857836397088,34.56076568538333,35.38448106159035,35.430125487531086,34.93648532453312,34.11549723449002,33.11620605486519,32.02513948756791,30.83517631723862,29.49653231826028,27.911062033757617,26.037272484862797,23.86368940482066,21.42192185456497,18.7458219126911,15.909199570911255,13.055518760323707,10.406783082600896,8.186519363591515,6.551284501284499,5.499843365862034,4.92704744979585,4.637909747484969,4.436235948873559,4.158801048494297,3.64177681816966,2.7109513057056915,1.1996846124283707,-0.9674676043094905,-3.6800367000337246,-6.646886884863136
26,-29.634253531184527,-31.546929483543863,-34.148463814683055,-37.41750810396263,-41.20341904105965,-45.25056217894269,-49.236864138344,-52.86667003931859,-55.92073419799101,-58.29881688283376,-59.94492274090703,-60.837145655352515,-60.92095717018992,-60.1374376064025,-58.43626037203194,-55.83615393669902,-52.4698833854236,-48.60955985649707,-44.652835733876145,-40.99765747179413,-37.9417732184545,-35.601340303174084,-33.91919229518976,-32.73513093354768,-31.841005279034334,-31.040414833677232,-30.170133335689115,-29.115816581009312,-27.80852947501171,-26.2638680902312,-24.55023937379474,-22.8074451877294,-21.145208304663356,-19.666219085664807,-18.43177729037552,-17.48511431984184,-16.812491417792103,-16.31679724682192,-15.814315634984155,-15.112472918180742,-14.061440465220699,-12.643728645557303,-10.93283785775111,-9.09830994939091,-7.3375488966082685,-5.851632788272298,-4.8543286702268915,-4.55134659570308,-5.1010991950486755,-6.531107298598897,-8.6722913096782,-11.18850129672387
27,-44.482173666503286,-47.65933922023726,-51.870940084101676,-57.069229378459,-63.064178533953964,-69.5668965090041,-76.23957495067134,-82.78132824653551,-88.9588377506368,-94.62201438733337,-99.64210982481268,-103.91818038387146,-107.33520267349923,-109.80345834518948,-111.2563978460339,-111.69552510640779,-111.21959140416448,-110.04290084217746,-108.49367413372215,-106.88899010569799,-105.4505360887249,-104.22792699155025,-103.11082326940482,-101.92103612865048,-100.46963572794607,-98.60068695771747,-96.20102052797006,-93.19769584636697,-89.54867840543398,-85.28661304679099,-80.50620655935882,-75.38819244904698,-70.11117732682237,-64.86840417125427,-59.81384082540012,-55.070192836180695,-50.68968170477183,-46.63670835156506,-42.78607416872933,-38.99431265140447,-35.12933902039401,-31.15292059147339,-27.09561245828104,-23.084790981739047,-19.307252836167777,-15.995772041528426,-13.414169978043105,-11.799043950256987,-11.296024467127836,-11.880958427144378,-13.326643397637042,-15.261229690727703
28,-54.915641684038974,-58.79125430198303,-63.97609415043985,-70.4392724631598,-77.99209494715933,-86.33975719940725,-95.13971477021687,-104.08156032518013,-112.90951233660655,-121.41660920245681,-129.40351750606965,-136.6985154728784,-143.14112224094129,-148.6277867520389,-153.090345155646,-156.52274602490365,-158.987310263856,-160.62985305319398,-161.6924414800278,-162.39558579160416,-162.87235029025578,-163.09732612219955,-162.90430361109406,-162.09077080970383,-160.48079142958045,-157.94769864973614,-154.41673612203886,-149.84990318958558,-144.23523167079384,-137.63127637157686,-130.17077901062544,-122.0784144086299,-113.59998001054714,-105.00905628580313,-96.53812642785215,-88.37767478022238,-80.63887014988745,-73.35157119942835,-66.45922456140272,-59.87773609889871,-53.500261356602664,-47.26773615248965,-41.16319934752232,-35.262525083708056,-29.733238339299533,-24.82877669794425,-20.85258277064412,-18.061403543080928,-16.58078334681278,-16.336264633586836,-17.05380597598389,-18.344813705345246
29,-58.95971650806143,-62.85988386499548,-68.2164593911117,-75.05827496182337,-83.24545387044861,-92.51448383394654,-102.53804615634874,-112.99726732644228,-123.60813660271651,-134.10384523347034,-144.22088209768754,-153.73007850465206,-162.4450035545301,-170.26909242413467,-177.15189387342843,-183.09495534251255,-188.128854657989,-192.32851295433488,-195.840148427269,-198.7794671347708,-201.1870885468104,-202.96368930563153,-203.8953057090216,-203.75745457144967,-202.38348297412767,-199.66235080864135,-195.53895151336405,-189.99405853293888,-183.04326160316714,-174.77825735496435,-165.38302072000556,-155.1318795333359,-144.33265456306617,-133.3191041460252,-122.37353801010295,-111.7264310179728,-101.5268142845481,-91.86111221536328,-82.74067787570277,-74.14295125659942,-65.98960903140096,-58.201763505030954,-50.716014198335415,-43.554227188412824,-36.85850301922335,-30.887314579239842,-25.962677750171622,-22.341076127193844,-20.118773360692046,-19.178470553830152,-19.222607257697973,-19.875136777257694
