pha1 pha1err pha2 pha2err pha3 pha3err pha4 pha4err phaave phaaveerr
-0.66573	0.06609	-0.48141	0.05606	0.30279	0.14316	0.47004	0.14177	-0.09358	0.03305
-0.5865	0.07564	-0.41629	0.0503	0.35035	0.12023	0.18039	0.16609	-0.11801	0.03782
-0.54736	0.06629	-0.46983	0.07322	0.35827	0.0966	0.26451	0.05804	-0.0986	0.03315
-0.49886	0.06718	-0.36374	0.06167	0.23132	0.11285	0.34032	0.06989	-0.07274	0.03359
-0.60648	0.06907	-0.55616	0.07592	0.34456	0.13624	0.2917	0.07476	-0.13159	0.03454
-0.62184	0.07602	-0.34256	0.06963	0.09586	0.10267	0.43087	0.06451	-0.10942	0.03801
-0.49815	0.07044	-0.51064	0.0745	0.31266	0.09957	0.3309	0.07015	-0.09131	0.03522
-0.48704	0.07608	-0.40393	0.05753	0.27391	0.09988	0.3397	0.07335	-0.06934	0.03804
-0.64761	0.06845	-0.52126	0.05893	0.28465	0.10571	0.26403	0.14019	-0.15505	0.03423
-0.52839	0.06756	-0.4769	0.05439	-0.00863	0.1048	0.31283	0.08023	-0.17527	0.03378
-0.48972	0.06884	-0.42733	0.05912	0.2996	0.10303	0.10894	0.10659	-0.12713	0.03442
-0.44286	0.08972	-0.4777	0.07064	0.30817	0.1313	0.24172	0.07969	-0.09267	0.04486
-0.4787	0.07113	-0.43399	0.05742	0.15844	0.12082	0.46946	0.07948	-0.0712	0.03557
-0.49353	0.06631	-0.50587	0.06915	0.1121	0.10942	0.2441	0.05706	-0.1608	0.03315
-0.62117	0.0701	-0.4306	0.06228	0.25651	0.08976	0.38448	0.06347	-0.1027	0.03505
-0.53407	0.0708	-0.42726	0.06859	0.16265	0.11212	0.27849	0.08175	-0.13005	0.0354
-0.50106	0.07031	-0.41191	0.0617	0.24602	0.09158	0.28284	0.06758	-0.09603	0.03515
-0.56598	0.07469	-0.46177	0.07861	0.36678	0.13163	0.36232	0.07052	-0.07466	0.03734
-0.62498	0.06061	-0.41348	0.0782	0.05343	0.09493	0.44591	0.09057	-0.13478	0.03031
-0.64046	0.06719	-0.52998	0.06775	0.49282	0.12249	0.29826	0.0741	-0.09484	0.0336
-0.3517	0.068	-0.36705	0.06195	0.2357	0.14503	0.30685	0.08761	-0.04405	0.034
-0.72088	0.07998	-0.46043	0.06505	0.03806	0.10925	0.28513	0.0889	-0.21453	0.03999
-0.4563	0.05807	-0.46491	0.06588	0.24584	0.16173	0.16292	0.06628	-0.12811	0.02903
-0.67041	0.08304	-0.487	0.08409	0.15246	0.12588	0.38353	0.05851	-0.15535	0.04152
-0.62621	0.08745	-0.57537	0.07094	0.39515	0.10979	0.15038	0.06565	-0.16401	0.04372
-0.57692	0.07581	-0.50334	0.06569	0.39217	0.12187	0.18281	0.07233	-0.12632	0.03791
-0.57233	0.08415	-0.34026	0.07355	0.14817	0.15152	0.4213	0.06889	-0.08578	0.04208
-0.63462	0.07904	-0.56959	0.07221	0.22208	0.12379	0.29967	0.09358	-0.17061	0.03952
-0.63335	0.08648	-0.30234	0.06623	0.17944	0.13457	0.35602	0.09104	-0.10006	0.04324
-0.60362	0.07673	-0.39929	0.08357	0.14338	0.11905	0.42247	0.07975	-0.10927	0.03836
-0.43253	0.08626	-0.40387	0.07642	0.25564	0.16782	0.29222	0.0792	-0.07214	0.04313
-0.4805	0.07313	-0.43162	0.05544	0.19229	0.11357	0.39121	0.11647	-0.08216	0.03656
-0.49726	0.09184	-0.50779	0.0738	0.28162	0.1496	0.14022	0.08618	-0.1458	0.04592
-0.3842	0.08374	-0.53276	0.06061	0.30199	0.17932	0.32148	0.11121	-0.07337	0.04187
-0.49771	0.07491	-0.47087	0.07661	0.60966	0.20926	0.21823	0.11555	-0.03517	0.03745
-0.62404	0.07643	-0.40805	0.09158	0.47039	0.11794	0.21143	0.07491	-0.08756	0.03821
-0.58458	0.09535	-0.51022	0.07512	0.36396	0.12569	0.00685	0.13725	-0.181	0.04768
-0.49028	0.08954	-0.40925	0.05815	0.05023	0.13239	0.23556	0.09422	-0.15344	0.04477
-0.69179	0.07586	-0.61344	0.06655	0.15248	0.1336	0.09655	0.07404	-0.26405	0.03793
-0.65541	0.10202	-0.39668	0.05612	0.17851	0.11501	0.52358	0.11897	-0.0875	0.05101
-0.43758	0.09805	-0.57035	0.06977	0.39255	0.13844	0.28907	0.09968	-0.08158	0.04902
-0.52022	0.07357	-0.4616	0.06722	0.30156	0.11741	0.41133	0.08675	-0.06723	0.03679
-0.61894	0.07612	-0.44377	0.05614	0.12341	0.18883	0.20547	0.08517	-0.18346	0.03806
-0.5923	0.07786	-0.49938	0.06776	0.06431	0.17349	0.46985	0.08985	-0.13938	0.03893
