zvelocity phi(delta>0) phi(delta<0) phiave
-0.005	0.32851	-0.37261	-0.02205
-0.004	0.26858	-0.30627	-0.01884
-0.003	0.20504	-0.23486	-0.01491
-0.002	0.1385	-0.15918	-0.01034
-0.001	0.06981	-0.08041	-0.0053
0	9.2785E-9	-5.85088E-9	1.71381E-9
0.001	-0.06981	0.08041	0.0053
0.002	-0.1385	0.15918	0.01034
0.003	-0.20504	0.23486	0.01491
0.004	-0.26858	0.30627	0.01884
0.005	-0.32851	0.37261	0.02205
