# logmstar_GL_min[m]    logmstar_GL_min[n]    Radius[i](Mpc/h70)    Radius[j](Mpc/h70)    covariance(h70*M_sun/pc^2)^2    correlation    bias(1+K[m,i])(1+K[n,j])
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 1.208420656116956649e-01 1.334542262448855919e-04 2.383824480110975760e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 1.642674341762205836e-01 1.000148371342310437e-05 2.407579896242322784e-05 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 2.232979864606629561e-01 1.234480905897023396e-04 4.008627252983929987e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 3.035415449656087006e-01 2.347458727435956165e-04 1.027470356993580693e-03 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 4.126211390461415052e-01 4.965323383209800049e-04 2.923859038026543292e-03 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 5.608991823739490901e-01 7.523614872463462453e-04 5.944641528990731068e-03 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 7.624618881985674168e-01 1.021870614618851283e-03 1.077923989577906153e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 1.036457440524030327e+00 1.673375659553743384e-03 2.353511742578053706e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 1.408915045649939968e+00 2.168804571801824510e-03 4.044631224304130745e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 1.915217671509155561e+00 1.222250725722427711e-03 3.047972645382168722e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.408915045649939968e+00 2.603463381689461009e+00 3.264620056031592322e-04 1.092255712380417118e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 3.539034586317788000e-02 -1.118754819092159647e-04 -7.900854732902517390e-05 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 4.810809282451224134e-02 -4.479249611818982772e-04 -4.311822332784170432e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 6.539604343397804886e-02 1.023653162995293741e-04 1.337934033657601975e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 8.889652958014769568e-02 -6.204687109395319046e-05 -1.095520015266792795e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 1.208420656116956649e-01 3.718762110380819514e-06 8.875769471567837026e-06 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 1.642674341762205836e-01 8.526127742624294405e-05 2.742418841945833195e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 2.232979864606629561e-01 1.067921291353599066e-04 4.633575200328845004e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 3.035415449656087006e-01 5.656861367074937321e-05 3.308358345926606871e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 4.126211390461415052e-01 1.075914836570085340e-04 8.465497027514116849e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 5.608991823739490901e-01 2.162751457428845156e-04 2.283344291173199352e-03 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 7.624618881985674168e-01 6.012905688727081472e-04 8.475050441446549052e-03 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 1.036457440524030327e+00 1.032558705942275383e-03 1.940453980244078933e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 1.408915045649939968e+00 1.475299107832243580e-03 3.676243441795058742e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 1.915217671509155561e+00 1.641888314403835850e-03 5.470915990164199050e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 1.915217671509155561e+00 2.603463381689461009e+00 6.700154791976657481e-04 2.995312847820010699e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 3.539034586317788000e-02 -2.430673646429549323e-04 -2.311922032984470787e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 4.810809282451224134e-02 6.189520173631020915e-05 8.024536363786637506e-05 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 6.539604343397804886e-02 -1.506598167153294350e-04 -2.652080345943270360e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 8.889652958014769568e-02 5.848488018332038464e-05 1.390757495133571465e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 1.208420656116956649e-01 4.295526055732734621e-05 1.380801811060004553e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 1.642674341762205836e-01 -3.863625281383953539e-06 -1.673725843128698611e-05 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 2.232979864606629561e-01 -1.566367670699509901e-05 -9.153307557576453824e-05 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 3.035415449656087006e-01 4.053543223198887243e-05 3.192854960856429322e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 4.126211390461415052e-01 4.453990007613344590e-05 4.719882393672073244e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 5.608991823739490901e-01 4.851885092835484968e-05 6.898944772316767350e-04 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 7.624618881985674168e-01 9.755157865946686188e-05 1.851823432763759995e-03 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 1.036457440524030327e+00 2.870348767311389445e-04 7.264916687040941234e-03 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 1.408915045649939968e+00 5.948085399198502037e-04 1.996221606791171235e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 1.915217671509155561e+00 9.172217868055718322e-04 4.116216126299957617e-02 9.708287439144076547e-01
1.030000000000000071e+01 8.500000000000000000e+00 2.603463381689461009e+00 2.603463381689461009e+00 9.997609929190375000e-04 6.019506878216581564e-02 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 3.539034586317788000e-02 9.202744611750834736e+01 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 4.810809282451224134e-02 2.607303844714655913e-02 3.884938181866573774e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 6.539604343397804886e-02 3.730069447958607454e-02 7.541766913555571781e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 8.889652958014769568e-02 6.019335240284501287e-03 1.647771645793038914e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 1.208420656116956649e-01 1.414723376219950528e-02 5.219038343496416703e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 1.642674341762205836e-01 -3.604614276133809303e-03 -1.793667516007910754e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 2.232979864606629561e-01 1.939007685211207189e-03 1.300509830041670419e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 3.035415449656087006e-01 -1.488592790111482704e-03 -1.344732489038821224e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 4.126211390461415052e-01 -6.040899993407530897e-04 -7.340046977996476148e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 5.608991823739490901e-01 1.970538676197228830e-03 3.216381044771319283e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 7.624618881985674168e-01 -8.610027240943948302e-04 -1.881509082195970692e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 1.036457440524030327e+00 2.357496211975517808e-04 6.877059116111549611e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 1.408915045649939968e+00 -4.244690775336300336e-04 -1.652230295897593132e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 1.915217671509155561e+00 2.110298101552605336e-04 1.097574490693179318e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.539034586317788000e-02 2.603463381689461009e+00 -7.157124568553629692e-05 -5.013443748466363319e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 3.539034586317788000e-02 2.607303844714655913e-02 3.884938181866573774e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 4.810809282451224134e-02 4.894380112698326712e+01 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 6.539604343397804886e-02 -1.043057818816058718e-02 -2.891840985404209958e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 8.889652958014769568e-02 4.777263749471214599e-03 1.793236418950311373e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 1.208420656116956649e-01 3.025105673484829692e-03 1.530274514503401613e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 1.642674341762205836e-01 2.163293006480661654e-03 1.476074672409787751e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 2.232979864606629561e-01 6.071292068489297401e-03 5.583738513105167929e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 3.035415449656087006e-01 9.667355156733457465e-04 1.197505447834198972e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 4.126211390461415052e-01 -4.729906219702641472e-04 -7.880605019177089603e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 5.608991823739490901e-01 -1.987300079307994204e-03 -4.447908228535584862e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 7.624618881985674168e-01 -3.025890504733339077e-06 -9.067025550451180470e-07 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 1.036457440524030327e+00 -4.856299485240257166e-04 -1.942526951439644818e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 1.408915045649939968e+00 1.860019734444931278e-05 9.927774712306343665e-06 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 1.915217671509155561e+00 -8.017109002983935275e-04 -5.717653364279593961e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.810809282451224134e-02 2.603463381689461009e+00 2.013413008382248376e-04 1.933927896466226066e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 3.539034586317788000e-02 3.730069447958607454e-02 7.541766913555571781e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 4.810809282451224134e-02 -1.043057818816058718e-02 -2.891840985404209958e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 6.539604343397804886e-02 2.658093501513286228e+01 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 8.889652958014769568e-02 2.617276552314609997e-02 1.333127436144222007e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 1.208420656116956649e-01 6.273560798174962830e-03 4.306323255919093022e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 1.642674341762205836e-01 5.036909807032941347e-03 4.663595525881999819e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 2.232979864606629561e-01 2.508103519260848971e-03 3.130063329044123206e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 3.035415449656087006e-01 6.465548677232175285e-04 1.086773225590277766e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 4.126211390461415052e-01 8.353776870185222530e-04 1.888659304803492393e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 5.608991823739490901e-01 3.329429316551199385e-04 1.011173985924183904e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 7.624618881985674168e-01 -9.436138450474089944e-05 -3.836804369868357676e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 1.036457440524030327e+00 -2.537150544370485165e-04 -1.377119251092153308e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 1.408915045649939968e+00 2.357866048783252455e-05 1.707722147992778424e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 1.915217671509155561e+00 -1.296409644457121343e-04 -1.254602093665800979e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 6.539604343397804886e-02 2.603463381689461009e+00 2.286011091967049980e-04 2.979541657818709382e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 3.539034586317788000e-02 6.019335240284501287e-03 1.647771645793038914e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 4.810809282451224134e-02 4.777263749471214599e-03 1.793236418950311373e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 6.539604343397804886e-02 2.617276552314609997e-02 1.333127436144222007e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 8.889652958014769568e-02 1.450058897008068293e+01 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 1.208420656116956649e-01 1.038686517615455308e-02 9.653155810182786380e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 1.642674341762205836e-01 4.862330246817335444e-03 6.095277196722389103e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 2.232979864606629561e-01 2.375080550955792607e-03 4.013084606820311109e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 3.035415449656087006e-01 2.003376169696075623e-03 4.559196953713035038e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 4.126211390461415052e-01 2.371769343377455944e-04 7.259981407229607877e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 5.608991823739490901e-01 -6.072636960435756712e-04 -2.497041228825159099e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 7.624618881985674168e-01 -7.181593840518921015e-05 -3.953561483093688149e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 1.036457440524030327e+00 3.036625198887186712e-04 2.231561239596985063e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 1.408915045649939968e+00 -1.431782732527723146e-04 -1.404001294051765404e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 1.915217671509155561e+00 -1.166613177427540507e-04 -1.528561574910626054e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 8.889652958014769568e-02 2.603463381689461009e+00 5.253426326024598897e-05 9.270562374143653979e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 3.539034586317788000e-02 1.414723376219950528e-02 5.219038343496416703e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 4.810809282451224134e-02 3.025105673484829692e-03 1.530274514503401613e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 6.539604343397804886e-02 6.273560798174962830e-03 4.306323255919093022e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 8.889652958014769568e-02 1.038686517615455308e-02 9.653155810182786380e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 1.208420656116956649e-01 7.984444643407610620e+00 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 1.642674341762205836e-01 9.270132514422095571e-03 1.566049245956084622e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 2.232979864606629561e-01 2.412581437041865819e-03 5.493541612942587100e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 3.035415449656087006e-01 7.609295346919055843e-04 2.333677050929250222e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 4.126211390461415052e-01 5.891501744873641009e-04 2.430298013596006326e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 5.608991823739490901e-01 -1.787750967416915841e-04 -9.906628570962519185e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 7.624618881985674168e-01 4.925883491700995933e-04 3.654451958035149443e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 1.036457440524030327e+00 -1.294612236931031026e-05 -1.282117386558965999e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 1.408915045649939968e+00 -2.984618519513272217e-04 -3.944116014937121533e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 1.915217671509155561e+00 -2.515661415586589768e-05 -4.442001625787861364e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.208420656116956649e-01 2.603463381689461009e+00 1.120800161424721188e-05 2.665398095296835733e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 3.539034586317788000e-02 -3.604614276133809303e-03 -1.793667516007910754e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 4.810809282451224134e-02 2.163293006480661654e-03 1.476074672409787751e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 6.539604343397804886e-02 5.036909807032941347e-03 4.663595525881999819e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 8.889652958014769568e-02 4.862330246817335444e-03 6.095277196722389103e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 1.208420656116956649e-01 9.270132514422095571e-03 1.566049245956084622e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 1.642674341762205836e-01 4.388502407067828237e+00 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 2.232979864606629561e-01 6.601651221004661667e-03 2.027622954827968185e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 3.035415449656087006e-01 1.154872274195872534e-03 4.777431360421498046e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 4.126211390461415052e-01 1.285141275112592707e-03 7.150700362566663392e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 5.608991823739490901e-01 1.790390532329934575e-04 1.338230173636383957e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 7.624618881985674168e-01 3.875363934681830139e-04 3.878062475966242810e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 1.036457440524030327e+00 2.534287219978324378e-04 3.385385284230845219e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 1.408915045649939968e+00 1.365523845149419033e-04 2.434021032268533465e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 1.915217671509155561e+00 -8.659684758759694627e-05 -2.062494474068027512e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 1.642674341762205836e-01 2.603463381689461009e+00 -6.483846312888949157e-06 -2.079844169584803154e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 3.539034586317788000e-02 1.939007685211207189e-03 1.300509830041670419e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 4.810809282451224134e-02 6.071292068489297401e-03 5.583738513105167929e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 6.539604343397804886e-02 2.508103519260848971e-03 3.130063329044123206e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 8.889652958014769568e-02 2.375080550955792607e-03 4.013084606820311109e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 1.208420656116956649e-01 2.412581437041865819e-03 5.493541612942587100e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 1.642674341762205836e-01 6.601651221004661667e-03 2.027622954827968185e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 2.232979864606629561e-01 2.415540994909817663e+00 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 3.035415449656087006e-01 4.610801777917460792e-03 2.570916178088425864e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 4.126211390461415052e-01 1.553334524140185862e-03 1.164967117519734871e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 5.608991823739490901e-01 6.320363870480282757e-04 6.367604651401409174e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 7.624618881985674168e-01 4.751831079215298472e-04 6.409354101677355257e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 1.036457440524030327e+00 1.900837130466377558e-04 3.422536903140796526e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 1.408915045649939968e+00 2.895646760126349977e-04 6.956993278051919888e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 1.915217671509155561e+00 4.238177580352164365e-05 1.360569794418436148e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 2.232979864606629561e-01 2.603463381689461009e+00 5.722563174784635261e-05 2.474227587364096013e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 3.539034586317788000e-02 -1.488592790111482704e-03 -1.344732489038821224e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 4.810809282451224134e-02 9.667355156733457465e-04 1.197505447834198972e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 6.539604343397804886e-02 6.465548677232175285e-04 1.086773225590277766e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 8.889652958014769568e-02 2.003376169696075623e-03 4.559196953713035038e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 1.208420656116956649e-01 7.609295346919055843e-04 2.333677050929250222e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 1.642674341762205836e-01 1.154872274195872534e-03 4.777431360421498046e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 2.232979864606629561e-01 4.610801777917460792e-03 2.570916178088425864e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 3.035415449656087006e-01 1.331565876427191375e+00 1.000000000000000000e+00 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 4.126211390461415052e-01 3.734907297742775731e-03 3.772718283182030768e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 5.608991823739490901e-01 1.429116724849891938e-03 1.939222265402445024e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 7.624618881985674168e-01 7.084776694661689160e-04 1.287079331314626776e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 1.036457440524030327e+00 6.001630205553452066e-04 1.455453527501631783e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 1.408915045649939968e+00 3.706693446748561050e-04 1.199467680453165453e-03 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 1.915217671509155561e+00 -5.126252390384353051e-05 -2.216498990295453673e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 3.035415449656087006e-01 2.603463381689461009e+00 3.971150521492359338e-05 2.312550767208666465e-04 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.126211390461415052e-01 3.539034586317788000e-02 -6.040899993407530897e-04 -7.340046977996476148e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.126211390461415052e-01 4.810809282451224134e-02 -4.729906219702641472e-04 -7.880605019177089603e-05 9.708287439144076547e-01
1.030000000000000071e+01 1.030000000000000071e+01 4.126211390461415052e-01 6.539604343397804886e-02 8.353776870185222530e-04 1.888659304803492393e-04 9.708287439144076547e-01
