project_code,legacy_id,obs_id,sci_prod_locator,pi,coIs,instrument_name,vla_configuration,obs_band,obs_start,obs_stop,proj_start,proj_stop,num_antennas,num_scans,dataproduct_type,data_rights,access_estsize,obs_release_date,cal_status,eb_id,distance_from_query,mjd_start,mjd_stop
AF340,AF340,AF340_1_51019.21064_51019.24987.exp,uid://VLA/execblock/530bb22c-7ad6-4ca5-b918-a09fce3414ac,C. Fassnacht,,VLA,B,"[""X""]",1998-07-25T05:03:19.002Z,1998-07-25T05:59:49.001Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7481344,1999-10-19T01:20:49.001Z,Do Not Calibrate,209759,5.048531e-06,51019.210637,51019.249873
AF340,AF340,AF340_1_51022.20253_51022.24177.exp,uid://VLA/execblock/9a7bb10b-c1f2-4f9f-9b0d-97cad3d52d00,C. Fassnacht,,VLA,B,"[""X""]",1998-07-28T04:51:38.998Z,1998-07-28T05:48:08.997Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7481344,1999-10-19T01:20:49.001Z,Do Not Calibrate,213577,5.048531e-06,51022.202535,51022.241771
AF340,AF340,AF340_1_51025.12672_51025.17117.exp,uid://VLA/execblock/47fa0d2a-6c2e-4b41-af20-dcf7b0e6ab67,C. Fassnacht,,VLA,B,"[""X""]",1998-07-31T03:02:28.996Z,1998-07-31T04:06:29.001Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,8572928,1999-10-19T01:20:49.001Z,Do Not Calibrate,208823,5.048531e-06,51025.126724,51025.171169
AF340,AF340,AF340_1_51028.18413_51028.22534.exp,uid://VLA/execblock/eeb453d5-3669-453d-a256-d0ef28878018,C. Fassnacht,,VLA,B,"[""X""]",1998-08-03T04:25:08.996Z,1998-08-03T05:24:28.995Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7907328,1999-10-19T01:20:49.001Z,Do Not Calibrate,205256,5.048531e-06,51028.184132,51028.225336
AF340,AF340,AF340_1_51031.13656_51031.17510.exp,uid://VLA/execblock/584fbb2c-0727-48fd-b269-0c92d24444d7,C. Fassnacht,,VLA,B,"[""X""]",1998-08-06T03:16:39Z,1998-08-06T04:12:09.002Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,7294976,1999-10-19T01:20:49.001Z,Do Not Calibrate,213413,5.048531e-06,51031.136563,51031.175104
AF340,AF340,AF340_1_51034.16978_51034.20890.exp,uid://VLA/execblock/175459b2-18e9-4bf4-bfe1-0a347effe229,C. Fassnacht,,VLA,B,"[""X""]",1998-08-09T04:04:29Z,1998-08-09T05:00:49.003Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7454720,1999-10-19T01:20:49.001Z,Do Not Calibrate,207874,5.048531e-06,51034.16978,51034.2089
AF340,AF340,AF340_1_51040.15334_51040.19258.exp,uid://VLA/execblock/8eb6cd6e-c2f1-4fea-8ed6-0841dc02eb4f,C. Fassnacht,,VLA,B,"[""X""]",1998-08-15T03:40:48.999Z,1998-08-15T04:37:18.998Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7454720,1999-10-19T01:20:49.001Z,Do Not Calibrate,203890,5.048531e-06,51040.153345,51040.192581
AF340,AF340,AF340_1_51044.14247_51044.16087.exp,uid://VLA/execblock/473a5dbb-e772-4e18-a1a0-255a0e71556a,C. Fassnacht,,VLA,B,"[""X""]",1998-08-19T03:25:09.001Z,1998-08-19T03:51:39.003Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,11,visibility,PUBLIC,3354624,1999-10-19T01:20:49.001Z,Do Not Calibrate,208372,5.048531e-06,51044.142465,51044.160868
AF340,AF340,AF340_1_51045.94791_51045.98911.exp,uid://VLA/execblock/cb3c97ab-b6e0-4572-a59a-7fefef1a3884,C. Fassnacht,,VLA,B,"[""X""]",1998-08-20T22:44:59Z,1998-08-20T23:44:19Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,8120320,1999-10-19T01:20:49.001Z,Do Not Calibrate,213244,5.048531e-06,51045.947905,51045.989109
AF340,AF340,AF340_1_51049.04524_51049.08459.exp,uid://VLA/execblock/30d29b71-05e2-45cd-b367-1079cb57d609,C. Fassnacht,,VLA,B,"[""X""]",1998-08-24T01:05:09.003Z,1998-08-24T02:01:48.999Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,7694336,1999-10-19T01:20:49.001Z,Do Not Calibrate,206321,5.048531e-06,51049.045243,51049.084595
AF340,AF340,AF340_1_51050.95346_51050.99628.exp,uid://VLA/execblock/c5299d42-8e4a-4f15-8835-527ecc9743c9,C. Fassnacht,,VLA,B,"[""X""]",1998-08-25T22:52:58.995Z,1998-08-25T23:54:38.998Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,8439808,1999-10-19T01:20:49.001Z,Do Not Calibrate,212538,5.048531e-06,51050.953461,51050.996285
AF340,AF340,AF340_1_51053.09976_51053.17777.exp,uid://VLA/execblock/5d9c9845-32df-434c-a019-73f50cded367,C. Fassnacht,,VLA,B,"[""X""]",1998-08-28T02:23:38.996Z,1998-08-28T04:15:58.999Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,38,visibility,PUBLIC,14962688,1999-10-19T01:20:49.001Z,Do Not Calibrate,212467,5.048531e-06,51053.099757,51053.177766
AF340,AF340,AF340_1_51056.10844_51056.14953.exp,uid://VLA/execblock/0d39cdea-1fc0-414c-b3b7-9d1010308d93,C. Fassnacht,,VLA,B,"[""X""]",1998-08-31T02:36:08.999Z,1998-08-31T03:35:19.003Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,21,visibility,PUBLIC,7933952,1999-10-19T01:20:49.001Z,Do Not Calibrate,203707,5.048531e-06,51056.108437,51056.149525
AF340,AF340,AF340_1_51059.14339_51059.18205.exp,uid://VLA/execblock/d41242b4-bfb8-4a9c-bb04-aeba893279de,C. Fassnacht,,VLA,B,"[""X""]",1998-09-03T03:26:28.999Z,1998-09-03T04:22:08.999Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7561216,1999-10-19T01:20:49.001Z,Do Not Calibrate,205805,5.048531e-06,51059.143391,51059.182049
AF340,AF340,AF340_1_51063.09050_51063.12973.exp,uid://VLA/execblock/854c5579-b9e6-4438-8e1c-f6cc4cd41ee7,C. Fassnacht,,VLA,B,"[""X""]",1998-09-07T02:10:19.001Z,1998-09-07T03:06:49Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7428096,1999-10-19T01:20:49.001Z,Do Not Calibrate,210303,5.048531e-06,51063.090498,51063.129734
AF340,AF340,AF340_1_51066.14443_51066.18378.exp,uid://VLA/execblock/9ca207a3-9755-42b4-ba91-0dcd08a3c028,C. Fassnacht,,VLA,B,"[""X""]",1998-09-10T03:27:59.002Z,1998-09-10T04:24:38.998Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7800832,1999-10-19T01:20:49.001Z,Do Not Calibrate,213506,5.048531e-06,51066.144433,51066.183785
AF340,AF340,AF340_1_51070.07140_51070.11064.exp,uid://VLA/execblock/07bd3266-82bc-4046-afbf-bef511437659,C. Fassnacht,,VLA,B,"[""X""]",1998-09-14T01:42:49.003Z,1998-09-14T02:39:19.002Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7454720,1999-10-19T01:20:49.001Z,Do Not Calibrate,207475,5.048531e-06,51070.0714,51070.110637
AF340,AF340,AF340_1_51076.05392_51076.11469.exp,uid://VLA/execblock/4fa9c1c1-f2d4-4ad8-9364-244e6f1167e0,C. Fassnacht,,VLA,B,"[""X""]",1998-09-20T01:17:38.999Z,1998-09-20T02:45:09Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,28,visibility,PUBLIC,11954176,1999-10-19T01:20:49.001Z,Do Not Calibrate,210171,5.048531e-06,51076.053924,51076.114687
AF340,AF340,AF340_1_51080.91596_51080.95578.exp,uid://VLA/execblock/b25fd4fe-3d23-4083-99d4-1e01a2485c36,C. Fassnacht,,VLA,B,"[""X""]",1998-09-24T21:58:58.995Z,1998-09-24T22:56:19.003Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,7614464,1999-10-19T01:20:49.001Z,Do Not Calibrate,207794,5.048531e-06,51080.915961,51080.955775
AF340,AF340,AF340_1_51084.84281_51084.88251.exp,uid://VLA/execblock/659487dd-4ce5-4bb2-91b3-ce799c47a22b,C. Fassnacht,,VLA,B,"[""X""]",1998-09-28T20:13:38.999Z,1998-09-28T21:10:49.002Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7720960,1999-10-19T01:20:49.001Z,Do Not Calibrate,205913,5.048531e-06,51084.842812,51084.882512
AF340,AF340,AF340_1_51087.95844_51087.99895.exp,uid://VLA/execblock/03e4ebed-7540-43d9-b911-d5f8b0c37d6e,C. Fassnacht,,VLA,B,"[""X""]",1998-10-01T23:00:09Z,1998-10-01T23:58:29.003Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7774208,1999-10-19T01:20:49.001Z,Do Not Calibrate,209889,5.048531e-06,51087.958437,51087.998947
AF340,AF340,AF340_1_51089.95334_51089.99351.exp,uid://VLA/execblock/2066aae1-dfdc-4172-8bf2-bf57b15db557,C. Fassnacht,,VLA,B,"[""X""]",1998-10-03T22:52:48.999Z,1998-10-03T23:50:38.996Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7694336,1999-10-19T01:20:49.001Z,Do Not Calibrate,207191,5.048531e-06,51089.953345,51089.993507
AF340,AF340,AF340_1_51092.92383_51092.96434.exp,uid://VLA/execblock/5de2cb8e-4492-4492-965f-8087a6e8d3ae,C. Fassnacht,,VLA,B,"[""X""]",1998-10-06T22:10:18.998Z,1998-10-06T23:08:39.001Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,7907328,1999-10-19T01:20:49.001Z,Do Not Calibrate,202783,5.048531e-06,51092.923831,51092.96434
AF340,AF340,AF340_1_51097.08066_51097.11990.exp,uid://VLA/execblock/98627ef6-7ceb-4ac9-89b5-48ce20c63fec,C. Fassnacht,,VLA,B,"[""X""]",1998-10-11T01:56:08.998Z,1998-10-11T02:52:38.997Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7880704,1999-10-19T01:20:49.001Z,Do Not Calibrate,210244,5.048531e-06,51097.08066,51097.119896
AF340,AF340,AF340_1_51100.05172_51100.09084.exp,uid://VLA/execblock/4ec66782-cea8-4fba-a43e-7c6b39855be9,C. Fassnacht,,VLA,B,"[""X""]",1998-10-14T01:14:28.996Z,1998-10-14T02:10:48.999Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7694336,1999-10-19T01:20:49.001Z,Do Not Calibrate,207128,5.048531e-06,51100.051724,51100.090845
AF340,AF340,AF340_1_51101.96052_51102.00219.exp,uid://VLA/execblock/ee097cf4-b88c-40ec-bad2-ef989e4b65e1,C. Fassnacht,,VLA,B,"[""X""]",1998-10-15T23:03:08.997Z,1998-10-16T00:03:08.999Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,19,visibility,PUBLIC,7987200,1999-10-19T01:20:49.001Z,Do Not Calibrate,206685,5.048531e-06,51101.960521,51102.002187
AF340,AF340,AF340_1_51105.01654_51105.05612.exp,uid://VLA/execblock/c78f8502-2197-41a4-a77e-f40bfaaa10aa,C. Fassnacht,,VLA,B->CnB,"[""X""]",1998-10-19T00:23:49.004Z,1998-10-19T01:20:49.001Z,1998-06-11T03:27:48.997Z,1998-10-19T01:20:49.001Z,0,20,visibility,PUBLIC,7747584,1999-10-19T01:20:49.001Z,Do Not Calibrate,202817,5.048531e-06,51105.016539,51105.056123
AF377,AF377,AF377_1_51830.96948_51830.98586.exp,uid://VLA/execblock/e6a0101a-afee-4f53-914a-cfb9958115ae,C. Fassnacht,,VLA,A,"[""C"",""X""]",2000-10-13T23:16:03.002Z,2000-10-13T23:39:38.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,10,visibility,PUBLIC,5990400,2002-05-29T11:42:37.998Z,Do Not Calibrate,205431,1.060124e-05,51830.969479,51830.985856
AF377,AF377,AF377_1_51835.04112_51835.05791.exp,uid://VLA/execblock/017d6623-2186-47d1-a2d8-6756ead96564,C. Fassnacht,,VLA,A,"[""C"",""X""]",2000-10-18T00:59:13.001Z,2000-10-18T01:23:23Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,10,visibility,PUBLIC,6043648,2002-05-29T11:42:37.998Z,Do Not Calibrate,209177,1.060124e-05,51835.041123,51835.057905
AF377,AF377,AF377_1_51837.97226_51838.00814.exp,uid://VLA/execblock/9de7c6a0-5337-4699-a709-fbc446f558fa,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-10-20T23:20:02.996Z,2000-10-21T00:11:43.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12566528,2002-05-29T11:42:37.998Z,Do Not Calibrate,206946,1.060124e-05,51837.972257,51838.008137
AF377,AF377,AF377_1_51841.98071_51842.01809.exp,uid://VLA/execblock/a0c16c16-14d1-4f8b-8195-31f53c2cec0d,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-10-24T23:32:12.998Z,2000-10-25T00:26:03.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13391872,2002-05-29T11:42:37.998Z,Do Not Calibrate,206832,1.060124e-05,51841.980706,51842.01809
AF377,AF377,AF377_1_51846.05316_51846.11103.exp,uid://VLA/execblock/21d269d9-0062-4f7e-97b6-d81e2febd8d1,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-10-29T01:16:32.998Z,2000-10-29T02:39:53Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,30,visibility,PUBLIC,20527104,2002-05-29T11:42:37.998Z,Do Not Calibrate,202852,1.060124e-05,51846.05316,51846.11103
AF377,AF377,AF377_1_51848.95779_51848.99888.exp,uid://VLA/execblock/f5ea8042-8222-401d-b611-74a590cdb969,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-10-31T22:59:13.004Z,2000-10-31T23:58:22.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,22,visibility,PUBLIC,15015936,2002-05-29T11:42:37.998Z,Do Not Calibrate,207451,1.060124e-05,51848.957789,51848.998877
AF377,AF377,AF377_1_51850.99355_51851.03499.exp,uid://VLA/execblock/dfe10bbc-f741-4c9a-947a-54e90b201103,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-11-02T23:50:42.996Z,2000-11-03T00:50:22.997Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,15122432,2002-05-29T11:42:37.998Z,Do Not Calibrate,213590,1.060124e-05,51850.993553,51851.034988
AF377,AF377,AF377_1_51854.84216_51854.87862.exp,uid://VLA/execblock/d9be55c2-34b5-47d4-afe7-3c3297b76819,C. Fassnacht,,VLA,A,"[""X"",""KU""]",2000-11-06T20:12:43.004Z,2000-11-06T21:05:13.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,19,visibility,PUBLIC,12167168,2002-05-29T11:42:37.998Z,Do Not Calibrate,212029,1.060124e-05,51854.842164,51854.878623
AF377,AF377,AF377_1_51857.87214_51857.93279.exp,uid://VLA/execblock/9f6f0a87-3f92-4c5a-9928-3c675f77be18,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-11-09T20:55:52.999Z,2000-11-09T22:23:13.004Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,31,visibility,PUBLIC,22097920,2002-05-29T11:42:37.998Z,Do Not Calibrate,208385,1.060124e-05,51857.872141,51857.932789
AF377,AF377,AF377_1_51865.00108_51865.05918.exp,uid://VLA/execblock/8811ef54-4808-4449-b161-950e8d2b5b96,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-11-17T00:01:33Z,2000-11-17T01:25:12.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,32,visibility,PUBLIC,18743296,2002-05-29T11:42:37.998Z,Do Not Calibrate,211621,1.060124e-05,51865.001076,51865.059178
AF377,AF377,AF377_1_51868.86219_51868.90287.exp,uid://VLA/execblock/d1eb9f03-28d5-4313-a8cc-f4de81bb3602,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-11-20T20:41:33Z,2000-11-20T21:40:08.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,14669824,2002-05-29T11:42:37.998Z,Do Not Calibrate,208200,1.060124e-05,51868.862188,51868.90287
AF377,AF377,AF377_1_51872.87631_51872.91265.exp,uid://VLA/execblock/dea1bb91-ae9e-412a-a383-8e29d3178057,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-11-24T21:01:53.002Z,2000-11-24T21:54:13.003Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12779520,2002-05-29T11:42:37.998Z,Do Not Calibrate,212106,1.060124e-05,51872.876308,51872.91265
AF377,AF377,AF377_1_51875.90918_51875.94598.exp,uid://VLA/execblock/e101e9ce-4416-452e-98e9-1f287ab4c41e,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-11-27T21:49:12.996Z,2000-11-27T22:42:13Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13019136,2002-05-29T11:42:37.998Z,Do Not Calibrate,203548,1.060124e-05,51875.909178,51875.945984
AF377,AF377,AF377_1_51878.79610_51878.83395.exp,uid://VLA/execblock/f285123b-77a9-4790-ae0f-1fb70129c5da,C. Fassnacht,,VLA,A,"[""X"",""KU""]",2000-11-30T19:06:22.996Z,2000-11-30T20:00:53.003Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,20,visibility,PUBLIC,13871104,2002-05-29T11:42:37.998Z,Do Not Calibrate,210138,1.060124e-05,51878.796099,51878.833947
AF377,AF377,AF377_1_51881.93464_51881.97116.exp,uid://VLA/execblock/871e09ac-c0eb-4b7f-8917-8a4c43038b8e,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-03T22:25:52.999Z,2000-12-03T23:18:27.999Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,11821056,2002-05-29T11:42:37.998Z,Do Not Calibrate,206403,1.060124e-05,51881.934641,51881.971157
AF377,AF377,AF377_1_51887.77075_51887.80924.exp,uid://VLA/execblock/70465e2a-7cc7-4931-9d25-bc58a9eecc8a,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-09T18:29:52.998Z,2000-12-09T19:25:17.999Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,16,visibility,PUBLIC,14510080,2002-05-29T11:42:37.998Z,Do Not Calibrate,208368,1.060124e-05,51887.770752,51887.809236
AF377,AF377,AF377_1_51892.78082_51892.81653.exp,uid://VLA/execblock/bdcd1224-59b6-4c3f-be28-4e153cbe56b4,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-14T18:44:23.003Z,2000-12-14T19:35:48.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12486656,2002-05-29T11:42:37.998Z,Do Not Calibrate,210973,1.060124e-05,51892.780822,51892.816528
AF377,AF377,AF377_1_51893.83997_51893.86213.exp,uid://VLA/execblock/72ffad3b-03e8-4538-a3ae-f637c1b2e7f4,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-15T20:09:33.001Z,2000-12-15T20:41:27.997Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,12,visibility,PUBLIC,7004160,2002-05-29T11:42:37.998Z,Do Not Calibrate,210279,1.060124e-05,51893.839965,51893.86213
AF377,AF377,AF377_1_51896.91103_51896.95090.exp,uid://VLA/execblock/5eb197f4-3156-44ca-8092-b6eae0161d31,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-18T21:51:53Z,2000-12-18T22:49:18.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,22,visibility,PUBLIC,13455360,2002-05-29T11:42:37.998Z,Do Not Calibrate,206674,1.060124e-05,51896.91103,51896.950903
AF377,AF377,AF377_1_51900.83997_51900.89847.exp,uid://VLA/execblock/02e29684-411d-4a57-85fb-cba9c981601e,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-22T20:09:33.001Z,2000-12-22T21:33:47.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,22577152,2002-05-29T11:42:37.998Z,Do Not Calibrate,206179,1.060124e-05,51900.839965,51900.898472
AF377,AF377,AF377_1_51902.79193_51902.85160.exp,uid://VLA/execblock/78aef584-1b3f-42b4-9365-3d0736fc0677,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-24T19:00:23.002Z,2000-12-24T20:26:17.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,23216128,2002-05-29T11:42:37.998Z,Do Not Calibrate,213136,1.060124e-05,51902.791933,51902.851597
AF377,AF377,AF377_1_51907.77897_51907.81711.exp,uid://VLA/execblock/9e8629ec-c0cc-4486-bfc3-f97bd04dbd4c,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2000-12-29T18:41:42.999Z,2000-12-29T19:36:38.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13604864,2002-05-29T11:42:37.998Z,Do Not Calibrate,203696,1.060124e-05,51907.77897,51907.817106
AF377,AF377,AF377_1_51911.79066_51911.82694.exp,uid://VLA/execblock/73675ed8-9f61-4acd-881a-68a1b73505e8,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2001-01-02T18:58:32.998Z,2001-01-02T19:50:47.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,12779520,2002-05-29T11:42:37.998Z,Do Not Calibrate,224646,1.060124e-05,51911.79066,51911.826944
AF377,AF377,AF377_1_51913.78522_51913.82150.exp,uid://VLA/execblock/b15577b5-393f-4351-85fa-96fd9603c847,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2001-01-04T18:50:42.999Z,2001-01-04T19:42:57.997Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,22,visibility,PUBLIC,11757568,2002-05-29T11:42:37.998Z,Do Not Calibrate,217975,1.060124e-05,51913.78522,51913.821505
AF377,AF377,AF377_1_51916.73186_51916.79251.exp,uid://VLA/execblock/9003277c-f027-4df1-a926-577ee2d5e28b,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2001-01-07T17:33:52.997Z,2001-01-07T19:01:13.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,23242752,2002-05-29T11:42:37.998Z,Do Not Calibrate,222418,1.060124e-05,51916.731863,51916.792512
AF377,AF377,AF377_1_51920.74309_51920.78146.exp,uid://VLA/execblock/e74d147e-c70f-4b95-bc75-d9a9dd10e825,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2001-01-11T17:50:03.001Z,2001-01-11T18:45:17.997Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13764608,2002-05-29T11:42:37.998Z,Do Not Calibrate,224282,1.060124e-05,51920.74309,51920.781458
AF377,AF377,AF377_1_51921.82446_51921.86190.exp,uid://VLA/execblock/8b838821-fa6b-4c73-8203-6e236f474969,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2001-01-12T19:47:12.998Z,2001-01-12T20:41:07.995Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13205504,2002-05-29T11:42:37.998Z,Do Not Calibrate,222980,1.060124e-05,51921.824456,51921.861898
AF377,AF377,AF377_1_51929.71809_51929.75698.exp,uid://VLA/execblock/073bddd2-e735-4c5a-abca-11004cbc1b79,C. Fassnacht,,VLA,A,"[""C"",""X"",""KU""]",2001-01-20T17:14:03.001Z,2001-01-20T18:10:03.002Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13924352,2002-05-29T11:42:37.998Z,Do Not Calibrate,216230,1.060124e-05,51929.71809,51929.756979
AF377,AF377,AF377_1_51932.62457_51932.66566.exp,uid://VLA/execblock/c8ef5f5c-63ef-4380-ba6b-6223e454e381,C. Fassnacht,,VLA,A->BnA,"[""X"",""KU""]",2001-01-23T14:59:23.003Z,2001-01-23T15:58:32.998Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,15,visibility,PUBLIC,15734784,2002-05-29T11:42:37.998Z,Do Not Calibrate,222080,1.060124e-05,51932.624572,51932.66566
AF377,AF377,AF377_1_51934.74506_51934.78487.exp,uid://VLA/execblock/97390431-743d-4b76-b5ac-a83d5ccd9fc4,C. Fassnacht,,VLA,A->BnA,"[""C"",""X"",""KU""]",2001-01-25T17:52:53.002Z,2001-01-25T18:50:13.001Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13246464,2002-05-29T11:42:37.998Z,Do Not Calibrate,224576,1.060124e-05,51934.745058,51934.784873
AF377,AF377,AF377_1_51935.66080_51935.69911.exp,uid://VLA/execblock/76e524ce-e805-4179-b3f9-fe2da105e8d7,C. Fassnacht,,VLA,A->BnA,"[""C"",""X"",""KU""]",2001-01-26T15:51:32.999Z,2001-01-26T16:46:43Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,13737984,2002-05-29T11:42:37.998Z,Do Not Calibrate,214381,1.060124e-05,51935.660799,51935.699109
AF377,AF377,AF377_1_51939.77550_51939.83360.exp,uid://VLA/execblock/0e83a4b4-5082-4186-b178-6e08a0beb979,C. Fassnacht,,VLA,A->BnA,"[""C"",""X"",""KU""]",2001-01-30T18:36:43.001Z,2001-01-30T20:00:22.996Z,2000-10-08T15:04:23.001Z,2001-05-29T11:42:37.998Z,0,21,visibility,PUBLIC,22497280,2002-05-29T11:42:37.998Z,Do Not Calibrate,225243,1.060124e-05,51939.775498,51939.833599
