project_code,legacy_id,obs_id,sci_prod_locator,pi,coIs,instrument_name,vla_configuration,obs_band,obs_start,obs_stop,proj_start,proj_stop,num_antennas,num_scans,dataproduct_type,data_rights,access_estsize,obs_release_date,cal_status,eb_id,distance_from_query,mjd_start,mjd_stop
AB922,AB922,AB922_1_51452.04542_51452.14813.exp,uid://VLA/execblock/a329c349-2486-4037-aca3-042fdff3de7b,I. Browne,,VLA,A->BnA,"[""X"",""C"",""L""]",1999-10-01T01:05:24.668Z,1999-10-01T03:33:17.999Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,62,visibility,PUBLIC,57348096,2001-02-13T17:34:41.329Z,Do Not Calibrate,207971,1.060124e-05,51452.045424,51452.148125
AB922,AB922,AB922_1_51452.93906_51453.02077.exp,uid://VLA/execblock/4237bfde-80b7-4283-9841-16e7359ece95,I. Browne,,VLA,A->BnA,"[""X"",""C"",""L""]",1999-10-01T22:32:14.663Z,1999-10-02T00:29:54.666Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,47,visibility,PUBLIC,30375936,2001-02-13T17:34:41.329Z,Do Not Calibrate,203334,1.060124e-05,51452.939059,51453.020772
AB922,AB922,AB922_1_51455.92853_51456.01255.exp,uid://VLA/execblock/0554291d-ce18-453a-80b6-d95569e430e4,I. Browne,,VLA,BnA,"[""X"",""C"",""L""]",1999-10-04T22:17:04.663Z,1999-10-05T00:18:04.665Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,48,visibility,PUBLIC,45240320,2001-02-13T17:34:41.329Z,Do Not Calibrate,202435,1.060124e-05,51455.928526,51456.012554
AB922,AB922,AB922_1_51458.67436_51458.75503.exp,uid://VLA/execblock/be853e1e-d23d-4b8d-8741-74fd7b2b239c,I. Browne,,VLA,BnA,"[""X"",""C"",""L""]",1999-10-07T16:11:04.669Z,1999-10-07T18:07:14.669Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,48,visibility,PUBLIC,44967936,2001-02-13T17:34:41.329Z,Do Not Calibrate,209534,1.060124e-05,51458.67436,51458.755031
AB922,AB922,AB922_1_51463.92841_51464.01155.exp,uid://VLA/execblock/a4da85ad-0f13-49dc-9974-f11a9448943d,I. Browne,,VLA,BnA,"[""X"",""C"",""L""]",1999-10-12T22:16:54.667Z,1999-10-13T00:16:37.997Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,47,visibility,PUBLIC,44967936,2001-02-13T17:34:41.329Z,Do Not Calibrate,203695,1.060124e-05,51463.92841,51464.011551
AB922,AB922,AB922_1_51465.96626_51466.06842.exp,uid://VLA/execblock/a00a3cc7-3e6a-4912-80ee-b72d1ca53655,I. Browne,,VLA,BnA,"[""X"",""C"",""L""]",1999-10-14T23:11:24.665Z,1999-10-15T01:38:31.332Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,59,visibility,PUBLIC,55937024,2001-02-13T17:34:41.329Z,Do Not Calibrate,207327,1.060124e-05,51465.966258,51466.068418
AB922,AB922,AB922_1_51469.70561_51469.78728.exp,uid://VLA/execblock/d0a6cc4d-d34f-4164-8e79-cb8ba1d5132b,I. Browne,,VLA,BnA,"[""X"",""C"",""L""]",1999-10-18T16:56:04.669Z,1999-10-18T18:53:41.337Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,48,visibility,PUBLIC,42811392,2001-02-13T17:34:41.329Z,Do Not Calibrate,212961,1.060124e-05,51469.70561,51469.787284
AB922,AB922,AB922_1_51472.71811_51472.79990.exp,uid://VLA/execblock/aaf39d01-74e7-4299-8a09-796673eab7d0,I. Browne,,VLA,BnA,"[""X"",""C"",""L""]",1999-10-21T17:14:04.669Z,1999-10-21T19:11:51.334Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,47,visibility,PUBLIC,42571776,2001-02-13T17:34:41.329Z,Do Not Calibrate,207760,1.060124e-05,51472.71811,51472.7999
AB922,AB922,AB922_1_51475.79346_51475.87490.exp,uid://VLA/execblock/8965da8c-e5b1-4ba1-b094-87971dc13905,I. Browne,,VLA,BnA,"[""X"",""C"",""L""]",1999-10-24T19:02:34.667Z,1999-10-24T20:59:51.334Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,48,visibility,PUBLIC,43077632,2001-02-13T17:34:41.329Z,Do Not Calibrate,213467,1.060124e-05,51475.793457,51475.8749
AB922,AB922,AB922_1_51480.61406_51480.69496.exp,uid://VLA/execblock/f16b5793-c3a7-4f34-8381-46a271ce642f,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-10-29T14:44:14.663Z,1999-10-29T16:40:44.664Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,56,visibility,PUBLIC,44595200,2001-02-13T17:34:41.329Z,Do Not Calibrate,210362,1.060124e-05,51480.614059,51480.694961
AB922,AB922,AB922_1_51483.96059_51484.01919.exp,uid://VLA/execblock/d2c8c825-7324-4c25-b5a1-cd17e6388ad1,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-01T23:03:14.664Z,1999-11-02T00:27:37.998Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,39,visibility,PUBLIC,29466624,2001-02-13T17:34:41.329Z,Do Not Calibrate,208093,1.060124e-05,51483.960586,51484.01919
AB922,AB922,AB922_1_51487.93073_51488.00835.exp,uid://VLA/execblock/697ee859-a5ed-4ec3-9af3-51ffc92777db,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-05T22:20:14.665Z,1999-11-06T00:12:01.336Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,48,visibility,PUBLIC,40308736,2001-02-13T17:34:41.329Z,Do Not Calibrate,202295,1.060124e-05,51487.930725,51488.008349
AB922,AB922,AB922_1_51490.92251_51491.00009.exp,uid://VLA/execblock/58c1b473-d1fc-4a90-b3a2-8627e62d351c,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-08T22:08:24.665Z,1999-11-09T00:00:08Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,48,visibility,PUBLIC,40628224,2001-02-13T17:34:41.329Z,Do Not Calibrate,209838,1.060124e-05,51490.922508,51491.000093
AB922,AB922,AB922_1_51493.68246_51493.74261.exp,uid://VLA/execblock/76099d52-29b7-48fa-abd4-10d58d330523,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-11T16:22:44.664Z,1999-11-11T17:49:21.331Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,38,visibility,PUBLIC,30617600,2001-02-13T17:34:41.329Z,Do Not Calibrate,211133,1.060124e-05,51493.682461,51493.742608
AB922,AB922,AB922_1_51493.82598_51493.86722.exp,uid://VLA/execblock/a63fc478-2d8e-450f-8144-99cbdce66f20,I. Browne,,VLA,B,"[""X"",""L"",""C""]",1999-11-11T19:49:24.663Z,1999-11-11T20:48:47.998Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,26,visibility,PUBLIC,22390784,2001-02-13T17:34:41.329Z,Do Not Calibrate,207635,1.060124e-05,51493.82598,51493.867222
AB922,AB922,AB922_1_51495.82332_51495.87289.exp,uid://VLA/execblock/03a687cb-0437-4917-bcf8-030c87042ae1,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-13T19:45:34.666Z,1999-11-13T20:56:57.998Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,31,visibility,PUBLIC,27023360,2001-02-13T17:34:41.329Z,Do Not Calibrate,207132,1.060124e-05,51495.823318,51495.872893
AB922,AB922,AB922_1_51499.93964_51500.01715.exp,uid://VLA/execblock/f972978d-2928-417a-9fe9-9f2060fd2392,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-17T22:33:04.662Z,1999-11-18T00:24:41.336Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,47,visibility,PUBLIC,32778240,2001-02-13T17:34:41.329Z,Do Not Calibrate,203586,1.060124e-05,51499.939637,51500.017145
AB922,AB922,AB922_1_51502.86880_51502.94666.exp,uid://VLA/execblock/e3b6d250-192c-4b7e-9631-4bc5181dc4f4,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-20T20:51:04.665Z,1999-11-20T22:43:11.337Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,47,visibility,PUBLIC,37355520,2001-02-13T17:34:41.329Z,Do Not Calibrate,204607,1.060124e-05,51502.868804,51502.946659
AB922,AB922,AB922_1_51505.98431_51506.06309.exp,uid://VLA/execblock/4da42bab-f9e3-4db1-a8fa-6ff9f5e44753,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-23T23:37:24.669Z,1999-11-24T01:30:51.330Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,44515328,2001-02-13T17:34:41.329Z,Do Not Calibrate,206819,1.060124e-05,51505.984313,51506.063094
AB922,AB922,AB922_1_51508.91568_51508.99249.exp,uid://VLA/execblock/6a3ffe5c-79ff-40be-a181-e4b91352e751,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-26T21:58:34.665Z,1999-11-26T23:49:11.334Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,36874240,2001-02-13T17:34:41.329Z,Do Not Calibrate,208537,1.060124e-05,51508.915679,51508.992492
AB922,AB922,AB922_1_51510.86753_51510.94627.exp,uid://VLA/execblock/0cfdd647-9d3d-45f9-953a-2dff0a14e604,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-11-28T20:49:14.669Z,1999-11-28T22:42:37.995Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,49,visibility,PUBLIC,44515328,2001-02-13T17:34:41.329Z,Do Not Calibrate,210698,1.060124e-05,51510.867531,51510.946273
AB922,AB922,AB922_1_51515.99832_51516.03559.exp,uid://VLA/execblock/05ffb0a5-b578-44a4-9432-e318d1b0db8d,I. Browne,,VLA,B,"[""X""]",1999-12-03T23:57:34.666Z,1999-12-04T00:51:14.664Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,20,visibility,PUBLIC,19009536,2001-02-13T17:34:41.329Z,Do Not Calibrate,209557,1.060124e-05,51515.998318,51516.035586
AB922,AB922,AB922_1_51522.83547_51522.91255.exp,uid://VLA/execblock/50e1c9e2-ce10-4fa2-90b1-cac3caf983b3,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-12-10T20:03:04.668Z,1999-12-10T21:54:04.665Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,47,visibility,PUBLIC,36618240,2001-02-13T17:34:41.329Z,Do Not Calibrate,204917,1.060124e-05,51522.835471,51522.912554
AB922,AB922,AB922_1_51525.65978_51525.73813.exp,uid://VLA/execblock/3a5ab051-4ca9-4287-abca-1db92d4ed49b,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-12-13T15:50:04.663Z,1999-12-13T17:42:54.665Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,49,visibility,PUBLIC,40921088,2001-02-13T17:34:41.329Z,Do Not Calibrate,203675,1.060124e-05,51525.659776,51525.738133
AB922,AB922,AB922_1_51532.92980_51532.96834.exp,uid://VLA/execblock/97e29e24-f4d5-4cb3-8a64-f51cc08159c5,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-12-20T22:18:54.668Z,1999-12-20T23:14:24.662Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,27,visibility,PUBLIC,20819968,2001-02-13T17:34:41.329Z,Do Not Calibrate,210213,1.060124e-05,51532.929799,51532.968341
AB922,AB922,AB922_1_51536.79577_51536.85360.exp,uid://VLA/execblock/4901b5bc-4ee3-47fb-83a5-8826727c8dff,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-12-24T19:05:54.666Z,1999-12-24T20:29:11.333Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,37,visibility,PUBLIC,31309824,2001-02-13T17:34:41.329Z,Do Not Calibrate,212996,1.060124e-05,51536.795772,51536.853603
AB922,AB922,AB922_1_51539.95318_51539.99079.exp,uid://VLA/execblock/0d781af1-9cc9-4167-812a-bd8ea0d86d7f,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-12-27T22:52:34.665Z,1999-12-27T23:46:44.670Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,27,visibility,PUBLIC,19781632,2001-02-13T17:34:41.329Z,Do Not Calibrate,213520,1.060124e-05,51539.953179,51539.990795
AB922,AB922,AB922_1_51540.78478_51540.84272.exp,uid://VLA/execblock/3a41531c-0481-44a0-a715-0385a6a7ee07,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-12-28T18:50:04.663Z,1999-12-28T20:13:31.336Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,37,visibility,PUBLIC,31895552,2001-02-13T17:34:41.329Z,Do Not Calibrate,202332,1.060124e-05,51540.784776,51540.842724
AB922,AB922,AB922_1_51543.77656_51543.83451.exp,uid://VLA/execblock/1f8bfdfc-738c-459d-9c62-24d505e4d47f,I. Browne,,VLA,B,"[""X"",""C"",""L""]",1999-12-31T18:38:14.663Z,1999-12-31T20:01:41.335Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,37,visibility,PUBLIC,31895552,2001-02-13T17:34:41.329Z,Do Not Calibrate,207627,1.060124e-05,51543.776559,51543.834506
AB922,AB922,AB922_1_51547.76568_51547.82363.exp,uid://VLA/execblock/a5616819-a849-4e4a-a0e9-2112b17d7ae0,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-04T18:22:34.665Z,2000-01-04T19:46:01.329Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,37,visibility,PUBLIC,31815680,2001-02-13T17:34:41.329Z,Do Not Calibrate,210941,1.060124e-05,51547.765679,51547.823626
AB922,AB922,AB922_1_51549.76024_51549.81819.exp,uid://VLA/execblock/fc1b7cd6-a694-41fb-8346-a50ff3826821,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-06T18:14:44.666Z,2000-01-06T19:38:11.330Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,37,visibility,PUBLIC,31922176,2001-02-13T17:34:41.329Z,Do Not Calibrate,213183,1.060124e-05,51549.760239,51549.818187
AB922,AB922,AB922_1_51552.72783_51552.78906.exp,uid://VLA/execblock/20c80949-1a38-4068-9486-b3caae8ff31f,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-09T17:28:04.667Z,2000-01-09T18:56:14.663Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,37,visibility,PUBLIC,34158592,2001-02-13T17:34:41.329Z,Do Not Calibrate,204929,1.060124e-05,51552.727832,51552.789059
AB922,AB922,AB922_1_51554.74658_51554.82525.exp,uid://VLA/execblock/74aa2be6-bf9b-4629-b8a4-20caf1137e8d,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-11T17:55:04.667Z,2000-01-11T19:48:21.332Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,45,visibility,PUBLIC,41400320,2001-02-13T17:34:41.329Z,Do Not Calibrate,203511,1.060124e-05,51554.746582,51554.825247
AB922,AB922,AB922_1_51557.77552_51557.85862.exp,uid://VLA/execblock/c2948747-f948-4d53-adc0-8fd62e264a4e,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-14T18:36:44.668Z,2000-01-14T20:36:24.664Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,48,visibility,PUBLIC,44994560,2001-02-13T17:34:41.329Z,Do Not Calibrate,213703,1.060124e-05,51557.775517,51557.858619
AB922,AB922,AB922_1_51557.94415_51557.98327.exp,uid://VLA/execblock/0e7af64e-28c2-40b0-9c65-7cd9d7d72a5e,I. Browne,,VLA,B,"[""X""]",2000-01-14T22:39:34.663Z,2000-01-14T23:35:54.666Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,16,visibility,PUBLIC,19755008,2001-02-13T17:34:41.329Z,Do Not Calibrate,202250,1.060124e-05,51557.944151,51557.983272
AB922,AB922,AB922_1_51560.73015_51560.80885.exp,uid://VLA/execblock/569b4d35-9ddf-4359-825a-c3e10a2fcfff,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-17T17:31:24.666Z,2000-01-17T19:24:44.665Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,41773056,2001-02-13T17:34:41.329Z,Do Not Calibrate,209514,1.060124e-05,51560.730147,51560.80885
AB922,AB922,AB922_1_51563.72193_51563.82143.exp,uid://VLA/execblock/6d1abafd-f7fe-45ea-8c53-c3bb85fc364c,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-20T17:19:34.665Z,2000-01-20T19:42:51.335Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,59,visibility,PUBLIC,53114880,2001-02-13T17:34:41.329Z,Do Not Calibrate,213072,1.060124e-05,51563.721929,51563.821427
AB922,AB922,AB922_1_51567.71117_51567.78975.exp,uid://VLA/execblock/b00c3d40-44cc-4370-9b02-de985244c7cd,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-24T17:04:04.664Z,2000-01-24T18:57:14.667Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,41666560,2001-02-13T17:34:41.329Z,Do Not Calibrate,208770,1.060124e-05,51567.711165,51567.789753
AB922,AB922,AB922_1_51568.70827_51568.76614.exp,uid://VLA/execblock/62464700-6c57-4fe9-93d2-4134416bf29a,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-25T16:59:54.666Z,2000-01-25T18:23:14.668Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,37,visibility,PUBLIC,31496192,2001-02-13T17:34:41.329Z,Do Not Calibrate,202998,1.060124e-05,51568.708272,51568.766142
AB922,AB922,AB922_1_51573.69519_51573.77332.exp,uid://VLA/execblock/0fee55f6-a4cc-4e8b-8558-c59cf7890607,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-01-30T16:41:04.666Z,2000-01-30T18:33:34.666Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,47,visibility,PUBLIC,40974336,2001-02-13T17:34:41.329Z,Do Not Calibrate,208615,1.060124e-05,51573.695193,51573.773318
AB922,AB922,AB922_1_51575.68975_51575.76796.exp,uid://VLA/execblock/67fe2e9a-f118-4f22-a0fa-e3c76ba889dd,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-02-01T16:33:14.667Z,2000-02-01T18:25:51.329Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,41400320,2001-02-13T17:34:41.329Z,Do Not Calibrate,208513,1.060124e-05,51575.689753,51575.767955
AB922,AB922,AB922_1_51578.68154_51578.75966.exp,uid://VLA/execblock/9a1981ea-7351-4b03-92c2-669150c9e0c5,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-02-04T16:21:24.667Z,2000-02-04T18:13:54.667Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,41027584,2001-02-13T17:34:41.329Z,Do Not Calibrate,209100,1.060124e-05,51578.681535,51578.75966
AB922,AB922,AB922_1_51584.66522_51584.74334.exp,uid://VLA/execblock/f699b08a-ed3a-4f8f-aad4-93a456b820fc,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-02-10T15:57:54.662Z,2000-02-10T17:50:24.662Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,41107456,2001-02-13T17:34:41.329Z,Do Not Calibrate,205946,1.060124e-05,51584.665216,51584.743341
AB922,AB922,AB922_1_51586.65966_51586.73779.exp,uid://VLA/execblock/493be763-c5f5-46b5-8603-f8a7517ba062,I. Browne,,VLA,B,"[""X"",""C"",""L""]",2000-02-12T15:49:54.667Z,2000-02-12T17:42:24.667Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,41187328,2001-02-13T17:34:41.329Z,Do Not Calibrate,212153,1.060124e-05,51586.65966,51586.737785
AB922,AB922,AB922_1_51588.65422_51588.73242.exp,uid://VLA/execblock/2873893a-ba8b-48f1-a995-f91c36b892c4,I. Browne,,VLA,B->CnB,"[""X"",""C"",""L""]",2000-02-14T15:42:04.668Z,2000-02-14T17:34:41.329Z,1999-06-15T03:43:14.669Z,2000-02-14T17:34:41.329Z,0,46,visibility,PUBLIC,40947712,2001-02-13T17:34:41.329Z,Do Not Calibrate,203562,1.060124e-05,51588.654221,51588.732423
ADA000,ADA000,ADA000_1_50941.21596_50941.25346.exp,uid://VLA/execblock/2a466d23-c802-4a0a-be39-e5794fd5e58d,R. Carl Bignell,,VLA,A,"[""X""]",1998-05-08T05:10:58.995Z,1998-05-08T06:04:58.995Z,1990-06-30T10:39:05.002Z,2007-12-28T15:43:43.665Z,0,17,visibility,PUBLIC,7694336,2008-12-27T15:43:43.665Z,Do Not Calibrate,206311,5.048531e-06,50941.215961,50941.253461
AF310,AF310,AF310_1_50366.93160_50366.97303.exp,uid://VLA/execblock/9154be4d-df9e-42dc-ae29-fac0262c6862,C. Fassnacht,,VLA,D->A,"[""X""]",1996-10-10T22:21:29.998Z,1996-10-10T23:21:09.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,14,visibility,PUBLIC,7643136,1998-05-26T11:54:25.001Z,Do Not Calibrate,206514,5.048531e-06,50366.931597,50366.973032
AF310,AF310,AF310_1_50368.88559_50368.90532.exp,uid://VLA/execblock/486c1bad-b35f-4ccb-a9a8-97fa7ddb4b8e,C. Fassnacht,,VLA,D->A,"[""X""]",1996-10-12T21:15:15.001Z,1996-10-12T21:43:40.002Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,7,visibility,PUBLIC,6463488,1998-05-26T11:54:25.001Z,Do Not Calibrate,213604,5.048531e-06,50368.88559,50368.905324
AF310,AF310,AF310_1_50372.10735_50372.14653.exp,uid://VLA/execblock/f14f83ea-63c7-4293-882b-1be7ab0b2e52,C. Fassnacht,,VLA,A,"[""X""]",1996-10-16T02:34:34.996Z,1996-10-16T03:31:00.001Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,14829568,1998-05-26T11:54:25.001Z,Do Not Calibrate,202956,5.048531e-06,50372.107349,50372.146528
AF310,AF310,AF310_1_50374.95330_50374.99294.exp,uid://VLA/execblock/d185d494-f409-43bc-afa7-86323689d18c,C. Fassnacht,,VLA,A,"[""X""]",1996-10-18T22:52:44.999Z,1996-10-18T23:49:49.998Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15415296,1998-05-26T11:54:25.001Z,Do Not Calibrate,213722,5.048531e-06,50374.953299,50374.99294
AF310,AF310,AF310_1_50376.28142_50376.32257.exp,uid://VLA/execblock/f7171b6a-3345-4a40-a8dc-df5dfd24ec7f,C. Fassnacht,,VLA,A,"[""X""]",1996-10-20T06:45:14.999Z,1996-10-20T07:44:29.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15202304,1998-05-26T11:54:25.001Z,Do Not Calibrate,208355,5.048531e-06,50376.281424,50376.322569
AF310,AF310,AF310_1_50379.93767_50379.95839.exp,uid://VLA/execblock/d717be58-0445-402f-b162-4471d8613997,C. Fassnacht,,VLA,A,"[""X""]",1996-10-23T22:30:14.999Z,1996-10-23T23:00:04.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,7,visibility,PUBLIC,7827456,1998-05-26T11:54:25.001Z,Do Not Calibrate,207795,5.048531e-06,50379.937674,50379.958391
AF310,AF310,AF310_1_50382.80515_50382.84641.exp,uid://VLA/execblock/bf6514cf-250f-42b9-9dc0-6f3287611c02,C. Fassnacht,,VLA,A,"[""X""]",1996-10-26T19:19:25.003Z,1996-10-26T20:18:49.996Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,14278656,1998-05-26T11:54:25.001Z,Do Not Calibrate,203017,5.048531e-06,50382.80515,50382.846412
AF310,AF310,AF310_1_50385.13189_50385.15255.exp,uid://VLA/execblock/ca2476cc-36cb-48af-9248-e6ce65ee9c93,C. Fassnacht,,VLA,A,"[""X""]",1996-10-29T03:09:55.002Z,1996-10-29T03:39:40Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,7,visibility,PUBLIC,7215104,1998-05-26T11:54:25.001Z,Do Not Calibrate,213974,5.048531e-06,50385.131887,50385.152546
AF310,AF310,AF310_1_50388.02066_50388.06123.exp,uid://VLA/execblock/88f5f6cd-46e5-4cde-b41f-c9d011c00772,C. Fassnacht,,VLA,A,"[""X""]",1996-11-01T00:29:44.998Z,1996-11-01T01:28:10.004Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15468544,1998-05-26T11:54:25.001Z,Do Not Calibrate,214061,5.048531e-06,50388.02066,50388.061227
AF310,AF310,AF310_1_50388.95573_50388.99618.exp,uid://VLA/execblock/7c2f6719-534f-4f23-a88d-a7c87d88077f,C. Fassnacht,,VLA,A,"[""X""]",1996-11-01T22:56:15.002Z,1996-11-01T23:54:30.003Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15947776,1998-05-26T11:54:25.001Z,Do Not Calibrate,213525,5.048531e-06,50388.955729,50388.996181
AF310,AF310,AF310_1_50390.93027_50390.97002.exp,uid://VLA/execblock/5ea6e4c6-7cac-4d05-a546-450d8e6d0eb1,C. Fassnacht,,VLA,A,"[""X""]",1996-11-03T22:19:34.999Z,1996-11-03T23:16:49.995Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15681536,1998-05-26T11:54:25.001Z,Do Not Calibrate,205448,5.048531e-06,50390.930266,50390.970023
AF310,AF310,AF310_1_50395.70712_50395.74861.exp,uid://VLA/execblock/60574029-9703-4d5c-a6b0-5c51515e0f6a,C. Fassnacht,,VLA,A,"[""X""]",1996-11-08T16:58:15.003Z,1996-11-08T17:57:59.999Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,15042560,1998-05-26T11:54:25.001Z,Do Not Calibrate,211888,5.048531e-06,50395.707118,50395.748611
AF310,AF310,AF310_1_50398.69890_50398.74034.exp,uid://VLA/execblock/a130e34c-92a3-4eba-970a-2cfbf88d6a96,C. Fassnacht,,VLA,A,"[""X""]",1996-11-11T16:46:25.003Z,1996-11-11T17:46:04.995Z,1996-10-10T22:21:29.998Z,1997-05-26T11:54:25.001Z,0,15,visibility,PUBLIC,14962688,1998-05-26T11:54:25.001Z,Do Not Calibrate,203561,5.048531e-06,50398.6989,50398.740336
