Subplot a,,,,,,,Subplot b,,,Subplot c
Data,,,Fit,,,,Data,,,Data
distance,Omega,Std,distance = A*exp(-2*distance^2/width^2),,,,x',y',,x,z
0.29055106060336999,1.1811,1.39046E-2,A,2.71997,,,-0.216113849308286,-0.19359000000000001,,-5.400000000000027E-2,1.62
0.45408835933105501,0.50661259999999997,1.5703100000000001E-2,Std,0.11525000000000001,,,-0.32947774116867501,-0.31158999999999998,,-0.125,2.222
0.13919590075510199,2.4809999999999999,1.9171000000000001E-2,,,,,-0.12594445285858799,-5.8590000000000003E-2,,2.5999999999999801E-2,1.4710000000000001
0.23444097665549901,1.6274,3.2154000000000002E-2,width,0.47215000000000001,,,-0.233453605312364,-1.359E-2,,-7.099999999999973E-2,1.6259999999999999
0.47530168513811499,0.3279841,5.4419999999999998E-3,Std,2.3869999999999999E-2,,,-0.473873703731018,-1.4590000000000001E-2,,-0.31299999999999972,1.621
0.214709518445035,1.8170999999999999,1.6857299999999999E-2,,,,,0.213272086240437,-1.959E-2,,0.37699999999999978,1.6120000000000001
0.10283989705705,2.4178000000000002,2.0159400000000001E-2,,,,,-8.2885114673426102E-2,-6.0589999999999998E-2,,6.4000000000000057E-2,1.397
2.0116620382544199E-2,2.6355,3.5975500000000001E-2,,,,,-9.7359147738633502E-3,-1.7590000000000001E-2,,0.15299999999999958,1.6140000000000001
0.114825637146635,2.4232999999999998,3.0733900000000001E-2,,,,,0.101390307693734,5.3409999999999999E-2,,0.29999999999999982,2.109
,,,,,,,Beam center,,,Beam center
,,,,,,,x',y',,z = 11.976*(x-0.0209)
,,,,,,,0,0
,,,,,,,
,,,,,,,Beam width,,,Beam width
,,,,,,,0.47215000000000001,,,0.47215000000000001
,,,
,,,
,,,
,,,
,,,,,,,,
