survey,dataset,SNID,join_key,JLA_x1,JLA_c,JLA_logMst,JLA_tmax,PplusCID,Pplus_x1,Pplus_c,Pplus_HOST_LOGMASS,Pplus_PKMJD
SDSS,SDSS_allCandidates_BOSS,2407,2407,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2408,2408,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2409,2409,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2417,2417,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2419,2419,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2420,2420,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2421,2421,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2422,2422,0.989702,-0.171197,9.007,53639.592847,2422,1.03624,-0.170282,9.371,53639.6
SDSS,SDSS_allCandidates_BOSS,2423,2423,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2426,2426,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2427,2427,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2429,2429,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2433,2433,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2437,2437,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2440,2440,0.395729,-0.086867,10.194,53634.979725,2440,0.42606,-0.082895,10.325,53635.0
SDSS,SDSS_allCandidates_BOSS,2441,2441,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2443,2443,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2444,2444,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2447,2447,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2450,2450,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2456,2456,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2457,2457,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2458,2458,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2460,2460,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2464,2464,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2468,2468,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2473,2473,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2475,2475,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2478,2478,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2479,2479,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2480,2480,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2481,2481,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2482,2482,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2483,2483,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2485,2485,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2487,2487,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2488,2488,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2489,2489,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2490,2490,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2498,2498,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2501,2501,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2502,2502,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2503,2503,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2505,2505,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2506,2506,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2507,2507,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2509,2509,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2512,2512,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2513,2513,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2514,2514,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2516,2516,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2517,2517,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2519,2519,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2521,2521,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2522,2522,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2524,2524,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2527,2527,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2528,2528,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2530,2530,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2532,2532,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2533,2533,1.761054,-0.07667,9.382,53640.364826,2533,1.77606,-0.079736,9.755,53640.4
SDSS,SDSS_allCandidates_BOSS,2535,2535,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2537,2537,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2538,2538,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2539,2539,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2540,2540,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2541,2541,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2544,2544,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2545,2545,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2547,2547,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2548,2548,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2549,2549,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2550,2550,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2551,2551,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2552,2552,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2554,2554,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2556,2556,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2559,2559,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2561,2561,-0.082681,0.039633,10.574,53639.254293,2561,-0.089094,0.041592,7.0,53639.2
SDSS,SDSS_allCandidates_BOSS,2563,2563,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2568,2568,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2569,2569,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2570,2570,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2571,2571,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2572,2572,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2575,2575,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2578,2578,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2582,2582,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2583,2583,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2587,2587,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2588,2588,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2589,2589,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2591,2591,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2595,2595,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2596,2596,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2599,2599,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2600,2600,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2603,2603,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2608,2608,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2610,2610,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2611,2611,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2612,2612,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2614,2614,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2615,2615,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2616,2616,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2620,2620,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2621,2621,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2623,2623,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2624,2624,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2625,2625,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2629,2629,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2630,2630,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2632,2632,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2633,2633,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2634,2634,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2635,2635,0.863284,-0.049019,9.918,53640.272902,2635,0.85923,-0.045749,9.59628,53640.3
SDSS,SDSS_allCandidates_BOSS,2636,2636,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2639,2639,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2641,2641,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2642,2642,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2644,2644,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2645,2645,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2646,2646,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2649,2649,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2650,2650,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2651,2651,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2653,2653,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2654,2654,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2656,2656,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2661,2661,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2663,2663,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2666,2666,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2667,2667,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2669,2669,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2671,2671,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2673,2673,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2675,2675,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2677,2677,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2679,2679,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2681,2681,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2682,2682,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2683,2683,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2685,2685,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2689,2689,1.391688,0.08052,11.15,53637.053523,2689,1.3874,0.081374,11.351,53637.0
SDSS,SDSS_allCandidates_BOSS,2690,2690,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2691,2691,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2699,2699,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2700,2700,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2703,2703,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2705,2705,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2706,2706,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2707,2707,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2709,2709,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2718,2718,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2720,2720,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2722,2722,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2726,2726,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2727,2727,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2731,2731,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2732,2732,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2734,2734,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2735,2735,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2737,2737,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2738,2738,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2742,2742,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2744,2744,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2745,2745,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2746,2746,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2747,2747,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2757,2757,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2758,2758,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2760,2760,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2765,2765,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2766,2766,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2767,2767,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2770,2770,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2775,2775,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2776,2776,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2778,2778,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2784,2784,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2789,2789,-0.761709,-0.110724,10.949,53636.321441,2789,-0.791314,-0.105114,11.224,53636.2
SDSS,SDSS_allCandidates_BOSS,2790,2790,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2791,2791,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2792,2792,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2793,2793,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2794,2794,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2799,2799,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2801,2801,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2806,2806,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2808,2808,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2809,2809,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2813,2813,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2815,2815,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2817,2817,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2819,2819,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2822,2822,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2826,2826,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2830,2830,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2834,2834,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2837,2837,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2842,2842,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2844,2844,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2849,2849,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2850,2850,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2855,2855,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2861,2861,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2864,2864,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2866,2866,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2871,2871,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2872,2872,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2875,2875,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2876,2876,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2878,2878,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2879,2879,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2880,2880,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2881,2881,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2883,2883,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2886,2886,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2898,2898,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2906,2906,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2907,2907,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2911,2911,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2912,2912,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2913,2913,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2914,2914,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2916,2916,-0.872609,0.056872,10.428,53643.892476,2916,-0.749253,0.071644,9.77924,53643.8
SDSS,SDSS_allCandidates_BOSS,2921,2921,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2923,2923,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2925,2925,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2926,2926,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2928,2928,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2929,2929,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2931,2931,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2934,2934,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2939,2939,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2942,2942,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2943,2943,0.531823,-0.02857,8.822,53640.49337,2943,0.56901,-0.02419,7.0,53640.5
SDSS,SDSS_allCandidates_BOSS,2947,2947,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2954,2954,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2955,2955,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2958,2958,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2965,2965,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2969,2969,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2970,2970,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2981,2981,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2982,2982,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2985,2985,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2986,2986,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2991,2991,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2992,2992,-0.969154,0.10647,9.881,53641.162158,2992,-0.956571,0.10938,9.72723,53641.2
SDSS,SDSS_allCandidates_BOSS,2995,2995,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,2997,2997,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3005,3005,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3006,3006,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3007,3007,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3008,3008,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3009,3009,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3014,3014,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3015,3015,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3016,3016,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3017,3017,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3019,3019,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3021,3021,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3022,3022,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3024,3024,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3025,3025,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3026,3026,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3028,3028,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3030,3030,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3032,3032,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3034,3034,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3037,3037,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3038,3038,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3040,3040,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3041,3041,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3043,3043,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3044,3044,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3047,3047,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3049,3049,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3050,3050,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3051,3051,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3052,3052,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3053,3053,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3054,3054,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3056,3056,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3057,3057,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3058,3058,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3060,3060,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3061,3061,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3062,3062,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3063,3063,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3065,3065,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3068,3068,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3070,3070,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3073,3073,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3074,3074,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3076,3076,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3077,3077,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3078,3078,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3080,3080,0.120044,-0.049739,10.71,53647.652958,3080,0.10905,-0.046043,10.961,53647.6
SDSS,SDSS_allCandidates_BOSS,3086,3086,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3087,3087,0.522789,0.00595,9.373,53648.886975,3087,0.52853,0.008116,9.664,53648.9
SDSS,SDSS_allCandidates_BOSS,3090,3090,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3092,3092,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3093,3093,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3095,3095,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3097,3097,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3101,3101,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3102,3102,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3103,3103,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3110,3110,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3112,3112,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3113,3113,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3114,3114,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3118,3118,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3121,3121,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3123,3123,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3125,3125,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3126,3126,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3131,3131,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3133,3133,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3134,3134,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3150,3150,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3155,3155,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3157,3157,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3159,3159,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3161,3161,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3163,3163,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3165,3165,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3166,3166,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3172,3172,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3175,3175,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3177,3177,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3178,3178,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3179,3179,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3180,3180,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3181,3181,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3182,3182,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3183,3183,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3184,3184,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3190,3190,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3191,3191,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3193,3193,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3195,3195,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3196,3196,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3198,3198,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3199,3199,1.618942,0.005047,8.578,53647.330278,3199,1.65143,0.011853,7.0,53647.3
SDSS,SDSS_allCandidates_BOSS,3201,3201,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3202,3202,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3203,3203,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3204,3204,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3205,3205,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3206,3206,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3207,3207,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3212,3212,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3213,3213,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3214,3214,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3216,3216,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3218,3218,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3219,3219,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3221,3221,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3223,3223,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3224,3224,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3225,3225,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3227,3227,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3229,3229,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3231,3231,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3232,3232,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3234,3234,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3235,3235,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3239,3239,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3241,3241,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,3245,3245,,,,,,,,,
