survey,dataset,SNID,join_key,JLA_x1,JLA_c,JLA_logMst,JLA_tmax,PplusCID,Pplus_x1,Pplus_c,Pplus_HOST_LOGMASS,Pplus_PKMJD
SDSS,SDSS_allCandidates_BOSS,10231,10231,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10234,10234,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10236,10236,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10237,10237,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10238,10238,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10239,10239,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10288,10288,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10291,10291,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10297,10297,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10298,10298,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10299,10299,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10301,10301,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10314,10314,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10324,10324,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10325,10325,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10327,10327,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10330,10330,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10331,10331,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10342,10342,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10367,10367,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10371,10371,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10375,10375,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10385,10385,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10394,10394,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10395,10395,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10396,10396,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10401,10401,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10404,10404,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10405,10405,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10411,10411,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10412,10412,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10416,10416,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10420,10420,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10422,10422,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10434,10434,-0.005434,-0.08741,10.955,53696.470787,,,,,
SDSS,SDSS_allCandidates_BOSS,10435,10435,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10436,10436,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10437,10437,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10440,10440,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10441,10441,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10443,10443,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10444,10444,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10448,10448,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10449,10449,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10450,10450,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10453,10453,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10460,10460,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10467,10467,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10468,10468,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10469,10469,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10470,10470,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10471,10471,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10473,10473,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10475,10475,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10480,10480,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10488,10488,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10492,10492,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10494,10494,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10506,10506,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10507,10507,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10510,10510,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10511,10511,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10515,10515,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10517,10517,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10519,10519,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10520,10520,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10523,10523,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10524,10524,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10525,10525,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10527,10527,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10528,10528,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10529,10529,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10532,10532,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10535,10535,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10538,10538,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10539,10539,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10540,10540,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10545,10545,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10550,10550,,,,,10550,1.64631,0.078107,10.289,53691.1
SDSS,SDSS_allCandidates_BOSS,10559,10559,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10563,10563,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10565,10565,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10566,10566,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10590,10590,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10612,10612,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10620,10620,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10621,10621,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10632,10632,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10637,10637,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10641,10641,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10643,10643,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10645,10645,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10646,10646,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10649,10649,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10650,10650,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10654,10654,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10664,10664,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10667,10667,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10668,10668,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10672,10672,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10685,10685,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10690,10690,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10697,10697,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10703,10703,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10708,10708,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10714,10714,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10727,10727,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10734,10734,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10738,10738,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10739,10739,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10744,10744,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10747,10747,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10748,10748,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10751,10751,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10777,10777,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10778,10778,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10781,10781,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10789,10789,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10790,10790,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10791,10791,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10794,10794,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10804,10804,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10805,10805,-0.952693,0.056678,9.998,53698.687684,,,,,
SDSS,SDSS_allCandidates_BOSS,10837,10837,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10839,10839,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10843,10843,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10844,10844,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10848,10848,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10851,10851,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10853,10853,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10865,10865,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10866,10866,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10867,10867,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10868,10868,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10869,10869,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10871,10871,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10896,10896,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10898,10898,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10899,10899,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10900,10900,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10907,10907,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10915,10915,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10919,10919,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10920,10920,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10922,10922,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10928,10928,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10932,10932,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10934,10934,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10936,10936,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10937,10937,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10963,10963,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10964,10964,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10976,10976,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10981,10981,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10990,10990,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10991,10991,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10992,10992,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10997,10997,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10998,10998,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,10999,10999,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11002,11002,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11008,11008,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11016,11016,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11017,11017,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11022,11022,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11026,11026,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11038,11038,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11054,11054,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11056,11056,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11057,11057,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11067,11067,1.733698,-0.072351,9.42,53702.777528,,,,,
SDSS,SDSS_allCandidates_BOSS,11079,11079,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11081,11081,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11083,11083,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11085,11085,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11092,11092,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11093,11093,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11094,11094,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11095,11095,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11096,11096,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11097,11097,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11098,11098,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11100,11100,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11102,11102,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11117,11117,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11119,11119,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11120,11120,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11126,11126,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11129,11129,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11141,11141,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11142,11142,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11156,11156,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11157,11157,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11159,11159,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11172,11172,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11181,11181,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11192,11192,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11204,11204,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11206,11206,-1.510288,-0.205532,10.689,53697.222252,,,,,
SDSS,SDSS_allCandidates_BOSS,11217,11217,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11232,11232,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11233,11233,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11234,11234,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11241,11241,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11242,11242,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11246,11246,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11249,11249,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11263,11263,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11291,11291,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11294,11294,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11295,11295,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11296,11296,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11300,11300,-1.607355,0.075146,9.291,53699.544122,,,,,
SDSS,SDSS_allCandidates_BOSS,11301,11301,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11304,11304,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11305,11305,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11306,11306,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11311,11311,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11314,11314,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11316,11316,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11317,11317,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11318,11318,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11319,11319,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11320,11320,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11322,11322,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11324,11324,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11327,11327,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11328,11328,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11330,11330,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11332,11332,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11334,11334,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11337,11337,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11356,11356,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11360,11360,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11363,11363,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11370,11370,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11382,11382,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11403,11403,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11404,11404,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11405,11405,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11409,11409,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11411,11411,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11414,11414,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11432,11432,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11434,11434,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11442,11442,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11444,11444,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11452,11452,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11457,11457,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11463,11463,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11464,11464,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11465,11465,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11467,11467,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11473,11473,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11474,11474,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11475,11475,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11476,11476,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11478,11478,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11481,11481,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11482,11482,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11486,11486,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11488,11488,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11492,11492,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11501,11501,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11503,11503,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11505,11505,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11506,11506,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11507,11507,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11510,11510,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11515,11515,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11518,11518,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11519,11519,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11523,11523,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11532,11532,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11539,11539,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11540,11540,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11541,11541,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11543,11543,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11544,11544,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11546,11546,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11547,11547,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11549,11549,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11557,11557,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11564,11564,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11567,11567,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11568,11568,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11570,11570,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11572,11572,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11574,11574,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11585,11585,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11589,11589,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11590,11590,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11591,11591,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11603,11603,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11607,11607,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11609,11609,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11619,11619,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11622,11622,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11624,11624,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11628,11628,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11641,11641,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11646,11646,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11650,11650,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11655,11655,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11657,11657,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11659,11659,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11666,11666,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11668,11668,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11672,11672,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11674,11674,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11675,11675,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11687,11687,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11697,11697,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11723,11723,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11728,11728,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11730,11730,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11732,11732,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11768,11768,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11771,11771,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11773,11773,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11785,11785,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11793,11793,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11798,11798,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11803,11803,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11804,11804,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11827,11827,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11836,11836,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11839,11839,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11850,11850,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11851,11851,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11854,11854,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11855,11855,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11858,11858,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11860,11860,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11864,11864,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11877,11877,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11882,11882,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11906,11906,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11914,11914,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11927,11927,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11931,11931,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11938,11938,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11947,11947,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11948,11948,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11960,11960,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11962,11962,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11965,11965,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11968,11968,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11976,11976,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11981,11981,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11989,11989,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11993,11993,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11995,11995,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,11996,11996,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12001,12001,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12002,12002,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12006,12006,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12020,12020,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12027,12027,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12029,12029,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12030,12030,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12031,12031,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12035,12035,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12061,12061,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12062,12062,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12065,12065,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12068,12068,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12076,12076,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12077,12077,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12078,12078,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12081,12081,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12082,12082,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12083,12083,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12087,12087,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12091,12091,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12094,12094,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12108,12108,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12110,12110,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12115,12115,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12124,12124,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12126,12126,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12130,12130,,,,,,,,,
SDSS,SDSS_allCandidates_BOSS,12131,12131,,,,,,,,,
