run,period,condition,observable,h,in_i4_grid,n_games,N_anchored,alphabet_K,I_plugin_nats,I_MM_nats,I_MM_clamped_june29_nats,H_R_cond_MM_nats,T_vs_targetperm_nats,T_boot_sd_nats,T_ratio_h_over_h_plus_8,I_MM_own_targetperm_floor_nats,T_vs_own_floor_nats,T_own_ratio_h_over_h_plus_8
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,8,1,120000,2978360,1792,0.388481,0.220582,0.220582,6.598334,0.084578,,1.179431,0.206226,0.014355,1.081130
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,12,1,120000,2978360,1792,0.388139,0.220146,0.220146,6.598919,0.077649,,1.156570,0.206653,0.013493,0.912679
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,16,1,120000,2978360,1792,0.388161,0.220201,0.220201,6.599410,0.071711,,1.143881,0.206923,0.013278,0.881618
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,20,0,120000,2978360,1792,0.388691,0.220854,0.220854,6.598860,0.067138,,1.140339,0.206070,0.014784,1.020624
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,24,1,120000,2978360,1792,0.388773,0.220969,0.220969,6.598672,0.062691,,1.126701,0.205908,0.015061,1.040048
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,28,0,120000,2978360,1792,0.388678,0.220818,0.220818,6.599060,0.058875,,1.107028,0.206332,0.014485,1.005135
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,32,1,120000,2978360,1792,0.388690,0.220701,0.220701,6.599258,0.055641,,1.079090,0.206220,0.014481,1.010847
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,36,0,120000,2978360,1792,0.388307,0.220416,0.220416,6.598931,0.053183,,1.037426,0.206005,0.014411,0.971108
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,40,1,120000,2978360,1792,0.388447,0.220460,0.220460,6.599404,0.051563,,1.027062,0.206135,0.014326,0.985355
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,44,0,120000,2978360,1792,0.388799,0.220841,0.220841,6.599090,0.051264,,0.998109,0.206000,0.014840,0.976410
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,48,1,120000,2978360,1792,0.388678,0.220804,0.220804,6.599159,0.050205,,0.966037,0.206265,0.014539,0.960224
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,52,0,120000,2978360,1792,0.389076,0.221281,0.221281,6.598236,0.051362,,0.994770,0.206083,0.015199,1.061276
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,56,0,120000,2978360,1792,0.389415,0.221667,0.221667,6.597636,0.051970,,0.985079,0.206526,0.015141,1.044040
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,60,0,120000,2978360,1792,0.388425,0.220568,0.220568,6.598616,0.051632,,0.951288,0.206247,0.014321,0.999325
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,64,1,120000,2978360,1792,0.388800,0.220972,0.220972,6.598899,0.052757,,0.952143,0.206469,0.014502,1.019921
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,68,0,120000,2978360,1792,0.388636,0.220712,0.220712,6.599154,0.054275,,0.953595,0.206381,0.014331,0.959612
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,72,0,120000,2978360,1792,0.388552,0.220756,0.220756,6.598947,0.055408,,0.946075,0.206537,0.014219,0.999529
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,76,0,120000,2978360,1792,0.388811,0.220885,0.220885,6.598987,0.056917,,0.936975,0.205951,0.014934,0.994064
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,80,1,120000,2978360,1792,0.388211,0.220363,0.220363,6.599054,0.058567,,0.946798,0.206138,0.014226,1.011819
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,84,0,120000,2978360,1792,0.389318,0.221507,0.221507,6.598167,0.060745,,0.945897,0.206483,0.015023,1.003571
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,88,0,120000,2978360,1792,0.388433,0.220540,0.220540,6.599471,0.061858,,0.961082,0.206481,0.014059,0.987780
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,92,0,120000,2978360,1792,0.389177,0.221301,0.221301,6.598687,0.064220,,,0.206331,0.014970,
power,2014-07,WITHIN_GAME_SCRAMBLE,fromto,96,1,120000,2978360,1792,0.388614,0.220695,0.220695,6.599975,0.064363,,,0.206461,0.014233,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,8,1,120000,2978360,1792,0.229215,0.136003,0.136003,6.145903,0.000000,,,0.136003,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,12,1,120000,2978360,1792,0.241684,0.142496,0.142496,6.308701,0.000000,,,0.142496,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,16,1,120000,2978360,1792,0.252677,0.148490,0.148490,6.447205,0.000000,,,0.148490,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,20,0,120000,2978360,1792,0.262339,0.153716,0.153716,6.558071,0.000000,,,0.153716,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,24,1,120000,2978360,1792,0.270522,0.158278,0.158278,6.642145,0.000000,,,0.158278,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,28,0,120000,2978360,1792,0.276923,0.161943,0.161943,6.704184,0.000000,,,0.161943,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,32,1,120000,2978360,1792,0.282102,0.165060,0.165060,6.747897,0.000000,,,0.165060,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,36,0,120000,2978360,1792,0.285948,0.167233,0.167233,6.778029,0.000000,,,0.167233,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,40,1,120000,2978360,1792,0.288592,0.168897,0.168897,6.796664,0.000000,,,0.168897,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,44,0,120000,2978360,1792,0.289856,0.169576,0.169576,6.805823,0.000000,,,0.169576,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,48,1,120000,2978360,1792,0.291045,0.170599,0.170599,6.806567,0.000000,,,0.170599,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,52,0,120000,2978360,1792,0.290242,0.169920,0.169920,6.800766,0.000000,,,0.169920,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,56,0,120000,2978360,1792,0.289471,0.169698,0.169698,6.788327,0.000000,,,0.169698,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,60,0,120000,2978360,1792,0.288082,0.168937,0.168937,6.771508,0.000000,,,0.168937,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,64,1,120000,2978360,1792,0.286407,0.168215,0.168215,6.750698,0.000000,,,0.168215,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,68,0,120000,2978360,1792,0.283545,0.166436,0.166436,6.728092,0.000000,,,0.166436,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,72,0,120000,2978360,1792,0.281137,0.165348,0.165348,6.702726,0.000000,,,0.165348,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,76,0,120000,2978360,1792,0.278574,0.163969,0.163969,6.675870,0.000000,,,0.163969,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,80,1,120000,2978360,1792,0.275141,0.161797,0.161797,6.648256,0.000000,,,0.161797,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,84,0,120000,2978360,1792,0.272678,0.160761,0.160761,6.620453,0.000000,,,0.160761,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,88,0,120000,2978360,1792,0.269357,0.158682,0.158682,6.594968,0.000000,,,0.158682,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,92,0,120000,2978360,1792,0.266741,0.157081,0.157081,6.574381,0.000000,,,0.157081,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,fromto,96,1,120000,2978360,1792,0.265594,0.156332,0.156332,6.569821,0.000000,,,0.156332,0.000000,
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,8,1,120000,2978360,1792,0.515915,0.352767,0.352767,6.466668,0.216764,,1.058883,0.206107,0.146660,1.000520
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,12,1,120000,2978360,1792,0.516044,0.352972,0.352972,6.466501,0.210476,,1.056706,0.206312,0.146660,1.001386
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,16,1,120000,2978360,1792,0.516318,0.353199,0.353199,6.466350,0.204710,,1.052911,0.206616,0.146584,1.002678
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,20,0,120000,2978360,1792,0.516162,0.352897,0.352897,6.467044,0.199181,,1.046844,0.206440,0.146457,1.003649
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,24,1,120000,2978360,1792,0.516043,0.352701,0.352701,6.467571,0.194423,,1.035406,0.206509,0.146192,0.997317
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,28,0,120000,2978360,1792,0.515496,0.352210,0.352210,6.468375,0.190268,,1.023689,0.206286,0.145924,0.993217
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,32,1,120000,2978360,1792,0.516089,0.352834,0.352834,6.467747,0.187774,,1.022098,0.206249,0.146585,1.001080
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,36,0,120000,2978360,1792,0.516288,0.353098,0.353098,6.467760,0.185865,,1.009710,0.206177,0.146921,1.002642
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,40,1,120000,2978360,1792,0.516035,0.352612,0.352612,6.468701,0.183715,,1.004388,0.206185,0.146427,0.992410
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,44,0,120000,2978360,1792,0.516885,0.353654,0.353654,6.467666,0.184078,,1.006712,0.207120,0.146534,1.000990
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,48,1,120000,2978360,1792,0.516645,0.353511,0.353511,6.467373,0.182912,,0.998921,0.205964,0.147547,1.009622
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,52,0,120000,2978360,1792,0.516131,0.352770,0.352770,6.467903,0.182850,,0.993791,0.206381,0.146389,1.000786
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,56,0,120000,2978360,1792,0.516033,0.352807,0.352807,6.467378,0.183110,,0.992104,0.206666,0.146141,0.998632
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,60,0,120000,2978360,1792,0.516093,0.352930,0.352930,6.467028,0.183993,,0.986865,0.206656,0.146274,1.000532
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,64,1,120000,2978360,1792,0.515986,0.352782,0.352782,6.467150,0.184567,,0.982876,0.206441,0.146341,0.996831
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,68,0,120000,2978360,1792,0.516094,0.352878,0.352878,6.466686,0.186442,,0.988122,0.206682,0.146196,1.001401
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,72,0,120000,2978360,1792,0.516295,0.353130,0.353130,6.466825,0.187783,,0.981016,0.206324,0.146806,1.000957
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,76,0,120000,2978360,1792,0.515910,0.352652,0.352652,6.467297,0.188683,,0.984956,0.206660,0.145992,1.000492
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,80,1,120000,2978360,1792,0.516406,0.353213,0.353213,6.466723,0.191416,,0.989581,0.206547,0.146666,1.002070
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,84,0,120000,2978360,1792,0.515576,0.352326,0.352326,6.467502,0.191565,,0.977308,0.206406,0.145920,0.994576
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,88,0,120000,2978360,1792,0.515426,0.352114,0.352114,6.467952,0.193432,,0.986239,0.205751,0.146363,1.003170
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,92,0,120000,2978360,1792,0.516217,0.353094,0.353094,6.466696,0.196013,,,0.206378,0.146716,
power,2014-07,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,fromto,96,1,120000,2978360,1792,0.515698,0.352463,0.352463,6.467250,0.196131,,,0.206563,0.145901,
power,2014-07,REAL,san_canon,8,1,120000,2978360,783,0.324580,0.289846,0.289846,5.083371,0.262874,0.001190,1.557902,0.027057,0.262790,1.560948
power,2014-07,REAL,san_canon,12,1,120000,2978360,783,0.267673,0.231322,0.231322,5.295549,0.203957,0.001307,1.418150,0.027399,0.203923,1.419879
power,2014-07,REAL,san_canon,16,1,120000,2978360,783,0.233471,0.195989,0.195989,5.462507,0.168736,0.001026,1.349370,0.027636,0.168353,1.346904
power,2014-07,REAL,san_canon,20,0,120000,2978360,783,0.209871,0.171619,0.171619,5.592415,0.143819,0.000990,1.308813,0.028000,0.143620,1.305229
power,2014-07,REAL,san_canon,24,1,120000,2978360,783,0.192053,0.153251,0.153251,5.689922,0.125048,0.000947,1.271886,0.028259,0.124992,1.270026
power,2014-07,REAL,san_canon,28,0,120000,2978360,783,0.177738,0.138544,0.138544,5.762210,0.109885,0.000867,1.236927,0.028510,0.110034,1.237669
power,2014-07,REAL,san_canon,32,1,120000,2978360,783,0.166660,0.127232,0.127232,5.814495,0.098317,0.000832,1.224380,0.028815,0.098417,1.225285
power,2014-07,REAL,san_canon,36,0,120000,2978360,783,0.157517,0.118038,0.118038,5.851143,0.088837,0.000834,1.233773,0.029134,0.088904,1.227302
power,2014-07,REAL,san_canon,40,1,120000,2978360,783,0.149068,0.109517,0.109517,5.876441,0.080299,0.000864,1.228839,0.029196,0.080322,1.233102
power,2014-07,REAL,san_canon,44,0,120000,2978360,783,0.141394,0.101876,0.101876,5.890863,0.072004,0.000685,1.234641,0.029437,0.072439,1.236231
power,2014-07,REAL,san_canon,48,1,120000,2978360,783,0.134401,0.094967,0.094967,5.896746,0.065346,0.000715,1.251671,0.029829,0.065138,1.257094
power,2014-07,REAL,san_canon,52,0,120000,2978360,783,0.127533,0.088203,0.088203,5.895939,0.058320,0.000659,1.272904,0.029606,0.058597,1.273293
power,2014-07,REAL,san_canon,56,0,120000,2978360,783,0.121078,0.081918,0.081918,5.889684,0.052207,0.000711,1.260804,0.030102,0.051816,1.247760
power,2014-07,REAL,san_canon,60,0,120000,2978360,783,0.114856,0.075850,0.075850,5.880232,0.045817,0.000695,1.245714,0.029831,0.046020,1.264483
power,2014-07,REAL,san_canon,64,1,120000,2978360,783,0.110096,0.071368,0.071368,5.867859,0.041408,0.000734,1.263350,0.029840,0.041527,1.271273
power,2014-07,REAL,san_canon,68,0,120000,2978360,783,0.104937,0.066405,0.066405,5.855284,0.036779,0.000605,1.251288,0.030011,0.036394,1.238443
power,2014-07,REAL,san_canon,72,0,120000,2978360,783,0.100887,0.062568,0.062568,5.842661,0.032776,0.000630,1.235686,0.029902,0.032666,1.229438
power,2014-07,REAL,san_canon,76,0,120000,2978360,783,0.097205,0.059184,0.059184,5.828720,0.029393,0.000599,1.189330,0.029797,0.029387,1.191869
power,2014-07,REAL,san_canon,80,1,120000,2978360,783,0.093899,0.056245,0.056245,5.812285,0.026524,0.000551,1.158655,0.029675,0.026570,1.141965
power,2014-07,REAL,san_canon,84,0,120000,2978360,783,0.091715,0.054416,0.054416,5.795302,0.024714,0.000590,1.190841,0.029760,0.024656,1.191572
power,2014-07,REAL,san_canon,88,0,120000,2978360,783,0.089571,0.052701,0.052701,5.777703,0.022892,0.000560,1.194514,0.029434,0.023267,1.208072
power,2014-07,REAL,san_canon,92,0,120000,2978360,783,0.086717,0.050231,0.050231,5.763119,0.020753,0.000521,,0.029539,0.020692,
power,2014-07,REAL,san_canon,96,1,120000,2978360,783,0.085319,0.048777,0.048777,5.768358,0.019165,0.000497,,0.029517,0.019259,
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,8,1,120000,2978360,783,0.108325,0.049841,0.049841,5.915492,0.022868,,1.024800,0.029235,0.020606,1.006630
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,12,1,120000,2978360,783,0.107740,0.049209,0.049209,5.915800,0.021843,,0.988562,0.029329,0.019879,0.968147
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,16,1,120000,2978360,783,0.108034,0.049568,0.049568,5.915494,0.022315,,1.053115,0.029098,0.020470,1.022562
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,20,0,120000,2978360,783,0.108302,0.049897,0.049897,5.915535,0.022096,,1.048527,0.029363,0.020533,1.006468
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,24,1,120000,2978360,783,0.107873,0.049393,0.049393,5.915989,0.021189,,1.042086,0.029374,0.020018,0.989776
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,28,0,120000,2978360,783,0.108162,0.049733,0.049733,5.915245,0.021073,,1.041051,0.029331,0.020401,1.024025
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,32,1,120000,2978360,783,0.107717,0.049249,0.049249,5.915667,0.020334,,1.016012,0.029024,0.020225,1.014806
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,36,0,120000,2978360,783,0.107895,0.049443,0.049443,5.915181,0.020243,,1.026160,0.029521,0.019923,0.977333
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,40,1,120000,2978360,783,0.107738,0.049231,0.049231,5.915966,0.020013,,0.986552,0.029301,0.019930,0.964621
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,44,0,120000,2978360,783,0.108054,0.049598,0.049598,5.915539,0.019726,,1.009802,0.029213,0.020385,1.016948
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,48,1,120000,2978360,783,0.108337,0.049908,0.049908,5.915541,0.020286,,1.006404,0.029247,0.020661,0.997930
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,52,0,120000,2978360,783,0.107875,0.049418,0.049418,5.915603,0.019535,,0.991571,0.029373,0.020045,0.989701
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,56,0,120000,2978360,783,0.108309,0.049868,0.049868,5.915247,0.020157,,1.026989,0.029165,0.020704,1.024626
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,60,0,120000,2978360,783,0.108218,0.049735,0.049735,5.915019,0.019701,,0.984884,0.029481,0.020254,0.999635
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,64,1,120000,2978360,783,0.108060,0.049587,0.049587,5.915838,0.019627,,0.996701,0.029381,0.020206,1.002844
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,68,0,120000,2978360,783,0.108167,0.049629,0.049629,5.916511,0.020003,,0.999415,0.029368,0.020261,0.990835
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,72,0,120000,2978360,783,0.108010,0.049485,0.049485,5.916570,0.019692,,0.978972,0.029336,0.020149,0.968078
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,76,0,120000,2978360,783,0.108309,0.049806,0.049806,5.916515,0.020015,,0.992243,0.029358,0.020448,1.006748
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,80,1,120000,2978360,783,0.108318,0.049836,0.049836,5.916344,0.020115,,1.021248,0.029022,0.020813,1.027751
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,84,0,120000,2978360,783,0.108397,0.049873,0.049873,5.915657,0.020172,,1.008118,0.029562,0.020311,0.999215
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,88,0,120000,2978360,783,0.107988,0.049505,0.049505,5.916571,0.019697,,0.980740,0.029254,0.020251,0.986423
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,92,0,120000,2978360,783,0.107991,0.049487,0.049487,5.916693,0.020009,,,0.029159,0.020327,
power,2014-07,WITHIN_GAME_SCRAMBLE,san_canon,96,1,120000,2978360,783,0.108138,0.049696,0.049696,5.916728,0.020083,,,0.029166,0.020530,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,8,1,120000,2978360,783,0.059777,0.026972,0.026972,5.346245,0.000000,,,0.026972,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,12,1,120000,2978360,783,0.061970,0.027365,0.027365,5.499506,0.000000,,,0.027365,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,16,1,120000,2978360,783,0.063505,0.027253,0.027253,5.631243,0.000000,,,0.027253,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,20,0,120000,2978360,783,0.065553,0.027801,0.027801,5.736234,0.000000,,,0.027801,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,24,1,120000,2978360,783,0.067096,0.028203,0.028203,5.814970,0.000000,,,0.028203,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,28,0,120000,2978360,783,0.068409,0.028659,0.028659,5.872095,0.000000,,,0.028659,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,32,1,120000,2978360,783,0.069399,0.028916,0.028916,5.912812,0.000000,,,0.028916,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,36,0,120000,2978360,783,0.070251,0.029201,0.029201,5.939980,0.000000,,,0.029201,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,40,1,120000,2978360,783,0.070629,0.029218,0.029218,5.956740,0.000000,,,0.029218,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,44,0,120000,2978360,783,0.071360,0.029871,0.029871,5.962867,0.000000,,,0.029871,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,48,1,120000,2978360,783,0.071245,0.029622,0.029622,5.962092,0.000000,,,0.029622,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,52,0,120000,2978360,783,0.071442,0.029883,0.029883,5.954259,0.000000,,,0.029883,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,56,0,120000,2978360,783,0.071171,0.029711,0.029711,5.941890,0.000000,,,0.029711,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,60,0,120000,2978360,783,0.071258,0.030034,0.030034,5.926049,0.000000,,,0.030034,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,64,1,120000,2978360,783,0.070999,0.029960,0.029960,5.909267,0.000000,,,0.029960,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,68,0,120000,2978360,783,0.070408,0.029626,0.029626,5.892063,0.000000,,,0.029626,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,72,0,120000,2978360,783,0.070280,0.029792,0.029792,5.875437,0.000000,,,0.029792,0.000000,
power,2014-07,EXACT_TARGET_MARGINAL_PERMUTATION,san_canon,76,0,120000,2978360,783,0.069993,0.029791,0.029791,5.858113,0.000000,,,0.029791,0.000000,
