run,period,condition,observable,h,in_i4_grid,n_games,N_anchored,alphabet_K,I_plugin_nats,I_MM_nats,I_MM_clamped_june29_nats,H_R_cond_MM_nats,T_vs_targetperm_nats,T_boot_sd_nats,T_ratio_h_over_h_plus_8,I_MM_own_targetperm_floor_nats,T_vs_own_floor_nats,T_own_ratio_h_over_h_plus_8
power,2016-01,REAL,san_statekey,44,0,120000,2887248,13007250,12.508784,12.823190,12.823190,2.542354,0.000011,,-2.236706,12.823192,-0.000001,0.268629
power,2016-01,REAL,san_statekey,48,1,120000,2887248,13007250,12.507660,12.821698,12.821698,2.542354,0.000002,,-0.169209,12.821701,-0.000003,1.883608
power,2016-01,REAL,san_statekey,52,0,120000,2887248,13007250,12.506393,12.820015,12.820015,2.542348,-0.000005,,0.351181,12.820020,-0.000005,0.342740
power,2016-01,REAL,san_statekey,56,0,120000,2887248,13007250,12.505081,12.818277,12.818277,2.542352,-0.000014,,0.793576,12.818278,-0.000001,0.073069
power,2016-01,REAL,san_statekey,60,0,120000,2887248,13007250,12.503681,12.816422,12.816422,2.542345,-0.000014,,0.323728,12.816437,-0.000014,0.327753
power,2016-01,REAL,san_statekey,64,1,120000,2887248,13007250,12.501862,12.814021,12.814021,2.542353,-0.000018,,0.387432,12.814041,-0.000020,0.297788
power,2016-01,REAL,san_statekey,68,0,120000,2887248,13007250,12.499575,12.811024,12.811024,2.542356,-0.000042,,0.494735,12.811067,-0.000043,0.559837
power,2016-01,REAL,san_statekey,72,0,120000,2887248,13007250,12.496384,12.806892,12.806892,2.542358,-0.000047,,0.327236,12.806960,-0.000068,0.526840
power,2016-01,REAL,san_statekey,76,0,120000,2887248,13007250,12.491831,12.801052,12.801052,2.542358,-0.000085,,0.397209,12.801130,-0.000077,0.358507
power,2016-01,REAL,san_statekey,80,1,120000,2887248,13007250,12.485130,12.792557,12.792557,2.542363,-0.000143,,0.439672,12.792687,-0.000130,0.403517
power,2016-01,REAL,san_statekey,84,0,120000,2887248,13007250,12.475224,12.780168,12.780168,2.542360,-0.000213,,0.427327,12.780383,-0.000216,0.382470
power,2016-01,REAL,san_statekey,88,0,120000,2887248,13007250,12.460849,12.762485,12.762485,2.542368,-0.000325,,0.384066,12.762806,-0.000322,0.384275
power,2016-01,REAL,san_statekey,92,0,120000,2887248,13007250,12.440524,12.737798,12.737798,2.542350,-0.000498,,,12.738362,-0.000564,
power,2016-01,REAL,san_statekey,96,1,120000,2887248,13007250,12.411719,12.702685,12.702685,2.542321,-0.000846,,,12.703522,-0.000837,
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,8,1,120000,2887248,13007250,14.154770,14.581096,14.581096,0.396178,2.080648,,1.177051,14.580367,0.000730,1.169627
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,12,1,120000,2887248,13007250,14.155355,14.581745,14.581745,0.396339,1.831918,,1.043937,14.581397,0.000349,0.754723
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,16,1,120000,2887248,13007250,14.154703,14.581079,14.581079,0.396257,1.767679,,1.008684,14.580455,0.000624,1.068808
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,20,0,120000,2887248,13007250,14.154849,14.581199,14.581199,0.396373,1.754816,,1.001129,14.580737,0.000462,0.896177
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,24,1,120000,2887248,13007250,14.154381,14.580757,14.580757,0.396180,1.752460,,0.999379,14.580173,0.000584,0.969810
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,28,0,120000,2887248,13007250,14.154348,14.580690,14.580690,0.396220,1.752837,,0.998923,14.580174,0.000515,1.059722
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,32,1,120000,2887248,13007250,14.154139,14.580479,14.580479,0.396179,1.753548,,0.998527,14.579877,0.000602,1.085350
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,36,0,120000,2887248,13007250,14.154125,14.580466,14.580466,0.396201,1.754726,,0.998803,14.579979,0.000486,1.230554
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,40,1,120000,2887248,13007250,14.154295,14.580644,14.580644,0.396198,1.756135,,0.998103,14.580090,0.000555,0.940647
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,44,0,120000,2887248,13007250,14.153720,14.580009,14.580009,0.396377,1.756829,,0.997471,14.579613,0.000395,0.713444
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,48,1,120000,2887248,13007250,14.154789,14.581168,14.581168,0.396145,1.759473,,0.997809,14.580579,0.000590,1.126831
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,52,0,120000,2887248,13007250,14.154889,14.581302,14.581302,0.396162,1.761282,,0.997363,14.580748,0.000554,0.724683
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,56,0,120000,2887248,13007250,14.155194,14.581627,14.581627,0.396310,1.763336,,0.997633,14.581104,0.000523,1.095479
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,60,0,120000,2887248,13007250,14.155946,14.582375,14.582375,0.396188,1.765939,,0.997654,14.581611,0.000765,1.151148
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,64,1,120000,2887248,13007250,14.155144,14.581559,14.581559,0.396199,1.767521,,0.996462,14.581082,0.000478,0.806339
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,68,0,120000,2887248,13007250,14.154775,14.581157,14.581157,0.396195,1.770092,,0.995072,14.580493,0.000664,2.148674
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,72,0,120000,2887248,13007250,14.154379,14.580735,14.580735,0.396259,1.773796,,0.992158,14.580142,0.000592,1.037799
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,76,0,120000,2887248,13007250,14.153694,14.579994,14.579994,0.396444,1.778857,,0.988725,14.579685,0.000309,0.618888
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,80,1,120000,2887248,13007250,14.154154,14.580516,14.580516,0.396205,1.787816,,0.984125,14.579945,0.000571,1.071874
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,84,0,120000,2887248,13007250,14.153224,14.579524,14.579524,0.396237,1.799143,,0.977333,14.579024,0.000499,0.898668
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,88,0,120000,2887248,13007250,14.153124,14.579466,14.579466,0.396143,1.816656,,0.968630,14.578933,0.000533,1.112193
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,92,0,120000,2887248,13007250,14.152831,14.579166,14.579166,0.396191,1.840870,,,14.578610,0.000556,
power,2016-01,WITHIN_GAME_SCRAMBLE,san_statekey,96,1,120000,2887248,13007250,14.152685,14.579022,14.579022,0.396279,1.875490,,,14.578543,0.000479,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,8,1,120000,2887248,13007250,12.235169,12.500449,12.500449,2.537480,0.000000,,,12.500449,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,12,1,120000,2887248,13007250,12.449334,12.749828,12.749828,2.541807,0.000000,,,12.749828,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,16,1,120000,2887248,13007250,12.500886,12.813400,12.813400,2.542292,0.000000,,,12.813400,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,20,0,120000,2887248,13007250,12.511116,12.826383,12.826383,2.542372,0.000000,,,12.826383,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,24,1,120000,2887248,13007250,12.512617,12.828297,12.828297,2.542380,0.000000,,,12.828297,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,28,0,120000,2887248,13007250,12.512287,12.827853,12.827853,2.542374,0.000000,,,12.827853,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,32,1,120000,2887248,13007250,12.511595,12.826931,12.826931,2.542379,0.000000,,,12.826931,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,36,0,120000,2887248,13007250,12.510702,12.825739,12.825739,2.542374,0.000000,,,12.825739,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,40,1,120000,2887248,13007250,12.509776,12.824509,12.824509,2.542356,0.000000,,,12.824509,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,44,0,120000,2887248,13007250,12.508776,12.823180,12.823180,2.542365,0.000000,,,12.823180,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,48,1,120000,2887248,13007250,12.507658,12.821695,12.821695,2.542357,0.000000,,,12.821695,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,52,0,120000,2887248,13007250,12.506397,12.820019,12.820019,2.542344,0.000000,,,12.820019,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,56,0,120000,2887248,13007250,12.505092,12.818291,12.818291,2.542337,0.000000,,,12.818291,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,60,0,120000,2887248,13007250,12.503691,12.816436,12.816436,2.542332,0.000000,,,12.816436,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,64,1,120000,2887248,13007250,12.501876,12.814039,12.814039,2.542335,0.000000,,,12.814039,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,68,0,120000,2887248,13007250,12.499606,12.811066,12.811066,2.542315,0.000000,,,12.811066,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,72,0,120000,2887248,13007250,12.496418,12.806939,12.806939,2.542311,0.000000,,,12.806939,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,76,0,120000,2887248,13007250,12.491894,12.801137,12.801137,2.542273,0.000000,,,12.801137,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,80,1,120000,2887248,13007250,12.485235,12.792700,12.792700,2.542220,0.000000,,,12.792700,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,84,0,120000,2887248,13007250,12.475381,12.780380,12.780380,2.542147,0.000000,,,12.780380,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,88,0,120000,2887248,13007250,12.461090,12.762810,12.762810,2.542043,0.000000,,,12.762810,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,92,0,120000,2887248,13007250,12.440895,12.738296,12.738296,2.541852,0.000000,,,12.738296,0.000000,
power,2016-01,EXACT_TARGET_MARGINAL_PERMUTATION,san_statekey,96,1,120000,2887248,13007250,12.412355,12.703531,12.703531,2.541475,0.000000,,,12.703531,0.000000,
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,8,1,120000,2887248,13007250,14.152152,14.578514,14.578514,0.397145,2.078065,,1.177743,14.577699,0.000815,1.206695
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,12,1,120000,2887248,13007250,14.151536,14.577847,14.577847,0.397238,1.828019,,1.043289,14.577045,0.000802,1.175362
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,16,1,120000,2887248,13007250,14.151518,14.577847,14.577847,0.397217,1.764447,,1.007517,14.577171,0.000675,1.127469
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,20,0,120000,2887248,13007250,14.152151,14.578552,14.578552,0.397180,1.752169,,1.000485,14.577870,0.000682,1.186366
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,24,1,120000,2887248,13007250,14.153126,14.579579,14.579579,0.397331,1.751282,,0.999253,14.578980,0.000599,0.682976
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,28,0,120000,2887248,13007250,14.152728,14.579173,14.579173,0.397363,1.751320,,0.998742,14.578598,0.000575,0.975327
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,32,1,120000,2887248,13007250,14.153053,14.579522,14.579522,0.397144,1.752591,,0.998963,14.578645,0.000877,1.190670
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,36,0,120000,2887248,13007250,14.152787,14.579266,14.579266,0.397222,1.753526,,0.998529,14.578676,0.000590,0.847597
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,40,1,120000,2887248,13007250,14.152463,14.578919,14.578919,0.397196,1.754410,,0.998376,14.578182,0.000737,1.019035
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,44,0,120000,2887248,13007250,14.152808,14.579288,14.579288,0.397242,1.756109,,0.997734,14.578593,0.000696,0.802906
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,48,1,120000,2887248,13007250,14.152534,14.578959,14.578959,0.397196,1.757264,,0.997412,14.578237,0.000723,1.142865
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,52,0,120000,2887248,13007250,14.153593,14.580116,14.580116,0.397148,1.760097,,0.998758,14.579250,0.000866,1.365167
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,56,0,120000,2887248,13007250,14.153614,14.580115,14.580115,0.397256,1.761824,,0.998496,14.579482,0.000632,0.863955
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,60,0,120000,2887248,13007250,14.152338,14.578722,14.578722,0.397280,1.762286,,0.996879,14.578087,0.000635,1.018596
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,64,1,120000,2887248,13007250,14.152106,14.578516,14.578516,0.397152,1.764477,,0.995920,14.577784,0.000732,1.081291
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,68,0,120000,2887248,13007250,14.152474,14.578869,14.578869,0.397310,1.767804,,0.994893,14.578246,0.000623,1.188792
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,72,0,120000,2887248,13007250,14.152273,14.578644,14.578644,0.397238,1.771705,,0.991540,14.577967,0.000677,0.989676
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,76,0,120000,2887248,13007250,14.151697,14.578015,14.578015,0.397344,1.776878,,0.988183,14.577491,0.000524,0.765932
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,80,1,120000,2887248,13007250,14.153104,14.579522,14.579522,0.397303,1.786822,,0.983881,14.578838,0.000684,1.060765
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,84,0,120000,2887248,13007250,14.152175,14.578506,14.578506,0.397229,1.798126,,0.976348,14.577822,0.000684,1.323931
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,88,0,120000,2887248,13007250,14.152591,14.578904,14.578904,0.397241,1.816094,,0.967497,14.578259,0.000645,1.246299
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,92,0,120000,2887248,13007250,14.153587,14.579981,14.579981,0.397251,1.841686,,,14.579465,0.000517,
power,2016-01,PARITY_PRESERVING_WITHIN_GAME_SCRAMBLE,san_statekey,96,1,120000,2887248,13007250,14.154215,14.580637,14.580637,0.397338,1.877105,,,14.580119,0.000517,
