run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
40289,5698,0,52,91.166,-0.75135,0.00653,22,20,13,11,59,70,70,0,1,11
40289,5708,0,52,91.157,-0.75135,0.00653,18,16,14,11,34,44,44,0,1,11
40289,5762,0,38,91.129,-0.75135,0.00653,19,6,11,8,59,70,70,1,1,11
40289,5774,0,102,91.18,-0.75135,0.00653,18,9,9,3,45,57,57,0,1,11
40289,5777,0,52,91.144,-0.75135,0.00653,27,25,21,13,73,84,84,1,1,11
40289,5800,0,116,91.128,-0.74547,0.00722,23,21,14,13,57,70,70,0,1,11
40289,5804,0,52,91.185,-0.74547,0.00722,34,26,15,12,71,93,93,0,1,11
40289,5820,0,116,91.2,-0.74547,0.00722,2,2,2,2,23,23,23,0,1,11
40289,5825,0,70,91.237,-0.74547,0.00722,0,0,0,0,41,41,41,0,1,11
40289,5850,0,36,91.172,0.74547,0.00722,21,19,18,13,70,81,81,0,1,11
40289,5881,0,116,91.13,-0.72636,0.00668,16,7,15,13,42,48,48,1,1,11
40289,5886,0,116,91.148,-0.72636,0.00668,23,21,11,13,54,68,68,0,1,11
40289,5892,0,118,91.136,0.72636,0.00668,20,10,15,11,65,73,73,2,1,11
40289,5901,0,524288,91.148,-0.72636,0.00668,0,0,0,0,60,60,60,0,1,11
40289,5906,0,116,91.229,-0.72636,0.00668,7,7,5,5,63,67,67,1,1,11
40289,5926,0,100,91.209,-0.72636,0.00668,21,18,13,9,88,96,96,0,1,11
40289,5940,0,52,91.244,0.72636,0.00668,27,25,17,9,51,63,63,0,1,11
40289,5942,0,100,91.239,0.72636,0.00668,23,18,15,10,51,63,63,0,1,11
40289,5957,0,70,91.195,0.72636,0.00668,0,0,0,0,25,25,25,0,1,11
40289,5968,0,70,91.176,0.72636,0.00668,0,0,0,0,36,36,36,0,1,11
40289,5974,0,116,91.186,0.72636,0.00668,28,23,22,13,68,79,79,0,1,11
40289,5988,0,116,91.153,-0.75086,0.00565,17,16,10,7,52,61,61,0,1,11
40289,6027,0,102,91.159,0.75086,0.00565,7,4,2,2,32,37,37,0,1,11
40289,6040,0,52,91.122,0.75086,0.00565,14,10,10,8,44,52,52,0,1,11
40289,6049,0,116,91.162,0.75086,0.00565,24,16,16,11,61,72,72,0,1,11
40289,6062,0,116,91.168,-0.75086,0.00565,14,12,6,7,50,58,58,0,1,11
40289,6069,0,54,91.16,0.75086,0.00565,10,3,1,1,52,61,61,0,1,11
40289,6088,0,52,91.169,-0.75086,0.00565,33,28,24,21,65,84,84,0,1,11
40289,6100,0,52,91.216,0.7345,0.00643,16,14,11,11,28,39,39,0,1,11
40289,6107,0,116,91.12,0.7345,0.00643,14,10,10,8,39,46,46,0,1,11
40289,6108,0,36,91.139,-0.7345,0.00643,30,28,18,17,67,85,85,1,1,11
40289,6109,0,116,91.177,0.7345,0.00643,26,24,16,13,58,71,71,1,1,11
40289,6127,0,116,91.166,-0.7345,0.00643,16,16,13,9,34,43,43,0,1,11
40289,6130,0,116,91.161,-0.7345,0.00643,12,12,10,8,32,37,37,0,1,11
40289,6168,0,116,91.175,-0.7345,0.00643,4,4,4,4,36,38,38,0,1,11
40289,6172,0,36,91.124,-0.7345,0.00643,26,21,20,13,66,78,78,0,1,11
40289,6191,0,116,91.102,0.7345,0.00643,2,2,2,2,26,26,26,0,1,11
40289,6193,0,52,91.112,-0.7345,0.00643,26,20,19,12,51,67,67,0,1,11
40289,6202,0,36,91.162,-0.75323,0.00599,13,10,9,9,57,64,64,2,1,11
40289,6211,0,48,91.106,-0.75323,0.00599,2,2,1,2,20,21,21,1,1,11
40289,6219,0,38,91.171,-0.75323,0.00599,25,13,11,3,94,110,110,0,1,11
40289,6223,0,38,91.124,0.75323,0.00599,15,10,7,2,62,70,70,0,1,11
40289,6259,0,116,91.193,-0.75323,0.00599,2,2,2,2,36,36,36,0,1,11
40289,6261,0,244,91.241,0.75323,0.00599,24,19,15,10,63,79,79,0,1,11
40289,6287,0,116,91.284,-0.75323,0.00599,15,13,8,8,39,48,48,0,1,11
