run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
39701,2671,0,102,91.248,-0.74399,0.01504,10,0,6,1,47,53,53,0,1,6
39701,2681,0,36,91.217,-0.71558,0.01711,16,0,9,11,48,57,57,0,1,6
39701,2690,0,70,91.118,0.71558,0.01711,0,0,0,0,29,29,29,0,1,6
39701,2694,0,54,91.36,0.71558,0.01711,29,0,11,9,104,122,122,1,1,6
39701,2753,0,116,91.128,0.71558,0.01711,13,0,8,7,46,53,53,1,1,6
39701,2776,0,262182,91.136,0.71558,0.01711,20,0,13,2,66,77,77,3,1,6
39701,2784,0,16,91.161,0.71558,0.01711,2,0,2,2,21,21,21,2,1,6
39701,2787,0,38,91.197,-0.71558,0.01711,17,0,13,7,61,66,66,1,1,6
39701,2789,0,116,91.199,-0.71558,0.01711,19,0,13,12,48,60,60,0,1,6
39701,2816,0,70,91.143,-0.71558,0.01711,1,0,0,1,40,41,41,0,1,6
39701,2818,0,38,91.175,-0.71558,0.01711,20,0,5,2,60,75,75,0,1,6
39701,2866,0,52,91.241,0.71558,0.01711,29,0,18,10,70,88,88,0,1,6
39701,2869,0,16,91.171,0.71558,0.01711,2,0,2,2,12,12,12,2,1,6
39701,2880,0,118,91.216,0.71558,0.01711,18,0,10,5,59,69,69,0,1,6
39701,2892,0,52,91.108,-0.71558,0.01711,17,0,12,11,44,52,52,0,1,6
39701,2899,0,6,91.246,0.71558,0.01711,1,0,0,0,34,35,35,0,1,6
39701,2925,0,16,91.116,0.71558,0.01711,8,0,1,0,41,48,48,0,1,6
39701,2964,0,16,91.155,0.71558,0.01711,10,0,0,1,30,40,40,0,1,6
39701,2990,0,102,91.086,-0.71558,0.01711,15,0,8,1,49,58,58,0,1,6
39701,2991,0,52,91.156,0.74016,0.01623,26,0,15,14,58,72,72,0,1,6
39701,2998,0,116,91.18,-0.74016,0.01623,16,0,9,9,44,54,54,0,1,6
39701,3023,0,52,91.178,0.74016,0.01623,28,0,17,14,66,81,81,1,1,6
39701,3070,0,52,91.085,-0.74016,0.01623,19,0,10,11,51,61,61,1,1,6
39701,3085,0,52,91.214,-0.74016,0.01623,11,0,10,10,39,44,44,0,1,6
39701,3091,0,6,91.169,-0.74016,0.01623,0,0,0,0,20,20,20,0,1,6
39701,3099,0,2,91.177,-0.74016,0.01623,0,0,0,0,23,23,23,0,1,6
39701,3186,0,38,91.14,-0.74016,0.01623,14,0,8,4,45,53,53,0,1,6
39701,3208,0,52,91.143,-0.74016,0.01623,32,0,21,14,79,96,96,1,1,6
39701,3211,0,36,91.167,0.74016,0.01623,28,0,18,13,56,69,69,1,1,6
39701,3219,0,100,91.23,-0.74016,0.01623,23,0,17,13,70,81,81,2,1,6
39701,3223,0,70,91.054,0.74016,0.01623,0,0,0,0,23,23,23,0,1,6
39701,3234,0,70,91.174,-0.74016,0.01623,0,0,0,0,35,35,35,0,1,6
39701,3238,0,52,91.159,0.74016,0.01623,21,0,11,10,61,71,71,1,1,6
39701,3255,0,52,91.17,-0.74016,0.01623,33,0,19,14,61,82,82,2,1,6
39701,3285,0,16,91.177,-0.74016,0.01623,2,0,2,2,41,41,41,0,1,6
39701,3299,0,102,91.18,-0.74016,0.01623,4,0,1,2,51,54,54,0,1,6
39701,3309,0,262144,-999,-0.74016,0.01623,0,0,0,0,13,13,13,0,1,6
39701,3359,0,116,91.22,-0.74016,0.01623,19,0,15,17,58,64,64,1,1,6
39701,3364,0,118,91.201,-0.74016,0.01623,27,0,16,10,62,75,75,0,1,6
39701,3365,0,116,91.062,0.74016,0.01623,18,0,15,10,57,63,63,0,1,6
39701,3393,0,116,91.181,0.74016,0.01623,23,0,14,10,65,77,77,0,1,6
39701,3404,0,52,91.147,0.74016,0.01623,9,0,5,4,37,41,41,0,1,6
39701,3444,0,38,91.178,-0.74016,0.01623,13,0,7,3,62,70,70,0,1,6
39701,3451,0,6,91.114,0.74016,0.01623,0,0,0,0,46,46,46,0,1,6
39701,3462,0,4,91.198,-0.74016,0.01623,0,0,0,0,26,26,26,0,1,6
39701,3473,0,36,91.177,-0.74016,0.01623,18,0,12,11,46,59,59,0,1,6
39701,3483,0,116,91.118,0.74016,0.01623,18,0,10,10,56,68,68,0,1,6
39701,3486,0,102,91.147,-0.74016,0.01623,11,0,2,1,60,69,69,0,1,6
39701,3493,0,70,91.1,-0.74016,0.01623,1,0,0,0,39,40,40,0,1,6
39701,3524,0,52,91.129,-0.74016,0.01623,17,0,11,8,45,54,54,0,1,6
39701,3568,0,52,91.131,-0.74016,0.01623,24,0,14,16,63,77,77,0,1,6
39701,3588,0,54,91.177,-0.74016,0.01623,29,0,16,12,71,88,88,1,1,6
39701,3596,0,52,91.163,-0.74016,0.01623,16,0,11,7,60,67,67,0,1,6
39701,3610,0,102,91.099,-0.72812,0.01574,14,0,8,0,58,64,64,0,1,6
39701,3617,0,52,91.227,-0.72812,0.01574,19,0,10,11,55,65,65,0,1,6
39701,3632,0,52,91.096,-0.72812,0.01574,22,0,18,16,39,50,50,0,1,6
39701,3682,0,54,91.21,-0.72812,0.01574,22,0,4,2,74,92,92,0,1,6
39701,3689,0,116,91.193,0.72812,0.01574,31,0,24,18,55,67,67,0,1,6
39701,3696,0,16,-999,-0.72812,0.01574,0,0,0,0,22,22,22,0,1,6
39701,3705,0,4,91.314,-0.72812,0.01574,2,0,2,1,23,23,23,0,1,6
39701,3710,0,38,91.254,-0.72812,0.01574,7,0,1,1,52,58,58,0,1,6
39701,3724,0,34,91.15,-0.72812,0.01574,9,0,4,0,56,62,62,0,1,6
39701,3811,0,102,91.145,0.72812,0.01574,14,0,5,2,49,58,58,0,1,6
39701,3828,0,116,91.168,-0.72812,0.01574,20,0,15,10,42,51,51,0,1,6
39701,3829,0,38,91.274,0.72812,0.01574,23,0,16,11,53,64,64,0,1,6
39701,3842,0,38,91.094,-0.72812,0.01574,23,0,11,8,70,86,86,0,1,6
39701,3844,0,116,91.081,-0.72812,0.01574,22,0,17,10,51,59,59,0,1,6
39701,3847,0,16,91.087,0.72812,0.01574,8,0,2,1,43,49,49,0,1,6
39701,3864,0,70,91.131,0.72812,0.01574,0,0,0,0,33,33,33,0,1,6
39701,3871,0,16,91.201,0.72812,0.01574,2,0,2,2,16,16,16,0,1,6
39701,3884,0,102,91.25,-0.72812,0.01574,7,0,5,0,40,42,42,0,1,6
39701,3885,0,36,91.174,-0.72812,0.01574,27,0,14,10,50,64,64,0,1,6
39701,3886,0,70,91.153,-0.72812,0.01574,2,0,2,0,16,16,16,0,1,6
39701,3894,0,116,91.172,0.72812,0.01574,16,0,11,11,36,44,44,0,1,6
39701,3895,0,102,91.171,-0.72812,0.01574,14,0,7,2,60,67,67,0,1,6
39701,3896,0,16,91.198,0.72812,0.01574,11,0,5,2,34,40,40,0,1,6
39701,3901,0,70,91.149,-0.72812,0.01574,2,0,2,0,41,41,41,0,1,6
39701,3903,0,118,91.168,0.72812,0.01574,17,0,10,6,52,62,62,4,1,6
39701,3924,0,100,91.191,-0.72812,0.01574,13,0,9,6,51,55,55,0,1,6
39701,3929,0,144,91.137,-0.72812,0.01574,0,0,0,0,20,20,20,0,1,6
39701,3932,0,52,91.168,0.72812,0.01574,24,0,14,6,70,81,81,0,1,6
39701,3935,0,70,91.199,-0.72812,0.01574,0,0,0,0,21,21,21,0,1,6
39701,3946,0,100,91.11,0.72812,0.01574,25,0,16,10,60,76,76,0,1,6
39701,3968,0,100,91.126,-0.72812,0.01574,24,0,19,18,68,78,78,0,1,6
39701,3997,0,38,91.151,-0.72812,0.01574,20,0,5,4,55,71,71,2,1,6
39701,4006,0,32,91.209,-0.72812,0.01574,3,0,1,1,115,117,117,0,1,6
39701,4017,0,38,91.103,0.72812,0.01574,16,0,9,1,39,49,49,0,1,6
39701,4039,0,38,91.2,0.72812,0.01574,16,0,8,4,81,90,90,0,1,6
39701,4040,0,6,91.187,-0.72812,0.01574,0,0,0,0,40,40,40,0,1,6
39701,4072,0,38,91.16,-0.72812,0.01574,8,0,4,0,47,51,51,0,1,6
39701,4131,0,52,91.205,-0.72812,0.01574,24,0,13,12,74,88,88,1,1,6
39701,4133,0,52,91.154,0.72812,0.01574,21,0,14,15,46,58,58,0,1,6
39701,4158,0,54,91.257,0.72812,0.01574,11,0,5,0,41,48,48,0,1,6
39701,4194,0,54,91.199,-0.72812,0.01574,24,0,17,13,78,87,87,1,1,6
39701,4252,0,70,91.199,0.72812,0.01574,0,0,0,0,30,30,30,0,1,6
39701,4312,0,100,91.168,-0.72812,0.01574,17,0,10,8,62,69,69,0,1,6
39701,4347,0,48,91.318,-0.69836,0.02373,5,0,0,3,123,128,128,0,1,6
39701,4426,0,52,91.085,-0.69836,0.02373,13,0,11,8,41,45,45,0,1,6
39701,4437,0,16,91.146,-0.69836,0.02373,3,0,2,2,21,22,22,0,1,6
39701,4475,0,52,91.11,0.69836,0.02373,23,0,17,11,37,47,47,0,1,6
39701,4486,0,38,91.155,0.69836,0.02373,1,0,0,0,24,25,25,0,1,6
39701,4508,0,68,91.245,0.69836,0.02373,10,0,5,3,58,63,63,0,1,6
39701,4526,0,116,91.147,0.69836,0.02373,17,0,11,8,37,44,44,0,1,6
39701,4545,0,38,91.22,-0.69836,0.02373,21,0,10,2,71,83,83,0,1,6
39701,4546,0,100,91.162,-0.69836,0.02373,2,0,2,2,28,28,28,0,1,6
39701,4549,0,116,91.216,0.69836,0.02373,19,0,12,10,38,50,50,0,1,6
39701,4563,0,70,91.281,-0.69836,0.02373,0,0,0,0,28,28,28,0,1,6
39701,4573,0,102,91.144,0.69836,0.02373,6,0,3,2,47,50,50,0,1,6
39701,4597,0,6,91.186,-0.69836,0.02373,0,0,0,0,32,32,32,0,1,6
39701,4617,0,16,-999,-0.69836,0.02373,2,0,1,1,18,19,19,0,1,6
39701,4640,0,100,91.174,-0.69836,0.02373,26,0,15,9,64,78,78,0,1,6
39701,4641,0,32,91.17,-0.69836,0.02373,9,0,4,1,33,39,39,0,1,6
39701,4665,0,118,91.205,0.69836,0.02373,7,0,6,6,62,66,66,0,1,6
39701,4675,0,52,91.103,0.69836,0.02373,33,0,20,17,65,82,82,0,1,6
39701,4697,0,100,91.099,-0.69836,0.02373,13,0,11,11,48,57,57,0,1,6
39701,4732,0,116,91.132,-0.69836,0.02373,13,0,11,9,36,42,42,0,1,6
39701,4740,0,70,91.072,0.69836,0.02373,0,0,0,0,44,44,44,0,1,6
39701,4744,0,52,91.162,-0.69836,0.02373,24,0,19,13,64,76,76,0,1,6
39701,4791,0,52,91.168,-0.74366,0.0179,4,0,4,4,35,36,36,1,1,6
39701,4798,0,70,91.122,-0.74366,0.0179,0,0,0,0,32,32,32,0,1,6
39701,4799,0,8,91.161,0.74366,0.0179,0,0,0,0,20,20,20,0,1,6
39701,4804,0,70,91.136,-0.74366,0.0179,0,0,0,0,24,24,24,0,1,6
39701,4811,0,52,91.146,0.74366,0.0179,26,0,16,8,63,74,74,0,1,6
39701,4824,0,54,91.161,0.74366,0.0179,30,0,17,7,76,91,91,1,1,6
39701,4828,0,16,91.125,-0.74366,0.0179,1,0,0,0,22,23,23,0,1,6
39701,4833,0,118,91.112,0.74366,0.0179,22,0,11,11,62,73,73,1,1,6
39701,4847,0,116,91.132,0.74366,0.0179,20,0,15,11,46,53,53,0,1,6
39701,4857,0,116,91.089,-0.74366,0.0179,2,0,2,2,27,27,27,0,1,6
39701,4863,0,48,91.115,0.74366,0.0179,2,0,2,2,35,35,35,0,1,6
39701,4876,0,118,91.191,0.74366,0.0179,24,0,15,14,48,64,64,0,1,6
39701,4891,0,2,91.139,0.74366,0.0179,0,0,0,0,31,31,31,0,1,6
39701,4897,0,100,91.189,0.74366,0.0179,24,0,15,10,84,96,96,0,1,6
39701,4901,0,38,91.242,0.74366,0.0179,8,0,1,1,46,53,53,0,1,6
39701,4923,0,6,91.12,-0.74366,0.0179,0,0,0,0,16,16,16,0,1,6
39701,4928,0,116,91.194,0.74366,0.0179,2,0,2,2,18,18,18,0,1,6
39701,4942,0,52,91.11,-0.74366,0.0179,15,0,13,10,38,44,44,0,1,6
39701,4946,0,52,91.155,0.74366,0.0179,28,0,22,16,66,76,76,0,1,6
39701,4947,0,68,91.204,0.74366,0.0179,2,0,2,2,33,33,33,0,1,6
39701,4963,0,52,91.16,0.74366,0.0179,26,0,16,11,65,78,78,0,1,6
39701,4966,0,102,91.098,0.74366,0.0179,17,0,10,6,96,103,103,0,1,6
39701,4967,0,52,91.19,-0.74366,0.0179,24,0,17,14,47,63,63,0,1,6
39701,4987,0,118,91.171,0.74366,0.0179,22,0,9,6,70,84,84,0,1,6
39701,4991,0,102,91.105,0.74366,0.0179,20,0,7,2,72,85,85,0,1,6
39701,4994,0,102,91.128,0.74366,0.0179,20,0,8,4,52,64,64,1,1,6
39701,5001,0,116,91.082,-0.74366,0.0179,14,0,13,10,51,56,56,0,1,6
39701,5004,0,52,91.316,-0.74366,0.0179,22,0,15,11,47,59,59,2,1,6
39701,5010,0,100,91.109,-0.74366,0.0179,28,0,20,19,63,77,77,0,1,6
39701,5027,0,52,91.166,0.74366,0.0179,2,0,2,2,15,15,15,0,1,6
39701,5029,0,102,91.195,-0.74366,0.0179,17,0,9,9,61,70,70,2,1,6
39701,5036,0,116,91.198,0.74366,0.0179,4,0,4,4,50,52,52,0,1,6
39701,5052,0,70,91.278,0.74366,0.0179,0,0,0,0,26,26,26,0,1,6
39701,5067,0,54,91.229,-0.74366,0.0179,17,0,11,5,67,74,74,1,1,6
39701,5132,0,1,91.102,-0.72799,0.02274,6,0,0,3,54,60,60,0,1,6
39701,5159,0,102,91.173,0.72799,0.02274,14,0,4,1,52,63,63,0,1,6
39701,5161,0,52,91.124,0.72799,0.02274,21,0,16,10,56,65,65,1,1,6
39701,5173,0,52,91.175,-0.72799,0.02274,24,0,10,9,40,54,54,1,1,6
39701,5186,0,116,91.141,-0.72799,0.02274,20,0,15,15,39,54,54,0,1,6
39701,5187,0,52,91.18,0.72799,0.02274,26,0,16,10,49,63,63,0,1,6
39701,5207,0,52,91.12,-0.72799,0.02274,20,0,15,11,51,59,59,1,1,6
39701,5227,0,38,91.106,0.72799,0.02274,14,0,9,5,66,72,72,0,1,6
39701,5247,0,100,91.184,-0.72799,0.02274,20,0,17,8,61,66,66,0,1,6
39701,5251,0,36,91.148,0.72799,0.02274,15,0,14,11,35,36,36,1,1,6
39701,5256,0,16,91.079,-0.72799,0.02274,2,0,0,1,31,33,33,0,1,6
39701,5270,0,118,91.065,0.72799,0.02274,13,0,5,3,60,68,68,0,1,6
39701,5277,0,70,91.119,0.72799,0.02274,0,0,0,0,30,30,30,0,1,6
39701,5288,0,100,91.151,0.72799,0.02274,21,0,9,4,56,69,69,0,1,6
39701,5305,0,36,91.199,-0.72799,0.02274,24,0,13,8,70,82,82,1,1,6
39701,5319,0,52,91.09,0.72799,0.02274,27,0,16,12,69,82,82,1,1,6
39701,5340,0,116,91.066,-0.72799,0.02274,3,0,3,3,23,23,23,0,1,6
39701,5350,0,116,91.162,0.72799,0.02274,28,0,20,14,70,82,82,1,1,6
39701,5353,0,70,91.131,-0.72799,0.02274,2,0,2,1,21,21,21,0,1,6
39701,5357,0,36,91.144,-0.72799,0.02274,19,0,14,12,35,48,48,0,1,6
39701,5411,0,262144,91.178,-0.72799,0.02274,2,0,1,0,29,30,30,2,1,6
39701,5416,0,38,91.16,0.72799,0.02274,10,0,5,1,36,41,41,0,1,6
39701,5418,0,116,91.181,0.72799,0.02274,12,0,9,8,50,56,56,0,1,6
39701,5426,0,52,91.138,-0.72799,0.02274,27,0,17,16,43,63,63,0,1,6
39701,5447,0,70,91.16,-0.72799,0.02274,0,0,0,0,31,31,31,0,1,6
39701,5450,0,4,-999,0.72799,0.02274,0,0,0,0,18,18,18,0,1,6
39701,5470,0,52,91.064,-0.72799,0.02274,22,0,20,14,51,59,59,0,1,6
39701,5474,0,32,91.197,-0.72799,0.02274,1,0,1,1,17,17,17,0,1,6
39701,5485,0,16,91.09,0.72799,0.02274,2,0,2,2,11,11,11,1,1,6
39701,5487,0,16,91.089,0.72799,0.02274,2,0,2,2,27,27,27,1,1,6
39701,5501,0,52,91.13,-0.78284,0.02683,20,0,13,11,48,60,60,0,1,6
39701,5504,0,100,91.151,0.78284,0.02683,17,0,13,7,63,70,70,0,1,6
39701,5506,0,38,91.078,0.78284,0.02683,20,0,4,2,46,62,62,0,1,6
39701,5508,0,38,91.132,-0.78284,0.02683,17,0,9,0,60,70,70,0,1,6
39701,5509,0,16,91.189,0.78284,0.02683,4,0,0,1,37,41,41,0,1,6
39701,5513,0,70,91.094,-0.78284,0.02683,0,0,0,0,16,16,16,0,1,6
39701,5516,0,2,91.159,-0.78284,0.02683,0,0,0,0,10,10,10,0,1,6
39701,5527,0,118,91.096,0.78284,0.02683,14,0,0,0,63,77,77,0,1,6
39701,5546,0,116,91.162,-0.78284,0.02683,21,0,18,10,39,49,49,0,1,6
39701,5574,0,70,91.111,0.78284,0.02683,0,0,0,0,44,44,44,0,1,6
39701,5576,0,16,91.082,-0.78284,0.02683,3,0,2,2,22,23,23,0,1,6
39701,5586,0,116,91.174,0.78284,0.02683,5,0,4,3,33,34,34,0,1,6
39701,5587,0,52,91.12,-0.78284,0.02683,26,0,16,13,70,85,85,0,1,6
39701,5591,0,52,91.147,-0.78284,0.02683,20,0,15,11,49,60,60,0,1,6
39701,5596,0,52,91.161,0.78284,0.02683,25,0,15,10,68,79,79,0,1,6
39701,5612,0,33554448,91.135,0.78284,0.02683,7,0,3,1,121,125,125,0,1,6
39701,5614,0,32,91.176,0.78284,0.02683,1,0,1,1,25,25,25,0,1,6
39701,5640,0,2,91.147,0.78284,0.02683,8,0,2,5,233,239,239,0,1,6
39701,5646,0,100,91.104,0.78284,0.02683,21,0,13,8,73,84,84,0,1,6
39701,5663,0,116,91.072,0.78284,0.02683,10,0,10,9,42,49,49,0,1,6
