run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
34032,3846,0,54,91.24,-0.79613,0.01014,23,9,13,3,67,80,80,0,1,15
34032,3870,0,34,91.163,-0.79613,0.01014,15,7,3,3,35,47,47,0,1,15
34032,3938,0,52,91.09,-0.79613,0.01014,18,17,15,12,40,48,48,1,1,15
34032,3951,0,16,91.132,0.79613,0.01014,14,7,5,1,40,49,49,0,1,15
34032,3993,0,52,91.193,-0.77443,0.0104,33,21,18,14,73,89,89,0,1,15
34032,4030,0,36,91.185,-0.77443,0.0104,24,17,14,10,55,65,65,0,1,15
34032,4055,0,116,91.181,0.77443,0.0104,23,19,13,14,37,49,49,1,1,15
34032,4058,0,128,91.229,-0.77443,0.0104,2,2,1,2,18,19,19,1,1,15
34032,4090,0,102,91.143,-0.77443,0.0104,20,14,7,7,58,71,71,1,1,15
34032,4135,0,116,91.121,0.77443,0.0104,19,16,13,10,41,50,50,0,1,15
34032,4142,0,100,91.066,-0.77443,0.0104,41,35,29,19,53,78,78,0,1,15
34032,4182,0,52,91.127,-0.77443,0.0104,25,13,11,11,67,83,83,0,1,15
34032,4185,0,54,91.204,-0.77443,0.0104,34,15,20,10,73,91,91,0,1,15
34032,4191,0,102,91.091,-0.77443,0.0104,2,1,2,1,22,22,22,0,1,15
34032,4213,0,70,91.232,-0.77443,0.0104,0,0,0,0,22,22,22,0,1,15
34032,4245,0,6,91.142,-0.78431,0.01014,2,0,2,0,23,23,23,0,1,15
34032,4251,0,52,91.194,0.78431,0.01014,35,31,23,18,64,79,79,0,1,15
34032,4262,0,36,91.226,0.78431,0.01014,32,18,19,17,77,92,92,3,1,15
34032,4276,0,54,91.219,0.78431,0.01014,20,16,8,3,73,85,85,0,1,15
34032,4297,0,52,91.245,0.78431,0.01014,26,23,17,15,50,64,64,0,1,15
34032,4320,0,52,91.192,0.78431,0.01014,35,24,20,9,68,84,84,2,1,15
34032,4327,0,116,91.187,-0.78431,0.01014,18,17,8,8,46,57,57,0,1,15
34032,4349,0,54,91.204,-0.78431,0.01014,33,19,16,8,81,101,101,1,1,15
34032,4366,0,16,91.175,0.78431,0.01014,2,2,2,2,23,23,23,1,1,15
34032,4378,0,116,91.155,-0.78431,0.01014,24,24,17,11,51,63,63,0,1,15
34032,4391,0,38,91.229,-0.78431,0.01014,6,4,1,0,38,43,43,0,1,15
34032,4403,0,100,91.19,0.78431,0.01014,20,19,15,10,37,46,46,0,1,15
34032,4422,0,116,91.19,-0.78431,0.01014,22,20,11,13,49,61,61,0,1,15
34032,4454,0,100,91.128,-0.78431,0.01014,12,11,11,10,34,42,42,1,1,15
34032,4491,0,116,91.188,-0.79566,0.01162,35,25,13,10,53,81,81,0,1,15
34032,4511,0,36,91.157,0.79566,0.01162,19,18,16,13,58,66,66,1,1,15
34032,4531,0,116,91.175,0.79566,0.01162,26,21,15,13,51,65,65,0,1,15
34032,4546,0,180,91.161,0.79566,0.01162,35,29,27,14,62,75,75,2,1,15
34032,4589,0,70,91.215,-0.79566,0.01162,0,0,0,0,26,26,26,0,1,15
34032,4602,0,144,91.146,0.79566,0.01162,2,1,1,2,12,13,13,2,1,15
34032,4610,0,52,91.136,0.79566,0.01162,29,25,23,18,66,79,79,0,1,15
34032,4644,0,180,91.187,-0.79566,0.01162,18,15,12,9,45,53,53,0,1,15
34032,4663,0,116,91.17,0.79566,0.01162,25,16,12,6,44,58,58,0,1,15
34032,4665,0,116,91.125,0.79566,0.01162,24,20,15,10,52,64,64,0,1,15
34032,4706,0,116,91.159,-0.79566,0.01162,17,17,14,11,37,50,50,0,1,15
34032,4724,0,36,91.15,0.78521,0.01065,24,19,13,10,54,69,69,0,1,15
34032,4730,0,16,91.181,0.78521,0.01065,2,2,2,2,29,29,29,1,1,15
34032,4764,0,52,91.17,-0.78521,0.01065,17,15,12,9,38,47,47,0,1,15
34032,4769,0,38,91.114,-0.78521,0.01065,13,6,6,1,32,39,39,0,1,15
34032,4790,0,38,91.165,-0.78521,0.01065,23,8,9,4,66,81,81,0,1,15
34032,4791,0,4,91.138,-0.78521,0.01065,0,0,0,0,29,29,29,0,1,15
34032,4795,0,70,91.2,-0.78521,0.01065,0,0,0,0,16,16,16,0,1,15
34032,4796,0,54,91.123,-0.78521,0.01065,16,10,2,0,51,65,65,0,1,15
34032,4817,0,102,91.193,0.78521,0.01065,12,4,3,2,45,54,54,0,1,15
34032,4877,0,52,91.167,-0.78521,0.01065,23,16,16,12,51,61,61,1,1,15
34032,4899,0,38,91.201,-0.78521,0.01065,19,9,7,3,51,63,63,1,1,15
