run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
38130,270,0,116,91.216,0.72682,0.00908,32,28,19,16,79,100,100,0,1,1
38130,297,0,38,91.23,-0.72682,0.00908,20,8,9,7,70,83,83,0,1,1
38130,300,0,116,91.17,-0.72682,0.00908,23,22,16,12,51,61,61,0,1,1
38130,302,0,118,91.136,-0.72682,0.00908,41,33,18,6,59,84,84,1,1,1
38130,314,0,16,91.197,0.72682,0.00908,3,3,0,1,14,17,17,1,1,1
38130,328,0,38,91.177,0.72682,0.00908,17,6,9,5,76,85,85,1,1,1
38130,355,0,16,91.264,0.72682,0.00908,2,2,1,2,21,22,22,0,1,1
38130,360,0,524288,91.296,0.72682,0.00908,0,0,0,0,40,40,40,0,1,1
38130,387,0,116,91.227,-0.72682,0.00908,23,15,16,7,67,75,75,1,1,1
38130,477,0,52,91.197,-0.74737,0.00981,18,18,14,11,36,47,47,1,1,1
38130,488,0,2,91.254,-0.74737,0.00981,0,0,0,0,24,24,24,0,1,1
38130,496,0,36,91.183,0.74737,0.00981,26,18,15,9,61,74,74,1,1,1
38130,527,0,116,91.196,0.74737,0.00981,12,9,9,8,54,60,60,1,1,1
38130,582,0,70,91.188,-0.74737,0.00981,3,0,2,1,20,21,21,0,1,1
38130,584,0,32,91.221,-0.74737,0.00981,1,1,1,1,22,22,22,0,1,1
38130,586,0,116,91.187,-0.74737,0.00981,15,12,13,11,33,41,41,0,1,1
38130,657,0,2,91.194,-0.74737,0.00981,0,0,0,0,15,15,15,0,1,1
38130,676,0,144,91.157,-0.74737,0.00981,2,2,2,2,25,25,25,2,1,1
38130,679,0,52,91.223,-0.74737,0.00981,20,16,16,11,52,62,62,0,1,1
38130,692,0,116,91.228,-0.74737,0.00981,3,3,2,2,29,30,30,0,1,1
38130,697,0,16,91.157,0.74737,0.00981,17,15,5,1,44,56,56,0,1,1
38130,698,0,52,91.212,0.74737,0.00981,14,13,11,9,28,36,36,0,1,1
38130,715,0,52,91.219,0.74737,0.00981,28,22,19,11,88,100,100,0,1,1
38130,754,0,6,91.226,-0.74737,0.00981,0,0,0,0,12,12,12,0,1,1
38130,786,0,52,91.199,-0.71748,0.00945,22,17,15,13,49,61,61,0,1,1
38130,787,0,100,91.216,-0.71748,0.00945,24,17,20,9,49,56,56,0,1,1
38130,794,0,6,91.24,0.71748,0.00945,0,0,0,0,16,16,16,0,1,1
38130,859,0,4,-999,-0.71748,0.00945,0,0,0,0,12,12,12,0,1,1
38130,872,0,32,-999,-0.71748,0.00945,9,0,2,3,233,240,240,0,1,1
38130,888,0,116,91.149,0.71748,0.00945,17,16,11,11,40,49,49,0,1,1
38130,907,0,16,91.168,-0.71748,0.00945,6,4,3,1,39,42,42,0,1,1
38130,944,0,54,91.161,-0.71748,0.00945,20,11,10,5,69,80,80,1,1,1
