run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
38524,2111,0,116,91.017,0.71278,0.00952,16,8,9,10,74,82,82,0,1,2
38524,2120,0,116,91.101,-0.71278,0.00952,15,15,13,10,53,62,62,0,1,2
38524,2186,0,16,91.055,0.71278,0.00952,2,2,2,2,31,31,31,2,1,2
38524,2199,0,52,91.117,-0.71278,0.00952,36,30,24,15,74,93,93,0,1,2
38524,2231,0,116,91.13,-0.71278,0.00952,14,13,12,10,42,48,48,0,1,2
38524,2300,0,16,91.152,0.71278,0.00952,2,2,2,2,17,17,17,2,1,2
38524,2332,0,6,91.237,-0.71278,0.00952,1,1,0,0,33,34,34,0,1,2
38524,2363,0,116,91.182,-0.71278,0.00952,17,14,10,9,52,63,63,0,1,2
38524,2384,0,16,91.176,0.71278,0.00952,1,0,1,0,106,106,106,0,1,2
38524,2397,0,524288,91.044,0.71278,0.00952,1,0,0,0,73,74,74,0,1,2
38524,2548,0,16,91.11,0.73012,0.01047,6,4,2,0,34,38,38,0,1,2
38524,2556,0,144,91.092,-0.73012,0.01047,1,1,1,1,22,22,22,0,1,2
38524,2590,0,100,91.049,0.73012,0.01047,17,15,7,6,72,83,83,1,1,2
38524,2596,0,116,91.084,0.73012,0.01047,21,20,17,11,60,67,67,1,1,2
38524,2597,0,116,91.016,0.73012,0.01047,15,15,11,10,51,61,61,1,1,2
38524,2729,0,16,90.986,-0.73012,0.01047,5,2,0,2,42,47,47,0,1,2
38524,2744,0,16,-999,0.73012,0.01047,1,1,1,1,23,23,23,0,1,2
38524,2775,0,52,91.022,0.73012,0.01047,27,22,15,14,53,69,69,0,1,2
38524,2818,0,118,91.3,-0.73012,0.01047,14,4,8,3,44,51,51,1,1,2
38524,2821,0,116,91.192,-0.73012,0.01047,23,15,16,9,90,102,102,0,1,2
38524,2852,0,118,91.087,0.73012,0.01047,10,6,5,1,49,54,54,0,1,2
38524,2874,0,262160,91.138,0.71583,0.00882,2,2,2,2,33,33,33,2,1,2
38524,2912,0,6,90.99,-0.71583,0.00882,0,0,0,0,40,40,40,0,1,2
38524,2921,0,524288,91.102,0.71583,0.00882,0,0,0,0,35,35,35,0,1,2
38524,2955,0,38,91.141,0.72522,0.01558,8,3,3,2,57,62,62,0,1,2
38524,3081,0,38,91.033,-0.71216,0.00903,21,14,9,7,84,99,99,1,1,2
38524,3108,0,52,91.1,-0.71216,0.00903,25,22,11,14,48,68,68,1,1,2
38524,3429,0,116,91.073,0.73084,0.00923,28,25,21,13,71,82,82,0,1,2
38524,3445,0,100,91.267,-0.74786,0.01157,20,19,13,11,46,56,56,0,1,2
