run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
40351,8156,0,32,91.172,-0.75484,0.01111,3,3,1,3,119,121,121,0,1,12
40351,8163,0,52,91.181,0.75484,0.01111,26,17,16,9,73,88,88,0,1,12
40351,8178,0,52,91.22,0.75484,0.01111,17,5,10,4,55,64,64,0,1,12
40351,8190,0,52,91.153,0.75484,0.01111,23,16,12,10,37,52,52,1,1,12
40351,8201,0,102,91.201,0.75484,0.01111,18,7,12,2,90,98,98,1,1,12
40351,8206,0,70,91.216,-0.75484,0.01111,0,0,0,0,36,36,36,0,1,12
40351,8233,0,36,91.144,-0.75484,0.01111,43,35,23,14,74,97,97,0,1,12
40351,8237,0,38,91.176,-0.75484,0.01111,22,6,14,1,73,85,85,0,1,12
40351,8256,0,52,91.173,-0.75484,0.01111,35,32,24,15,68,81,81,0,1,12
40351,8272,0,38,91.196,0.75484,0.01111,18,9,5,1,49,62,62,0,1,12
40351,8345,0,52,91.187,-0.75484,0.01111,16,11,8,7,53,63,63,0,1,12
40351,8358,0,52,91.189,-0.75484,0.01111,20,12,10,8,39,55,55,0,1,12
40351,8373,0,6,91.161,0.75484,0.01111,0,0,0,0,21,21,21,0,1,12
40351,8401,0,524288,91.132,-0.75484,0.01111,0,0,0,0,69,69,69,0,1,12
40351,8441,0,16,91.107,0.75484,0.01111,2,2,2,1,31,31,31,0,1,12
40351,8448,0,16,91.27,0.75484,0.01111,4,4,0,2,27,31,31,2,1,12
40351,8462,0,6,91.168,0.75484,0.01111,0,0,0,0,34,34,34,0,1,12
40351,8479,0,38,91.211,0.75484,0.01111,2,1,2,1,34,34,34,0,1,12
40351,8482,0,52,91.169,0.75484,0.01111,29,21,17,9,65,85,85,0,1,12
40351,8502,0,70,91.153,-0.75484,0.01111,5,3,2,1,42,45,45,0,1,12
40351,8516,0,36,91.145,-0.75484,0.01111,27,20,15,12,54,72,72,0,1,12
40351,8520,0,70,91.158,0.75484,0.01111,0,0,0,0,18,18,18,0,1,12
40351,8537,0,100,91.143,0.75484,0.01111,32,24,19,13,67,81,81,1,1,12
40351,8540,0,128,91.196,-0.75484,0.01111,2,2,1,2,17,18,18,1,1,12
40351,8548,0,16,91.247,0.75484,0.01111,2,2,0,2,29,31,31,1,1,12
40351,8565,0,32,91.218,0.75484,0.01111,2,1,1,2,131,132,132,1,1,12
40351,8585,0,52,91.133,-0.75484,0.01111,24,12,13,11,71,84,84,1,1,12
40351,8592,0,16,91.192,-0.75484,0.01111,2,2,1,2,22,23,23,2,1,12
40351,8599,0,54,91.148,-0.75484,0.01111,22,12,14,10,51,62,62,1,1,12
40351,8607,0,70,91.131,-0.75484,0.01111,1,0,0,0,33,34,34,0,1,12
40351,8616,0,50,91.177,-0.75484,0.01111,20,9,6,0,61,75,75,0,1,12
40351,8669,0,102,91.191,-0.75484,0.01111,22,11,14,6,63,73,73,1,1,12
40351,8675,0,6,91.168,0.75484,0.01111,0,0,0,0,36,36,36,0,1,12
40351,8706,0,116,91.161,-0.75484,0.01111,3,3,0,2,29,32,32,0,1,12
40351,8710,0,16,91.114,-0.75484,0.01111,2,2,2,2,26,26,26,2,1,12
40351,8711,0,38,91.182,0.75484,0.01111,16,7,7,0,54,63,63,0,1,12
40351,8718,0,116,91.155,0.75484,0.01111,2,2,2,2,29,29,29,0,1,12
40351,8722,0,102,91.17,-0.75484,0.01111,25,13,16,6,60,72,72,0,1,12
40351,8723,0,52,91.194,0.75484,0.01111,20,17,11,10,44,56,56,0,1,12
40351,8737,0,116,91.141,0.75484,0.01111,28,24,20,14,68,84,84,0,1,12
40351,8754,0,524288,91.117,0.75484,0.01111,0,0,0,0,81,81,81,0,1,12
40351,8765,0,262144,91.183,-0.75484,0.01111,0,0,0,0,59,59,59,0,1,12
40351,8774,0,524288,91.187,-0.75484,0.01111,1,1,1,0,38,38,38,0,1,12
40351,8786,0,38,91.168,0.75484,0.01111,8,5,3,0,37,42,42,0,1,12
40351,8805,0,52,91.181,0.75484,0.01111,19,17,12,9,67,79,79,0,1,12
40351,8809,0,102,91.172,-0.75484,0.01111,20,6,12,2,48,58,58,0,1,12
40351,8813,0,116,91.147,-0.75484,0.01111,20,17,11,7,32,43,43,0,1,12
40351,8830,0,16,91.144,-0.75484,0.01111,5,3,3,0,27,29,29,0,1,12
40351,8865,0,36,91.167,0.75484,0.01111,21,16,14,9,40,50,50,0,1,12
40351,8887,0,70,91.155,0.75484,0.01111,2,0,2,0,41,41,41,0,1,12
40351,8904,0,116,91.203,-0.75484,0.01111,24,21,17,14,57,71,71,0,1,12
40351,8943,0,36,91.184,0.75484,0.01111,35,32,20,17,64,84,84,0,1,12
40351,8945,0,52,91.212,-0.75484,0.01111,29,21,15,8,51,70,70,0,1,12
40351,8954,0,16,91.223,0.75484,0.01111,4,2,0,1,14,18,18,0,1,12
40351,8961,0,52,91.171,-0.75484,0.01111,22,17,14,13,51,65,65,1,1,12
40351,8967,0,32,91.14,0.75484,0.01111,4,0,1,3,122,125,125,0,1,12
40351,8981,0,116,91.226,0.75484,0.01111,4,4,4,4,14,15,15,0,1,12
40351,8996,0,52,91.156,0.69425,0.01888,23,20,16,11,51,59,59,1,1,12
40351,9049,0,116,91.151,0.69425,0.01888,25,25,15,11,52,65,65,0,1,12
40351,9053,0,524326,91.166,-0.69425,0.01888,22,10,9,6,57,70,70,2,1,12
40351,9075,0,244,91.17,-0.69425,0.01888,16,15,16,12,59,64,64,1,1,12
40351,9076,0,36,91.162,0.69425,0.01888,25,23,19,16,75,86,86,0,1,12
40351,9083,0,16,91.16,0.69425,0.01888,2,2,2,2,24,24,24,0,1,12
40351,9087,0,2,91.193,0.69425,0.01888,0,0,0,0,33,33,33,0,1,12
40351,9093,0,52,91.171,-0.69425,0.01888,19,13,17,12,57,63,63,1,1,12
40351,9100,0,52,91.185,0.69425,0.01888,25,10,18,12,75,85,85,1,1,12
40351,9107,0,48,91.264,0.69425,0.01888,2,1,2,1,156,156,156,0,1,12
40351,9118,0,52,91.245,-0.69425,0.01888,17,14,14,10,48,56,56,0,1,12
40351,9119,0,100,91.134,-0.69425,0.01888,23,14,15,7,57,69,69,1,1,12
40351,9133,0,116,91.201,0.69425,0.01888,19,16,11,10,54,65,65,0,1,12
40351,9157,0,52,91.196,-0.69425,0.01888,20,18,17,11,53,60,60,1,1,12
40351,9186,0,116,91.152,-0.69425,0.01888,4,4,4,4,44,46,46,0,1,12
40351,9187,0,6,91.223,-0.69425,0.01888,0,0,0,0,16,16,16,0,1,12
40351,9222,0,6,91.191,-0.69425,0.01888,0,0,0,0,49,49,49,0,1,12
40351,9250,0,16,91.212,-0.69425,0.01888,5,3,1,1,33,37,37,0,1,12
40351,9266,0,52,91.161,-0.69425,0.01888,36,33,22,21,69,89,89,0,1,12
40351,9270,0,116,91.231,0.69425,0.01888,18,17,12,10,46,56,56,0,1,12
40351,9303,0,52,91.197,-0.69425,0.01888,27,19,16,12,53,70,70,0,1,12
40351,9316,0,70,91.172,-0.69425,0.01888,3,0,2,0,38,39,39,0,1,12
40351,9319,0,52,91.14,0.69425,0.01888,35,29,25,22,53,69,69,0,1,12
40351,9339,0,524288,91.215,0.69425,0.01888,0,0,0,0,37,37,37,0,1,12
40351,9356,0,116,91.194,0.69425,0.01888,16,16,15,12,58,64,64,0,1,12
40351,9364,0,116,91.166,-0.69425,0.01888,23,19,16,10,55,68,68,0,1,12
40351,9370,0,52,91.211,0.69425,0.01888,14,11,10,8,46,55,55,2,1,12
40351,9432,0,38,91.169,0.69425,0.01888,5,3,1,0,28,32,32,0,1,12
40351,9433,0,116,91.173,-0.69425,0.01888,29,24,15,13,63,81,81,0,1,12
40351,9434,0,116,91.147,-0.69425,0.01888,18,17,13,12,60,72,72,1,1,12
40351,9460,0,116,91.167,-0.69425,0.01888,23,19,15,12,46,58,58,0,1,12
40351,9480,0,70,91.171,-0.75131,0.02074,0,0,0,0,34,34,34,0,1,12
40351,9497,0,262144,91.211,0.75131,0.02074,0,0,0,0,73,73,73,0,1,12
40351,9498,0,116,91.166,-0.75131,0.02074,21,14,10,9,61,75,75,0,1,12
40351,9559,0,100,91.155,-0.75131,0.02074,23,19,16,13,58,71,71,0,1,12
40351,9600,0,116,91.18,-0.75131,0.02074,20,17,13,11,63,74,74,0,1,12
40351,9613,0,116,91.197,-0.67187,0.02444,20,17,15,14,51,58,58,0,1,12
40351,9626,0,116,91.181,-0.67187,0.02444,28,27,22,16,56,68,68,0,1,12
40351,9642,0,52,91.249,-0.67187,0.02444,6,6,6,6,25,29,29,0,1,12
40351,9707,0,100,91.122,0.67187,0.02444,22,19,17,15,65,76,76,0,1,12
40351,9724,0,36,91.183,0.67187,0.02444,26,0,21,18,73,88,88,0,1,12
40351,9747,0,70,91.19,0.74959,0.0159,0,0,0,0,24,24,24,0,1,12
40351,9768,0,52,91.169,-0.74959,0.0159,28,21,20,9,85,96,96,0,1,12
40351,9783,0,16,91.168,0.74959,0.0159,2,2,2,2,34,34,34,1,1,12
40351,9786,0,116,91.234,-0.74959,0.0159,31,25,17,9,68,85,85,0,1,12
40351,9839,0,36,91.179,-0.74959,0.0159,42,34,27,18,73,90,90,0,1,12
40351,9875,0,6,91.198,-0.74959,0.0159,0,0,0,0,19,19,19,0,1,12
40351,9880,0,116,91.136,0.73111,0.01459,18,17,11,8,67,74,74,0,1,12
40351,9893,0,116,91.171,0.73111,0.01459,26,21,13,13,48,67,67,0,1,12
40351,9909,0,54,91.179,-0.73111,0.01459,10,7,4,2,88,94,94,0,1,12
40351,9933,0,52,91.154,0.73111,0.01459,18,17,13,15,41,53,53,0,1,12
40351,9960,0,524288,91.174,-0.73111,0.01459,3,3,1,1,57,59,59,0,1,12
40351,9968,0,36,91.125,0.73111,0.01459,25,24,20,9,51,63,63,0,1,12
40351,9971,0,70,91.162,-0.73111,0.01459,2,0,2,0,24,24,24,0,1,12
40351,10073,0,6,91.172,0.74013,0.01483,0,0,0,0,44,44,44,0,1,12
40351,10095,0,54,91.169,-0.74013,0.01483,22,10,11,6,78,89,89,1,1,12
40351,10195,0,52,91.162,-0.74133,0.0147,25,17,17,11,51,68,68,1,1,12
40351,10208,0,118,91.209,0.74133,0.0147,29,13,15,9,88,104,104,0,1,12
40351,10209,0,524288,91.209,-0.74133,0.0147,0,0,0,0,37,37,37,0,1,12
40351,10245,0,116,91.175,-0.74133,0.0147,19,15,15,9,69,77,77,0,1,12
40351,10262,0,32,91.162,0.74133,0.0147,1,1,1,1,26,26,26,0,1,12
40351,10270,0,116,91.189,-0.74133,0.0147,25,24,21,16,54,68,68,0,1,12
40351,10293,0,52,91.181,-0.74133,0.0147,25,25,19,16,69,80,80,0,1,12
40351,10312,0,100,91.209,-0.73865,0.01312,13,13,7,6,52,58,58,0,1,12
40351,10313,0,116,91.188,0.73865,0.01312,14,11,6,6,33,43,43,0,1,12
40351,10330,0,6,91.16,0.73865,0.01312,0,0,0,0,79,79,79,0,1,12
40351,10406,0,100,91.147,0.73865,0.01312,18,13,10,5,86,95,95,0,1,12
40351,10414,0,70,91.189,-0.73865,0.01312,0,0,0,0,49,49,49,0,1,12
40351,10442,0,6,91.145,0.73865,0.01312,0,0,0,0,22,22,22,0,1,12
40351,10467,0,116,91.163,0.76467,0.01408,22,18,16,14,57,69,69,1,1,12
40351,10470,0,4,91.16,0.76467,0.01408,2,1,2,2,27,27,27,2,1,12
40351,10480,0,116,91.178,-0.76467,0.01408,15,14,11,10,38,44,44,0,1,12
40351,10559,0,6,91.242,-0.74831,0.01536,0,0,0,0,21,21,21,0,1,12
40351,10560,0,102,91.171,-0.74831,0.01536,6,4,1,0,43,48,48,0,1,12
40351,10561,0,52,91.173,0.74831,0.01536,30,26,19,11,59,77,77,0,1,12
40351,10565,0,6,91.117,0.74831,0.01536,11,6,2,1,57,66,66,0,1,12
40351,10576,0,102,91.183,0.74831,0.01536,13,5,7,1,52,59,59,1,1,12
40351,10585,0,52,91.156,-0.74831,0.01536,28,21,16,13,68,82,82,2,1,12
40351,10589,0,38,91.197,0.74831,0.01536,21,6,13,3,55,67,67,0,1,12
40351,10592,0,118,91.148,0.74831,0.01536,11,5,7,1,63,67,67,1,1,12
40351,10614,0,52,91.137,-0.74831,0.01536,35,29,18,10,63,84,84,2,1,12
40351,10644,0,100,91.186,-0.74831,0.01536,27,20,21,15,67,79,79,0,1,12
40351,10651,0,102,91.115,0.74831,0.01536,4,2,4,0,23,23,23,0,1,12
40351,10654,0,524288,91.131,-0.74831,0.01536,1,1,0,0,70,71,71,0,1,12
40351,10658,0,52,91.158,0.75559,0.0228,22,19,15,14,45,56,56,0,1,12
40351,10666,0,262144,91.218,0.75559,0.0228,2,2,0,2,26,28,28,0,1,12
40351,10672,0,70,91.133,-0.75559,0.0228,2,0,0,0,30,32,32,0,1,12
40351,10703,0,102,91.178,-0.75559,0.0228,6,2,4,0,58,60,60,0,1,12
