run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
35136,3662,0,116,91.159,0.75871,0.01242,25,21,12,10,42,59,59,0,1,17
35136,3674,0,116,91.203,0.75871,0.01242,15,13,10,8,33,41,41,0,1,17
35136,3683,0,52,91.234,-0.75871,0.01242,17,13,13,10,59,64,64,0,1,17
35136,3714,0,52,91.314,-0.75871,0.01242,29,24,18,14,40,53,53,0,1,17
35136,3715,0,32,91.244,-0.75871,0.01242,8,4,2,1,36,42,42,0,1,17
35136,3720,0,116,91.177,0.75871,0.01242,18,15,11,10,31,43,43,0,1,17
35136,3724,0,2,91.357,-0.75871,0.01242,1,0,1,0,29,29,29,0,1,17
35136,3749,0,52,91.147,-0.75871,0.01242,19,10,11,10,54,62,62,0,1,17
35136,3764,0,116,91.098,-0.75871,0.01242,14,12,4,6,34,45,45,0,1,17
35136,3785,0,4,91.203,0.75871,0.01242,0,0,0,0,19,19,19,0,1,17
35136,3801,0,70,91.173,0.75871,0.01242,0,0,0,0,27,27,27,0,1,17
35136,3802,0,70,91.12,0.75871,0.01242,1,0,1,0,21,21,21,0,1,17
35136,3821,0,52,91.134,-0.75871,0.01242,22,21,17,15,39,51,51,2,1,17
35136,3856,0,54,91.221,-0.75871,0.01242,20,3,13,2,52,65,65,0,1,17
35136,3885,0,32,91.24,0.75871,0.01242,1,1,1,1,31,31,31,0,1,17
35136,3888,0,102,91.2,-0.75871,0.01242,5,3,3,0,42,44,44,0,1,17
35136,3897,0,52,91.148,-0.75871,0.01242,26,15,13,8,49,66,66,2,1,17
35136,3976,0,16,91.174,-0.75871,0.01242,2,2,2,2,22,22,22,2,1,17
35136,4007,0,52,91.307,0.76425,0.01665,33,25,19,11,58,77,77,1,1,17
35136,4035,0,52,91.198,0.76425,0.01665,28,27,20,17,34,46,46,0,1,17
35136,4059,0,116,91.259,-0.76425,0.01665,23,22,15,12,56,67,67,0,1,17
35136,4078,0,16,91.122,0.76425,0.01665,1,1,1,1,19,19,19,1,1,17
35136,4083,0,100,91.286,0.76425,0.01665,16,13,13,11,38,45,45,0,1,17
35136,4090,0,118,91.268,0.76425,0.01665,4,3,3,1,37,38,38,0,1,17
35136,4100,0,116,91.121,-0.76425,0.01665,30,25,18,8,72,85,85,0,1,17
35136,4107,0,36,91.298,0.76425,0.01665,36,19,16,7,85,106,106,0,1,17
35136,4127,0,16,91.144,-0.76425,0.01665,2,2,1,1,15,16,16,1,1,17
35136,4160,0,36,91.225,0.76425,0.01665,47,43,31,17,69,89,89,1,1,17
35136,4161,0,2,91.192,0.76425,0.01665,0,0,0,0,17,17,17,0,1,17
35136,4181,0,116,91.144,-0.76425,0.01665,23,19,12,10,41,57,57,0,1,17
35136,4182,0,2,91.147,-0.76425,0.01665,0,0,0,0,12,12,12,0,1,17
35136,4232,0,70,91.148,0.76425,0.01665,1,0,1,0,22,22,22,0,1,17
35136,4283,0,116,91.063,0.76425,0.01665,25,23,16,14,37,52,52,0,1,17
