run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
34865,1178,0,52,91.234,0.75788,0.01383,18,0,13,7,58,64,64,0,1,23
34865,1179,0,38,91.112,-0.75788,0.01383,17,0,8,2,47,56,56,0,1,23
34865,1186,0,52,91.187,0.75788,0.01383,22,0,18,14,58,66,66,1,1,23
34865,1189,0,116,91.203,-0.75788,0.01383,35,0,21,15,50,71,71,0,1,23
34865,1221,0,4,91.19,-0.75788,0.01383,1,0,0,1,20,21,21,0,1,23
34865,1296,0,16,91.217,-0.79724,0.01397,2,0,2,2,14,14,14,2,1,23
34865,1301,0,100,91.147,-0.79724,0.01397,2,0,2,2,31,31,31,0,1,23
34865,1306,0,68,-999,-0.79724,0.01397,0,0,0,0,25,25,25,0,1,23
34865,1315,0,70,91.169,-0.79724,0.01397,0,0,0,0,19,19,19,0,1,23
34865,1331,0,176,91.125,-0.79724,0.01397,2,0,2,2,17,17,17,2,1,23
34865,1364,0,54,91.191,0.79724,0.01397,17,0,12,10,48,56,56,0,1,23
34865,1386,0,52,91.141,0.79724,0.01397,23,0,19,8,64,69,69,1,1,23
34865,1400,0,102,91.168,0.79724,0.01397,3,0,1,0,48,50,50,0,1,23
34865,1404,0,116,91.207,0.79724,0.01397,23,0,20,13,51,66,66,0,1,23
34865,1418,0,16,-999,-0.79724,0.01397,12,0,2,2,26,36,36,0,1,23
34865,1533,0,6,91.167,0.72561,0.02768,0,0,0,0,21,21,21,0,1,23
34865,1568,0,118,91.155,0.72561,0.02768,28,0,12,6,57,74,74,0,1,23
34865,1591,0,70,91.168,0.72561,0.02768,0,0,0,0,10,10,10,0,1,23
34865,1594,0,16,91.171,-0.72561,0.02768,1,0,0,1,33,34,34,0,1,23
34865,1638,0,52,91.266,-0.78714,0.01846,13,0,10,7,39,43,43,0,1,23
34865,1657,0,118,91.22,0.78714,0.01846,29,0,14,1,43,61,61,0,1,23
34865,1705,0,54,91.174,-0.78714,0.01846,24,0,4,3,73,93,93,0,1,23
34865,1724,0,54,91.153,-0.78714,0.01846,22,0,11,7,62,76,76,0,1,23
34865,1732,0,70,91.227,0.78714,0.01846,0,0,0,0,23,23,23,0,1,23
34865,1740,0,16,91.2,0.78714,0.01846,2,0,1,2,24,25,25,0,1,23
