run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
35420,872,0,2,91.168,0.70431,0.01771,0,0,0,0,28,28,28,0,1,19
35420,882,0,16,91.191,0.70431,0.01771,1,1,1,1,24,24,24,0,1,19
35420,946,0,52,91.124,0.74248,0.02048,19,14,12,7,56,64,64,2,1,19
35420,1012,0,102,91.106,0.74248,0.02048,14,7,5,0,51,61,61,0,1,19
35420,1035,0,36,91.112,0.74248,0.02048,20,16,15,14,35,46,46,1,1,19
35420,1053,0,16,91.178,-0.74248,0.02048,3,2,0,1,25,28,28,0,1,19
35420,1075,0,52,91.165,-0.74248,0.02048,26,25,19,13,68,78,78,1,1,19
35420,1167,0,2,91.211,-0.75388,0.0146,0,0,0,0,10,10,10,0,1,19
35420,1187,0,70,91.148,0.75388,0.0146,0,0,0,0,16,16,16,0,1,19
35420,1203,0,2,91.131,-0.75388,0.0146,0,0,0,0,14,14,14,0,1,19
35420,1271,0,116,91.184,-0.77344,0.02803,15,13,8,9,33,42,42,1,1,19
35420,1279,0,52,91.135,-0.77344,0.02803,19,18,17,14,49,59,59,0,1,19
35420,1280,0,52,91.133,-0.77344,0.02803,2,2,2,2,20,20,20,1,1,19
35420,1296,0,16,91.167,-0.77344,0.02803,5,3,3,0,33,35,35,0,1,19
35420,1298,0,2,91.175,0.77344,0.02803,0,0,0,0,26,26,26,0,1,19
35420,1324,0,36,91.206,-0.77344,0.02803,24,23,20,16,44,56,56,0,1,19
35420,1336,0,54,91.117,0.77344,0.02803,19,14,13,9,69,76,76,0,1,19
35420,1356,0,70,91.185,-0.77344,0.02803,1,0,1,0,39,39,39,0,1,19
35420,1359,0,102,91.098,-0.77344,0.02803,13,2,7,4,49,57,57,0,1,19
35420,1374,0,16,91.102,0.77344,0.02803,2,2,1,2,19,20,20,2,1,19
35420,1406,0,52,91.146,-0.77344,0.02803,2,2,2,2,14,14,14,0,1,19
35420,1411,0,116,91.173,-0.77344,0.02803,30,26,23,15,55,69,69,1,1,19
35420,1418,0,262150,91.17,0.77344,0.02803,2,1,1,1,15,16,16,0,1,19
35420,1423,0,116,91.149,-0.77344,0.02803,38,30,23,19,75,97,97,0,1,19
35420,1463,0,4,91.151,-0.7394,0.01912,0,0,0,0,23,23,23,0,1,19
35420,1468,0,52,91.164,-0.7394,0.01912,26,26,19,17,47,57,57,1,1,19
35420,1493,0,116,91.137,-0.7394,0.01912,2,2,2,2,24,24,24,0,1,19
35420,1565,0,52,91.173,0.7394,0.01912,40,37,18,14,65,91,91,1,1,19
35420,1574,0,100,-999,0.7394,0.01912,23,0,14,13,84,98,98,0,1,19
35420,1583,0,102,91.143,0.7394,0.01912,13,9,8,4,54,60,60,0,1,19
35420,1638,0,70,91.148,0.72339,0.01878,0,0,0,0,22,22,22,0,1,19
35420,1643,0,16,91.095,-0.72339,0.01878,1,1,0,1,17,18,18,0,1,19
35420,1710,0,70,91.136,0.75261,0.01863,0,0,0,0,25,25,25,0,1,19
35420,1798,0,32,91.084,0.72551,0.01685,2,0,1,1,114,115,115,0,1,19
35420,1832,0,100,91.159,0.72551,0.01685,29,26,20,12,46,60,60,0,1,19
35420,1854,0,116,91.126,-0.72551,0.01685,27,23,18,13,43,62,62,0,1,19
35420,1863,0,32,91.066,0.72551,0.01685,2,0,0,1,112,114,114,0,1,19
35420,1876,0,116,91.098,-0.71706,0.02521,16,13,10,6,50,58,58,1,1,19
35420,1888,0,16,91.091,-0.71706,0.02521,2,2,2,2,22,22,22,2,1,19
35420,1908,0,32,91.066,-0.71706,0.02521,4,0,1,2,89,92,92,0,1,19
35420,1911,0,102,91.109,0.71706,0.02521,24,10,18,10,43,52,52,4,1,19
35420,1943,0,4,91.146,-0.70124,0.02495,0,0,0,0,12,12,12,0,1,19
35420,1987,0,32,-999,-0.70124,0.02495,9,0,6,2,192,196,196,0,1,19
35420,2000,0,116,91.256,0.70124,0.02495,25,22,14,12,52,67,67,0,1,19
35420,2001,0,2,91.169,0.70124,0.02495,0,0,0,0,34,34,34,0,1,19
35420,2016,0,36,91.139,-0.70124,0.02495,28,14,18,9,52,64,64,0,1,19
35420,2123,0,6,91.127,0.72413,0.01786,0,0,0,0,13,13,13,0,1,19
35420,2157,0,116,91.302,0.73722,0.0185,27,18,14,6,59,75,75,0,1,19
35420,2215,0,52,91.165,0.73031,0.0223,36,30,23,12,64,82,82,0,1,19
