run,event,evttype,trigger,ecm,pol,dpol,n_phchrg,n_phcrid,n_phkchrg,n_phkelid,n_phklus,n_phpoint,n_phpsum,n_phwic,has_phcrid,file_id
37418,46,0,52,91.124,0.6723,0.01289,19,,16,12,55,61,61,1,0,0
37418,71,0,116,91.062,0.6723,0.01289,33,,24,19,50,71,71,1,0,0
37418,94,0,116,91.076,0.6723,0.01289,16,,8,9,38,48,48,0,0,0
37418,107,0,32,91.081,0.6723,0.01289,4,,0,1,19,23,23,0,0,0
37418,124,0,100,91.095,0.6723,0.01289,14,,10,5,40,45,45,0,0,0
37418,135,0,102,91.057,0.6723,0.01289,12,,7,3,46,53,53,1,0,0
37418,143,0,70,91.105,0.6723,0.01289,2,,1,0,20,21,21,0,0,0
37418,158,0,102,91.151,0.6723,0.01289,11,,7,1,51,56,56,0,0,0
37418,167,0,36,91.124,0.70087,0.0148,15,,12,11,31,38,38,1,0,0
37418,175,0,116,91.116,0.70087,0.0148,19,,13,9,40,48,48,0,0,0
37418,177,0,32,91.087,0.70087,0.0148,2,,2,1,9,9,9,0,0,0
37418,227,0,70,91.048,0.70087,0.0148,0,,0,0,21,21,21,0,0,0
37418,229,0,116,91.093,0.70087,0.0148,23,,15,12,40,53,53,0,0,0
37418,246,0,52,91.08,0.70087,0.0148,18,,13,9,42,53,53,1,0,0
37418,255,0,52,91.073,0.6336,0.01086,15,,11,9,35,43,43,1,0,0
37418,260,0,116,91.08,0.6336,0.01086,17,,13,11,54,60,60,0,0,0
37418,262,0,70,91.076,0.6336,0.01086,0,,0,0,15,15,15,0,0,0
37418,266,0,52,91.075,0.6336,0.01086,20,,12,9,65,74,74,0,0,0
37418,299,0,116,91.107,0.6336,0.01086,15,,10,7,33,40,40,1,0,0
37418,305,0,36,91.109,0.6336,0.01086,24,,17,16,41,54,54,0,0,0
37418,336,0,116,91.078,0.6336,0.01086,14,,12,9,36,44,44,0,0,0
37418,347,0,6,-999,0.6336,0.01086,0,,0,0,15,15,15,0,0,0
37418,354,0,52,91.076,0.6336,0.01086,24,,16,11,60,71,71,0,0,0
37418,365,0,6,91.138,0.6336,0.01086,0,,0,0,34,34,34,0,0,0
37418,367,0,2,91.098,-0.6336,0.01086,0,,0,0,20,20,20,0,0,0
37418,499,0,100,91.125,-0.66804,0.01311,11,,10,6,26,30,30,0,0,0
37418,528,0,2,91.088,-0.66804,0.01311,0,,0,0,14,14,14,0,0,0
37418,559,0,54,91.129,-0.70758,0.01366,17,,9,7,44,54,54,1,0,0
37418,598,0,70,91.08,-0.70758,0.01366,2,,2,0,23,23,23,0,0,0
37418,614,0,2,91.053,-0.70758,0.01366,0,,0,0,19,19,19,0,0,0
37418,615,0,54,91.084,-0.70758,0.01366,32,,14,6,90,108,108,0,0,0
37418,618,0,52,91.094,-0.70758,0.01366,21,,11,11,42,54,54,0,0,0
37418,635,0,118,91.12,-0.70758,0.01366,12,,4,4,68,76,76,0,0,0
37418,636,0,116,91.079,-0.70758,0.01366,25,,12,8,66,82,82,0,0,0
37418,658,0,52,91.067,-0.70758,0.01366,24,,20,14,58,66,66,0,0,0
37418,659,0,116,91.112,-0.70758,0.01366,20,,13,10,61,69,69,0,0,0
37418,715,0,100,91.11,0.69904,0.01381,22,,16,12,38,50,50,1,0,0
37418,754,0,6,91.072,-0.69904,0.01381,2,,2,0,13,13,13,0,0,0
37418,794,0,52,91.076,-0.69904,0.01381,30,,15,10,67,85,85,0,0,0
37418,815,0,38,91.088,-0.69904,0.01381,23,,14,1,46,62,62,1,0,0
37418,830,0,52,91.082,-0.69904,0.01381,27,,13,12,52,70,70,0,0,0
37418,838,0,52,91.08,-0.69904,0.01381,15,,10,6,35,43,43,0,0,0
37418,848,0,16,-999,-0.70755,0.01492,2,,1,1,9,10,10,1,0,0
37418,870,0,52,91.118,-0.70755,0.01492,22,,18,18,53,61,61,0,0,0
37418,902,0,52,91.061,-0.70755,0.01492,23,,20,15,53,63,63,0,0,0
37418,926,0,16,91.097,-0.70755,0.01492,2,,1,0,23,24,24,0,0,0
37418,981,0,36,91.083,-0.67175,0.01396,44,,26,25,75,97,97,0,0,0
37418,989,0,116,91.084,-0.67175,0.01396,27,,18,15,60,72,72,0,0,0
37418,1046,0,116,91.057,-0.61233,0.01484,19,,12,12,38,48,48,0,0,0
37418,1063,0,118,91.037,-0.61233,0.01484,19,,15,6,56,63,63,1,0,0
37418,1083,0,118,91.104,-0.61233,0.01484,20,,14,6,58,66,66,0,0,0
37418,1087,0,116,91.055,-0.61233,0.01484,23,,17,16,56,68,68,0,0,0
37418,1103,0,52,91.046,-0.61233,0.01484,18,,13,12,59,67,67,0,0,0
37418,1136,0,54,91.09,-0.72614,0.01413,16,,4,1,47,59,59,0,0,0
37418,1156,0,70,91.111,-0.72614,0.01413,0,,0,0,24,24,24,0,0,0
37418,1169,0,54,91.094,-0.72614,0.01413,24,,14,10,58,68,68,0,0,0
37418,1187,0,116,91.084,-0.72614,0.01413,8,,7,6,33,36,36,0,0,0
37418,1195,0,116,91.126,-0.72614,0.01413,21,,8,10,49,64,64,0,0,0
37418,1230,0,16,91.112,-0.72614,0.01413,2,,0,2,13,15,15,1,0,0
37418,1272,0,2,91.099,0.7273,0.01266,1,,0,0,41,42,42,0,0,0
37418,1296,0,52,91.066,-0.7273,0.01266,41,,30,17,82,98,98,0,0,0
37418,1299,0,180,91.085,0.7273,0.01266,28,,14,11,67,81,81,1,0,0
37418,1301,0,52,91.158,0.7273,0.01266,16,,9,7,39,47,47,1,0,0
37418,1353,0,4,91.087,0.7273,0.01266,0,,0,0,6,6,6,0,0,0
37418,1372,0,70,91.068,-0.67921,0.017,0,,0,0,32,32,32,0,0,0
37418,1385,0,52,91.103,0.67921,0.017,18,,16,14,45,51,51,0,0,0
37418,1393,0,116,91.088,0.67921,0.017,24,,18,12,57,66,66,0,0,0
37418,1419,0,52,91.085,0.67921,0.017,18,,10,10,25,35,35,0,0,0
37418,1441,0,36,91.07,0.67921,0.017,27,,12,12,59,77,77,0,0,0
37418,1442,0,116,91.086,-0.67921,0.017,17,,10,9,35,47,47,0,0,0
37418,1445,0,2,91.079,0.67921,0.017,2,,0,0,16,18,18,0,0,0
37418,1452,0,116,91.083,-0.71143,0.01053,20,,18,13,61,69,69,0,0,0
