SWIFTJ0353.4-6830     PKS0352-686                58.2396  -68.5214  0.0870                397.0 BZB
SWIFTJ0353.7+3711     LEDA213255                 58.4270   37.2350  0.0183                 79.5
SWIFTJ0354.2+0250     HE0351+0240                58.5395    2.8252  0.0360                158.4
SWIFTJ0356.9-4041     2MASXJ03565655-4041453     59.2356  -40.6960  0.0747                338.0
SWIFTJ0357.5-6255     LEDA2816387                59.0830  -62.8610  0.1076                497.8
SWIFTJ0357.6+4153   a 2MASXJ03574513+4155049     59.4380   41.9181  0.002   0.002 0.470
SWIFTJ0359.0-3015A    SARS059.33488-30.34397     59.8354  -30.2027  0.0973                447.1
SWIFTJ0359.0-3015B    SARS059.28692-30.44439     59.7868  -30.3029  0.0939                430.4
SWIFTJ0359.7+5058     4C+50.11                   59.8739   50.9639  1.5200              11089.3 BZU
SWIFTJ0402.4-1807     ESO549-49                  60.6070  -18.0480  0.0263                114.9
SWIFTJ0404.0-3604     PKS0402-362                60.9740  -36.0839  1.4170              10169.0 BZQ
SWIFTJ0405.3-3707     Fairall1119                61.2570  -37.1875  0.0552                246.3
SWIFTJ0405.5-1307     [HB89]0403-132             61.3917  -13.1371  0.5706               3321.6 BZQ
SWIFTJ0407.4+0339     3C105                      61.8186    3.7072  0.0890                406.6
SWIFTJ0413.3+1659     MG1J041325+1659            63.34304  16.99753                             BZU
SWIFTJ0413.8+1112     3C109                      63.4182   11.2038  0.3056               1586.2
SWIFTJ0414.8-0754     IRAS04124-0803             63.7195   -7.9278  0.0379                167.0
SWIFTJ0418.3+3800     3C111                      64.5887   38.0266  0.0485                215.4
SWIFTJ0420.0-5457   b NGC1566                    65.0017  -54.9378  0.0050                 12.2
SWIFTJ0422.7-5611     Fairall302                 65.6007  -56.2260  0.0435                192.5
SWIFTJ0423.5+0414     LEDA15023                  65.9199    4.1338  0.0450                199.3
SWIFTJ0426.2-5711     RBS542                     66.5035  -57.2001  0.1040                480.0
SWIFTJ0427.6-1201     MCG-2-12-17                66.7559  -12.0595  0.0325                142.7
SWIFTJ0428.2-6704A  a SWIFTJ042749.42-670436.1   66.9559  -67.0767  0.189   0.002 0.251
SWIFTJ0428.2-6704B    2MASXJ04294735-6703205     67.4476  -67.0556  0.065                 292.1
SWIFTJ0429.6-2114     LEDA135180                 67.4095  -21.1622  0.0703                317.1
SWIFTJ0433.0+0521     3C120                      68.2962    5.3543  0.0330                144.9 BZU
SWIFTJ0433.5-5846     2MASXJ04332716-5843346     68.3638  -58.7263  0.1023                471.6
SWIFTJ0436.3-1022     Mrk618                     69.0930  -10.3760  0.0355                156.2
SWIFTJ0437.4-4713     HE0436-4717                69.3673  -47.1915  0.0530                236.1
SWIFTJ0438.2-1048     MCG-2-12-50                69.5591  -10.7959  0.0364                160.2
SWIFTJ0440.2-5941     LEDA15768                  69.9960  -59.6817  0.0577                257.9
SWIFTJ0440.9+2741     2MASXJ04404770+2739466     70.1989   27.6631  0.0380                167.5
SWIFTJ0441.2-2704     IRAS04392-2713             70.3441  -27.1389  0.0835                380.1
SWIFTJ0441.8-0823     RHS25                      70.4746   -8.4428  0.0440                194.8
SWIFTJ0443.9+2856     UGC3142                    70.9450   28.9718  0.0217                 94.5
SWIFTJ0444.1+2813     LEDA86269                  71.0376   28.2168  0.0113                 48.8
SWIFTJ0445.0-2816     LEDA745026                 71.1571  -28.1651  0.1470                697.6
SWIFTJ0446.4+1828     UGC3157                    71.6240   18.4609  0.0154                 66.7
SWIFTJ0449.6-5515   a 2MASXJ04500193-5512404     72.5082  -55.2112  0.002   0.002 0.008
SWIFTJ0450.7-5813     RBS594                     72.9335  -58.1835  0.0907                414.9
SWIFTJ0451.4-0346     MCG-1-13-25                72.9229   -3.8094  0.0159                 68.9
SWIFTJ0452.2+4933     LEDA168563                 73.0208   49.5459  0.0290                127.0
SWIFTJ0453.4+0404     Z420-15                    73.3573    4.0616  0.0294                128.8
SWIFTJ0454.6-4315     LEDA146662                 73.6788  -43.2397  0.0877                400.3
SWIFTJ0456.3-7532     ESO33-2                    73.9957  -75.5412  0.0181                 78.6
SWIFTJ0459.7+3502   a LEDA168924                 74.9869   35.0483  0.501   0.468 0.541
SWIFTJ0459.9+2703     LEDA1797736                74.9837   27.1007  0.0612                274.3
SWIFTJ0501.9-3239     ESO362-18                  79.8993  -32.6578  0.0125                 54.0
SWIFTJ0502.1+0332     LEDA75258                  75.5377    3.5306  0.0160                 69.4
SWIFTJ0503.0+2302     LEDA97068                  75.7426   22.9977  0.0577                257.9
SWIFTJ0504.6-7345     2MASXJ05043414-7349269     76.1425  -73.8242  0.0452                200.3
SWIFTJ0505.6-6735   a 2MASXJ05052442-6734358     76.3517  -67.5766  0.471   0.456 0.472
SWIFTJ0505.8-2351     LEDA178130                 76.4405  -23.8539  0.0350                153.9
SWIFTJ0507.7+6732     87GB050246.4+673341        76.9844   67.6234  0.3140               1636.7 BZB
SWIFTJ0508.1+1727     2MASXJ05081967+1721483     77.0820   17.3630  0.0175                 76.0
SWIFTJ0510.7+1629     IRAS05078+1626             77.6896   16.4989  0.0179                 77.7
SWIFTJ0512.1-1830     ESO553-22                  77.9908  -18.4939  0.0421                186.1
SWIFTJ0513.8+6627     Z307-7                     78.3183   66.4639  0.0149                 64.5
SWIFTJ0515.3+1854     2MASXJ05151978+1854515     78.8324   18.9143  0.02349               102.4
SWIFTJ0516.2-0009     Ark120                     79.0476   -0.1498  0.0323                141.8
SWIFTJ0516.3+1928     LEDA97085                  79.0947   19.4531  0.0212                 92.3
SWIFTJ0516.4-1034     MCG-2-14-9                 79.0882  -10.5615  0.0285                124.7
SWIFTJ0519.5-3140     PKS0521-36                 80.7416  -36.4586  0.0553                246.8 BZU
SWIFTJ0519.5-4545     PictorA                    79.9570  -45.7790  0.0351                154.4
SWIFTJ0521.0-2522     IRAS05189-2524             80.2561  -25.3626  0.0426                188.4
SWIFTJ0524.1-1210     LEDA17233                  81.0289  -12.1691  0.0490                217.7
SWIFTJ0525.1-2339     PMNJ0525-2338              81.2771  -23.6363  3.1000              26444.7 BZQ
SWIFTJ0525.3-4600     PKS0524-460                81.3808  -45.9652  1.4790              10721.3 BZQ
SWIFTJ0526.2-2118     ESO553-43                  81.6135  -21.2866  0.0278                121.6
SWIFTJ0528.1-3933     LEDA17320                  82.0086  -39.5791  0.0369                162.5
SWIFTJ0530.8+1333     PKS0528+134                82.7351   13.5320  2.0600              16111.7 BZQ
SWIFTJ0532.9+1343     2MASXJ05325752+1345092     83.2397   13.7525  0.02335               101.8
SWIFTJ0533.9-1318     MCG-2-15-4                 83.4589  -13.3553  0.02897               126.8
SWIFTJ0535.4+4013     IRAS05320+4009             83.8838   40.1877  0.02065                89.8
SWIFTJ0539.9-2839     [HB89]0537-286             84.9762  -28.6655  3.1040              26485.7 BZQ
SWIFTJ0543.9-2749     ESO424-12                  85.8873  -27.6514  0.0099                 42.7
SWIFTJ0544.4-4328     2MASXJ05440009-4325265     86.0000  -43.4240  0.0450                199.3
SWIFTJ0544.4+5909     2MASXJ05442257+5907361     86.0941   59.1267  0.0660                296.8
SWIFTJ0547.3+5042     LEDA97119                  86.8121   50.6404  0.0360                158.4
SWIFTJ0548.4-4748     LEDA17883                  87.1185  -47.7588  0.0505                224.6
SWIFTJ0550.7-3212A    PKS0548-322                87.6699  -32.2716  0.0690                310.9 BZB
SWIFTJ0552.2-0727   b NGC2110                    88.0474   -7.4562  0.0078                 35.6
SWIFTJ0552.5+5929     IRAS05480+5927             88.1169   59.4756  0.0585                261.7
SWIFTJ0554.8+4625     UGC3374                    88.7234   46.4393  0.0205                 89.2
SWIFTJ0555.5+3946     [HB89]0552+398             88.8784   39.8137  2.3650              19066.3 BZU
SWIFTJ0557.9-3822     H0557-385                  89.5083  -38.3346  0.0339                149.0
SWIFTJ0559.8-5028     Q0558-504                  89.9474  -50.4477  0.1372                647.1
SWIFTJ0600.7+0008     IRAS05581+0006             90.1670    0.1053  0.1147                533.1
SWIFTJ0601.9-8636   b ESO5-4                     91.4235  -86.6319  0.0062                 22.4
SWIFTJ0602.2+2829     IRAS05589+2828             90.5437   28.4721  0.0330                144.9
SWIFTJ0602.5+6518     UGC3386                    90.6581   65.3712  0.0175                 76.0
SWIFTJ0606.0-2755     2MASXJ06054896-2754398     91.4540  -27.9112  0.0892                407.6
SWIFTJ0609.5-6245A    2MASXJ06100652-6243125     92.5272  -62.7201  0.157                 749.7
SWIFTJ0609.5-6245B    LEDA2816519                92.1610  -62.7880  0.09896               455.2
SWIFTJ0615.8+7101     Mrk3                       93.9015   71.0375  0.0135                 58.4
SWIFTJ0623.3-6438     2MASXJ06230765-6436211     95.7821  -64.6057  0.1289                604.7 BZQ
SWIFTJ0623.8-3215     ESO426-2                   95.9434  -32.2166  0.0224                 97.6
SWIFTJ0623.8+6445     1RXSJ062334.6+644542       95.8964   64.7601  0.0860                392.1
SWIFTJ0623.9-6058     ESO121-28                  95.9400  -60.9790  0.0403                177.9
SWIFTJ0626.6-3702     6dFJ0626585-370559         96.7442  -37.0996  0.0393                173.4
SWIFTJ0626.6+0729   a LEDA136513                 96.6126    7.4580  0.002   0.002 0.010
SWIFTJ0630.7+6342     UGC3478                    98.1965   63.6737  0.0128                 55.4
SWIFTJ0632.8+6343     VIIZw73                    97.6065   63.6781  0.0413                182.5
SWIFTJ0634.7-7445     2MASSJ06340353-7446377     98.5147  -74.7771  0.112                 519.7
SWIFTJ0635.8-7514     PKS0637-752                98.9438  -75.2713  0.6510               3898.4 BZQ
SWIFTJ0640.1-4328     LEDA549777                100.1583  -43.3558  0.0610                273.3
