SWIFTJ0225.0+1847     16.4   31.7   16.0   9.5   28.0   32.0
SWIFTJ0225.0-2312      3.8   10.4    3.8   4.2    9.1   10.4
SWIFTJ0225.8-6315      4.0   14.8    4.0   5.2   11.9   13.6
SWIFTJ0226.4-2821      4.9   13.1    5.8   4.4   11.6   13.3
SWIFTJ0227.0+2346      1.7   10.8    2.5   4.8    7.6    8.7
SWIFTJ0228.1+3118     28.5   60.5   40.6  23.7   53.5   61.1
SWIFTJ0230.2-0900      5.0   12.9    5.0   4.1    9.8   11.2
SWIFTJ0231.6-3645      0.9   19.2   10.2   7.5   20.7   23.7
SWIFTJ0232.8+2020      9.3   24.5    9.1   9.3   24.0   27.4
SWIFTJ0234.1+3233      7.6   31.2    9.7   9.8   27.1   31.0
SWIFTJ0234.6-0848     13.8   31.9   13.9  12.8   26.8   30.6
SWIFTJ0235.3-2934      4.5   23.0    4.4   6.2   17.8   20.3
SWIFTJ0238.2-5213     12.9   29.6   12.9   9.8   24.8   28.3
SWIFTJ0238.5-6119      4.9   12.3    6.2   3.6   10.5   12.0
SWIFTJ0238.8-4039      6.9   13.4    7.0   5.4   11.8   13.5
SWIFTJ0241.3-0816      5.2   29.5    7.5   9.7   24.0   27.4
SWIFTJ0241.6+0711      4.7   10.9    4.8   4.7    9.3   10.6
SWIFTJ0242.0+0516      0.7   12.2    3.1   4.0   11.5   13.1
SWIFTJ0242.2+0531      4.5   10.0    4.4   4.0   10.0   11.4
SWIFTJ0242.6+0000      4.9   35.1  268.3  77.2  180.3  206.0
SWIFTJ0243.9+5324      1.8    8.4    2.5   4.2    7.2    8.2
SWIFTJ0244.7-2433      2.6    9.1    2.7   3.3    7.2    8.2
SWIFTJ0244.8+6227     18.4   90.5   19.3  34.5   78.4   89.6
SWIFTJ0245.2+1047      0.2   12.8    0.2   4.5   12.5   14.3
SWIFTJ0249.1+2627      3.7   34.0   16.0  13.1   35.2   40.2
SWIFTJ0250.4+4648      5.7   20.0    7.1   7.6   17.7   20.2
SWIFTJ0250.7+4142      0.3   18.6   13.4  10.3   28.3   32.3
SWIFTJ0251.3+5441      0.5   27.1   20.1  16.1   44.6   51.0
SWIFTJ0251.6-1639      0.4   17.4   20.3  11.5   29.6   33.8
SWIFTJ0252.1-6758      0.7    8.0    0.7   2.4    7.8    8.9
SWIFTJ0252.3+4312      1.6   13.1    3.6   5.1   12.1   13.8
SWIFTJ0252.7-0822      5.6   26.1   10.7   9.9   23.7   27.1
SWIFTJ0255.2-0011      3.3   88.4   26.4  40.5  108.3  123.7
SWIFTJ0256.4-3212      4.0   30.7    6.3  11.1   26.2   29.9
SWIFTJ0259.9+4419      2.3   12.5    2.3   3.8   10.5   12.0
SWIFTJ0300.0-1048     18.4   17.6   19.7   6.1   15.3   17.5
SWIFTJ0304.1-0108      1.0   36.6  117.8  38.7  100.2  114.5
SWIFTJ0308.2-2258      0.5   10.9   30.1  16.2   41.6   47.5
SWIFTJ0308.5-7251      4.8   12.4    4.8   4.7   10.8   12.3
SWIFTJ0311.1+3241      4.9    8.1    5.0   3.9    7.2    8.2
SWIFTJ0311.5-2045      6.0   24.0    6.0   7.9   18.9   21.6
SWIFTJ0311.8-7653      2.1   13.0    2.1   4.5   12.2   13.9
SWIFTJ0311.9+5032      5.9   10.3    6.1   4.1    8.9   10.2
SWIFTJ0312.9+4121      6.3   17.7    6.5   5.1   14.1   16.1
SWIFTJ0317.2+0116      5.2   13.3    9.1   4.9   11.5   13.1
SWIFTJ0318.7+6828      7.0   17.8    8.6   5.8   14.5   16.6
SWIFTJ0319.7+4132    534.4   73.4  132.8  32.3   69.3   79.2
SWIFTJ0324.8+3410      0.9   29.9    0.9   9.2   25.4   29.0
SWIFTJ0324.9+4044      3.0   19.4    3.9   5.9   15.6   17.8
SWIFTJ0325.0-4154      3.8    8.2    3.8   3.5    6.7    7.7
SWIFTJ0326.0-5633      1.4    8.6    1.4   2.8    6.6    7.5
SWIFTJ0328.4-2846      1.2   13.2   10.9   5.4   13.5   15.4
SWIFTJ0331.3+0538      8.3   11.0    8.4   4.9   10.0   11.4
SWIFTJ0331.4-0510      1.3   12.8    1.5   4.9   10.0   11.4
SWIFTJ0333.3+3720      8.2   24.4    8.5   9.1   20.9   23.9
SWIFTJ0333.6-3607     17.4   64.1   30.9  25.3   52.5   60.0
SWIFTJ0334.4-1515      3.1   12.5    3.1   4.5   10.7   12.2
SWIFTJ0335.4+1907      3.0   13.6    3.0   4.4   12.1   13.8
SWIFTJ0336.6+3217     10.1   43.8   10.3  11.8   38.4   43.9
SWIFTJ0342.0-2115     21.6   44.5   21.6  15.9   39.4   45.0
SWIFTJ0345.2-3935      4.0   10.4   10.7   4.5    9.4   10.7
SWIFTJ0347.0-3027      3.1    9.2    3.1   4.0    7.7    8.8
SWIFTJ0349.2-1159     18.6   16.6   18.5   6.5   15.4   17.6
SWIFTJ0350.1-5019      0.5   20.9   92.2  25.3   64.1   73.2
SWIFTJ0351.7-4030      5.1   12.1    5.1   4.8   10.2   11.7
SWIFTJ0353.4-6830     15.7   15.5   15.5   6.4   16.4   18.7
SWIFTJ0353.7+3711      3.8   15.3    4.5   6.2   13.6   15.5
SWIFTJ0354.2+0250      6.7   12.9    6.8   5.9   11.1   12.7
SWIFTJ0356.9-4041      2.0   19.6    2.6   6.2   13.4   15.3
SWIFTJ0357.5-6255      0.7   12.5   22.8   8.1   19.3   22.1
SWIFTJ0357.6+4153      5.6   13.5    7.8   5.7   10.8   12.3
SWIFTJ0359.0-3015A     0.8    8.4    1.6   4.1    8.0    9.1
SWIFTJ0359.0-3015B     0.8   11.0    1.0   1.9    6.5    7.4
SWIFTJ0359.7+5058      5.4   20.0    6.0   5.0   16.8   19.2
SWIFTJ0402.4-1807      5.3   25.2    6.5   7.4   21.1   24.1
SWIFTJ0404.0-3604      6.2   11.4    6.2   4.1   10.7   12.2
SWIFTJ0405.3-3707      2.2   10.8    2.2   2.9    9.2   10.5
SWIFTJ0405.5-1307      3.1    9.9    3.2   4.1   13.1   15.0
SWIFTJ0407.4+0339      2.2   27.6   10.6  14.3   31.9   36.5
SWIFTJ0413.3+1659      2.9   16.6    4.5   5.4   16.7   19.1
SWIFTJ0413.8+1112      6.5   13.7    6.5   4.8   10.6   12.1
SWIFTJ0414.8-0754      5.0   21.0    5.4  10.2   16.4   18.7
SWIFTJ0418.3+3800     55.5  116.8   61.5  41.3  103.9  118.7
SWIFTJ0420.0-5457      3.1   21.4    3.1   7.7   17.6   20.1
SWIFTJ0422.7-5611      3.4   21.2    5.2   7.2   17.9   20.5
SWIFTJ0423.5+0414      1.7   23.9   14.1  15.1   31.1   35.5
SWIFTJ0426.2-5711     14.3   24.8   14.4  11.6   21.5   24.6
SWIFTJ0427.6-1201      0.4   12.8   10.6   7.2   19.3   22.1
SWIFTJ0428.2-6704A     1.2   14.8    1.6   3.0   10.0   11.4
SWIFTJ0428.2-6704B     1.2    3.2    1.2   1.5    2.9    3.3
SWIFTJ0429.6-2114      4.0   12.1    4.0   3.3    9.3   10.6
SWIFTJ0433.0+0521     36.9   94.4   38.2  33.9   81.7   93.4
SWIFTJ0433.5-5846      0.8   11.0    1.6   3.6    9.6   11.0
SWIFTJ0436.3-1022      6.9   17.8    7.0   7.1   14.7   16.8
SWIFTJ0437.4-4713      5.9   13.6    5.9   4.4   11.6   13.3
SWIFTJ0438.2-1048      6.7   19.0    8.0   6.9   15.7   17.9
SWIFTJ0440.2-5941      2.8   12.5    3.3   4.8    9.7   11.1
SWIFTJ0440.9+2741      3.5   21.4    3.6   7.8   17.9   20.5
SWIFTJ0441.2-2704      7.0    9.9    7.1   4.3    8.6    9.8
SWIFTJ0441.8-0823      3.5   10.2    3.6   3.9    9.4   10.7
SWIFTJ0443.9+2856     17.8   45.5   18.7  12.4   31.4   35.9
SWIFTJ0444.1+2813     12.5   53.0   16.4  17.6   40.8   46.6
SWIFTJ0445.0-2816      4.8   18.4    4.9   6.0   15.0   17.1
SWIFTJ0446.4+1828      1.5   14.3   13.2   7.9   16.6   19.0
SWIFTJ0449.6-5515      0.7    8.6    1.3   2.8    6.1    7.0
SWIFTJ0450.7-5813      5.0   21.2    5.0   7.1   18.0   20.6
SWIFTJ0451.4-0346     12.2   31.1   12.2  10.0   26.0   29.7
SWIFTJ0452.2+4933     23.7   63.2   25.1  21.5   51.4   58.7
SWIFTJ0453.4+0404      1.2   28.1   50.5  17.7   42.5   48.6
SWIFTJ0454.6-4315      3.5   10.9    4.0   4.0    8.2    9.4
SWIFTJ0456.3-7532      1.4   21.3    1.8   7.6   20.0   22.9
SWIFTJ0459.7+3502      3.6   15.7    4.8   5.7   12.2   13.9
SWIFTJ0459.9+2703      3.9   24.8    6.7  10.0   22.5   25.7
SWIFTJ0501.9-3239     17.3   49.3   26.0  17.0   42.2   48.2
SWIFTJ0502.1+0332      5.7   15.3    5.9   5.9   12.2   13.9
SWIFTJ0503.0+2302     12.3   19.8   12.3   8.7   18.1   20.7
SWIFTJ0504.6-7345      3.4    8.5    3.5   2.9    7.7    8.8
SWIFTJ0505.6-6735      1.0   11.8    6.7   6.8   13.1   15.0
SWIFTJ0505.8-2351      7.7   60.8   10.8  19.4   51.2   58.5
SWIFTJ0507.7+6732     23.8   10.0   24.5   4.1    9.5   10.9
SWIFTJ0508.1+1727      5.2   26.0    6.0  10.7   21.0   24.0
SWIFTJ0510.7+1629     24.0   90.6   46.1  33.7   80.8   92.3
SWIFTJ0512.1-1830      4.9   13.7    5.9   4.7   12.2   13.9
SWIFTJ0513.8+6627      2.2   11.8    2.6   4.8    9.8   11.2
SWIFTJ0515.3+1854      2.0   29.8    4.8   9.6   30.8   35.2
SWIFTJ0516.2-0009     27.0   69.9   25.9  27.5   59.5   68.0
SWIFTJ0516.3+1928      2.2   21.6    3.3   9.1   16.8   19.2
SWIFTJ0516.4-1034      4.2   13.6    4.2   6.3   13.0   14.9
SWIFTJ0519.5-3140     16.2   34.2   16.2  10.7   32.3   36.9
SWIFTJ0519.5-4545      9.8   38.6    9.8  14.6   33.5   38.3
SWIFTJ0521.0-2522      2.9   12.5    5.8   3.9    7.9    9.0
SWIFTJ0524.1-1210      2.7   18.3    4.4   7.1   15.7   17.9
SWIFTJ0525.1-2339      1.9   16.8    1.9   4.2   15.7   17.9
SWIFTJ0525.3-4600      1.2   19.7    1.2   4.3   15.3   17.5
SWIFTJ0526.2-2118      3.1   13.9    9.7   5.1   12.4   14.2
SWIFTJ0528.1-3933      1.2   10.8    1.1   3.8    8.3    9.5
SWIFTJ0530.8+1333      2.8   22.3    2.6   5.3   16.5   18.9
SWIFTJ0532.9+1343      2.2   16.9    2.4   4.9   12.4   14.2
SWIFTJ0533.9-1318      1.1   18.0    7.3   7.5   19.2   21.9
SWIFTJ0535.4+4013      2.5   16.8    2.6   5.3   13.5   15.4
SWIFTJ0539.9-2839      2.7   27.5    2.7   6.1   23.1   26.4
SWIFTJ0543.9-2749      2.1   20.0   13.4   7.7   17.9   20.5
SWIFTJ0544.4+5909      5.3   26.1    6.2   8.2   22.7   25.9
SWIFTJ0544.4-4328      2.6    7.1    3.7   3.5    6.7    7.7
SWIFTJ0547.3+5042      1.7   24.4    4.7  10.8   22.5   25.7
SWIFTJ0548.4-4748      1.8    7.6    5.5   4.1    7.4    8.5
SWIFTJ0550.7-3212A    34.8   15.9   34.6   7.2   15.6   17.8
SWIFTJ0552.2-0727     24.7  319.1   36.7 101.5  277.9  317.5
SWIFTJ0552.5+5929      6.0   15.6    6.0   7.3   12.3   14.1
SWIFTJ0554.8+4625     43.8  133.4   65.1  49.4  116.3  132.9
SWIFTJ0555.5+3946      1.4   17.8    1.5   4.7   14.2   16.2
SWIFTJ0557.9-3822     42.5   29.3   45.6  12.8   25.0   28.6
SWIFTJ0559.8-5028     13.6   22.1   15.9   7.4   15.4   17.6
SWIFTJ0600.7+0008      2.2   16.1    5.0   8.4   15.0   17.1
SWIFTJ0601.9-8636      1.0   33.6   71.3  19.9   55.8   63.8
SWIFTJ0602.2+2829     18.9   65.2   19.5  26.4   54.6   62.4
SWIFTJ0602.5+6518      1.8   18.4    4.8   6.3   16.4   18.7
SWIFTJ0606.0-2755      6.1   11.8    6.6   5.5   10.0   11.4
SWIFTJ0609.5-6245A     1.2    9.4    1.2   3.5    7.9    9.0
SWIFTJ0609.5-6245B     0.5    3.9    0.5   1.2    3.0    3.4
SWIFTJ0615.8+7101      6.1  141.0  113.6  89.8  244.5  279.4
SWIFTJ0623.3-6438      3.0   11.0    3.0   3.8   10.0   11.4
SWIFTJ0623.8+6445      2.9    6.9    2.9   3.0    5.6    6.4
SWIFTJ0623.8-3215      0.7   24.4   18.1  13.6   37.6   43.0
SWIFTJ0623.9-6058      4.2   28.1   11.2  11.0   28.0   32.0
SWIFTJ0626.6+0729      2.5   16.2    2.6   5.7   13.7   15.7
SWIFTJ0626.6-3702      3.7   11.7    3.5   4.0    9.2   10.5
SWIFTJ0630.7+6342      7.2   10.1    7.4   4.4    8.6    9.8
SWIFTJ0632.8+6343      0.7   11.1    5.3   4.6   14.7   16.8
SWIFTJ0634.7-7445      2.1   10.9    2.2   4.0    9.0   10.3
SWIFTJ0635.8-7514      5.5   17.6    5.5   5.6   16.4   18.7
SWIFTJ0640.1-4328      2.1   18.3    3.6   5.6   15.8   18.1
SWIFTJ0640.4-2554     18.5   37.4   19.5  14.8   31.8   36.3
SWIFTJ0641.3+3257      3.3   35.1    6.0  11.5   31.1   35.5
SWIFTJ0645.9+5303      1.3   11.8    1.4   4.5    9.6   11.0
SWIFTJ0651.9+7426     11.9   60.6   15.5  21.5   50.9   58.2
SWIFTJ0654.6+0700      9.0   18.0    9.3   7.5   16.2   18.5
SWIFTJ0655.8+3957      7.0   21.4    7.2   8.0   18.5   21.1
SWIFTJ0656.4-4921      0.4   12.2    7.7   5.5   15.0   17.1
SWIFTJ0659.3+2406      2.6   12.1    4.5   5.0   10.5   12.0
SWIFTJ0701.3-3235      2.0    7.5    2.1   3.5    6.5    7.4
SWIFTJ0707.1+6433      4.5   12.6    4.5   3.9    8.7    9.9
SWIFTJ0709.0-4642      3.8   13.8    4.5   5.2   11.7   13.4
SWIFTJ0709.4-3559      6.3   19.8    7.8   6.4   17.2   19.7
SWIFTJ0710.3+5908     42.5   23.2   42.2  10.1   19.7   22.5
SWIFTJ0714.2+3518      0.3   16.7   21.3  14.0   38.2   43.6
SWIFTJ0714.3+4541      2.6    8.7    3.6   4.0    7.3    8.3
SWIFTJ0718.1+4403      9.8   24.5    9.9   9.1   21.9   25.0
SWIFTJ0725.7-0055      4.4   16.6    4.4   4.2   13.2   15.1
SWIFTJ0725.8+3000      1.3   10.0   24.2   7.0   15.5   17.7
SWIFTJ0726.5+3659      4.4   10.9    4.4   4.8    9.1   10.4
SWIFTJ0726.6-3552      1.1   23.4    2.1   4.9   19.0   21.7
SWIFTJ0727.4-2408      5.2   20.2    5.7   6.1   17.2   19.7
SWIFTJ0733.2+4558      3.5   10.4    3.5   4.2    9.2   10.5
SWIFTJ0733.9+5156      6.7    6.1    6.7   3.0    6.9    7.9
SWIFTJ0736.9+5846      6.8    8.6    6.8   3.9    7.4    8.5
SWIFTJ0739.7-3142      1.0   26.7    1.9   9.7   21.7   24.8
SWIFTJ0741.4-5447      1.4   11.5    1.3   3.7   11.3   12.9
SWIFTJ0742.3+8024      2.2   12.2    3.0   4.3   10.0   11.4
SWIFTJ0742.5+4948      7.7   46.6   11.5  18.2   39.2   44.8
SWIFTJ0743.0+6513      0.5   10.7   20.4   4.6   10.5   12.0
SWIFTJ0743.3-2546      9.5   20.7   10.2   7.7   18.1   20.7
SWIFTJ0744.0+2914      0.9   17.0    4.8   7.1   18.4   21.0
SWIFTJ0746.3+2548      3.9   48.9    3.9   9.9   38.7   44.2
SWIFTJ0747.5+6057      6.7   14.8    6.7   6.0   12.8   14.6
SWIFTJ0747.6-7326      1.3   14.2    5.0   6.3   14.8   16.9
SWIFTJ0752.2+1937      5.4   15.7    6.1   6.2   11.9   13.6
SWIFTJ0753.1+4559      2.9   15.4    2.9   4.4   12.0   13.7
SWIFTJ0756.3-4137      3.0   10.5    3.2   4.2    8.9   10.2
SWIFTJ0759.8-3844     15.1   50.6   15.6  19.5   42.9   49.0
SWIFTJ0800.1+2638      3.9   32.2    4.0  10.2   26.2   29.9
SWIFTJ0800.5+2327      8.0   34.5    9.1  10.8   26.4   30.2
SWIFTJ0801.9-4946      8.1   21.3    8.2   8.5   18.3   20.9
SWIFTJ0803.4+0842      5.8   17.3    5.9   7.7   15.1   17.3
SWIFTJ0804.2+0507      9.6   54.4   32.9  23.6   53.8   61.5
SWIFTJ0804.6+1045      0.9   15.2    1.6   4.7   14.6   16.7
SWIFTJ0805.1-0110      1.1   13.3    3.0   4.4   13.4   15.3
SWIFTJ0805.2+6145      2.1   20.6    2.2   4.8   17.5   20.0
SWIFTJ0807.9+3859      0.3    9.6   15.0   7.5   18.9   21.6
SWIFTJ0810.9+7602     10.8   14.7   10.8   6.8   12.7   14.5
SWIFTJ0814.3+0423      4.5   20.9    8.6   7.9   19.2   21.9
SWIFTJ0817.8+0251      4.1   13.2    4.1   5.5   10.7   12.2
SWIFTJ0818.1+0120      5.5   21.6    5.5   6.8   17.7   20.2
SWIFTJ0819.2-2259      2.3   12.1    2.4   3.5    9.8   11.2
SWIFTJ0823.4-0457      2.6   46.4    9.9  16.8   47.1   53.8
SWIFTJ0830.1+4154      6.7   13.0    7.5   7.0   10.9   12.5
SWIFTJ0830.4-6723      3.0    8.0   12.0   4.3   10.2   11.7
SWIFTJ0832.5+3703      3.9   16.5    4.7   6.3   14.1   16.1
SWIFTJ0838.4-3557     11.6   28.9   13.5  11.8   24.9   28.5
SWIFTJ0839.6-1213     11.4   24.6   11.4   9.1   22.0   25.1
SWIFTJ0840.2+2947      0.7   16.1    5.5   8.1   21.1   24.1
SWIFTJ0841.4+7052     15.6   67.7   15.5  18.4   56.1   64.1
SWIFTJ0842.0+0759      5.3   15.7    5.5   6.4   14.2   16.2
SWIFTJ0843.5+3551      0.7   10.7    4.2   5.2   12.3   14.1
SWIFTJ0845.0-3531      5.2   12.8    6.1   4.9   10.9   12.5
SWIFTJ0845.3+1420      4.3   19.9    4.4   6.9   16.2   18.5
SWIFTJ0855.6+6425      3.2   17.7    9.2   6.8   16.9   19.3
SWIFTJ0855.7-2856      4.7    8.5    5.0   4.1    6.9    7.9
SWIFTJ0856.0+7812      1.1   13.4    4.7   5.4   13.4   15.3
SWIFTJ0859.5+4457      2.7    8.7    3.7   3.9    7.4    8.5
SWIFTJ0902.0+6007      1.4   12.2    2.4   3.9   10.5   12.0
SWIFTJ0902.7-4814     11.0   29.4   12.9   9.9   24.8   28.3
SWIFTJ0902.7-6816      0.4   20.5   26.9  35.1  110.8  126.6
SWIFTJ0902.8-7414      0.9   12.9    4.2   4.9   14.1   16.1
SWIFTJ0904.3+5538      5.9   15.2    6.4   5.3   13.4   15.3
SWIFTJ0909.0+0358      1.6   10.5    1.6   3.2   11.5   13.1
SWIFTJ0911.2+4533      2.2   16.0    8.8   8.4   17.5   20.0
SWIFTJ0917.2-6221      8.5   31.8   11.7  13.3   27.3   31.2
SWIFTJ0917.2-6457      4.6   13.0    4.7   4.5   11.1   12.7
SWIFTJ0918.5+1618     10.7   33.1   10.8  13.4   28.5   32.6
SWIFTJ0919.2+5528      0.6    8.1    8.6   4.1   10.4   11.9
SWIFTJ0920.1+3712      3.4   19.9    4.9   7.9   17.3   19.8
SWIFTJ0920.8-0805     12.9   40.8   19.9  17.6   36.0   41.1
SWIFTJ0923.6-2136      5.6   15.4    5.6   5.1   14.6   16.7
SWIFTJ0923.7+2255     11.9   39.9   11.9  13.1   34.2   39.1
SWIFTJ0924.2-3141      1.1   19.2   32.5  10.9   25.9   29.6
