#  log10(E_nu/GeV)_min  log10(E_nu/GeV)_max  Dec_nu_min[deg]  Dec_nu_max[deg]   A_Eff[cm^2]
"             4.60          4.80        -39.79        -36.87        399.75"
"             4.80          5.00        -39.79        -36.87       3289.17"
"             5.00          5.20        -39.79        -36.87      17515.33"
"             5.20          5.40        -39.79        -36.87      62090.02"
"             5.40          5.60        -39.79        -36.87     167309.11"
"             5.60          5.80        -39.79        -36.87     409646.72"
"             5.80          6.00        -39.79        -36.87     755302.35"
"             6.00          6.20        -39.79        -36.87    1298895.84"
"             6.20          6.40        -39.79        -36.87    2013026.49"
"             6.40          6.60        -39.79        -36.87    2884701.69"
"             6.60          6.80        -39.79        -36.87    4025756.41"
"             6.80          7.00        -39.79        -36.87    5078782.70"
"             7.00          7.20        -39.79        -36.87    7280636.33"
"             7.20          7.40        -39.79        -36.87    8404718.91"
"             7.40          7.60        -39.79        -36.87   11391228.83"
"             7.60          7.80        -39.79        -36.87   15975174.25"
"             7.80          8.00        -39.79        -36.87   20441988.54"
"             8.00          8.20        -39.79        -36.87   25573682.87"
"             8.20          8.40        -39.79        -36.87   31702136.40"
"             8.40          8.60        -39.79        -36.87   40433351.45"
"             8.60          8.80        -39.79        -36.87   18209863.11"
"             8.80          9.00        -39.79        -36.87          0.00"
"             9.00          9.20        -39.79        -36.87          0.00"
"             9.20          9.40        -39.79        -36.87          0.00"
"             9.40          9.60        -39.79        -36.87          0.00"
"             9.60          9.80        -39.79        -36.87          0.00"
"             9.80         10.00        -39.79        -36.87          0.00"
"             2.00          2.20        -36.87        -34.06          0.00"
"             2.20          2.40        -36.87        -34.06          0.00"
"             2.40          2.60        -36.87        -34.06          0.00"
"             2.60          2.80        -36.87        -34.06          0.00"
"             2.80          3.00        -36.87        -34.06          0.00"
"             3.00          3.20        -36.87        -34.06          0.00"
"             3.20          3.40        -36.87        -34.06          0.00"
"             3.40          3.60        -36.87        -34.06          0.00"
"             3.60          3.80        -36.87        -34.06          0.00"
"             3.80          4.00        -36.87        -34.06          0.00"
"             4.00          4.20        -36.87        -34.06          0.00"
"             4.20          4.40        -36.87        -34.06          0.00"
"             4.40          4.60        -36.87        -34.06          0.00"
"             4.60          4.80        -36.87        -34.06        420.09"
"             4.80          5.00        -36.87        -34.06       2880.66"
"             5.00          5.20        -36.87        -34.06      18864.46"
"             5.20          5.40        -36.87        -34.06      74727.06"
"             5.40          5.60        -36.87        -34.06     216961.42"
"             5.60          5.80        -36.87        -34.06     460685.89"
"             5.80          6.00        -36.87        -34.06     777044.05"
"             6.00          6.20        -36.87        -34.06    1399163.58"
"             6.20          6.40        -36.87        -34.06    2036354.59"
"             6.40          6.60        -36.87        -34.06    2972048.61"
"             6.60          6.80        -36.87        -34.06    3883171.33"
"             6.80          7.00        -36.87        -34.06    5688912.67"
"             7.00          7.20        -36.87        -34.06    7294785.54"
"             7.20          7.40        -36.87        -34.06    9549280.93"
"             7.40          7.60        -36.87        -34.06   12915102.93"
"             7.60          7.80        -36.87        -34.06   16257902.52"
"             7.80          8.00        -36.87        -34.06   20329919.17"
"             8.00          8.20        -36.87        -34.06   26267700.23"
"             8.20          8.40        -36.87        -34.06   32442758.23"
"             8.40          8.60        -36.87        -34.06   44495801.61"
"             8.60          8.80        -36.87        -34.06   20647103.55"
"             8.80          9.00        -36.87        -34.06          0.00"
"             9.00          9.20        -36.87        -34.06          0.00"
"             9.20          9.40        -36.87        -34.06          0.00"
"             9.40          9.60        -36.87        -34.06          0.00"
"             9.60          9.80        -36.87        -34.06          0.00"
"             9.80         10.00        -36.87        -34.06          0.00"
"             2.00          2.20        -34.06        -31.33          0.00"
"             2.20          2.40        -34.06        -31.33          0.00"
"             2.40          2.60        -34.06        -31.33          0.00"
"             2.60          2.80        -34.06        -31.33          0.00"
"             2.80          3.00        -34.06        -31.33          0.00"
"             3.00          3.20        -34.06        -31.33          0.00"
"             3.20          3.40        -34.06        -31.33          0.00"
"             3.40          3.60        -34.06        -31.33          0.00"
"             3.60          3.80        -34.06        -31.33          0.00"
"             3.80          4.00        -34.06        -31.33          0.00"
"             4.00          4.20        -34.06        -31.33          0.00"
"             4.20          4.40        -34.06        -31.33          0.00"
"             4.40          4.60        -34.06        -31.33          0.00"
"             4.60          4.80        -34.06        -31.33        799.41"
"             4.80          5.00        -34.06        -31.33       6179.63"
"             5.00          5.20        -34.06        -31.33      24843.06"
"             5.20          5.40        -34.06        -31.33      75332.14"
"             5.40          5.60        -34.06        -31.33     228445.69"
"             5.60          5.80        -34.06        -31.33     438755.89"
"             5.80          6.00        -34.06        -31.33     927660.05"
"             6.00          6.20        -34.06        -31.33    1453430.19"
"             6.20          6.40        -34.06        -31.33    2449211.81"
"             6.40          6.60        -34.06        -31.33    3441435.26"
"             6.60          6.80        -34.06        -31.33    4663429.59"
"             6.80          7.00        -34.06        -31.33    5668551.93"
