Title: The Magnificent Five Images of Supernova Refsdal: Time Delay and 
       Magnification Measurements 
Authors: Kelly P.L., Rodney S., Treu T., Birrer S., Bonvin V., Dessart L., 
    Foley R.J., Filippenko A.V., Gilman D., Jha S., Hjorth J., Mandel K., 
    Millon M., Pierel J., Thorp S., Zitrin A., Broadhurst T., Chen W., 
    Diego J.M., Dressler A., Graur O., Jauzac M., Malkan M.A., McCully C., 
    Oguri M., Postman M., Schmidt K.B., Sharon K., Tucker B.E., 
    von der Linden A., Wambsganss J.
Table: Photometry of SN Refsdal
================================================================================
Byte-by-byte Description of file: apjac4ccbt3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1-  2 A2     ---    Obj       Image of SN Refsdal (see Table 2)
   4-  8 A5     ---    Filt      WFC3-IR Filter                  
  10- 27 F18.12 d      MJD       [56598.13/57756.91] Modified Julian date (1)
  29- 51 F23.20 uJy    Flux      [-0.06/0.8] Flux in Filt
  53- 73 F21.19 uJy  e_Flux      [0.0/0.67] Uncertainty in Flux
--------------------------------------------------------------------------------
Note (1): Modified Julian Date (JD-2,400,000.5) at the beginning of the 
    observation.
--------------------------------------------------------------------------------
S2 F160W 57555.947713346330  0.12040077961785211613 0.0276195761329886304 
S2 F160W 57557.527259509210  0.13645421690023240568 0.0251239581932878632 
S2 F160W 57566.218524010757  0.14562760963302112671 0.0283292562491037972 
S2 F160W 57569.263007916219  0.11122738688506338123 0.0316490346997931604 
S2 F160W 57573.238120126822  0.11088338465758380835 0.0289136862842311673 
S2 F160W 57577.738588449742  0.12728082416744365690 0.0261912456228086989 
S2 F160W 57583.120133114186  0.11696075734305633187 0.0284148073159989044 
S2 F160W 57586.051323562722  0.13301419462543659367 0.0283335785873023160 
S2 F160W 57589.204335416638  0.11925410552625351213 0.0293435771749675015 
S2 F160W 57691.211761025217  0.05492568898757253792 0.0362771018009394944 
S2 F160W 57727.067397918676  0.09758196519504015731 0.0256683349719699361 
S3 F105W 56711.648295549458  0.00568384745946955237 0.0167509528767310380 
S3 F105W 56713.640477717672 -0.00395665909221344821 0.0230011356658971766 
S3 F105W 56964.141843161306  0.05166097972611917444 0.0267029905273144866 
S3 F105W 56968.876054265813  0.18198801572525002967 0.0396902627537841918 
S3 F105W 56972.059216387672  0.12396663511781616518 0.0364670278878755152 
S3 F105W 56982.312690136016  0.11286845798255218387 0.0072931433967678575 
S3 F105W 57002.869949762011  0.19136367480356250570 0.0057292605881907677 
S3 F105W 57006.979591220610  0.19257534701497697194 0.0059123417981694956 
S3 F105W 57015.178305139510  0.23826407278746622453 0.0054971543980964098 
S3 F105W 57015.871452641528  0.24089392616147439763 0.0092274072414270467 
S3 F105W 57017.832167987923  0.20728789210580114699 0.0067662581376225633 
S3 F105W 57020.595418078163  0.20567485732401194487 0.0062882614894100618 
S3 F105W 57023.763438511836  0.22306810266611920568 0.0053679555939671487 
S3 F105W 57025.948840969068  0.25211178811213064144 0.0053477117588308755 
S3 F105W 57026.549967796753  0.24109623612470879039 0.0081042643599975508 
S3 F105W 57027.807524105396  0.24077612062804290560 0.0055639227238348590 
S3 F105W 57132.095520386545  0.36195600961251100935 0.0264327897381253299 
S3 F105W 57149.066006487927  0.32422686162468633553 0.0225739164042623071 
S3 F105W 57168.281914577361  0.33247903196844702522 0.0254473331295167991 
S3 F105W 57208.057212039756  0.26384223626890396242 0.0188690765213433177 
S3 F105W 57216.278631689172  0.22072747502499909245 0.0119280110895044391 
S3 F105W 57430.576422622777  0.04312107196801590048 0.0071675430486539534 
S3 F105W 57432.754953801195  0.03129510743763870562 0.0068171877916990177 
S3 F105W 57524.471955432979  0.05356717473759792236 0.0144254946967728431 
S3 F125W 56981.051549282580  0.18684522662191935249 0.0108154653330460870 
S3 F125W 56982.561752483241  0.20620530586998397915 0.0100666161011092291 
S3 F125W 56983.260830924701  0.19658780305671186284 0.0103309660061267003 
S3 F125W 56990.896003313472  0.24543228920675852489 0.0188843754838024791 
S3 F125W 56992.950387130397  0.25176602570241685131 0.0209266748671726108 
S3 F125W 56994.012869825339  0.24226542095892936168 0.0218956876303628215 
S3 F125W 56996.731879119914  0.28185127405679366586 0.0200256072912749980 
S3 F125W 56999.837697225907  0.25023809052078155313 0.0148847446501168927 
S3 F125W 57005.857407083189  0.25493289395024593125 0.0120109381089675993 
S3 F125W 57020.359440352338  0.30176240222269312685 0.0290533810805026146 
S3 F125W 57021.800263372606  0.40852600396995930598 0.0464356520102337245 
S3 F125W 57024.716541012174  0.20267956786106508527 0.0385049335005618401 
S3 F125W 57025.847227909362  0.32481661786266180503 0.0275585460480223532 
S3 F125W 57026.906108417883  0.29768561529593934312 0.0444893262234369175 
S3 F125W 57029.544450223817  0.29768561529593928761 0.0110219292928813838 
S3 F125W 57033.944915683060  0.33885490251771815950 0.0208083954439663051 
S3 F125W 57036.598911013192  0.37527388736775341149 0.0214920938374736047 
S3 F125W 57044.689239187304  0.42119347696127590330 0.0220107879652137184 
S3 F125W 57049.197171873908  0.41485974046561763240 0.0221957139406929460 
S3 F125W 57062.351563904245  0.45761246181131109978 0.0203951925261726431 
S3 F125W 57076.390539919099  0.45602902768739650430 0.0205340035939257128 
S3 F125W 57090.386436221190  0.53203386563529586617 0.0201850447366190185 
S3 F125W 57104.260373998899  0.46711306655479839511 0.0193498475059791612 
S3 F125W 57118.145669330959  0.44019468644825071602 0.0210373065931698036 
S3 F125W 57132.085441769435  0.50511548552874829809 0.0314358873353069238 
S3 F125W 57149.054628331578  0.47027993480262758608 0.0276537226054811500 
S3 F125W 57188.171902361282  0.35468924375686394779 0.0245616266931024743 
S3 F125W 57216.203782593722  0.46552963243088385514 0.0251209158734506249 
S3 F125W 57223.958998980612  0.35152237550903475682 0.0222201224925618994 
S3 F125W 57325.822246958392  0.11242382279793453059 0.0247978904780668877 
S3 F125W 57340.933204249850  0.10149812734292397443 0.0284394533754954888 
S3 F125W 57367.044728972607  0.05288669973874667030 0.0194164040026375967 
S3 F125W 57402.112779470233  0.04591958959352254732 0.0199697578942776149 
S3 F125W 57426.213928649653  0.06666257661680344282 0.0180204557224506214 
S3 F125W 57430.582308519668  0.03008524835437684924 0.0162283443872057245 
S3 F125W 57444.574372698320  0.02232642114719544935 0.0192802918498223598 
S3 F125W 57459.026164627976  0.06032884012114515804 0.0185280800012298033 
S3 F125W 57472.528439250367  0.03990253992264718857 0.0173778357083919505 
S3 F125W 57493.262272863212  0.01979292654893213474 0.0181233221834904146 
S3 F125W 57507.527187701438  0.04845308419178588621 0.0168436608653268309 
S3 F125W 57521.278327994070  0.02200973432241253719 0.0188616317379907937 
S3 F125W 57524.565003547985  0.04849248395757702751 0.0103251947863364241 
S3 F125W 57527.183780091458  0.02961021811720247754 0.0192683282077954002 
S3 F125W 57532.017124775419  0.07695489842224813304 0.0216466918046056937 
S3 F125W 57534.267422704746  0.08661384657812704058 0.0225156073405111228 
S3 F125W 57536.492632162670  0.06135509187607311038 0.0159256684323244822 
S3 F125W 57537.056063999997  0.07362968676202755192 0.0351543145474720389 
S3 F125W 57538.309905427021  0.01725943195066882707 0.0209310428130978603 
S3 F125W 57541.092619805037  0.06523748590528033464 0.0193509876705569572 
S3 F125W 57545.067083991387  0.08550544269138682374 0.0188753638637109630 
S3 F125W 57547.053774876847  0.06967110145224113260 0.0218290081490806510 
S3 F125W 57548.995403974448  0.04766136712982858847 0.0201698089545031128 
S3 F125W 57550.038912634474  0.07299631311246172760 0.0227121394841524743 
S3 F125W 57551.662934520304  0.07157122240093861942 0.0268364456623084134 
S3 F125W 57553.720516159352  0.05367841680070396110 0.0209093123359143235 
S3 F125W 57555.901216250677  0.03673567167481805312 0.0181662113407552867 
S3 F125W 57557.491423821913  0.06745429367876072668 0.0207595904988839286 
S3 F125W 57566.204310614594  0.07917170619572856671 0.0193177757382027061 
S3 F125W 57569.250668224850  0.06302067813179992872 0.0234526124382778318 
S3 F125W 57573.224812162262  0.07552980771072503874 0.0171580636411042299 
S3 F125W 57577.710790156532  0.10529836924031898970 0.0187838392471155156 
S3 F125W 57580.178797057015  0.06887938439028382098 0.0199880727857310245 
S3 F125W 57583.092750455507  0.05019486172809189961 0.0185800108909516953 
S3 F125W 57586.011846727335  0.06254564789462556396 0.0201835232268108011 
S3 F125W 57589.188341183013  0.06317902154419138827 0.0230554415785375125 
S3 F125W 57592.034638888923  0.08962237141356473036 0.0219285488364345457 
S3 F125W 57691.197865481539 -0.00490864578413517140 0.0221779126629086387 
S3 F125W 57720.811691925541  0.03863579262351553301 0.0132883253558127787 
S3 F125W 57727.036927831374  0.01577100387418912952 0.0187811413663362368 
S3 F125W 57756.901865364176 -0.00585870625848391394 0.0188857781826545224 
S3 F160W 56598.141116617742 -0.00050453660030338023 0.0111808086921753227 
S3 F160W 56990.910596344693  0.36693570931154928516 0.0298324064508194639 
S3 F160W 56992.967770637406  0.36349568703675350090 0.0285582056888769378 
S3 F160W 56994.028193697421  0.29698858972403524570 0.0277883615901305184 
S3 F160W 56996.746444543896  0.38069579841073236670 0.0317069463093100773 
S3 F160W 56999.844845570180  0.37674684817872344800 0.0207976881865055904 
S3 F160W 57002.884605101593  0.34285555338797896185 0.0171995428626833501 
S3 F160W 57006.997995979611  0.33941553111318317759 0.0154299571331627666 
S3 F160W 57011.919903374655  0.34514890157117605884 0.0171159043879665872 
S3 F160W 57015.181364465359  0.35129220062274935099 0.0129729620083286687 
S3 F160W 57015.890601291831  0.35443643518035716777 0.0257951182255916865 
S3 F160W 57017.831989551152  0.36519764069964255615 0.0226816566561871026 
S3 F160W 57019.625805486132  0.34307362679652642079 0.0565874786849956402 
S3 F160W 57020.634118677466  0.38614657643909117146 0.0172902400327949284 
S3 F160W 57021.898064000001  0.47472307392181695151 0.0875498918590563446 
S3 F160W 57023.775574433203  0.36922905749474638215 0.0171557941128890855 
S3 F160W 57025.851404030967  0.39870647200479236716 0.0160505756060969930 
S3 F160W 57026.561090817857  0.41968271752508456984 0.0278721402237043121 
S3 F160W 57027.832170322006  0.40018925796790838501 0.0184267263690277433 
S3 F160W 57033.960899013917  0.44261619935705637241 0.0305883768827599697 
S3 F160W 57036.614437702832  0.46669635528062675123 0.0330407081487238546 
S3 F160W 57044.703856527100  0.47242972573861968799 0.0333382510839637172 
S3 F160W 57049.213812929112  0.44032285117385905338 0.0298148916650992114 
S3 F160W 57062.398279982350  0.53091010441014785393 0.0355399471761107810 
S3 F160W 57076.407554921643  0.48504314074620424879 0.0333748361597045740 
S3 F160W 57090.412509994196  0.54008349714293668598 0.0345442903632381532 
S3 F160W 57104.308252354240  0.54581686760092962274 0.0326975577818917201 
S3 F160W 57118.225180328896  0.65016420993640144932 0.0434963228430928009 
S3 F160W 57132.106479701237  0.56875034943290136979 0.0393990479042919672 
S3 F160W 57149.076400030332  0.66163095085238732285 0.0456485820376755155 
S3 F160W 57168.294987045650  0.61461731309684508595 0.0373208472165802441 
S3 F160W 57188.186494738460  0.65819092857759153858 0.0365832714266901074 
S3 F160W 57208.096281135870  0.54467019350933099098 0.0385594360056247046 
S3 F160W 57216.219801018466  0.52632340804375343790 0.0367741957115775842 
S3 F160W 57224.006567645651  0.60315057218085921242 0.0390647782173385860 
S3 F160W 57325.843396970013  0.15824102464060563200 0.0602615980369346355 
S3 F160W 57340.952447898220  0.17085443964819013729 0.0322148287087390892 
S3 F160W 57367.058908004037  0.14218758735822534245 0.0305530982839097819 
S3 F160W 57402.159318727565  0.13186752053383804517 0.0263452767729943325 
S3 F160W 57426.229851426317  0.10973671056598520435 0.0246282853478187770 
S3 F160W 57432.751620493822  0.15594767645740845174 0.0219551062617030987 
S3 F160W 57444.601083700603  0.10985137797514504809 0.0253208290604963575 
S3 F160W 57459.093839062523  0.10193932674311478870 0.0274059502833768724 
S3 F160W 57472.542637350511  0.11203005874918239848 0.0233523152225725769 
S3 F160W 57493.306114410130  0.11180072393086271099 0.0239429534830544084 
S3 F160W 57507.574552005222  0.11076871724842393685 0.0246811476063598829 
S3 F160W 57521.297785579911  0.12269412780104928251 0.0229305097502032380 
S3 F160W 57524.547453997468  0.11810743143465492200 0.0181852886093875517 
S3 F160W 57527.198022037774  0.10021931560571695208 0.0237838962482963615 
S3 F160W 57541.142061059858  0.09127525769124790467 0.0252598709436461927 
S3 F160W 57545.109665402277  0.20181464012135216790 0.0260399282258913858 
S3 F160W 57547.097774463960  0.14218758735822537020 0.0264075597390354862 
S3 F160W 57549.044299111411  0.13416086871703522543 0.0232872348641929676 
S3 F160W 57550.104523249232  0.14218758735822537020 0.0237315533657744999 
S3 F160W 57551.707321802751  0.15136098009101409123 0.0240317004496998429 
S3 F160W 57553.786945018903  0.13186752053383804517 0.0253279229284319451 
S3 F160W 57555.949899580359  0.16053437282380286777 0.0241813012302447804 
S3 F160W 57557.526615100403  0.16168104691540138851 0.0278784606664480433 
S3 F160W 57566.218091614719  0.12957417235064086491 0.0301887114483809643 
S3 F160W 57569.265480840433  0.13186752053383804517 0.0254024637927221797 
S3 F160W 57573.240743216702  0.11271806320414154423 0.0272666499526565444 
S3 F160W 57577.735941013947  0.15938769873220426376 0.0305585878107329720 
S3 F160W 57583.120907215387  0.13530754280863380168 0.0266964027001782740 
S3 F160W 57586.050183668340  0.12269412780104926863 0.0278694877051710588 
S3 F160W 57589.203644588386  0.14333426144982394645 0.0285027058665305623 
S3 F160W 57691.211696047030  0.08347787386837746126 0.0444649222435469782 
S3 F160W 57727.066282610904  0.05710436976160986056 0.0238306346560455094 
S4 F105W 56711.670925405873 -0.01973577723096048980 0.0191385942486198488 
S4 F105W 56713.632488490053  0.02868080288066786332 0.0217482403383067735 
S4 F105W 56964.142820378089 -0.01497229509323246520 0.0257086956296027243 
S4 F105W 56968.874607694794  0.08284997545713229661 0.0398390716930484348 
S4 F105W 56972.060116245899  0.01935340707194050172 0.0353193449135138643 
S4 F105W 56982.306774835408  0.02644829044185544736 0.0070230100947833926 
S4 F105W 57002.870846405574  0.03606846282322193065 0.0052261511951163103 
S4 F105W 57006.983496237910  0.03007185800818860597 0.0054740647091650651 
S4 F105W 57015.058737920284  0.01833927100799516777 0.0049422309507965298 
S4 F105W 57015.870713835495  0.03452673126478061905 0.0084339126819440897 
S4 F105W 57017.798350868346  0.04283661230134061526 0.0054150668485475756 
S4 F105W 57020.579505196038  0.05064899663328333024 0.0054699633192368405 
S4 F105W 57023.760818489944  0.05239334806472013828 0.0047536597956267064 
S4 F105W 57025.923561512849  0.05276805008139592162 0.0045875194468004829 
S4 F105W 57026.554706536983  0.04410603688539630612 0.0072131104708187052 
S4 F105W 57027.813485857070  0.04851125800303082714 0.0049977458831709136 
S4 F105W 57132.096705690390  0.12104229470994891382 0.0211441682011207673 
S4 F105W 57149.065442240273  0.10801474895707369184 0.0217140597929786662 
S4 F105W 57168.278842632673  0.10233968182189732976 0.0147603370066361934 
S4 F105W 57208.058256913719  0.20022320835620421864 0.0180412460517782175 
S4 F105W 57216.277151967188  0.09375380475753274101 0.0114083424980359061 
S4 F105W 57430.570989624110  0.02028102357457524027 0.0072766518119120483 
S4 F105W 57432.754649565199  0.02909369067917700474 0.0066708170719329612 
S4 F105W 57524.471623526355 -0.01187244646470154812 0.0141219370104609700 
S4 F125W 56981.053580188884  0.04243603452091050665 0.0101675474992443393 
S4 F125W 56982.498699683514  0.06146095510618710539 0.0086125087629004716 
S4 F125W 56983.261328121080  0.05868302279340318478 0.0107376021597383065 
S4 F125W 56990.895732865632  0.03958585309786427642 0.0194065459442130384 
S4 F125W 56992.951540552225  0.06428742543093159123 0.0196421334609017569 
S4 F125W 56994.012213588685  0.05510350751222706928 0.0179060968056399920 
S4 F125W 56996.732263371399  0.08265526126834062126 0.0208271684510721138 
S4 F125W 56999.806285220962  0.06765161752960360819 0.0142012956163724193 
S4 F125W 57005.861295146671  0.08043845349486020146 0.0099635412656115981 
S4 F125W 57020.454803434819  0.12847040043585838953 0.0326162491145677302 
S4 F125W 57021.797431645136  0.11337388327228326013 0.0375192543668393177 
S4 F125W 57024.722624630078  0.05367841680070396804 0.0405726890327189268 
S4 F125W 57025.836845598875  0.10809136196845203770 0.0249604948636045140 
S4 F125W 57026.903362646633  0.12889153768664612931 0.0407025250110462852 
S4 F125W 57029.547736595785  0.09373930013574259534 0.0110061177172984578 
S4 F125W 57033.946086840828  0.16784401713494451203 0.0195886048078010334 
S4 F125W 57036.598779681874  0.13411687029556418338 0.0189990259462944726 
S4 F125W 57044.688584502845  0.22484764559586906119 0.0199487601967953919 
S4 F125W 57049.198480226842  0.13665036489382748064 0.0178690556586444393 
S4 F125W 57062.350912666363  0.19317896311757770667 0.0190596776016083991 
S4 F125W 57076.391642643044  0.17101088538277367523 0.0187665476300253667 
S4 F125W 57090.386702125877  0.19001209486974854346 0.0187803961197263343 
S4 F125W 57104.266781409548  0.14472587892579180657 0.0180981738857885072 
S4 F125W 57118.146042958550  0.19159552899366305567 0.0167941925024716644 
S4 F125W 57132.086114279795  0.18051149012626110935 0.0252694630318929907 
S4 F125W 57149.054740583582  0.17259431950668824296 0.0255312392920797951 
S4 F125W 57188.169712996823  0.17734462187843194614 0.0178622407265340913 
S4 F125W 57216.204457668035  0.20742987023280881620 0.0212329908437847367 
S4 F125W 57223.958753773550  0.13063331522295210108 0.0231929251851209703 
S4 F125W 57325.823074548112  0.04481118570678237212 0.0262419194768735917 
S4 F125W 57340.935251671799  0.07157122240093861942 0.0223640164252751003 
S4 F125W 57367.044765558152  0.03483555072612056630 0.0188589100691054258 
S4 F125W 57402.112200197189  0.06539582931767178031 0.0194976142734825456 
S4 F125W 57426.214086279426  0.06349570836897430737 0.0177961807247157579 
S4 F125W 57430.586792971961  0.05399510362548688019 0.0161218748797113641 
S4 F125W 57444.574795558357  0.03610229802525221493 0.0184235254216674714 
S4 F125W 57459.027297165005  0.03752738873677533699 0.0191337782346764872 
S4 F125W 57472.528467359240  0.01773446218784319531 0.0181596884217993942 
S4 F125W 57493.261012100811  0.03626064143764367448 0.0183989799393356329 
S4 F125W 57507.527782883692  0.03926916627308135732 0.0182196783917087067 
S4 F125W 57521.275237573042  0.04528621594395672995 0.0186457290619582092 
S4 F125W 57524.563152187598  0.04926162414447884247 0.0099578419222931345 
S4 F125W 57527.183241955470 -0.00380024189739497104 0.0178959470602886236 
S4 F125W 57532.017003347952 -0.00364189848500351280 0.0210245585633986425 
S4 F125W 57534.267597623759  0.06713760685397780759 0.0237949443132088427 
S4 F125W 57536.409831280587  0.01823891798727262509 0.0169143634218305063 
S4 F125W 57537.056063999997  0.01341168702955641834 0.0329619326694642056 
S4 F125W 57538.310157277832  0.00802801100824687870 0.0226052828483218754 
S4 F125W 57541.092402530936  0.00210596738480637929 0.0203758663981816190 
S4 F125W 57545.067919660309  0.05257001291396376508 0.0194950664917704006 
S4 F125W 57547.054633680542  0.05431179045026977847 0.0195584083513480819 
S4 F125W 57549.000133249283  0.02311813820915273668 0.0241706482062996539 
S4 F125W 57550.038673923358  0.05066989196526626438 0.0203184767718686266 
S4 F125W 57551.657329595175  0.05494516409983561667 0.0237084026051613828 
S4 F125W 57553.723936842507  0.02438488550828439225 0.0183497038199466021 
S4 F125W 57555.901678694630  0.04322775158286779051 0.0183403596299185484 
S4 F125W 57557.498127284569  0.02169304749762962156 0.0192693727384679360 
S4 F125W 57566.204315673320  0.06507914249288887509 0.0233886046351096458 
S4 F125W 57569.250167108286  0.04750302371743712893 0.0195163619245157516 
S4 F125W 57573.224282754942  0.06032884012114515804 0.0186351938340263250 
S4 F125W 57577.715646216100  0.04623627641830548030 0.0197762420575334739 
S4 F125W 57580.179132952369  0.04227769110851904016 0.0206769404086919358 
S4 F125W 57583.093288626871  0.03610229802525222187 0.0169136517372211956 
S4 F125W 57586.012343537834  0.00910474621250878351 0.0192319049115503397 
S4 F125W 57589.187608840366  0.03341046001459744424 0.0206093033170543158 
S4 F125W 57592.034472667074  0.04987817490330898745 0.0225356494982986329 
S4 F125W 57691.195555996572  0.00821802310311662253 0.0262002174623558806 
S4 F125W 57720.812411237508  0.01494761812975354924 0.0142325740284801917 
S4 F125W 57727.036826823518 -0.00649207990804974173 0.0191864174476764314 
S4 F125W 57756.901954618130  0.01241412353149023810 0.0179685289175046323 
S4 F160W 56598.130290242370 -0.01605343728238028261 0.0098963784470112795 
S4 F160W 56990.911320696214  0.08749123318897251977 0.0238381159186462042 
S4 F160W 56992.966869569020  0.02625883669760774655 0.0242852056740738113 
S4 F160W 56994.028909375418  0.05332034525933450342 0.0243290955255349613 
S4 F160W 56996.749848503452  0.10641135570034930546 0.0304963170284276615 
S4 F160W 56999.853765475069  0.10071491057719297868 0.0174258487539839767 
S4 F160W 57002.863956065892  0.06902978031423519234 0.0142907053175865169 
S4 F160W 57007.004365492787  0.05882438089900775269 0.0112258351929631073 
S4 F160W 57011.890880171370  0.10354467047135283708 0.0133469791436546525 
S4 F160W 57015.154032721402  0.09985224074979200115 0.0097170315389863739 
S4 F160W 57015.896642288913  0.08970738532345222394 0.0168896857918380064 
S4 F160W 57017.800723007065  0.08896837236109794711 0.0113773217796347293 
S4 F160W 57019.212338209742  0.07027610165624015304 0.0541413875960361848 
S4 F160W 57020.584334232633  0.10248202139131812327 0.0112214709535333138 
S4 F160W 57021.267552881749  0.06508802937209422212 0.0455351689037950397 
S4 F160W 57023.789191094671  0.09253659919200633854 0.0108992805232678378 
S4 F160W 57025.838898115122  0.11086366186691204438 0.0099687265716525437 
S4 F160W 57026.569302913995  0.10664069051866899296 0.0159804901373803987 
S4 F160W 57027.837266147551  0.10262733119807393445 0.0114762215137816717 
S4 F160W 57033.959428624563  0.10365933788051269471 0.0256841912208031348 
S4 F160W 57036.615519517320  0.14906763190781688322 0.0260791096853092673 
S4 F160W 57044.704395686451  0.13645421690023240568 0.0237332489753839804 
S4 F160W 57049.213493887466  0.12842749825904226091 0.0241047198509852165 
S4 F160W 57062.397868897366  0.18461452874737319108 0.0243049825398376600 
S4 F160W 57076.406843606856  0.14448093554142255046 0.0221776691543146762 
S4 F160W 57090.412599718016  0.15938769873220420825 0.0238933488196468521 
S4 F160W 57104.308038920164  0.17773448419778167806 0.0210623640104615484 
S4 F160W 57118.225219488297  0.17085443964819010954 0.0335901982843284166 
S4 F160W 57132.107363688498  0.18690787693057039909 0.0338365138992212725 
S4 F160W 57149.076359033905  0.18461452874737319108 0.0370544729252270874 
S4 F160W 57168.295033717593  0.21901475149533097819 0.0252864430986708202 
S4 F160W 57188.185934622154  0.14333426144982394645 0.0272218470104182361 
S4 F160W 57208.100163055016  0.18920122511376763486 0.0272964937825224581 
S4 F160W 57216.220157812109  0.16512106919019717277 0.0283645152363929016 
S4 F160W 57224.002441936042  0.16856109146499292928 0.0266556233499204293 
S4 F160W 57325.836717276819  0.05446701935093309355 0.0313871076944274782 
S4 F160W 57340.950218161721  0.03073086565484224944 0.0319025804469684066 
S4 F160W 57367.060453905404  0.01272808241674436465 0.0237771516662656120 
S4 F160W 57402.155806102775  0.09494461478436336255 0.0230986970193801169 
S4 F160W 57426.230501087812  0.05412301712345352761 0.0216518968499105728 
S4 F160W 57432.743624013048  0.05148566671277676060 0.0214789878904606997 
S4 F160W 57444.603461561564 -0.04472028957234507052 0.0221985562880074386 
S4 F160W 57459.093326320741  0.01284274982590422401 0.0231049710980133390 
S4 F160W 57472.543320899415 -0.01020539941522746567 0.0227549738997521074 
S4 F160W 57493.306856697702 -0.03669357093115493268 0.0235461166918709587 
S4 F160W 57507.574026197050 -0.02637350410676760765 0.0234342492306871888 
S4 F160W 57521.297301652041  0.01490676319078168728 0.0228017323725613931 
S4 F160W 57524.543469160169 -0.00596270527631267543 0.0153384872514520914 
S4 F160W 57527.197833905841  0.00848538827782957701 0.0227011057652263711 
S4 F160W 57541.136304794774 -0.00344002227479577385 0.0241436870953813665 
S4 F160W 57545.112145307488  0.02912552192660421840 0.0226378351228645608 
S4 F160W 57547.099272468658  0.09643529110344153943 0.0239050405070413315 
S4 F160W 57549.044393380405 -0.00072240467770711271 0.0225226318542160082 
S4 F160W 57550.102222095375 -0.02178680774037324019 0.0262650999351676309 
S4 F160W 57551.707157549863 -0.00194934595571760543 0.0236554156331091198 
S4 F160W 57553.774375006782 -0.00298135263815633772 0.0229295858697105143 
S4 F160W 57555.946822240192  0.01754411360145844909 0.0252723512538196686 
S4 F160W 57557.529269658560  0.03118953529148168688 0.0266594722876899309 
S4 F160W 57566.219135079744  0.00378402450227535237 0.0234543473524439668 
S4 F160W 57569.265284837398  0.04701363775554225771 0.0241374783695875381 
S4 F160W 57573.239701870982  0.06432841653868098808 0.0260865046787778429 
S4 F160W 57577.738434492414 -0.01066406905186690311 0.0307842331975343893 
S4 F160W 57583.124311389482  0.01593876987322042499 0.0265013742297289488 
S4 F160W 57586.052589427840 -0.00710937936791126816 0.0316987864398741090 
S4 F160W 57589.203073920406  0.02350681887777113233 0.0296108977266544698 
S4 F160W 57691.208448039681  0.00285521848808049407 0.0544319979864817255 
S4 F160W 57727.070419187810  0.00501096578028584552 0.0222519310859809194 
SX F105W 56711.633243989701 -0.01863229318519079789 0.0177135170079903807 
SX F105W 56713.641297333073  0.01022042256861374100 0.0214800491422319079 
SX F105W 56964.140951187059  0.01456025762335779426 0.0269761640833529985 
SX F105W 56968.874730591800  0.01144352433204404683 0.0361355841601349176 
SX F105W 56972.055331803596 -0.03358615161341538258 0.0565627538150220432 
SX F105W 56982.326842736657 -0.00350776255320089242 0.0073231290648343291 
SX F105W 57002.854734507244  0.00651500655936640936 0.0052325040012552691 
SX F105W 57006.978117596846 -0.00192703736211698694 0.0051591746667694607 
SX F105W 57015.117201973873  0.00334526551556570649 0.0044864693446222308 
SX F105W 57015.872313543216 -0.00947652141427086925 0.0082405406976532869 
SX F105W 57017.816440089962 -0.00430235792435901092 0.0059156986845396529 
SX F105W 57020.577469677737  0.00178412801796621993 0.0054053463124266602 
SX F105W 57023.766284512123 -0.00295371013047741882 0.0046927820594988021 
SX F105W 57025.866539708099  0.00455423016127000542 0.0042237881526388729 
SX F105W 57026.550217074961 -0.00793020856912800796 0.0069292423677678157 
SX F105W 57027.822534783983  0.00312181679287988796 0.0046984536708406912 
SX F105W 57132.096642073717  0.05862398569010327659 0.0208797483403321861 
SX F105W 57149.065946800489 -0.00520811083884002886 0.0207900927894627170 
SX F105W 57168.280197906424  0.00668856541722410471 0.0155527625236932775 
SX F105W 57208.058021014804  0.04981379954760731948 0.0178486183062759665 
SX F105W 57216.278402222662  0.06071769323751676634 0.0113511360978648737 
SX F105W 57430.569542475976  0.10222384821475508088 0.0074401735092439270 
SX F105W 57432.744640737918  0.10444137497840068340 0.0078652231578702683 
SX F105W 57524.472794969421  0.12130554607670906986 0.0158576531309070311 
SX F125W 56981.057946747431  0.00861867525666720757 0.0104900319772889654 
SX F125W 56982.556239860431 -0.00374764173800692197 0.0076621376965842151 
SX F125W 56983.267986130893 -0.00194449241752485576 0.0088991101818860132 
SX F125W 56990.895451840981 -0.01000251004056814871 0.0178239885857471615 
SX F125W 56992.953328095893  0.01026544674553835947 0.0228093105859029921 
SX F125W 56994.012586885059  0.00477093033555479884 0.0175393263344328053 
SX F125W 56996.732428823787  0.00751027136992700635 0.0186050537014347053 
SX F125W 56999.799277932820  0.01403040295433112018 0.0125592478226682520 
SX F125W 57005.859543854771 -0.00556889449360735075 0.0092948676290108036 
SX F125W 57020.373939065612 -0.02126167968881689449 0.0284385639412324705 
SX F125W 57021.796479295677 -0.05338860503582739531 0.0379696917886400004 
SX F125W 57024.717850907371  0.01227640808290986728 0.0430888577601071104 
SX F125W 57025.838042411560  0.00599789326785454130 0.0253765895791241876 
SX F125W 57026.901080147829 -0.02488679080536511726 0.0361430118199103229 
