sample,galaxy,R_kpc,R_over_Rd,V_obs_kms,V_bar_kms,g_obs,g_bar,e_gobs,g_pred_gate,g_pred_mond,dlnB_ring
sparc,UGC02953,3.27,0.9211267605633804,264.0,246.1746419312923,6.907319674529492e-10,6.006041544113676e-10,6.854991495176999e-11,6.647995702188295e-10,6.65930772114232e-10,0.0010878137732777
sparc,UGC02953,3.35,0.943661971830986,266.0,246.5763241473114,6.844912818027625e-10,5.88176130354422e-10,6.072930169377894e-11,6.528239275131741e-10,6.53889297396924e-10,0.0009724274429256
sparc,UGC02953,3.43,0.9661971830985916,267.0,246.89841641857487,6.735624337177823e-10,5.759594967592556e-10,6.407672590423845e-11,6.410454809836225e-10,6.420491876391233e-10,0.0009552992931272
sparc,UGC02953,4.21,1.1859154929577465,280.0,247.6310497898032,6.035085422623235e-10,4.720386465829933e-10,2.379547966634304e-11,5.405528149014706e-10,5.411213920375011e-10,0.0004173769378399
sparc,UGC02953,4.29,1.2084507042253525,282.0,247.6435598395403,6.007452965356031e-10,4.632828666392715e-10,1.0012421608926717e-11,5.320566445659247e-10,5.325935611451814e-10,0.0002936785769402
sparc,UGC02953,4.38,1.2338028169014086,282.99999999999994,247.58767174477808,5.925816724025334e-10,4.5355856854392816e-10,2.1358067344543615e-11,5.226128927288437e-10,5.231164459525647e-10,0.0002877218589136
sparc,UGC02953,4.47,1.2591549295774649,284.99999999999994,247.55469123003908,5.888865722262157e-10,4.443081228957606e-10,1.9050997178686708e-11,5.136225162730147e-10,5.140948679112141e-10,0.0001777933348801
sparc,UGC02953,4.8,1.352112676056338,290.0,247.316644547026,5.678115380047312e-10,4.1296658145203294e-10,4.229216972724896e-11,4.831026794637645e-10,4.834770399351384e-10,5.354986508776527e-05
sparc,UGC02953,5.25,1.4788732394366195,296.0,247.5582589412036,5.408459394742047e-10,3.7830753430810937e-10,1.0414938699334348e-11,4.492317486881706e-10,4.4950560173617567e-10,-1.5485737116405218e-05
sparc,UGC02953,5.32,1.4985915492957749,298.0,247.6208364213319,5.40966473721461e-10,3.735185671692598e-10,6.970843151310104e-12,4.4453956883483276e-10,4.4480055649182245e-10,-0.0001249892503183
sparc,UGC02953,5.41,1.5239436619718312,298.99999999999994,247.64523472096127,5.355432703430971e-10,3.673771500493662e-10,1.5367763409845403e-11,4.3851695918134814e-10,4.3876235083069966e-10,-0.0001110948238378
sparc,UGC02953,5.5,1.5492957746478877,300.0,247.6156040115404,5.303093382727143e-10,3.612790544863436e-10,1.7394146295345028e-11,4.3253082920866927e-10,4.3276161801994664e-10,-0.000107755810461
sparc,UGC02953,5.58,1.571830985915493,301.0,247.49842427781232,5.261968537687256e-10,3.557624706200649e-10,7.831767125860103e-12,4.2710992105376647e-10,4.2732851372738957e-10,-0.0001366971541175
sparc,UGC02953,5.67,1.5971830985915494,302.0,247.188732793386,5.21291065810377e-10,3.4923980585986173e-10,1.5845867497149876e-11,4.206929477341478e-10,4.2089864990934576e-10,-0.0001580799711936
sparc,UGC02953,5.76,1.6225352112676057,302.99999999999994,247.02995611868613,5.16549836431593e-10,3.4334143172810276e-10,1.7286519278601832e-11,4.1488483276831877e-10,4.150784282267618e-10,-0.0001704678910723
sparc,UGC02953,6.0,1.6901408450704227,305.99999999999994,246.57020872360067,5.057560159106873e-10,3.283820502109173e-10,2.608114356559036e-11,4.0012603867254927e-10,4.002908913368704e-10,-0.000226653594068
sparc,UGC02953,6.18,1.7408450704225351,307.0,246.14152792651632,4.942398175579965e-10,3.1770991180211067e-10,1.4199332869255804e-11,3.8956997695670765e-10,3.897162535570082e-10,-0.0002118117103092
sparc,UGC02953,6.27,1.7661971830985914,307.99999999999994,245.93766124772347,4.903242209152315e-10,3.126309652544134e-10,1.0188555239797022e-11,3.8453792740455646e-10,3.8467575735229877e-10,-0.000243525554206
sparc,UGC02953,6.36,1.7915492957746482,309.0,245.76893084765615,4.86529634175216e-10,3.0778418428633036e-10,2.0972733745028728e-11,3.7973072457558636e-10,3.7986062055665516e-10,-0.0002443068588986
sparc,UGC02953,6.45,1.8169014084507045,309.99999999999994,245.63866527890107,4.82850991807137e-10,3.0316788777282024e-10,1.8161427627326508e-11,3.75147255053219e-10,3.752696975457347e-10,-0.0002717309660753
sparc,UGC02953,6.53,1.83943661971831,309.99999999999994,245.5553594813194,4.769355125813221e-10,2.9925065415173455e-10,1.1784922665719123e-11,3.7125401850996726e-10,3.713702146972757e-10,-0.0002230548048628
sparc,UGC02953,6.61,1.8619718309859157,311.0,245.53551453913943,4.742078875254893e-10,2.955810795697198e-10,7.349459864542952e-12,3.676037291701999e-10,3.6771401467040576e-10,-0.000250858884732
sparc,UGC02953,6.7,1.887323943661972,311.99999999999994,245.59886251772417,4.708513718681673e-10,2.9176107749242745e-10,3.772847530994933e-12,3.63800471925445e-10,3.6390448615602717e-10,-0.00026042199779
sparc,UGC02953,6.79,1.9126760563380285,312.0,245.75918884143476,4.646103374840533e-10,2.8826984216745504e-10,1.0751559732804056e-11,3.603215321076937e-10,3.604196518865704e-10,-0.0001642051933411
sparc,UGC02953,6.87,1.935211267605634,312.99999999999994,245.6590097676045,4.6214833509108425e-10,2.8468075669668536e-10,4.0751738174165905e-11,3.5674071541102665e-10,3.5683389382869315e-10,-8.98079467289703e-05
sparc,UGC02953,6.96,1.9605633802816904,313.0,245.79288329811345,4.561722790338721e-10,2.813058886464738e-10,1.3349961903994468e-11,3.533711249908594e-10,3.534590577395301e-10,-0.0001102505901415
sparc,UGC02953,7.05,1.9859154929577465,313.99999999999994,245.8883480362581,4.532310281163922e-10,2.779305176017093e-10,8.804806597165584e-12,3.4999762929016103e-10,3.5008062883372927e-10,-0.0001266854190435
sparc,UGC02953,7.2,2.028169014084507,314.99999999999994,245.86332619974044,4.4661989582655144e-10,2.7208491478224267e-10,3.91324099200407e-12,3.441467400121649e-10,3.4422215768229155e-10,-0.0001098202406435
sparc,UGC02953,7.39,2.0816901408450703,316.0,245.41215909159845,4.3790427161942696e-10,2.64117494633535e-10,2.078659517180824e-12,3.3615411753766615e-10,3.36220964730865e-10,-0.0001031318940757
sparc,UGC02953,7.47,2.104225352112676,316.0,245.0253182224237,4.3321453377075836e-10,2.604658417724325e-10,2.3497775660856956e-11,3.324837057951878e-10,3.325472551663976e-10,-3.807590197091315e-05
sparc,UGC02953,7.99,2.250704225352113,318.0,242.20516392100308,4.101634103451464e-10,2.379411038247153e-10,3.5083159627006234e-12,3.0973950942921223e-10,3.097853845518294e-10,-0.0001692400038949
sparc,UGC02953,8.08,2.276056338028169,317.99999999999994,241.8404589393594,4.0559475849724247e-10,2.345827162264625e-10,4.081456689280428e-11,3.063319878786173e-10,3.0637537186780446e-10,1.1373435448991389e-05
sparc,UGC02953,8.16,2.2985915492957747,317.99999999999994,241.47625980621777,4.01618339296289e-10,2.3158380061336126e-10,1.3892458277544592e-11,3.032851791892702e-10,3.033264673459027e-10,-0.0001119801563843
sparc,UGC02953,8.25,2.323943661971831,318.99999999999994,241.3037974628663,3.9973932275533084e-10,2.2873036308434942e-10,7.368235792480709e-12,3.0038289927112975e-10,3.004219606236328e-10,-0.0001740037420541
sparc,UGC02953,8.34,2.3492957746478873,319.0,241.12806043677287,3.9542558905653237e-10,2.2593260501431748e-10,4.313733698798535e-12,2.9753375985411957e-10,2.975707205863943e-10,-0.0001431275069123
sparc,UGC02953,8.4,2.366197183098592,318.99999999999994,240.9962165263181,3.926011205632713e-10,2.2407356185748847e-10,5.4151878698382274e-12,2.956386022971395e-10,2.9567422873805357e-10,-0.0001201471246834
sparc,UGC02953,9.59,2.7014084507042253,318.99999999999994,236.58621540571627,3.4388419319410635e-10,1.8915147040036756e-10,6.963924413899457e-12,2.5970786478042747e-10,2.5972526738773805e-10,8.33652111051908e-05
sparc,UGC02953,10.8,3.042253521126761,316.99999999999994,231.37707200584933,3.0153950927497657e-10,1.6064467754696918e-10,7.762026484806971e-12,2.2979936278276078e-10,2.2980796364574103e-10,0.0002828950792507
sparc,UGC02953,12.02,3.3859154929577464,312.0,229.1632990467714,2.6245459164032633e-10,1.4159082707449355e-10,4.407891218574712e-12,2.0941903031595806e-10,2.0942336950663043e-10,0.0008096236392128
sparc,UGC02953,13.22,3.7239436619718314,307.99999999999994,225.87530774743837,2.3255165394391087e-10,1.2507068089585772e-10,1.14765751296995e-12,1.9142024737476854e-10,1.9142250297866112e-10,0.0011065143231334
sparc,UGC02953,14.42,4.061971830985915,303.0,219.59244073965752,2.0633336046088606e-10,1.0837246857755464e-10,2.5332016531831557e-12,1.7283402538256504e-10,1.7283521213813743e-10,0.0012524531926793
sparc,UGC02953,15.63,4.4028169014084515,298.0,210.17610454093017,1.8412934358273662e-10,9.159191802223712e-11,1.6559283248380344e-12,1.5364116377099228e-10,1.5364178982061964e-10,0.0012293934466741
sparc,UGC02953,16.83,4.740845070422535,296.0,200.9356732389747,1.6871308272368242e-10,7.774624659022092e-11,1.6073340989215689e-12,1.3729339194174083e-10,1.3729372790499363e-10,0.0010304632872001
sparc,UGC02953,18.03,5.0788732394366205,294.0,194.59923329756467,1.5536328267466062e-10,6.80669009362812e-11,1.215427041332379e-12,1.2550662674998739e-10,1.255068104641691e-10,0.0009687256951805
sparc,UGC02953,19.23,5.416901408450705,294.0,188.8614644918333,1.4566822603349616e-10,6.011140466947393e-11,5.846547847602906e-13,1.1553950704947371e-10,1.1553960880971364e-10,0.0008004196343718
sparc,UGC02953,20.43,5.754929577464789,294.0,183.25501526561283,1.371120894089149e-10,5.3271242495898e-11,4.663676510507309e-13,1.0672137873387984e-10,1.0672143570909628e-10,0.00061202270175
sparc,UGC02953,21.64,6.095774647887325,292.0,178.02618009719805,1.2769029821404082e-10,4.746352017668961e-11,1.0582552112259549e-12,9.901484313752291e-11,9.901487524011016e-11,0.0005735658395616
sparc,UGC02953,22.84,6.433802816901409,290.0,173.06758096188898,1.1932992042130958e-10,4.249959603269467e-11,9.957876117916177e-13,9.2235404360505e-11,9.22354227143149e-11,0.000539783131103
