sample,galaxy,R_kpc,R_over_Rd,V_obs_kms,V_bar_kms,g_obs,g_bar,e_gobs,g_pred_gate,g_pred_mond,dlnB_ring
sparc,D631-7,0.9,1.2857142857142858,17.8,17.405611164219426,1.140898344519503e-11,1.0909014020748936e-11,2.845836320037412e-12,3.526797629726979e-11,4.0601501973631345e-11,1.083953227379392
sparc,D631-7,1.35,1.9285714285714288,26.0,22.234630646808597,1.6227902219736228e-11,1.1867945008743392e-11,2.9335054012600104e-12,3.937634241554206e-11,4.261918411786718e-11,0.5783521945690349
sparc,D631-7,1.8,2.5714285714285716,30.9,24.05778148541548,1.7190713740857636e-11,1.0420489048276932e-11,2.470121974414495e-12,3.763924316396999e-11,3.9548843012763125e-11,0.3468599172176971
sparc,D631-7,2.25,3.2142857142857144,34.7,24.38059064091762,1.7343066376120292e-11,8.561608835254894e-12,1.8192726688495063e-12,3.4228274409216246e-11,3.536347523462093e-11,0.2136205675511
sparc,D631-7,2.69,3.842857142857143,38.79999999999999,24.510016319864004,1.813679841450232e-11,7.2374299890043424e-12,1.6921445943427425e-12,3.146060919595701e-11,3.2168722153014425e-11,0.1201393828713455
sparc,D631-7,3.14,4.485714285714286,42.5,24.09185962104212,1.864222162916842e-11,5.9904638897673006e-12,1.3773311980138552e-12,2.85026045721622e-11,2.8945508702352262e-11,0.066550469194152
sparc,D631-7,3.59,5.128571428571429,45.6,23.62082344034602,1.8770882516153305e-11,5.036688276669203e-12,1.3090220702054277e-12,2.6012647148388688e-11,2.6296395752097595e-11,0.0368056466883047
sparc,D631-7,4.04,5.771428571428572,48.79999999999999,23.09681471545373,1.9103270868946504e-11,4.279295435564271e-12,1.432745315170988e-12,2.3859468152867002e-11,2.4044737283887723e-11,0.0187355284967095
sparc,D631-7,4.49,6.414285714285715,51.79999999999999,22.382807017887632,1.9367012518059457e-11,3.616031577411351e-12,1.4282237030692497e-12,2.1811999039894828e-11,2.1934153638859135e-11,0.0084928762453471
sparc,D631-7,4.94,7.057142857142858,54.79999999999999,21.717368625135045,1.9700789144479764e-11,3.0941182819202976e-12,1.574625117752215e-12,2.0075088709368352e-11,2.0156951073469638e-11,0.0026476222424869
sparc,D631-7,5.39,7.7,56.599999999999994,20.97537603953741,1.926165287660926e-11,2.6453320912270787e-12,1.8581029100050625e-12,1.8468964033412987e-11,1.8524317838552225e-11,0.0005214794805574
sparc,D631-7,5.84,8.342857142857143,58.4,20.26237276332661,1.8926151050355092e-11,2.27833304451475e-12,2.1194696552966146e-12,1.7060814198694207e-11,1.7098683751338623e-11,-0.0006516256592435
sparc,D631-7,6.29,8.985714285714286,58.5,19.56233498332957,1.7632363948014273e-11,1.9716970752655836e-12,2.381122652808766e-12,1.5803035321559416e-11,1.582919612320874e-11,-0.000195778192495
sparc,D631-7,6.74,9.62857142857143,57.70000000000001,18.89282403453756,1.6008151454828236e-11,1.7162609356663564e-12,2.258342336954971e-12,1.468576705849796e-11,1.470401183063747e-11,0.0005285008268026
sparc,D631-7,7.19,10.271428571428572,57.29999999999999,18.238533384019664,1.4798912702697897e-11,1.4993409040832544e-12,2.0351733350307055e-12,1.3676086214943267e-11,1.3688911330216048e-11,0.0008437760410567
sparc,DDO064,0.1,0.1449275362318841,6.289999999999999,0.8024337978923869,1.282185158855058e-11,2.086737784473227e-13,1.883527959907907e-11,1.754868475785542e-12,4.926852779448856e-12,-0.6764506649222314
sparc,DDO064,0.3,0.4347826086956522,13.9,3.72901461514969,2.087169888378486e-11,1.5021606149444357e-12,1.3874424293969218e-11,8.359417823194374e-12,1.3702509727947004e-11,-0.6186008773484037
sparc,DDO064,0.49,0.7101449275362319,15.599999999999998,6.807705193381981,1.6095429548554703e-11,3.065172041885831e-12,9.53344673260548e-12,1.4648058753018913e-11,2.005482360645842e-11,0.044985214393992
sparc,DDO064,0.69,1.0,18.399999999999995,10.152994632127015,1.5901423713540348e-11,4.841597445327251e-12,7.985280169190916e-12,2.0772787099268223e-11,2.5730409511041496e-11,0.2330615419036959
sparc,DDO064,0.89,1.2898550724637683,22.5,10.881622121724314,1.8434208036867524e-11,4.311682061003599e-12,7.570314767140263e-12,2.053611223401125e-11,2.4144195807005873e-11,0.1178563118518983
sparc,DDO064,1.09,1.5797101449275364,26.499999999999996,12.623190959499896,2.0879240880846828e-11,4.7376313196105296e-12,7.280157952416029e-12,2.2483546672767103e-11,2.5425014609704787e-11,0.0787069241178123
