sample,galaxy,R_kpc,R_over_Rd,V_obs_kms,V_bar_kms,g_obs,g_bar,e_gobs,g_pred_gate,g_pred_mond,dlnB_ring
sparc,NGC0289,16.64,2.4688427299703264,172.0,103.8140190436725,5.7617316405602215e-11,2.0989792342260712e-11,2.9009648841425306e-12,5.961034562669403e-11,5.961058430267013e-11,0.0018468449089645
sparc,NGC0289,19.71,2.9243323442136497,161.0,99.35803968476834,4.262011159902962e-11,1.6231881340953588e-11,2.2448356916755975e-12,5.1157118143723754e-11,5.1157169662957584e-11,0.0012118923711876
sparc,NGC0289,22.68,3.364985163204748,156.0,97.95470203109188,3.477407618514906e-11,1.3710616404134839e-11,2.264773166930221e-12,4.633940913027283e-11,4.6339422034226906e-11,0.0002684628115904
sparc,NGC0289,25.75,3.820474777448071,159.0,96.09645466925406,3.1817530569492425e-11,1.1622162731907444e-11,2.597431111899445e-12,4.210783935777215e-11,4.210784263861933e-11,0.0003695908165288
sparc,NGC0289,28.72,4.261127596439169,173.0,93.10054833350875,3.3772034593934674e-11,9.78069006286432e-12,2.7212841747945053e-12,3.8142331987003046e-11,3.8142332896642205e-11,0.0015245437039663
sparc,NGC0289,31.79,4.716617210682492,177.0,93.51405322196231,3.1937834022963986e-11,8.914822270284541e-12,2.37097818678953e-12,3.618307168005444e-11,3.6183071941326006e-11,0.0015228907807032
sparc,NGC0289,34.77,5.158753709198813,179.0,94.57088584760108,2.9864195919783404e-11,8.336037857908642e-12,1.4915414051556626e-12,3.4833363322640635e-11,3.4833363404162735e-11,0.0014017938105825
sparc,NGC0289,37.84,5.614243323442137,181.0,93.74108277590994,2.8057920269948948e-11,7.525896793006896e-12,1.320737462430746e-12,3.2882598113169405e-11,3.288259813819894e-11,0.0013750390022978
sparc,NGC0289,40.81,6.054896142433234,182.0,92.9021471764781,2.6304232586021843e-11,6.853846335778256e-12,1.2313849540269565e-12,3.120214447490095e-11,3.120214448313806e-11,0.0012962481338686
sparc,NGC0289,43.88,6.510385756676558,182.0,91.02776581900712,2.4463895438367172e-11,6.119706627286811e-12,1.2984682963441037e-12,2.929109117684848e-11,2.9291091179510865e-11,0.0012274018496271
sparc,NGC0289,46.85,6.951038575667655,179.99999999999997,88.87617481642648,2.2412219632443415e-11,5.463998464335154e-12,1.3696356442048757e-12,2.7506051984374257e-11,2.7506051985286634e-11,0.0010389026093892
sparc,NGC0289,49.92,7.406528189910979,177.0,86.74459752630132,2.033861665845403e-11,4.884945815102397e-12,1.9534264587215735e-12,2.5856955663729493e-11,2.585695566403852e-11,0.0007542460558974
sparc,NGC0289,52.99,7.862017804154303,175.0,84.95528323771278,1.8729734995137508e-11,4.414040560436432e-12,2.354595256531573e-12,2.4456539398743113e-11,2.4456539398850475e-11,0.0005594978778853
sparc,NGC0289,55.96,8.302670623145401,172.0,83.36789489965547,1.713281174033633e-11,4.02503276234704e-12,2.310937397533737e-12,2.3252851907189643e-11,2.3252851907229063e-11,0.0002491257582377
sparc,NGC0289,59.03,8.758160237388724,168.0,81.12379706350042,1.5495130385444308e-11,3.613043675543674e-12,2.324269557816646e-12,2.192429813539415e-11,2.1924298135408313e-11,-7.682021808985695e-05
sparc,NGC0289,62.0,9.19881305637982,158.0,78.15623679528076,1.3048840997046632e-11,3.192898003802717e-12,8.886425894191253e-13,2.0502459706718973e-11,2.050245970672427e-11,-0.0020228617229085
sparc,NGC0289,65.07,9.654302670623144,158.0,75.3220093996436,1.2433197200198116e-11,2.825611456694028e-12,1.0229845797631362e-12,1.9193334267045227e-11,1.9193334267047176e-11,-0.0016159332500771
sparc,NGC0289,68.05,10.096439169139463,166.0,73.09056608071934,1.3123132123428203e-11,2.54415739869372e-12,2.4507053965438212e-12,1.8140298998040535e-11,1.8140298998041297e-11,0.000244314080979
sparc,NGC0289,71.12,10.55192878338279,165.0,70.95770148475779,1.2405823418886787e-11,2.2943347602316707e-12,1.3157691504879926e-12,1.7162823057535598e-11,1.7162823057535885e-11,-3.043495512877747e-05
sparc,NGC0300,0.91,0.52,33.1,22.288005742999975,3.9017914256133416e-11,1.7690922682239487e-11,9.194553812623584e-12,4.741846405290882e-11,5.382770724410344e-11,0.2223523650836056
sparc,NGC0300,1.36,0.7771428571428572,46.7,26.51650429449553,5.196899370997295e-11,1.6754948072724773e-11,6.009262655971177e-12,4.8434895460620264e-11,5.2123519170979266e-11,-0.0217987843361739
sparc,NGC0300,1.82,1.04,53.89999999999999,29.726769081082452,5.1731562634542095e-11,1.5735244149008942e-11,9.021830960383968e-12,4.8013488840942056e-11,5.022980321628203e-11,-0.0177344299983144
sparc,NGC0300,2.27,1.2971428571428572,58.79999999999998,32.765109491652844,4.9360352187209346e-11,1.5326636053098197e-11,4.197308859456579e-12,4.80403709935072e-11,4.945928627620101e-11,-0.001898463399049
sparc,NGC0300,2.72,1.5542857142857145,65.6,34.994120220402735,5.1272941040526834e-11,1.4590517966370497e-11,4.064318497114933e-12,4.712743050474819e-11,4.8053074692066394e-11,-0.0130260312401035
sparc,NGC0300,3.17,1.8114285714285712,70.8,36.18354045695362,5.1245614818423974e-11,1.338481308395593e-11,3.908563842083185e-12,4.5087239689369025e-11,4.569519984256997e-11,-0.0150345476398864
sparc,NGC0300,3.63,2.0742857142857143,82.09999999999998,36.67439979058962,6.017680752166305e-11,1.200794968964856e-11,7.1831024812703786e-12,4.25093123730373e-11,4.2908754073930335e-11,-0.0302833133070447
sparc,NGC0300,4.08,2.3314285714285714,84.09999999999998,36.975226165636904,5.6179941583762237e-11,1.0859528512462094e-11,8.817779178426416e-12,4.022629211496843e-11,4.0495668376831656e-11,-0.0187869437200902
sparc,NGC0300,4.54,2.5942857142857143,83.4,37.59755377680841,4.9650737432792177e-11,1.0090502173776593e-11,7.382124030774855e-12,3.8642871352645136e-11,3.8827523117686735e-11,-0.0096355464964558
sparc,NGC0300,4.99,2.851428571428571,81.5,37.556533386349706,4.313840928920207e-11,9.160515331587392e-12,2.858250431431794e-12,3.661830965972403e-11,3.6745982702426114e-11,-0.0045036508086229
sparc,NGC0300,5.45,3.1142857142857143,80.79999999999998,37.243739742405026,3.882180055089551e-11,8.248206376858741e-12,3.843742628801537e-12,3.4537305299240535e-11,3.4625482784865584e-11,-0.0013817647043454
sparc,NGC0300,5.9,3.371428571428571,82.8,37.36523517924113,3.765807505719365e-11,7.668896619278093e-12,1.127923021036718e-11,3.3169857448351727e-11,3.323256730207617e-11,-0.0004192391905164
sparc,NGC0300,6.36,3.6342857142857143,88.2,38.912954783722085,3.9639622452228274e-11,7.715796377583068e-12,1.0516634528142195e-11,3.3300607465513356e-11,3.334679959821863e-11,-0.000592252286214
sparc,NGC0300,6.81,3.891428571428571,88.5,40.53048482315502,3.7272530968796813e-11,7.817464908240682e-12,7.159695214345151e-12,3.3558916842069126e-11,3.3593519882954525e-11,0.0004222767785182
sparc,NGC0300,7.26,4.148571428571429,88.40000000000002,41.68827533012129,3.4883284027714004e-11,7.757837725496724e-12,7.024009679788565e-12,3.3423115725959556e-11,3.344897210999016e-11,0.0010692289764984
sparc,NGC0300,7.71,4.405714285714286,88.2,41.86990983988382,3.269883252868636e-11,7.368840023379356e-12,8.007877353964007e-12,3.2476192002653976e-11,3.249526260799316e-11,0.0011384128294081
sparc,NGC0300,8.17,4.668571428571428,89.5,41.01243287102096,3.1774115426281184e-11,6.6720372657998286e-12,2.2011119066250652e-12,3.0722907927995495e-11,3.07366731104702e-11,0.0016494726700186
sparc,NGC0300,8.62,4.925714285714285,89.69999999999999,39.84253380496777,3.0250118135737136e-11,5.9680999599703544e-12,6.4074943654292714e-12,2.8875420130480608e-11,2.8885411379093886e-11,0.0011549013826616
sparc,NGC0300,9.07,5.182857142857143,93.7,38.96450756778533,3.1370493406551036e-11,5.424760283168792e-12,4.888038460359074e-12,2.738926307566204e-11,2.7396598300970284e-11,0.0009686731744068
sparc,NGC0300,9.53,5.445714285714286,97.0,38.29049033376303,3.1996319343527844e-11,4.985840829273429e-12,3.7603921702702826e-12,2.6144345043595088e-11,2.614974791771856e-11,0.0006349232993935
sparc,NGC0300,9.96,5.691428571428572,96.2,37.08311475591014,3.0112045670085855e-11,4.474479539805382e-12,9.390450832667105e-13,2.4635552506401366e-11,2.4639574084361334e-11,0.0007280947315616
sparc,NGC0300,10.45,5.971428571428571,94.79999999999998,35.832038736304135,2.7870825938189548e-11,3.981770293772968e-12,1.2347834276413097e-12,2.3113189715402734e-11,2.3116082251367806e-11,0.0009327580166696
sparc,NGC0300,10.93,6.2457142857142856,92.5,34.64725963189586,2.5369549675487967e-11,3.559320318804987e-12,7.624578172741248e-12,2.1744403937908944e-11,2.1746508537144784e-11,0.0007624972365528
sparc,NGC0300,11.32,6.468571428571429,92.79999999999998,33.64879418344734,2.4654657876332648e-11,3.241470245346757e-12,5.632314083817373e-12,2.066906955071757e-11,2.0670697457261565e-11,0.0008664877856662
sparc,NGC0300,11.8,6.742857142857143,93.5,33.04233118289325,2.4009917578936438e-11,2.99853282273343e-12,6.214331608665901e-12,1.9816932615502333e-11,1.9818143482092904e-11,0.000781645595553
sparc,NGC0801,1.17,0.1341743119266054,123.0,129.89285661652067,4.190576911966137e-10,4.673412640997587e-10,4.224646642957731e-11,5.27592036940896e-10,5.365469140007335e-10,0.0399938398391257
sparc,NGC0801,1.56,0.1788990825688073,142.0,148.99859965784913,4.1889149738689845e-10,4.611999271010054e-10,3.657925751829255e-11,5.247378155027456e-10,5.305641125167901e-10,0.0263404230147793
sparc,NGC0801,1.96,0.2247706422018348,204.99999999999997,164.3661365671165,6.948660695862216e-10,4.4670218599189174e-10,4.203092323350804e-11,5.125314279753136e-10,5.164303103373456e-10,-0.0236368586400849
sparc,NGC0801,2.73,0.3130733944954128,227.99999999999997,187.22362671415164,6.171013574449663e-10,4.1610996382603717e-10,3.356165277332275e-11,4.846202678402046e-10,4.865517945691571e-10,-0.0092733256155872
sparc,NGC0801,3.52,0.4036697247706421,237.99999999999997,199.2242402419946,5.215076763388824e-10,3.65419021097151e-10,2.71709881790006e-11,4.3582769304242735e-10,4.3683605318730024e-10,-0.0030980257338862
sparc,NGC0801,10.59,1.2144495412844036,229.00000000000003,191.740669786042,1.6048130945963358e-10,1.1250762964368215e-10,5.8866506526677824e-12,1.7747139320802078e-10,1.774804748838268e-10,0.001742172362193
sparc,NGC0801,17.65,2.024082568807339,225.00000000000003,176.27742793676106,9.295436347202324e-11,5.705558403118012e-11,5.7012009596174235e-12,1.1163122580129687e-10,1.1163143443203415e-10,0.0012041059694942
sparc,NGC0801,24.61,2.822247706422018,219.99999999999997,167.10165214623103,6.373576497728859e-11,3.677048250128358e-11,2.3176641809923133e-12,8.414209940294375e-11,8.414210761640658e-11,0.0003328059179359
sparc,NGC0801,31.67,3.631880733944954,222.0,166.10508375724086,5.0432133407317994e-11,2.823366389966351e-11,1.0904245061041728e-12,7.138239970040285e-11,7.13824001335002e-11,-0.0005757001959315
sparc,NGC0801,38.74,4.442660550458715,219.0,155.87948197245203,4.012158376382065e-11,2.032674065376556e-11,1.5022693464078965e-12,5.84736135512316e-11,5.847361357837396e-11,-0.0009727835702063
sparc,NGC0801,45.8,5.252293577981651,213.99999999999997,142.22112114591138,3.240496251951837e-11,1.4312390353841414e-11,1.4233955499227697e-12,4.751540330858507e-11,4.7515403310551846e-11,-0.001043595054331
sparc,NGC0801,52.86,6.061926605504587,215.99999999999997,133.69864098037797,2.8604199494573644e-11,1.0959135118678386e-11,6.886196174619582e-13,4.070851651975798e-11,4.070851651992425e-11,-0.0006505985856684
sparc,NGC0801,59.82,6.860091743119265,215.99999999999997,130.34367706183525,2.527612813913679e-11,9.204135065842596e-12,2.0595363668926278e-12,3.6845325487142066e-11,3.6845325487158745e-11,-0.0007807562506916
sparc,NGC0891,0.92,0.3607843137254902,234.0,229.90707031320284,1.928827291008866e-09,1.861942572616736e-09,1.9782844010347335e-10,1.888142461022335e-09,1.893705116017456e-09,0.0011485569175497
sparc,NGC0891,2.32,0.9098039215686274,192.0,252.0972271366744,5.149486539917116e-10,8.877641588127353e-10,6.436858174896395e-11,9.416419040170294e-10,9.43868191306559e-10,0.0093136257567187
sparc,NGC0891,3.24,1.2705882352941178,211.99999999999997,265.08040342507394,4.495480999530478e-10,7.028452114875454e-10,2.6718424808530204e-11,7.638040393182181e-10,7.649057078616701e-10,0.0043972952426623
sparc,NGC0891,4.17,1.635294117647059,223.0,249.02889013124553,3.8647653065894205e-10,4.819620754104316e-10,1.5285753365075647e-11,5.501968299024327e-10,5.507807388767809e-10,0.0033690765043193
sparc,NGC0891,5.1,2.0,221.99999999999997,232.90589387132303,3.131736598058354e-10,3.4469916896668855e-10,1.1313751133526128e-11,4.161118523386601e-10,4.1641867482860077e-10,0.0024962764638751
sparc,NGC0891,6.03,2.3647058823529417,224.0,220.66096313122537,2.6966723321253807e-10,2.6168761043359433e-10,9.269811141680996e-12,3.3361492185833207e-10,3.337768776856557e-10,0.0020811826804282
sparc,NGC0891,6.96,2.7294117647058824,223.99999999999997,212.1390089540347,2.3363411153327647e-10,2.0954692224110256e-10,6.737840895111456e-12,2.80712238965169e-10,2.8079907364756235e-10,0.0018229577396977
sparc,NGC0891,7.89,3.0941176470588236,225.99999999999997,202.8623179646727,2.0979219643556447e-10,1.6903444759703123e-10,6.312331574167427e-12,2.38630203551823e-10,2.3867749293276936e-10,0.0018360071332375
sparc,NGC0891,8.8,3.4509803921568634,226.0,197.73084187854963,1.8809777612234134e-10,1.4398445721273698e-10,5.343308507546157e-12,2.119779029958271e-10,2.1200454046694927e-10,0.0017719328831458
sparc,NGC0891,9.73,3.815686274509805,226.99999999999997,188.7221648879643,1.7162807400388348e-10,1.1862669588994516e-10,4.1583894582438735e-12,1.8428668642537624e-10,1.8430162662490796e-10,0.0018653603835787
sparc,NGC0891,10.64,4.172549019607843,226.99999999999997,182.1802378689851,1.5694935714828822e-10,1.0109050274641872e-10,3.664456356325672e-12,1.6456953727540083e-10,1.6457816717368275e-10,0.0018887332328705
sparc,NGC0891,11.58,4.541176470588236,223.99999999999997,177.0454752881304,1.4042257480756515e-10,8.772241100398268e-11,2.946366524980162e-12,1.4912071366110414e-10,1.4912569219915423e-10,0.0018575327467611
sparc,NGC0891,12.52,4.909803921568628,220.0,170.6490997046278,1.2528252205200262e-10,7.537947853267323e-11,2.767604805330603e-12,1.3443919667956708e-10,1.344420928246452e-10,0.0018232992437119
sparc,NGC0891,13.46,5.27843137254902,217.99999999999997,167.37625046582926,1.14424067571734e-10,6.745157022133064e-11,2.41445280197237e-12,1.2474391605317488e-10,1.2474563642909278e-10,0.0017694467953417
sparc,NGC0891,14.4,5.647058823529412,216.99999999999997,162.96694259879823,1.0597573330600396e-10,5.977037745494473e-11,2.705555587627935e-12,1.1510478646046639e-10,1.1510581550231816e-10,0.0017738920015679
sparc,NGC0891,15.33,6.011764705882354,215.99999999999997,157.91272089353663,9.863131019459639e-11,5.271588880330632e-11,4.045710223722796e-12,1.0599325664146124e-10,1.0599387969249012e-10,0.0017856496455581
sparc,NGC0891,16.27,6.3803921568627455,210.0,153.04711555596202,8.784165129962907e-11,4.665650464832798e-11,3.739544583898494e-12,9.792531480674916e-11,9.7925693524488e-11,0.0016507077015854
sparc,NGC0891,17.11,6.709803921568628,208.0,148.3997339283329,8.194568975950965e-11,4.1712449108243946e-11,3.427536062056413e-12,9.114152331393388e-11,9.114176731163996e-11,0.0016601752145359
sparc,NGC1003,1.25,0.7763975155279502,47.0,40.343062600650434,5.727105160306082e-11,4.2196571923457216e-11,1.8521701795032436e-11,8.595979951165725e-11,9.181504637925696e-11,0.1470742362858071
sparc,NGC1003,2.08,1.291925465838509,59.49999999999999,46.101663202101506,5.515946576661256e-11,3.311458426550045e-11,8.343448603353162e-12,7.652189429695814e-11,7.879528850314762e-11,0.0869392900508083
sparc,NGC1003,2.9,1.8012422360248446,71.6,54.06117044607894,5.7289825772737594e-11,3.2660463604275473e-11,5.9210155128248356e-12,7.704439912245702e-11,7.811971110455549e-11,0.0410051324603961
sparc,NGC1003,3.73,2.3167701863354035,77.59999999999998,56.89191199107303,5.2319557892773447e-11,2.8121707195922063e-11,4.1801708625669516e-12,7.069370690504586e-11,7.120812155657062e-11,0.02249357260818
sparc,NGC1003,4.56,2.8322981366459623,83.4,58.77663183613024,4.9432971040543095e-11,2.4552402945964497e-11,4.267594622205159e-12,6.527578220128144e-11,6.553525006906808e-11,0.0115182683299588
sparc,NGC1003,5.39,3.3478260869565215,89.7,59.349251469584686,4.8377739949917276e-11,2.1178304162213315e-11,4.098894354731007e-12,5.979661672942861e-11,5.993171027536434e-11,0.0058025468209553
sparc,NGC1003,6.22,3.86335403726708,93.79999999999998,56.21153440353678,4.584212561321363e-11,1.6463036870384814e-11,2.345865703021593e-12,5.151603534465739e-11,5.158550417650969e-11,0.0032623030978169
sparc,NGC1003,7.04,4.3726708074534155,99.0,54.52525378207789,4.5117724170233266e-11,1.3685862957513851e-11,2.734407525468683e-12,4.6252918006486853e-11,4.629066645042506e-11,0.0020485468986868
sparc,NGC1003,7.87,4.888198757763975,103.0,53.901040342464626,4.3686693115267176e-11,1.1963796509382433e-11,2.1207132580226786e-12,4.2796353889044997e-11,4.28175642356272e-11,0.0017570150792325
sparc,NGC1003,8.7,5.403726708074533,100.0,52.76523476684246,3.725033666028006e-11,1.0371126981945197e-11,1.7135154863728826e-12,3.942940051643444e-11,3.9441482981064716e-11,0.001996912502691
sparc,NGC1003,9.54,5.925465838509316,98.29999999999998,51.387490209193906,3.2825255543164626e-11,8.970484376825056e-12,1.33571741782969e-12,3.630416595894048e-11,3.6311105415994e-11,0.0018867326840774
sparc,NGC1003,10.34,6.422360248447204,98.40000000000002,49.74939748378869,3.034723396209133e-11,7.757192461665368e-12,1.0485832873080338e-12,3.3443274308173555e-11,3.3447405541441215e-11,0.0018318582472307
sparc,NGC1003,11.21,6.962732919254658,94.5,48.82631565047684,2.5817100133417073e-11,6.892102869872346e-12,9.835085765111264e-13,3.129705242470443e-11,3.1299473498836526e-11,0.0013013184185548
sparc,NGC1003,11.98,7.440993788819876,94.9,48.36844580922567,2.4362680040508217e-11,6.3287348704168925e-12,1.2322535742301313e-12,2.984243554396412e-11,2.98439723731141e-11,0.0011670645908833
sparc,NGC1003,12.85,7.981366459627329,95.29999999999998,47.83218633932596,2.290509663569632e-11,5.770145861778941e-12,7.691113245984074e-13,2.834857652840419e-11,2.834950732786207e-11,0.0010481449575715
sparc,NGC1003,13.72,8.521739130434783,96.9,47.25644241793916,2.217904783087442e-11,5.274938382551395e-12,8.239893930975019e-13,2.6975151997077933e-11,2.6975722111493128e-11,0.0011613925295227
sparc,NGC1003,14.49,9.0,97.2,46.64079062365903,2.113068612973364e-11,4.865336433192763e-12,5.652241145813528e-13,2.5799394908558467e-11,2.5799766965487988e-11,0.0011193742335529
sparc,NGC1003,15.36,9.540372670807452,100.0,45.94327861613709,2.1098823498986752e-11,4.453507699448522e-12,7.595576459635231e-13,2.457594593940405e-11,2.457617780263189e-11,0.0014374788261641
sparc,NGC1003,16.13,10.018633540372669,104.0,45.138309117644184,2.1731102786503568e-11,4.093602414437308e-12,1.1283457216069161e-12,2.3468236538240854e-11,2.346838970434147e-11,0.0017541678102726
sparc,NGC1003,17.0,10.559006211180124,104.0,45.033219405234625,2.0618981643900148e-11,3.866041615213338e-12,1.2688604088553939e-12,2.274706359855232e-11,2.2747161815681792e-11,0.0016630941108937
sparc,NGC1003,17.78,11.043478260869565,105.0,43.66446667486046,2.0095383389271158e-11,3.475153705327235e-12,1.3014153052099418e-12,2.1465634501511028e-11,2.1465699195573463e-11,0.0017553492493245
sparc,NGC1003,18.65,11.583850931677016,109.0,42.645172059683375,2.064541487286247e-11,3.160169379153844e-12,1.4773783120030025e-12,2.038844809293947e-11,2.038848939448751e-11,0.0018154746409788
sparc,NGC1003,19.52,12.124223602484472,110.0,40.86297346008975,2.0088847029854928e-11,2.7722320020259036e-12,1.387956703880886e-12,1.8997167995950953e-11,1.8997194089370575e-11,0.0017656559596836
sparc,NGC1003,20.29,12.602484472049689,107.0,40.11406424185912,1.8286684122645902e-11,2.570163425517408e-12,1.2988672834776529e-12,1.8239606248322488e-11,1.8239624034958487e-11,0.0018199286108109
sparc,NGC1003,21.16,13.142857142857142,106.0,39.41486077610829,1.7208599289317997e-11,2.3793250947564348e-12,1.2338240999888377e-12,1.7500281941822357e-11,1.75002935816836e-11,0.0018131354712958
sparc,NGC1003,21.93,13.62111801242236,106.0,38.27465088018439,1.6604375784859498e-11,2.1648773621588252e-12,1.2531604365931699e-12,1.6638183307076273e-11,1.663819124256394e-11,0.0018079339043175
sparc,NGC1003,22.8,14.161490683229813,108.0,37.270671445521344,1.6579144575473277e-11,1.974463189151786e-12,1.0438720658631322e-12,1.5841012934230353e-11,1.5841018140600548e-11,0.0018006654010978
sparc,NGC1003,23.67,14.701863354037268,109.0,35.92896742184501,1.626687737130904e-11,1.767423677860726e-12,9.551194052878705e-13,1.4934987879101418e-11,1.4934991280939086e-11,0.0017091415656584
sparc,NGC1003,24.44,15.180124223602483,110.0,36.065047483678704,1.6044774714515883e-11,1.7247306048101718e-12,9.62686482870953e-13,1.4742454360209905e-11,1.4742456785148714e-11,0.0017092400242002
sparc,NGC1003,25.31,15.720496894409935,110.0,35.47088594890182,1.549325539402482e-11,1.6110216670547009e-12,7.605779920703093e-13,1.4219114178117386e-11,1.4219115807825751e-11,0.0017250560020165
sparc,NGC1003,26.08,16.198757763975152,110.0,34.78453391954533,1.5035824157314728e-11,1.503537432522011e-12,6.561086905010064e-13,1.3709144323311763e-11,1.3709145469007243e-11,0.0017102210767996
sparc,NGC1003,26.95,16.739130434782606,113.0,35.67394217072176,1.5354920499782966e-11,1.5303574891437758e-12,6.794212610523437e-13,1.3837872341881686e-11,1.3837873149712276e-11,0.0016637060068009
sparc,NGC1003,27.73,17.22360248447205,114.0,38.50696560364112,1.5188304235708245e-11,1.7329186641867177e-12,5.862152512027744e-13,1.4779543701554293e-11,1.4779544324969253e-11,0.0018739904779787
sparc,NGC1003,28.6,17.763975155279503,112.0,39.086715134428985,1.4214103289087453e-11,1.7311781776389839e-12,4.31499564133012e-13,1.4771666894760887e-11,1.4771667333605913e-11,0.0018703201699439
sparc,NGC1003,29.47,18.304347826086953,113.0,41.24549975451867,1.4041910670822904e-11,1.8707788837407436e-12,4.4735290632710144e-13,1.539279172410592e-11,1.5392792045719724e-11,0.0017269137672994
sparc,NGC1003,30.24,18.782608695652172,115.0,43.511917333070954,1.4173050959954275e-11,2.029009635097649e-12,3.9438054845090154e-13,1.6072681443394175e-11,1.6072681689776167e-11,0.0015798914581084
sparc,NGC1090,0.35,0.0991501416430594,20.899999999999995,34.4687742746968,4.0445851469205506e-11,1.1001023448524023e-10,3.7968784967742214e-11,1.4877738276941298e-10,1.7467860459608057e-10,0.2280588846297024
sparc,NGC1090,1.07,0.3031161473087819,61.7,69.43532098291186,1.1530177821675567e-10,1.4602478385035364e-10,3.061009930616625e-11,2.0427154161242275e-10,2.141998178964172e-10,0.1724951654389661
sparc,NGC1090,1.6,0.453257790368272,81.3,80.67955936914876,1.33878415385297e-10,1.318428272254465e-10,1.422766923651865e-11,1.9344772162654822e-10,1.9884322380940428e-10,0.1007316166303794
sparc,NGC1090,3.7,1.048158640226629,123.99999999999996,101.58248274185858,1.3467627663377443e-10,9.038271373081032e-11,7.407195214857597e-12,1.514783526140716e-10,1.5223456907397292e-10,0.0078510626073904
sparc,NGC1090,5.09,1.4419263456090652,156.0,108.65917678686876,1.5494617836526142e-10,7.51734519363966e-11,1.3945156052873528e-11,1.3393867785189934e-10,1.341929750857228e-10,-0.0013392261395052
sparc,NGC1090,6.61,1.872521246458924,166.0,117.00840119410228,1.35102744477956e-10,6.712465794742511e-11,1.0319896385424593e-11,1.2425313547900333e-10,1.2434061410906652e-10,0.00107951645537
sparc,NGC1090,8.17,2.314447592067989,165.0,121.39243942684404,1.0799292063050532e-10,5.845352093042448e-11,1.5838961692474112e-11,1.133938206343e-10,1.1342526495335437e-10,0.0016434866454898
sparc,NGC1090,9.11,2.5807365439093486,174.0,119.92447977790025,1.0770343992010712e-10,5.116191174746052e-11,5.991777577164581e-12,1.0393071805338224e-10,1.0394793106791148e-10,0.0017708241103924
sparc,NGC1090,10.37,2.9376770538243626,164.0,118.8760049379184,8.405400170578171e-11,4.4163054266469453e-11,6.006785975559524e-12,9.452122166485001e-11,9.45291854499454e-11,0.0016630203748599
sparc,NGC1090,11.28,3.1954674220963173,176.0,120.77289099793876,8.899501708318144e-11,4.1906296343002385e-11,7.433106540470267e-12,9.140687684300368e-11,9.141160288042679e-11,0.001785772472697
sparc,NGC1090,13.62,3.858356940509915,173.99999999999997,120.8625947098605,7.203952552659147e-11,3.4758111681698225e-11,2.715972916404828e-12,8.12172783315876e-11,8.121856315770627e-11,0.0016204756876014
sparc,NGC1090,15.04,4.260623229461756,167.99999999999997,118.1375729816725,6.081632624021126e-11,3.0073066002883725e-11,1.6145286609008468e-12,7.421642680012658e-11,7.421702276009584e-11,0.0011097346633665
sparc,NGC1090,16.37,4.637393767705383,166.0,114.70340927801578,5.455278808792237e-11,2.6046743198258023e-11,1.4656953907959864e-12,6.793870647760038e-11,6.793900132495661e-11,0.0009286420478448
sparc,NGC1090,17.59,4.98300283286119,167.0,110.84197805885638,5.1382656966068156e-11,2.263560727149016e-11,2.8245077302305727e-12,6.23840055275044e-11,6.238416183453625e-11,0.0011296309800089
sparc,NGC1090,18.8,5.325779036827196,167.0,107.565085413437,4.807558170389037e-11,1.9945009997778385e-11,3.051503988390646e-12,5.7813508261417005e-11,5.7813592968675295e-11,0.0011922857153729
sparc,NGC1090,20.13,5.7025495750708215,165.0,104.26809171553874,4.3830211701501664e-11,1.7502840310093102e-11,1.848838020863343e-12,5.348768742128412e-11,5.3487731318861385e-11,0.0010909944077448
sparc,NGC1090,21.35,6.04815864022663,165.0,101.52658518831409,4.132562817570156e-11,1.5646281283790618e-11,1.5628601200992593e-12,5.006261025195212e-11,5.0062634608004234e-11,0.0011491941465668
sparc,NGC1090,22.57,6.393767705382436,165.0,99.24259997601835,3.9091810436474454e-11,1.4142108427433765e-11,1.1324779023415024e-12,4.7184408866828217e-11,4.718442257257347e-11,0.0011795909591471
sparc,NGC1090,23.89,6.767705382436261,165.0,97.13040770016356,3.693186109465167e-11,1.2798047813709303e-11,9.982793968614937e-13,4.452081664120537e-11,4.452082410295047e-11,0.0011896110897808
sparc,NGC1090,25.11,7.113314447592068,163.0,95.70127298003928,3.4290826340600293e-11,1.1820563253865867e-11,9.382643280924989e-13,4.252090283664227e-11,4.2520907151081895e-11,0.0009570913356037
sparc,NGC1090,26.33,7.458923512747876,162.0,94.55923090846288,3.230194138707859e-11,1.1005415868651967e-11,8.893003616442623e-13,4.080717061171934e-11,4.0807173134812696e-11,0.0007860519126129
sparc,NGC1090,27.65,7.8328611898017,162.0,93.4670773588219,3.0759859555941383e-11,1.0239332473152907e-11,8.468455161697444e-13,3.915390991661184e-11,3.9153911343784106e-11,0.0007125100213529
sparc,NGC1090,28.87,8.178470254957508,162.0,92.64678326849776,2.9459997115406274e-11,9.635258285981628e-12,8.110591798439011e-13,3.781792010924095e-11,3.781792096049904e-11,0.0006274648083129
sparc,NGC1090,30.09,8.524079320113314,160.0,91.5860573449911,2.7571934134189342e-11,9.034122898124674e-12,7.685676639905283e-13,3.6457120432809913e-11,3.645712094319829e-11,0.0003073488843512
sparc,NGC2403,0.16,0.1151079136690647,24.499999999999996,16.411948391339767,1.2157986053056122e-10,5.455690907558643e-11,2.8087429004203133e-11,7.711967484030831e-11,1.0839870018987399e-10,-0.6661979281998905
