sample,galaxy,n_rings,dlnB_locked_minus_MOND,dlnB_alt_ML_convention,dlnL_sum_at_joint_sigma,lnZ_gate,lnZ_mond,sigma_int_gate_dex,sigma_int_mond_dex,morph_type_T,class_dwarf_or_spiral,class_HSB_LSB,distance_Mpc,e_distance_Mpc,distance_method_code,inclination_deg,e_inclination_deg,Vflat_kms,e_Vflat_kms,Mbar_Msun,Mstar_Msun,Mgas_Msun,gas_fraction,central_SB_disk_Lsun_pc2,SB_eff_Lsun_pc2,mean_Sigma_bar_Msun_pc2,Rdisk_kpc,Reff_kpc,RHI_kpc,R_min_kpc,R_max_kpc,R_min_over_Rd,R_max_over_Rd,gbar_median,gobs_median,quality_flag,abs_Vmag,abs_Bmag,metallicity_12logOH,y_star_fit
sparc,F579-V1,14,-1.1447226920248736,,-1.8972594360278277,-3.1313805511749133,-1.9866578591500397,0.23201987622376893,0.21367010959123459,5.0,spiral_T<8,HSB,89.5,8.95,1,26.0,10.0,112.1,13.4,8909850000.0,5924000000.0,2985850000.0,0.33511787516063685,201.76,56.6,12.340197695185598,3.37,5.76,20.96,0.42,15.16,0.12462908011869435,4.498516320474778,1.328753854894081e-11,6.190313087229626e-11,1,,,,
sparc,F583-1,25,-0.21972291367853103,,-0.2628597898975048,1.500440990511728,1.720163904190259,0.14913400082544476,0.14552979227904905,9.0,dwarf_irregular_T>=8,LSB,35.4,8.85,1,63.0,5.0,85.8,3.6,3320580000.0,493000000.0,2827580000.0,0.8515319612838721,60.93,11.19,3.9978177564461093,2.36,3.74,15.65,0.26,16.26,0.11016949152542374,6.889830508474577,2.8162164975483593e-12,2.641895372976345e-11,1,,,,
sparc,F583-4,12,0.046168832050753394,,-0.060990756999504014,12.346561520598106,12.300392688547353,0.01545259236614248,0.015902203872861308,5.0,spiral_T<8,LSB,53.3,10.7,1,55.0,10.0,0.0,0.0,1710030000.0,857500000.0,852530000.0,0.49854680912030785,83.34,24.94,10.242330845208924,1.93,3.31,7.8,0.22,7.29,0.11398963730569948,3.77720207253886,5.614592011147965e-12,2.3776870520081697e-11,1,,,,
sparc,IC2574,34,1.7334454529507788,,5.093284192323537,-5.234764331893841,-6.968209784844619,0.250596788940949,0.26454937780027066,9.0,dwarf_irregular_T>=8,LSB,3.91,0.2,2,75.0,7.0,66.4,2.0,1885880000.0000002,508000000.0,1377880000.0000002,0.7306297325386557,80.32,15.88,5.7360498195108525,2.78,3.18,10.81,0.85,10.23,0.3057553956834532,3.679856115107914,3.0355058565152157e-12,1.1482052511246638e-11,2,,,,
sparc,IC4202,32,0.31232526217089385,,0.5664864485608923,0.4493776740560764,0.13705241188518258,0.20601865748485437,0.20830962427635746,4.0,spiral_T<8,HSB,100.4,10.0,1,90.0,1.0,242.6,11.0,106268080000.0,89874500000.0,16393580000.0,0.15426626697311177,8888.53,391.59,50.42587386856184,4.78,8.55,32.13,0.77,25.9,0.16108786610878661,5.418410041841003,8.13696186104749e-11,1.3559226473857983e-10,1,,,,
sparc,KK98-251,15,2.7578918967628336,,8.157378599563417,-6.567598702434331,-9.325490599197165,0.301629409602928,0.3618674093745748,10.0,dwarf_irregular_T>=8,LSB,6.8,2.04,1,59.0,5.0,33.7,1.6,195450000.0,42500000.0,152950000.0,0.7825530826298286,52.1,7.89,6.350342175037195,1.34,1.28,2.9,0.25,3.13,0.18656716417910446,2.335820895522388,4.682928686778793e-12,1.1001056782253858e-11,2,,,,
sparc,NGC0024,29,-2.6389744613312587,,-7.191257116539997,-7.275735547295358,-4.6367610859641,0.2711170049551892,0.24570710437291665,5.0,spiral_T<8,HSB,7.3,0.36,2,64.0,3.0,106.3,7.9,2843580000.0,1944500000.0,899080000.0000001,0.3161789012442063,1182.58,151.65,7.126359811912833,1.34,2.01,7.29,0.21,11.27,0.15671641791044774,8.410447761194028,3.6819738347892726e-11,1.5417680485074111e-10,1,,,,
sparc,NGC0055,21,0.6344518449521894,,1.03647931640238,2.625181301703923,1.9907294567517337,0.18498213791326595,0.19071514651132923,9.0,dwarf_irregular_T>=8,HSB,2.11,0.11,2,77.0,3.0,85.6,5.0,4395450000.0,2314000000.0,2081450000.0000002,0.47354650832110484,391.59,54.55,7.676900901105859,6.11,3.67,10.24,1.23,13.5,0.2013093289689034,2.20949263502455,1.0371158811523906e-11,2.5602824951284742e-11,2,,,,
sparc,NGC0100,21,3.114909191696853,,1.3040119645206092,23.43739875299336,20.322489561296507,0.009799997567818028,0.011836543853629077,6.0,spiral_T<8,HSB,13.5,4.05,1,89.0,1.0,88.1,6.4,4262700000.0,1616000000.0,2646700000.0,0.620897553193985,1193.52,64.99,14.661714288878036,1.66,2.81,16.36,0.23,9.62,0.13855421686746988,5.795180722891566,1.00412528153103e-11,3.350229244537872e-11,1,,,,
sparc,NGC0247,26,-2.8280015762300152,,-0.5091540470744448,29.854134687122034,32.68213626335205,0.06002756628601434,0.05098075915663303,7.0,spiral_T<8,HSB,3.7,0.19,2,74.0,3.0,104.9,8.0,5988180000.0,3666000000.0,2322180000.0,0.3877939540895564,506.79,33.79,9.016046868989458,3.74,5.87,12.79,1.08,14.54,0.2887700534759358,3.887700534759358,8.463811823092069e-12,3.262989814693561e-11,2,,,,
sparc,NGC0289,28,-0.03584728295908235,,-0.007579311213773421,19.927147504607515,19.962994787566597,0.0949113251735909,0.09485563980828189,4.0,spiral_T<8,LSB,20.8,5.2,1,46.0,5.0,163.0,8.0,72566270000.0,36032500000.0,36533770000.00001,0.5034538774006161,69.96,1587.93,4.566688951483445,6.74,2.69,49.51,1.5,71.12,0.22255192878338279,10.55192878338279,9.347756166574432e-12,3.1877682296228205e-11,2,,,,
sparc,NGC0300,25,-0.09401227325291117,,0.09836677043369746,25.383510414713538,25.47752268796645,0.05668511872701134,0.055445785878965564,7.0,spiral_T<8,HSB,2.08,0.1,2,42.0,10.0,93.3,7.0,2705880000.0,1461000000.0,1244880000.0000002,0.46006474788238955,437.35,147.51,6.185782496602956,1.75,1.77,9.2,0.91,11.8,0.52,6.742857142857143,7.757837725496724e-12,3.765807505719365e-11,2,,,,
sparc,NGC0801,13,0.029181717569277232,,0.02958170345714095,5.920884389383661,5.891702671814384,0.13103068310689864,0.13128909769687439,5.0,spiral_T<8,HSB,80.7,8.07,1,80.0,1.0,220.1,6.2,187142330000.0,156285000000.0,30857330000.0,0.1648869606357899,1558.94,818.14,16.646745586829976,8.72,7.76,44.99,1.17,59.82,0.13417431192660548,6.860091743119265,5.705558403118012e-11,9.295436347202323e-11,1,,,,
sparc,NGC0891,18,0.05398354037914466,,0.04431170828714648,13.294606977697988,13.240623437318844,0.0978003044275879,0.09811372407965442,3.0,spiral_T<8,HSB,9.91,0.5,2,90.0,1.0,216.1,5.7,75104460000.0,69170000000.0,5934460000.0,0.07901607973747497,5067.92,1617.45,81.66121477692239,2.55,3.68,18.16,0.92,17.11,0.36078431372549025,6.709803921568628,1.3130557655134107e-10,1.7986292506311242e-10,1,,,,
sparc,NGC1003,36,0.8438387958003162,,0.36641507432957315,45.554421594057196,44.71058279825688,0.05466280030377,0.05556176023621577,6.0,spiral_T<8,HSB,11.4,3.42,1,67.0,5.0,109.8,4.2,11230400000.0,3410000000.0,7820400000.0,0.6963598803248326,1345.33,140.87,3.9091449902088873,1.61,2.76,33.33,1.25,30.24,0.7763975155279502,18.782608695652172,4.273555056942915e-12,2.1114754814360195e-11,1,,,,
sparc,NGC1090,24,0.7235250002763038,,0.5297207498854111,18.897193894437116,18.173668894160812,0.08574542104587048,0.08707877397602914,4.0,spiral_T<8,HSB,37.0,9.25,1,64.0,3.0,164.4,3.7,47703890000.0,36022500000.0,11681390000.0,0.24487290239852558,2055.09,283.68,16.771022698409777,3.53,6.36,30.49,0.35,30.09,0.09915014164305949,8.524079320113314,2.8059904600570875e-11,5.2967722526995265e-11,1,,,,
sparc,NGC2403,73,-11.879717429788926,,-3.180047184286996,86.10223858508543,97.98195601487436,0.06671691143962102,0.05684619292128056,6.0,spiral_T<8,HSB,3.16,0.16,2,63.0,3.0,131.2,4.9,9275170000.0,5020500000.0,4254670000.0,0.4587161205670624,1408.74,341.06,6.778398659360716,1.39,2.16,15.11,0.16,20.87,0.11510791366906475,15.014388489208635,4.8799381340193886e-11,1.0363382298314097e-10,1,,,,
sparc,NGC2683,11,-0.04529335793923295,,0.010218963005121706,14.079169657901236,14.124463015840469,0.025111587495156348,0.024768052520974065,3.0,spiral_T<8,HSB,9.81,0.49,2,80.0,5.0,154.0,8.1,42077480000.0,40207500000.0,1869980000.0,0.04444134962454976,10205.4,1139.8,11.174953443277303,2.18,3.34,13.79,2.89,34.62,1.3256880733944953,15.880733944954127,2.22246725269465e-11,6.64415900893431e-11,2,,,,
sparc,NGC2841,50,-0.027400442947806525,,-0.13432915419099978,10.199351521887458,10.226751964835264,0.1858019072400547,0.1856991789758883,3.0,spiral_T<8,HSB,14.1,1.4,3,76.0,10.0,284.8,8.6,107061250000.0,94060500000.0,13000750000.000002,0.12143282466812223,4751.49,983.63,8.414379493573204,3.64,5.51,45.12,3.44,63.64,0.945054945054945,17.483516483516482,9.794051603080727e-11,2.5223797099272236e-10,1,,,,
sparc,NGC2903,34,0.8988097236929669,,0.2854515667849251,20.52161606410076,19.62280634040779,0.0326477066324842,0.03363321589065774,4.0,spiral_T<8,HSB,6.6,1.98,1,66.0,3.0,184.6,5.6,44325660000.0,40931500000.0,3394160000.0000005,0.07657325350598278,1193.52,632.16,22.64728660347165,2.33,4.54,13.76,0.32,24.96,0.13733905579399142,10.71244635193133,7.719389346502337e-11,1.4396318040416633e-10,1,,,,
sparc,NGC2915,30,0.015692557942509566,,-0.517805819818856,-8.348929729129551,-8.364622287072061,0.2663312419444474,0.26435724073677885,11.0,dwarf_irregular_T>=8,HSB,4.06,0.2,2,56.0,4.0,83.5,6.3,996140000.0,320500000.0,675640000.0,0.6782580761740318,313.93,347.4,3.145596994721525,0.55,0.53,7.16,0.34,10.04,0.6181818181818182,18.25454545454545,3.3185184446751894e-12,3.9527289763547615e-11,2,,,,
sparc,NGC2955,24,-0.20177714600812635,,-0.009256515946266641,28.368893298779657,28.570670444787783,0.06011326748160023,0.05942554229199546,3.0,spiral_T<8,LSB,97.9,9.8,1,56.0,7.0,0.0,0.0,198213170000.0,159711000000.0,38502170000.00001,0.19424627536101666,50.68,974.61,50.26206527524417,18.76,7.22,40.34,0.75,35.43,0.039978678038379525,1.8885927505330489,2.0826125319706467e-10,2.3181270035612496e-10,1,,,,
sparc,NGC2976,27,17.032577944046224,,5.067644713747934,38.32946155478639,21.296883610740167,0.006273751396806502,0.028944288027355825,5.0,spiral_T<8,HSB,3.58,0.18,2,61.0,10.0,85.4,3.3,1914260000.0,1685500000.0,228760000.0,0.11950309780280631,1502.55,308.2,118.24950663241731,1.01,1.31,3.04,0.11,2.27,0.10891089108910891,2.2475247524752477,4.7062561545695046e-11,7.92778634401892e-11,2,,,,
sparc,NGC2998,13,-1.3966473517163063,,-1.4955346524979607,-0.971019989586319,0.4256273621299873,0.16471535140872545,0.140578118789254,5.0,spiral_T<8,HSB,68.1,10.2,1,58.0,2.0,209.9,8.1,106640830000.0,75451000000.0,31189830000.0,0.292475499299846,774.16,479.55,18.989069614206958,6.2,7.06,43.58,0.33,42.28,0.05322580645161291,6.819354838709677,6.15821479015829e-11,1.1873178267151532e-10,1,,,,
sparc,NGC3109,25,3.401346394995171,,2.18777633000569,19.34463364151851,15.943287246523338,0.08740534440865935,0.09929684557944662,9.0,dwarf_irregular_T>=8,HSB,1.33,0.07,2,70.0,5.0,66.2,2.6,731410000.0,97000000.0,634410000.0,0.8673794451812253,140.87,11.4,5.59617892803765,1.56,1.64,6.0,0.26,6.45,0.16666666666666666,4.134615384615385,2.8199430114475144e-12,2.4022700024987688e-11,1,,,,
sparc,NGC3198,43,0.4214064011916392,,0.4278230940599993,60.08512513021426,59.66371872902262,0.04024338098795694,0.040150724906658344,5.0,spiral_T<8,HSB,13.8,1.4,3,73.0,3.0,150.1,3.9,33595270000.0,19139500000.0,14455770000.000002,0.430291823819246,1602.62,178.99,5.503577562539792,3.14,5.84,35.66,0.32,44.08,0.1019108280254777,14.038216560509554,4.436924348545353e-11,7.852436897786435e-11,1,,,,
sparc,NGC3521,41,-1.0670578007099394,,-0.03480782697909046,63.234255541813276,64.30131334252322,0.01949124538174518,0.01687648699314316,4.0,spiral_T<8,HSB,7.7,2.3,1,75.0,5.0,213.7,15.9,47942820000.0,42418000000.0,5524820000.0,0.1152376935691309,2112.66,2232.7,48.49159530157506,2.4,2.45,18.85,0.51,17.74,0.21250000000000002,7.391666666666667,3.2657873494534355e-10,3.934962417747878e-10,1,,,,
sparc,NGC3726,12,0.034536168312458315,,0.033775282453095246,4.7932599672331015,4.758723798920643,0.13441968504584376,0.13480471401657484,5.0,spiral_T<8,HSB,18.0,2.5,4,53.0,2.0,168.0,6.2,43726090000.0,35117000000.0,8609090000.0,0.19688680144966084,1789.91,198.08,13.161024506408568,3.4,7.52,22.2,3.5,32.52,1.0294117647058825,9.564705882352943,3.7531023412980546e-11,6.231774882841956e-11,2,,,,
sparc,NGC3741,21,1.5248095494889888,,1.1562281197718955,24.760256590479294,23.235447040990305,0.03352811426826977,0.03105471253474693,10.0,dwarf_irregular_T>=8,HSB,3.21,0.17,2,70.0,4.0,50.1,2.1,256060000.0,14000000.0,242060000.0,0.9453253143794423,143.49,42.94,1.6633965195147233,0.2,0.32,4.2,0.23,7.0,1.15,35.0,1.7321864421790967e-12,1.630034821178862e-11,1,,,,
sparc,NGC3769,12,0.20171275189180982,,0.10297031534871226,8.944131886557749,8.742419134665939,0.07138127351909301,0.07325361175059378,3.0,spiral_T<8,HSB,18.0,2.5,4,70.0,2.0,118.6,8.4,16693070000.0,9339500000.0,7353570000.0,0.44051633402363977,160.26,626.37,3.847998828964999,3.38,2.18,22.57,1.74,37.16,0.514792899408284,10.994082840236686,1.4468863843885579e-11,4.174283478501902e-11,2,,,,
sparc,NGC3877,13,0.31617705684036057,,0.296135508121141,4.217963070215509,3.9017860133751485,0.10911531341456297,0.11035881413705245,5.0,spiral_T<8,HSB,18.0,2.5,4,76.0,1.0,168.4,5.1,38239890000.0,36267500000.0,1972390000.0000002,0.05157938477333487,3410.59,598.18,94.48764799301888,2.53,4.39,11.47,0.87,11.35,0.3438735177865613,4.486166007905139,8.226902858080325e-11,1.1949926625786172e-10,2,,,,
sparc,NGC3893,10,0.12160389835728935,,0.029921225893102088,16.60264294725406,16.481039048896772,0.013654396338555013,0.01392490874544139,5.0,spiral_T<8,HSB,18.0,2.5,4,49.0,2.0,174.0,8.9,36975170000.0,29262500000.0,7712670000.000001,0.2085905216933418,2055.09,1573.37,32.43174724430477,2.38,2.43,20.84,1.74,19.05,0.73109243697479,8.004201680672269,5.399317843086535e-11,1.1617335036759518e-10,1,,,,
sparc,NGC3917,17,1.0538143703362302,,0.703764468732087,20.283380176146903,19.229565805810672,0.031325836641231494,0.030461919984203258,6.0,spiral_T<8,HSB,18.0,2.5,4,79.0,2.0,135.9,4.1,13494040000.0,10983000000.0,2511040000.0,0.18608511609569856,1226.96,112.94,19.451562889161643,2.63,5.56,14.08,0.87,14.86,0.33079847908745247,5.650190114068441,2.270172659400271e-11,6.336061092039718e-11,1,,,,
sparc,NGC3949,7,0.34541851817195557,,0.043349404352775345,9.441723831551236,9.09630531337928,0.0217659448390407,0.024534811235355256,4.0,spiral_T<8,HSB,18.0,2.5,4,55.0,2.0,163.0,7.1,23516930000.0,19033500000.0,4483430000.0,0.19064690841874343,185.71,1058.84,149.7586533471543,3.59,2.39,13.72,1.74,7.07,0.48467966573816157,1.9693593314763234,1.3927785616042502e-10,1.827962670606731e-10,2,,,,
sparc,NGC3953,8,-0.08593837319947895,,0.004776114035658252,11.870289507511222,11.956227880710701,0.03051843609282807,0.029864761070953066,4.0,spiral_T<8,HSB,18.0,2.5,4,62.0,1.0,220.8,6.1,74417060000.0,70650500000.0,3766560000.0,0.0506142005610004,1999.08,587.26,96.34529679500535,4.89,6.17,17.38,3.5,15.68,0.7157464212678937,3.206543967280164,1.0355143458544978e-10,1.7006355681372692e-10,1,,,,
sparc,NGC3972,10,0.038412263228055465,,0.16503883469107694,10.347305091516123,10.308892828288068,0.04402554822289644,0.04126973285895383,4.0,spiral_T<8,HSB,18.0,2.5,4,77.0,1.0,132.7,2.9,8791120000.0,7176500000.0,1614620000.0,0.18366488001528816,1587.93,164.75,36.801147928257905,2.18,3.73,10.05,0.87,8.72,0.39908256880733944,4.0,3.324877547281479e-11,8.1733161427341e-11,1,,,,
sparc,NGC3992,9,-0.001646473393829062,,0.010180576897789284,7.586886329709247,7.588532803103076,0.08369712529160808,0.083680817667422,4.0,spiral_T<8,HSB,23.7,2.3,5,56.0,2.0,241.0,5.2,135542670000.0,113466000000.0,22076670000.0,0.1628761629086988,3257.09,360.44,20.371965640445378,4.96,9.99,32.75,9.19,46.02,1.8528225806451613,9.278225806451614,2.8439825303004404e-11,8.207461967918403e-11,1,,,,
sparc,NGC4010,12,0.6132656456784353,,0.2093063686323391,9.799797226546962,9.186531580868527,0.04046258434990675,0.04669858534598368,7.0,spiral_T<8,HSB,18.0,2.5,4,89.0,1.0,125.8,4.7,12363060000.0,8596500000.0,3766560000.0,0.3046624379401216,2611.14,14.75,35.899032223630485,2.81,6.63,17.59,0.87,10.47,0.3096085409252669,3.725978647686833,2.808772365771969e-11,6.256095652384366e-11,2,,,,
