survey,CID,IDSURVEY,zCMB,zCMBERR,zHEL,zHELERR,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB
SNLS,04D3hn,4,0.5526,0.001,0.552,0.001,0.074746,0.03573,-0.56836,0.12108,23.2161,0.0270555,9.28053e-06,2.31261e-07,0.000350936,-8.92623e-09,-4.34928e-09,215.529,52.2286,-999,-999,-9.0,-14.2705,250,0.0103889,10.79,0.022,53137.2,0.18,49,93.3059,0.000139722
SNLS,06D2ck,4,0.5538,0.001,0.552,0.001,-0.040071,0.037483,0.012264,0.39297,23.1401,0.0336833,9.95347e-06,3.08791e-07,0.00252585,-5.99088e-08,-3.36386e-09,150.367,1.8636,-999,-999,-9.0,11.5972,250,0.0162774,11.193,0.066,53793.7,0.4182,25,39.3868,0.0336797
SNLS,05D1ee,4,0.55775,0.001,0.559,0.001,-0.006298,0.03397,-0.603782,0.18439,23.2614,0.0298932,8.90142e-06,2.45079e-07,0.000239669,-1.92035e-08,-4.06417e-09,36.1948,-4.0005,-999,-999,-9.0,-12.7907,250,0.0258333,10.973,0.0875,53660.6,0.2033,52,50.9525,0.51511
SNLS,05D1kl,4,0.55875,0.001,0.56,0.001,0.13383,0.039728,0.66353,0.2988,23.8877,0.0369417,4.99926e-06,1.70098e-07,0.00115599,-2.23114e-08,-2.88905e-09,36.1397,-4.319,-999,-999,-9.0,-12.6048,250,0.0216299,8.425,0.2825,53742.9,0.4177,17,14.741,0.61413
SNLS,04D1hx,4,0.55875,0.001,0.56,0.001,0.11205,0.034322,0.27611,0.19087,23.4386,0.0275874,7.56036e-06,1.92101e-07,1.15387e-05,-9.81503e-09,-3.71967e-09,36.1771,-4.7903,-999,-999,-9.0,-12.3489,250,0.0233088,9.645,0.1335,53260.0,0.2714,48,62.4644,0.0783678
SNLS,05D1cc,4,0.56276,0.001,0.564,0.001,-0.010986,0.030475,-0.150829,0.15119,23.244,0.029393,9.04453e-06,2.44853e-07,0.00118295,-1.69342e-08,-5.10374e-09,36.6299,-4.1648,-999,-999,-9.0,-12.558,250,0.0245532,9.316,0.2025,53607.9,0.2262,52,79.5575,0.00827774
SNLS,05D1dn,4,0.56475,0.001,0.566,0.001,-0.022819,0.034246,1.23413,0.22423,23.0214,0.0274761,1.11027e-05,2.80968e-07,5.03091e-05,-2.05414e-08,-4.05284e-09,36.111,-4.9916,-999,-999,-9.0,-12.1498,250,0.025234,10.234,0.047,53649.4,0.3296,45,34.8299,0.86295
SNLS,05D2dt,4,0.57583,0.001,0.574,0.001,0.026828,0.035309,0.18619,0.27233,23.3826,0.0324809,7.96092e-06,2.38159e-07,0.00188897,-3.89752e-08,-4.32286e-09,150.35,1.8577,-999,-999,-9.0,11.2366,250,0.0162846,10.244,0.096,53450.7,0.2505,22,24.4652,0.32332
PS1MD,050203,15,0.57609,0.001,0.576,0.001,-0.118083,0.057004,1.01825,0.73675,22.8564,0.06781,1.29255e-05,8.07266e-07,0.0152854,-3.40195e-07,-1.54669e-08,242.793,55.1223,-999,-999,23.826,-17.9288,250,0.00606575,8.835,1.294,55350.2,0.8178,50,63.3559,0.0971963
SNLS,06D3et,4,0.57661,0.001,0.576,0.001,-0.087622,0.032788,-1.34778,0.14554,23.1817,0.0262712,9.57886e-06,2.31777e-07,0.000342375,-1.03492e-08,-3.74468e-09,215.52,52.3384,-999,-999,-9.0,-13.8444,250,0.00974148,10.766,0.09,53894.2,0.1859,37,39.9658,0.33978
SNLS,03D4gf,4,0.57829,0.01,0.58,0.01,-0.036908,0.037374,0.52452,0.31579,23.0588,0.0275465,1.07266e-05,2.72147e-07,0.0025011,-2.3969e-08,-4.08241e-09,333.596,-17.734,-999,-999,-9.0,-3.3719,250,0.0225968,7.638,0.2905,52936.5,0.4216,15,26.7961,0.0304425
PS1MD,110721,15,0.57823,0.001,0.5773,0.001,-0.022903,0.076178,0.48285,0.69268,22.9702,0.0691516,1.16395e-05,7.41333e-07,0.0088546,-3.16936e-07,-1.807e-08,130.216,44.1143,-999,-999,20.2584,-14.3522,250,0.0215311,11.5,0.115,55561.7,0.9714,37,55.9091,0.0237762
SNLS,05D1dx,4,0.57875,0.01,0.58,0.01,-0.050113,0.029556,0.64671,0.1202,23.0147,0.0249165,1.11716e-05,2.56376e-07,-0.000111011,-6.61258e-09,-4.05737e-09,36.9458,-4.0325,-999,-999,-9.0,-12.3103,250,0.0234313,9.416,0.113,53666.5,0.1664,50,41.2281,0.80695
SNLS,05D3jq,4,0.57959,0.001,0.579,0.001,-0.004422,0.026928,1.50416,0.20008,23.0197,0.0235113,1.11203e-05,2.40808e-07,-0.000110385,-5.69247e-09,-4.16229e-09,215.439,53.0299,-999,-999,-9.0,-14.1387,250,0.0091476,8.832,0.4195,53501.1,0.3847,49,74.9305,0.00997759
SNLS,05D3gp,4,0.5806,0.01,0.58,0.01,-0.082226,0.043764,-0.501929,0.38712,23.242,0.0468936,9.06169e-06,3.9138e-07,0.00421041,-1.09774e-07,-5.96481e-09,215.676,52.7247,-999,-999,-9.0,-13.9769,250,0.00765369,9.015,0.185,53454.9,0.3563,41,43.2816,0.37418
SNLS,03D1aw,4,0.58073,0.005,0.582,0.005,-0.029281,0.036222,0.99829,0.27584,23.3065,0.0275148,8.53912e-06,2.16399e-07,0.00164969,-2.31698e-08,-3.52148e-09,36.0616,-4.5172,-999,-999,-9.0,-12.1333,250,0.0218215,9.169,0.088,52902.8,0.3613,36,52.6309,0.0362398
SNLS,04D1jg,4,0.58294,0.0005,0.5842,0.0005,-0.106769,0.032678,0.26232,0.15731,23.0079,0.027304,1.12424e-05,2.82723e-07,0.000492668,-1.65282e-08,-4.1501e-09,36.5523,-4.1348,-999,-999,-9.0,-12.2293,250,0.0234777,11.338,0.1505,53273.6,0.2114,45,37.4099,0.78192
SNLS,05D4ej,4,0.58328,0.001,0.585,0.001,-0.025054,0.034105,0.22167,0.17316,23.4494,0.0294753,7.48584e-06,2.03224e-07,0.000225135,-1.56401e-08,-2.91448e-09,333.969,-18.1957,-999,-999,-9.0,-3.1579,250,0.024288,10.133,0.156,53627.8,0.1892,53,47.1722,0.69945
SNLS,04D1kj,4,0.58375,0.001,0.585,0.001,-0.06898,0.028705,0.21618,0.126,23.0717,0.0249334,1.06004e-05,2.43433e-07,-2.19727e-05,-8.23927e-09,-3.8957e-09,36.9694,-4.1803,-999,-999,-9.0,-12.145,250,0.0217778,9.929,0.1075,53297.2,0.1691,46,60.6974,0.0718741
SNLS,04D1sa,4,0.58375,0.001,0.585,0.001,-0.069032,0.032791,-0.445335,0.28823,23.3004,0.0314857,8.58732e-06,2.49027e-07,0.000604784,-3.24841e-08,-2.83277e-09,36.984,-4.1761,-999,-999,-9.0,-12.1454,250,0.0215491,10.623,0.064,53360.2,0.3161,23,31.8991,0.10226
SNLS,05D1hm,4,0.58575,0.001,0.587,0.001,0.14468,0.039697,1.08259,0.28503,23.8257,0.0349852,5.29322e-06,1.70561e-07,0.0014431,-1.57299e-08,-2.90858e-09,36.9426,-4.7173,-999,-999,-9.0,-11.8408,250,0.0248802,9.854,0.177,53696.0,0.3944,37,22.0825,0.97522
SNLS,05D4bf,4,0.58728,0.001,0.589,0.001,-0.005325,0.039285,0.081442,0.22996,23.3478,0.0312758,8.22045e-06,2.36799e-07,0.00219986,-2.43608e-08,-4.49595e-09,334.11,-18.2321,-999,-999,-9.0,-3.1439,250,0.0241122,10.23,0.084,53551.0,0.3535,52,62.197,0.15731
SNLS,04D1oh,4,0.58873,0.01,0.59,0.01,-0.071824,0.031852,-0.077305,0.20659,23.1335,0.0303924,1.00142e-05,2.80323e-07,0.000667221,-2.9767e-08,-4.071e-09,36.2598,-4.2362,-999,-999,-9.0,-12.116,250,0.0233952,9.17,0.1525,53308.3,0.2039,45,50.4831,0.26576
SNLS,03D4gg,4,0.59028,0.001,0.592,0.001,0.013796,0.039032,0.99441,0.43532,23.1652,0.0350651,9.7254e-06,3.14093e-07,0.000310411,-5.97288e-08,-1.54936e-09,334.168,-18.1645,-999,-999,-9.0,-3.1755,250,0.0230636,10.162,0.0055,52943.1,0.5595,13,24.6705,0.0254936
SNLS,04D2mh,4,0.59184,0.01,0.59,0.01,0.007242,0.031848,1.58203,0.17325,23.1148,0.0272519,1.01875e-05,2.55704e-07,0.000206881,-1.54162e-08,-4.36161e-09,149.941,2.141,-999,-999,-9.0,10.7878,250,0.0173675,9.097,0.418,53376.4,0.2513,38,43.8463,0.23741
SNLS,05D3lr,4,0.6006,0.01,0.6,0.01,0.09938,0.038531,0.19268,0.35206,23.5748,0.0381162,6.66934e-06,2.34136e-07,0.00124385,-5.36188e-08,-2.99955e-09,215.551,53.1843,-999,-999,-9.0,-13.8209,250,0.00934851,10.873,0.051,53541.0,0.3186,37,30.7304,0.75674
SNLS,05D4ef,4,0.60327,0.001,0.605,0.001,-0.069996,0.035021,-1.55174,0.20642,23.5699,0.0325797,6.69931e-06,2.01026e-07,-2.6417e-06,-1.62089e-08,-2.40624e-11,333.497,-18.2123,-999,-999,-9.0,-2.9922,250,0.0260962,10.437,0.131,53625.6,0.2846,52,51.2368,0.50387
SNLS,03D4dy,4,0.60826,0.01,0.61,0.01,-0.10218,0.035213,1.17176,0.18431,22.978,0.0277249,1.15558e-05,2.95083e-07,0.000564202,-2.0109e-08,-3.60719e-09,333.711,-17.9565,-999,-999,-9.0,-3.1413,250,0.0222206,7.0,52.8705,52904.2,0.2672,30,30.0747,0.46183
SNLS,05D2he,4,0.60987,0.001,0.608,0.001,0.058316,0.040708,0.15684,0.37523,23.6539,0.0305981,6.20091e-06,1.74754e-07,0.00293405,-2.71361e-08,-2.49009e-09,150.361,2.3177,-999,-999,-9.0,10.5186,250,0.0148411,9.418,0.185,53467.7,0.4678,19,19.6728,0.41451
SNLS,04D3do,4,0.61064,0.01,0.61,0.01,-0.114016,0.031093,-0.815949,0.14548,23.2859,0.0255704,8.70234e-06,2.04951e-07,-0.00105663,-5.45143e-09,-1.94189e-09,214.442,52.2676,-999,-999,-9.0,-13.1278,250,0.00808667,10.485,0.071,53113.0,0.2622,42,63.463,0.017804
SNLS,04D4an,4,0.61125,0.001,0.613,0.001,0.019593,0.040891,-0.328424,0.40784,23.7482,0.0397049,5.68488e-06,2.07894e-07,0.00196573,-5.10358e-08,-2.03334e-09,333.988,-17.6955,-999,-999,-9.0,-3.3066,250,0.02165,10.541,0.154,53183.6,0.5037,33,44.9416,0.08037
SNLS,05D1ck,4,0.61571,0.001,0.617,0.001,0.1044,0.037288,-0.021534,0.2594,23.8117,0.0328768,5.36167e-06,1.62355e-07,0.000998097,-2.25686e-08,-2.43492e-09,36.1035,-4.7128,-999,-999,-9.0,-11.4802,250,0.0227286,9.724,0.172,53628.2,0.2719,51,67.8987,0.0568285
PS1MD,000202,15,0.61988,0.001,0.618,0.001,-0.168582,0.041496,0.61215,0.52292,23.0598,0.0360488,1.0717e-05,3.55826e-07,0.00206561,-9.32396e-08,-2.9918e-09,150.539,1.8992,-999,-999,23.4505,10.6183,250,0.0165387,9.943,7.309,55215.3,0.641,53,45.7999,0.748
SNLS,04D3co,4,0.62063,0.01,0.62,0.01,-0.026444,0.044432,-0.663056,0.19497,23.5122,0.033128,7.06536e-06,2.15578e-07,0.00123287,-2.19835e-08,-3.64288e-09,214.458,52.9636,-999,-999,-9.0,-13.2979,250,0.00777397,9.517,0.243,53101.5,0.2619,39,27.8525,0.90826
SNLS,04D2an,4,0.62188,0.01,0.62,0.01,-0.049355,0.047757,-0.307084,0.56418,23.3052,0.0313838,8.54895e-06,2.47112e-07,0.00710703,-4.84608e-08,-2.29279e-09,150.218,2.0412,-999,-999,-9.0,10.4686,250,0.0150898,7.542,0.574,53031.2,0.6813,11,8.37336,0.67952
SNLS,03D4dh,4,0.62523,0.0004,0.627,0.0004,-0.076925,0.034612,1.13855,0.17837,23.1117,0.0266788,1.02173e-05,2.5106e-07,8.34977e-05,-1.28114e-08,-2.55066e-09,334.379,-17.6297,-999,-999,-9.0,-3.3411,250,0.0247232,9.414,0.1625,52906.2,0.2692,30,43.547,0.0523919
SNLS,04D4fx,4,0.62723,0.001,0.629,0.001,-0.002771,0.034114,0.96367,0.19305,23.2576,0.0287034,8.93229e-06,2.36141e-07,0.000249928,-2.08335e-08,-2.76233e-09,334.159,-18.0664,-999,-999,-9.0,-3.0767,250,0.0242951,8.305,0.6555,53242.5,0.2203,43,55.5923,0.0943314
SNLS,05D1cb,4,0.63071,0.001,0.632,0.001,-0.001731,0.041603,-0.292514,0.20646,23.4339,0.0294256,7.59333e-06,2.05795e-07,0.000385306,-1.02819e-08,-5.53526e-09,36.7377,-4.1176,-999,-999,-9.0,-11.4887,250,0.0242253,10.111,0.0795,53616.8,0.3089,41,53.645,0.0891251
SNLS,05D2ci,4,0.63189,0.001,0.63,0.001,0.073098,0.064924,-0.938128,0.246,23.33,0.0446844,8.35577e-06,3.43889e-07,0.000881622,-5.27573e-08,-8.8983e-09,150.008,2.2159,-999,-999,-9.0,10.2207,250,0.0168682,10.977,0.159,53427.9,0.2726,26,37.0865,0.0734239
SNLS,03D4at,4,0.63223,0.001,0.634,0.001,-0.056573,0.066575,0.21129,0.32719,23.4716,0.0334611,7.33464e-06,2.26045e-07,0.00133045,-2.54661e-08,-5.65422e-09,333.6,-17.7767,-999,-999,-9.0,-3.1201,250,0.0225159,8.751,0.0775,52816.9,0.5577,22,23.2849,0.3858
SNLS,04D1pu,4,0.63771,0.001,0.639,0.001,0.096759,0.080719,-1.59949,0.37149,23.7472,0.0516864,5.69015e-06,2.70879e-07,0.00689405,-5.13598e-08,-1.02903e-08,36.8686,-4.7449,-999,-999,-9.0,-11.0695,250,0.0247076,9.314,0.2395,53330.2,0.0208,27,34.5418,0.15086
SNLS,05D4ag,4,0.63823,0.01,0.64,0.01,0.086044,0.058932,0.49764,0.47275,23.6216,0.0455643,6.38768e-06,2.68067e-07,0.00904862,-9.29892e-08,-8.57765e-09,333.448,-18.1653,-999,-999,-9.0,-2.8787,250,0.0247499,8.381,0.3925,53538.6,0.483,32,38.7306,0.19194
SNLS,05D2ec,4,0.6419,0.001,0.64,0.001,-0.1167,0.052906,-0.196789,0.21155,23.4018,0.0327391,7.82105e-06,2.35835e-07,0.000755271,-1.48233e-08,-5.71008e-09,149.859,2.0136,-999,-999,-9.0,10.1652,250,0.0168485,9.997,0.0565,53440.4,0.4206,21,26.66,0.18239
SNLS,04D3cy,4,0.64364,0.001,0.643,0.001,-0.039643,0.064277,-0.189327,0.20437,23.5098,0.0350406,7.08104e-06,2.28531e-07,0.00137985,-2.4363e-08,-5.40259e-09,214.552,52.6583,-999,-999,-9.0,-12.7833,250,0.00886831,9.98,0.212,53101.1,0.2652,31,30.6005,0.48646
SNLS,05D3ax,4,0.64363,0.001,0.643,0.001,-0.070931,0.063807,0.60257,0.42003,23.3347,0.0458039,8.32006e-06,3.50998e-07,0.0039931,-1.13137e-07,-7.02577e-09,214.823,52.6875,-999,-999,-9.0,-12.8139,250,0.00760838,8.442,0.39,53399.9,0.2961,24,38.5226,0.0306283
SNLS,05D3lb,4,0.64763,0.001,0.647,0.001,0.024403,0.048672,0.30349,0.18291,23.6204,0.0282332,6.3951e-06,1.66297e-07,9.25324e-05,-8.89407e-09,-3.92045e-09,214.382,53.1679,-999,-999,-9.0,-12.9571,250,0.00924963,8.931,0.23,53528.7,0.262,35,24.9662,0.89545
SNLS,05D3kt,4,0.64863,0.001,0.648,0.001,0.051673,0.048004,-0.430921,0.19501,23.6943,0.0305931,5.97438e-06,1.68342e-07,0.000476914,-1.09015e-08,-4.10235e-09,214.974,52.743,-999,-999,-9.0,-12.7764,250,0.00622777,9.138,0.1745,53531.0,0.2671,29,40.9717,0.0692585
SNLS,04D1sk,4,0.66207,0.0005,0.6634,0.0005,0.083271,0.055148,0.45278,0.37908,23.8042,0.0320015,5.39911e-06,1.59136e-07,0.00245852,-2.21593e-08,-3.31601e-09,36.0949,-4.3536,-999,-999,-9.0,-11.0185,250,0.0220312,10.416,0.15,53355.3,0.5278,21,10.1662,0.97667
SNLS,05D3hs,4,0.66463,0.001,0.664,0.001,-0.175117,0.047574,0.58036,0.20646,23.2305,0.0341108,9.15824e-06,2.87726e-07,0.00123987,-3.24679e-08,-6.31123e-09,215.307,52.9038,-999,-999,-9.0,-12.6268,250,0.00846438,9.004,0.13,53490.9,0.2868,43,43.9698,0.43029
SNLS,05D3mh,4,0.67065,0.01,0.67,0.01,0.048163,0.054126,0.65852,0.4762,23.7896,0.0376619,5.4722e-06,1.89819e-07,0.00418427,-4.44111e-08,-3.40343e-09,214.749,52.6676,-999,-999,-9.0,-12.4066,250,0.00801395,10.078,0.2765,53558.0,0.542,15,32.3637,0.00574257
SNLS,03D1co,4,0.67767,0.001,0.679,0.001,-0.039608,0.066536,0.67911,0.40655,23.8105,0.0445752,5.36775e-06,2.20374e-07,0.00623951,-6.08659e-08,-4.52939e-09,36.5677,-4.9351,-999,-999,-9.0,-10.5042,250,0.0246802,8.647,0.284,52954.5,0.4544,35,42.7944,0.1714
SNLS,05D2bt,4,0.68195,0.01,0.68,0.01,-0.16162,0.048335,0.51418,0.25606,23.2239,0.0327689,9.21407e-06,2.78092e-07,0.00179563,-4.08408e-08,-5.60276e-09,150.418,2.5662,-999,-999,-9.0,9.5415,250,0.017322,7.0,5.0,53401.5,0.2454,30,58.1097,0.00154997
SNLS,06D3cc,4,0.68365,0.001,0.683,0.001,-0.004655,0.084133,0.71634,0.61991,23.7752,0.0733842,5.545e-06,3.74783e-07,0.00285065,-2.03507e-07,3.76454e-09,214.382,52.9125,-999,-999,-9.0,-12.3107,250,0.0069584,10.083,0.127,53760.5,0.7247,12,5.67728,0.93147
SNLS,04D4ic,4,0.68517,0.001,0.687,0.001,-0.015862,0.07198,-0.878255,0.38451,23.8497,0.0435894,5.17765e-06,2.07869e-07,0.00177992,-3.63888e-08,-1.28437e-09,333.591,-17.9435,-999,-999,-9.0,-2.8509,250,0.0237703,9.325,0.155,53256.3,0.6594,38,48.3257,0.12171
SNLS,05D1ke,4,0.68867,0.01,0.69,0.01,-0.111381,0.049117,0.21014,0.2579,23.3282,0.0268484,8.37025e-06,2.06982e-07,0.00125156,-1.22031e-08,-3.76389e-09,36.6929,-4.8625,-999,-999,-9.0,-10.3943,250,0.0200905,8.851,0.3325,53731.3,0.3466,13,19.7924,0.10051
SNLS,06D3em,4,0.69065,0.01,0.69,0.01,0.17067,0.059933,-0.146668,0.3571,24.1014,0.0359401,4.10611e-06,1.3592e-07,0.00139078,-1.95715e-08,-2.34016e-09,214.848,53.023,-999,-999,-9.0,-12.2919,250,0.00901597,9.459,0.2445,53881.7,0.5906,29,29.8679,0.42062
SNLS,03D4cz,4,0.69316,0.001,0.695,0.001,-0.068748,0.084254,-1.76537,0.36781,23.7601,0.0468212,5.62308e-06,2.42489e-07,0.00657405,-5.50191e-08,-3.67144e-09,334.174,-17.9263,-999,-999,-9.0,-2.916,250,0.0245404,10.389,0.245,52894.6,0.413,26,26.4066,0.44094
SNLS,04D4ib,4,0.69716,0.001,0.699,0.001,-0.138525,0.052006,0.9689,0.21666,23.3147,0.0296044,8.47456e-06,2.31073e-07,0.000702881,-1.65834e-08,-2.64872e-09,334.174,-18.1051,-999,-999,-9.0,-2.8183,250,0.0237325,10.994,0.118,53267.4,0.2908,31,21.9306,0.88518
SNLS,06D4ba,4,0.69816,0.01,0.7,0.01,-0.093002,0.070675,0.6784,0.41089,23.4527,0.0495926,7.46317e-06,3.40892e-07,0.00215753,-9.55833e-08,-8.30619e-10,333.899,-18.2291,-999,-999,-9.0,-2.72,250,0.022569,8.544,0.424,53904.8,0.5013,35,42.2065,0.18755
SNLS,05D4bj,4,0.69916,0.001,0.701,0.001,0.064232,0.054972,0.19285,0.29626,23.8349,0.0344688,5.24867e-06,1.66629e-07,0.00131871,-2.52702e-08,-2.73798e-09,333.749,-18.1334,-999,-999,-9.0,-2.7401,250,0.0241276,9.265,0.0965,53564.0,0.3486,42,52.1842,0.13486
SNLS,05D4cq,4,0.69916,0.001,0.701,0.001,-0.134624,0.053637,0.63738,0.26364,23.4618,0.031648,7.401e-06,2.15731e-07,0.000832334,-1.96952e-08,-1.62663e-09,333.54,-18.2267,-999,-999,-9.0,-2.6674,250,0.0266223,10.554,0.1595,53586.3,0.3785,42,48.7046,0.22131
SNLS,05D2ck,4,0.69997,0.001,0.698,0.001,-0.008135,0.067297,-2.64608,0.45867,24.1799,0.0391362,3.81995e-06,1.37693e-07,0.00423113,-2.23052e-08,-3.85734e-10,150.188,2.5729,-999,-999,-9.0,9.3137,250,0.0150253,10.941,0.095,53416.8,0.57,24,34.2912,0.0796246
SNLS,04D1si,4,0.70064,0.001,0.702,0.001,-0.012145,0.053734,0.1376,0.29792,23.583,0.0323915,6.61939e-06,1.97481e-07,0.00146783,-2.55939e-08,-2.40023e-09,36.2033,-4.569,-999,-999,-9.0,-10.4416,250,0.0207132,10.638,0.127,53359.9,0.3667,19,20.5936,0.35969
SNLS,04D4hu,4,0.70115,0.001,0.703,0.001,-0.107437,0.057733,0.03972,0.23414,23.6426,0.0327382,6.26572e-06,1.8893e-07,0.000501547,-1.82585e-08,-1.49751e-09,333.901,-17.8389,-999,-999,-9.0,-2.8928,250,0.0226109,9.475,0.222,53256.9,0.3772,36,54.0787,0.0269451
SNLS,04D2iu,4,0.70197,0.01,0.7,0.01,0.035143,0.084218,-1.92656,0.42093,23.9487,0.0458328,4.72617e-06,1.99509e-07,0.00224835,-3.76937e-08,2.58618e-09,150.305,2.415,-999,-999,-9.0,9.3797,250,0.0162536,7.0,5.0,53120.7,0.515,8,7.05255,0.53097
SNLS,05D2le,4,0.70198,0.001,0.7,0.001,-0.026044,0.049562,0.49593,0.30652,23.6779,0.0354881,6.06496e-06,1.98238e-07,0.00200338,-3.55069e-08,-3.68701e-09,150.479,2.0929,-999,-999,-9.0,9.5476,250,0.0152889,8.033,0.69,53695.0,0.412,26,31.0627,0.22594
SNLS,05D3gv,4,0.71565,0.001,0.715,0.001,-0.065358,0.061618,-0.842722,0.28607,23.7089,0.0371653,5.89437e-06,2.01767e-07,-0.000566423,-1.4038e-08,-5.79246e-10,215.247,53.1789,-999,-999,-9.0,-12.0502,250,0.00807624,10.726,0.113,53466.6,0.5807,40,43.0608,0.34163
SNLS,05D3jh,4,0.71867,0.001,0.718,0.001,-0.144845,0.049147,-0.634411,0.181,23.4418,0.0319483,7.53826e-06,2.21817e-07,0.000402465,-1.79183e-08,-3.08041e-09,214.356,52.6188,-999,-999,-9.0,-11.715,250,0.00771797,10.815,0.1385,53492.7,0.3595,43,36.7707,0.73707
SNLS,04D1aj,4,0.71964,0.01,0.721,0.01,-0.027696,0.066383,0.3801,0.35878,23.6216,0.0349846,6.38805e-06,2.05836e-07,0.00143965,-3.06109e-08,7.86224e-10,36.4748,-4.9946,-999,-999,-9.0,-10.0174,250,0.0259554,7.0,5.0,52999.0,0.5603,13,19.6802,0.10348
SNLS,05D4ev,4,0.72013,0.001,0.722,0.001,-0.038183,0.060588,-1.12101,0.28246,23.9649,0.041084,4.6563e-06,1.76193e-07,0.00163431,-2.8414e-08,-1.3916e-09,333.377,-17.7008,-999,-999,-9.0,-2.8268,250,0.0227196,10.883,0.0615,53631.2,0.3342,45,45.5963,0.44715
SNLS,06D3gh,4,0.72067,0.001,0.72,0.001,-0.074608,0.065646,0.24347,0.3413,23.6292,0.0417313,6.34342e-06,2.43816e-07,0.00288897,-4.36223e-08,9.66705e-10,214.631,52.4429,-999,-999,-9.0,-11.6381,250,0.00767199,9.3,0.2445,53922.8,0.3773,13,15.4984,0.27728
SNLS,06D3do,4,0.72667,0.001,0.726,0.001,-0.076495,0.051312,0.6191,0.4785,23.611,0.0320576,6.45078e-06,1.90466e-07,4.5995e-05,-1.26305e-08,-1.80714e-09,214.247,52.8825,-999,-999,-9.0,-11.7255,250,0.0086557,8.709,0.183,53849.5,1.3107,30,26.0369,0.67325
SNLS,06D3bz,4,0.72767,0.001,0.727,0.001,-0.103106,0.066909,-0.788686,0.40839,23.6608,0.0430552,6.16151e-06,2.44336e-07,0.00637251,-6.15027e-08,3.36032e-10,214.292,53.0248,-999,-999,-9.0,-11.7796,250,0.00803654,10.293,0.062,53776.5,0.4318,12,8.28078,0.76282
SNLS,06D4bw,4,0.73012,0.001,0.732,0.001,0.013322,0.060006,0.65989,0.25975,23.6274,0.0366216,6.35388e-06,2.14315e-07,0.000237517,-2.52849e-08,-1.31384e-09,333.766,-17.8835,-999,-999,-9.0,-2.767,250,0.0219526,9.276,0.1495,53909.3,0.4734,35,39.6237,0.27127
SNLS,04D1pp,4,0.73362,0.001,0.735,0.001,-0.114244,0.051304,-1.38223,0.21307,23.7069,0.0302505,5.90517e-06,1.64529e-07,0.000340284,-1.02435e-08,-1.29504e-09,36.302,-4.7016,-999,-999,-9.0,-10.014,250,0.02326,11.382,0.0895,53320.3,0.345,38,53.4969,0.0489384
SNLS,04D2gp,4,0.734,0.001,0.732,0.001,-0.136739,0.085097,-1.35262,0.41314,23.9298,0.0507248,4.80909e-06,2.24677e-07,0.00369148,-3.57574e-08,5.58059e-09,149.835,2.5089,-999,-999,-9.0,8.9586,250,0.0164541,8.834,0.23,53110.5,0.5899,12,18.1476,0.11128
SNLS,05D2fq,4,0.73501,0.001,0.733,0.001,-0.082309,0.05715,0.82938,0.31632,23.7185,0.0335926,5.84278e-06,1.80775e-07,0.00153541,-2.59773e-08,-3.71949e-10,149.785,2.602,-999,-999,-9.0,8.8986,250,0.0156687,10.875,0.1345,53463.3,0.4715,18,14.1642,0.71833
SNLS,05D1eo,4,0.73562,0.001,0.737,0.001,-0.051033,0.064186,-1.52666,0.29399,24.0224,0.0366808,4.41606e-06,1.49193e-07,0.00119688,-1.67445e-08,-1.18114e-10,36.3464,-4.6427,-999,-999,-9.0,-10.013,250,0.0220658,11.125,0.177,53667.0,0.4361,43,42.8658,0.47707
SNLS,05D2ct,4,0.73602,0.001,0.734,0.001,0.089997,0.068262,0.36808,0.46935,24.104,0.0548247,4.09654e-06,2.06856e-07,0.000994071,-6.77623e-08,-2.84338e-10,150.426,2.1238,-999,-999,-9.0,9.1907,250,0.0150317,9.761,0.0685,53425.2,0.4675,27,32.5034,0.21395
SNLS,05D3jk,4,0.73668,0.001,0.736,0.001,-0.135768,0.045948,0.78444,0.18044,23.4048,0.0265153,7.79958e-06,1.90477e-07,-0.00028581,-1.06421e-08,-2.19286e-09,214.198,52.5925,-999,-999,-9.0,-11.4807,250,0.00816362,9.457,0.3105,53507.8,0.2326,42,55.7051,0.0764961
SNLS,04D2ja,4,0.74202,0.001,0.74,0.001,-0.203948,0.071347,0.36095,0.40224,23.8111,0.051737,5.36475e-06,2.55639e-07,-0.00256269,-5.90282e-08,6.9489e-09,149.702,1.7717,-999,-999,-9.0,9.1688,250,0.0177565,10.991,0.0945,53123.2,0.4851,8,3.01921,0.93315
SNLS,04D3fq,4,0.74269,0.001,0.742,0.001,-0.039225,0.067599,-0.408963,0.35531,23.8075,0.0364385,5.3828e-06,1.80652e-07,0.00192113,-2.14331e-08,1.74457e-09,214.241,52.3795,-999,-999,-9.0,-11.327,250,0.00976998,9.299,0.0455,53120.2,0.4966,38,46.9057,0.15237
