recid,family,filename,size_bytes,checksum,availability,https_url,xrootd_uri,cold_uri
754,HERWIGPP,0631F572-837B-E211-A2D4-0017A4770818.root,3889211003,adler32:2cb9092f,on demand,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/0631F572-837B-E211-A2D4-0017A4770818.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/0631F572-837B-E211-A2D4-0017A4770818.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/0631F572-837B-E211-A2D4-0017A4770818.root
754,HERWIGPP,0ABCA7A0-AF7B-E211-9B43-00266CFFC43C.root,2502483555,adler32:9ae3ae62,online,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/0ABCA7A0-AF7B-E211-9B43-00266CFFC43C.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/0ABCA7A0-AF7B-E211-9B43-00266CFFC43C.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/0ABCA7A0-AF7B-E211-9B43-00266CFFC43C.root
754,HERWIGPP,123C0E06-847B-E211-9259-AC162DABBBA0.root,4117376608,adler32:4709b1bf,on demand,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/123C0E06-847B-E211-9259-AC162DABBBA0.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/123C0E06-847B-E211-9259-AC162DABBBA0.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/123C0E06-847B-E211-9259-AC162DABBBA0.root
754,HERWIGPP,1245661A-7D7B-E211-A0B9-1CC1DE0437C8.root,2549104287,adler32:5f235080,on demand,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/1245661A-7D7B-E211-A0B9-1CC1DE0437C8.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/1245661A-7D7B-E211-A0B9-1CC1DE0437C8.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/1245661A-7D7B-E211-A0B9-1CC1DE0437C8.root
754,HERWIGPP,1423010A-907B-E211-BC0F-00266CFFBE88.root,2152972888,adler32:4cb970a5,online,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/1423010A-907B-E211-BC0F-00266CFFBE88.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/1423010A-907B-E211-BC0F-00266CFFBE88.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/1423010A-907B-E211-BC0F-00266CFFBE88.root
754,HERWIGPP,14E3B327-7D7B-E211-99E3-00266CFF0234.root,2254134422,adler32:47dfc8ec,on demand,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/14E3B327-7D7B-E211-99E3-00266CFF0234.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/14E3B327-7D7B-E211-99E3-00266CFF0234.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/14E3B327-7D7B-E211-99E3-00266CFF0234.root
754,HERWIGPP,1846C494-897B-E211-8D2A-1CC1DE1CF280.root,4156178088,adler32:33f970e8,on demand,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/1846C494-897B-E211-8D2A-1CC1DE1CF280.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/1846C494-897B-E211-8D2A-1CC1DE1CF280.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/1846C494-897B-E211-8D2A-1CC1DE1CF280.root
754,HERWIGPP,1EB429D8-947B-E211-8678-1CC1DE1D036C.root,2378962120,adler32:35fb0a15,online,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/1EB429D8-947B-E211-8678-1CC1DE1D036C.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/1EB429D8-947B-E211-8678-1CC1DE1D036C.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/1EB429D8-947B-E211-8678-1CC1DE1D036C.root
754,HERWIGPP,2027EC5E-AE7B-E211-B7FA-00266CFFBCE0.root,3594942417,adler32:0e5d3106,online,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/2027EC5E-AE7B-E211-B7FA-00266CFFBCE0.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/2027EC5E-AE7B-E211-B7FA-00266CFFBCE0.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/20000/2027EC5E-AE7B-E211-B7FA-00266CFFBCE0.root
754,HERWIGPP,260013E6-857B-E211-B56F-1CC1DE0590E8.root,4154325847,adler32:d104eb48,on demand,https://opendata.cern.ch/eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/260013E6-857B-E211-B56F-1CC1DE0590E8.root,root://eospublic.cern.ch//eos/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/260013E6-857B-E211-B56F-1CC1DE0590E8.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/MonteCarlo2010/Summer12/QCD_Pt-600to800_Tune23_HFshowerLibrary_7TeV_herwigpp/AODSIM/LowPU2010_DR42_PU_S0_START42_V17B-v1/30000/260013E6-857B-E211-B56F-1CC1DE0590E8.root
