recid,family,filename,size_bytes,checksum,availability,https_url,xrootd_uri,cold_uri
5,DATA,00052C5A-EF70-E011-B43F-00266CF32A00.root,608745274,adler32:c9aef3ef,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/00052C5A-EF70-E011-B43F-00266CF32A00.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/00052C5A-EF70-E011-B43F-00266CF32A00.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/00052C5A-EF70-E011-B43F-00266CF32A00.root
5,DATA,00097BA6-F570-E011-905F-002481E94BFE.root,802113463,adler32:0ce0142c,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/00097BA6-F570-E011-905F-002481E94BFE.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/00097BA6-F570-E011-905F-002481E94BFE.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/00097BA6-F570-E011-905F-002481E94BFE.root
5,DATA,0017CF6D-EF70-E011-9682-003048C691DC.root,587175171,adler32:455a55e6,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/0017CF6D-EF70-E011-9682-003048C691DC.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/0017CF6D-EF70-E011-9682-003048C691DC.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/0017CF6D-EF70-E011-9682-003048C691DC.root
5,DATA,00237A7C-F770-E011-BED0-00215AD4D670.root,1846130986,adler32:ec9281ae,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/00237A7C-F770-E011-BED0-00215AD4D670.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/00237A7C-F770-E011-BED0-00215AD4D670.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/00237A7C-F770-E011-BED0-00215AD4D670.root
5,DATA,003D4F04-EF70-E011-A6B9-003048C65E48.root,732416369,adler32:b9aa6bb3,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/003D4F04-EF70-E011-A6B9-003048C65E48.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/003D4F04-EF70-E011-A6B9-003048C65E48.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/003D4F04-EF70-E011-A6B9-003048C65E48.root
5,DATA,0044CAF2-9171-E011-A9DF-002481E0D974.root,1160799794,adler32:9d4ba308,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/0044CAF2-9171-E011-A9DF-002481E0D974.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/0044CAF2-9171-E011-A9DF-002481E0D974.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/0044CAF2-9171-E011-A9DF-002481E0D974.root
5,DATA,00995B6D-8B71-E011-A82A-003048D439C6.root,731678030,adler32:dddea477,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0004/00995B6D-8B71-E011-A82A-003048D439C6.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0004/00995B6D-8B71-E011-A82A-003048D439C6.root,
5,DATA,00B33C17-7D71-E011-A4BA-003048F02CB4.root,825292316,adler32:97906fcf,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0002/00B33C17-7D71-E011-A4BA-003048F02CB4.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0002/00B33C17-7D71-E011-A4BA-003048F02CB4.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0002/00B33C17-7D71-E011-A4BA-003048F02CB4.root
5,DATA,00B99F69-A871-E011-A135-003048C69412.root,613470568,adler32:3443bc3d,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/00B99F69-A871-E011-A135-003048C69412.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/00B99F69-A871-E011-A135-003048C69412.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/00B99F69-A871-E011-A135-003048C69412.root
5,DATA,00D16052-A571-E011-A98D-003048F0E83A.root,581210130,adler32:8a3b1e94,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0003/00D16052-A571-E011-A98D-003048F0E83A.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0003/00D16052-A571-E011-A98D-003048F0E83A.root,
5,DATA,00D36368-A371-E011-907D-003048D3CD62.root,691108901,adler32:53744c06,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0004/00D36368-A371-E011-907D-003048D3CD62.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0004/00D36368-A371-E011-907D-003048D3CD62.root,
5,DATA,00EF3C4D-5671-E011-9C9E-002481E94B26.root,1364315395,adler32:7b8b9d07,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0005/00EF3C4D-5671-E011-9C9E-002481E94B26.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0005/00EF3C4D-5671-E011-9C9E-002481E94B26.root,
5,DATA,0210063E-B071-E011-A57C-003048D47912.root,809350461,adler32:77828bcb,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0003/0210063E-B071-E011-A57C-003048D47912.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0003/0210063E-B071-E011-A57C-003048D47912.root,
5,DATA,021DC9D7-8271-E011-9CD4-0030487E52A3.root,1801162339,adler32:e3bc7c46,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/021DC9D7-8271-E011-9CD4-0030487E52A3.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/021DC9D7-8271-E011-9CD4-0030487E52A3.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0001/021DC9D7-8271-E011-9CD4-0030487E52A3.root
5,DATA,022B41E3-C371-E011-B46D-003048F0E5B4.root,1391320785,adler32:ef84ddf2,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/022B41E3-C371-E011-B46D-003048F0E5B4.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/022B41E3-C371-E011-B46D-003048F0E5B4.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/022B41E3-C371-E011-B46D-003048F0E5B4.root
5,DATA,024E4ED1-657A-E011-9E51-0025901D493C.root,518215032,adler32:4019f43a,online,https://opendata.cern.ch/eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/024E4ED1-657A-E011-9E51-0025901D493C.root,root://eospublic.cern.ch//eos/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/024E4ED1-657A-E011-9E51-0025901D493C.root,https://eosctapublic.cern.ch:8444/eos/ctapublic/archive/opendata/cms/Run2010B/Jet/AOD/Apr21ReReco-v1/0000/024E4ED1-657A-E011-9E51-0025901D493C.root
