,PR4_BGSz1_b00,PR4_BGSz1_b01,PR4_BGSz1_b02,PR4_BGSz1_b03,PR4_BGSz1_b04,PR4_BGSz1_b05,PR4_BGSz1_b06,PR4_BGSz1_b07,PR4_BGSz1_b08,PR4_BGSz1_b09,PR4_BGSz1_b10,PR4_BGSz1_b11,PR4_BGSz2_b00,PR4_BGSz2_b01,PR4_BGSz2_b02,PR4_BGSz2_b03,PR4_BGSz2_b04,PR4_BGSz2_b05,PR4_BGSz2_b06,PR4_BGSz2_b07,PR4_BGSz2_b08,PR4_BGSz2_b09,PR4_BGSz2_b10,PR4_BGSz2_b11,PR4_LRGz1_b00,PR4_LRGz1_b01,PR4_LRGz1_b02,PR4_LRGz1_b03,PR4_LRGz1_b04,PR4_LRGz1_b05,PR4_LRGz1_b06,PR4_LRGz1_b07,PR4_LRGz1_b08,PR4_LRGz1_b09,PR4_LRGz1_b10,PR4_LRGz1_b11,PR4_LRGz2_b00,PR4_LRGz2_b01,PR4_LRGz2_b02,PR4_LRGz2_b03,PR4_LRGz2_b04,PR4_LRGz2_b05,PR4_LRGz2_b06,PR4_LRGz2_b07,PR4_LRGz2_b08,PR4_LRGz2_b09,PR4_LRGz2_b10,PR4_LRGz2_b11,PR4_LRGz3_b00,PR4_LRGz3_b01,PR4_LRGz3_b02,PR4_LRGz3_b03,PR4_LRGz3_b04,PR4_LRGz3_b05,PR4_LRGz3_b06,PR4_LRGz3_b07,PR4_LRGz3_b08,PR4_LRGz3_b09,PR4_LRGz3_b10,PR4_LRGz3_b11,PR4_LRGz4_b00,PR4_LRGz4_b01,PR4_LRGz4_b02,PR4_LRGz4_b03,PR4_LRGz4_b04,PR4_LRGz4_b05,PR4_LRGz4_b06,PR4_LRGz4_b07,PR4_LRGz4_b08,PR4_LRGz4_b09,PR4_LRGz4_b10,PR4_LRGz4_b11,DR6_BGSz1_b00,DR6_BGSz1_b01,DR6_BGSz1_b02,DR6_BGSz1_b03,DR6_BGSz1_b04,DR6_BGSz1_b05,DR6_BGSz1_b06,DR6_BGSz1_b07,DR6_BGSz1_b08,DR6_BGSz1_b09,DR6_BGSz1_b10,DR6_BGSz1_b11,DR6_BGSz2_b00,DR6_BGSz2_b01,DR6_BGSz2_b02,DR6_BGSz2_b03,DR6_BGSz2_b04,DR6_BGSz2_b05,DR6_BGSz2_b06,DR6_BGSz2_b07,DR6_BGSz2_b08,DR6_BGSz2_b09,DR6_BGSz2_b10,DR6_BGSz2_b11,DR6_LRGz1_b00,DR6_LRGz1_b01,DR6_LRGz1_b02,DR6_LRGz1_b03,DR6_LRGz1_b04,DR6_LRGz1_b05,DR6_LRGz1_b06,DR6_LRGz1_b07,DR6_LRGz1_b08,DR6_LRGz1_b09,DR6_LRGz1_b10,DR6_LRGz1_b11,DR6_LRGz2_b00,DR6_LRGz2_b01,DR6_LRGz2_b02,DR6_LRGz2_b03,DR6_LRGz2_b04,DR6_LRGz2_b05,DR6_LRGz2_b06,DR6_LRGz2_b07,DR6_LRGz2_b08,DR6_LRGz2_b09,DR6_LRGz2_b10,DR6_LRGz2_b11,DR6_LRGz3_b00,DR6_LRGz3_b01,DR6_LRGz3_b02,DR6_LRGz3_b03,DR6_LRGz3_b04,DR6_LRGz3_b05,DR6_LRGz3_b06,DR6_LRGz3_b07,DR6_LRGz3_b08,DR6_LRGz3_b09,DR6_LRGz3_b10,DR6_LRGz3_b11,DR6_LRGz4_b00,DR6_LRGz4_b01,DR6_LRGz4_b02,DR6_LRGz4_b03,DR6_LRGz4_b04,DR6_LRGz4_b05,DR6_LRGz4_b06,DR6_LRGz4_b07,DR6_LRGz4_b08,DR6_LRGz4_b09,DR6_LRGz4_b10,DR6_LRGz4_b11,BGSz1_BGSz1_b00,BGSz1_BGSz1_b01,BGSz1_BGSz1_b02,BGSz1_BGSz1_b03,BGSz1_BGSz1_b04,BGSz1_BGSz1_b05,BGSz1_BGSz1_b06,BGSz1_BGSz1_b07,BGSz1_BGSz1_b08,BGSz1_BGSz1_b09,BGSz1_BGSz1_b10,BGSz1_BGSz1_b11,BGSz2_BGSz2_b00,BGSz2_BGSz2_b01,BGSz2_BGSz2_b02,BGSz2_BGSz2_b03,BGSz2_BGSz2_b04,BGSz2_BGSz2_b05,BGSz2_BGSz2_b06,BGSz2_BGSz2_b07,BGSz2_BGSz2_b08,BGSz2_BGSz2_b09,BGSz2_BGSz2_b10,BGSz2_BGSz2_b11,LRGz1_LRGz1_b00,LRGz1_LRGz1_b01,LRGz1_LRGz1_b02,LRGz1_LRGz1_b03,LRGz1_LRGz1_b04,LRGz1_LRGz1_b05,LRGz1_LRGz1_b06,LRGz1_LRGz1_b07,LRGz1_LRGz1_b08,LRGz1_LRGz1_b09,LRGz1_LRGz1_b10,LRGz1_LRGz1_b11,LRGz2_LRGz2_b00,LRGz2_LRGz2_b01,LRGz2_LRGz2_b02,LRGz2_LRGz2_b03,LRGz2_LRGz2_b04,LRGz2_LRGz2_b05,LRGz2_LRGz2_b06,LRGz2_LRGz2_b07,LRGz2_LRGz2_b08,LRGz2_LRGz2_b09,LRGz2_LRGz2_b10,LRGz2_LRGz2_b11,LRGz3_LRGz3_b00,LRGz3_LRGz3_b01,LRGz3_LRGz3_b02,LRGz3_LRGz3_b03,LRGz3_LRGz3_b04,LRGz3_LRGz3_b05,LRGz3_LRGz3_b06,LRGz3_LRGz3_b07,LRGz3_LRGz3_b08,LRGz3_LRGz3_b09,LRGz3_LRGz3_b10,LRGz3_LRGz3_b11,LRGz4_LRGz4_b00,LRGz4_LRGz4_b01,LRGz4_LRGz4_b02,LRGz4_LRGz4_b03,LRGz4_LRGz4_b04,LRGz4_LRGz4_b05,LRGz4_LRGz4_b06,LRGz4_LRGz4_b07,LRGz4_LRGz4_b08,LRGz4_LRGz4_b09,LRGz4_LRGz4_b10,LRGz4_LRGz4_b11
PR4_BGSz1_b00,1.000000,-0.015239,0.000042,-0.000099,-0.000047,-0.000007,-0.000007,-0.000006,-0.000004,-0.000004,-0.000000,0.000001,0.273106,-0.003137,0.000135,0.000034,0.000017,0.000011,0.000003,0.000000,0.000000,-0.000000,0.000000,0.000001,0.082815,-0.000113,0.000151,0.000060,0.000028,0.000013,0.000005,0.000001,0.000001,0.000001,0.000000,0.000000,0.083598,0.000089,0.000170,0.000072,0.000035,0.000016,0.000006,0.000002,0.000001,0.000001,0.000001,0.000000,0.087127,0.000111,0.000170,0.000075,0.000036,0.000017,0.000006,0.000002,0.000001,0.000001,0.000001,0.000000,0.099693,0.000084,0.000182,0.000081,0.000039,0.000018,0.000006,0.000002,0.000001,0.000001,0.000001,0.000000,0.476462,-0.010768,0.000267,0.000058,0.000023,0.000010,0.000009,0.000004,0.000001,-0.000000,0.000000,0.000000,0.141869,-0.002843,0.000086,0.000019,0.000008,0.000004,0.000003,0.000001,0.000001,0.000000,0.000000,0.000000,0.054151,-0.000855,0.000042,0.000010,0.000004,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.055431,-0.000737,0.000043,0.000011,0.000005,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.056603,-0.000667,0.000041,0.000011,0.000005,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.063377,-0.000709,0.000044,0.000012,0.000005,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.289032,-0.017396,-0.001529,-0.001825,-0.001756,-0.001719,-0.001693,-0.001729,-0.001746,-0.001761,-0.001757,-0.001774,0.080239,-0.004007,-0.000300,-0.000352,-0.000336,-0.000325,-0.000314,-0.000313,-0.000316,-0.000322,-0.000319,-0.000311,0.012038,-0.000519,-0.000033,-0.000036,-0.000031,-0.000028,-0.000025,-0.000023,-0.000022,-0.000021,-0.000020,-0.000019,0.012026,-0.000430,-0.000028,-0.000029,-0.000026,-0.000024,-0.000022,-0.000022,-0.000021,-0.000021,-0.000020,-0.000019,0.013577,-0.000405,-0.000027,-0.000025,-0.000024,-0.000021,-0.000020,-0.000020,-0.000019,-0.000020,-0.000019,-0.000018,0.018395,-0.000493,-0.000032,-0.000029,-0.000025,-0.000023,-0.000021,-0.000020,-0.000019,-0.000019,-0.000018,-0.000017
PR4_BGSz1_b01,-0.015239,1.000000,-0.011405,-0.000033,-0.000068,-0.000017,-0.000006,-0.000007,-0.000006,-0.000005,-0.000001,0.000001,-0.003390,0.259426,-0.002339,0.000076,0.000024,0.000013,0.000006,0.000001,-0.000000,-0.000000,0.000000,0.000001,-0.000127,0.058691,-0.000053,0.000097,0.000042,0.000018,0.000007,0.000002,0.000001,0.000001,0.000001,0.000000,0.000109,0.057875,0.000028,0.000118,0.000052,0.000023,0.000009,0.000003,0.000001,0.000001,0.000001,0.000001,0.000145,0.060983,0.000026,0.000124,0.000055,0.000024,0.000010,0.000003,0.000001,0.000001,0.000001,0.000001,0.000115,0.069791,0.000017,0.000135,0.000060,0.000026,0.000010,0.000003,0.000001,0.000001,0.000001,0.000001,-0.005908,0.459036,-0.007557,0.000169,0.000033,0.000015,0.000010,0.000005,0.000002,0.000000,0.000000,0.000000,-0.001624,0.126057,-0.001844,0.000051,0.000012,0.000005,0.000003,0.000002,0.000001,0.000001,0.000001,0.000000,-0.000389,0.035904,-0.000391,0.000021,0.000006,0.000003,0.000002,0.000001,0.000001,0.000001,0.000000,0.000000,-0.000308,0.036881,-0.000395,0.000024,0.000007,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,-0.000284,0.038605,-0.000410,0.000025,0.000007,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,-0.000320,0.043542,-0.000449,0.000027,0.000008,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,-0.002343,0.206725,-0.009424,-0.000922,-0.001021,-0.000974,-0.000963,-0.000974,-0.000988,-0.000988,-0.000993,-0.001003,-0.000675,0.061831,-0.002313,-0.000225,-0.000245,-0.000232,-0.000224,-0.000222,-0.000225,-0.000228,-0.000227,-0.000221,-0.000087,0.008553,-0.000262,-0.000024,-0.000023,-0.000020,-0.000018,-0.000017,-0.000016,-0.000015,-0.000015,-0.000014,-0.000071,0.008345,-0.000259,-0.000021,-0.000022,-0.000020,-0.000018,-0.000018,-0.000017,-0.000017,-0.000017,-0.000016,-0.000072,0.009357,-0.000288,-0.000021,-0.000023,-0.000020,-0.000019,-0.000018,-0.000018,-0.000018,-0.000018,-0.000017,-0.000096,0.012486,-0.000364,-0.000026,-0.000026,-0.000023,-0.000021,-0.000020,-0.000019,-0.000019,-0.000018,-0.000017
PR4_BGSz1_b02,0.000042,-0.011405,1.000000,-0.008242,-0.000050,-0.000037,-0.000010,-0.000008,-0.000007,-0.000005,-0.000002,0.000001,0.000155,-0.002479,0.242279,-0.001688,0.000039,0.000014,0.000007,0.000002,0.000000,-0.000000,0.000000,0.000001,0.000200,-0.000061,0.043557,-0.000048,0.000058,0.000023,0.000010,0.000004,0.000001,0.000001,0.000001,0.000000,0.000240,0.000033,0.040910,0.000057,0.000073,0.000030,0.000013,0.000005,0.000002,0.000001,0.000001,0.000001,0.000257,0.000031,0.043210,0.000067,0.000076,0.000032,0.000013,0.000005,0.000002,0.000001,0.000001,0.000001,0.000293,0.000021,0.049549,0.000055,0.000083,0.000034,0.000014,0.000005,0.000002,0.000001,0.000001,0.000001,-0.000044,-0.004306,0.426116,-0.004806,0.000090,0.000019,0.000009,0.000006,0.000002,0.000000,-0.000000,0.000000,0.000004,-0.001059,0.107744,-0.001122,0.000027,0.000007,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,0.000018,-0.000191,0.024485,-0.000200,0.000011,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,0.000023,-0.000191,0.024402,-0.000167,0.000012,0.000004,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000026,-0.000196,0.025628,-0.000164,0.000013,0.000004,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000030,-0.000216,0.029006,-0.000188,0.000014,0.000005,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000137,-0.001241,0.148206,-0.004371,-0.000478,-0.000490,-0.000476,-0.000475,-0.000483,-0.000479,-0.000486,-0.000492,0.000047,-0.000296,0.045226,-0.001241,-0.000137,-0.000138,-0.000131,-0.000128,-0.000130,-0.000130,-0.000131,-0.000128,0.000008,-0.000041,0.005947,-0.000153,-0.000015,-0.000014,-0.000012,-0.000011,-0.000010,-0.000010,-0.000009,-0.000009,0.000009,-0.000047,0.005702,-0.000131,-0.000014,-0.000013,-0.000012,-0.000011,-0.000011,-0.000011,-0.000011,-0.000010,0.000011,-0.000050,0.006358,-0.000130,-0.000014,-0.000013,-0.000012,-0.000012,-0.000012,-0.000011,-0.000011,-0.000011,0.000015,-0.000063,0.008342,-0.000166,-0.000016,-0.000015,-0.000014,-0.000013,-0.000012,-0.000012,-0.000012,-0.000011
PR4_BGSz1_b03,-0.000099,-0.000033,-0.008242,1.000000,-0.006159,-0.000063,-0.000028,-0.000011,-0.000008,-0.000004,-0.000002,0.000001,0.000040,0.000083,-0.001733,0.230256,-0.001265,0.000013,0.000006,0.000003,0.000000,0.000000,0.000000,0.000001,0.000084,0.000119,-0.000051,0.034571,-0.000047,0.000028,0.000012,0.000005,0.000002,0.000001,0.000001,0.000000,0.000111,0.000149,0.000062,0.031157,0.000008,0.000038,0.000016,0.000007,0.000002,0.000001,0.000001,0.000001,0.000130,0.000165,0.000076,0.032488,0.000019,0.000042,0.000018,0.000007,0.000003,0.000001,0.000001,0.000001,0.000152,0.000186,0.000064,0.036933,0.000023,0.000045,0.000019,0.000008,0.000003,0.000001,0.000001,0.000001,-0.000077,-0.000044,-0.002882,0.376132,-0.002874,0.000049,0.000010,0.000006,0.000003,0.000001,0.000000,0.000000,-0.000019,-0.000003,-0.000661,0.089677,-0.000651,0.000015,0.000004,0.000003,0.000001,0.000001,0.000001,0.000001,-0.000003,0.000008,-0.000097,0.016846,-0.000087,0.000005,0.000002,0.000001,0.000001,0.000001,0.000001,0.000000,-0.000000,0.000011,-0.000068,0.016560,-0.000080,0.000006,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000002,0.000013,-0.000070,0.017489,-0.000083,0.000007,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000003,0.000015,-0.000087,0.019662,-0.000087,0.000008,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,-0.000001,0.000087,-0.000505,0.109561,-0.002182,-0.000250,-0.000255,-0.000250,-0.000250,-0.000247,-0.000252,-0.000258,0.000004,0.000029,-0.000145,0.032279,-0.000639,-0.000074,-0.000073,-0.000070,-0.000070,-0.000070,-0.000071,-0.000069,0.000001,0.000004,-0.000020,0.003965,-0.000068,-0.000007,-0.000007,-0.000006,-0.000006,-0.000005,-0.000005,-0.000005,0.000002,0.000004,-0.000015,0.003943,-0.000071,-0.000008,-0.000007,-0.000007,-0.000007,-0.000006,-0.000006,-0.000006,0.000003,0.000005,-0.000018,0.004405,-0.000082,-0.000008,-0.000008,-0.000008,-0.000008,-0.000007,-0.000007,-0.000007,0.000004,0.000007,-0.000027,0.005650,-0.000095,-0.000010,-0.000009,-0.000009,-0.000008,-0.000008,-0.000008,-0.000008
PR4_BGSz1_b04,-0.000047,-0.000068,-0.000050,-0.006159,1.000000,-0.004954,-0.000077,-0.000027,-0.000012,-0.000006,-0.000002,0.000000,0.000020,0.000026,0.000041,-0.001277,0.218238,-0.000993,-0.000001,0.000001,0.000000,-0.000000,0.000000,0.000001,0.000042,0.000055,0.000066,-0.000050,0.028420,-0.000060,0.000014,0.000006,0.000002,0.000001,0.000001,0.000000,0.000056,0.000069,0.000083,0.000009,0.024828,-0.000023,0.000020,0.000009,0.000003,0.000001,0.000001,0.000001,0.000064,0.000075,0.000090,0.000019,0.025969,-0.000017,0.000022,0.000010,0.000004,0.000001,0.000001,0.000001,0.000078,0.000087,0.000102,0.000025,0.029213,-0.000023,0.000024,0.000010,0.000004,0.000001,0.000001,0.000001,-0.000052,-0.000052,-0.000022,-0.001872,0.325622,-0.001821,0.000028,0.000006,0.000004,0.000001,0.000000,0.000000,-0.000014,-0.000011,-0.000001,-0.000412,0.073001,-0.000391,0.000008,0.000003,0.000002,0.000001,0.000001,0.000000,-0.000003,0.000000,0.000005,-0.000045,0.011574,-0.000045,0.000003,0.000001,0.000001,0.000001,0.000001,0.000000,-0.000002,0.000001,0.000006,-0.000036,0.011049,-0.000039,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,-0.000002,0.000001,0.000007,-0.000035,0.011660,-0.000038,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,-0.000001,0.000002,0.000008,-0.000036,0.013080,-0.000045,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,-0.000009,0.000019,0.000058,-0.000220,0.079923,-0.001161,-0.000142,-0.000142,-0.000137,-0.000134,-0.000137,-0.000142,-0.000001,0.000007,0.000018,-0.000063,0.022020,-0.000322,-0.000040,-0.000039,-0.000037,-0.000037,-0.000038,-0.000037,0.000000,0.000001,0.000002,-0.000007,0.002517,-0.000033,-0.000004,-0.000003,-0.000003,-0.000003,-0.000003,-0.000003,0.000000,0.000001,0.000002,-0.000009,0.002589,-0.000035,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,-0.000003,0.000001,0.000001,0.000003,-0.000008,0.002907,-0.000037,-0.000005,-0.000004,-0.000004,-0.000004,-0.000004,-0.000004,0.000002,0.000002,0.000004,-0.000009,0.003665,-0.000048,-0.000006,-0.000005,-0.000005,-0.000005,-0.000004,-0.000004
PR4_BGSz1_b05,-0.000007,-0.000017,-0.000037,-0.000063,-0.004954,1.000000,-0.004285,-0.000083,-0.000024,-0.000009,-0.000003,-0.000001,0.000013,0.000015,0.000014,0.000014,-0.001002,0.205711,-0.000826,-0.000007,-0.000001,-0.000000,0.000000,0.000000,0.000021,0.000025,0.000028,0.000032,-0.000063,0.024372,-0.000060,0.000008,0.000003,0.000001,0.000001,0.000000,0.000026,0.000031,0.000035,0.000041,-0.000023,0.021170,-0.000037,0.000011,0.000004,0.000002,0.000001,0.000001,0.000031,0.000035,0.000039,0.000045,-0.000018,0.021838,-0.000035,0.000012,0.000005,0.000002,0.000001,0.000001,0.000037,0.000040,0.000044,0.000051,-0.000025,0.024270,-0.000039,0.000013,0.000005,0.000002,0.000001,0.000001,-0.000011,-0.000019,-0.000022,-0.000006,-0.001319,0.289980,-0.001324,0.000018,0.000004,0.000002,0.000001,0.000000,-0.000002,-0.000004,-0.000004,0.000001,-0.000275,0.060781,-0.000267,0.000005,0.000002,0.000001,0.000001,0.000000,0.000000,0.000001,0.000001,0.000003,-0.000028,0.008348,-0.000028,0.000002,0.000001,0.000001,0.000000,0.000000,0.000001,0.000001,0.000002,0.000004,-0.000020,0.007802,-0.000023,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000004,-0.000020,0.008180,-0.000025,0.000003,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000003,0.000005,-0.000024,0.009048,-0.000026,0.000003,0.000001,0.000001,0.000001,0.000001,0.000005,0.000014,0.000025,0.000036,-0.000128,0.058399,-0.000642,-0.000082,-0.000078,-0.000074,-0.000076,-0.000080,0.000002,0.000005,0.000007,0.000010,-0.000033,0.014720,-0.000164,-0.000021,-0.000021,-0.000020,-0.000020,-0.000020,0.000000,0.000001,0.000001,0.000001,-0.000004,0.001556,-0.000016,-0.000002,-0.000002,-0.000002,-0.000002,-0.000001,0.000001,0.000001,0.000001,0.000001,-0.000004,0.001671,-0.000018,-0.000002,-0.000002,-0.000002,-0.000002,-0.000002,0.000001,0.000001,0.000001,0.000001,-0.000004,0.001895,-0.000021,-0.000003,-0.000002,-0.000002,-0.000002,-0.000002,0.000001,0.000001,0.000002,0.000002,-0.000006,0.002311,-0.000024,-0.000003,-0.000003,-0.000003,-0.000003,-0.000002
PR4_BGSz1_b06,-0.000007,-0.000006,-0.000010,-0.000028,-0.000077,-0.004285,1.000000,-0.003975,-0.000075,-0.000020,-0.000007,-0.000002,0.000004,0.000007,0.000008,0.000006,-0.000001,-0.000836,0.194671,-0.000731,-0.000008,-0.000001,-0.000000,0.000000,0.000008,0.000010,0.000012,0.000014,0.000016,-0.000064,0.021756,-0.000058,0.000004,0.000002,0.000001,0.000000,0.000010,0.000013,0.000015,0.000018,0.000021,-0.000038,0.019050,-0.000042,0.000006,0.000002,0.000001,0.000001,0.000012,0.000014,0.000017,0.000020,0.000023,-0.000036,0.019741,-0.000041,0.000007,0.000003,0.000001,0.000001,0.000014,0.000017,0.000019,0.000022,0.000026,-0.000040,0.021697,-0.000045,0.000007,0.000003,0.000001,0.000001,-0.000006,-0.000004,-0.000004,-0.000008,-0.000004,-0.000973,0.267860,-0.001144,0.000012,0.000003,0.000001,0.000000,-0.000001,-0.000000,0.000000,-0.000000,0.000001,-0.000193,0.052901,-0.000218,0.000003,0.000001,0.000001,0.000000,0.000000,0.000001,0.000001,0.000001,0.000002,-0.000018,0.006635,-0.000021,0.000001,0.000001,0.000001,0.000000,0.000000,0.000001,0.000002,0.000002,0.000002,-0.000014,0.006160,-0.000018,0.000002,0.000001,0.000001,0.000000,0.000001,0.000001,0.000002,0.000002,0.000003,-0.000014,0.006448,-0.000019,0.000002,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000003,-0.000015,0.007068,-0.000020,0.000002,0.000001,0.000001,0.000001,0.000002,0.000012,0.000020,0.000024,0.000026,-0.000086,0.046645,-0.000408,-0.000051,-0.000047,-0.000047,-0.000050,0.000001,0.000004,0.000006,0.000007,0.000007,-0.000020,0.010716,-0.000095,-0.000013,-0.000012,-0.000012,-0.000012,0.000000,0.000001,0.000001,0.000001,0.000001,-0.000002,0.001047,-0.000009,-0.000001,-0.000001,-0.000001,-0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,-0.000002,0.001164,-0.000010,-0.000001,-0.000001,-0.000001,-0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,-0.000003,0.001317,-0.000011,-0.000002,-0.000001,-0.000001,-0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000003,0.001572,-0.000013,-0.000002,-0.000002,-0.000002,-0.000002
PR4_BGSz1_b07,-0.000006,-0.000007,-0.000008,-0.000011,-0.000027,-0.000083,-0.003975,1.000000,-0.003567,-0.000062,-0.000017,-0.000006,0.000001,0.000001,0.000002,0.000003,0.000001,-0.000007,-0.000740,0.183128,-0.000617,-0.000007,-0.000001,-0.000000,0.000003,0.000004,0.000005,0.000006,0.000007,0.000008,-0.000061,0.019813,-0.000051,0.000003,0.000001,0.000000,0.000003,0.000004,0.000006,0.000008,0.000010,0.000012,-0.000043,0.017653,-0.000040,0.000004,0.000001,0.000001,0.000004,0.000005,0.000006,0.000008,0.000011,0.000013,-0.000042,0.018347,-0.000040,0.000004,0.000002,0.000001,0.000005,0.000006,0.000007,0.000009,0.000012,0.000014,-0.000047,0.019897,-0.000044,0.000004,0.000002,0.000001,-0.000002,-0.000002,-0.000001,-0.000000,-0.000003,-0.000007,-0.000841,0.245660,-0.000904,0.000007,0.000003,0.000001,-0.000000,0.000000,0.000001,0.000001,0.000000,-0.000000,-0.000158,0.045585,-0.000162,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000015,0.005468,-0.000015,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,-0.000011,0.005120,-0.000013,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,-0.000012,0.005366,-0.000014,0.000001,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,-0.000013,0.005804,-0.000015,0.000001,0.000001,0.000001,0.000005,0.000010,0.000015,0.000020,0.000022,0.000021,-0.000073,0.040395,-0.000279,-0.000034,-0.000033,-0.000035,0.000001,0.000003,0.000004,0.000005,0.000006,0.000005,-0.000014,0.008409,-0.000061,-0.000009,-0.000008,-0.000008,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,-0.000001,0.000770,-0.000005,-0.000001,-0.000001,-0.000001,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,-0.000002,0.000876,-0.000006,-0.000001,-0.000001,-0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000002,0.000995,-0.000007,-0.000001,-0.000001,-0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000002,0.001154,-0.000008,-0.000001,-0.000001,-0.000001
PR4_BGSz1_b08,-0.000004,-0.000006,-0.000007,-0.000008,-0.000012,-0.000024,-0.000075,-0.003567,1.000000,-0.003136,-0.000054,-0.000015,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000001,-0.000008,-0.000618,0.170546,-0.000511,-0.000006,-0.000002,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000005,-0.000052,0.018065,-0.000044,0.000002,0.000001,0.000002,0.000002,0.000002,0.000003,0.000004,0.000005,0.000007,-0.000040,0.016437,-0.000036,0.000002,0.000001,0.000002,0.000002,0.000003,0.000003,0.000004,0.000005,0.000007,-0.000041,0.017136,-0.000037,0.000003,0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000006,0.000008,-0.000045,0.018435,-0.000040,0.000003,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000001,-0.000005,-0.000716,0.227764,-0.000681,0.000005,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000000,-0.000124,0.039304,-0.000115,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000011,0.004547,-0.000011,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000009,0.004302,-0.000009,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000009,0.004510,-0.000010,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000010,0.004834,-0.000010,0.000001,0.000001,0.000005,0.000009,0.000013,0.000016,0.000018,0.000018,0.000015,-0.000064,0.034186,-0.000193,-0.000025,-0.000026,0.000002,0.000002,0.000003,0.000004,0.000005,0.000005,0.000004,-0.000010,0.006413,-0.000040,-0.000006,-0.000005,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,-0.000001,0.000559,-0.000003,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,-0.000001,0.000648,-0.000004,-0.000001,-0.000001,0.000000,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,-0.000001,0.000734,-0.000005,-0.000001,-0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,-0.000001,0.000827,-0.000005,-0.000001,-0.000001
