element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Fe	1	"291.5980"	"0.0003"	"291.598647"	"0.000019"	"0"	""		"2.88199261"	"7.13262645"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d7.(4F).6s"	"5F"	"2"	3	5		""	"L11631c80"	
Fe	2	"291.6148"	"0.0005"	"291.615107"	"0.000013"	"900d?"	"5.e+04"	E	"0.98633380"	"5.23672772"	"3d6.(5D).4s"	"a 4D"	"7/2"	"3d6.(5D).4p"	"z 6F*"	"7/2"	8	8		"T6892c83"	"L18349c143"	
Fe	1	"291.6214"	"0.0003"	"291.621784"	"0.000019"	"3d"	""		"2.83252676"	"7.08282336"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"5"	"3d6.4s.(6D).5d"	"7G"	"5"	11	11		""	"L11631c80"	
Fe	2	"291.6214"	"0.0005"	"291.622465"	"0.000015"	"210bl(Fe I)"	"1.6e+06"	D+	"9.0036704"	"13.2539571"	"3d6.(3D).4p"	"w 4D*"	"5/2"	"3d6.(3F2).4d"	"2G"	"7/2"	6	8		"T6892c83"	"L18349c143"	
Fe	2	"291.6924"	"0.0005"	"291.692199"	"0.000015"	"700"	"2.3e+05"	D	"3.26732671"	"7.5165973"	"3d6.(3H).4s"	"b 2H"	"9/2"	"3d6.(3H).4p"	"z 4G*"	"11/2"	10	12		"T6892c83"	"L18349c143"	
Fe	2	"291.7084"	"0.0005"	"291.708507"	"0.000021"	"700"	"2.7e+06"	D+	"4.49479059"	"8.7438237"	"3d6.(3D).4s"	"b 2D"	"5/2"	"3d6.(3G).4p"	"x 2G*"	"7/2"	6	8		"T6892c83"	"L18349c143"	
Fe	2	"291.7462"	"0.0005"	"291.745157"	"0.000021"	"900bl(Fe II)*"	""		"3.9441623"	"8.1926616"	"3d7"	"b 2F"	"5/2"	"3d6.(3G).4p"	"x 4G*"	"5/2"	6	6		""	"L18349c143"	
Fe	2	"291.7462"	"0.0005"	"291.746596"	"0.000013"	"900bl(Fe II)*"	"1.4e+05"	E	"1.04046986"	"5.28894824"	"3d6.(5D).4s"	"a 4D"	"5/2"	"3d6.(5D).4p"	"z 6P*"	"7/2"	6	8		"T6892c83"	"L18349c143"	
Fe	2	"291.78334"	"0.00011"	"291.783366"	"0.000016"	"1400"	"2.4e+07"	D+	"8.0349812"	"12.2829242"	"3d6.(3P2).4p"	"z 2P*"	"1/2"	"3d6.(3P2).5s"	"2P"	"3/2"	2	4		"T6892c83"	"L18349c139"	
Fe	1	"291.7872"	"0.0004"	"291.78672"	"0.00003"	"2bl"	""		"3.01762252"	"7.2655167"	"3d6.4s2"	"b 3G"	"3"	"3d6.(3H).4s.4p.(1P*)"	"3G*"	"3"	7	7		""	"L11631c80"	
Fe	1	"291.80246"	"0.00022"	"291.80246"	"0.00004"	"2820bl"	"1.18e+08"	C+	"3.23672008"	"7.4843851"	"3d7.(2H).4s"	"b 3H"	"6"	"3d6.(3H).4s.4p.(1P*)"	"t 3H*"	"6"	13	13		"T5720"	"L11631"	
Fe	1	"291.81588"	"0.00018"	"291.815793"	"0.000019"	"110"	""		"2.87550352"	"7.12297453"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.4s.(6D).5d"	"7G"	"2"	5	5		""	"L11631"	
Fe	1	"291.83526"	"0.00007"	"291.835267"	"0.000019"	"680"	""		"2.42419831"	"6.67138589"	"3d6.4s2"	"a 3P2"	"1"	"3d7.(2P).4p"	"x 3S*"	"1"	3	3		""	"L11631"	
Fe	2	"291.85285"	"0.00004"	"291.852878"	"0.000013"	"4000"	"2.6e+07"	C+	"7.9196550"	"12.1665863"	"3d6.(3F2).4p"	"y 4G*"	"11/2"	"3d6.(3H).5s"	"e 4H"	"13/2"	12	14		"T6892c83"	"L18349c139"	
Fe	2	"291.8672"	"0.0005"	"291.866410"	"0.000018"	"120bl(Fe I)"	""		"9.4122703"	"13.6590048"	"3d6.(3D).4p"	"w 2F*"	"5/2"	"3d6.(3G).4d"	"4F"	"7/2"	6	8		""	"L18349c143"	
Fe	1	"291.8672"	"0.0003"	"291.866538"	"0.000024"	"1"	""		"3.11096179"	"7.35769434"	"3d7.(2P).4s"	"c 3P"	"0"	"3d6.4s.(4D).5p"	"3P*"	"1"	1	3		""	"L11631c80"	
Fe	1	"291.88167"	"0.00013"	"291.881715"	"0.000019"	"158"	""		"2.86539125"	"7.11190298"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.4s.(6D).5d"	"7G"	"3"	7	7		""	"L11631"	
Fe	2	"291.9085"	"0.0005"	"291.908614"	"0.000015"	"110d?"	"5.e+05"	D	"9.0036704"	"13.2497908"	"3d6.(3D).4p"	"w 4D*"	"5/2"	"3d6.(3F2).4d"	"4F"	"5/2"	6	6		"T6892c83"	"L18349c143"	
Fe	1	"291.92131"	"0.00018"	"291.921435"	"0.000019"	"170"	""		"2.87550352"	"7.12143749"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.4s.(6D).5d"	"7S"	"3"	5	7		""	"L11631"	
Fe	1	"291.9608"	"0.0003"	"291.96042"	"0.00004"	"0d?"	""		"3.25148176"	"7.4968489"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(3F2).4s.4p.(1P*)"	"r 3G*"	"4"	7	9		""	"L11631c80"	
Fe	1	"291.98403"	"0.00007"	"291.984079"	"0.000012"	"347"	"7.44e+06"	B	"2.42543332"	"6.67045638"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).6s"	"g 7D"	"5"	9	11		"T5720"	"L11631"	
Fe	2	"291.9993"	"0.0005"	"291.998860"	"0.000015"	"100"	""		"9.1118775"	"13.3566857"	"3d5.4s2"	"4F"	"7/2"	"3d5.(2D3).4s.4p.(3P*)"	"2D*"	"5/2"	8	6		""	"L18349c143"	
Fe	2	"292.01849"	"0.00006"	"292.018401"	"0.000015"	"2700"	"4.8e+07"	D+	"8.0384001"	"12.2829242"	"3d6.(3P2).4p"	"z 2P*"	"3/2"	"3d6.(3P2).5s"	"2P"	"3/2"	4	4		"T6892c83"	"L18349c139"	
Fe	1	"292.0283"	"0.0003"	"292.028212"	"0.000024"	"2"	""		"2.48437256"	"6.72875412"	"3d6.4s2"	"a 3P2"	"0"	"3d6.(3D).4s.4p.(3P*)"	"t 5P*"	"1"	1	3		""	"L11631c80"	
Fe	1	"292.0623"	"0.0003"	"292.061623"	"0.000019"	"0"	""		"2.45343044"	"6.69732648"	"3d6.4s2"	"a 3H"	"4"	"3d7.(4F).5p"	"3G*"	"4"	9	9		""	"L11631c80"	
Fe	1	"292.06904"	"0.00003"	"292.069081"	"0.000012"	"2750"	"6.38e+06"	B	"1.60789577"	"5.85168345"	"3d7.(4F).4s"	"a 3F"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"x 3F*"	"2"	5	5		"T5720"	"L11631"	
Fe	2	"292.0925"	"0.0005"	"292.092711"	"0.000021"	"80d?"	""		"9.8358352"	"14.0792796"	"3d5.(6S).4s.4p.(1P*)"	"x 6P*"	"7/2"	"3d6.(5D).6d"	"6F"	"9/2"	8	10		""	"L18349c143"	
Fe	1	"292.1031"	"0.0003"	"292.102842"	"0.000019"	"1"	""		"2.80829367"	"7.05159087"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"6"	"3d6.4s.(6D).5d"	"7G"	"6"	13	13		""	"L11631c80"	
Fe	1	"292.1602"	"0.0003"	"292.160074"	"0.000012"	"2d"	""		"2.19786640"	"6.44033241"	"3d7.(4P).4s"	"a 5P"	"2"	"3d6.(5D).4s (6D).5p"	"u 5P*"	"2"	5	5		""	"L11631c80"	
Fe	1	"292.1715"	"0.0003"	"292.171422"	"0.000012"	"2"	""		"2.45343044"	"6.69573167"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3D).4s.4p.(3P*)"	"t 5P*"	"3"	9	7		""	"L11631c80"	
Fe	1	"292.1771"	"0.0003"	"292.17717"	"0.00003"	"1"	""		"2.99035244"	"7.2325702"	"3d6.4s2"	"b 3G"	"4"	"3d6.(3H).4s.4p.(1P*)"	"3G*"	"4"	9	9		""	"L11631c80"	
Fe	2	"292.2025"	"0.0005"	"292.202269"	"0.000014"	"1100"	"3.8e+06"	D+	"3.90341906"	"8.1452725"	"3d6.(3D).4s"	"b 4D"	"7/2"	"3d6.(3G).4p"	"x 4G*"	"9/2"	8	10		"T6892c83"	"L18349c143"	
Fe	1	"292.22126"	"0.00018"	"292.221241"	"0.000019"	"100"	""		"2.87550352"	"7.11708156"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.4s.(6D).5d"	"5P"	"2"	5	5		""	"L11631"	
Fe	1	"292.23789"	"0.00018"	"292.237933"	"0.000012"	"158"	""		"1.60789577"	"5.84923154"	"3d7.(4F).4s"	"a 3F"	"2"	"3d7.(4P).4p"	"u 5D*"	"1"	5	3		""	"L11631"	
Fe	3	"292.2467"	"0.0013"	"292.2460"	"0.0008"	"240"	""		"20.604654"	"24.845873"	"3d5.(b 2G).4p"	"3H*"	"6"	"3d5.(4F).4d"	"5G"	"5"	13	11		""	"L3495,L1171"	
Fe	1	"292.26232"	"0.00013"	"292.262317"	"0.000019"	"288"	""		"2.88199261"	"7.12297453"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d6.4s.(6D).5d"	"7G"	"2"	3	5		""	"L11631"	
Fe	1	"292.32854"	"0.00003"	"292.32855"	"0.00004"	"1230"	"1.39e+08"	C+	"3.26711257"	"7.5071336"	"3d7.(2H).4s"	"b 3H"	"5"	"3d6.(3H).4s.4p.(1P*)"	"t 3H*"	"5"	11	11		"T5720"	"L11631"	
Fe	1	"292.3389"	"0.0003"	"292.338376"	"0.000019"	"1"	""		"2.42419831"	"6.66407690"	"3d6.4s2"	"a 3P2"	"1"	"3d6.(3G).4s.4p.(3P*)"	"3F*"	"2"	3	5		""	"L11631c80"	
Fe	1	"292.3430"	"0.0004"	"292.343377"	"0.000019"	"6bl"	""		"2.40407444"	"6.64388049"	"3d6.4s2"	"a 3H"	"6"	"3d7.(4F).5p"	"5G*"	"5"	13	11		""	"L11631c80"	
Fe	2	"292.34305"	"0.00003"	"292.343009"	"0.000021"	"1100bl(Fe I)"	""		"9.8300771"	"14.0698885"	"3d5.(6S).4s.4p.(1P*)"	"x 6P*"	"5/2"	"3d6.(5D).7s"	"4D"	"3/2"	6	4		""	"L18349c148"	
Fe	1	"292.34305"	"0.00007"	"292.343043"	"0.000019"	"680"	""		"2.86539125"	"7.10520213"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.4s.(6D).5d"	"7F"	"4"	7	9		""	"L11631"	
Fe	1	"292.38524"	"0.00003"	"292.385240"	"0.000019"	"2950"	"2.97e+07"	B	"2.69240763"	"6.93160665"	"3d7.(2G).4s"	"a 3G"	"5"	"3d7.(2H).4p"	"1H*"	"5"	11	11		"T5720"	"L11631"	
Fe	3	"292.3899"	"0.0013"	"292.3920"	"0.0003"	"1800"	"1.1e+06"	D	"10.434482"	"14.673582"	"3d5.(a 2F).4s"	"3F"	"4"	"3d5.(4G).4p"	"3F*"	"4"	9	9		"T6105"	"L3495"	
Fe	1	"292.39914"	"0.00018"	"292.39928"	"0.00003"	"89"	""		"2.69240763"	"6.9314031"	"3d7.(2G).4s"	"a 3G"	"5"	"3d6.(1G2).4s.4p.(3P*)"	"s 3G*"	"4"	11	9		""	"L11631"	
Fe	2	"292.4159"	"0.0005"	"292.416201"	"0.000020"	"600"	"5.e+05"	D	"4.7317602"	"8.9705104"	"3d6.(1D2).4s"	"c 2D"	"5/2"	"3d6.(3D).4p"	"w 4F*"	"7/2"	6	8		"T6892c83"	"L18349c142"	
Fe	1	"292.4355"	"0.0003"	"292.43529"	"0.00004"	"2"	""		"2.93984587"	"7.1783195"	"3d6.(5D).4s.4p.(3P*)"	"z 7P*"	"4"	"3d6.(5D).4s (6D).7s"	"7D"	"5"	9	11		""	"L11631c80"	
Fe	1	"292.4489"	"0.0003"	"292.448426"	"0.000012"	"0d?"	""		"1.55735733"	"5.79564049"	"3d7.(4F).4s"	"a 3F"	"3"	"3d7.(4P).4p"	"u 5D*"	"3"	7	7		""	"L11631c80"	
Fe	2	"292.4676"	"0.0005"	"292.466967"	"0.000016"	"140"	""		"9.1118775"	"13.3498919"	"3d5.4s2"	"4F"	"7/2"	"3d5.(2F1).4s.4p.(3P*)"	"4G*"	"9/2"	8	10		""	"L18349c142"	
Fe	1	"292.4811"	"0.0003"	"292.480599"	"0.000019"	"0d?"	""		"2.86539125"	"7.10320822"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"3"	"3d6.4s.(6D).5d"	"7P"	"2"	7	5		""	"L11631c80"	
Fe	1	"292.5096"	"0.0003"	"292.50980"	"0.00003"	"1d"	""		"3.03847046"	"7.2758644"	"3d6.(5D).4s.4p.(3P*)"	"z 7P*"	"2"	"3d6.4s.(6D).7s"	"7D"	"2"	5	5		""	"L11631c80"	
Fe	1	"292.53575"	"0.00003"	"292.535761"	"0.000019"	"1350"	"1.69e+07"	B	"2.75857762"	"6.99559552"	"3d7.(2G).4s"	"a 3G"	"3"	"3d6.(1I).4s.4p.(3P*)"	"u 3H*"	"4"	7	9		"T5720"	"L11631"	
Fe	1	"292.5639"	"0.0003"	"292.563612"	"0.000019"	"3d"	""		"2.42419831"	"6.66081289"	"3d6.4s2"	"a 3P2"	"1"	"3d6.(3D).4s.4p.(3P*)"	"5F*"	"2"	3	5		""	"L11631c80"	
Fe	1	"292.5710"	"0.0003"	"292.57093"	"0.00003"	"0"	""		"2.55917148"	"6.7956800"	"3d6.4s2"	"b 3F2"	"4"	"3d6.(3G).4s.4p.(3P*)"	"w 1G*"	"4"	9	9		""	"L11631c80"	
Fe	1	"292.57843"	"0.00007"	"292.578468"	"0.000019"	"347"	""		"2.87550352"	"7.11190298"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.4s.(6D).5d"	"7G"	"3"	5	7		""	"L11631"	
Fe	1	"292.58987"	"0.00007"	"292.589909"	"0.000012"	"910"	"8.10e+05"	B	"1.60789577"	"5.84412959"	"3d7.(4F).4s"	"a 3F"	"2"	"3d7.(4P).4p"	"w 3D*"	"2"	5	5		"T5720"	"L11631"	
Fe	1	"292.6019"	"0.0003"	"292.601813"	"0.000012"	"1"	""		"1.55735733"	"5.79341882"	"3d7.(4F).4s"	"a 3F"	"3"	"3d6.(3P2).4s.4p.(3P*)"	"y 3P*"	"2"	7	5		""	"L11631c80"	
Fe	2	"292.6082"	"0.0005"	"292.60717"	"0.00003"	"90d?"	""		"8.9322010"	"13.1681849"	"3d6.(3D).4p"	"w 4P*"	"3/2"	"3d6.(3F2).4d"	"2F"	"5/2"	4	6		""	"L18349c142"	
Fe	2	"292.6132"	"0.0005"	"292.613504"	"0.000014"	"100d"	"6.e+05"	D	"8.6301144"	"12.8660067"	"3d6.(3G).4p"	"y 2F*"	"7/2"	"3d6.(3H).4d"	"4G"	"9/2"	8	10		"T6892c83"	"L18349c142"	
Fe	1	"292.6246"	"0.0004"	"292.624699"	"0.000019"	"1bl"	""		"2.85122419"	"7.08695439"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.4s.(6D).5d"	"5P"	"3"	9	7		""	"L11631c80"	
Fe	1	"292.65520"	"0.00013"	"292.655196"	"0.000012"	"209"	""		"1.55735733"	"5.79264615"	"3d7.(4F).4s"	"a 3F"	"3"	"3d7.(4P).4p"	"u 5D*"	"4"	7	9		""	"L11631"	
Fe	2	"292.658524"	"0.000014"	"292.658526"	"0.000013"	"30000"	"5.1e+06"	C	"0.98633380"	"5.22157443"	"3d6.(5D).4s"	"a 4D"	"7/2"	"3d6.(5D).4p"	"z 6F*"	"9/2"	8	10		"T7589"	"L18349c139"	
Fe	1	"292.66151"	"0.00013"	"292.661408"	"0.000012"	"182"	""		"2.85122419"	"7.08642312"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.4s.(6D).5d"	"7G"	"4"	9	9		""	"L11631"	
Fe	1	"292.6694"	"0.0003"	"292.669008"	"0.000019"	"2"	""		"2.88199261"	"7.11708156"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d6.4s.(6D).5d"	"5P"	"2"	3	5		""	"L11631c80"	
Fe	1	"292.6768"	"0.0003"	"292.67633"	"0.00003"	"1"	""		"2.99035244"	"7.2253354"	"3d6.4s2"	"b 3G"	"4"	"3d6.4s.(4D).5p"	"3D*"	"3"	9	7		""	"L11631c80"	
Fe	1	"292.7549"	"0.0003"	"292.75501"	"0.00003"	"2"	""		"3.23672008"	"7.4705650"	"3d7.(2H).4s"	"b 3H"	"6"	"3d6.(3F2).4s.4p.(1P*)"	"r 3G*"	"5"	13	11		""	"L11631c80"	
Fe	2	"292.7597"	"0.0005"	"292.759595"	"0.000016"	"180"	"8.e+05"	D	"9.0036704"	"13.2374489"	"3d6.(3D).4p"	"w 4D*"	"5/2"	"3d6.(3F2).4d"	"4F"	"7/2"	6	8		"T6892c83"	"L18349c143"	
Fe	2	"292.7850"	"0.0003"	"292.784993"	"0.000016"	"250"	"2.9e+06"	D+	"9.0076893"	"13.2411006"	"3d6.(3D).4p"	"w 4D*"	"7/2"	"3d6.(5D).5d"	"4P"	"5/2"	8	6		"T6892c83"	"L18349c139"	
Fe	1	"292.78813"	"0.00013"	"292.78822"	"0.00004"	"151"	""		"2.42419831"	"6.6575630"	"3d6.4s2"	"a 3P2"	"1"	"3d6.(3D).4s.4p.(3P*)"	"5F*"	"1"	3	3		""	"L11631"	
Fe	2	"292.7956"	"0.0005"	"292.795824"	"0.000014"	"170d?"	"4.8e+06"	D+	"7.9877322"	"12.2209869"	"3d6.(3F2).4p"	"z 2F*"	"5/2"	"3d6.(3H).5s"	"e 4H"	"7/2"	6	8		"T6892c83"	"L18349c143"	
Fe	1	"292.81022"	"0.00013"	"292.810172"	"0.000012"	"209"	""		"2.17594512"	"6.40899243"	"3d7.(4P).4s"	"a 5P"	"3"	"3d6.(5D).4s (6D).5p"	"u 5P*"	"3"	7	7		""	"L11631"	
Fe	1	"292.8218"	"0.0003"	"292.82139"	"0.00003"	"1"	""		"2.99804479"	"7.2309299"	"3d6.(5D).4s.4p.(3P*)"	"z 7P*"	"3"	"3d6.4s.(6D).7s"	"5D"	"4"	7	9		""	"L11631c80"	
Fe	2	"292.85019"	"0.00011"	"292.850170"	"0.000015"	"800"	"2.4e+07"	D+	"8.2589171"	"12.4913863"	"3d6.(3G).4p"	"x 4F*"	"3/2"	"3d6.(3F2).5s"	"e 2F"	"5/2"	4	6		"T6892c83"	"L18349c139"	
Fe	1	"292.87495"	"0.00013"	"292.875009"	"0.000019"	"288"	""		"2.27860466"	"6.51071489"	"3d6.4s2"	"a 3P2"	"2"	"3d7.(2P).4p"	"u 3D*"	"1"	5	3		""	"L11631"	
Fe	1	"292.8805"	"0.0003"	"292.88047"	"0.00003"	"2"	""		"2.94879294"	"7.1808243"	"3d6.4s2"	"b 3G"	"5"	"3d6.4s.(4D).5p"	"3F*"	"4"	11	9		""	"L11631c80"	
Fe	1	"292.90069"	"0.00003"	"292.900692"	"0.000012"	"16600"	"5.10e+06"	B	"0.05156912"	"4.28330826"	"3d6.4s2"	"a 5D"	"3"	"3d7.(4F).4p"	"y 5F*"	"2"	7	5		"T5720"	"L11631"	
Fe	1	"292.91082"	"0.00007"	"292.910382"	"0.000019"	"2040"	""		"2.85122419"	"7.08282336"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.4s.(6D).5d"	"7G"	"5"	9	11		""	"L11631"	
Fe	1	"292.9117"	"0.0003"	"292.91177"	"0.00003"	"10"	"1.53e+08"	C+	"3.30140276"	"7.5329818"	"3d7.(2H).4s"	"b 3H"	"4"	"3d6.(3H).4s.4p.(1P*)"	"t 3H*"	"4"	9	9		"T5720"	"L11631c80"	
Fe	1	"292.92379"	"0.00013"	"292.923883"	"0.000019"	"158"	""		"2.85122419"	"7.08262833"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.4s.(6D).5d"	"5F"	"4"	9	9		""	"L11631"	
Fe	1	"292.9304"	"0.0003"	"292.93014"	"0.00003"	"0"	""		"2.87550352"	"7.1068173"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.4s.(6D).5d"	"7G"	"1"	5	3		""	"L11631c80"	
Fe	1	"292.96177"	"0.00007"	"292.961809"	"0.000012"	"490"	"6.72e+05"	C+	"1.60789577"	"5.83875215"	"3d7.(4F).4s"	"a 3F"	"2"	"3d6.(3F2).4s.4p.(3P*)"	"x 3F*"	"3"	5	7		"T5720"	"L11631"	
Fe	2	"293.0278"	"0.0005"	"293.027331"	"0.000015"	"110"	"1.1e+06"	D	"9.0075386"	"13.2374489"	"3d6.(3D).4p"	"w 4F*"	"9/2"	"3d6.(3F2).4d"	"4F"	"7/2"	10	8		"T6892c83"	"L18349c143"	
Fe	2	"293.0329"	"0.0005"	"293.032863"	"0.000021"	"100d?"	""		"9.2365863"	"13.4664169"	"3d6.(3D).4p"	"x 2D*"	"3/2"	"3d6.(3G).4d"	"4G"	"5/2"	4	6		""	"L18349c143"	
Fe	1	"293.0393"	"0.0003"	"293.03939"	"0.00004"	"1"	""		"3.26711257"	"7.4968489"	"3d7.(2H).4s"	"b 3H"	"5"	"3d6.(3F2).4s.4p.(1P*)"	"r 3G*"	"4"	11	9		""	"L11631c80"	
Fe	2	"293.0555"	"0.0005"	"293.055447"	"0.000018"	"100d?"	""		"9.1298598"	"13.3593643"	"3d5.4s2"	"4F"	"3/2"	"3d6.(5D).6p"	"4D*"	"1/2"	4	2		""	"L18349c143"	
Fe	2	""	""	"293.08522"	"0.00004"	""	"2.0e-03"	E	"0.38651921"	"4.6155941"	"3d7"	"a 4F"	"3/2"	"3d6.(1S2).4s"	"a 2S"	"1/2"	4	2	E2	"T8961"	""	
Fe	1	"293.1413"	"0.0003"	"293.141211"	"0.000012"	"3"	""		"2.45343044"	"6.68169765"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3D).4s.4p.(3P*)"	"5D*"	"3"	9	7		""	"L11631c80"	
Fe	2	"293.1468"	"0.0005"	"293.146334"	"0.000016"	"100"	""		"9.0999233"	"13.3281166"	"3d5.4s2"	"4F"	"5/2"	"3d6.(5D).6p"	"4D*"	"3/2"	6	4		""	"L18349c143"	
Fe	2	"293.1481"	"0.0005"	"293.147441"	"0.000018"	"800bl(Fe I)"	""		"3.33923354"	"7.5674109"	"3d6.(3P2).4s"	"b 2P"	"1/2"	"3d6.(3P2).4p"	"y 4P*"	"1/2"	2	2		""	"L18349c142"	
Fe	1	"293.1481"	"0.0004"	"293.147993"	"0.000019"	"(6)bl"	""		"2.93984587"	"7.16801526"	"3d6.(5D).4s.4p.(3P*)"	"z 7P*"	"4"	"3d6.(5D).4s (4D).4d"	"i 5D"	"3"	9	7		""	"L11631c81"	
Fe	1	"293.1657"	"0.0003"	"293.165712"	"0.000012"	"0d?"	""		"2.19786640"	"6.42578026"	"3d7.(4P).4s"	"a 5P"	"2"	"3d6.(5D).4s (6D).5p"	"u 5F*"	"2"	5	5		""	"L11631c80"	
Fe	1	"293.18033"	"0.00022"	"293.180216"	"0.000019"	"182bl*"	""		"2.87550352"	"7.10320822"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"2"	"3d6.4s.(6D).5d"	"7P"	"2"	5	5		""	"L11631"	
Fe	1	"293.18033"	"0.00022"	"293.180492"	"0.000019"	"182bl*"	""		"2.72754450"	"6.95524523"	"3d7.(2G).4s"	"a 3G"	"4"	"3d6.(3G).4s.4p.(3P*)"	"1F*"	"3"	9	7		""	"L11631"	
Fe	3	"293.2334"	"0.0013"	"293.2340"	"0.0004"	"490"	""		"10.214200"	"14.441129"	"3d5.(a 2D).4s"	"3D"	"3"	"3d5.(4G).4p"	"5F*"	"3"	7	7		""	"L3495"	
Fe	2	"293.3479"	"0.0005"	"293.348110"	"0.000020"	"320"	""		"3.96737644"	"8.1926616"	"3d7"	"b 2F"	"7/2"	"3d6.(3G).4p"	"x 4G*"	"5/2"	8	6		""	"L18349c142"	
Fe	2	"293.3718"	"0.0005"	"293.371457"	"0.000015"	"100d?"	"8.e+05"	D	"8.6301144"	"12.8550633"	"3d6.(3G).4p"	"y 2F*"	"7/2"	"3d6.(5D).5d"	"4F"	"9/2"	8	10		"T6892c83"	"L18349c142"	
Fe	1	"293.3804"	"0.0003"	"293.38008"	"0.00003"	"2"	""		"2.88199261"	"7.1068173"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"1"	"3d6.4s.(6D).5d"	"7G"	"1"	3	3		""	"L11631c80"	
Fe	2	"293.4012"	"0.0005"	"293.401059"	"0.000016"	"250"	""		"3.90341906"	"8.1279417"	"3d6.(3D).4s"	"b 4D"	"7/2"	"3d6.(3H).4p"	"z 2H*"	"9/2"	8	10		""	"L18349c142"	
Fe	2	"293.41464"	"0.00008"	"293.414701"	"0.000016"	"600"	"6.5e+06"	D+	"9.0075386"	"13.2318648"	"3d6.(3D).4p"	"w 4F*"	"9/2"	"3d6.(3H).4d"	"4F"	"9/2"	10	10		"T6892c83"	"L18349c139"	
Fe	2	"293.4253"	"0.0005"	"293.425173"	"0.000016"	"110d?"	"4.6e+05"	D	"9.0076893"	"13.2318648"	"3d6.(3D).4p"	"w 4D*"	"7/2"	"3d6.(3H).4d"	"4F"	"9/2"	8	10		"T6892c83"	"L18349c143"	
Fe	2	"293.4298"	"0.0005"	"293.429712"	"0.000022"	"110"	""		"8.5676090"	"12.7917192"	"3d5.(6S).4s.4p.(3P*)"	"x 4P*"	"5/2"	"3d6.(3G).5s"	"f 4G"	"5/2"	6	6		""	"L18349c142"	
Fe	1	"293.4371"	"0.0003"	"293.437042"	"0.000012"	"3"	""		"2.17594512"	"6.39994976"	"3d7.(4P).4s"	"a 5P"	"3"	"3d6.(5D).4s (6D).5p"	"u 5F*"	"3"	7	7		""	"L11631c80"	
Fe	2	"293.4492"	"0.0005"	"293.449254"	"0.000014"	"700d?"	"6.e+05"	D	"3.81430861"	"8.0381375"	"3d6.(3G).4s"	"b 2G"	"7/2"	"3d6.(3F2).4p"	"y 2G*"	"9/2"	8	10		"T6892c83"	"L18349c143"	
Fe	2	"293.4594"	"0.0005"	"293.459249"	"0.000013"	"120"	"8.e+05"	D	"8.7179023"	"12.9415873"	"3d6.(3G).4p"	"x 2G*"	"9/2"	"3d6.(5D).5d"	"6F"	"7/2"	10	8		"T6892c83"	"L18349c143"	
Fe	3	"293.4777"	"0.0013"	"293.4757"	"0.0004"	"210"	""		"10.217680"	"14.441129"	"3d5.(a 2D).4s"	"3D"	"2"	"3d5.(4G).4p"	"5F*"	"3"	5	7		""	"L3495"	
Fe	1	"293.5232"	"0.0004"	"293.522797"	"0.000019"	"0d,bl"	""		"2.85122419"	"7.07399482"	"3d6.(5D).4s.4p.(3P*)"	"z 7F*"	"4"	"3d6.4s.(6D).5d"	"5G"	"3"	9	7		""	"L11631c80"	
Fe	1	"293.5679"	"0.0003"	"293.56771"	"0.00009"	"1d"	""		"3.28302483"	"7.5051495"	"3d6.(5D).4s.4p.(3P*)"	"z 5D*"	"1"	"3d6.(5D).4p2.(3P)"	"7F"	"2"	3	5		""	"L11631c80"	
