element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Al	2	""	"624.307"	""	"3.11e+06"	C+	"13.076729"	"15.0621276"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Al	2	""	"624.320"	""	"2.79e+07"	B+	"13.076729"	"15.062086"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Al	2	"624.336"	"624.337"	"100"	"1.11e+08"	A	"13.076729"	"15.062034"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"3"	5	7		"T6298c4,LS"	"L3515"	
Al	3	""	"630.179"	""	"6.28e+05"	B+	"24.967343"	"26.934242"	"2p6.6d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"5/2"	6	6		"c32"	""	
Al	3	"630.185"	"630.179"	"2d*"	"9.42e+06"	A	"24.967343"	"26.934242"	"2p6.6d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"7/2"	6	8		"c32"	"L277"	
Al	3	"630.185"	"630.194"	"2d*"	"8.79e+06"	A	"24.967387"	"26.934242"	"2p6.6d"	"2D"	"3/2"	"2p6.9f"	"2F*"	"5/2"	4	6		"c32"	"L277"	
Al	2	""	"631.990"	""	"2.16e+05"	C+	"15.30839"	"17.269654"	"3s.4f"	"1F*"	"3"	"3s.6d"	"1D"	"2"	7	5		"T6533"	""	
Al	2	"633.5701"	"633.571"	"30"	"1.53e+07"	B	"13.649399"	"15.6057689"	"3s.3d"	"1D"	"2"	"3s.5p"	"1P*"	"1"	5	3		"T6533"	"L4575"	
Al	2	""	"649.313"	""	"2.16e+03"	E	"15.301941"	"17.210881"	"3s.4f"	"3F*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Al	2	""	"649.323"	""	"1.07e+05"	C	"15.301941"	"17.210850"	"3s.4f"	"3F*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Al	2	""	"649.323"	""	"9.59e+05"	C+	"15.301941"	"17.210850"	"3s.4f"	"3F*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Al	2	""	"649.396"	""	"7.64e+04"	C	"15.302186"	"17.210881"	"3s.4f"	"3F*"	"3"	"3s.6d"	"3D"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"649.407"	""	"8.52e+05"	C+	"15.302186"	"17.210850"	"3s.4f"	"3F*"	"3"	"3s.6d"	"3D"	"2"	7	5		"T6298c4,LS"	""	
Al	2	"649.545"	"649.519"	""	"8.80e+05"	C+	"15.302546"	"17.210881"	"3s.4f"	"3F*"	"4"	"3s.6d"	"3D"	"3"	9	7		"T6298c4,LS"	"L3471"	
Al	3	"654.312"	"654.312"	"2d*"	""		"25.041232"	"26.935588"	"2p6.6f"	"2F*"	"7/2"	"2p6.9g"	"2G"	"9/2"	8	10		""	"L277"	
Al	3	"654.312"	"654.312"	"2d*"	""		"25.041232"	"26.935588"	"2p6.6f"	"2F*"	"7/2"	"2p6.9g"	"2G"	"7/2"	8	8		""	"L277"	
Al	3	"654.312"	"654.312"	"2d*"	""		"25.041232"	"26.935588"	"2p6.6f"	"2F*"	"5/2"	"2p6.9g"	"2G"	"7/2"	6	8		""	"L277"	
Al	3	"655.618"	"655.618"	"2d*"	""		"25.045252"	"26.935834"	"2p6.6g"	"2G"	"7/2"	"2p6.9h"	"2H*"	"9/2"	8	10		""	"L277"	
Al	3	"655.618"	"655.618"	"2d*"	""		"25.045252"	"26.935834"	"2p6.6g"	"2G"	"9/2"	"2p6.9h"	"2H*"	"9/2"	10	10		""	"L277"	
Al	3	"655.618"	"655.618"	"2d*"	""		"25.045252"	"26.935834"	"2p6.6g"	"2G"	"9/2"	"2p6.9h"	"2H*"	"11/2"	10	12		""	"L277"	
Al	2	"660.964"	"660.981"	""	"2.20e+06"	C+	"15.472500"	"17.347743"	"3s.4d"	"1D"	"2"	"3s.7p"	"1P*"	"1"	5	3		"T6533"	"L3515"	
Al	1	"669.6015"	"669.6018"	"13"	"1.00e+06"	C+	"3.1427212"	"4.9938210"	"3s2.4s"	"2S"	"1/2"	"3s2.5p"	"2P*"	"3/2"	2	4		"u36,LS"	"L4737"	
Al	2	"669.639"	"669.64302"	"2"	"2.74e+05"	C+	"14.8896243"	"16.7406102"	"3s.5s"	"3S"	"1"	"3s.6p"	"3P*"	"2"	3	5		"T6298c4,LS"	"L3471"	
Al	1	"669.8673"	"669.8667"	"11"	"1.00e+06"	C+	"3.1427212"	"4.9930889"	"3s2.4s"	"2S"	"1/2"	"3s2.5p"	"2P*"	"1/2"	2	2		"u36,LS"	"L4737"	
Al	2	"669.946"	"669.93138"	"1"	"2.73e+05"	C	"14.8896243"	"16.7398135"	"3s.5s"	"3S"	"1"	"3s.6p"	"3P*"	"1"	3	3		"T6298c4,LS"	"L3471"	
Al	2	""	"670.08477"	""	"2.74e+05"	C	"14.8896243"	"16.7393899"	"3s.5s"	"3S"	"1"	"3s.6p"	"3P*"	"0"	3	1		"T6298c4,LS"	""	
Al	2	""	"677.710"	""	""		"16.467940"	"18.29689"	"3s.5d"	"3D"	"3"	"3s.11p"	"3P*"	"2"	7	5		""	""	
Al	1	"678.52"	"678.4242"	"1"	""		"4.0216502"	"[5.848678]"	"3s2.3d"	"2D"	"5/2"	"3s2.10f"	"2F*"	"7/2"	6	8		""	"L7415"	
Al	2	"681.669"	"681.689"	"10"	"1.20e+07"	B	"13.071347"	"14.8896243"	"3s.4p"	"3P*"	"0"	"3s.5s"	"3S"	"1"	1	3		"T6298c4,LS"	"L3515"	
Al	2	"682.348"	"682.339"	"50"	"3.59e+07"	B+	"13.073080"	"14.8896243"	"3s.4p"	"3P*"	"1"	"3s.5s"	"3S"	"1"	3	3		"T6298c4,LS"	"L3515"	
Al	2	"683.714"	"683.713"	"80"	"5.94e+07"	B+	"13.076729"	"14.8896243"	"3s.4p"	"3P*"	"2"	"3s.5s"	"3S"	"1"	5	3		"T6298c4,LS"	"L3515"	
Al	1	""	"690.5638"	""	"1.08e+06"	D	"4.0214836"	"[5.816394]"	"3s2.3d"	"2D"	"3/2"	"3s2.9f"	"2F*"	"5/2"	4	6		"u36,LS"	""	
Al	1	""	"690.6279"	""	"7.69e+04"	E	"4.0216502"	"[5.816394]"	"3s2.3d"	"2D"	"5/2"	"3s2.9f"	"2F*"	"5/2"	6	6		"u36,LS"	""	
Al	1	"690.64"	"690.6279"	"3"	"1.15e+06"	C	"4.0216502"	"[5.816394]"	"3s2.3d"	"2D"	"5/2"	"3s2.9f"	"2F*"	"7/2"	6	8		"u36,LS"	"L7415"	
Al	2	"691.793"	"691.793"	"10"	"9.90e+06"	B+	"15.472500"	"17.2642222"	"3s.4d"	"1D"	"2"	"3s.6f"	"1F*"	"3"	5	7		"T6533"	"L3515"	
Al	2	"691.996"	"692.034"	"1"	"1.00e+08"	A	"13.256460"	"15.0475561"	"3s.4p"	"1P*"	"1"	"3s.5s"	"1S"	"0"	3	1		"T6533"	"L3471"	
Al	3	""	"701.651"	""	"7.72e+06"	A	"24.254002"	"26.020550"	"2p6.6p"	"2P*"	"1/2"	"2p6.8s"	"2S"	"1/2"	2	2		"c32"	""	
Al	2	""	"702.464"	""	"2.15e+05"	C+	"13.841265"	"15.6057689"	"3p2"	"1S"	"0"	"3s.5p"	"1P*"	"1"	1	3		"T6533"	""	
Al	3	""	"702.638"	""	"1.54e+07"	A+	"24.256484"	"26.020550"	"2p6.6p"	"2P*"	"3/2"	"2p6.8s"	"2S"	"1/2"	4	2		"c32"	""	
Al	2	"704.206"	"704.208"	"100"	"5.78e+07"	A+	"11.316596"	"13.076729"	"3s.4s"	"3S"	"1"	"3s.4p"	"3P*"	"2"	3	5		"c47"	"L3515"	
Al	2	"705.660"	"705.671"	"50"	"5.74e+07"	A	"11.316596"	"13.073080"	"3s.4s"	"3S"	"1"	"3s.4p"	"3P*"	"1"	3	3		"c47"	"L3515"	
Al	2	"706.364"	"706.368"	"10"	"5.73e+07"	A	"11.316596"	"13.071347"	"3s.4s"	"3S"	"1"	"3s.4p"	"3P*"	"0"	3	1		"c47"	"L3515"	
Al	1	"708.3968"	"708.3969"	"5"	"1.54e+06"	C+	"4.0214836"	"5.7712093"	"3s2.3d"	"2D"	"3/2"	"3s2.8f"	"2F*"	"5/2"	4	6		"u36,LS"	"L4737"	
Al	1	""	"708.4643"	""	"1.10e+05"	E	"4.0216502"	"5.7712093"	"3s2.3d"	"2D"	"5/2"	"3s2.8f"	"2F*"	"5/2"	6	6		"u36,LS"	""	
Al	1	"708.4644"	"708.4643"	"6"	"1.65e+06"	C+	"4.0216502"	"5.7712093"	"3s2.3d"	"2D"	"5/2"	"3s2.8f"	"2F*"	"7/2"	6	8		"u36,LS"	"L4737"	
Al	2	""	"713.289"	""	"2.59e+06"	C	"16.544168"	"18.28189"	"3s.5f"	"3F*"	"2"	"3s.10g"	"3G"	"3"	5	7		"T6298c4,LS"	""	
Al	2	""	"713.563"	""	"2.27e+05"	E	"16.544833"	"18.28189"	"3s.5f"	"3F*"	"3"	"3s.10g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"713.563"	""	"2.64e+06"	C	"16.544833"	"18.28189"	"3s.5f"	"3F*"	"3"	"3s.10g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"713.919"	""	"3.45e+03"	E	"16.545700"	"18.28189"	"3s.5f"	"3F*"	"4"	"3s.10g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Al	2	""	"713.919"	""	"1.75e+05"	E	"16.545700"	"18.28189"	"3s.5f"	"3F*"	"4"	"3s.10g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Al	2	""	"713.919"	""	"2.81e+06"	C	"16.545700"	"18.28189"	"3s.5f"	"3F*"	"4"	"3s.10g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Al	3	""	"719.043"	""	"3.40e+04"	B+	"23.741019"	"25.464838"	"2p6.6s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"3/2"	2	4		"c32"	""	
Al	3	""	"719.666"	""	"4.38e+04"	B+	"23.741019"	"25.463347"	"2p6.6s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"1/2"	2	2		"c32"	""	
Al	2	""	"725.931"	""	"2.68e+06"	C	"16.574428"	"18.28189"	"3s.5f"	"1F*"	"3"	"3s.10g"	"1G"	"4"	7	9		"T6298c4"	""	
Al	2	""	"727.283"	""	"1.50e+05"	C	"16.3926349"	"18.096925"	"3s.6s"	"3S"	"1"	"3p.4s"	"3P*"	"2"	3	5		"T6298c4,LS"	""	
Al	2	""	"730.815"	""	"2.56e+06"	C	"16.467940"	"18.163991"	"3s.5d"	"3D"	"3"	"3s.9f"	"3F*"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"730.890"	""	"2.27e+06"	C	"16.467928"	"18.163808"	"3s.5d"	"3D"	"2"	"3s.9f"	"3F*"	"3"	5	7		"T6298c4,LS"	""	
Al	2	""	"730.894"	""	"2.85e+05"	E	"16.467940"	"18.163808"	"3s.5d"	"3D"	"3"	"3s.9f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"730.948"	""	"3.99e+05"	E	"16.467928"	"18.163673"	"3s.5d"	"3D"	"2"	"3s.9f"	"3F*"	"2"	5	5		"T6298c4,LS"	""	
Al	2	""	"730.953"	""	"1.12e+04"	E	"16.467940"	"18.163673"	"3s.5d"	"3D"	"3"	"3s.9f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	""	"730.956"	""	"2.15e+06"	C	"16.467947"	"18.163673"	"3s.5d"	"3D"	"1"	"3s.9f"	"3F*"	"2"	3	5		"T6298c4,LS"	""	
Al	1	""	"732.7472"	""	"3.66e+05"	D	"4.0852554"	"5.776835"	"3s2.4p"	"2P*"	"1/2"	"3s2.8d"	"2D"	"3/2"	2	4		"u36,LS"	""	
Al	1	""	"733.5645"	""	"4.37e+05"	C	"4.0872183"	"5.776914"	"3s2.4p"	"2P*"	"3/2"	"3s2.8d"	"2D"	"5/2"	4	6		"u36,LS"	""	
Al	1	""	"733.5985"	""	"7.28e+04"	E	"4.0872183"	"5.776835"	"3s2.4p"	"2P*"	"3/2"	"3s2.8d"	"2D"	"3/2"	4	4		"u36,LS"	""	
Al	2	""	"734.056"	""	"1.46e+05"	C	"16.3926349"	"18.081198"	"3s.6s"	"3S"	"1"	"3p.4s"	"3P*"	"1"	3	3		"T6298c4,LS"	""	
Al	1	"736.1568"	"736.1568"	"8"	"2.32e+06"	C+	"4.0214836"	"5.7052289"	"3s2.3d"	"2D"	"3/2"	"3s2.7f"	"2F*"	"5/2"	4	6		"u36,LS"	"L4737"	
Al	1	""	"736.2296"	""	"1.66e+05"	D	"4.0216502"	"5.7052289"	"3s2.3d"	"2D"	"5/2"	"3s2.7f"	"2F*"	"5/2"	6	6		"u36,LS"	""	
Al	1	"736.2297"	"736.2296"	"9"	"2.49e+06"	C+	"4.0216502"	"5.7052289"	"3s2.3d"	"2D"	"5/2"	"3s2.7f"	"2F*"	"7/2"	6	8		"u36,LS"	"L4737"	
Al	2	""	"737.226"	""	"1.44e+05"	D	"16.3926349"	"18.073939"	"3s.6s"	"3S"	"1"	"3p.4s"	"3P*"	"0"	3	1		"T6298c4,LS"	""	
Al	2	""	"737.659"	""	"4.80e+05"	C+	"15.0475561"	"16.727874"	"3s.5s"	"1S"	"0"	"3s.6p"	"1P*"	"1"	1	3		"T6533"	""	
Al	2	""	"738.424"	""	"1.06e+06"	C+	"15.062034"	"16.7406102"	"3s.4d"	"3D"	"3"	"3s.6p"	"3P*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	""	"738.447"	""	"1.88e+05"	C+	"15.062086"	"16.7406102"	"3s.4d"	"3D"	"2"	"3s.6p"	"3P*"	"2"	5	5		"T6298c4,LS"	""	
Al	2	""	"738.46495"	""	"1.25e+04"	D	"15.0621276"	"16.7406102"	"3s.4d"	"3D"	"1"	"3s.6p"	"3P*"	"2"	3	5		"T6298c4,LS"	""	
Al	2	""	"738.798"	""	"9.40e+05"	C+	"15.062086"	"16.7398135"	"3s.4d"	"3D"	"2"	"3s.6p"	"3P*"	"1"	5	3		"T6298c4,LS"	""	
Al	2	""	"738.81564"	""	"3.14e+05"	C+	"15.0621276"	"16.7398135"	"3s.4d"	"3D"	"1"	"3s.6p"	"3P*"	"1"	3	3		"T6298c4,LS"	""	
Al	2	""	"739.00220"	""	"1.25e+06"	C+	"15.0621276"	"16.7393899"	"3s.4d"	"3D"	"1"	"3s.6p"	"3P*"	"0"	3	1		"T6298c4,LS"	""	
Al	2	"744.942"	"744.944"	"50"	"1.16e+07"	A	"15.6057689"	"17.269654"	"3s.5p"	"1P*"	"1"	"3s.6d"	"1D"	"2"	3	5		"T6533"	"L3515"	
Al	2	"747.141"	"747.141"	"90"	"5.57e+07"	B+	"13.649399"	"15.30839"	"3s.3d"	"1D"	"2"	"3s.4f"	"1F*"	"3"	5	7		"T6298c4"	"L3515"	
Al	3	""	"753.934"	""	"3.63e+06"	A	"24.254002"	"25.898046"	"2p6.6p"	"2P*"	"1/2"	"2p6.7d"	"2D"	"3/2"	2	4		"c32"	""	
Al	3	""	"755.074"	""	"7.10e+05"	A	"24.256484"	"25.898046"	"2p6.6p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"3/2"	4	4		"c32"	""	
Al	3	""	"755.074"	""	"4.26e+06"	A+	"24.256484"	"25.898046"	"2p6.6p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"5/2"	4	6		"c32"	""	
Al	1	"755.4162"	"755.4164"	"1"	""		"4.0852554"	"5.7260732"	"3s2.4p"	"2P*"	"1/2"	"3s2.9s"	"2S"	"1/2"	2	2		""	"L4737"	
Al	1	"756.3214"	"756.3212"	"3"	""		"4.0872183"	"5.7260732"	"3s2.4p"	"2P*"	"3/2"	"3s2.9s"	"2S"	"1/2"	4	2		""	"L4737"	
Al	1	"760.6159"	"760.6162"	"5"	"4.36e+05"	D	"4.0852554"	"5.7148562"	"3s2.4p"	"2P*"	"1/2"	"3s2.7d"	"2D"	"3/2"	2	4		"u36,LS"	"L4737"	
Al	2	""	"760.899"	""	"3.09e+04"	D	"16.467928"	"18.096925"	"3s.5d"	"3D"	"2"	"3p.4s"	"3P*"	"2"	5	5		"T6298c4,LS"	""	
Al	2	""	"760.904"	""	"1.72e+05"	C+	"16.467940"	"18.096925"	"3s.5d"	"3D"	"3"	"3p.4s"	"3P*"	"2"	7	5		"T6298c4,LS"	""	
Al	2	""	"760.907"	""	"2.05e+03"	E	"16.467947"	"18.096925"	"3s.5d"	"3D"	"1"	"3p.4s"	"3P*"	"2"	3	5		"T6298c4,LS"	""	
Al	1	"761.4820"	"761.4820"	"7"	"5.20e+05"	C	"4.0872183"	"5.7149663"	"3s2.4p"	"2P*"	"3/2"	"3s2.7d"	"2D"	"5/2"	4	6		"u36,LS"	"L4737"	
Al	1	"761.5339"	"761.5335"	"1"	"8.68e+04"	E	"4.0872183"	"5.7148562"	"3s2.4p"	"2P*"	"3/2"	"3s2.7d"	"2D"	"3/2"	4	4		"u36,LS"	"L4737"	
Al	2	"762.448"	"762.466"	"5"	"4.59e+06"	B	"15.585203"	"17.210850"	"3s.5p"	"3P*"	"0"	"3s.6d"	"3D"	"1"	1	3		"T6298c4,LS"	"L3515"	
Al	2	"762.785"	"762.797"	"10"	"6.20e+06"	B	"15.5859083"	"17.210850"	"3s.5p"	"3P*"	"1"	"3s.6d"	"3D"	"2"	3	5		"T6298c4,LS"	"L3515"	
Al	2	""	"762.797"	""	"3.45e+06"	C+	"15.5859083"	"17.210850"	"3s.5p"	"3P*"	"1"	"3s.6d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Al	3	""	"763.522"	""	"3.55e+06"	A+	"23.417834"	"25.041232"	"2p6.5d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"5/2"	6	6		"c32"	""	
Al	2	"763.533"	"763.532"	"20"	"8.25e+06"	B+	"15.5875046"	"17.210881"	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	"L3515"	
Al	3	"763.537"	"763.522"	"7d*"	"5.33e+07"	A+	"23.417834"	"25.041232"	"2p6.5d"	"2D"	"5/2"	"2p6.6f"	"2F*"	"7/2"	6	8		"c32"	"L277"	
Al	3	"763.537"	"763.560"	"7d*"	"4.97e+07"	A+	"23.417915"	"25.041232"	"2p6.5d"	"2D"	"3/2"	"2p6.6f"	"2F*"	"5/2"	4	6		"c32"	"L277"	
Al	2	""	"763.547"	""	"2.29e+05"	C	"15.5875046"	"17.210850"	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Al	2	""	"763.547"	""	"2.06e+06"	C+	"15.5875046"	"17.210850"	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Al	3	"766.0259"	"766.026"	"6"	"3.80e+07"	A+	"22.122926"	"23.741019"	"2p6.5p"	"2P*"	"1/2"	"2p6.6s"	"2S"	"1/2"	2	2		"c32"	"L277"	
Al	3	"768.1971"	"768.197"	"7"	"7.60e+07"	A+	"22.127500"	"23.741019"	"2p6.5p"	"2P*"	"3/2"	"2p6.6s"	"2S"	"1/2"	4	2		"c32"	"L277"	
Al	2	""	"768.316"	""	"1.50e+05"	C	"16.467928"	"18.081198"	"3s.5d"	"3D"	"2"	"3p.4s"	"3P*"	"1"	5	3		"T6298c4,LS"	""	
Al	2	""	"768.325"	""	"4.99e+04"	D	"16.467947"	"18.081198"	"3s.5d"	"3D"	"1"	"3p.4s"	"3P*"	"1"	3	3		"T6298c4,LS"	""	
Al	2	""	"770.252"	""	"3.68e+06"	C+	"16.544168"	"18.15338"	"3s.5f"	"3F*"	"2"	"3s.9g"	"3G"	"3"	5	7		"T6298c4,LS"	""	
Al	2	""	"770.571"	""	"3.22e+05"	E	"16.544833"	"18.15338"	"3s.5f"	"3F*"	"3"	"3s.9g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Al	2	""	"770.571"	""	"3.75e+06"	C+	"16.544833"	"18.15338"	"3s.5f"	"3F*"	"3"	"3s.9g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Al	2	""	"770.986"	""	"4.90e+03"	E	"16.545700"	"18.15338"	"3s.5f"	"3F*"	"4"	"3s.9g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Al	2	""	"770.986"	""	"2.50e+05"	E	"16.545700"	"18.15338"	"3s.5f"	"3F*"	"4"	"3s.9g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Al	2	""	"770.986"	""	"4.00e+06"	C+	"16.545700"	"18.15338"	"3s.5f"	"3F*"	"4"	"3s.9g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Al	2	""	"771.798"	""	"1.97e+05"	C	"16.467947"	"18.073939"	"3s.5d"	"3D"	"1"	"3p.4s"	"3P*"	"0"	3	1		"T6298c4,LS"	""	
Al	2	""	"773.088"	""	"1.43e+07"	C+	"15.6057689"	"17.209081"	"3s.5p"	"1P*"	"1"	"3s.7s"	"1S"	"0"	3	1		"T6298c4"	""	
Al	2	"781.231"	"781.233"	"5"	"1.55e+06"	C	"15.585203"	"17.171798"	"3s.5p"	"3P*"	"0"	"3s.7s"	"3S"	"1"	1	3		"T6298c4,LS"	"L3515"	
Al	2	"781.583"	"781.581"	"10"	"4.64e+06"	C+	"15.5859083"	"17.171798"	"3s.5p"	"3P*"	"1"	"3s.7s"	"3S"	"1"	3	3		"T6298c4,LS"	"L3515"	
Al	2	"782.372"	"782.368"	"20"	"7.70e+06"	C+	"15.5875046"	"17.171798"	"3s.5p"	"3P*"	"2"	"3s.7s"	"3S"	"1"	5	3		"T6298c4,LS"	"L3515"	
Al	1	"783.5309"	"783.5309"	"11"	"3.71e+06"	B	"4.0214836"	"5.6034263"	"3s2.3d"	"2D"	"3/2"	"3s2.6f"	"2F*"	"5/2"	4	6		"u36,LS"	"L4737"	
Al	1	"783.6134"	"783.6134"	"12*"	"2.65e+05"	C+	"4.0216502"	"5.6034263"	"3s2.3d"	"2D"	"5/2"	"3s2.6f"	"2F*"	"5/2"	6	6		"u36,LS"	"L4737"	
Al	1	"783.6134"	"783.6134"	"12*"	"3.97e+06"	B+	"4.0216502"	"5.6034263"	"3s2.3d"	"2D"	"5/2"	"3s2.6f"	"2F*"	"7/2"	6	8		"u36,LS"	"L4737"	
Al	3	"788.1790"	"788.178"	"9"	"5.53e+07"	A+	"20.554884"	"22.127500"	"2p6.4d"	"2D"	"5/2"	"2p6.5p"	"2P*"	"3/2"	6	4		"c32"	"L277"	
Al	3	"788.2516"	"788.252"	"6"	"6.14e+06"	A+	"20.555032"	"22.127500"	"2p6.4d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"3/2"	4	4		"c32"	"L277"	
Al	3	"790.5513"	"790.551"	"8"	"6.12e+07"	A+	"20.555032"	"22.122926"	"2p6.4d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"1/2"	4	2		"c32"	"L277"	
Al	3	""	"792.158"	""	"8.82e+05"	A	"24.967343"	"26.532058"	"2p6.6d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"5/2"	6	6		"c32"	""	
Al	3	"792.166"	"792.158"	"2d*"	"1.32e+07"	A+	"24.967343"	"26.532058"	"2p6.6d"	"2D"	"5/2"	"2p6.8f"	"2F*"	"7/2"	6	8		"c32"	"L277"	
Al	3	"792.166"	"792.180"	"2d*"	"1.23e+07"	A+	"24.967387"	"26.532058"	"2p6.6d"	"2D"	"3/2"	"2p6.8f"	"2F*"	"5/2"	4	6		"c32"	"L277"	
Al	1	"799.3048"	"799.3045"	"5"	""		"4.0852554"	"5.6359800"	"3s2.4p"	"2P*"	"1/2"	"3s2.8s"	"2S"	"1/2"	2	2		""	"L4737"	
Al	1	"800.3186"	"800.3175"	"7"	""		"4.0872183"	"5.6359800"	"3s2.4p"	"2P*"	"3/2"	"3s2.8s"	"2S"	"1/2"	4	2		""	"L4737"	
Al	1	"806.5968"	"806.5969"	"6"	"4.42e+05"	C+	"4.0852554"	"5.6219600"	"3s2.4p"	"2P*"	"1/2"	"3s2.6d"	"2D"	"3/2"	2	4		"u36,LS"	"L4737"	
Al	1	"807.5353"	"807.5353"	"8"	"5.28e+05"	C+	"4.0872183"	"5.6221371"	"3s2.4p"	"2P*"	"3/2"	"3s2.6d"	"2D"	"5/2"	4	6		"u36,LS"	"L4737"	
Al	1	"807.6289"	"807.6285"	"2"	"8.81e+04"	C	"4.0872183"	"5.6219600"	"3s2.4p"	"2P*"	"3/2"	"3s2.6d"	"2D"	"3/2"	4	4		"u36,LS"	"L4737"	
Al	2	"808.691"	"808.686"	"5"	"2.02e+06"	C	"16.6035135"	"18.136247"	"3s.5d"	"1D"	"2"	"3s.9f"	"1F*"	"3"	5	7		"T6298c4"	"L3515"	
Al	2	"811.972"	"811.965"	"15"	"2.91e+06"	C+	"16.467940"	"17.994485"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L3515"	
Al	2	""	"812.188"	""	"3.24e+05"	C	"16.467940"	"17.994066"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Al	2	"812.189"	"812.182+"	"2"	""		"16.467928"	"17.994066"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"3"	5	7		""	"L3515c14"	
Al	2	"812.203"	"812.182"	"7hfs"	"2.58e+06"	C+	"16.467928"	"17.994066"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"3"	5	7		"T6298c4,LS"	"L3515c150"	
Al	2	"812.208"	"812.182+"	"5"	""		"16.467928"	"17.994066"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"3"	5	7		""	"L3515c14"	
Al	2	"812.352"	"812.341"	"1*"	"4.54e+05"	C	"16.467928"	"17.993766"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L3515"	
Al	2	"812.352"	"812.347"	"1*"	"1.28e+04"	E	"16.467940"	"17.993766"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"2"	7	5		"T6298c4,LS"	"L3515"	
Al	2	"812.352"	"812.351"	"1*"	"2.44e+06"	C+	"16.467947"	"17.993766"	"3s.5d"	"3D"	"1"	"3s.8f"	"3F*"	"2"	3	5		"T6298c4,LS"	"L3515"	
Al	3	"824.359"	"824.347"	"8d*"	""		"23.541636"	"25.045252"	"2p6.5f"	"2F*"	"5/2"	"2p6.6g"	"2G"	"7/2"	6	8		""	"L277"	
Al	3	"824.359"	"824.369"	"8d*"	""		"23.541676"	"25.045252"	"2p6.5f"	"2F*"	"7/2"	"2p6.6g"	"2G"	"9/2"	8	10		""	"L277"	
Al	3	"827.511"	"827.504"	"9d*"	""		"23.548132"	"25.046012"	"2p6.5g"	"2G"	"7/2"	"2p6.6h"	"2H*"	"9/2"	8	10		""	"L277"	
Al	3	"827.511"	"827.517"	"9d*"	""		"23.548155"	"25.046012"	"2p6.5g"	"2G"	"9/2"	"2p6.6h"	"2H*"	"11/2"	10	12		""	"L277"	
Al	3	"830.162"	"830.166"	"3d"	""		"23.548155"	"25.041232"	"2p6.5g"	"2G"	"9/2"	"2p6.6f"	"2F*"	"7/2"	10	8		""	"L277"	
