element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Si	3	""	"363.8894"	""	"2.00e+07"	C	"28.154854"	"31.561078"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"363.8924"	""	"3.50e+06"	D	"28.154854"	"31.561049"	"3s.5d"	"3D"	"2"	"3s.8f"	"3F*"	"2"	5	5		"T6298c4,LS"	""	
Si	3	"363.945"	"363.9441"	"5w"	"2.24e+07"	C	"28.155413"	"31.561125"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4833"	
Si	3	""	"363.9491"	""	"2.50e+06"	D	"28.155413"	"31.561078"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"363.9522"	""	"9.86e+04"	E	"28.155413"	"31.561049"	"3s.5d"	"3D"	"3"	"3s.8f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Si	3	"364.512"	"364.5119"	"6w"	"9.58e+06"	C+	"26.959114"	"30.359521"	"3p.3d"	"3D*"	"2"	"3p.4p"	"3D"	"2"	5	5		"T6298c4,LS"	"L4833"	
Si	3	""	"365.1719"	""	"2.14e+06"	C	"26.965260"	"30.359521"	"3p.3d"	"3D*"	"3"	"3p.4p"	"3D"	"2"	7	5		"T6298c4,LS"	""	
Si	3	""	"365.5111"	""	"1.02e+07"	C	"26.952400"	"30.343512"	"3p.3d"	"3D*"	"1"	"3p.4p"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"366.2362"	""	"3.40e+06"	C	"26.959114"	"30.343512"	"3p.3d"	"3D*"	"2"	"3p.4p"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"367.6731"	""	"2.03e+07"	C	"28.226874"	"31.598045"	"3s.5d"	"1D"	"2"	"3s.8f"	"1F*"	"3"	5	7		"T6298c4"	""	
Si	3	"368.140"	"368.1402"	"7w"	"2.51e+07"	D+	"26.655272"	"30.022166"	"3s.5p"	"3P*"	"2"	"3s.7s"	"3S"	"1"	5	3		"T6298c4,LS"	"L4833"	
Si	3	"368.215"	"368.2132"	"5w"	"1.50e+07"	D+	"26.655939"	"30.022166"	"3s.5p"	"3P*"	"1"	"3s.7s"	"3S"	"1"	3	3		"T6298c4,LS"	"L4833"	
Si	3	""	"368.2242"	""	"5.00e+06"	D	"26.656040"	"30.022166"	"3s.5p"	"3P*"	"0"	"3s.7s"	"3S"	"1"	1	3		"T6298c4,LS"	""	
Si	3	""	"377.0585"	""	"4.42e+05"	D	"25.773102"	"29.060364"	"3s.5s"	"1S"	"0"	"3s.6p"	"1P*"	"1"	1	3		"T6298c4"	""	
Si	3	"379.141"	"379.1439"	"20c"	"1.76e+08"	B+	"21.725752"	"24.994933"	"3s.4p"	"3P*"	"0"	"3s.4d"	"3D"	"1"	1	3		"c44"	"L4833"	
Si	3	"379.611"	"379.6124"	"25"	"2.36e+08"	B+	"21.729855"	"24.995001"	"3s.4p"	"3P*"	"1"	"3s.4d"	"3D"	"2"	3	5		"c44"	"L4833"	
Si	3	""	"379.6203"	""	"1.31e+08"	B+	"21.729855"	"24.994933"	"3s.4p"	"3P*"	"1"	"3s.4d"	"3D"	"1"	3	3		"c44"	""	
Si	3	"380.654"	"380.6526"	"30"	"3.14e+08"	B+	"21.738926"	"24.995150"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"3"	5	7		"c44"	"L4833"	
Si	3	""	"380.6700"	""	"7.84e+07"	B+	"21.738926"	"24.995001"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"2"	5	5		"c44"	""	
Si	3	""	"380.6779"	""	"8.70e+06"	C+	"21.738926"	"24.994933"	"3s.4p"	"3P*"	"2"	"3s.4d"	"3D"	"1"	5	3		"c44"	""	
Si	3	""	"383.5180"	""	"9.79e+06"	D+	"28.355155"	"31.587051"	"3p.4s"	"1P*"	"1"	"3s.8d"	"1D"	"2"	3	5		"T6298c4"	""	
Si	3	"384.246"	"384.2462"	"7"	"1.73e+07"	C+	"26.598599"	"29.824370"	"3s.5p"	"1P*"	"1"	"3s.6d"	"1D"	"2"	3	5		"T6298c4"	"L4833"	
Si	3	""	"385.1751"	""	"9.51e+06"	D+	"26.804174"	"30.022166"	"3p.3d"	"3P*"	"2"	"3s.7s"	"3S"	"1"	5	3		"T6298c4,LS"	""	
Si	2	"385.366"	"385.3665"	"100w"	"5.11e+06"	C	"6.857485"	"10.073880"	"3s.3p2"	"2D"	"3/2"	"3s2.4p"	"2P*"	"3/2"	4	4		"c22,T7222"	"L3541"	
Si	2	"385.602"	"385.6018"	"500w"	"4.40e+07"	C+	"6.859448"	"10.073880"	"3s.3p2"	"2D"	"5/2"	"3s2.4p"	"2P*"	"3/2"	6	4		"c22,T7222"	"L3541"	
Si	2	"386.260"	"386.2595"	"200w"	"3.91e+07"	C+	"6.857485"	"10.066443"	"3s.3p2"	"2D"	"3/2"	"3s2.4p"	"2P*"	"1/2"	4	2		"c22,T7222"	"L3541"	
Si	3	""	"386.6417"	""	"5.66e+06"	D	"26.816380"	"30.022166"	"3p.3d"	"3P*"	"1"	"3s.7s"	"3S"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"387.5646"	""	"1.86e+06"	E	"26.824014"	"30.022166"	"3p.3d"	"3P*"	"0"	"3s.7s"	"3S"	"1"	1	3		"T6298c4,LS"	""	
Si	1	"390.5523"	"390.55231"	"300"	"1.33e+07"	B	"1.9086586"	"5.0823459"	"3s2.3p2"	"1S"	"0"	"3s2.3p.4s"	"1P*"	"1"	1	3		"T5814"	"L3521"	
Si	3	"392.447"	"392.4468"	"20"	"3.47e+08"	B+	"25.395443"	"28.553810"	"3s.4f"	"1F*"	"3"	"3s.5g"	"1G"	"4"	7	9		"T6298c4"	"L4833"	
Si	3	"394.749"	"394.7494"	"6w"	"5.59e+06"	C+	"26.655272"	"29.795217"	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	"L4833"	
Si	3	""	"395.2230"	""	"1.39e+06"	D+	"26.655272"	"29.791454"	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"395.3071"	""	"4.17e+06"	C	"26.655939"	"29.791454"	"3s.5p"	"3P*"	"1"	"3s.6d"	"3D"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"395.5671"	""	"1.54e+05"	E	"26.655272"	"29.788726"	"3s.5p"	"3P*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	2	"395.574"	""	"10w"	""		""	""	""	""	""	""	""	""				""	"L3541"	
Si	3	""	"395.6513"	""	"2.31e+06"	D+	"26.655939"	"29.788726"	"3s.5p"	"3P*"	"1"	"3s.6d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"395.6640"	""	"3.08e+06"	C	"26.656040"	"29.788726"	"3s.5p"	"3P*"	"0"	"3s.6d"	"3D"	"1"	1	3		"T6298c4,LS"	""	
Si	3	""	"396.3585"	""	"4.33e+04"	E	"24.994933"	"28.122131"	"3s.4d"	"3D"	"1"	"3p.4s"	"3P*"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"396.3671"	""	"6.49e+05"	D+	"24.995001"	"28.122131"	"3s.4d"	"3D"	"2"	"3p.4s"	"3P*"	"2"	5	5		"T6298c4,LS"	""	
Si	3	"396.384"	"396.3860"	"6"	"3.63e+06"	C	"24.995150"	"28.122131"	"3s.4d"	"3D"	"3"	"3p.4s"	"3P*"	"2"	7	5		"T6298c4,LS"	"L4833"	
Si	2	"397.746"	""	"10w"	""		""	""	""	""	""	""	""	""				""	"L3541"	
Si	3	""	"398.1178"	""	"3.94e+05"	D+	"21.881623"	"24.995001"	"3s.4p"	"1P*"	"1"	"3s.4d"	"3D"	"2"	3	5		"c44"	""	
Si	3	"398.124"	"398.1265"	"5"	"2.09e+05"	D	"21.881623"	"24.994933"	"3s.4p"	"1P*"	"1"	"3s.4d"	"3D"	"1"	3	3		"c44"	"L4833"	
Si	2	"399.177"	""	"15w"	""		""	""	""	""	""	""	""	""				""	"L3541"	
Si	2	"399.801"	""	"10w"	""		""	""	""	""	""	""	""	""				""	"L3541"	
Si	3	""	"401.0148"	""	"1.04e+06"	D+	"24.994933"	"28.085821"	"3s.4d"	"3D"	"1"	"3p.4s"	"3P*"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"401.0236"	""	"3.13e+06"	C	"24.995001"	"28.085821"	"3s.4d"	"3D"	"2"	"3p.4s"	"3P*"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"403.0750"	""	"4.11e+06"	D+	"24.994933"	"28.070023"	"3s.4d"	"3D"	"1"	"3p.4s"	"3P*"	"0"	3	1		"T6298c4,LS"	""	
Si	3	""	"406.5377"	""	"1.03e+08"	C+	"29.060364"	"32.109262"	"3s.6p"	"1P*"	"1"	"3p.4p"	"1S"	"0"	3	1		"T6298c4"	""	
Si	2	""	"407.2709"	""	"2.00e+05"	C	"9.836720"	"12.880129"	"3s2.3d"	"2D"	"3/2"	"3s2.5p"	"2P*"	"3/2"	4	4		"T7222"	""	
Si	2	"407.545"	"407.5452"	"20w"	"4.00e+06"	C+	"9.838769"	"12.880129"	"3s2.3d"	"2D"	"5/2"	"3s2.5p"	"2P*"	"3/2"	6	4		"T7222"	"L3541"	
Si	2	"407.678"	"407.6780"	"15w"	"4.00e+06"	C+	"9.836720"	"12.877091"	"3s2.3d"	"2D"	"3/2"	"3s2.5p"	"2P*"	"1/2"	4	2		"T7222"	"L3541"	
Si	3	"410.186"	""	"5w"	""		""	""	""	""	""	""	""	""				""	"L4833"	
Si	3	"410.242"	"410.2423"	"8"	"2.46e+07"	C+	"25.333789"	"28.355155"	"3s.4d"	"1D"	"2"	"3p.4s"	"1P*"	"1"	5	3		"T6298c4"	"L4833"	
Si	1	"410.2936"	"410.29359"	"70"	"6.09e+04"	E	"1.9086586"	"4.9296471"	"3s2.3p2"	"1S"	"0"	"3s2.3p.4s"	"3P*"	"1"	1	3		"T8363c22"	"L3521"	
Si	3	""	"411.117"	""	"2.07e+07"	C	"28.54956"	"31.56449"	"3s.5f"	"3F*"	"2"	"3s.8g"	"3G"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"411.133"	""	"1.81e+06"	D	"28.549670"	"31.56449"	"3s.5f"	"3F*"	"3"	"3s.8g"	"3G"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"411.133"	""	"2.11e+07"	C	"28.549670"	"31.56449"	"3s.5f"	"3F*"	"3"	"3s.8g"	"3G"	"4"	7	9		"T6298c4,LS"	""	
Si	3	""	"411.1512"	""	"2.25e+07"	C+	"28.549923"	"31.564610"	"3s.5f"	"3F*"	"4"	"3s.8g"	"3G"	"5"	9	11		"T6298c4,LS"	""	
Si	3	""	"411.167"	""	"2.75e+04"	E	"28.549923"	"31.56449"	"3s.5f"	"3F*"	"4"	"3s.8g"	"3G"	"3"	9	7		"T6298c4,LS"	""	
Si	3	""	"411.167"	""	"1.41e+06"	D	"28.549923"	"31.56449"	"3s.5f"	"3F*"	"4"	"3s.8g"	"3G"	"4"	9	9		"T6298c4,LS"	""	
Si	3	"411.550"	"411.5487"	"5w"	"4.07e+07"	C	"27.961701"	"30.973477"	"3s.5f"	"1F*"	"3"	"3s.7g"	"1G"	"4"	7	9		"T6298c4"	"L4833"	
Si	1	""	"411.59638"	""	""		"1.9086586"	"4.9200852"	"3s2.3p2"	"1S"	"0"	"3s2.3p.4s"	"3P*"	"0"	1	1		""	""	
Si	2	"412.807"	"412.8054"	"300w"	"1.49e+08"	B	"9.836720"	"12.839327"	"3s2.3d"	"2D"	"3/2"	"3s2.4f"	"2F*"	"5/2"	4	6		"T7222"	"L3541"	
Si	2	""	"413.0872"	""	"1.07e+07"	D+	"9.838769"	"12.839327"	"3s2.3d"	"2D"	"5/2"	"3s2.4f"	"2F*"	"5/2"	6	6		"T6527c4,LS"	""	
Si	2	"413.089"	"413.0894"	"500w"	"1.74e+08"	B	"9.838769"	"12.839311"	"3s2.3d"	"2D"	"5/2"	"3s2.4f"	"2F*"	"7/2"	6	8		"T7222"	"L3541"	
Si	3	""	"414.4014"	""	"5.71e+05"	D+	"26.804174"	"29.795217"	"3p.3d"	"3P*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"414.9234"	""	"1.42e+05"	D	"26.804174"	"29.791454"	"3p.3d"	"3P*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"415.3026"	""	"1.58e+04"	E	"26.804174"	"29.788726"	"3p.3d"	"3P*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"416.6258"	""	"4.22e+05"	D+	"26.816380"	"29.791454"	"3p.3d"	"3P*"	"1"	"3s.6d"	"3D"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"417.0081"	""	"2.34e+05"	D	"26.816380"	"29.788726"	"3p.3d"	"3P*"	"1"	"3s.6d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"418.0819"	""	"3.09e+05"	D	"26.824014"	"29.788726"	"3p.3d"	"3P*"	"0"	"3s.6d"	"3D"	"1"	1	3		"T6298c4,LS"	""	
Si	2	"418.335"	""	"10w"	""		""	""	""	""	""	""	""	""				""	"L3541"	
Si	2	"419.072"	""	"100w"	""		""	""	""	""	""	""	""	""				""	"L3541"	
Si	3	""	"419.5589"	""	"4.93e+01"	B+	"21.738926"	"24.693201"	"3s.4p"	"3P*"	"2"	"3p.3d"	"3F*"	"4"	5	9	E2	"c44"	""	
Si	2	"419.813"	""	"50"	""		""	""	""	""	""	""	""	""				""	"L3541"	
Si	2	""	"420.0658"	""	"8.14e+06"	E	"12.525262"	"15.475973"	"3s2.4d"	"2D"	"3/2"	"3s2.8f"	"2F*"	"5/2"	4	6		"T6527c4,LS"	""	
Si	2	""	"420.0887"	""	"5.82e+05"	E	"12.525423"	"15.475973"	"3s2.4d"	"2D"	"5/2"	"3s2.8f"	"2F*"	"5/2"	6	6		"T6527c4,LS"	""	
Si	2	""	"420.0898"	""	"8.73e+06"	D	"12.525423"	"15.475966"	"3s2.4d"	"2D"	"5/2"	"3s2.8f"	"2F*"	"7/2"	6	8		"T6527c4,LS"	""	
Si	3	""	"420.6969"	""	"3.15e+01"	B+	"21.729855"	"24.676140"	"3s.4p"	"3P*"	"1"	"3p.3d"	"3F*"	"3"	3	7	E2	"c44"	""	
Si	3	""	"421.115"	""	"5.56e+03"	E	"28.54956"	"31.492914"	"3s.5f"	"3F*"	"2"	"3s.8d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"421.1316"	""	"1.97e+05"	E	"28.549670"	"31.492914"	"3s.5f"	"3F*"	"3"	"3s.8d"	"3D"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"421.1678"	""	"2.27e+06"	D	"28.549923"	"31.492914"	"3s.5f"	"3F*"	"4"	"3s.8d"	"3D"	"3"	9	7		"T6298c4,LS"	""	
Si	3	""	"421.18"	""	"2.75e+05"	E	"28.54956"	"[31.4925]"	"3s.5f"	"3F*"	"2"	"3s.8d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"421.19"	""	"2.19e+06"	D	"28.549670"	"[31.4925]"	"3s.5f"	"3F*"	"3"	"3s.8d"	"3D"	"2"	7	5		"T6298c4,LS"	""	
Si	3	""	"421.21"	""	"2.47e+06"	D	"28.54956"	"[31.4922]"	"3s.5f"	"3F*"	"2"	"3s.8d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"421.9443"	""	"2.14e+01"	B+	"21.725752"	"24.663327"	"3s.4p"	"3P*"	"0"	"3p.3d"	"3F*"	"2"	1	5	E2	"c44"	""	
Si	3	""	"421.9961"	""	"7.63e-10"	E	"21.738926"	"24.676140"	"3s.4p"	"3P*"	"2"	"3p.3d"	"3F*"	"3"	5	7	M1	"c44"	""	
Si	3	""	"421.9961"	""	"1.56e+01"	B+	"21.738926"	"24.676140"	"3s.4p"	"3P*"	"2"	"3p.3d"	"3F*"	"3"	5	7	E2	"c44"	""	
Si	3	""	"422.5344"	""	"4.38e-09"	E	"21.729855"	"24.663327"	"3s.4p"	"3P*"	"1"	"3p.3d"	"3F*"	"2"	3	5	M1	"c44"	""	
Si	3	""	"422.5344"	""	"2.12e+01"	B+	"21.729855"	"24.663327"	"3s.4p"	"3P*"	"1"	"3p.3d"	"3F*"	"2"	3	5	E2	"c44"	""	
Si	3	""	"423.8450"	""	"1.93e-08"	E	"21.738926"	"24.663327"	"3s.4p"	"3P*"	"2"	"3p.3d"	"3F*"	"2"	5	5	M1	"c44"	""	
Si	3	""	"423.8450"	""	"2.99e+00"	B+	"21.738926"	"24.663327"	"3s.4p"	"3P*"	"2"	"3p.3d"	"3F*"	"2"	5	5	E2	"c44"	""	
Si	3	""	"427.8484"	""	"3.74e+06"	D	"28.070023"	"30.967061"	"3p.4s"	"3P*"	"0"	"3s.8s"	"3S"	"1"	1	3		"T6298c4,LS"	""	
Si	3	""	"430.1944"	""	"1.11e+07"	D+	"28.085821"	"30.967061"	"3p.4s"	"3P*"	"1"	"3s.8s"	"3S"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"432.5888"	""	"2.55e+05"	D+	"19.016331"	"21.881623"	"3s.4s"	"3S"	"1"	"3s.4p"	"1P*"	"1"	3	3		"c44"	""	
Si	3	"433.850"	"433.8500"	"9"	"1.47e+07"	C	"19.024660"	"21.881623"	"3p2"	"1S"	"0"	"3s.4p"	"1P*"	"1"	1	3		"T7198c19"	"L4833"	
Si	3	"434.140"	"434.1400"	"8"	"5.25e+05"	D	"29.254207"	"32.109262"	"3p.3d"	"1P*"	"1"	"3p.4p"	"1S"	"0"	3	1		"T6298c4"	"L4833"	
Si	3	""	"435.6851"	""	"1.77e+07"	C	"28.122131"	"30.967061"	"3p.4s"	"3P*"	"2"	"3s.8s"	"3S"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"436.5869"	""	"1.46e+05"	D	"26.952400"	"29.791454"	"3p.3d"	"3D*"	"1"	"3s.6d"	"3D"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"437.0068"	""	"7.30e+05"	D+	"26.952400"	"29.788726"	"3p.3d"	"3D*"	"1"	"3s.6d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"437.0412"	""	"1.08e+05"	D	"26.959114"	"29.795217"	"3p.3d"	"3D*"	"2"	"3s.6d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"437.6218"	""	"6.75e+05"	D+	"26.959114"	"29.791454"	"3p.3d"	"3D*"	"2"	"3s.6d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	"437.763"	"437.7623"	"8w"	"4.14e+06"	C	"25.395443"	"28.226874"	"3s.4f"	"1F*"	"3"	"3s.5d"	"1D"	"2"	7	5		"T6298c4"	"L4833"	
Si	3	""	"437.9903"	""	"8.58e+05"	C	"26.965260"	"29.795217"	"3p.3d"	"3D*"	"3"	"3s.6d"	"3D"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"438.0437"	""	"2.41e+05"	D	"26.959114"	"29.788726"	"3p.3d"	"3D*"	"2"	"3s.6d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	""	"438.0648"	""	"1.50e-05"	E	"17.722765"	"20.552241"	"3s.3d"	"3D"	"3"	"3s.3d"	"1D"	"2"	7	5	M1	"c44"	""	
Si	3	""	"438.0648"	""	"1.11e-06"	D	"17.722765"	"20.552241"	"3s.3d"	"3D"	"3"	"3s.3d"	"1D"	"2"	7	5	E2	"c44"	""	
Si	3	""	"438.1051"	""	"2.63e-06"	E	"17.723025"	"20.552241"	"3s.3d"	"3D"	"2"	"3s.3d"	"1D"	"2"	5	5	M1	"c44"	""	
Si	3	""	"438.1051"	""	"3.24e-06"	D+	"17.723025"	"20.552241"	"3s.3d"	"3D"	"2"	"3s.3d"	"1D"	"2"	5	5	E2	"c44"	""	
Si	3	""	"438.1514"	""	"1.44e-05"	E	"17.723324"	"20.552241"	"3s.3d"	"3D"	"1"	"3s.3d"	"1D"	"2"	3	5	M1	"c44"	""	
Si	3	""	"438.1514"	""	"7.54e-08"	D	"17.723324"	"20.552241"	"3s.3d"	"3D"	"1"	"3s.3d"	"1D"	"2"	3	5	E2	"c44"	""	
Si	3	""	"438.5735"	""	"1.50e+05"	D	"26.965260"	"29.791454"	"3p.3d"	"3D*"	"3"	"3s.6d"	"3D"	"2"	7	5		"T6298c4,LS"	""	
Si	3	""	"440.3830"	""	"2.22e+07"	C	"28.226874"	"31.041455"	"3s.5d"	"1D"	"2"	"3s.7f"	"1F*"	"3"	5	7		"T6298c4"	""	
Si	3	""	"440.531"	""	"3.55e+06"	D	"28.070023"	"30.88366"	"3p.4s"	"3P*"	"0"	"3s.7d"	"3D"	"1"	1	3		"T6298c4,LS"	""	
Si	3	""	"440.5352"	""	"2.62e+07"	C	"28.154479"	"30.968089"	"3s.5d"	"3D"	"1"	"3s.7f"	"3F*"	"2"	3	5		"T6298c4,LS"	""	
Si	3	"440.590"	"440.5938"	"6w"	"4.84e+06"	D+	"28.154854"	"30.968089"	"3s.5d"	"3D"	"2"	"3s.7f"	"3F*"	"2"	5	5		"T6298c4,LS"	"L4833"	
Si	3	"440.672"	"440.6717"	"8w"	"3.10e+07"	C+	"28.155413"	"30.968151"	"3s.5d"	"3D"	"3"	"3s.7f"	"3F*"	"4"	7	9		"T6298c4,LS"	"L4833"	
Si	3	""	"440.6771"	""	"3.47e+06"	D+	"28.155413"	"30.968116"	"3s.5d"	"3D"	"3"	"3s.7f"	"3F*"	"3"	7	7		"T6298c4,LS"	""	
Si	3	""	"440.6814"	""	"1.36e+05"	E	"28.155413"	"30.968089"	"3s.5d"	"3D"	"3"	"3s.7f"	"3F*"	"2"	7	5		"T6298c4,LS"	""	
Si	3	""	"442.8145"	""	"4.71e+06"	D+	"28.085821"	"30.884947"	"3p.4s"	"3P*"	"1"	"3s.7d"	"3D"	"2"	3	5		"T6298c4,LS"	""	
Si	3	""	"443.019"	""	"2.62e+06"	D	"28.085821"	"30.88366"	"3p.4s"	"3P*"	"1"	"3s.7d"	"3D"	"1"	3	3		"T6298c4,LS"	""	
Si	3	""	"443.5450"	""	"8.03e-02"	B	"21.881623"	"24.676140"	"3s.4p"	"1P*"	"1"	"3p.3d"	"3F*"	"3"	3	7	E2	"c44"	""	
Si	3	""	"445.5880"	""	"5.61e-10"	E	"21.881623"	"24.663327"	"3s.4p"	"1P*"	"1"	"3p.3d"	"3F*"	"2"	3	5	M1	"c44"	""	
Si	3	""	"445.5880"	""	"3.49e-02"	C+	"21.881623"	"24.663327"	"3s.4p"	"1P*"	"1"	"3p.3d"	"3F*"	"2"	3	5	E2	"c44"	""	
Si	3	""	"446.1229"	""	"1.52e+06"	D+	"27.961701"	"30.740071"	"3s.5f"	"1F*"	"3"	"3p.4p"	"1D"	"2"	7	5		"T6298c4"	""	
Si	3	""	"446.8447"	""	"1.42e+07"	C+	"28.070023"	"30.843904"	"3p.4s"	"3P*"	"0"	"3p.4p"	"3S"	"1"	1	3		"T6298c4,LS"	""	
Si	3	""	"448.2874"	""	"6.07e+06"	C	"28.122131"	"30.887085"	"3p.4s"	"3P*"	"2"	"3s.7d"	"3D"	"3"	5	7		"T6298c4,LS"	""	
Si	3	""	"448.6342"	""	"1.51e+06"	D	"28.122131"	"30.884947"	"3p.4s"	"3P*"	"2"	"3s.7d"	"3D"	"2"	5	5		"T6298c4,LS"	""	
Si	3	""	"448.844"	""	"1.68e+05"	E	"28.122131"	"30.88366"	"3p.4s"	"3P*"	"2"	"3s.7d"	"3D"	"1"	5	3		"T6298c4,LS"	""	
Si	3	"449.405"	"449.4043"	"6"	"4.19e+07"	B	"28.085821"	"30.843904"	"3p.4s"	"3P*"	"1"	"3p.4p"	"3S"	"1"	3	3		"T6298c4,LS"	"L4833"	
Si	3	"455.262"	"455.2622"	"30"	"1.26e+08"	B+	"19.016331"	"21.738926"	"3s.4s"	"3S"	"1"	"3s.4p"	"3P*"	"2"	3	5		"c44"	"L4833"	
Si	3	"455.400"	"455.3997"	"8"	"6.75e+07"	B	"28.122131"	"30.843904"	"3p.4s"	"3P*"	"2"	"3p.4p"	"3S"	"1"	5	3		"T6298c4,LS"	"L4833"	
Si	3	""	"455.7273"	""	"5.47e+07"	C+	"28.355155"	"31.074972"	"3p.4s"	"1P*"	"1"	"3s.7d"	"1D"	"2"	3	5		"T6298c4"	""	
Si	3	""	"456.547"	""	"3.76e+06"	D	"29.254207"	"31.96914"	"3p.3d"	"1P*"	"1"	"3s.9d"	"1D"	"2"	3	5		"T6298c4"	""	
Si	3	"456.782"	"456.7840"	"25"	"1.25e+08"	B+	"19.016331"	"21.729855"	"3s.4s"	"3S"	"1"	"3s.4p"	"3P*"	"1"	3	3		"c44"	"L4833"	
Si	3	"457.476"	"457.4757"	"20"	"1.24e+08"	B	"19.016331"	"21.725752"	"3s.4s"	"3S"	"1"	"3s.4p"	"3P*"	"0"	3	1		"c44"	"L4833"	
Si	3	"461.966"	"461.9646"	"7"	"2.89e+07"	B	"28.085821"	"30.768916"	"3p.4s"	"3P*"	"1"	"3p.4p"	"3P"	"2"	3	5		"T6298c4,LS"	"L4833"	
Si	2	"462.142"	"462.1418"	"100"	"1.28e+07"	D	"12.525262"	"15.207328"	"3s2.4d"	"2D"	"3/2"	"3s2.7f"	"2F*"	"5/2"	4	6		"T6527c4,LS"	"L3541"	
Si	2	""	"462.1696"	""	"9.18e+05"	E	"12.525423"	"15.207328"	"3s2.4d"	"2D"	"5/2"	"3s2.7f"	"2F*"	"5/2"	6	6		"T6527c4,LS"	""	
Si	2	"462.172"	"462.1722"	"150"	"1.37e+07"	D	"12.525423"	"15.207313"	"3s2.4d"	"2D"	"5/2"	"3s2.7f"	"2F*"	"7/2"	6	8		"T6527c4,LS"	"L3541"	
Si	3	"463.828"	"463.8278"	"7"	"3.79e+07"	B	"28.070023"	"30.742340"	"3p.4s"	"3P*"	"0"	"3p.4p"	"3P"	"1"	1	3		"T6298c4,LS"	"L4833"	
Si	3	"466.587"	"466.5862"	"8"	"2.79e+07"	B	"28.085821"	"30.742340"	"3p.4s"	"3P*"	"1"	"3p.4p"	"3P"	"1"	3	3		"T6298c4,LS"	"L4833"	
Si	2	""	"467.3256"	""	"4.40e+05"	E	"12.839311"	"15.491627"	"3s2.4f"	"2F*"	"7/2"	"3s2.8g"	"2G"	"7/2"	8	8		"T6527c4,LS"	""	
Si	2	""	"467.3256"	""	"7.06e+06"	D	"12.839311"	"15.491627"	"3s2.4f"	"2F*"	"7/2"	"3s2.8g"	"2G"	"9/2"	8	10		"T6527c4,LS"	""	
Si	2	""	"467.3284"	""	"6.16e+06"	D	"12.839327"	"15.491627"	"3s2.4f"	"2F*"	"5/2"	"3s2.8g"	"2G"	"7/2"	6	8		"T6527c4,LS"	""	
Si	3	"468.302"	"468.3022"	"9"	"8.30e+07"	B+	"28.122131"	"30.768916"	"3p.4s"	"3P*"	"2"	"3p.4p"	"3P"	"2"	5	5		"T6298c4,LS"	"L4833"	
