element	sp_num	obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Mg	1	""	"384.49513"	""	"1.46e+01"	B+	"2.7091049"	"5.9327880"	"3s.3p"	"3P*"	"0"	"3s.4p"	"3P*"	"2"	1	5	E2	"c43"	""	
Mg	1	""	"384.59495"	""	"3.05e-05"	D	"2.7091049"	"5.9319513"	"3s.3p"	"3P*"	"0"	"3s.4p"	"3P*"	"1"	1	3	M1	"c43"	""	
Mg	1	""	"384.79200"	""	"9.50e-05"	D	"2.7115919"	"5.9327880"	"3s.3p"	"3P*"	"1"	"3s.4p"	"3P*"	"2"	3	5	M1	"c43"	""	
Mg	1	""	"384.79200"	""	"3.28e+01"	B+	"2.7115919"	"5.9327880"	"3s.3p"	"3P*"	"1"	"3s.4p"	"3P*"	"2"	3	5	E2	"c43"	""	
Mg	2	"384.8209"	"384.8211"	"8"	"2.96e+06"	A	"8.863654"	"12.084606"	"2p6.3d"	"2D"	"5/2"	"2p6.5p"	"2P*"	"3/2"	6	4		"c31,T6870"	"L7414"	
Mg	2	"384.8335"	"384.8340"	"5bl"	"3.29e+05"	B+	"8.863762"	"12.084606"	"2p6.3d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"3/2"	4	4		"c31,T6870"	"L6095"	
Mg	1	"384.8914"	"384.89197"	"1"	"1.83e+01"	B+	"2.7115919"	"5.9319513"	"3s.3p"	"3P*"	"1"	"3s.4p"	"3P*"	"1"	3	3	E2	"c43"	"L6095"	
Mg	1	""	"384.89197"	""	"4.31e-10"	E	"2.7115919"	"5.9319513"	"3s.3p"	"3P*"	"1"	"3s.4p"	"3P*"	"1"	3	3	M1	"c43"	""	
Mg	1	""	"384.94080"	""	"9.20e-05"	D	"2.7115919"	"5.9315428"	"3s.3p"	"3P*"	"1"	"3s.4p"	"3P*"	"0"	3	1	M1	"c43"	""	
Mg	2	"385.0385"	"385.0386"	"7"	"3.24e+06"	A	"8.863762"	"12.082895"	"2p6.3d"	"2D"	"3/2"	"2p6.5p"	"2P*"	"1/2"	4	2		"c31,T6870"	"L7414"	
Mg	1	""	"385.39596"	""	"2.89e-12"	E	"2.7166398"	"5.9327880"	"3s.3p"	"3P*"	"2"	"3s.4p"	"3P*"	"2"	5	5	M1	"c43"	""	
Mg	1	"385.3960"	"385.39596"	"2"	"2.55e+01"	B+	"2.7166398"	"5.9327880"	"3s.3p"	"3P*"	"2"	"3s.4p"	"3P*"	"2"	5	5	E2	"c43"	"L6095"	
Mg	1	""	"385.49624"	""	"1.59e-04"	D	"2.7166398"	"5.9319513"	"3s.3p"	"3P*"	"2"	"3s.4p"	"3P*"	"1"	5	3	M1	"c43"	""	
Mg	1	"385.4965"	"385.49624"	"1"	"5.48e+01"	B+	"2.7166398"	"5.9319513"	"3s.3p"	"3P*"	"2"	"3s.4p"	"3P*"	"1"	5	3	E2	"c43"	"L6095"	
Mg	1	""	"385.54523"	""	"7.32e+01"	B+	"2.7166398"	"5.9315428"	"3s.3p"	"3P*"	"2"	"3s.4p"	"3P*"	"0"	5	1	E2	"c43"	""	
Mg	1	"385.8860"	"385.8860"	"2"	""		"4.3458029"	"7.557867"	"3s.3p"	"1P*"	"1"	"3s.13d"	"1D"	"2"	3	5		""	"L6095"	
Mg	3	"387.0456"	"387.0460"	"3d"	""		"69.79560"	"72.99804"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"2"	5	5		""	"L6095"	
Mg	1	"387.8306"	"387.8306"	"3"	""		"4.3458029"	"7.541762"	"3s.3p"	"1P*"	"1"	"3s.12d"	"1D"	"2"	3	5		""	"L6095"	
Mg	1	"389.0241"	"389.0178"	"1"	"1.31e+08"	B	"7.167870"	"10.354075"	"3p2"	"3P"	"0"	"3p.3d"	"3D*"	"1"	1	3		"T6298c72,LS"	"L7442"	
Mg	1	"389.1906"	"389.1906"	"2d"	"1.77e+08"	B	"7.170428"	"10.355219"	"3p2"	"3P"	"1"	"3p.3d"	"3D*"	"2"	3	5		"T6298c72,LS"	"L6095"	
Mg	1	"389.3304"	"389.3304"	"2d"	"9.81e+07"	C+	"7.170428"	"10.354075"	"3p2"	"3P"	"1"	"3p.3d"	"3D*"	"1"	3	3		"T6298c72,LS"	"L6095"	
Mg	1	"389.5572"	"389.5572"	"3d"	"2.35e+08"	B+	"7.175454"	"10.357248"	"3p2"	"3P"	"2"	"3p.3d"	"3D*"	"3"	5	7		"T6298c72,LS"	"L6095"	
Mg	1	"389.8120"	"389.8059"	"1"	"5.88e+07"	C+	"7.175454"	"10.355219"	"3p2"	"3P"	"2"	"3p.3d"	"3D*"	"2"	5	5		"T6298c72,LS"	"L7442"	
Mg	1	""	"389.9460"	""	"6.52e+06"	C	"7.175454"	"10.354075"	"3p2"	"3P"	"2"	"3p.3d"	"3D*"	"1"	5	3		"T6298c72,LS"	""	
Mg	1	"390.3859"	"390.3859"	"4"	""		"4.3458029"	"7.520843"	"3s.3p"	"1P*"	"1"	"3s.11d"	"1D"	"2"	3	5		""	"L6095"	
Mg	1	"393.8400"	"393.84002"	"6"	"5.47e+06"	D	"4.3458029"	"7.4929973"	"3s.3p"	"1P*"	"1"	"3s.10d"	"1D"	"2"	3	5		"T6298c72"	"L7428"	
Mg	3	"397.5738"	"397.5714"	"2"	""		"72.10518"	"75.22284"	"2s2.2p5.(2P*<3/2>).4d"	"2[1/2]*"	"0"	"2s2.2p5.(2P*<3/2>).5f"	"2[3/2]"	"1"	1	3		""	"L1434"	
Mg	1	"398.4212"	"398.4213"	"1"	""		"4.3458029"	"7.456810"	"3s.3p"	"1P*"	"1"	"3s.10s"	"1S"	"0"	3	1		""	"L6095"	
Mg	1	"398.67533"	"398.67533"	"8"	"7.30e+06"	D	"4.3458029"	"7.4548275"	"3s.3p"	"1P*"	"1"	"3s.9d"	"1D"	"2"	3	5		"T6298c72"	"L7428"	
Mg	3	"400.1345"	"400.1318"	"2"	""		"72.12591"	"75.22362"	"2s2.2p5.(2P*<3/2>).4d"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<3/2>).5f"	"2[3/2]"	"2"	3	5		""	"L1434"	
Mg	3	"400.2304"	"400.2327"	"1"	""		"72.12591"	"75.22284"	"2s2.2p5.(2P*<3/2>).4d"	"2[1/2]*"	"1"	"2s2.2p5.(2P*<3/2>).5f"	"2[3/2]"	"1"	3	3		""	"L1434"	
Mg	3	"402.6780"	"402.6767"	"2d"	""		"69.96428"	"73.04241"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"0"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"1"	1	3		""	"L1434"	
Mg	3	"403.8255"	"403.8235"	"5"	""		"72.16803"	"75.23742"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).5f"	"2[5/2]"	"3"	5	7		""	"L1434"	
Mg	3	"403.9135"	"403.9132"	"3"	""		"69.42955"	"72.49826"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	3	5		""	"L1434"	
Mg	1	"405.4689"	"405.4688"	"2"	""		"4.3458029"	"7.402738"	"3s.3p"	"1P*"	"1"	"3s.9s"	"1S"	"0"	3	1		""	"L6095"	
Mg	3	"405.6480"	"405.6472"	"1"	""		"72.16803"	"75.22362"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).5f"	"2[3/2]"	"2"	5	5		""	"L1434"	
Mg	3	"405.7350"	"405.7345"	"7bl"	""		"72.17552"	"75.23045"	"2s2.2p5.(2P*<3/2>).4d"	"2[7/2]*"	"4"	"2s2.2p5.(2P*<3/2>).5f"	"2[9/2]"	"5"	9	11		""	"L1434"	
Mg	1	"405.75052"	"405.75052"	"10"	"1.02e+07"	C+	"4.3458029"	"7.4006157"	"3s.3p"	"1P*"	"1"	"3s.8d"	"1D"	"2"	3	5		"T5539"	"L7428"	
Mg	1	""	"407.17287"	""	"4.71e-04"	B+	"2.7091049"	"5.7532468"	"3s.3p"	"3P*"	"0"	"3s.3d"	"1D"	"2"	1	5	M2	"c43"	""	
Mg	1	""	"407.50580"	""	"1.05e-03"	B+	"2.7115919"	"5.7532468"	"3s.3p"	"3P*"	"1"	"3s.3d"	"1D"	"2"	3	5	M2	"c43"	""	
Mg	1	"407.5059"	"407.50580"	"3"	""		"2.7115919"	"5.7532468"	"3s.3p"	"3P*"	"1"	"3s.3d"	"1D"	"2"	3	5		""	"L6095"	
Mg	1	""	"408.18323"	""	"8.09e-04"	B+	"2.7166398"	"5.7532468"	"3s.3p"	"3P*"	"2"	"3s.3d"	"1D"	"2"	5	5	M2	"c43"	""	
Mg	1	"408.1833"	"408.18323"	"2"	""		"2.7166398"	"5.7532468"	"3s.3p"	"3P*"	"2"	"3s.3d"	"1D"	"2"	5	5		""	"L6095"	
Mg	3	"408.2939"	"408.2930"	"6"	""		"72.19477"	"75.23056"	"2s2.2p5.(2P*<3/2>).4d"	"2[7/2]*"	"3"	"2s2.2p5.(2P*<3/2>).5f"	"2[9/2]"	"4"	7	9		""	"L1434"	
Mg	3	"409.4375"	"409.4368"	"5"	""		"72.48470"	"75.51201"	"2s2.2p5.(2P*<1/2>).4d"	"2[5/2]*"	"2"	"2s2.2p5.(2P*<1/2>).5f"	"2[7/2]"	"3"	5	7		""	"L1434"	
Mg	1	""	"409.9787"	""	"1.71e+06"	D+	"6.9813495"	"10.004658"	"3s.5d"	"1D"	"2"	"3p.3d"	"1D*"	"2"	5	5		"T6298c72"	""	
Mg	3	"411.1992"	"411.1984"	"6"	""		"72.49770"	"75.51204"	"2s2.2p5.(2P*<1/2>).4d"	"2[5/2]*"	"3"	"2s2.2p5.(2P*<1/2>).5f"	"2[7/2]"	"4"	7	9		""	"L1434"	
Mg	3	"411.2835"	"411.2830"	"3"	""		"72.49826"	"75.51198"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<1/2>).5f"	"2[5/2]"	"3"	5	7		""	"L1434"	
Mg	3	"414.0688"	"414.0682"	"3"	""		"72.25146"	"75.24491"	"2s2.2p5.(2P*<3/2>).4d"	"2[5/2]*"	"2"	"2s2.2p5.(2P*<3/2>).5f"	"2[7/2]"	"3"	5	7		""	"L1434"	
Mg	3	"414.7487"	"414.7468"	"1"	""		"70.00949"	"72.99804"	"2s2.2p5.(2P*<1/2>).4p"	"2[3/2]"	"2"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"2"	5	5		""	"L1434"	
Mg	3	"415.6475"	"415.6469"	"3bl"	""		"72.26291"	"75.24499"	"2s2.2p5.(2P*<3/2>).4d"	"2[5/2]*"	"3"	"2s2.2p5.(2P*<3/2>).5f"	"2[7/2]"	"4"	7	9		""	"L1434"	
Mg	3	"415.9041"	"415.9028"	"1"	""		"70.01779"	"72.99804"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).5s"	"2[3/2]*"	"2"	3	5		""	"L1434"	
Mg	1	"416.5101"	"416.5101"	"4"	""		"4.3458029"	"7.321703"	"3s.3p"	"1P*"	"1"	"3s.8s"	"1S"	"0"	3	1		""	"L6095"	
Mg	1	"416.72712"	"416.72713"	"15"	"1.38e+07"	C+	"4.3458029"	"7.3201534"	"3s.3p"	"1P*"	"1"	"3s.7d"	"1D"	"2"	3	5		"T5539"	"L7428"	
Mg	2	"419.3482"	"419.3470"	"2*"	""		"11.629672"	"14.585440"	"2p6.4f"	"2F*"	"5/2"	"2p6.11g"	"2G"	"7/2"	6	8		""	"L6095"	
Mg	2	"419.3482"	"419.3491"	"2*"	""		"11.629687"	"14.585440"	"2p6.4f"	"2F*"	"7/2"	"2p6.11g"	"2G"	"9/2"	8	10		""	"L6095"	
Mg	3	"423.8916"	"423.8915"	"2"	""		"72.58856"	"75.51264"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<1/2>).5f"	"2[5/2]"	"2"	3	5		""	"L1434"	
Mg	3	"423.9468"	"423.9473"	"7"	""		"67.76128"	"70.68498"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<1/2>).4p"	"2[1/2]"	"0"	3	1		""	"L1434"	
Mg	2	"424.2445"	"424.2448"	"3"	""		"11.569039"	"14.490684"	"2p6.4d"	"2D"	"5/2"	"2p6.10f"	"2F*"	"7/2"	6	8		""	"L7414"	
Mg	2	"424.2543"	"424.2542"	"2"	""		"11.569103"	"14.490684"	"2p6.4d"	"2D"	"3/2"	"2p6.10f"	"2F*"	"5/2"	4	6		""	"L7414"	
Mg	3	"427.5201"	"427.5189"	"1"	""		"72.33864"	"75.23791"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).5f"	"2[5/2]"	"2"	3	5		""	"L1434"	
Mg	3	"429.6355"	"429.6373"	"1"	""		"72.33864"	"75.22362"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).5f"	"2[3/2]"	"2"	3	5		""	"L1434"	
Mg	2	"433.1945"	"433.1930"	"4*"	""		"11.629672"	"14.490968"	"2p6.4f"	"2F*"	"5/2"	"2p6.10g"	"2G"	"7/2"	6	8		""	"L6095"	
Mg	2	"433.1945"	"433.1953"	"4*"	""		"11.629687"	"14.490968"	"2p6.4f"	"2F*"	"7/2"	"2p6.10g"	"2G"	"9/2"	8	10		""	"L6095"	
Mg	1	"435.19056"	"435.19057"	"20"	"1.84e+07"	B+	"4.3458029"	"7.1939656"	"3s.3p"	"1P*"	"1"	"3s.6d"	"1D"	"2"	3	5		"T5539"	"L7428"	
Mg	1	"435.4529"	"435.4528"	"6"	""		"4.3458029"	"7.192250"	"3s.3p"	"1P*"	"1"	"3s.7s"	"1S"	"0"	3	1		""	"L6095"	
Mg	3	"435.8138"	"435.8125"	"2"	""		"69.65416"	"72.49826"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	7	5		""	"L1434"	
Mg	3	"435.8979"	"435.8980"	"3"	""		"69.65416"	"72.49770"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"3"	"2s2.2p5.(2P*<1/2>).4d"	"2[5/2]*"	"3"	7	7		""	"L1434"	
Mg	2	""	"436.854"	""	"2.46e+05"	D	"11.569039"	"[14.40636]"	"2p6.4d"	"2D"	"5/2"	"2p6.10p"	"2P*"	"3/2"	6	4		"c59,LS"	""	
Mg	2	""	"436.864"	""	"2.74e+04"	E	"11.569103"	"[14.40636]"	"2p6.4d"	"2D"	"3/2"	"2p6.10p"	"2P*"	"3/2"	4	4		"c59,LS"	""	
Mg	2	""	"436.891"	""	"2.74e+05"	E	"11.569103"	"[14.40618]"	"2p6.4d"	"2D"	"3/2"	"2p6.10p"	"2P*"	"1/2"	4	2		"c59,LS"	""	
Mg	1	"438.0375"	"438.0376"	"6"	""		"4.3458029"	"7.175454"	"3s.3p"	"1P*"	"1"	"3p2"	"3P"	"2"	3	5		""	"L6095"	
Mg	2	"438.4637"	"438.4637"	"9"	"1.45e+07"	A	"9.995544"	"12.822446"	"2p6.4p"	"2P*"	"1/2"	"2p6.5d"	"2D"	"3/2"	2	4		"c31,T6870"	"L7414"	
Mg	2	""	"439.0514"	""	"2.88e+06"	A	"9.999328"	"12.822446"	"2p6.4p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"3/2"	4	4		"c31,T6870"	""	
Mg	2	"439.0564"	"439.0572"	"10"	"1.73e+07"	A	"9.999328"	"12.822409"	"2p6.4p"	"2P*"	"3/2"	"2p6.5d"	"2D"	"5/2"	4	6		"c31,T6870"	"L7414"	
Mg	1	""	"440.9923"	""	"7.68e+05"	D+	"7.1939656"	"10.004658"	"3s.6d"	"1D"	"2"	"3p.3d"	"1D*"	"2"	5	5		"T6298c72"	""	
Mg	3	"442.3182"	"442.3184"	"2"	""		"69.69599"	"72.49826"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	5	5		""	"L1434"	
Mg	3	"442.4071"	"442.4065"	"2"	""		"69.69599"	"72.49770"	"2s2.2p5.(2P*<3/2>).4p"	"2[5/2]"	"2"	"2s2.2p5.(2P*<1/2>).4d"	"2[5/2]*"	"3"	5	7		""	"L1434"	
Mg	2	"442.7994"	"442.7994"	"8"	"1.05e+07"	A	"9.995544"	"12.794766"	"2p6.4p"	"2P*"	"1/2"	"2p6.6s"	"2S"	"1/2"	2	2		"c31"	"L7414"	
Mg	2	"443.3990"	"443.3988"	"9"	"2.10e+07"	A	"9.999328"	"12.794766"	"2p6.4p"	"2P*"	"3/2"	"2p6.6s"	"2S"	"1/2"	4	2		"c31"	"L7414"	
Mg	2	"443.6486"	"443.6491"	"5"	"6.38e+06"	B+	"11.569039"	"14.362900"	"2p6.4d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"7/2"	6	8		"c31"	"L7414"	
Mg	2	""	"443.6491"	""	"4.25e+05"	B	"11.569039"	"14.362900"	"2p6.4d"	"2D"	"5/2"	"2p6.9f"	"2F*"	"5/2"	6	6		"c31"	""	
Mg	2	"443.6598"	"443.6593"	"4"	"5.95e+06"	B+	"11.569103"	"14.362900"	"2p6.4d"	"2D"	"3/2"	"2p6.9f"	"2F*"	"5/2"	4	6		"c31"	"L7414"	
Mg	3	"444.3947"	"444.3948"	"3d"	""		"72.44963"	"75.23881"	"2s2.2p5.(2P*<3/2>).4f"	"2[3/2]"	"1"	"2s2.2p5.(2P*<3/2>).5g"	"2[5/2]*"	"2"	3	5		""	"L1434"	
Mg	3	"444.5577"	"444.5608"	"5d*"	""		"72.45067"	"75.23881"	"2s2.2p5.(2P*<3/2>).4f"	"2[3/2]"	"2"	"2s2.2p5.(2P*<3/2>).5g"	"2[5/2]*"	"2"	5	5		""	"L1434"	
Mg	3	"444.5577"	"444.5608"	"5d*"	""		"72.45067"	"75.23881"	"2s2.2p5.(2P*<3/2>).4f"	"2[3/2]"	"2"	"2s2.2p5.(2P*<3/2>).5g"	"2[5/2]*"	"3"	5	7		""	"L1434"	
Mg	3	"445.2343"	"445.2260"	"2d*"	""		"72.46410"	"75.24807"	"2s2.2p5.(2P*<3/2>).4f"	"2[9/2]"	"5"	"2s2.2p5.(2P*<3/2>).5g"	"2[9/2]*"	"4"	11	9		""	"L1434"	
Mg	3	"445.2343"	"445.2260"	"2d*"	""		"72.46410"	"75.24807"	"2s2.2p5.(2P*<3/2>).4f"	"2[9/2]"	"5"	"2s2.2p5.(2P*<3/2>).5g"	"2[9/2]*"	"5"	11	11		""	"L1434"	
Mg	3	"445.2343"	"445.2478"	"2d*"	""		"72.46424"	"75.24807"	"2s2.2p5.(2P*<3/2>).4f"	"2[9/2]"	"4"	"2s2.2p5.(2P*<3/2>).5g"	"2[9/2]*"	"4"	9	9		""	"L1434"	
Mg	3	"445.2343"	"445.2478"	"2d*"	""		"72.46424"	"75.24807"	"2s2.2p5.(2P*<3/2>).4f"	"2[9/2]"	"4"	"2s2.2p5.(2P*<3/2>).5g"	"2[9/2]*"	"5"	9	11		""	"L1434"	
Mg	3	"446.3404"	"446.3312"	"9d*"	""		"72.46410"	"75.24117"	"2s2.2p5.(2P*<3/2>).4f"	"2[9/2]"	"5"	"2s2.2p5.(2P*<3/2>).5g"	"2[11/2]*"	"5"	11	11		""	"L1434"	
Mg	3	"446.3404"	"446.3312"	"9d*"	""		"72.46410"	"75.24117"	"2s2.2p5.(2P*<3/2>).4f"	"2[9/2]"	"5"	"2s2.2p5.(2P*<3/2>).5g"	"2[11/2]*"	"6"	11	13		""	"L1434"	
Mg	3	"446.3404"	"446.3531"	"9d*"	""		"72.46424"	"75.24117"	"2s2.2p5.(2P*<3/2>).4f"	"2[9/2]"	"4"	"2s2.2p5.(2P*<3/2>).5g"	"2[11/2]*"	"5"	9	11		""	"L1434"	
Mg	3	"447.6490"	"447.6643"	"6d*"	""		"72.75139"	"75.52019"	"2s2.2p5.(2P*<1/2>).4f"	"2[7/2]"	"4"	"2s2.2p5.(2P*<1/2>).5g"	"2[9/2]*"	"5"	9	11		""	"L1434"	
Mg	3	"447.6490"	"447.6443"	"6d*"	""		"72.47669"	"75.24561"	"2s2.2p5.(2P*<3/2>).4f"	"2[5/2]"	"3"	"2s2.2p5.(2P*<3/2>).5g"	"2[7/2]*"	"4"	7	9		""	"L1434"	
Mg	3	"447.6490"	"447.6322"	"6d*"	""		"72.75119"	"75.52019"	"2s2.2p5.(2P*<1/2>).4f"	"2[7/2]"	"3"	"2s2.2p5.(2P*<1/2>).5g"	"2[9/2]*"	"4"	7	9		""	"L1434"	
Mg	3	"447.7853"	"447.7726"	"4d*"	""		"72.75208"	"75.52021"	"2s2.2p5.(2P*<1/2>).4f"	"2[5/2]"	"3"	"2s2.2p5.(2P*<1/2>).5g"	"2[7/2]*"	"4"	7	9		""	"L1434"	
Mg	3	"447.7853"	"447.7886"	"4d*"	""		"72.47758"	"75.24561"	"2s2.2p5.(2P*<3/2>).4f"	"2[5/2]"	"2"	"2s2.2p5.(2P*<3/2>).5g"	"2[7/2]*"	"3"	5	7		""	"L1434"	
Mg	3	"447.9030"	"447.9030"	"3d"	""		"72.75289"	"75.52021"	"2s2.2p5.(2P*<1/2>).4f"	"2[5/2]"	"2"	"2s2.2p5.(2P*<1/2>).5g"	"2[7/2]*"	"3"	5	7		""	"L1434"	
Mg	2	"448.1130"	"448.1126"	"14"	"2.33e+08"	A	"8.863654"	"11.629687"	"2p6.3d"	"2D"	"5/2"	"2p6.4f"	"2F*"	"7/2"	6	8		"c31,c23"	"L7414"	
Mg	2	""	"448.1150"	""	"1.55e+07"	A	"8.863654"	"11.629672"	"2p6.3d"	"2D"	"5/2"	"2p6.4f"	"2F*"	"5/2"	6	6		"c31,c23"	""	
Mg	2	"448.1327"	"448.1325"	"13"	"2.17e+08"	A	"8.863762"	"11.629672"	"2p6.3d"	"2D"	"3/2"	"2p6.4f"	"2F*"	"5/2"	4	6		"c31,c23"	"L7414"	
Mg	3	"449.7566"	"449.7427"	"7d*"	""		"72.49206"	"75.24807"	"2s2.2p5.(2P*<3/2>).4f"	"2[7/2]"	"3"	"2s2.2p5.(2P*<3/2>).5g"	"2[9/2]*"	"4"	7	9		""	"L1434"	
Mg	3	"449.7566"	"449.7690"	"7d*"	""		"72.49222"	"75.24807"	"2s2.2p5.(2P*<3/2>).4f"	"2[7/2]"	"4"	"2s2.2p5.(2P*<3/2>).5g"	"2[9/2]*"	"4"	9	9		""	"L1434"	
Mg	3	"449.7566"	"449.7690"	"7d*"	""		"72.49222"	"75.24807"	"2s2.2p5.(2P*<3/2>).4f"	"2[7/2]"	"4"	"2s2.2p5.(2P*<3/2>).5g"	"2[9/2]*"	"5"	9	11		""	"L1434"	
Mg	3	"450.1793"	"450.1437"	"1d*"	""		"72.49206"	"75.24561"	"2s2.2p5.(2P*<3/2>).4f"	"2[7/2]"	"3"	"2s2.2p5.(2P*<3/2>).5g"	"2[7/2]*"	"3"	7	7		""	"L1434"	
Mg	3	"450.1793"	"450.1437"	"1d*"	""		"72.49206"	"75.24561"	"2s2.2p5.(2P*<3/2>).4f"	"2[7/2]"	"3"	"2s2.2p5.(2P*<3/2>).5g"	"2[7/2]*"	"4"	7	9		""	"L1434"	
Mg	3	"450.1793"	"450.1700"	"1d*"	""		"72.49222"	"75.24561"	"2s2.2p5.(2P*<3/2>).4f"	"2[7/2]"	"4"	"2s2.2p5.(2P*<3/2>).5g"	"2[7/2]*"	"3"	9	7		""	"L1434"	
Mg	3	"450.1793"	"450.1700"	"1d*"	""		"72.49222"	"75.24561"	"2s2.2p5.(2P*<3/2>).4f"	"2[7/2]"	"4"	"2s2.2p5.(2P*<3/2>).5g"	"2[7/2]*"	"4"	9	9		""	"L1434"	
Mg	2	""	"452.1938"	""	"5.58e+03"	C	"11.504557"	"14.245626"	"2p6.5s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"3/2"	2	4		"c31"	""	
Mg	2	""	"452.2333"	""	"6.83e+03"	C	"11.504557"	"14.245386"	"2p6.5s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"1/2"	2	2		"c31"	""	
Mg	3	"452.2871"	"452.2861"	"1"	""		"69.75775"	"72.49826"	"2s2.2p5.(2P*<3/2>).4p"	"2[3/2]"	"1"	"2s2.2p5.(2P*<1/2>).4d"	"2[3/2]*"	"2"	3	5		""	"L1434"	
Mg	3	"452.6223"	"452.6219"	"9"	""		"69.42955"	"72.16803"	"2s2.2p5.(2P*<3/2>).4p"	"2[1/2]"	"1"	"2s2.2p5.(2P*<3/2>).4d"	"2[3/2]*"	"2"	3	5		""	"L1434"	
Mg	2	"453.4291"	"453.4279"	"6*"	""		"11.629672"	"14.363281"	"2p6.4f"	"2F*"	"5/2"	"2p6.9g"	"2G"	"7/2"	6	8		""	"L7414"	
Mg	2	"453.4291"	"453.4304"	"6*"	""		"11.629687"	"14.363281"	"2p6.4f"	"2F*"	"7/2"	"2p6.9g"	"2G"	"9/2"	8	10		""	"L7414"	
Mg	2	""	"454.5253"	""	"1.15e+05"	C+	"11.629672"	"14.356681"	"2p6.4f"	"2F*"	"5/2"	"2p6.9d"	"2D"	"3/2"	6	4		"c31"	""	
Mg	2	""	"454.5263"	""	"5.47e+03"	C	"11.629672"	"14.356675"	"2p6.4f"	"2F*"	"5/2"	"2p6.9d"	"2D"	"5/2"	6	6		"c31"	""	
Mg	2	""	"454.5288"	""	"1.10e+05"	C+	"11.629687"	"14.356675"	"2p6.4f"	"2F*"	"7/2"	"2p6.9d"	"2D"	"5/2"	8	6		"c31"	""	
Mg	1	""	"456.26017"	""	"3.98e-03"	B+	"0.0000000"	"2.7166398"	"2p6.3s2"	"1S"	"0"	"3s.3p"	"3P*"	"2"	1	5	M2	"c43"	""	
Mg	1	"457.10956"	"457.10956"	"28g"	"2.54e+02"	D	"0.0000000"	"2.7115919"	"2p6.3s2"	"1S"	"0"	"3s.3p"	"3P*"	"1"	1	3		"c45"	"L7428"	
Mg	1	""	"457.52920"	""	"5.8e-04"	D	"0.0000000"	"2.7091049"	"2p6.3s2"	"1S"	"0"	"3s.3p"	"3P*"	"0"	1	1		"T6298c72"	""	
Mg	2	""	"458.1474"	""	"1.95e-06"	E	"8.863654"	"11.569103"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"3/2"	6	4	M1	"c28"	""	
Mg	2	""	"458.1474"	""	"2.36e+01"	A	"8.863654"	"11.569103"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"3/2"	6	4	E2	"c28"	""	
Mg	2	""	"458.1584"	""	"2.03e-05"	E	"8.863654"	"11.569039"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"5/2"	6	6	M1	"c28"	""	
Mg	2	""	"458.1584"	""	"6.30e+01"	A	"8.863654"	"11.569039"	"2p6.3d"	"2D"	"5/2"	"2p6.4d"	"2D"	"5/2"	6	6	E2	"c28"	""	
Mg	2	""	"458.1657"	""	"5.42e-06"	E	"8.863762"	"11.569103"	"2p6.3d"	"2D"	"3/2"	"2p6.4d"	"2D"	"3/2"	4	4	M1	"c28"	""	
