wavenumber_cm_inv,intensity
8203.910540,-0.46318900
8203.914120,-1.57863000
8203.917700,-0.75449300
8203.921270,-0.32041300
8203.924850,0.63108900
8203.928430,1.24022000
8203.932000,-0.94770900
8203.935580,-1.12451000
8203.939150,0.85188000
8203.942730,0.35672400
8203.946310,0.48035900
8203.949880,0.70244200
8203.953460,-1.73276000
8203.957040,-0.98632900
8203.960610,1.44487000
8203.964190,-0.53425500
8203.967760,-1.79196000
8203.971340,-0.86012100
8203.974920,-1.71136000
8203.978490,-1.09706000
8203.982070,0.68517400
8203.985650,-0.22434900
8203.989220,-1.05810000
8203.992800,-0.35884800
8203.996370,0.37011700
8203.999950,0.54897100
8204.003530,-0.90491400
8204.007100,-1.64623000
8204.010680,-0.16738800
8204.014260,0.31914800
8204.017830,0.24427600
8204.021410,0.22416200
8204.024980,-1.13790000
8204.028560,-0.59617700
8204.032140,1.28001000
8204.035710,0.69124200
8204.039290,1.07396000
8204.042870,2.50326000
8204.046440,0.97767800
8204.050020,-0.08773950
8204.053590,0.48457100
8204.057170,-0.31343000
8204.060750,0.02377110
8204.064320,1.63966000
8204.067900,0.75389800
8204.071480,-0.86249400
8204.075050,-0.47965000
8204.078630,0.54028500
8204.082210,1.09094000
8204.085780,1.43701000
8204.089360,0.84420200
8204.092930,-0.83292100
8204.096510,-0.65649500
8204.100090,1.07675000
8204.103660,-0.10027300
8204.107240,-1.75966000
8204.110820,-0.86827500
8204.114390,-1.92600000
8204.117970,-3.32524000
8204.121540,-1.33146000
8204.125120,-0.69370600
8204.128700,-0.68062400
8204.132270,1.35470000
8204.135850,0.44857700
8204.139430,-0.79663300
8204.143000,1.48161000
8204.146580,1.22443000
8204.150150,-0.70375100
8204.153730,-0.24789700
8204.157310,-0.92588800
8204.160880,-1.50903000
8204.164460,-0.18518500
8204.168040,-0.69208100
8204.171610,-1.69457000
8204.175190,-1.48566000
8204.178760,-1.19101000
8204.182340,0.50923400
8204.185920,1.13816000
8204.189490,-0.86693300
8204.193070,-1.08925000
8204.196650,-0.40037900
8204.200220,-0.59194400
8204.203800,0.68888400
8204.207380,0.87135200
8204.210950,-0.76182700
8204.214530,-0.22028700
8204.218100,0.48195700
8204.221680,-0.32160600
8204.225260,-0.19744300
8204.228830,-0.22366400
8204.232410,-0.36915800
8204.235990,0.87666000
8204.239560,0.77391800
8204.243140,-0.81636800
8204.246710,-0.34513000
8204.250290,1.08849000
8204.253870,0.41744000
8204.257440,-0.81388200
8204.261020,0.20719500
8204.264600,1.78553000
8204.268170,1.21824000
8204.271750,-0.14328800
8204.275320,-0.89017600
8204.278900,-1.06843000
8204.282480,0.06722230
8204.286050,1.06714000
8204.289630,0.62823000
8204.293210,0.58817200
8204.296780,0.49195500
8204.300360,-0.28239300
8204.303930,0.48569400
8204.307510,1.90400000
8204.311090,2.03326000
8204.314660,1.24412000
8204.318240,-0.06170790
8204.321820,0.57555400
8204.325390,2.64835000
8204.328970,0.74539100
8204.332540,-2.20973000
8204.336120,-0.56769000
8204.339700,0.70464400
8204.343270,-0.64435200
8204.346850,0.14992800
8204.350430,1.57767000
8204.354000,1.13252000
8204.357580,0.74345500
8204.361160,-0.00079087
8204.364730,-0.71261100
8204.368310,0.38811000
8204.371880,0.82071100
8204.375460,-0.24194500
8204.379040,-0.16230100
8204.382610,0.17841900
8204.386190,-0.40874400
8204.389770,-0.39594300
8204.393340,-0.21830100
8204.396920,-0.49817200
8204.400490,0.20662700
8204.404070,1.03137000
8204.407650,0.02880770
8204.411220,-0.85381100
8204.414800,0.49667100
8204.418380,1.02754000
8204.421950,-1.25227000
8204.425530,-1.64983000
8204.429100,0.87453500
8204.432680,0.38416800
8204.436260,-1.78468000
8204.439830,-0.66891100
8204.443410,-0.15165800
8204.446990,-1.02080000
8204.450560,0.68696600
8204.454140,0.47398100
8204.457710,-1.92639000
8204.461290,0.05106160
8204.464870,1.64343000
8204.468440,-0.19103200
8204.472020,1.05114000
8204.475600,2.10642000
8204.479170,-0.54786900
8204.482750,-1.24050000
8204.486330,-0.99428000
8204.489900,-1.28173000
8204.493480,0.24824700
8204.497050,-0.32283000
8204.500630,-1.56900000
8204.504210,0.48222300
8204.507780,0.01283240
8204.511360,-1.44771000
8204.514940,0.84056300
8204.518510,0.15825900
8204.522090,-2.28631000
8204.525660,-0.55623400
8204.529240,-0.02620930
8204.532820,-0.77427100
8204.536390,0.92722900
8204.539970,0.84851200
8204.543550,-0.59086800
8204.547120,-0.75262200
8204.550700,-0.92786200
8204.554270,0.27193500
8204.557850,0.58752700
8204.561430,-1.72002000
8204.565000,-1.14017000
8204.568580,0.46343700
8204.572160,-0.62625200
8204.575730,-0.42911600
8204.579310,-0.54863000
8204.582880,-2.06960000
8204.586460,-0.78526400
8204.590040,-0.46296200
8204.593610,-1.93079000
8204.597190,0.02641750
8204.600770,1.17384000
8204.604340,-0.45894300
8204.607920,-0.34926500
8204.611490,-0.63198600
8204.615070,-1.24658000
8204.618650,0.04220140
8204.622220,-0.74224800
8204.625800,-1.69389000
8204.629380,0.63876600
8204.632950,1.01095000
8204.636530,-0.40755300
8204.640110,0.24904000
8204.643680,0.11053700
8204.647260,-0.34736000
8204.650830,1.12547000
8204.654410,1.16280000
8204.657990,-0.02711890
8204.661560,0.05568080
