wavenumber_cm_inv,intensity
9141.897590,-0.45970500
9141.901170,-0.05522060
9141.904750,-0.52875200
9141.908320,0.91509500
9141.911900,1.69117000
9141.915480,-0.34612000
9141.919050,-1.44560000
9141.922630,-0.92342300
9141.926200,-0.84119900
9141.929780,-0.38461900
9141.933360,-0.11938000
9141.936930,-0.94666300
9141.940510,-0.33836700
9141.944090,1.15844000
9141.947660,0.11680200
9141.951240,-1.63140000
9141.954810,-1.12838000
9141.958390,-0.08577610
9141.961970,0.05558190
9141.965540,0.04912480
9141.969120,0.32957100
9141.972700,0.76511700
9141.976270,0.58872800
9141.979850,0.18160300
9141.983420,0.31550900
9141.987000,-0.52164300
9141.990580,-1.21913000
9141.994150,0.31630100
9141.997730,-0.05604150
9142.001310,-2.61233000
9142.004880,-1.26624000
9142.008460,0.85791400
9142.012030,-1.17760000
9142.015610,-1.93336000
9142.019190,0.36505500
9142.022760,1.06477000
9142.026340,0.47963300
9142.029920,0.24948000
9142.033490,0.16855100
9142.037070,0.35651100
9142.040650,0.08390240
9142.044220,-0.16904000
9142.047800,-0.41330800
9142.051370,-1.46833000
9142.054950,-0.24693200
9142.058530,2.14596000
9142.062100,0.67227500
9142.065680,-0.21139500
9142.069260,2.24742000
9142.072830,1.91147000
9142.076410,0.48296600
9142.079980,1.27957000
9142.083560,0.20529500
9142.087140,-0.93622000
9142.090710,-0.16578700
9142.094290,-1.48212000
9142.097870,-1.58528000
9142.101440,1.35689000
9142.105020,0.62304700
9142.108590,-1.77393000
9142.112170,-0.54390200
9142.115750,0.06877380
9142.119320,-1.23697000
9142.122900,-0.55453500
9142.126480,0.91415700
9142.130050,0.61621400
9142.133630,-0.14267900
9142.137200,0.28759700
9142.140780,0.15048800
9142.144360,-1.68299000
9142.147930,-0.88562500
9142.151510,2.55560000
9142.155090,1.99916000
9142.158660,-0.34052900
9142.162240,0.81600400
9142.165820,0.81219900
9142.169390,-1.43667000
9142.172970,-1.14344000
9142.176540,-0.16101900
9142.180120,0.21859700
9142.183700,1.36288000
9142.187270,0.39535600
9142.190850,-1.13968000
9142.194430,0.48008900
9142.198000,0.93311000
9142.201580,-1.06042000
9142.205150,-1.08853000
9142.208730,-0.26687700
9142.212310,0.12258200
9142.215880,1.58262000
9142.219460,2.09139000
9142.223040,1.36458000
9142.226610,1.46523000
9142.230190,1.03248000
9142.233760,0.55776200
9142.237340,1.81772000
9142.240920,2.23929000
9142.244490,1.32904000
9142.248070,1.38822000
9142.251650,1.06299000
9142.255220,-0.49634000
9142.258800,-1.25778000
9142.262370,-0.62616700
9142.265950,0.64138200
9142.269530,1.01312000
9142.273100,-0.07163190
9142.276680,-0.38409200
9142.280260,0.18776400
9142.283830,0.08466120
9142.287410,0.55556700
9142.290980,1.07498000
9142.294560,0.02876730
