wavenumber_cm_inv,intensity
7400.002440,1.33873000
7400.013990,0.41223500
7400.025530,1.79307000
7400.037070,3.91298000
7400.048610,4.77329000
7400.060160,2.90180000
7400.071700,1.96617000
7400.083240,2.63684000
7400.094780,3.59566000
7400.106330,2.26508000
7400.117870,0.38578300
7400.129410,2.98854000
7400.140950,2.31157000
7400.152500,-0.17956600
7400.164040,1.97441000
7400.175580,1.13758000
7400.187130,0.77063500
7400.198670,3.46529000
7400.210210,2.82766000
7400.221750,1.41175000
7400.233300,0.85192600
7400.244840,0.87873500
7400.256380,1.61712000
7400.267920,3.11118000
7400.279470,4.22901000
7400.291010,3.46089000
7400.302550,4.20828000
7400.314090,2.94303000
7400.325640,-0.32813100
7400.337180,1.59127000
7400.348720,3.32234000
7400.360260,2.21693000
7400.371810,2.57653000
7400.383350,3.57215000
7400.394890,2.22236000
7400.406430,0.16961400
7400.417980,2.11670000
7400.429520,2.00123000
7400.441060,-0.54015800
7400.452610,0.74467100
7400.464150,1.12532000
7400.475690,2.75313000
7400.487230,3.12491000
7400.498780,-0.01726740
7400.510320,5.41488000
7400.521860,9.16999000
7400.533400,1.91630000
7400.544950,-1.37442000
7400.556490,1.76643000
7400.568030,3.73533000
7400.579570,3.32989000
7400.591120,3.15917000
7400.602660,2.13540000
7400.614200,0.04144330
7400.625740,2.02400000
7400.637290,3.58202000
7400.648830,2.86320000
7400.660370,3.47966000
7400.671920,1.28483000
7400.683460,0.31491100
7400.695000,2.83221000
7400.706540,2.91808000
7400.718090,3.37081000
7400.729630,4.46518000
7400.741170,3.14198000
7400.752710,1.98861000
7400.764260,2.36283000
7400.775800,3.27050000
7400.787340,3.27108000
7400.798880,2.24347000
7400.810430,1.69177000
7400.821970,1.53958000
7400.833510,1.28002000
7400.845050,1.56389000
7400.856600,2.20559000
7400.868140,3.02996000
7400.879680,3.64295000
7400.891220,2.51920000
7400.902770,1.82129000
7400.914310,2.32145000
7400.925850,1.74210000
7400.937400,2.59861000
7400.948940,4.02360000
7400.960480,2.93969000
7400.972020,1.61609000
7400.983570,1.25447000
7400.995110,1.77642000
7401.006650,2.09339000
7401.018190,2.17032000
7401.029740,2.59955000
