wavenumber_cm_inv,intensity
7839.245720,9.44820000
7839.257260,11.19610000
7839.268800,11.45820000
7839.280350,11.49010000
7839.291890,18.11960000
7839.303430,18.47880000
7839.314970,17.81120000
7839.326520,21.77770000
7839.338060,15.36800000
7839.349600,9.14434000
7839.361140,9.89722000
7839.372690,9.17311000
7839.384230,9.17300000
7839.395770,7.79057000
7839.407320,5.63998000
7839.418860,4.73564000
7839.430400,3.22885000
7839.441940,3.57724000
7839.453490,4.27829000
7839.465030,3.87209000
7839.476570,5.06078000
7839.488110,7.29403000
7839.499660,5.30738000
7839.511200,1.26601000
7839.522740,2.59870000
7839.534280,3.25633000
7839.545830,0.39611600
7839.557370,0.55968100
7839.568910,2.70864000
7839.580450,3.92699000
7839.592000,2.42422000
7839.603540,0.80158000
7839.615080,1.47273000
7839.626630,1.80283000
7839.638170,2.62519000
7839.649710,1.62587000
7839.661250,0.28591000
7839.672800,3.03515000
7839.684340,3.73119000
7839.695880,2.88895000
7839.707420,3.55820000
7839.718970,2.27075000
7839.730510,2.01689000
7839.742050,2.61777000
7839.753590,1.45471000
7839.765140,2.34635000
7839.776680,3.05455000
7839.788220,1.48909000
7839.799760,1.21465000
7839.811310,0.47831800
7839.822850,2.00549000
7839.834390,5.24761000
7839.845930,1.37988000
7839.857480,-0.44459600
7839.869020,2.65033000
7839.880560,0.48023600
7839.892110,-0.04712510
7839.903650,0.40461100
7839.915190,-0.52810200
7839.926730,2.67042000
7839.938280,2.72650000
7839.949820,1.84122000
7839.961360,2.10960000
7839.972900,-0.78307000
7839.984450,0.17018800
7839.995990,2.33590000
7840.007530,2.72257000
7840.019070,3.53659000
7840.030620,2.14838000
7840.042160,0.87952600
7840.053700,0.10952300
7840.065240,1.62636000
7840.076790,3.49582000
7840.088330,1.72720000
7840.099870,2.72554000
7840.111420,2.86100000
7840.122960,1.13105000
7840.134500,2.63423000
7840.146040,1.42283000
7840.157590,0.83702000
7840.169130,1.95457000
7840.180670,0.75284700
7840.192210,3.72306000
7840.203760,5.50034000
7840.215300,0.72494000
7840.226840,0.14389000
7840.238380,2.62798000
7840.249930,0.84024000
7840.261470,1.89445000
7840.273010,4.88485000
7840.284550,2.62730000
7840.296100,2.21597000
7840.307640,3.25640000
7840.319180,1.71252000
7840.330720,2.13839000
7840.342270,2.45145000
7840.353810,2.64219000
7840.365350,3.43873000
7840.376900,2.96978000
7840.388440,2.11680000
7840.399980,1.69194000
7840.411520,4.49512000
7840.423070,4.27203000
7840.434610,1.01613000
7840.446150,2.43697000
7840.457690,2.95650000
7840.469240,4.90807000
7840.480780,5.71221000
7840.492320,0.74466500
7840.503860,0.87191300
7840.515410,2.47531000
7840.526950,3.10774000
7840.538490,2.71997000
7840.550030,-0.32692800
7840.561580,1.77349000
7840.573120,2.61346000
7840.584660,7.27568000
7840.596210,15.87010000
7840.607750,10.01580000
7840.619290,4.37010000
7840.630830,4.54452000
7840.642380,2.25043000
7840.653920,3.85293000
7840.665460,4.06095000
7840.677000,4.35103000
7840.688550,4.81930000
7840.700090,2.48333000
7840.711630,3.82076000
7840.723170,4.04815000
7840.734720,3.99923000
7840.746260,4.36542000
7840.757800,3.39385000
7840.769340,4.21543000
7840.780890,2.18404000
7840.792430,2.78931000
7840.803970,4.03273000
7840.815510,0.87289300
7840.827060,1.73714000
7840.838600,0.97403800
7840.850140,0.30993400
7840.861690,2.46660000
7840.873230,1.68609000
7840.884770,2.57806000
7840.896310,1.87660000
7840.907860,2.56898000
7840.919400,4.50838000
7840.930940,1.24473000
7840.942480,3.02649000
7840.954030,3.90595000
7840.965570,1.35516000
7840.977110,4.12829000
7840.988650,3.51907000
7841.000200,1.86988000
7841.011740,2.27425000
7841.023280,0.84882200
7841.034820,1.73135000
7841.046370,2.47407000
7841.057910,1.20296000
7841.069450,1.08436000
7841.081000,3.38722000
7841.092540,3.97041000
7841.104080,1.60765000
7841.115620,2.09098000
7841.127170,2.39456000
7841.138710,2.76846000
7841.150250,3.95475000
7841.161790,2.47807000
7841.173340,3.72287000
7841.184880,3.18977000
7841.196420,0.94106500
7841.207960,4.18332000
7841.219510,4.19388000
7841.231050,1.78641000
7841.242590,2.51505000
7841.254130,3.33416000
7841.265680,4.31323000
7841.277220,4.18425000
7841.288760,3.34020000
7841.300310,2.51982000
7841.311850,2.85493000
7841.323390,4.86144000
7841.334930,4.44075000
7841.346480,3.65826000
7841.358020,4.42097000
7841.369560,5.35615000
7841.381100,6.53036000
7841.392650,6.27464000
7841.404190,6.59071000
7841.415730,8.81817000
7841.427270,10.01620000
7841.438820,10.22410000
7841.450360,13.73660000
7841.461900,19.08220000
7841.473440,21.02620000
7841.484990,25.18490000
7841.496530,32.58390000
7841.508070,40.86720000
7841.519610,54.83090000
7841.531160,66.69880000
7841.542700,71.28560000
7841.554240,72.77190000
7841.565790,69.17830000
7841.577330,62.58910000
7841.588870,56.47190000
7841.600410,50.79870000
7841.611960,43.64080000
7841.623500,38.08050000
7841.635040,37.60970000
7841.646580,33.20070000
7841.658130,27.63690000
7841.669670,26.13550000
7841.681210,22.12540000
7841.692750,20.49360000
7841.704300,19.82160000
7841.715840,15.74870000
7841.727380,14.06460000
7841.738920,12.80680000
7841.750470,12.01340000
7841.762010,12.54710000
7841.773550,11.54570000
7841.785100,10.21960000
7841.796640,9.67516000
7841.808180,9.49718000
7841.819720,7.80465000
7841.831270,7.38814000
7841.842810,8.04425000
7841.854350,6.70670000
7841.865890,6.16790000
7841.877440,4.41094000
7841.888980,5.79788000
7841.900520,9.61789000
7841.912060,6.23994000
7841.923610,5.01141000
7841.935150,6.71379000
7841.946690,5.08833000
7841.958230,4.89262000
7841.969780,3.94023000
7841.981320,4.16721000
7841.992860,5.46986000
7842.004400,4.97012000
7842.015950,5.60346000
7842.027490,4.92178000
7842.039030,4.79763000
7842.050580,3.99266000
7842.062120,2.53666000
7842.073660,4.76687000
7842.085200,3.18270000
7842.096750,1.74441000
7842.108290,3.60849000
7842.119830,1.99487000
7842.131370,2.68916000
7842.142920,4.29200000
7842.154460,3.34076000
7842.166000,3.03586000
7842.177540,2.86118000
7842.189090,3.47341000
7842.200630,2.69238000
7842.212170,2.84747000
7842.223710,4.85069000
7842.235260,3.88095000
7842.246800,2.85601000
7842.258340,1.53470000
7842.269890,1.53134000
7842.281430,5.32854000
7842.292970,6.05411000
7842.304510,4.50743000
7842.316060,4.90070000
7842.327600,5.47343000
7842.339140,4.66131000
7842.350680,3.72186000
7842.362230,4.11879000
7842.373770,5.11639000
7842.385310,6.85210000
7842.396850,5.75475000
7842.408400,2.98132000
7842.419940,3.78419000
7842.431480,3.66885000
7842.443020,3.44257000
7842.454570,4.66240000
7842.466110,4.28589000
7842.477650,4.54126000
7842.489190,4.59625000
7842.500740,4.80763000
7842.512280,3.18184000
7842.523820,0.99642300
7842.535370,4.60266000
7842.546910,5.16553000
7842.558450,3.74168000
7842.569990,5.37054000
7842.581540,2.32922000
7842.593080,2.30907000
7842.604620,5.11483000
7842.616160,2.53453000
7842.627710,2.05642000
7842.639250,2.32597000
7842.650790,1.18213000
7842.662330,2.86790000
7842.673880,4.05800000
7842.685420,2.35563000
7842.696960,0.43515900
