ritz_wavenumber_cm_inv,ritz_unc_cm_inv,measured_wavenumber_cm_inv,measured_unc_cm_inv,relative_intensity,species,lower_level_energy,lower_J,upper_level_energy,upper_J,reference
9074.52141,0.00013,9074.5262,0.0010,42,Th I,21890,3_odd,30964,3,PE83
9074.57245,0.00006,9074.57246,0.00017,650,Th I,13088,3,22163,4_odd,PE83
9075.2064,0.0004,9075.207,0.003,0,Th II,24309,11/2_odd,33384,9/2,GBCZ74
9077.44087,0.00019,9077.452,0.003,0,Th II,12219,3/2,21297,5/2_odd,GBCZ74
9079.9457,0.0004,9079.948,0.003,0,Th II,6244,1/2,15324,1/2_odd,GBCZ74
9086.93881,0.00007,9086.9384,0.0003,310,Th I,13962,1,23049,1_odd,KNS08
9087.67879,0.00004,9087.6789,0.0008,62,Th I,13945,3_odd,23032,4,PE83
9197.14412,0.00006,9197.14406,0.00016,730,Th I,17847,2_odd,27044,3,PE83
9197.3526,0.0005,9197.3531,0.0010,23,Ar II,194822,7/2_odd,185625,7/2,95WHA
9198.9028,0.0005,9198.9028,0.0009,24,Ar II,196090,5/2_odd,186891,5/2,95WHA
9199.3599,0.0005,9199.3599,0.0005,48,Ar II,209338,9/2_odd,200139,7/2,95WHA
9199.69522,0.00008,9199.6946,0.0006,86,Th I,16554,6,25753,5_odd,KNS08
9200.9351,0.0009,9200.941,0.003,0,Th I,32160,2_odd,41361,3,GBCZ74
9201.68833,0.00007,9201.6886,0.0006,80,Th I,13847,2,23049,1_odd,PE83
9203.46047,0.00011,9203.46050,0.00020,530,Th I,20214,3_odd,29418,2,KNS08
9203.7461,0.0010,9203.7460,0.0010,60,Ne II,281998,5/2,291202,7/2_odd,P83
9204.05503,0.00023,9204.0553,0.0011,35,Th II,12902,3/2_odd,22106,5/2,PE83
-,-,9204.6682,0.0004,224,Ar I,105617,2,114822,3_odd,95WHA
9207.82432,0.00009,9207.8237,0.0005,120,Th I,15493,4,24701,5_odd,KNS08
9211.13058,0.00004,9211.1304,0.0004,160,Th I,8800,4,18011,5_odd,KNS08
9218.3144,0.0003,9218.313,0.003,0,Th I,21594,3,30812,2_odd,GBCZ74
9218.7584,0.0014,9218.7583,0.0004,9400,Ne I,150316,2,159535,1_odd,HPA
9218.82084,0.00010,9218.82060,0.00020,470,Th I,17166,5,26384,4_odd,KNS08
9219.62049,0.00014,9219.6197,0.0010,40,Th I,19713,3,28932,4_odd,PE83
9224.0815,0.0016,9224.0824,0.0012,37,Ne I,162436,1_odd,171660,2,SBS
9224.355,0.003,9224.3547,0.0017,60,Ne II,283322,3/2,292546,1/2_odd,P83
9224.51037,0.00020,9224.515,0.003,310,Th I,20737,1_odd,29961,1,Z76
9226.5596,0.0003,9226.5605,0.0009,44,Th II,20288,11/2_odd,29515,9/2,PE83
9226.60382,0.00014,9226.6027,0.0007,65,Th I,21738,2_odd,30964,3,KNS08
9227.1521,0.0003,9227.1523,0.0008,58,Th II,15236,3/2,24463,5/2_odd,PE83
9227.52636,0.00015,9227.52633,0.00024,360,Th I,25180,7_odd,34407,6,PE83
9228.76891,0.00024,9228.7701,0.0012,30,Th I,23481,1_odd,32710,2,PE83
9231.54340,0.00020,9231.5434,0.0009,28,Ar II,159707,1/2_odd,150475,3/2,95WHA
9234.06505,0.00009,9234.070,0.003,310,Th I,19039,2_odd,28273,2,Z76
9234.3733,0.0004,9234.372,0.003,0,Th I,21578,1,30812,2_odd,GBCZ74
9239.54560,0.00016,9239.5456,0.0003,340,Th II,6213,9/2,15453,7/2_odd,PE83
9239.7669,0.0015,9239.768,0.005,92,Ne I,162420,2_odd,171660,3,SBS
9240.01727,0.00018,9240.0164,0.0012,30,Th I,19273,2,28513,2_odd,PE83
9241.4225,0.0013,9241.4224,0.0014,15,Ar II,208921,5/2_odd,199680,5/2,95WHA
9242.6059,0.0006,9242.6064,0.0022,11,Ar II,192333,1/2_odd,183091,3/2,95WHA
9244.0939,0.0014,9244.095,0.006,40,Ne I,161637,1_odd,170881,2,SBS
9245.10702,0.00004,9245.10700,0.00020,460,Th I,2869,3,12114,2_odd,KNS08
9245.25811,0.00005,9245.25803,0.00010,1700,Th I,4961,4,14206,4_odd,PE83
9245.6829,0.0003,9245.6829,0.0003,437,Ar II,159393,3/2_odd,150148,5/2,95WHA
9246.21111,0.00006,9246.21113,0.00015,780,Th I,13847,2,23093,2_odd,PE83
9249.7640,0.0015,9249.762,0.004,74,Ne I,162410,3_odd,171660,4,SBS
9250.43369,0.00006,9250.4335,0.0003,260,Th I,13088,3,22338,3_odd,KNS08
-,-,9250.7071,0.0011,23,Ar I,111818,1_odd,121069,1,95WHA
9251.2802,0.0015,9251.278,0.005,54,Ne I,162409,2_odd,171660,3,SBS
9252.84820,0.00020,9252.8488,0.0005,100,Th I,24274,5_odd,33527,4,PE83
9253.36812,0.00003,9253.36803,0.00018,590,Th I,8800,4,18053,4_odd,PE83
9253.43262,0.00013,9253.4335,0.0008,52,Th I,17398,3,26651,2_odd,PE83
9254.55354,0.00012,9254.5536,0.0008,57,Th I,14226,0,23481,1_odd,PE83
9256.58863,0.00005,9256.58840,0.00020,730,Th I,6362,2,15618,3_odd,KNS08
9256.68258,0.00004,9256.68263,0.00011,1300,Th I,13945,3_odd,23201,3,PE83
9258.4013,0.0014,9258.4012,0.0004,6100,Ne I,150122,1,159380,0_odd,HPA
9261.81576,0.00020,9261.8153,0.0006,86,Th II,9711,7/2,18973,7/2_odd,PE83
9264.563,0.004,9264.562,0.003,2,Ne I,163708,1,172972,1_odd,SBS
9264.83216,0.00023,9264.840,0.003,0,Th II,10855,7/2,20120,5/2_odd,GBCZ74
9266.54781,0.00013,9266.5480,0.0011,36,Th I,22508,2_odd,31774,3,PE83
9268.42532,0.00010,9268.4253,0.0003,320,Th I,20566,4_odd,29835,3,PE83
9268.4788,0.0017,9268.493,0.003,16*,Ne I,161607,2_odd,170876,1,SBS
9268.4907,0.0014,9268.493,0.003,16*,Ne I,161607,2_odd,170876,2,SBS
9268.81585,0.00003,9268.81560,0.00020,620,Th I,8800,4,18069,3_odd,KNS08
9269.4779,0.0010,9269.4783,0.0013,19,Ar II,209251,5/2_odd,199982,3/2,95WHA
9273.4413,0.0014,9273.441,0.003,69,Ne I,161607,2_odd,170881,3,SBS
9274.67544,0.00005,9274.6754,0.0004,180,Th I,18069,3_odd,27343,3,PE83
9275.07768,0.00017,9275.0776,0.0009,48,Th I,23521,3_odd,32796,3,PE83
9276.49630,0.00006,9276.49643,0.00015,800,Th I,15493,4,24769,3_odd,PE83
9278.77281,0.00013,9278.7729,0.0007,64,Th I,23015,5_odd,32293,5,PE83
-,-,9279.6057,0.0004,427,Ar I,106087,1,115367,1_odd,95WHA
9280.41071,0.00014,9280.4110,0.0003,210,Th I,19817,1_odd,29097,1,PE83
-,-,9282.150,0.004,21,Ar I,113426,2_odd,122708,2,95WHA
9285.8821,0.0014,9285.882,0.003,110,Ne I,161592,3_odd,170878,4,SBS
9287.3532,0.0003,9287.3532,0.0003,129,Ar II,196103,9/2_odd,186816,7/2,95WHA
9287.487,0.003,9287.4874,0.0017,40,Ne II,282680,1/2,291968,1/2_odd,P83
9287.6635,0.0016,9287.662,0.003,150,Ne I,161590,4_odd,170878,5,SBS
9290.9000,0.0016,9290.902,0.004,14*,Ne I,161592,3_odd,170883,3,SBS
9290.9030,0.0016,9290.902,0.004,14*,Ne I,161592,3_odd,170883,4,SBS
9291.96173,0.00014,9291.9621,0.0008,57,Th I,21252,2_odd,30544,2,PE83
9292.6818,0.0016,9292.686,0.011,15,Ne I,161590,4_odd,170883,4,SBS
9293.0596,0.0003,9293.062,0.003,0,Th II,7828,1/2,17121,3/2_odd,GBCZ74
9295.56314,0.00008,9295.5624,0.0009,47,Th I,21077,5_odd,30372,6,PE83
9296.03392,0.00008,9296.03383,0.00013,1000,Th I,15618,3_odd,24915,3,PE83
9297.64171,0.00007,9297.643,0.003,130,Th I,18930,3_odd,28227,4,RNS13
9298.1670,0.0003,9298.1663,0.0007,66,Th I,11877,1_odd,21176,1,PE83
9300.21987,0.00003,9300.2195,0.0005,150,Th I,8111,4,17411,3_odd,KNS08
9300.27303,0.00012,9300.2729,0.0004,160,Th I,17959,4,27260,3_odd,PE83
9304.65428,0.00006,9304.6541,0.0004,160,Th I,14465,2_odd,23769,1,PE83
9306.86527,0.00016,9306.8653,0.0004,200,Th I,21903,7_odd,31210,6,PE83
9307.04774,0.00017,9307.0479,0.0010,39,Th I,22855,3_odd,32162,2,PE83
9308.03787,0.00021,9308.0378,0.0011,33,Th II,10572,9/2_odd,19880,9/2,PE83
-,-,9313.7474,0.0007,107,Ar I,114822,3_odd,124136,4,95WHA
9315.16448,0.00007,9315.16443,0.00014,880,Th I,12847,3,22163,4_odd,PE83
-,-,9315.245,0.008,7,Ar I,114822,3_odd,124137,3,95WHA
9318.3186,0.0003,9318.3170,0.0011,34,Th I,24769,3_odd,34088,2,PE83
9319.782380,0.000020,9319.782380,0.000020,26000,Th I,2558,0,11877,1_odd,RNS13
9321.09209,0.00005,9321.09214,0.00010,1700,Th I,11601,1,20922,2_odd,PE83
9322.39125,0.00011,9322.39124,0.00011,1400,Th II,4146,7/2,13468,9/2_odd,PE83
-,-,9323.8640,0.0005,55,Ar I,104102,1,113426,2_odd,95WHA
9325.76185,0.00014,9325.762,0.003,310,Th I,22669,3_odd,31995,4,Z76
-,-,9332.0594,0.0011,63,Ar I,114805,2_odd,124137,3,95WHA
9336.66571,0.00012,9336.6659,0.0009,46,Th I,15970,3,25306,2_odd,PE83
9340.05323,0.00014,9340.05324,0.00014,920,Th III,19009,5_odd,28349,6,PE83
-,-,9342.3739,0.0004,741,Ar I,105463,3,114805,2_odd,95WHA
9342.92509,0.00009,9342.9249,0.0005,130,Th I,18930,3_odd,28273,2,KNS08
9351.5658,0.0017,9351.576,0.004,55*,Ne I,161524,1_odd,170876,1,SBS
9351.5777,0.0014,9351.576,0.004,55*,Ne I,161524,1_odd,170876,2,SBS
9351.82335,0.00010,9351.8239,0.0009,49,Th I,15970,3,25321,3_odd,PE83
-,-,9357.7477,0.0004,355,Ar I,105617,2,114975,1_odd,95WHA
9358.0719,0.0004,9358.0717,0.0012,20,Ar II,157234,7/2_odd,147876,5/2,95WHA
-,-,9359.1781,0.0004,6310,Ar I,105463,3,114822,3_odd,95WHA
9361.93494,0.00007,9361.9353,0.0009,51,Th I,20322,5_odd,29684,5,PE83
9362.16566,0.00005,9362.1660,0.0003,250,Th I,11802,2,21165,3_odd,KNS08
9366.1092,0.0017,9366.107,0.003,19,Ne I,161510,0_odd,170876,1,SBS
-,-,9366.3736,0.0004,33113,Ar I,104102,1,113468,2_odd,95WHA
9370.82943,0.00007,9370.8291,0.0006,91,Th I,7795,4_odd,17166,5,PE83
9372.45602,0.00005,9372.459,0.003,320,Th I,13297,4,22669,3_odd,Z76
9373.25578,0.00023,9373.253,0.003,0,Th I,21645,4,31019,4_odd,GBCZ74
9374.57206,0.00003,9374.57196,0.00013,1100,Th I,6362,2,15736,1_odd,PE83
9375.50350,0.00014,9375.5030,0.0011,33,Th I,21890,3_odd,31265,3,PE83
9377.3977,0.0009,9377.3986,0.0008,20,Ar II,200110,1/2,190733,1/2_odd,95WHA
9377.54206,0.00020,9377.5421,0.0006,87,Th II,8605,5/2,17983,5/2_odd,PE83
9378.71430,0.00018,9378.7142,0.0010,39,Th I,25180,7_odd,34558,8,PE83
9379.54146,0.00021,9379.5413,0.0009,51,Th II,18214,3/2_odd,27593,5/2,PE83
9383.1432,0.0003,9383.1432,0.0007,70,Th I,27084,6_odd,36467,7,PE83
9385.47898,0.00011,9385.479,0.003,320,Th I,15970,3,25355,4_odd,Z76
9387.40659,0.00009,9387.4062,0.0008,59,Th I,21165,3_odd,30552,4,PE83
9390.17138,0.00005,9390.1721,0.0004,200,Th I,8111,4,17501,5_odd,KNS08
9392.2885,0.0004,9392.289,0.003,0,Th I,24381,2_odd,33773,1,GBCZ74
9393.39625,0.00024,9393.398,0.004,48,Th II,13248,9/2,22642,9/2_odd,ZC74
9395.63772,0.00014,9395.6376,0.0007,63,Th I,22141,3_odd,31537,3,PE83
9396.0196,0.0012,9396.020,0.003,9,Ar II,208921,5/2_odd,199525,3/2,95WHA
9397.5819,0.0003,9397.5819,0.0003,135,Ar II,198813,5/2,189415,7/2_odd,95WHA
9398.2398,0.0019,9398.240,0.003,11,Ar II,208923,3/2_odd,199525,3/2,95WHA
-,-,9400.9693,0.0020,15,Ar I,111668,0_odd,121069,1,95WHA
9404.90299,0.00011,9404.9031,0.0006,94,Th I,14204,5,23609,5_odd,PE83
9409.28894,0.00022,9409.2886,0.0008,53,Th I,23277,5,32686,5_odd,PE83
9409.8328,0.0003,9409.827,0.003,0,Th I,26723,6_odd,36133,5,GBCZ74
9411.36298,0.00010,9411.3632,0.0004,170,Th I,19039,2_odd,28450,1,PE83
9413.0274,0.0014,9413.0285,0.0013,780,Ne I,150122,1,159535,1_odd,SBS
9414.08990,0.00020,9414.0899,0.0003,89,Ar II,196305,7/2_odd,186891,5/2,95WHA
9418.04873,0.00007,9418.04875,0.00018,610,Th I,18809,4_odd,28227,4,PE83
9418.9472,0.0005,9418.9467,0.0017,13,Ar II,199525,3/2,190106,3/2_odd,95WHA
9419.48543,0.00004,9419.48535,0.00020,480,Th I,13088,3,22508,2_odd,PE83
9422.53010,0.00005,9422.5297,0.0008,57,Th I,9804,5,19227,6_odd,PE83
9423.87125,0.00019,9423.8720,0.0011,37,Th I,24182,2_odd,33606,2,PE83
9424.44018,0.00023,9424.4400,0.0011,33,Th I,21594,3,31019,4_odd,PE83
9425.06138,0.00012,9425.0613,0.0006,83,Th I,21539,4_odd,30964,3,PE83
9426.52354,0.00006,9426.52416,0.00021,450,Th I,18069,3_odd,27495,4,PE83
9426.553,0.003,9426.540,0.018,60,Ne II,282375,3/2,291801,3/2_odd,P71
9430.18845,0.00016,9430.1886,0.0005,130,Th I,23306,6_odd,32737,5,PE83
9430.85214,0.00007,9430.8521,0.0006,88,Th I,21077,5_odd,30508,5,PE83
9434.13289,0.00008,9434.1330,0.0005,110,Th I,20322,5_odd,29756,4,PE83
9434.93800,0.00021,9434.948,0.003,0,Th II,13250,5/2,22685,7/2_odd,GBCZ74
9435.59955,0.00013,9435.6001,0.0008,56,Th I,22338,3_odd,31774,3,PE83
9436.02807,0.00011,9436.0284,0.0007,75,Th I,20214,3_odd,29650,2,PE83
9438.06647,0.00018,9438.0663,0.0011,33,Th I,23113,4_odd,32551,3,PE83
9439.08274,0.00020,9439.0829,0.0005,120,Th I,20522,2_odd,29961,1,PE83
-,-,9439.1211,0.0012,21,Ar I,111818,1_odd,121257,1,95WHA
9442.4342,0.0003,9442.437,0.003,0,Th II,8018,3/2,17460,5/2_odd,GBCZ74
9442.87325,0.00012,9442.8725,0.0003,240,Th I,15863,2,25306,2_odd,KNS08
9443.02816,0.00013,9443.0289,0.0007,77,Th I,23015,5_odd,32458,4,PE83
9444.72446,0.00009,9444.7246,0.0004,160,Th I,20566,4_odd,30011,3,PE83
9447.67895,0.00008,9447.6823,0.0006,79,Th I,13962,1,23410,0_odd,PE83
9447.70526,0.00014,9447.7063,0.0010,81,Th I,20566,4_odd,30014,4,KNS08
9448.7452,0.0003,9448.746,0.003,0,Th I,22465,0_odd,31914,1,GBCZ74
9449.67048,0.00005,9449.6695,0.0009,46,Th I,11802,2,21252,2_odd,PE83
9450.5837,0.0005,9450.5838,0.0011,35,Th III,8436,6_odd,17887,5,PE83
9450.87405,0.00007,9450.8744,0.0010,39,Th I,14204,5,23655,4_odd,PE83
9452.24293,0.00020,9452.246,0.003,0,Th II,15305,9/2,24757,9/2_odd,GBCZ74
9452.46196,0.00004,9452.4621,0.0005,130,Th I,18069,3_odd,27521,4,PE83
-,-,9452.5834,0.0022,14,Ar I,111818,1_odd,121271,2,95WHA
9455.61859,0.00024,9455.622,0.003,0,Th II,10855,7/2,20310,5/2_odd,GBCZ74
9458.91798,0.00013,9458.914,0.003,320,Th I,23609,5_odd,33068,6,Z76
9460.67095,0.00013,9460.6702,0.0008,57,Th I,12114,2_odd,21575,2,PE83
9462.35026,0.00004,9462.35036,0.00005,6000,Th I,13175,4_odd,22637,3,RNS13
9464.24827,0.00019,9464.2477,0.0006,90,Th I,12114,2_odd,21578,1,PE83
9464.9452,0.0014,9464.9440,0.0011,8000,Ne I,152971,0,162436,1_odd,SBS
9466.5471,0.0003,9466.552,0.003,0,Th II,6244,1/2,15710,3/2_odd,GBCZ74
9467.90968,0.00004,9467.9103,0.0011,33,Th I,18053,4_odd,27521,4,PE83
9470.28720,0.00005,9470.28718,0.00005,5100,Th I,17501,5_odd,26971,4,RNS13
9470.7573,0.0005,9470.7568,0.0023,11,Ar II,199982,3/2,190511,5/2_odd,95WHA
9471.73501,0.00006,9471.73509,0.00020,500,Th I,16783,4_odd,26255,4,PE83
9472.58969,0.00008,9472.5896,0.0006,90,Th I,15970,3,25442,3_odd,PE83
9476.8592,0.0019,9476.859,0.003,9,Ar II,208923,3/2_odd,199447,1/2,95WHA
9479.76653,0.00010,9479.7660,0.0010,43,Th I,17398,3,26878,3_odd,PE83
9480.3070,0.0005,9480.3070,0.0005,130,Th I,30517,5_odd,39997,6,PE83
9480.30711,0.00009,9480.3070,0.0005,130,Th I,12114,2_odd,21594,3,PE83
9481.5112,0.0004,9481.519,0.003,0,Th I,25405,4,34886,5_odd,GBCZ74
9482.56372,0.00021,9482.5634,0.0006,94,Th I,19817,1_odd,29299,0,PE83
9483.6620,0.0005,9483.6616,0.0003,95,Ar II,199139,3/2,189655,5/2_odd,95WHA
9484.20881,0.00007,9484.20889,0.00013,1100,Th I,18011,5_odd,27495,4,PE83
9484.87491,0.00020,9484.8749,0.0005,100,Th I,19713,3,29197,2_odd,PE83
9485.60125,0.00022,9485.609,0.003,0,Th II,10673,5/2_odd,20158,5/2,GBCZ74
9486.57999,0.00016,9486.5805,0.0010,39,Th II,7331,5/2_odd,16818,7/2,PE83
9487.89078,0.00006,9487.8908,0.0005,140,Th I,15493,4,24981,3_odd,KNS08
9491.02572,0.00006,9491.0258,0.0003,260,Th I,12847,3,22338,3_odd,PE83
9491.76806,0.00023,9491.7686,0.0007,70,Th I,23916,4_odd,33408,3,PE83
9494.08889,0.00007,9494.08889,0.00007,3100,Th III,11276,5_odd,20770,6,PE83
-,-,9494.6654,0.0005,138,Ar I,114641,2_odd,124136,3,95WHA
9496.07175,0.00005,9496.07180,0.00009,2000,Th I,17501,5_odd,26997,6,PE83
9496.66350,0.00006,9496.6631,0.0006,93,Th I,17847,2_odd,27343,3,PE83
9497.82911,0.00005,9497.82900,0.00019,550,Th I,15166,3_odd,24664,3,PE83
9503.5403,0.0018,9503.5409,0.0003,162,Ar II,195128,9/2_odd,185625,7/2,95WHA
9504.73964,0.00010,9504.7397,0.0003,270,Th I,20867,7_odd,30372,6,PE83
