wavenumber_cm_inv,intensity
9143.562330,0.06801940
9143.573870,0.08868720
9143.585420,-0.15782300
9143.596960,0.22171900
9143.608500,0.62972100
9143.620040,-1.84637000
9143.631590,1.11799000
9143.643130,1.30174000
9143.654670,-1.51513000
9143.666210,-0.06510880
9143.677760,-0.85701700
9143.689300,-0.27638600
9143.700840,1.02300000
9143.712380,0.63090900
9143.723930,0.39502800
9143.735470,-1.69674000
9143.747010,-1.36932000
9143.758560,0.43760500
9143.770100,0.35328000
9143.781640,-0.02478950
9143.793180,1.44230000
9143.804730,2.15501000
9143.816270,-0.58673500
9143.827810,0.82065900
9143.839350,1.93905000
9143.850900,-0.96284300
9143.862440,-0.56139900
9143.873980,-0.12695000
9143.885520,1.04325000
9143.897070,0.20460300
9143.908610,-2.18328000
9143.920150,0.97939700
9143.931690,1.90165000
9143.943240,1.83644000
9143.954780,1.43900000
9143.966320,-1.32404000
9143.977870,0.53167500
9143.989410,1.60709000
9144.000950,-0.25293600
9144.012490,-2.68379000
9144.024040,-1.38850000
9144.035580,3.28389000
9144.047120,1.06367000
9144.058660,0.09311430
9144.070210,0.84474600
9144.081750,-1.66749000
9144.093290,-1.65311000
9144.104830,-2.25607000
9144.116380,-0.83271300
9144.127920,-1.08551000
9144.139460,1.46719000
9144.151000,9.04516000
9144.162550,2.90188000
9144.174090,-0.51556100
9144.185630,1.31979000
9144.197170,-2.54620000
9144.208720,2.94228000
9144.220260,2.34845000
9144.231800,-2.15640000
9144.243350,0.58334300
9144.254890,-2.73922000
9144.266430,-1.36851000
9144.277970,0.69644700
9144.289520,-1.21511000
9144.301060,0.44172000
9144.312600,-0.18740600
9144.324140,1.78583000
9144.335690,0.91849900
9144.347230,-1.18567000
9144.358770,1.97152000
9144.370310,-0.04821190
9144.381860,-1.06176000
9144.393400,-0.91052000
9144.404940,-1.29423000
9144.416480,0.49223600
9144.428030,0.01958510
9144.439570,1.88233000
9144.451110,0.70267500
9144.462660,-0.38297000
9144.474200,2.68836000
9144.485740,1.74669000
9144.497280,2.35385000
9144.508830,-0.21883400
9144.520370,-1.20630000
9144.531910,2.84518000
9144.543450,0.25300300
9144.555000,1.50896000
9144.566540,1.63779000
9144.578080,-1.08397000
9144.589620,1.23521000
9144.601170,-1.04834000
9144.612710,0.46654900
9144.624250,1.81809000
9144.635790,-0.71826400
9144.647340,2.11485000
9144.658880,0.43474000
9144.670420,-0.66449000
9144.681960,-0.37806200
9144.693510,-1.27151000
9144.705050,1.58207000
9144.716590,0.00822678
9144.728140,0.99314300
9144.739680,1.97018000
9144.751220,-1.21478000
9144.762760,0.84700000
9144.774310,0.31587100
9144.785850,0.50332100
9144.797390,1.30425000
9144.808930,-0.96050300
9144.820480,1.11305000
9144.832020,1.01186000
9144.843560,0.07229980
9144.855100,-0.33998600
9144.866650,0.02014180
9144.878190,1.44640000
9144.889730,-3.28489000
9144.901270,-2.31823000
9144.912820,0.27906300
9144.924360,-2.60295000
9144.935900,-0.34495800
9144.947450,0.34546400
9144.958990,1.32717000
9144.970530,1.64658000
9144.982070,-0.48540000
9144.993620,2.33767000
9145.005160,0.42721700
9145.016700,-1.48369000
9145.028240,-0.26567100
9145.039790,-0.36150800
9145.051330,1.60308000
9145.062870,-0.56668100
9145.074410,0.83441100
9145.085960,2.58474000
9145.097500,-1.14367000
9145.109040,1.30961000
9145.120580,0.29042000
9145.132130,-1.63209000
9145.143670,0.96544500
9145.155210,0.17799800
9145.166750,0.09036190
9145.178300,-1.31750000
9145.189840,0.05996930
9145.201380,2.18169000
9145.212930,0.27638900
9145.224470,1.49837000
9145.236010,-0.16469400
9145.247550,-0.96109900
9145.259100,-1.14681000
9145.270640,-2.65019000
9145.282180,1.63758000
9145.293720,0.47413800
9145.305270,0.58921400
9145.316810,2.30190000
9145.328350,-1.68872000
9145.339890,1.91935000
9145.351440,0.86965700
9145.362980,-1.59968000
9145.374520,2.71305000
9145.386060,-0.87293500
9145.397610,-1.15566000
9145.409150,1.44382000
9145.420690,1.58940000
9145.432240,2.49312000
9145.443780,-1.34635000
9145.455320,-0.61153400
9145.466860,0.11285900
9145.478410,-1.51472000
9145.489950,2.08081000
9145.501490,0.70403600
9145.513030,-0.03294380
9145.524580,3.18483000
9145.536120,2.21741000
9145.547660,-0.19644100
9145.559200,-0.86542100
9145.570750,0.83364700
9145.582290,0.58112300
9145.593830,0.76418500
9145.605370,0.94763500
9145.616920,-1.18442000
9145.628460,0.93574200
9145.640000,1.16705000
9145.651540,0.57478600
9145.663090,1.46984000
9145.674630,-0.41591200
9145.686170,0.79899500
9145.697720,-0.13429400
9145.709260,-0.67554600
9145.720800,1.45666000
9145.732340,-0.82938700
9145.743890,0.18308700
9145.755430,0.80386700
9145.766970,0.43256900
9145.778510,0.51807100
9145.790060,-2.99602000
9145.801600,0.14238800
9145.813140,1.48933000
9145.824680,-1.00541000
9145.836230,1.38874000
9145.847770,0.17133700
9145.859310,0.70063600
9145.870850,2.92896000
9145.882400,2.68281000
9145.893940,2.03685000
9145.905480,-1.99143000
9145.917030,-0.67474900
9145.928570,2.93104000
9145.940110,1.93294000
9145.951650,0.16866200
9145.963200,-1.46048000
9145.974740,0.40134500
9145.986280,-0.37887500
9145.997820,-1.52830000
9146.009370,0.50419500
9146.020910,-0.72384300
9146.032450,0.49989000
9146.043990,-0.25834400
9146.055540,-1.25729000
9146.067080,1.26083000
9146.078620,-0.35073200
9146.090160,1.91763000
9146.101710,1.47581000
9146.113250,-1.38891000
9146.124790,2.15402000
9146.136340,-0.42942100
9146.147880,-0.67527400
9146.159420,1.85526000
9146.170960,-1.47685000
9146.182510,-1.30973000
9146.194050,-0.84037000
9146.205590,0.42457200
9146.217130,1.19383000
9146.228680,0.10479000
9146.240220,1.61248000
9146.251760,-0.67099500
9146.263300,-0.24298300
9146.274850,1.89603000
9146.286390,0.75971900
9146.297930,2.64313000
9146.309470,0.06806500
9146.321020,-2.00288000
9146.332560,1.67332000
9146.344100,2.52354000
9146.355640,0.68051500
9146.367190,-0.79785600
9146.378730,2.33202000
9146.390270,2.03213000
9146.401820,-2.26314000
9146.413360,-0.67655800
9146.424900,-0.54149800
9146.436440,-0.73578400
9146.447990,0.86309800
9146.459530,1.44380000
9146.471070,1.21395000
9146.482610,-0.79916400
9146.494160,2.15467000
9146.505700,1.40869000
9146.517240,-2.58152000
9146.528780,0.64009100
9146.540330,-0.59153900
9146.551870,-0.00065397
9146.563410,3.35236000
9146.574950,0.67184800
9146.586500,0.65372800
9146.598040,-0.09044110
9146.609580,0.11207800
9146.621130,1.07581000
9146.632670,-0.04681970
9146.644210,2.49386000
9146.655750,0.51228000
9146.667300,-0.25677100
9146.678840,1.39130000
9146.690380,-1.72079000
9146.701920,-0.00236646
9146.713470,-0.25351400
9146.725010,-1.47231000
9146.736550,0.22038700
9146.748090,-1.58741000
9146.759640,1.74517000
9146.771180,2.26886000
9146.782720,-1.97501000
9146.794260,0.25122000
9146.805810,0.77845700
9146.817350,-0.16625500
9146.828890,-0.15235600
9146.840430,-1.48165000
9146.851980,-1.52662000
