wavenumber_cm_inv,intensity
9275.908010,-0.49151400
9275.911580,-1.19891000
9275.915160,-0.99334000
9275.918730,-0.67034400
9275.922310,0.10107800
9275.925890,1.38504000
9275.929460,0.73198600
9275.933040,0.00630212
9275.936620,0.25929800
9275.940190,-1.05725000
9275.943770,-1.10381000
9275.947340,0.81172700
9275.950920,0.27833400
9275.954500,-0.35217300
9275.958070,0.59964700
9275.961650,-0.10283100
9275.965230,-0.25141200
9275.968800,0.59289300
9275.972380,-0.77496300
9275.975950,-1.19061000
9275.979530,0.11061800
9275.983110,-0.23472200
9275.986680,-0.00970202
9275.990260,0.47873300
9275.993840,-1.44659000
9275.997410,-1.40081000
9276.000990,0.95448300
9276.004570,0.03162540
9276.008140,-1.39893000
9276.011720,0.69561100
9276.015290,1.74413000
9276.018870,-0.29346600
9276.022450,-1.29523000
9276.026020,-0.60463400
9276.029600,-0.19522300
9276.033180,0.51576700
9276.036750,1.16956000
9276.040330,0.48879700
9276.043900,0.23892700
9276.047480,0.72699600
9276.051060,0.11389900
9276.054630,0.46554100
9276.058210,2.23747000
9276.061790,1.13765000
9276.065360,-1.39757000
9276.068940,-0.39058400
9276.072510,2.07499000
9276.076090,2.14414000
9276.079670,0.86816500
9276.083240,0.07789160
9276.086820,-0.30368500
9276.090400,-0.80993600
9276.093970,-1.10971000
9276.097550,-0.62817500
9276.101120,-0.23992100
9276.104700,-0.80193000
9276.108280,-1.26553000
9276.111850,-0.53404000
9276.115430,0.41695500
9276.119010,0.01920820
9276.122580,-0.59344100
9276.126160,0.28071100
9276.129730,0.89518600
9276.133310,0.31298700
9276.136890,0.26876300
9276.140460,0.07495870
9276.144040,-0.81787900
9276.147620,-0.62126100
9276.151190,-0.10301300
9276.154770,-0.12396900
9276.158350,0.20968100
9276.161920,-0.51946800
9276.165500,-1.70765000
9276.169070,-0.21497400
9276.172650,1.59327000
9276.176230,0.70988600
9276.179800,-0.11939600
9276.183380,0.32633500
9276.186960,-0.02945920
9276.190530,-0.71780300
9276.194110,-0.40416500
9276.197680,-0.24080000
9276.201260,-0.95055200
9276.204840,-0.77263900
9276.208410,0.78263500
9276.211990,1.50931000
9276.215570,1.17004000
9276.219140,1.08692000
9276.222720,0.15094000
9276.226290,-1.60805000
9276.229870,-1.69667000
9276.233450,-0.57811400
9276.237020,-0.17675900
9276.240600,-0.01578720
9276.244180,0.15515300
9276.247750,0.09913250
9276.251330,0.72860500
9276.254900,1.22289000
9276.258480,-0.30044700
9276.262060,-1.79089000
9276.265630,-0.40025300
9276.269210,1.23002000
9276.272790,0.34008900
9276.276360,-0.22770200
9276.279940,0.66350100
9276.283520,0.19420700
9276.287090,-0.80623000
9276.290670,-0.58743100
9276.294240,-0.61739200
9276.297820,-0.02931170
9276.301400,1.53611000
9276.304970,0.63882000
9276.308550,-0.94660800
9276.312130,0.25779800
9276.315700,0.40806900
9276.319280,-1.10906000
9276.322850,0.07906500
9276.326430,1.06333000
9276.330010,-0.36980700
9276.333580,0.41079200
9276.337160,1.82764000
9276.340740,0.26827500
9276.344310,-0.25871200
9276.347890,0.76619100
9276.351460,-0.14668900
9276.355040,-0.70245000
9276.358620,0.31064800
9276.362190,0.33819900
9276.365770,-0.13887600
9276.369350,-0.43162900
9276.372920,-0.63761900
9276.376500,0.07309950
9276.380070,0.15377400
9276.383650,-0.62897000
9276.387230,0.00909986
9276.390800,0.29746700
9276.394380,-0.81562600
9276.397960,-0.12401300
9276.401530,1.62409000
9276.405110,1.40343000
9276.408680,0.24463500
9276.412260,-0.18425600
9276.415840,-0.02866810
9276.419410,0.04700370
9276.422990,-0.31419000
9276.426570,-0.85429000
9276.430140,-1.43751000
9276.433720,-1.02436000
9276.437300,0.59711300
9276.440870,0.56742200
9276.444450,-0.45137800
9276.448020,0.88012400
9276.451600,1.77310000
9276.455180,-0.08511570
9276.458750,-1.56418000
9276.462330,-2.08452000
9276.465910,-1.94058000
9276.469480,-0.49275700
9276.473060,-0.27843800
9276.476630,-0.96379800
9276.480210,0.45621900
9276.483790,4.46032000
9276.487360,17.93480000
9276.490940,46.76550000
9276.494520,73.05480000
9276.498090,71.19860000
9276.501670,44.07430000
9276.505240,16.92350000
9276.508820,3.90933000
9276.512400,0.69092500
9276.515970,0.57953600
9276.519550,0.86485900
9276.523130,0.59666400
9276.526700,0.92842800
9276.530280,1.36493000
9276.533850,0.10752400
9276.537430,-0.37951900
9276.541010,0.62851400
9276.544580,-0.15104400
9276.548160,-1.19251000
9276.551740,-0.34719400
9276.555310,0.10461400
9276.558890,0.27355300
9276.562460,0.76244800
9276.566040,0.08923190
9276.569620,-0.38855900
9276.573190,-0.00172608
9276.576770,-0.16113400
9276.580350,0.35529800
9276.583920,1.55742000
9276.587500,1.43252000
9276.591080,0.53524400
9276.594650,-0.15020500
9276.598230,-0.17461700
9276.601800,0.26476100
9276.605380,-0.79081400
9276.608960,-1.90581000
9276.612530,-0.29585100
9276.616110,1.06806000
9276.619690,0.68278800
9276.623260,1.38526000
9276.626840,1.51681000
9276.630410,-0.39048300
9276.633990,-0.43029200
9276.637570,1.03646000
9276.641140,0.56502200
9276.644720,0.14101700
9276.648300,0.68713800
9276.651870,-0.36008700
9276.655450,-1.12264000
9276.659020,0.09124510
9276.662600,0.13650600
9276.666180,-0.90008800
9276.669750,-1.08164000
9276.673330,-1.78512000
9276.676910,-2.07170000
