wavenumber_cm_inv,intensity
7801.850700,0.03071760
7801.854280,-1.46649000
7801.857850,-0.60279600
7801.861430,-0.90058400
7801.865000,0.32945400
7801.868580,1.63831000
7801.872160,0.60120000
7801.875730,0.69207100
7801.879310,1.02610000
7801.882890,0.11303700
7801.886460,0.34903000
7801.890040,0.23792100
7801.893610,-0.72651100
7801.897190,-0.40499300
7801.900770,-0.02525090
7801.904340,0.44481500
7801.907920,1.29403000
7801.911500,0.46421000
7801.915070,-0.62962700
7801.918650,-0.49321400
7801.922220,-0.00680264
7801.925800,1.14138000
7801.929380,1.18554000
7801.932950,-0.51306300
7801.936530,-0.70231900
7801.940110,-0.40238800
7801.943680,-1.36620000
7801.947260,-0.86724300
7801.950830,0.40830800
7801.954410,-0.31601900
7801.957990,-1.35725000
7801.961560,-0.46765500
7801.965140,1.09207000
7801.968720,0.78645600
7801.972290,-0.40636300
7801.975870,-0.15341900
7801.979440,-0.18023500
7801.983020,-0.77012400
7801.986600,-0.03232090
7801.990170,-0.24650200
7801.993750,-1.05320000
7801.997330,0.38790100
7802.000900,0.41825700
7802.004480,-1.85779000
7802.008060,-1.55459000
7802.011630,0.26021100
7802.015210,0.45666100
7802.018780,-0.05346230
7802.022360,-0.33250200
7802.025940,0.04232860
7802.029510,0.15917700
7802.033090,-0.84050400
7802.036670,-1.11727000
7802.040240,-0.62745100
7802.043820,-0.22383200
7802.047390,0.59146700
7802.050970,0.31289600
7802.054550,-0.24442100
7802.058120,1.06758000
7802.061700,1.03788000
7802.065280,-0.74340300
7802.068850,-0.56087300
7802.072430,-0.01559500
7802.076000,-0.73054800
7802.079580,-0.50668100
7802.083160,0.84200300
7802.086730,1.94400000
7802.090310,1.74739000
7802.093890,1.00847000
7802.097460,1.58071000
7802.101040,2.19525000
7802.104610,2.37712000
7802.108190,3.26871000
7802.111770,2.85175000
7802.115340,1.74581000
7802.118920,2.65354000
7802.122500,4.18250000
7802.126070,6.45999000
7802.129650,9.71019000
7802.133230,11.93170000
7802.136800,15.24020000
7802.140380,19.02240000
7802.143950,19.52110000
