wavenumber_cm_inv,intensity
7400.003460,-4.48689000
7400.012940,-2.40736000
7400.022420,-0.90548000
7400.031890,-1.25207000
7400.041370,-1.59866000
7400.050850,-0.90548000
7400.060320,0.36534200
7400.069800,1.63616000
7400.079280,2.44487000
7400.088760,2.90699000
7400.098230,3.02252000
7400.107710,2.79146000
7400.117190,3.36910000
7400.126660,4.63993000
7400.136140,4.87098000
7400.145620,4.52440000
7400.155100,3.94675000
7400.164570,2.09828000
7400.174050,0.71193000
7400.183530,1.05852000
7400.193000,0.71193000
7400.202480,-1.25207000
7400.211960,-2.98501000
7400.221430,-3.33160000
7400.230910,-2.29183000
7400.240390,0.71193000
7400.249870,3.71569000
7400.259340,4.40887000
7400.268820,3.83122000
7400.278300,4.06228000
7400.287770,4.52440000
7400.297250,4.75545000
7400.306730,5.44863000
7400.316210,6.60392000
7400.325680,6.95051000
7400.335160,6.83498000
7400.344640,7.06604000
7400.354110,5.56416000
7400.363590,2.32934000
7400.373070,0.59640100
7400.382550,0.13428400
7400.392020,-0.44336300
7400.401500,0.01875430
7400.410980,0.82745900
7400.420450,1.28958000
7400.429930,1.63616000
7400.439410,1.86722000
7400.448880,3.02252000
7400.458360,4.40887000
7400.467840,4.17781000
7400.477320,4.75545000
7400.486790,4.87098000
7400.496270,5.21757000
7400.505750,18.15690000
7400.515220,34.90860000
7400.524700,27.74580000
7400.534180,5.79522000
7400.543660,-3.21607000
7400.553130,-2.17630000
7400.562610,-1.48313000
7400.572090,1.05852000
7400.581560,2.56040000
7400.591040,0.82745900
7400.600520,0.01875430
7400.610000,0.13428400
7400.619470,0.59640100
7400.628950,1.17405000
7400.638430,0.82745900
7400.647900,1.52063000
7400.657380,3.25357000
7400.666860,3.02252000
7400.676330,0.71193000
7400.685810,-1.25207000
7400.695290,-2.40736000
7400.704770,-3.10054000
7400.714240,-3.44712000
7400.723720,-2.63842000
7400.733200,-1.25207000
7400.742670,-0.44336300
7400.752150,0.13428400
7400.761630,0.71193000
7400.771110,1.05852000
7400.780580,1.17405000
7400.790060,0.36534200
7400.799540,-1.25207000
7400.809010,-2.52289000
7400.818490,-3.67818000
7400.827970,-4.94901000
7400.837450,-4.48689000
7400.846920,-1.71418000
7400.856400,1.05852000
7400.865880,1.98275000
7400.875350,1.40511000
7400.884830,0.94298900
7400.894310,0.48087100
7400.903790,-0.44336300
7400.913260,-0.67442100
7400.922740,-0.32783400
7400.932220,0.36534200
7400.941690,2.21381000
7400.951170,4.29334000
7400.960650,4.63993000
7400.970120,3.48463000
7400.979600,1.86722000
7400.989080,0.48087100
7400.998560,-0.09677500
