wavenumber_cm_inv,intensity
8111.903300,5.72319000
8111.912770,7.06797000
8111.922250,6.82948000
8111.931730,5.13360000
8111.941210,3.65633000
8111.950680,2.00682000
8111.960160,0.58916500
8111.969640,0.60241400
8111.979110,0.69515800
8111.988590,0.29768500
8111.998070,0.07245090
8112.007540,-0.32502200
8112.017020,0.00620547
8112.026500,0.82102400
8112.035980,1.66897000
8112.045450,6.77649000
8112.054930,14.20920000
8112.064410,13.85810000
8112.073880,7.02822000
8112.083360,3.19923000
8112.092840,2.27180000
8112.102320,1.56960000
8112.111790,2.74214000
8112.121270,4.15317000
8112.130750,3.39797000
8112.140220,2.30492000
8112.149700,2.13268000
8112.159180,1.81471000
8112.168660,0.99988700
8112.178130,0.21819100
8112.187610,-0.41776500
8112.197090,-0.95435300
8112.206560,-1.10672000
8112.216040,-0.81523800
8112.225520,0.09894910
8112.234990,1.64909000
8112.244470,2.52353000
8112.253950,2.03332000
8112.263430,1.34436000
8112.272900,0.78127700
8112.282380,0.22481500
8112.291860,0.31755900
8112.301330,0.70178200
8112.310810,0.52954400
8112.320290,-0.00041907
8112.329770,-0.23227800
8112.339240,0.33080800
8112.348720,0.96676400
8112.358200,0.69515800
8112.367670,0.60241400
8112.377150,1.21187000
8112.386630,1.24499000
8112.396110,0.98001300
8112.405580,1.11913000
8112.415060,0.98663800
8112.424540,0.92039200
8112.434010,0.92701700
8112.443490,-0.29189900
8112.452970,-1.82217000
8112.462440,-1.98778000
8112.471920,-1.89504000
8112.481400,-2.33226000
8112.490880,-2.07390000
8112.500350,-0.97422700
8112.509830,-0.00704361
8112.519310,0.72165600
8112.528780,1.49673000
8112.538260,2.06644000
8112.547740,2.17906000
8112.557220,2.14593000
8112.566690,2.24530000
8112.576170,2.29167000
8112.585650,2.13268000
8112.595120,1.94057000
8112.604600,2.27842000
8112.614080,3.23236000
8112.623560,3.57683000
8112.633030,2.64940000
8112.642510,1.43048000
8112.651990,0.15194500
8112.661460,-1.33195000
8112.670940,-1.41807000
8112.680420,0.80115100
8112.689900,3.19923000
8112.699370,3.90806000
8112.708850,4.11342000
8112.718330,5.21972000
8112.727800,6.10741000
8112.737280,6.24652000
8112.746760,6.99510000
8112.756230,7.67080000
8112.765710,6.58438000
8112.775190,4.70301000
8112.784670,2.75539000
8112.794140,0.17181900
8112.803620,-1.77580000
8112.813100,-2.21302000
8112.822570,-2.08053000
8112.832050,-1.15309000
8112.841530,0.58254100
8112.851010,1.75508000
8112.860480,2.21880000
8112.869960,2.15918000
8112.879440,1.72196000
8112.888910,1.72859000
8112.898390,1.74846000
8112.907870,1.35761000
8112.917350,1.03301000
8112.926820,0.29106100
8112.936300,0.39705300
8112.945780,2.64277000
8112.955250,4.17304000
8112.964730,3.66958000
8112.974210,2.52353000
8112.983680,0.76140300
8112.993160,-0.51324000
8113.002640,-1.22178000
8113.012120,-2.46774000
8113.021590,-2.43926000
8113.031070,-1.92451000
8113.040550,-2.05196000
8113.050020,-0.79798300
8113.059500,-0.63073100
8113.068980,4.78574000
8113.078460,26.90470000
8113.087930,44.06200000
8113.097410,30.61550000
8113.106890,8.80476000
8113.116360,3.24923000
8113.125840,3.06927000
8113.135320,1.17531000
8113.144800,1.89767000
8113.154270,2.01378000
8113.163750,1.19328000
8113.173230,1.68619000
8113.182700,0.96465700
8113.192180,-0.22296900
8113.201660,-0.15192100
8113.211130,-0.38137400
8113.220610,-0.48891300
8113.230090,0.33241800
8113.239570,1.28451000
8113.249040,2.08649000
8113.258520,2.13293000
8113.268000,1.36800000
8113.277470,0.74294500
8113.286950,0.10490000
