wavenumber_cm_inv,intensity
8275.799440,0.80658200
8275.810990,0.65148000
8275.822530,-0.04125340
8275.834070,0.26451400
8275.845610,-0.33327200
8275.857160,-0.11516600
8275.868700,0.90178600
8275.880240,0.27907900
8275.891780,-0.84518700
8275.903330,0.07309730
8275.914870,2.02886000
8275.926410,0.12972400
8275.937960,-2.59209000
8275.949500,-0.95446900
8275.961040,1.26302000
8275.972580,2.63209000
8275.984130,3.43119000
8275.995670,0.88199200
8276.007210,-1.09411000
8276.018750,1.10082000
8276.030300,1.97480000
8276.041840,0.88235100
8276.053380,0.99677600
8276.064920,1.15050000
8276.076470,1.05454000
8276.088010,0.18063000
8276.099550,1.55058000
8276.111090,3.32720000
8276.122640,-0.33779800
8276.134180,-1.11912000
8276.145720,-0.17922400
8276.157260,-1.89757000
8276.168810,0.99898800
8276.180350,1.27392000
8276.191890,0.32825300
8276.203440,3.39715000
8276.214980,0.89533000
8276.226520,-0.35880700
8276.238060,2.02988000
8276.249610,0.86346400
8276.261150,-0.03892580
8276.272690,0.35387500
8276.284230,1.90928000
8276.295780,0.98370900
8276.307320,-0.14581700
8276.318860,2.37956000
8276.330400,0.24918400
8276.341950,-0.02911050
8276.353490,2.77996000
8276.365030,-1.14187000
8276.376570,-1.91667000
8276.388120,1.80576000
8276.399660,1.60811000
8276.411200,0.28984700
8276.422750,0.92578800
8276.434290,1.90168000
8276.445830,0.86015400
8276.457370,0.80863100
8276.468920,1.07372000
8276.480460,-0.61354400
8276.492000,-0.09726480
8276.503540,2.43314000
8276.515090,4.14742000
8276.526630,1.82765000
8276.538170,-0.85605300
8276.549710,0.08416220
8276.561260,-1.18545000
8276.572800,-0.02987250
8276.584340,2.96161000
8276.595880,-0.34072300
8276.607430,-2.31163000
8276.618970,0.05935350
8276.630510,3.48147000
8276.642050,4.03485000
8276.653600,0.40934500
8276.665140,0.47756500
8276.676680,1.29224000
8276.688230,-0.01624970
8276.699770,0.91276200
8276.711310,1.48774000
8276.722850,1.61681000
8276.734400,1.06861000
8276.745940,-0.11903400
8276.757480,-0.28458600
8276.769020,-0.49979400
8276.780570,1.56797000
8276.792110,3.59159000
8276.803650,2.35024000
8276.815190,2.01267000
8276.826740,3.11753000
8276.838280,2.11772000
8276.849820,0.11829000
8276.861360,1.03147000
8276.872910,2.00253000
8276.884450,0.71010200
8276.895990,-0.81656200
8276.907540,-1.79730000
8276.919080,1.01163000
8276.930620,2.79128000
8276.942160,-0.60317500
8276.953710,-1.24902000
8276.965250,1.04213000
8276.976790,2.28229000
8276.988330,1.39849000
8276.999880,-0.00590177
8277.011420,1.40490000
8277.022960,1.39619000
8277.034500,0.13549200
8277.046050,1.18115000
8277.057590,1.40868000
8277.069130,0.48736800
8277.080670,0.13559100
8277.092220,-0.46080200
8277.103760,-1.51644000
8277.115300,-0.53116200
8277.126840,0.19586300
8277.138390,-0.46927500
8277.149930,1.11976000
8277.161470,0.68522600
8277.173020,0.18715100
8277.184560,0.53268200
8277.196100,-1.33152000
8277.207640,0.76502300
8277.219190,-0.38179800
8277.230730,-2.17283000
8277.242270,1.45921000
8277.253810,-0.37211600
8277.265360,-0.00620688
8277.276900,-0.67641600
8277.288440,3.80938000
8277.299980,24.84640000
8277.311530,20.83390000
8277.323070,-1.00980000
8277.334610,-1.40692000
8277.346150,1.26950000
8277.357700,0.39792900
8277.369240,-0.56263200
8277.380780,-1.07334000
8277.392330,2.15735000
8277.403870,-0.40655900
8277.415410,0.08705110
8277.426950,2.05623000
8277.438500,-1.10055000
