wavenumber_cm_inv,intensity
8605.891710,-0.04261450
8605.895290,-0.72078800
8605.898860,1.50117000
8605.902440,2.56608000
8605.906020,-0.39250500
8605.909590,-1.35410000
8605.913170,-0.02576080
8605.916740,-0.90317000
8605.920320,-0.46492400
8605.923900,1.86515000
8605.927470,1.40216000
8605.931050,0.37126900
8605.934630,0.79741800
8605.938200,0.49233900
8605.941780,-0.04230720
8605.945350,-0.86634800
8605.948930,-1.73007000
8605.952510,-0.48979400
8605.956080,0.74171700
8605.959660,0.60770000
8605.963240,1.03411000
8605.966810,0.43308500
8605.970390,-1.02259000
8605.973960,-0.42362000
8605.977540,0.31072500
8605.981120,0.08848480
8605.984690,0.65046500
8605.988270,0.67032800
8605.991850,-0.24227200
8605.995420,-0.70568600
8605.999000,-1.07503000
8606.002580,-0.89636400
8606.006150,-0.13714900
8606.009730,0.04595370
8606.013300,-0.03699130
8606.016880,-0.54578900
8606.020460,-0.83759700
8606.024030,0.14928600
8606.027610,-0.31651800
8606.031190,-1.73383000
8606.034760,-0.28571400
8606.038340,0.77320300
8606.041910,-0.36362300
8606.045490,0.72083400
8606.049070,1.79334000
8606.052640,-0.01271570
8606.056220,-0.36885000
8606.059800,0.40795800
8606.063370,-0.01220420
8606.066950,0.81647500
8606.070520,0.85433700
8606.074100,-1.47895000
8606.077680,-1.00022000
8606.081250,0.61265800
8606.084830,-1.38886000
8606.088410,-1.66268000
8606.091980,1.82155000
8606.095560,2.00190000
8606.099130,-1.12261000
8606.102710,-2.07821000
8606.106290,-1.17004000
8606.109860,-0.33938900
8606.113440,0.17224500
8606.117020,-0.30275400
8606.120590,-0.84404700
8606.124170,-0.10024400
8606.127750,0.69023600
8606.131320,0.38751500
8606.134900,-0.12098400
8606.138470,-0.20004300
8606.142050,-0.78727700
8606.145630,-1.81393000
8606.149200,-0.87389300
8606.152780,1.21748000
8606.156360,0.42864900
8606.159930,-1.25147000
8606.163510,0.18495800
8606.167080,1.43826000
8606.170660,0.57868600
8606.174240,0.88460000
8606.177810,0.83784800
8606.181390,-1.42609000
8606.184970,-1.61711000
8606.188540,0.61275700
8606.192120,0.77661100
8606.195690,-0.30440300
8606.199270,0.27599200
8606.202850,0.59464000
8606.206420,-1.08681000
8606.210000,-1.83231000
8606.213580,-0.16807700
8606.217150,0.59954200
8606.220730,-0.05312720
8606.224300,0.58742400
8606.227880,0.83408400
8606.231460,-0.45065100
8606.235030,0.02696440
8606.238610,1.09822000
8606.242190,0.36907000
8606.245760,1.00504000
8606.249340,2.38496000
8606.252910,0.63988600
8606.256490,-1.26752000
8606.260070,-0.38195000
8606.263640,0.65690400
8606.267220,0.67800200
8606.270800,0.45024100
8606.274370,0.11438600
8606.277950,0.19232700
8606.281530,0.35140700
8606.285100,0.08069760
8606.288680,-0.00395717
8606.292250,0.32031000
8606.295830,1.13973000
8606.299410,1.43769000
8606.302980,-0.65167100
8606.306560,-2.88885000
8606.310140,-2.01949000
8606.313710,-0.19679900
8606.317290,0.18198800
8606.320860,0.18884400
8606.324440,0.00137249
8606.328020,-0.58270000
8606.331590,-0.49914500
8606.335170,-0.05761280
8606.338750,-0.25241800
8606.342320,-0.63222200
8606.345900,-0.53197600
8606.349470,0.08722230
8606.353050,0.94247500
8606.356630,1.22735000
8606.360200,0.45468700
8606.363780,-0.19818100
8606.367360,0.43964100
8606.370930,1.02108000
8606.374510,0.40293700
8606.378080,0.30694200
8606.381660,1.15781000
8606.385240,0.83946700
8606.388810,-0.35797300
8606.392390,-0.37541700
8606.395970,0.43222400
8606.399540,0.50609300
8606.403120,-0.21138700
8606.406700,-0.39503400
8606.410270,0.25618700
8606.413850,0.02662300
8606.417420,-1.04260000
8606.421000,-0.88018500
8606.424580,-0.27797100
8606.428150,-0.58162500
8606.431730,-0.09786960
8606.435310,0.93635400
8606.438880,0.07945730
8606.442460,-1.42236000
8606.446030,-1.03252000
8606.449610,0.16412000
8606.453190,0.22456600
8606.456760,-0.11146200
8606.460340,0.63312900
