wavenumber_cm_inv,intensity
7667.893930,0.09060780
7667.897510,0.29926600
7667.901080,-0.15901600
7667.904660,-0.33707200
7667.908240,-0.55536900
7667.911810,0.27291300
7667.915390,0.53165400
7667.918970,0.20796000
7667.922540,1.33841000
7667.926120,1.37640000
7667.929690,0.04408760
7667.933270,0.07957330
7667.936850,-0.14595300
7667.940420,-0.63109600
7667.944000,0.20834400
7667.947580,0.43372000
7667.951150,0.06763600
7667.954730,-0.57937100
7667.958300,-2.05439000
7667.961880,-1.53284000
7667.965460,-0.50374100
7667.969030,-1.93771000
7667.972610,-1.22009000
7667.976190,1.33540000
7667.979760,0.77535200
7667.983340,0.68175100
7667.986910,2.03259000
7667.990490,0.19124700
7667.994070,-1.97120000
7667.997640,-1.27405000
7668.001220,-0.17000800
7668.004800,0.66777500
7668.008370,0.62910800
7668.011950,-0.49974100
7668.015530,0.24868000
7668.019100,2.10355000
7668.022680,1.38649000
7668.026250,-0.67348500
7668.029830,-0.87190400
7668.033410,0.10678700
7668.036980,-0.04503870
7668.040560,-0.65239000
7668.044140,-0.49628300
7668.047710,-0.62701100
7668.051290,-0.21862400
7668.054860,1.19748000
7668.058440,0.61586100
7668.062020,-0.51314100
7668.065590,0.61128100
7668.069170,0.60924100
7668.072750,-0.27811100
7668.076320,1.07171000
7668.079900,0.95075700
7668.083470,-1.47612000
7668.087050,-1.54519000
7668.090630,-0.04411360
7668.094200,0.31029500
7668.097780,-0.00547665
7668.101360,0.20709600
7668.104930,1.46985000
7668.108510,0.92432900
7668.112080,-1.98892000
7668.115660,-1.62735000
7668.119240,1.27336000
7668.122810,1.15388000
7668.126390,-0.12579500
7668.129970,-0.65743500
7668.133540,-1.56567000
7668.137120,-1.09568000
7668.140690,-0.52107000
7668.144270,-1.62150000
7668.147850,-0.76947900
7668.151420,1.15395000
7668.155000,0.37630200
7668.158580,-0.50471500
7668.162150,-0.19150700
7668.165730,-0.53224600
7668.169310,-0.38598900
7668.172880,-0.19705400
7668.176460,-0.97758700
7668.180030,-0.24348800
7668.183610,0.84641500
7668.187190,-0.09101910
7668.190760,0.54435700
7668.194340,2.88542000
7668.197920,1.97892000
7668.201490,-0.40550100
7668.205070,-0.55672300
7668.208640,-0.35940200
7668.212220,-0.30135700
7668.215800,0.36672600
7668.219370,0.14595200
7668.222950,-0.14711300
7668.226530,0.10795400
7668.230100,-0.52179400
7668.233680,-0.79600700
7668.237250,-0.86342300
7668.240830,-1.94195000
7668.244410,-1.17889000
7668.247980,0.33767700
7668.251560,-0.71379000
7668.255140,-0.66017300
7668.258710,1.18288000
7668.262290,1.14190000
7668.265860,1.15167000
7668.269440,1.46155000
7668.273020,0.22080900
7668.276590,0.49269900
7668.280170,1.58781000
7668.283750,0.41052200
7668.287320,-0.55336100
7668.290900,-0.15264200
7668.294470,0.49693000
7668.298050,0.59387800
7668.301630,-1.13468000
7668.305200,-1.19923000
7668.308780,1.60475000
7668.312360,1.33969000
7668.315930,-0.68532600
7668.319510,-0.41101700
7668.323090,-0.44800300
7668.326660,0.52156900
7668.330240,2.77839000
7668.333810,1.47235000
7668.337390,-0.32443900
7668.340970,0.27990900
7668.344540,0.08313560
7668.348120,0.23380200
7668.351700,-0.03076990
7668.355270,-1.87002000
7668.358850,-0.52123200
7668.362420,0.45142800
7668.366000,-2.63659000
7668.369580,-1.50578000
7668.373150,2.33722000
7668.376730,1.01000000
7668.380310,-0.32727100
7668.383880,0.85787300
7668.387460,-0.06051350
7668.391030,-1.26933000
7668.394610,-0.94205400
7668.398190,-0.57390700
7668.401760,-0.22741300
7668.405340,-0.23478700
7668.408920,0.05113750
7668.412490,0.36551800
7668.416070,-0.47719400
7668.419640,0.01738890
7668.423220,0.87373100
7668.426800,-0.74489000
7668.430370,-0.75912600
7668.433950,0.54434600
7668.437530,-1.04179000
7668.441100,-1.30192000
7668.444680,0.72358100
7668.448260,0.60563500
7668.451830,0.83020700
7668.455410,1.81587000
7668.458980,0.41946500
7668.462560,-0.07595980
7668.466140,0.90073900
7668.469710,-0.29929300
7668.473290,-1.59462000
7668.476870,-1.24277000
7668.480440,-1.15384000
7668.484020,-1.14466000
7668.487590,-0.36410200
7668.491170,1.22669000
7668.494750,2.17759000
7668.498320,0.63151800
7668.501900,-0.35862000
7668.505480,1.35394000
7668.509050,1.78004000
7668.512630,0.74610700
7668.516200,1.19954000
7668.519780,1.13947000
7668.523360,0.42442200
7668.526930,1.51724000
7668.530510,1.71129000
7668.534090,-0.07334200
7668.537660,0.16721300
7668.541240,1.23219000
7668.544810,-0.63642000
7668.548390,-2.08574000
7668.551970,0.03550080
7668.555540,1.53310000
7668.559120,0.10318700
7668.562700,-0.60291400
7668.566270,0.64475200
7668.569850,1.53747000
7668.573420,1.00661000
7668.577000,-0.73485300
7668.580580,-1.20921000
7668.584150,1.49347000
7668.587730,2.62054000
7668.591310,-0.18380700
7668.594880,-0.65802000
7668.598460,1.45960000
7668.602040,0.59768200
7668.605610,-0.49601100
7668.609190,0.68749700
7668.612760,0.29119200
7668.616340,-0.47077800
7668.619920,0.52927000
7668.623490,0.59829900
7668.627070,0.36629300
7668.630650,0.57089200
7668.634220,-0.55559700
7668.637800,-0.82063000
7668.641370,-0.05242960
7668.644950,-0.92636000
7668.648530,-0.94738300
7668.652100,0.39137800
7668.655680,0.02240800
7668.659260,-0.31182700
7668.662830,0.63339000
7668.666410,1.17589000
7668.669980,0.98076700
7668.673560,-0.41264300
7668.677140,-0.77138000
7668.680710,1.04878000
7668.684290,-0.04474750
7668.687870,-1.90299000
7668.691440,1.17034000
7668.695020,2.54616000
7668.698590,-0.46104000
7668.702170,-0.51740800
7668.705750,0.65478300
7668.709320,-0.35932800
7668.712900,-0.11831700
7668.716480,-0.01538820
7668.720050,-1.59827000
7668.723630,-1.87785000
7668.727210,-1.35598000
7668.730780,-0.54313700
7668.734360,0.82758000
7668.737930,0.45378400
7668.741510,-0.18020300
7668.745090,0.97920000
7668.748660,1.39532000
7668.752240,0.82635300
7668.755820,0.42739600
7668.759390,-0.16662100
7668.762970,0.12673800
7668.766540,0.43392900
7668.770120,-0.48163300
7668.773700,-0.08365160
7668.777270,0.77325900
7668.780850,-0.83331600
7668.784430,-2.27905000
7668.788000,-1.86968000
7668.791580,-1.78628000
7668.795150,-1.63661000
7668.798730,-0.58666300
7668.802310,-0.15607100
7668.805880,-0.34853600
7668.809460,-0.12009100
7668.813040,0.22072700
7668.816610,0.61529700
7668.820190,0.82391300
7668.823760,-0.40101100
7668.827340,-1.71203000
7668.830920,-0.68704400
