run_key,n_shots,utc_first,utc_last
210204_Y04_3695314664_RFf850ZHB3w390SS_TOF1,3,2021-02-04T23:46:24.258000Z,2021-02-04T23:49:34.260000Z
210204_Y04_3695315797_RFf750ZHB3w390SS_TOF4,7,2021-02-05T00:19:52.668000Z,2021-02-05T01:06:49.098000Z
210204_Y04_3695316169_RFf750ZHB3w390SS_cTOF4,13,2021-02-04T22:50:12.009000Z,2021-02-04T23:16:55.524000Z
210204_Y04_3695316443_RFf850ZHB3w390SS_cTOF1,18,2021-02-04T23:20:34.912000Z,2021-02-04T23:43:29.372000Z
210205_W03_3695404193_BraggAI_Evolution_v2_2a,40,2021-02-23T01:43:05.514000Z,2021-04-06T22:04:33.131000Z
210205_Y04_3695331253_RFf750ZHB3w200SS_cTOF4b,4,2021-02-05T02:00:01.679000Z,2021-02-05T02:04:16.335000Z
210206_V33_3695414807_kickA_Bragg_25ms_tAIP_ODFtest_v3,46,2021-02-06T00:44:02.447000Z,2021-02-06T01:44:29.139000Z
210208_Y04_3695648083_B3_380braggFree_TOF1,26,2021-02-12T21:30:54.506000Z,2021-02-12T22:15:05.673000Z
21021-Y5-420-R_420ZHB3wfc_tHold2,28,2021-01-22T20:46:32.205000Z,2021-01-22T21:10:11.691000Z
21021-Y5-HR-R390ZHB3hrc_dRF1,60,2021-01-22T21:39:05.672000Z,2021-01-22T22:29:14.372000Z
21021-Z2--RZH_Fesh_rfbgBchk4,114,2021-01-22T00:02:39.104000Z,2021-01-22T01:34:16.625000Z
210211_V32_3695928088_kickF48_WFC_ARP30_TOF_0FieldImg_Detuning,41,2021-02-12T00:23:36.596000Z,2021-02-12T01:43:46.069000Z
210212_W03_3696008805_BraggAI_ODFtest_v1_tBP1_v1,12,2021-02-12T23:23:02.924000Z,2021-02-12T23:33:37.102000Z
210216_V32_3696359153_kickF48_WFC_ARP30_0FieldImg_RFARP_v1,49,2021-02-19T01:24:45.131000Z,2021-02-23T23:12:06.984000Z
210217_V32_3696368714_DKC_2p6mstHold_HRC_v3,52,2021-02-17T01:27:33.044000Z,2021-02-25T22:49:55.197000Z
210217_Y05_3696428915_B3_bragg_fTOF1,16,2021-02-17T22:32:16.225000Z,2021-02-17T23:02:04.348000Z
210217_Y06_3696429702_B3_free_rfBragg1,26,2021-02-18T00:02:03.861000Z,2021-02-18T00:44:36.905000Z
210218_W03_3696454674_BraggAI_1MHz_ODFtest_tBP1_v1,2,2021-02-19T19:29:52.150000Z,2021-02-19T19:35:47.118000Z
210218_Y06_3696454945_B3_free_tBragg1,13,2021-02-18T01:38:12.507000Z,2021-02-18T01:52:16.859000Z
210223_V32_3696968311_DKC_2p0mstHold_HRC_v5,76,2021-02-25T22:51:05.675000Z,2021-02-26T01:23:34.295000Z
210223_Z02_3696953521ZH_Fesh_baseline2,58,2021-05-18T19:32:33.302000Z,2021-05-18T20:58:40.940000Z
210225_Y20_3697124032_635ZHB3wfc_tSlosh7,6,2021-02-26T01:24:56.929000Z,2021-02-26T01:33:19.149000Z
210226_Y20_3697212136_632ZHB3wfc_tSlosh11,19,2021-03-02T22:18:25.045000Z,2021-03-02T22:40:37.947000Z
21025-V33--R_kickA_3PAI_PrepPulse_v2,62,2021-01-26T01:11:55.634000Z,2021-01-26T01:54:24.416000Z
21025-Y5-HR-R390ZHB3hrc_dRF1b,54,2021-01-26T19:33:31.550000Z,2021-01-26T20:15:47.774000Z
21026-V32--R_DKC_2p2mstHold_WFC_v1,76,2021-01-26T20:56:08.922000Z,2021-01-26T21:52:03.225000Z
21026-V32--R_DKC_2p4mstHold_WFC_v2,64,2021-01-26T22:10:50.531000Z,2021-01-26T22:58:01.326000Z
21026-V32--R_DKC_2p6mstHold_WFC_v3,136,2021-01-27T01:23:24.999000Z,2021-01-30T01:25:50.737000Z
21026-V32--R_DKC_2p8mstHold_WFC_v4,60,2021-02-02T22:50:52.390000Z,2021-02-02T23:35:08.765000Z
21026-V32--R_DKC_3p0mstHold_WFC_v5,143,2021-02-02T23:42:10.921000Z,2021-02-04T21:18:53.835000Z
21026-Y5-390-R_390ZHB3wfc_SdRF1,154,2021-01-27T00:00:15.494000Z,2021-01-27T01:19:05.741000Z
21027-V33--R_kickA_3PAI_10ms_v2,119,2021-02-03T23:54:53.235000Z,2021-02-04T01:31:43.796000Z
21027-V33--R_kickA_3PAI_1ms_v1,96,2021-02-01T23:03:28.733000Z,2021-02-02T00:09:36.062000Z
21028-Z2--RZH_Fesh_rfscanHv2,48,2021-02-02T20:25:57.135000Z,2021-02-02T20:57:25.749000Z
21028-Z2--RZH_Fesh_rfscanHv3,48,2021-02-02T21:58:43.649000Z,2021-02-02T22:27:24.849000Z
21029-Y5-390-R_390ZHB3wfcS_tSlosh1,44,2021-02-02T19:44:15.830000Z,2021-02-02T20:17:01.379000Z
210302_Y20_3697561994_640ZHB3hrc_tSlosh1,7,2021-03-02T22:02:18.169000Z,2021-03-02T22:16:43.019000Z
210302_Y20_3697568669_640ZHB3hrc_tSlosh1B,3,2021-03-02T23:08:50.459000Z,2021-03-02T23:21:58.974000Z
210303_V32_3697578881_ARP_COMmotion_T2_1ms_HRC_v4,2,2021-03-05T19:40:22.626000Z,2021-03-05T19:46:26.419000Z
210305_W03_3697818736_BraggAI_ARP30_5msT_Phase_v1,31,2021-03-05T23:25:53.250000Z,2021-03-05T23:57:48.597000Z
210306_W03_3697834836_BraggAI_ARP30_10msT1_8msT2_Phase_v6,50,2021-03-08T20:16:02.525000Z,2021-03-08T22:28:50.511000Z
210308_W03_3698076856_BraggAI_ARP30_10msT_Phase_v1,48,2021-03-08T20:53:50.607000Z,2021-03-08T22:07:49.935000Z
210310_Y10_3698253744_B3_17p4kHzFreeHP_tBragg4,27,2021-03-11T00:27:53.997000Z,2021-03-11T01:02:31.426000Z
210311_V34_3698333511_ZZH_MA_Zp_HRC_kickF48_TOF_v1,29,2021-03-16T21:30:54.663000Z,2021-04-06T22:58:35.972000Z
210312_V33_3698433153_kickA_3PAI_0p5ms_v3,262,2021-05-19T19:09:52.026000Z,2021-05-20T00:47:29.271000Z
210312_V33_3698433610_kickA_3PAI_2p5ms_v4,16,2021-04-13T23:29:23.693000Z,2021-04-13T23:49:47.967000Z
210312_W03_3698435471_BraggAI_ARP30_10msT_tBP3_v5,101,2021-03-13T00:40:09.663000Z,2021-03-15T20:22:23.334000Z
210317_X01_3698856142_2_pulse_AI_Cass_TOF,91,2021-05-17T20:48:28.964000Z,2021-05-17T22:56:33.405000Z
21032-W3--R_OpenAI_ARP30_0p5msT_v1,50,2021-02-02T00:34:28.626000Z,2021-02-02T01:02:03.159000Z
210326_A06_3699625997_basic_StageB_im1,143,2022-04-28T17:18:50.731000Z,2022-04-29T19:21:42.105000Z
21033-W3--RBraggAI_ARP30_10msT_Phase_v1,98,2021-02-10T20:28:57.366000Z,2021-02-10T22:28:28.093000Z
21033-W3--RBraggAI_ARP30_10msT_Phase_v2,33,2021-02-10T23:38:00.897000Z,2021-02-10T23:59:12.261000Z
21033-Y5-390-R_390ZHB3_18ms_tHold2,47,2021-02-03T00:29:33.045000Z,2021-02-03T01:10:48.404000Z
210331_X01_3700066092CassZHAIramp4ArpTOFV3,91,2021-04-06T19:03:56.615000Z,2021-04-06T21:17:33.388000Z
21034-W3--RWilliams_201230_BraggAI_Evolution_v1,24,2021-02-05T19:57:39.311000Z,2021-02-05T20:11:30.438000Z
21034-W3--R_BraggAI_Evolution_v2,12,2021-02-05T20:55:48.310000Z,2021-02-05T21:03:41.090000Z
21035-Y4-390-RFf750ZHB3w390SS_TOF4,30,2021-02-05T00:30:06.917000Z,2021-02-05T00:54:02.582000Z
21035-Y4-390-RFf750ZHB3w390SS_cTOF4,36,2021-02-04T22:20:22.402000Z,2021-02-04T22:48:40.910000Z
21035-Y4-390-RFf850ZHB3w390SS_TOF1,8,2021-02-04T23:53:04.639000Z,2021-02-04T23:58:38.974000Z
21035-Y4-390-R_18ZHB3w390SS_dRF1,38,2021-02-04T21:43:30.489000Z,2021-02-04T22:13:32.979000Z
21036-V33--R_kickA_Bragg_25ms_tAIP__ODFtest_v1,74,2021-02-05T21:17:06.380000Z,2021-02-05T22:13:57.514000Z
21036-V33--R_kickA_Bragg_25ms_tAIP__ODFtest_v2,21,2021-02-05T23:52:24.034000Z,2021-02-06T00:07:05.257000Z
21036-W3--R_BraggAI_Evolution_v2_2,70,2021-02-05T22:25:11.555000Z,2021-02-05T23:40:10.113000Z
21036-Y4-390-RFf750ZHB3w390SS_cTOF4b,26,2021-02-05T01:39:52.505000Z,2021-02-05T01:59:10.889000Z
21039-W3--RBraggAI_Evolution_v3_TOF,46,2021-02-10T22:56:03.207000Z,2021-02-10T23:28:47.418000Z
21040-V32--R_NoDKC_3p0mstHold_WFC_v1,128,2021-02-10T00:12:25.611000Z,2021-02-10T00:56:21.693000Z
210406_W03_3700576913_3pulse_ARP30_Evolution_ResAI_v2,13,2021-04-06T18:46:27.359000Z,2021-04-06T19:01:02.851000Z
21041-Z2--RZH_Fesh_rfscanHv5,48,2021-02-10T01:07:06.786000Z,2021-02-10T01:39:26.479000Z
210412_A04_3701104147_DnoDec_TOF1,18,2021-04-13T19:01:01.118000Z,2021-04-13T19:23:06.232000Z
210412_A06_3701109093_Calibtarions_noRF_shiftdown_v6,16,2021-04-13T00:33:35.588000Z,2021-04-13T00:49:44.115000Z
210412_X01_3701112689CassZHAIramp4ArpTOFV4,115,2021-04-13T19:25:50.737000Z,2021-04-13T22:27:47.816000Z
210413_A05_3701119059_DnoDec_rfmax3,61,2021-04-13T00:56:04.969000Z,2021-04-13T18:55:37.854000Z
21043-V33--R_kickA_Bragg_ODFtest_40mspreTOF_v3,126,2021-02-17T20:37:31.398000Z,2021-02-17T22:23:10.612000Z
21043-W3--R_BraggAI_ODFtest_v1_tBP1_v1,28,2021-02-12T22:31:35.699000Z,2021-02-12T23:08:12.460000Z
21043-W3--R_BraggAI_ODFtest_v1_tBP1_v2,41,2021-02-12T23:35:10.975000Z,2021-02-12T23:59:37.043000Z
21047-V32--R_kickF48_WFC_ARP30_0FieldImg_RFARP_v2,18,2021-02-18T23:46:26.519000Z,2021-02-18T23:59:38.088000Z
21047-Y20-B3-R_645ZHB3_tSlosh4,36,2021-02-17T00:49:58.900000Z,2021-02-17T01:12:02.203000Z
21047-Y20-B3-R_650ZHB3_tSlosh2,16,2021-02-17T00:00:00.723000Z,2021-02-17T00:07:57.332000Z
21047-Y20-B3-R_655ZHB3_tSlosh3,36,2021-02-17T00:21:17.300000Z,2021-02-17T00:46:27.618000Z
21048-V32--R_DKC_2p6mstHold_HRC_v3,104,2021-02-23T20:15:45.430000Z,2021-02-23T21:39:33.577000Z
21048-V33--R_kickA_Bragg_ODFtest_60mspreTOF_v4,96,2021-02-17T23:04:06.453000Z,2021-02-17T23:58:34.987000Z
21048-Y20-B3-R_660ZHB3_tSlosh6,36,2021-02-19T00:51:27.580000Z,2021-02-19T01:14:46.618000Z
21048-Y6-576-R3_free_rfBragg1,42,2021-02-18T00:50:52.149000Z,2021-02-18T01:25:58.605000Z
21049-V32--R_DKC_2p0mstHold_HRC_v4,8,2021-02-23T23:17:05.301000Z,2021-02-23T23:21:33.255000Z
21049-W3--R_BraggAI_1MHz_ODFtest_tBP1_v1,108,2021-02-19T19:38:44.121000Z,2021-02-19T20:39:52.714000Z
21049-X1--RCassSM3ramp4slosh4WFC,166,2021-02-19T22:26:45.208000Z,2021-03-10T22:28:14.225000Z
21051-X1--RCassSM3ramp4Bragg_2,132,2021-02-23T00:04:06.751000Z,2021-02-23T00:40:28.012000Z
210513_Y04_3703788845_ZHB3_dRFandTOF0,2,2021-05-18T23:30:00.989000Z,2021-05-18T23:33:14.853000Z
210514_Z02_3703869616ZH_Fesh_rfscanHv16,82,2021-05-18T21:16:44.567000Z,2021-05-18T23:18:10.842000Z
210520_A06_3704372738_ChipCurAZ2_v1,159,2021-05-20T19:13:21.348000Z,2021-05-20T22:35:14.980000Z
210520_A06_3704374348_ChipSel11_v1,62,2021-05-24T20:56:22.664000Z,2021-05-24T23:28:04.743000Z
210520_A06_3704374472_FFCSel12_v2,16,2021-05-24T21:31:17.449000Z,2021-05-24T21:49:06.475000Z
210520_A06_3704374933_AltSel01_v4,31,2021-05-24T21:49:52.039000Z,2021-05-24T22:25:24.527000Z
210520_Z02_3704393516ZH_Fesh_rfscanHv17,32,2021-05-20T23:08:15.992000Z,2021-05-20T23:39:59.702000Z
21054-V32--R_DKC_2p0mstHold_HRC_v5,66,2021-02-24T00:30:23.349000Z,2021-02-24T01:29:38.565000Z
21054-Z2--RZH_Fesh_baseline2,28,2021-02-24T00:09:36.175000Z,2021-02-24T00:26:38.846000Z
21054-Z2--RZH_Fesh_baselineHswp,92,2021-02-23T23:25:11.561000Z,2021-03-10T00:49:45.202000Z
21055-V33--R_Bragg_ODFtest_0p8msT_TOF_v1,48,2021-02-24T22:02:24.635000Z,2021-02-24T22:34:43.966000Z
21055-V33--R_Bragg_ODFtest_2p0msT_TOF_v2,44,2021-02-24T22:48:42.639000Z,2021-02-24T23:22:58.760000Z
21055-V33--R_Gradiometer_v1,106,2021-02-24T20:29:24.976000Z,2021-02-24T21:31:49.529000Z
21055-X1--RCassZHAIBragg,66,2021-02-24T19:46:16.056000Z,2021-02-24T20:26:21.726000Z
21055-Z2--RZH_Fesh_rfscanHv8,18,2021-02-25T21:31:18.015000Z,2021-02-25T21:43:23.572000Z
21056-Y20-B3-R_625ZHB3_tSlosh9,28,2021-02-26T23:38:31.941000Z,2021-02-26T23:57:36.102000Z
21056-Y20-B3-R_630ZHB3_tSlosh8,36,2021-02-26T22:56:44.551000Z,2021-02-26T23:16:24.890000Z
21057-W3--RBraggAI_Evolution_v4_TOF,80,2021-02-26T21:57:17.879000Z,2021-02-26T22:54:15.474000Z
21057-X1--RCassZHAIBragg2,96,2021-02-26T20:51:41.233000Z,2021-02-26T21:45:57.413000Z
21060-V33--R_FullMZI_100kHzDet_5msT_TOF_v1,96,2021-03-02T00:21:15.199000Z,2021-03-02T00:47:30.520000Z
21060-X1--RCassZHAIBragg4,66,2021-03-02T01:13:46.790000Z,2021-03-02T01:50:13.925000Z
210601_A22_3705419857_ZHaTOF22ms_v15,19,2021-07-27T17:44:10.905000Z,2021-07-28T18:24:54.108000Z
21061-V32--R_ARP_COMmotion_T1_1ms_v1,30,2021-03-02T20:47:35.103000Z,2021-03-02T21:10:12.216000Z
21061-V32--R_ARP_COMmotion_T1_2ms_v2,30,2021-03-02T21:17:54.555000Z,2021-03-02T21:39:21.257000Z
21061-Y20-B3hrc-R_640ZHB3hrc_tSlosh1B,44,2021-03-02T22:55:01.148000Z,2021-03-02T23:54:44.694000Z
21061-Y20-B3hrc-R_700ZHB3hrc_tSlosh2B,39,2021-03-09T21:02:57.908000Z,2021-03-09T22:06:20.058000Z
21061-Z2--RZH_Fesh_baselineHswprf,26,2021-03-02T18:53:29.649000Z,2021-03-10T00:51:21.167000Z
21062-V32--RARP_COMmotion_T1_2ms_HRC_v6,30,2021-03-09T23:04:48.864000Z,2021-03-09T23:29:21.688000Z
21062-V32--RARP_COMmotion_T2_1ms_HRC_v4,28,2021-03-09T00:15:08.890000Z,2021-03-09T00:40:25.914000Z
21062-V32--RARP_COMmotion_T2_2ms_HRC_v5,30,2021-03-09T01:11:01.313000Z,2021-03-09T01:33:29.050000Z
21063-V32--R_ARP_COMmotion_simultaneous_HRC_v7,28,2021-03-09T23:35:24.219000Z,2021-03-09T23:58:29.593000Z
21063-Y20-HRC-R_638ZHB3hrc_tSlosh14,38,2021-03-09T20:07:27.558000Z,2021-03-09T20:42:43.588000Z
21063-Y4-390-R3_638ms_390wfcSSS_dRF2,44,2021-03-11T22:08:08.939000Z,2021-03-11T22:46:58.136000Z
21063-Y4-390-R3_638ms_390wfcSS_dRF1,50,2021-03-09T22:17:22.978000Z,2021-03-09T22:58:09.896000Z
21064-W3--R_BraggAI_ARP30_5msT1_3msT2_Phase_v2,20,2021-03-05T22:14:04.808000Z,2021-03-05T22:24:49.649000Z
21064-W3--R_BraggAI_ARP30_5msT_Phase_v1,70,2021-03-05T21:23:54.799000Z,2021-03-05T22:05:20.342000Z
21064-X1--R_2_pulse_AI_Cass_v30B,78,2021-03-05T20:07:37.687000Z,2021-03-05T20:59:53.791000Z
21067-V33--R_Bragg_25ms_tAIP_3AWGM_ODFtest_v2,94,2021-03-10T19:58:20.287000Z,2021-03-10T20:54:35.648000Z
21068-X1--RCassZHAIramp4Arp,36,2021-03-10T00:56:13.978000Z,2021-03-10T01:20:42.212000Z
21069-V33--R_kickA_1PBragg_TOF_v2,50,2021-03-10T23:22:43.613000Z,2021-03-10T23:59:19.945000Z
21069-V33--R_kickA_1PBragg_TOF_v3,48,2021-03-11T01:07:24.755000Z,2021-03-11T01:44:37.864000Z
21069-X1--RCassZHAIramp4ArpTOF,100,2021-03-11T19:48:46.801000Z,2021-03-11T20:54:39.530000Z
21069-Y4-380-R3_638ms_380wfcSSS_dRF3,42,2021-03-11T23:02:12.694000Z,2021-03-11T23:42:03.344000Z
21070-V34--R_ZZH_MA_Zp_HRC_kickF48_TOF_v1,59,2021-03-11T23:49:56.604000Z,2021-03-12T00:48:47.250000Z
21070-V34--R_ZZH_MA_Zp_HRC_kickF48_TOF_v2,58,2021-03-16T21:11:41.586000Z,2021-03-16T22:56:12.280000Z
21070-Z2--RAZH_Fesh_baselineHswpV2,20,2021-03-12T01:03:32.666000Z,2021-03-12T01:18:53.449000Z
21070-Z2--RBZH_Fesh_baselineHswprfv2,20,2021-03-12T01:22:39.029000Z,2021-03-12T01:37:12.063000Z
21070-Z2--RZH_Fesh_rfscanHv10,30,2021-03-12T01:40:26.449000Z,2021-03-12T02:00:33.303000Z
210709_Y05_3708693805_7p4_ZHB6_HRCrfmax1,41,2021-07-28T23:02:15.415000Z,2021-07-28T23:57:45.883000Z
21071-V33--R_3PAI_0p5ms_v3,110,2021-03-15T20:31:25.088000Z,2021-03-15T21:37:19.458000Z
21071-V33--R_kickA_1PBragg_3AWGM_TOF_v2,58,2021-03-13T00:00:15.186000Z,2021-03-13T00:36:32.391000Z
21071-V33--R_kickA_3PAI_2p5ms_v4,107,2021-03-15T21:42:48.909000Z,2021-03-15T23:01:29.671000Z
210726_W30_3710186183_AI_ARP30_TOF_v4,33,2021-07-27T00:12:13.146000Z,2021-07-27T00:43:26.007000Z
210727_V40_3710269133_noAI_Ramp1_200_WFC_v1,92,2021-07-27T22:55:14.921000Z,2021-07-28T18:51:43.104000Z
210727_V40_3710271903_noAI_Ramp1_200_WFC_v2,40,2021-07-28T18:54:26.283000Z,2021-07-28T19:40:06.935000Z
210727_V40_3710272650_noAI_Ramp1_200_HRC_v3,49,2021-07-28T19:43:29.463000Z,2021-07-28T21:07:47.955000Z
210727_V40_3710272811_noAI_Ramp1_200_HRC_v4,42,2021-07-28T21:09:16.291000Z,2021-07-28T22:32:00.425000Z
210727_Y05_3710253766_390_ZHB6_HRCdRF1,28,2021-07-27T20:17:35.193000Z,2021-07-27T21:25:24.403000Z
210727_Y16_3710256320_300_ZHB6_HRCtSlosh1,33,2021-07-27T21:26:33.084000Z,2021-07-27T22:21:58.542000Z
210727_Z20_3710250082ZHaFesh_TOF_v1,48,2021-07-27T18:15:33.561000Z,2021-07-27T19:37:58.286000Z
210728_A22_3710358355_BEC_Calibration_v1,190,2021-09-08T17:58:37.662000Z,2022-02-01T18:18:04.970000Z
210730_X20_3710512655CassAItrapZHa_slosh,64,2022-03-16T22:03:14.545000Z,2022-03-16T23:27:00.958000Z
21074-V33--R_Gradiometer_1stPulse_v1,52,2021-03-15T23:33:43.528000Z,2021-03-16T00:26:32.880000Z
21074-Z2--RZH_Fesh_rfscanHv11,89,2021-03-16T18:30:34.274000Z,2021-03-16T20:55:09.822000Z
21075-X1--RCassZHAIramp4ArpV2,58,2021-03-16T23:05:19.382000Z,2021-03-16T23:41:01.818000Z
210806_Z20_3711126139ZHaFesh_newrampslosh_v2,103,2021-09-08T00:02:16.328000Z,2021-09-08T19:43:10.757000Z
210907_V40_3713912047_noAI_Ramp2_Zp_WFC_slosh_v1,84,2021-09-08T20:45:35.415000Z,2021-09-08T22:20:01.904000Z
210908_V40_3713977621_noAI_Ramp2_Zp_WFC_slosh_v2,40,2021-09-08T22:24:36.687000Z,2021-09-08T23:00:48.156000Z
210908_V40_3713986308_noAI_Ramp2_WFC_slosh_v3,81,2021-09-08T23:07:14.981000Z,2021-09-09T00:38:34.937000Z
210908_V40_3713988231_noAI_Ramp2_WFC_slosh_v4,55,2021-09-09T18:11:19.503000Z,2021-09-09T19:17:55.836000Z
210909_V40_3714059434_noAI_Ramp2_Zp_HRC_slosh_v2,44,2021-09-09T19:29:29.953000Z,2021-09-09T21:12:58.658000Z
210909_V40_3714060742_noAI_Ramp2_Zp_HRC_slosh_v1,159,2021-09-09T21:15:40.093000Z,2021-09-10T21:51:15.128000Z
210909_V40_3714067154_noAI_Ramp2_HRC_slosh_v3,84,2021-09-10T21:53:21.487000Z,2021-09-11T00:23:54.932000Z
210909_V40_3714068077_noAI_Ramp2_HRC_slosh_v4,49,2021-09-11T00:26:41.115000Z,2021-09-14T21:40:48.237000Z
210909_V40_3714071503_noAI_Ramp2_Zp_HRC_TOF_v5,42,2021-09-15T23:36:11.430000Z,2021-09-16T00:29:52.029000Z
210909_V40_3714071863_noAI_Ramp2_Zp_WFC_TOF_v6,47,2021-09-15T21:16:51.630000Z,2021-09-15T23:32:09.952000Z
210914_A22_3714495756_RbHFS1,5,2021-09-14T22:29:07.334000Z,2021-09-14T22:46:51.772000Z
210914_A22_3714495812_RbHFS2,4,2021-09-14T23:36:46.409000Z,2021-09-14T23:42:01.217000Z
210914_A22_3714495917_RbHFS3,2,2021-09-14T22:49:46.539000Z,2021-09-14T22:53:41.395000Z
210914_A22_3714505060_5p5_RbHFS1,8,2021-09-14T23:22:09.762000Z,2021-09-14T23:35:00.958000Z
210914_A22_3714508089_5p5_RbHFS2,4,2021-09-15T00:02:02.448000Z,2021-09-15T00:07:49.053000Z
210915_A22_3714596390_BEC_Optimization_dec_evap_v1,67,2021-09-16T19:41:22.681000Z,2021-09-16T21:26:01.060000Z
210915_Z20_3714576530ZHaFesh_newrampslosh_v3,88,2021-09-15T19:33:27.256000Z,2021-09-15T21:14:38.250000Z
210916_W30_3714669062_AI_ARP30_tBP1_v1,32,2021-09-16T21:52:07.936000Z,2021-09-16T22:32:17.559000Z
210916_W30_3714676855_AI_ARP30_AWGM2_dBf2_v3,36,2021-09-16T22:53:36.761000Z,2021-09-16T23:59:24.437000Z
210920_W30_3715026865_AI_ARP30_AWGM3_tBP1_v6,48,2021-10-01T23:07:43.252000Z,2021-11-04T22:57:07.261000Z
210927_A22_3715624500_MWC1T,3,2021-09-28T00:01:26.936000Z,2021-09-28T00:03:35.390000Z
210927_A22_3715629969_TOF,30,2021-09-28T00:10:20.457000Z,2021-09-28T00:44:13.129000Z
210927_A22_3715634000_TOF,9,2021-09-28T00:47:17.897000Z,2021-09-28T00:55:30.249000Z
210928_A22_3715694884_MWPWR,42,2021-09-28T20:49:42.259000Z,2021-09-28T22:33:19.906000Z
210928_A22_3715711107_MWPWR_P,5,2021-10-27T23:50:33.091000Z,2021-10-27T23:57:07.362000Z
210928_A22_3715713052_1TRF,7,2021-10-01T19:22:25.551000Z,2021-10-01T19:34:47.879000Z
210928_V40_3715715857_noAI_Ramp2_B_WFC_slosh_v1,88,2021-09-28T23:49:54.862000Z,2021-09-29T20:39:35.384000Z
210928_V40_3715717623_noAI_Ramp2_B_WFC_slosh_v2,42,2021-09-29T20:44:22.038000Z,2021-09-29T21:27:15.767000Z
210929_V40_3715795576_noAI_Ramp2_B_WFC_TOF_v3,44,2021-09-29T21:39:38.665000Z,2021-09-29T22:42:28.362000Z
210929_V40_3715797066_noAI_Ramp2_B_HRC_slosh_v4,84,2021-09-29T22:43:50.184000Z,2021-09-30T00:51:33.186000Z
210929_V40_3715798163_noAI_Ramp2_B_HRC_slosh_v5,41,2021-10-01T19:47:47.830000Z,2021-10-01T20:43:57.022000Z
210929_V40_3715799743_noAI_Ramp2_B_HRC_slosh_v6,47,2021-10-01T20:45:50.057000Z,2021-10-01T21:52:18.903000Z
210929_X20_3715800953_5B_WFC_slosh_v1,86,2021-09-30T19:37:21.573000Z,2021-09-30T22:53:30.262000Z
210929_X20_3715802777_5C_slosh_WFC_v2,91,2021-09-30T23:09:21.294000Z,2021-10-01T18:48:39.198000Z
211004_A10_3716228861_ARP3,17,2022-05-13T19:35:55.456000Z,2023-07-18T22:54:43.957000Z
211025_A22_3718035860_RF_then_uW_clr21_noSG_tuWe_v1,12,2021-10-27T20:42:42.794000Z,2021-10-27T21:04:28.862000Z
211026_A22_3718135075_uW1tone_then_multi,8,2021-10-27T00:06:41.498000Z,2021-10-27T00:14:04.919000Z
211026_A22_3718139396_uW1tone_then_multi_v3,10,2021-10-27T00:45:47.005000Z,2021-10-27T00:55:17.235000Z
211026_A22_3718140345_uW1tone_then_multi_v4,8,2021-10-27T00:58:55.644000Z,2021-10-27T01:09:56.275000Z
211026_A22_3718151026_MWP2,14,2021-10-27T18:22:38.558000Z,2021-10-27T19:00:38.068000Z
211026_V40_3718123708_noAI_Ramp2_B_WFC_imaging_time_v1,34,2021-10-27T22:07:07.552000Z,2021-10-27T22:50:15.010000Z
211027_A22_3718204639_StageE_Trig,22,2021-10-27T19:18:09.726000Z,2021-10-27T21:18:04.717000Z
211027_A22_3718208869_tuWC,22,2021-10-27T21:28:41.263000Z,2021-10-27T21:57:45.136000Z
211027_A22_3718220007_SM3_211027_BEC_ChipSelect01_v1,29,2021-10-27T23:09:23.293000Z,2021-10-27T23:39:14.151000Z
211103_A00_3718827052_Ty,36,2021-11-04T00:01:20.968000Z,2021-11-04T00:28:03.024000Z
211103_A00_3718830999_Ty2,15,2021-11-04T00:49:10.304000Z,2021-11-04T01:02:41.550000Z
211103_A22_3718852851_RbTmol,10,2021-11-04T20:12:52.725000Z,2021-11-04T20:24:32.586000Z
211103_V40_3718793821_AI_Ramp2_B_Rabi_v1,12,2021-11-04T22:31:38.669000Z,2021-11-04T22:45:12.075000Z
211108_A22_3719264116_ms3delay,26,2022-01-06T00:50:22.531000Z,2022-12-20T18:28:46.076000Z
211108_V40_3719259599_AI_Ramp2_dBf_v2,37,2021-11-11T23:05:57.600000Z,2021-11-11T23:46:00.662000Z
211111_V40_3719507759_AI_Ramp2_B_Rabi_v3,16,2021-11-11T22:26:27.403000Z,2021-11-11T22:48:16.150000Z
220103_A22_3724000514_BEC_Calibration_v2,781,2022-01-06T19:13:58.532000Z,2023-08-10T17:57:50.959000Z
220103_V40_3724079169_AI_Ramp2_B_detuning_v1,38,2022-01-04T00:23:34.653000Z,2022-01-04T01:51:09.541000Z
220103_W31_3724098276_AI_ARP30_NewBEC_dBf2_v1,55,2022-01-04T00:10:21.548000Z,2022-01-14T21:31:09.973000Z
220104_A31_3724179468_SympCool_Kimg_TOF_v1,35,2022-01-06T01:06:49.741000Z,2022-01-07T22:19:40.155000Z
220104_A31_3724180333_SympCool_Rbimg_TOF_v2,68,2022-01-06T02:07:00.589000Z,2022-01-07T23:59:24.700000Z
220106_A31_3724277586_SympCool_Rbimg_uWF_v3,7,2022-01-07T23:19:17.750000Z,2022-01-07T23:36:41.834000Z
220106_V40_3724334847_AI_Ramp2_B_detuning_v2,7,2022-01-06T19:46:34.340000Z,2022-01-06T20:13:22.431000Z
220106_V40_3724344337_AI_Ramp2_B_detuning_NewBEC_v3,111,2022-01-06T20:42:45.082000Z,2022-01-06T23:07:36.777000Z
