run_key,n_shots,utc_first,utc_last
220106_V40_3724344718_AI_Ramp2_B_detuning_OriginalBEC_v4,27,2022-01-06T20:25:37.833000Z,2022-01-14T23:37:01.773000Z
220106_V40_3724358247_AI_Ramp2_B_detuning_NewBEC_v4,64,2022-01-07T01:42:38.974000Z,2022-01-07T03:02:07.662000Z
220106_Z30_3724351371_ARP30_SG_FreeSpace,4,2022-01-06T23:20:30.228000Z,2022-01-06T23:46:25.156000Z
220106_Z30_3724357701_ARP30_SG_FreeSpace_v2,84,2022-01-07T00:05:33.567000Z,2022-01-07T01:37:02.194000Z
220110_A31_3724703696_SympCool_uWARP_v4,29,2022-02-01T00:06:14.208000Z,2022-02-01T18:56:39.849000Z
220112_A31_3724867594_SympCool_Rbimg_uWARP_nocombine_v1,18,2022-01-14T01:56:11.862000Z,2022-01-14T02:53:39.227000Z
220114_V40_3725038711_AI_Ramp2_B_NewBEC_Rabi_v3,87,2022-01-14T21:49:04.291000Z,2022-02-01T21:02:31.680000Z
220114_V40_3725046370_noAI_Ramp2_B_NewBEC_TOF_v6,69,2022-01-14T23:45:03.506000Z,2022-01-15T01:16:55.295000Z
220114_W31_3725041594_AI_ARP30_NewBEC_tBP1_v5,72,2022-01-15T01:27:46.401000Z,2022-09-15T17:56:49.391000Z
220114_W31_3725048329_AI_ARP30_NewBEC_ODFtest_v7,12,2022-01-15T02:31:37.478000Z,2022-01-15T02:45:48.443000Z
220201_V40_3726589753_AI_Ramp2_B_NewBEC_3PMZAI_v1,103,2022-02-01T21:05:02.525000Z,2022-02-02T00:33:13.638000Z
220202_A31_3726671908_ARPtest_SG_BARP1_v1,18,2022-02-02T19:04:29.134000Z,2022-02-02T19:25:46.453000Z
220202_A31_3726674133_RF_Rabitest_SG_BARP1_v2,34,2022-02-02T19:55:32.211000Z,2022-02-02T20:35:20.535000Z
220202_A31_3726678667_RF_Rabitest_SG_RfARP_v3,31,2022-02-02T21:01:06.285000Z,2022-02-02T22:08:48.582000Z
220202_A31_3726681366_RF_Rabitest_SG_tARP_v4,18,2022-02-02T21:31:07.602000Z,2022-02-02T21:56:38.282000Z
220223_V40_3728419059_AI_Ramp2_B_1stPulse_v1,9,2022-02-26T00:15:08.801000Z,2022-02-26T01:24:32.569000Z
220223_V40_3728419443_AI_Ramp2_B_2ndPulse_v2,9,2022-02-26T00:23:32.603000Z,2022-02-26T01:34:08.098000Z
220223_V40_3728419560_AI_Ramp2_B_3rdPulse_v3,8,2022-02-26T00:46:35.649000Z,2022-02-26T01:45:17.260000Z
220223_V40_3728419797_AI_Ramp2_B_1st_2nd_Pulse_v4,7,2022-02-26T00:49:55.586000Z,2022-02-26T01:09:49.347000Z
220223_V40_3728419948AI_Ramp2_B_3PMZAI_v5,9,2022-02-26T01:48:10.060000Z,2022-02-26T02:24:34.170000Z
220223_V40_3728659750_AI_Ramp2_B_3PMZAI_BigT_v1,30,2022-02-26T02:46:12.246000Z,2022-03-01T00:20:47.695000Z
220223_V40_3728660315_AI_Ramp2_B_3PMZAI_TOF_v2,41,2022-03-01T00:22:54.266000Z,2022-03-01T01:40:37.254000Z
220223_V40_3728940991_Ramp2_B_DiffAI_DetP1_v1,55,2022-03-01T01:50:09.845000Z,2022-03-01T02:43:40.232000Z
220303_A31_3729201076_RF_Rabitest_SG_v2,23,2022-03-16T21:02:48.940000Z,2022-03-16T21:50:22.782000Z
220303_Z31_3729113201ZHa_FeshTrapARP_v4,65,2022-03-17T21:03:38.465000Z,2022-03-17T22:47:50.982000Z
220315_A22_3730232606_tslosh_v2,104,2022-03-16T00:08:57.762000Z,2022-03-16T02:40:58.847000Z
220316_V40_3730315586_V40_Ramp2_B_DiffAI_TOF_v2b,99,2022-03-16T23:35:29.984000Z,2023-01-20T23:59:03.422000Z
220316_V40_3730319638_V40_Notion220314_v1,29,2022-03-17T01:16:06.120000Z,2022-03-17T02:14:40.765000Z
220317_A31_3730380223_RF_Rabitest_SG_v2,43,2022-03-17T19:26:01.191000Z,2022-03-17T20:51:15.806000Z
220317_A31_3730382505_RF_Rabitest_SG_v3,4,2022-03-17T19:33:03.168000Z,2022-03-17T19:36:37.822000Z
220317_A31_3730382679_RF_Rabitest_SG_v4,4,2022-03-17T19:37:00.913000Z,2022-03-17T19:40:26.127000Z
220317_A31_3730382822_RF_Rabitest_SG_v5,4,2022-03-17T19:40:47.613000Z,2022-03-17T19:44:27.527000Z
220317_A31_3730382973_RF_Rabitest_SG_v6,4,2022-03-17T19:44:51.821000Z,2022-03-17T19:48:14.027000Z
220317_A31_3730396474_RF_Rabitest_SG_v2b,13,2022-03-17T22:49:52.651000Z,2022-03-17T23:30:05.859000Z
220317_A31_3730403823_RF_Rabitest_SG_v2c,19,2022-03-17T23:41:02.389000Z,2022-03-17T23:59:03.608000Z
220404_V40_3731959227_V40_Notion220328_Set1_v1,94,2022-04-27T21:46:28.048000Z,2022-04-28T01:49:17.217000Z
220426_A06_3733779909_K39_Rb_uWARP_RbRP_v1,29,2022-04-27T01:43:21.497000Z,2022-04-27T02:21:28.467000Z
220426_A06_3733844717K39_Rb_uWARP_tARP_v2,36,2022-04-27T00:00:18.401000Z,2022-04-27T00:35:46.692000Z
220426_A06_3733844906K39_Rb_uWARP_thold_v3,55,2022-04-27T00:36:40.735000Z,2022-04-27T02:30:18.726000Z
220427_V40_3733933153_DiffMZI_30sep_T1p0ms,98,2022-04-28T01:49:56.138000Z,2022-04-29T23:31:32.347000Z
220429_A00_3734109318_Rb_Image_Calibration,176,2022-04-29T23:44:21.750000Z,2023-07-11T02:01:44.433000Z
220430_V40_3734122971_DetScan_ramp2B_60ms,11,2022-05-02T20:57:27.921000Z,2022-05-02T21:52:14.088000Z
220502_V40_3734373230_DetScan_ramp2B_60ms_v1,56,2022-05-02T22:11:32.996000Z,2022-05-02T23:31:15.182000Z
220504_A00_3734554115_K_AI_Closed_v5,58,2022-05-16T22:07:07.195000Z,2022-05-16T23:59:42.641000Z
220510_A06_3735069716_K39_thermal_Rb_uWARP_RbRP_v4,8,2022-05-11T00:11:07.224000Z,2022-05-11T00:26:00.041000Z
220510_Z31_373503911039K_FeshTrap_ARPv3,3,2022-05-11T02:09:01.430000Z,2022-05-11T02:25:56.759000Z
220510_Z31_373506038439K_FeshTrap_ARPv4,42,2022-05-11T00:30:06.460000Z,2022-05-11T02:55:59.242000Z
220511_V40_3735134467_DiffMZI_30sep_T2p0ms,79,2022-05-11T23:27:12.864000Z,2022-05-13T01:22:29.652000Z
220511_V40_3735137735_DiffMZI_30sep_T3p0ms,131,2022-05-13T01:23:03.037000Z,2022-05-16T21:50:43.099000Z
220513_X11_3735315210Run8_tof_HRC_hold15,4,2022-05-13T23:35:53.782000Z,2022-05-13T23:59:54.731000Z
220524_A31_3736267665_RF_Rabitest_Det_thermal_v9_2,12,2022-05-25T00:00:24.674000Z,2022-05-25T00:24:31.186000Z
220524_A31_3736280387_RF_Rabitest_tARP_thermal_v10,37,2022-05-25T00:57:23.008000Z,2022-05-25T02:33:52.828000Z
220525_V40_3736342864_DiffMZI_30sep_T4p0ms,80,2022-05-25T18:05:21.573000Z,2022-05-25T19:34:43.605000Z
220601_A31_3736971510_RF_Rabitest_tARP_v11,49,2022-06-02T00:27:26.123000Z,2022-06-02T01:22:43.682000Z
220601_A31_3736972016_RF_Rabitest_tARP_v12,31,2022-06-02T01:25:55.941000Z,2022-06-02T02:10:57.776000Z
220602_A31_3737056051_RF_Rabitest_DRFARP_v14,3,2022-06-02T23:50:44.940000Z,2022-06-02T23:55:19.911000Z
220602_V40_3737033882_DiffMZI_30sep_T6p0ms,79,2022-06-02T17:56:59.415000Z,2022-06-02T19:20:50.855000Z
220602_V40_3737037480_DiffMZI_30sep_T10p0ms,79,2022-06-02T19:28:57.073000Z,2022-06-02T21:09:03.997000Z
220602_V40_3737043650_ramp2B_15ms_varied_mf_DARP,54,2022-06-02T21:10:30.324000Z,2022-06-02T22:20:49.110000Z
220602_V40_3737051744_ramp2B_15ms_mf0_TOF,44,2022-06-02T22:35:36.977000Z,2022-06-02T23:27:47.341000Z
220610_A10_3737749983_Ktrapfrq,32,2022-11-02T01:31:43.668000Z,2023-03-07T22:18:49.243000Z
220613_V40_3738012350_ramp2B_15ms_ARP_Det_20ms,46,2022-06-15T19:27:29.118000Z,2022-06-15T20:22:36.394000Z
220613_V40_3740599054_ramp2B_15ms_ARP_Det_SG_20ms,44,2022-07-18T19:56:02.092000Z,2022-07-18T21:09:35.179000Z
220614_W31_3738089705_RF_Ramsey_tProp_v1,44,2022-06-15T00:12:09.666000Z,2022-06-15T00:59:35.627000Z
220614_W31_3738090202_RF_Ramsey_RFf_v2,57,2022-06-15T01:02:34.860000Z,2022-06-15T02:30:21.206000Z
220615_V40_3738157243_ramp2B_15ms_ARP_Det_50ms,44,2022-06-15T17:44:55.859000Z,2022-06-15T18:51:09.626000Z
220615_V40_3738159221_DiffMZI_30sep_T8p0ms,155,2022-06-15T20:27:53.243000Z,2023-04-06T00:58:29.816000Z
220615_W41_3738175507_KRb_BEC_n1p6DK_uWF_v1,14,2022-06-15T23:26:59.489000Z,2022-06-15T23:59:03.585000Z
220616_A00_3738290264_K_Rb_AI_Closed_v5,71,2022-08-10T20:02:57.504000Z,2022-08-10T21:29:03.308000Z
220627_A31_3739204477_Slice8_Rabitest_thermal_PKHFS_v9_2,9,2022-06-28T00:34:35.120000Z,2022-06-28T01:24:23.566000Z
220627_V40_3739203710_DiffMZI_30sep_T12p0ms,83,2022-06-27T20:04:14.724000Z,2022-06-27T21:51:52.232000Z
220627_V40_3739204043_ramp2B_15ms_ARP_tP1_50ms,66,2022-06-27T21:56:23.838000Z,2022-06-28T00:06:28.970000Z
220627_W31_3739191223_RF_Ramsey_thold_v4,66,2022-06-27T17:28:42.883000Z,2022-06-27T19:29:40.221000Z
220628_A31_3739277722_Slice8_Rabitest_thermal_uWARP_v1,83,2022-06-28T18:36:25.388000Z,2022-06-28T22:08:59.290000Z
220628_A31_3739299251_Slice8_Evaptest_thermal_v2,11,2022-06-28T22:28:47.071000Z,2022-06-28T23:11:21.581000Z
220628_A31_3739301812_Slice8_Evaptest_thermal_SPIfixed_v3,13,2022-06-28T23:20:45.996000Z,2022-06-28T23:54:28.324000Z
220628_Z31_373928372839K_FeshTrap_ARPv7,58,2022-07-26T18:54:23.154000Z,2022-07-26T20:32:14.903000Z
220630_Z31_373945017839K_FeshTrap_ARPv8,66,2022-07-26T20:46:18.410000Z,2022-07-26T22:46:35.761000Z
220706_A31_3739979998_Slice8_Rabitest_BEC_n3PKHFS_tARP_v2,56,2022-09-16T20:08:41.154000Z,2022-11-16T23:57:34.250000Z
220711_V40_3740426714_DiffMZI_mf0_30sep_T1p0ms,84,2022-07-13T17:13:44.042000Z,2022-07-13T19:23:50.581000Z
220712_W41_3740505130_KRb_BEC_n1p6DK_AITrap_TOF_v3,14,2022-07-13T00:11:46.681000Z,2022-07-13T00:34:24.766000Z
220713_V40_3740580617_DiffMZI_mf0_30sep_T3p0ms,79,2022-07-13T19:33:24.883000Z,2022-07-13T21:58:13.827000Z
220713_V40_3740589191_ramp2B_15ms_mf0_SG_HRC_TOF,32,2022-07-13T22:14:23.830000Z,2022-07-18T17:25:37.346000Z
220713_V40_3740591803_ramp2B_15ms_mf0_noSG_HRC_TOF,16,2022-07-13T23:03:21.578000Z,2022-07-13T23:51:37.273000Z
220713_V40_3740599491_ramp2B_15ms_SG_ARP_tP1_50ms,64,2022-07-18T21:11:30.951000Z,2022-07-18T22:41:58.841000Z
220713_V40_3740599825_ramp2B_15ms_ARP_SG_Det_50ms,44,2022-07-18T22:42:43.023000Z,2022-07-18T23:30:43.825000Z
220713_V40_3742845077_ramp2B_15ms_mf0_SG_1p1ms_T2_HRC,20,2022-08-10T22:01:08.986000Z,2022-08-10T22:35:46.283000Z
220713_W41_37405158507_KRb_BEC_CenterTrap2_KTRpmp_v4,47,2022-07-13T00:47:10.219000Z,2022-07-13T02:14:23.440000Z
220718_V40_3741010647_ramp2B_15ms_mf0_SG_HRC_TOF,23,2022-07-25T23:44:26.238000Z,2022-07-26T00:53:17.899000Z
220722_V40_3741370402_DiffMZI_mf0_30sep_T6p0ms,78,2022-07-25T18:37:13.289000Z,2022-07-25T21:01:27.084000Z
220722_V40_3741370945_DiffMZI_mf0_30sep_T10p0ms,73,2022-07-25T21:06:18.896000Z,2022-07-25T23:14:25.398000Z
220726_W31_3741640468_RF_Ramsey_CenterTrap_HRC_v5,20,2022-07-26T01:30:13.772000Z,2022-07-26T01:58:34.907000Z
220808_V40_3742845184_ramp2B_15ms_mf0_SG_2p2ms_T2_HRC,17,2022-08-10T22:43:38.656000Z,2022-08-10T23:02:22.494000Z
220808_V40_3742845274_ramp2B_15ms_mf0_SG_1p1ms_T1_HRC,18,2022-08-10T23:22:11.388000Z,2022-08-11T00:16:08.444000Z
220809_A00_3742953911_K_Rb_AI_Closed_v7,65,2022-08-10T17:45:09.986000Z,2022-08-10T19:55:06.593000Z
220809_W41_3742929452_KRb_LFTrap_1p5decom_TOF_v3,90,2022-08-10T00:19:15.533000Z,2022-09-15T01:48:57.369000Z
220810_V40_3742944392_ramp2B_15ms_mf0_SG_1p1ms_T1_WFC,16,2022-08-11T00:28:06.351000Z,2022-08-11T00:46:43.215000Z
220810_V40_3742944687_ramp2B_15ms_mf0_SG_1p1ms_T2_WFC,16,2022-08-11T00:47:29.458000Z,2022-08-11T01:09:31.431000Z
220810_V40_3742945750_50ms_mf0_SG_1p1ms_T1_det_v7,46,2022-08-12T18:19:03.646000Z,2022-08-12T19:16:45.473000Z
220810_V40_3742946102_50ms_mf0_SG_1p1ms_T2_det_v8,45,2022-08-12T19:20:27.423000Z,2022-08-12T20:23:35.541000Z
220810_V40_3742946339_50ms_mf0_SG_2p2ms_T2_det_v9,46,2022-08-12T20:24:35.616000Z,2022-08-12T21:24:57.979000Z
220810_V40_3742946490_ramp2B_15ms_mf0_SG_2p2ms_T2_WFC,17,2022-08-11T01:10:27.690000Z,2022-08-11T01:30:55.088000Z
220810_V40_3742948602_ramp2B_15ms_mf0_SG_n0p2286_AZ1_HRC,8,2022-08-12T23:47:31.853000Z,2022-08-12T23:57:58.840000Z
220810_V40_3742948740_ramp2B_15ms_mf0_SG_n0p1143_AZ1_HRC,22,2022-08-24T19:22:40.588000Z,2022-08-24T20:02:07.931000Z
220810_V40_3742948861_ramp2B_15ms_mf0_SG_n0p0571_AZ1_HRC,17,2022-08-12T23:05:05.215000Z,2022-08-12T23:45:15.816000Z
220810_V40_3742948982_ramp2B_15ms_mf0_SG_n0p0571_AZ1_WFC,16,2022-08-12T21:30:11.118000Z,2022-08-12T22:08:27.047000Z
220810_V40_3742949127_ramp2B_15ms_mf0_SG_n0p1143_AZ1_WFC,16,2022-08-12T22:11:32.674000Z,2022-08-12T22:32:46.268000Z
220810_V40_3742949237_ramp2B_15ms_mf0_SG_n0p2286_AZ1_WFC,16,2022-08-12T22:36:08.213000Z,2022-08-12T22:58:10.520000Z
220810_W41_3742938123_KRb_LFTrap_1p5decom_TOF_v4,8,2022-08-10T01:53:28.382000Z,2022-08-10T02:14:47.620000Z
220810_W41_3742939072_KRb_LFTrap_1p5decom_tHold_v6,50,2022-08-24T01:23:25.111000Z,2022-08-24T23:59:16.216000Z
220811_A00_3743094476_uEvapF_v2,24,2022-08-11T21:47:25.815000Z,2022-08-11T23:49:59.844000Z
220811_A00_3743095029_RF_Loop,45,2022-08-11T21:10:58.688000Z,2022-08-12T00:21:38.415000Z
220811_X00_3743087564ramp10_limbo,32,2022-08-11T19:09:29.927000Z,2022-08-11T22:17:14.862000Z
220811_X00_3743096629ramp10_20_TOF,74,2022-08-11T22:30:07.125000Z,2022-08-12T01:38:08.289000Z
220826_X00_3744380845ramp6Rb_K_BEC_tofHRCv3,4,2022-09-16T23:37:24.169000Z,2022-09-16T23:59:15.365000Z
220830_Z31_374472606739K_FeshTrap_intrapARPv6,4,2022-09-20T19:41:05.967000Z,2022-09-20T19:49:24.968000Z
220831_W41_3744809548_KRb_CenterTrap_4stage_tHold_v1,19,2022-09-02T00:02:40.428000Z,2022-09-02T00:24:10.425000Z
220901_V40_3744896028_ramp2B_15ms_mf0_SG_3p3ms_T2_WFC,17,2022-09-15T17:59:47.023000Z,2022-09-15T18:19:41.495000Z
220901_V40_3744896559_ramp2B_15ms_mf0_SG_3p3ms_T2_HRC,24,2022-09-15T19:35:52.929000Z,2022-09-15T20:51:49.869000Z
220901_V40_3744898258_50ms_mf0_SG_3p3ms_T2_det_v1,45,2022-09-15T21:37:17.097000Z,2022-09-15T22:41:39.016000Z
220901_V40_3744898581_50ms_15msPulse_1p1ms_T2_det_v2,41,2022-09-15T22:42:28.394000Z,2022-09-16T00:26:18.643000Z
220901_V40_3744899150_50ms_mf0_SG_1p1ms_T1_Rabi_v3,125,2022-09-16T00:27:51.865000Z,2022-09-19T19:49:23.399000Z
220901_V41_3744897269_KRb_LFTrap_1p5decom_TOF_v3,60,2022-09-02T00:27:00.225000Z,2022-09-02T02:22:31.920000Z
220902_V40_3744925312_50ms_mf0_SG_2p2ms_T2_Rabi_v4,67,2022-09-19T19:50:42.117000Z,2022-09-19T21:35:44.782000Z
220902_V40_3744926074_ramp2B_15ms_mf0_SG_n0p4_AZ1_WFC,17,2022-09-15T18:34:06.731000Z,2022-09-15T19:00:33.103000Z
220902_V40_3744926280_ramp2B_15ms_mf0_SG_n0p8_AZ1_WFC,17,2022-09-15T19:02:39.179000Z,2022-09-15T19:27:21.724000Z
220902_V40_3744926445_ramp2B_15ms_mf0_SG_n0p4_AZ1_HRC,16,2022-09-15T20:55:25.121000Z,2022-09-15T21:12:54.132000Z
220902_V40_3744926570_ramp2B_15ms_mf0_SG_n0p8_AZ1_HRC,16,2022-09-15T21:16:05.983000Z,2022-09-15T21:30:51.869000Z
220902_V40_3744926976_ramp2B_15ms_mf0_SG_n0p8_AZ1_det,45,2022-09-19T23:02:58.255000Z,2022-09-20T00:32:53.178000Z
220902_V40_3744927108_ramp2B_15ms_mf0_SG_n0p4_AZ1_det,45,2022-09-19T21:48:57.515000Z,2022-09-19T23:01:46.807000Z
220914_W41_3746041392_KRb_CenterTrap_4stage_uWF_v2,43,2022-09-16T21:40:37.507000Z,2022-09-16T23:31:41.418000Z
220919_Z31_374646256639K_FeshTrap_intrap2_0v1,116,2022-09-20T18:26:20.360000Z,2022-09-20T23:15:32.489000Z
220920_A00_3746553170_tclear_v5,15,2022-09-20T23:18:04.223000Z,2022-09-20T23:58:50.666000Z
220927_W41_3747146480_KRb_uWARP_v1,44,2022-09-29T00:37:39.992000Z,2022-09-29T01:56:51.969000Z
220927_W41_3747147864_KRb_noARP_TOF_HRC_v3,8,2022-09-29T00:00:23.488000Z,2022-09-29T00:14:18.298000Z
220928_A41_3747248580_Transport_Compare_4img_v2,119,2022-10-03T23:40:12.634000Z,2023-03-03T22:16:11.218000Z
220928_A41_3747248912_41K_Symp_Cooling_4img_v2,229,2022-09-29T00:23:23.559000Z,2023-07-13T18:27:58.760000Z
220928_V40_3747243218_1p1ms_T2_Rabi_20msTOF_v1,60,2022-09-29T17:50:03.836000Z,2022-09-29T19:13:06.547000Z
220928_V40_3747245532_1p1ms_T2_Rabi_50msTOF_v2,42,2022-09-29T19:16:53.489000Z,2022-09-29T20:19:01.029000Z
220928_V40_3747246651_1p1ms_T2_Rabi_100msTOF_v3,56,2022-09-29T20:24:24.810000Z,2022-09-29T21:21:42.065000Z
220928_V40_3747251434_50ms_mf0_SG_3p3ms_T2_Rabi_v4,65,2022-09-29T21:22:44.642000Z,2022-09-29T22:48:10.003000Z
220928_V40_3747252356_ramp2B_15ms_mf0_SG_n0p4_AZ1_det_v5,87,2022-09-29T22:49:43.716000Z,2022-10-03T21:34:53.375000Z
220928_V40_3747252625_ramp2B_15ms_mf0_SG_n0p8_AZ1_det_v6,70,2022-10-03T21:37:55.483000Z,2022-10-03T23:34:07.880000Z
221011_W41_3748292938_KRb_14p1uWF_Slice8ARP_v2,3,2022-10-21T21:02:37.390000Z,2022-10-21T21:17:31.335000Z
221017_V40_3748873151_DiffMZI_mf0_T2_1p1_40sep_T10p0ms,79,2022-10-17T17:58:36.793000Z,2022-10-17T19:37:54.641000Z
221017_V40_3748874176_DiffMZI_mf0_T2_1p1_40sep_T15p0ms,78,2022-10-17T19:49:21.430000Z,2022-10-17T21:44:44.184000Z
221017_V40_3748876365_ramp2B_15ms_mf0_SG_n0p4_AZ1_Rabi,97,2022-10-17T21:46:35.750000Z,2022-10-18T00:23:34.902000Z
221017_V41_3748885006_KRb_evap_trap_TOF_v1,81,2022-10-20T23:42:35.444000Z,2022-10-21T01:32:40.470000Z
221018_Z31_374895715939K_FeshTrap_2phot_v7,4,2022-10-18T19:01:39.212000Z,2022-10-18T19:12:31.671000Z
221018_Z31_374896607639K_FeshTrap_2phot_v8,103,2022-10-18T20:36:20.042000Z,2022-10-18T23:04:49.800000Z
221018_Z31_374898034239K_FeshTrap_2phot_v9,11,2022-10-18T23:39:29.076000Z,2022-10-18T23:59:57.334000Z
221019_W41_3749047561_KRb_uWARP_v6,34,2022-10-21T01:34:26.451000Z,2022-10-21T02:16:19.856000Z
221020_X00_3749141516amp10_12_sloshKonly,93,2022-10-21T21:30:49.195000Z,2022-10-21T23:59:49.986000Z
221020_X00_3749142018ramp10_12_sloshRbonly,93,2022-11-02T22:04:10.263000Z,2022-11-02T23:56:50.087000Z
221022_V41_3749242287_KRb_ramp2_Thold_v1,26,2022-10-25T21:47:09.873000Z,2022-10-25T23:16:43.756000Z
221025_V41_3749584178_KRb_ramp2_Thol_v3,14,2022-10-25T23:26:47.182000Z,2022-10-25T23:52:15.520000Z
221026_Z31_3749661860FeshTrap_2phot_v12,113,2022-10-27T00:05:12.896000Z,2022-11-02T02:06:03.993000Z
221027_V40_3749737109_mf0_SG_n0p4_AZ1_90ms_preTOF_Rabi,64,2022-10-27T17:51:16.731000Z,2022-10-27T19:56:49.973000Z
221027_V41_3749738782_KRb_ramp2_Thold_HRC_v1,5,2022-10-31T22:09:31.634000Z,2022-10-31T22:20:13.017000Z
221027_W41_3749746704_KRb_14p1uWF_Slice8ARP_KRP_v4,3,2022-10-31T21:44:00.204000Z,2022-10-31T21:50:24.586000Z
221031_V41_3750083676_KRb_evap_trap_early_coil_off_0p2_v2,3,2022-11-02T19:56:23.985000Z,2022-11-02T20:03:47.816000Z
221031_V41_3750100050_KRb_ramp2_Thold_HRC_v3,84,2022-11-01T00:13:37.239000Z,2022-11-02T18:49:55.079000Z
221031_V41_3750100835_KRb_ramp2_Thold_HRC_v4,25,2022-11-02T19:05:12.970000Z,2022-11-02T19:51:27.759000Z
221031_W41_3750098809_KRb_14p1uWF_Slice8ARP_KRP_v5,63,2022-10-31T22:32:36.734000Z,2022-10-31T23:56:05.527000Z
221102_V41_3750264810_KRb_evap_trap_early_coil_off_0p2_v2,17,2022-11-02T20:22:47.511000Z,2022-11-02T20:52:28.729000Z
221102_V41_3750265034_KRb_evap_trap_early_coil_off_0p5_v3,16,2022-11-02T21:05:15.531000Z,2022-11-02T21:27:11.962000Z
221102_V41_3750265159_KRb_evap_trap_early_coil_off_0p8_v4,16,2022-11-02T21:28:33.865000Z,2022-11-02T21:47:57.587000Z
221103_V40_3750345999_DiffMZI_mf0_T2_1p1_40sep_T20p0ms,142,2022-11-10T00:04:43.837000Z,2022-11-14T23:18:44.749000Z
221103_V40_3750346473_DiffMZI_30sep_T5p0ms,218,2022-11-10T02:09:44.686000Z,2023-04-05T23:29:50.509000Z
221107_V41_3750700178_80ms_transport_Notion_a,95,2022-11-08T00:37:41.754000Z,2022-12-22T19:19:07.467000Z
221107_V41_3750700961_80ms_transport_delay_Notion_b,20,2022-11-09T22:19:27.825000Z,2022-11-09T22:51:31.900000Z
221107_V41_3750703263_80ms_transport_inhibit_Notion_d,20,2022-11-09T22:54:12.375000Z,2022-11-09T23:25:58.354000Z
221108_V41_3750714530_60ms_transport_Notion_c,10,2022-11-09T23:27:20.898000Z,2022-11-15T02:27:05.483000Z
221109_A41_3750865943_KRb_HRC_v3,40,2022-11-15T23:08:24.884000Z,2022-11-16T00:46:38.871000Z
221110_V41_3750883022_KRb_60ms_transport_Notion_c,40,2022-11-15T02:33:17.102000Z,2022-11-16T01:39:04.666000Z
221110_X00_3750949776ramp10_20_sloshRbonlyV2,13,2022-11-10T23:30:58.450000Z,2022-11-10T23:59:15.243000Z
221110_X00_3750950495ramp10_20_sloshKonlyV2,119,2022-11-10T19:54:14.094000Z,2022-11-10T23:26:20.548000Z
221115_W41_3751382604_KRb_KRFARP_uWTa_v9,8,2022-11-16T01:42:33.318000Z,2022-11-16T02:05:30.414000Z
221116_W41_3751409167_KRb_KRFARP_uWTa_v11,41,2022-11-16T02:16:25.906000Z,2022-11-16T03:11:48.965000Z
221117_V40_3751567791_Diff_butterfly_30sep_T1p0ms,78,2022-11-21T19:41:28.999000Z,2022-11-21T22:35:54.465000Z
221118_W41_3751577406_KRb_KSL8ARP_22to21_v1,47,2022-11-22T21:35:55.569000Z,2022-11-22T22:40:35.471000Z
221121_V40_3751908140_Diff_butterfly_30sep_T3p0ms,75,2022-11-21T22:46:06.125000Z,2022-11-22T00:29:56.637000Z
221121_V40_3751908494_Diff_butterfly_30sep_T5p0ms,80,2022-11-22T00:32:20.862000Z,2022-11-22T02:01:46.594000Z
221122_W41_3752001308_KRb_KSL8ARP_22to21_v2,9,2022-11-22T22:49:56.710000Z,2022-11-22T23:11:48.239000Z
221122_W41_3752001712_KRb_KSL8ARP_22to21_v3,6,2022-11-22T23:18:46.538000Z,2022-11-22T23:26:51.639000Z
221122_W41_3752003853_KRb_KSL8ARP_22to21_v4,24,2022-11-22T23:33:37.017000Z,2022-11-22T23:59:51.610000Z
221128_V41_3752523100_uWF,87,2022-11-29T00:44:48.977000Z,2022-12-01T22:28:55.579000Z
221128_V41_3752523100_uWFRFOFF,7,2022-12-01T22:32:38.036000Z,2022-12-01T22:40:40.512000Z
221129_X00_3752590121ramp10_30_tofKonlyV1,62,2022-11-29T21:14:49.809000Z,2022-11-29T23:58:52.693000Z
221130_A00_3752696823_uWF_v2,40,2022-12-01T19:54:12.848000Z,2022-12-01T21:35:44.286000Z
221201_A41_3752774945_Kimage_v0,25,2022-12-01T22:53:09.713000Z,2022-12-01T23:28:52.447000Z
221201_V41_3752781950_Kimage,147,2022-12-01T23:51:00.454000Z,2022-12-08T02:41:13.174000Z
221206_W41_3753211049_KRb_KSL8ARP_22to11_v9,40,2022-12-07T00:02:26.609000Z,2022-12-07T00:58:32.330000Z
221207_W41_3753219532_KRb_KSL8ARP_22to21_v5,13,2022-12-07T01:23:00.346000Z,2022-12-07T01:46:21.597000Z
221208_X00_3753368883ramp10_40_sloshKonlyV1,267,2022-12-08T20:17:57.466000Z,2022-12-20T03:08:48.379000Z
221208_X00_3753385315ramp10_40_sloshRbonlyV1,8,2022-12-08T23:47:27.376000Z,2022-12-08T23:59:51.403000Z
221209_X31_3753461950TrapK39slosh_v1,131,2022-12-20T22:55:30.899000Z,2022-12-21T02:16:34.631000Z
221212_W41_3753727312_KRb_KSL8ARP_22to11_v11,70,2022-12-16T00:04:32.125000Z,2022-12-16T01:55:57.142000Z
221213_Z31_3753796772FeshTrap_mwtestv5,134,2022-12-20T19:13:03.183000Z,2022-12-20T22:46:29.948000Z
221216_V40_3754052642_SoloMZI_30sep_T0p5ms,78,2022-12-16T18:58:13.375000Z,2022-12-16T20:21:32.336000Z
221216_V40_3754057070_SoloMZI_30sep_T1p0ms,78,2022-12-16T20:51:47.814000Z,2022-12-16T23:29:47.449000Z
