sector,ring_index,r_inner_kpc,r_center_kpc,r_outer_kpc,co_pixel_count,hi_pixel_count,mean_i_co21_k_kms,co_sigma_mean_k_kms,co_annular_snr,mean_i_hi_k_kms,sigma_mol_he_faceon_msun_pc2,sigma_hi_he_faceon_msun_pc2,q_mol_to_hi,f_sigma,eligible
phi_000_045,1,0.0,0.6322455215349458,1.2644910430698917,10,20,4.947679119275401,0.04535779136063919,109.08112963297687,597.8129315545864,10.231982535354222,3.6669991387247016,2.7902876843632614,0.7361677837475304,True
phi_000_045,2,1.2644910430698917,1.8967365646048375,2.5289820861397834,34,58,1.9154356331070521,0.034912733347213065,54.8635254094178,637.171838654625,3.961191393595628,3.9084276372044284,1.0134999957243522,0.5033523704377997,True
phi_000_045,3,2.5289820861397834,3.1612276076747294,3.793473129209675,53,92,2.18332009890303,0.03562261588245108,61.29027991957795,917.038377000457,4.515186329289551,5.625135826174611,0.8026804096497908,0.44527050127855367,True
phi_000_045,4,3.793473129209675,4.425718650744621,5.057964172279567,77,136,2.870795459846451,0.03670570537178937,78.2111508488497,1131.5749552552388,5.936910680663738,6.941108442624102,0.8553260231761017,0.46101117134760145,True
phi_000_045,5,5.057964172279567,5.690209693814513,6.322455215349459,98,175,1.872506673320957,0.03479596919644678,53.81389616565615,1074.214931615773,3.8724127246069697,6.589260655162944,0.5876854668926752,0.3701523249708009,True
phi_000_045,6,6.322455215349459,6.954700736884405,7.58694625841935,118,210,0.542727132751334,0.024787823060548605,21.89490910216794,984.5139867090293,1.1223796875064522,6.039032865910469,0.1858542108359991,0.1567260200602368,True
phi_000_045,7,7.58694625841935,8.219191779954295,8.851437301489241,141,253,0.3842958891827617,0.021177847482594207,18.146126016754508,1127.752672915915,0.7947380441887482,6.917662469299613,0.11488534569527968,0.10304678067468305,True
phi_000_045,8,8.851437301489241,9.483682823024187,10.115928344559133,164,288,0.30138994580646017,0.019833177843416747,15.196250857322944,1214.9595881136304,0.6232855016423717,7.452591819337704,0.08363338778666154,0.07717867382942498,True
phi_000_045,9,10.115928344559133,10.74817386609408,11.380419387629026,185,327,0.20484517442806577,0.01884965089131255,10.867319273402302,1198.9359067213084,0.4236273607627405,7.354302165897046,0.057602659124772075,0.05446531230589155,True
phi_000_045,10,11.380419387629026,12.012664909163972,12.644910430698918,205,365,0.050002611762206,0.018254108954248793,2.7392523999681444,1180.0054239413046,0.10340724164584024,7.238182121672848,0.014286355317893181,0.014085130143957831,False
phi_000_045,11,12.644910430698918,13.277155952233862,13.909401473768808,209,402,-0.031098156379352603,0.017909185799239963,-1.7364360796721623,961.196702150847,-0.06431213206927834,5.896004072321307,-0.01090774892290027,-0.011028040014490025,False
phi_000_045,12,13.909401473768808,14.541646995303754,15.1738925168387,123,444,0.08062830923366814,0.02357594915873281,3.4199390527529387,862.4922135784708,0.16674231130309305,5.290548326086557,0.03151701884678428,0.0305540463908387,True
phi_000_045,13,15.1738925168387,15.806138038373646,16.43838355990859,79,477,0.14026510050910754,0.025914621143565277,5.412585417785898,798.4152673462038,0.29007339080208583,4.897498771211919,0.05922888485591293,0.05591698423515881,True
phi_000_045,14,16.43838355990859,17.070629081443535,17.702874602978483,44,523,0.1204534424048099,0.025744856758459434,4.6787381081555415,837.4475469385162,0.24910215260479743,5.136923728573188,0.04849247638605432,0.04624971325802763,True
