sector,ring_index,r_inner_kpc,r_center_kpc,r_outer_kpc,co_pixel_count,hi_pixel_count,mean_i_co21_k_kms,co_sigma_mean_k_kms,co_annular_snr,mean_i_hi_k_kms,sigma_mol_he_faceon_msun_pc2,sigma_hi_he_faceon_msun_pc2,q_mol_to_hi,f_sigma,eligible
phi_000_045,1,0.0,0.11790668724583915,0.2358133744916783,12,2,3.1027776035674464,0.08627362891627981,35.964380338960716,820.2654048872685,9.426995789977731,7.392039839416531,1.2752901762934523,0.5604956192317219,True
phi_000_045,2,0.2358133744916783,0.35372006173751747,0.4716267489833566,31,8,5.695132447109167,0.09331330051199514,61.0323760477969,1134.1713160079416,17.303202633838605,10.220886438342964,1.6929258277370944,0.6286566864560414,True
phi_000_045,3,0.4716267489833566,0.5895334362291957,0.7074401234750349,52,11,4.169473101427114,0.08075267263415854,51.632632895216624,1052.2614432961834,12.667877107397842,9.48273383710036,1.3358887136361342,0.5718974135358693,True
phi_000_045,4,0.7074401234750349,0.8253468107208741,0.9432534979667132,70,20,1.7566548871488354,0.0668474888290464,26.27854715143074,885.6618445266197,5.337146370579668,7.981377246906635,0.66869992552328,0.40073108130186164,True
phi_000_045,5,0.9432534979667132,1.0611601852125523,1.1790668724583915,91,24,1.892116783022851,0.06196803759435753,30.53375347156607,1058.9853637029457,5.748712678341624,9.54332823402081,0.6023802741949249,0.3759284134333066,True
phi_000_045,6,1.1790668724583915,1.2969735597042307,1.4148802469500699,113,27,1.8339421539248175,0.05259458956330851,34.869407084492735,1007.025645847009,5.571963953921242,9.075079418274749,0.6139851451548531,0.3804156110098179,True
phi_000_045,7,1.4148802469500699,1.5327869341959088,1.650693621441748,130,35,0.9028377653441836,0.04362997395409378,20.69306221209584,812.8711145357472,2.743041526130286,7.325404225459157,0.3744559947418262,0.2724394205229997,True
phi_000_045,8,1.650693621441748,1.7686003086875872,1.8865069959334264,157,38,0.8904727687687549,0.036324762534081845,24.51420757212839,785.13396804615,2.705473648069792,7.075443553387398,0.3823751299343679,0.27660735617583215,True
phi_000_045,9,1.8865069959334264,2.0044136831792656,2.1223203704251046,180,44,1.0827537097490105,0.034488217503382074,31.39488753348388,974.0165436537551,3.2896700851685177,8.777609115343422,0.37477974263152297,0.2726107542973695,True
phi_000_045,10,2.1223203704251046,2.2402270576709435,2.358133744916783,196,47,1.3664852351093049,0.03548024989060344,38.51396873817407,1319.3506516812458,4.151715721948979,11.889679268782858,0.34918651950936846,0.2588126359551458,True
phi_000_045,11,2.358133744916783,2.4760404321626224,2.5939471194084613,215,59,1.0837580864361676,0.034688099523061545,31.24293637694556,1387.9347982546196,3.292721626726151,12.507743545055044,0.2632546481997493,0.20839396757804193,True
phi_000_045,12,2.5939471194084613,2.7118538066543003,2.8297604939001397,234,52,0.9148312626384746,0.03068715230239648,29.81153981391202,1331.8424629890214,2.779480698686642,12.002252548484007,0.2315799211405292,0.18803483003041327,True
phi_000_045,13,2.8297604939001397,2.947667181145979,3.065573868391818,259,68,0.6792025080927118,0.028947137920382355,23.463546204838075,1599.1181634310817,2.063583022183281,14.41087860293427,0.1431961977504345,0.12525951191249057,True
phi_000_045,14,3.065573868391818,3.183480555637657,3.301387242883496,277,70,0.8929068122786885,0.029369542257232865,30.402476295278028,1810.3678695915366,2.712868866436195,16.31461151023362,0.16628461331944688,0.14257635865243237,True
phi_000_045,15,3.301387242883496,3.419293930129335,3.5372006173751744,259,73,0.9641815052198696,0.029973843040765863,32.16743024604941,1591.2060496707184,2.929418782716349,14.339576485616961,0.20428907266924143,0.16963458135217135,True
