sector,ring_index,r_inner_kpc,r_center_kpc,r_outer_kpc,co_pixel_count,hi_pixel_count,mean_i_co21_k_kms,co_sigma_mean_k_kms,co_annular_snr,mean_i_hi_k_kms,sigma_mol_he_faceon_msun_pc2,sigma_hi_he_faceon_msun_pc2,q_mol_to_hi,f_sigma,eligible
phi_000_045,1,0.0,0.6322455215349458,1.2644910430698917,10,3,4.947679119275401,0.04535779136063919,109.08112963297687,641.7427726664115,10.231982535354222,3.9364658581923897,2.5992814123002987,0.7221667645706812,True
phi_000_045,2,1.2644910430698917,1.8967365646048375,2.5289820861397834,34,9,1.9154356331070521,0.034912733347213065,54.8635254094178,669.6829393527391,3.961191393595628,4.107851523785395,0.9642976068291244,0.49091217312316837,True
phi_000_045,3,2.5289820861397834,3.1612276076747294,3.793473129209675,53,13,2.18332009890303,0.03562261588245108,61.29027991957795,940.257112153863,4.515186329289551,5.7675601153053355,0.7828589973960794,0.43910314755091073,True
phi_000_045,4,3.793473129209675,4.425718650744621,5.057964172279567,77,20,2.870795459846451,0.03670570537178937,78.2111508488497,1189.9732415244628,5.936910680663738,7.299324958441791,0.8133506474181016,0.4485346772705943,True
phi_000_045,5,5.057964172279567,5.690209693814513,6.322455215349459,98,24,1.872506673320957,0.03479596919644678,53.81389616565615,1128.6162598811584,3.8724127246069697,6.92295973285918,0.5593579731840596,0.35871043262882363,True
phi_000_045,6,6.322455215349459,6.954700736884405,7.58694625841935,118,29,0.542727132751334,0.024787823060548605,21.89490910216794,1039.679589767384,1.1223796875064522,6.377420023873351,0.17599274993726546,0.14965462154988113,True
phi_000_045,7,7.58694625841935,8.219191779954295,8.851437301489241,141,37,0.3842958891827617,0.021177847482594207,18.146126016754508,1153.2189450214032,0.7947380441887482,7.0738732050468505,0.11234835869290713,0.10100105584272619,True
phi_000_045,8,8.851437301489241,9.483682823024187,10.115928344559133,164,39,0.30138994580646017,0.019833177843416747,15.196250857322944,1241.910320563629,0.6232855016423717,7.617908271133329,0.08181845717468117,0.07563048738173817,True
phi_000_045,9,10.115928344559133,10.74817386609408,11.380419387629026,185,46,0.20484517442806577,0.01884965089131255,10.867319273402302,1213.71950592201,0.4236273607627405,7.444985124854207,0.0569010352147663,0.05383761896231258,True
phi_000_045,10,11.380419387629026,12.012664909163972,12.644910430698918,205,51,0.050002611762206,0.018254108954248793,2.7392523999681444,1192.7211824233036,0.10340724164584024,7.316180895102632,0.014134046591857763,0.013937059542924572,False
